index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
330,0.0,22,3,672,152,3564,0.0,177,125.5,10,2022,0,1459270585.0
331,0.0,22,3,526,153,3574,0.0,179,125.0,12,2250,0,1459270587.0
332,0.0,22,2,530,153,3586,0.0,186,123.5,10,2170,0,1459270590.0
333,0.0,22,3,681,153,3596,0.0,184,124.0,12,2093,0,1459270593.0
334,0.0,22,2,526,154,3608,0.0,184,124.0,11,2178,0,1459270596.0
335,0.0,22,3,750,155,3619,0.0,184,124.0,10,1873,0,1459270598.0
336,0.0,23,3,672,155,3629,0.0,182,124.0,11,2033,0,1459270601.0
337,0.0,22,3,671,154,3640,0.0,186,123.5,11,2101,0,1459270604.0
338,0.0,22,3,671,154,3651,0.0,186,123.5,11,2033,0,1459270607.0
339,0.0,23,4,749,155,3662,0.0,187,123.5,11,2025,0,1459270609.0
340,0.0,21,3,672,155,3673,0.0,180,124.5,12,2250,0,1459270612.0
341,0.0,21,3,678,155,3685,0.0,179,125.0,11,2022,0,1459270615.0
342,0.0,22,3,752,156,3696,0.0,181,124.5,11,2023,0,1459270618.0
343,0.0,22,2,525,156,3707,0.0,184,124.0,11,2250,0,1459270620.0
344,0.0,22,3,676,156,3718,0.0,182,124.5,11,1877,0,1459270623.0
345,0.0,22,2,671,156,3729,0.0,181,124.5,10,2022,0,1459270626.0
346,0.0,22,4,752,155,3739,0.0,184,124.0,12,2032,0,1459270628.0
347,0.0,21,2,672,154,3751,0.0,181,124.5,11,2102,0,1459270631.0
348,0.0,22,3,671,154,3762,0.0,180,125.0,11,2178,0,1459270634.0
349,0.0,21,3,750,154,3773,0.0,183,124.0,11,2025,0,1459270637.0
350,0.0,22,3,672,154,3784,0.0,184,124.0,12,2101,0,1459270640.0
351,0.0,22,3,677,154,3796,0.0,186,123.5,10,2025,0,1459270642.0
352,0.0,22,3,672,154,3806,0.0,179,125.0,12,2103,0,1459270645.0
353,0.0,21,2,672,154,3818,0.0,181,124.5,11,2250,0,1459270648.0
354,0.0,21,3,678,154,3829,0.0,174,126.0,11,2172,0,1459270651.0
355,0.0,21,4,750,153,3840,0.0,176,125.5,12,2031,0,1459270654.0
356,0.0,22,2,673,152,3852,0.0,176,125.5,11,2102,0,1459270656.0
357,0.0,21,2,669,151,3863,0.0,176,125.5,11,2180,0,1459270659.0
358,0.0,21,3,750,151,3874,0.0,174,126.0,11,2025,0,1459270662.0
359,0.0,21,3,672,151,3885,0.0,177,125.5,11,2102,0,1459270665.0
360,0.0,22,3,680,151,3896,0.0,176,126.0,11,2172,0,1459270668.0
361,0.0,22,4,748,152,3907,0.0,180,125.0,11,1874,0,1459270670.0
362,0.0,22,3,682,152,3918,0.0,183,124.0,12,2250,0,1459270673.0
363,0.0,22,3,671,152,3930,0.0,186,123.5,10,1875,0,1459270676.0
364,0.0,22,3,671,152,3940,0.0,187,123.0,11,2024,0,1459270679.0
365,0.0,22,3,759,153,3951,0.0,186,123.5,11,2022,0,1459270681.0
366,0.0,22,3,672,153,3962,0.0,180,124.5,11,2102,0,1459270684.0
367,0.0,22,3,672,153,3973,0.0,182,124.5,11,2030,0,1459270687.0
368,0.0,22,3,672,154,3984,0.0,184,124.0,11,2101,0,1459270689.0
369,0.0,22,3,672,155,3995,0.0,185,123.5,11,2025,0,1459270692.0
370,0.0,22,3,678,155,4006,0.0,182,124.5,11,2102,0,1459270695.0
371,0.0,22,3,670,155,4017,0.0,181,124.5,12,2252,0,1459270698.0
372,0.0,22,3,524,154,4029,0.0,184,124.0,11,2179,0,1459270701.0
373,0.0,22,3,671,155,4040,0.0,191,122.5,11,2102,0,1459270703.0
374,0.0,22,3,670,155,4051,0.0,189,122.5,11,2034,0,1459270706.0
375,0.0,22,4,750,155,4062,0.0,187,123.0,11,1875,0,1459270709.0
376,0.0,22,3,670,156,4073,0.0,187,123.5,12,2250,0,1459270711.0
377,0.0,22,2,453,156,4085,0.0,181,124.5,10,2102,0,1459270714.0
378,0.0,22,3,673,156,4095,0.0,186,123.5,11,2023,0,1459270717.0
379,0.0,22,3,749,156,4106,0.0,188,123.0,11,2033,0,1459270720.0
380,0.0,22,3,670,156,4117,0.0,183,124.0,12,2101,0,1459270722.0
381,0.0,22,2,673,157,4129,0.0,183,124.0,11,2024,0,1459270725.0
382,0.0,22,2,680,157,4140,0.0,186,123.5,11,2102,0,1459270728.0
383,0.0,22,3,669,156,4151,0.0,185,123.5,12,2250,0,1459270731.0
384,0.0,22,2,455,156,4163,0.0,186,123.5,10,2094,0,1459270734.0
385,0.0,22,3,677,157,4173,0.0,187,123.5,12,2250,0,1459270736.0
386,0.0,22,2,525,156,4185,0.0,184,124.0,11,2172,0,1459270739.0
387,0.0,22,2,531,157,4196,0.0,184,124.0,10,2100,0,1459270742.0
388,0.0,22,3,671,157,4206,0.0,185,123.5,12,2182,0,1459270744.0
389,0.0,22,2,524,157,4218,0.0,181,124.5,10,2102,0,1459270747.0
390,0.0,22,3,669,157,4228,0.0,188,123.0,11,2026,0,1459270750.0
391,0.0,22,3,679,157,4239,0.0,182,124.5,11,2094,0,1459270753.0
392,0.0,22,3,680,157,4250,0.0,178,125.5,12,2249,0,1459270755.0
393,0.0,22,2,523,156,4262,0.0,177,125.5,10,2023,0,1459270758.0
394,0.0,22,3,680,156,4272,0.0,177,125.5,11,2095,0,1459270761.0
395,0.0,22,3,678,155,4283,0.0,174,126.5,11,2172,0,1459270764.0
396,0.0,21,4,749,155,4294,0.0,174,126.0,12,2181,0,1459270766.0
397,0.0,21,3,672,154,4306,0.0,173,126.5,22,6000,0,1459270769.0
398,0.0,0,0,0,153,4328,0.0,0,0.0,0,0,0,1459270777.0
399,0.0,0,0,0,152,4328,0.0,0,0.0,0,0,0,1459270778.0
400,0.0,0,0,0,151,4328,0.0,0,0.0,0,0,0,1459270780.0
401,0.0,50,3,1203,151,4328,0.0,36,214.5,8,2022,0,1459270783.0
402,0.0,21,3,908,149,4336,0.0,64,176.5,9,1870,0,1459270786.0
403,0.0,22,3,826,146,4345,0.0,120,143.0,10,1875,0,1459270789.0
404,0.0,23,4,749,142,4355,0.0,161,129.5,12,2026,0,1459270792.0
405,0.0,22,2,677,141,4367,0.0,179,125.0,11,2102,0,1459270794.0
406,0.0,22,2,672,142,4378,0.0,177,125.5,11,2179,0,1459270797.0
407,0.0,22,3,749,144,4389,0.0,174,126.0,11,2024,0,1459270800.0
408,0.0,22,3,672,144,4400,0.0,174,126.0,11,2103,0,1459270803.0
409,0.0,22,3,672,144,4411,0.0,178,125.0,11,2180,0,1459270806.0
410,0.0,21,4,750,144,4422,0.0,176,126.0,11,2022,0,1459270808.0
411,0.0,21,3,679,144,4433,0.0,175,126.0,11,2095,0,1459270811.0
412,0.0,22,3,679,145,4444,0.0,175,126.0,12,2172,0,1459270814.0
413,0.0,21,3,748,145,4456,0.0,174,126.0,11,2024,0,1459270817.0
414,0.0,21,3,680,145,4467,0.0,179,125.0,11,2103,0,1459270820.0
415,0.0,22,3,672,146,4478,0.0,179,125.0,11,2022,0,1459270822.0
416,0.0,22,2,680,146,4489,0.0,182,124.5,11,2096,0,1459270825.0
417,0.0,21,3,826,145,4500,0.0,183,124.0,12,2101,0,1459270828.0
418,0.0,22,2,673,145,4512,0.0,177,125.5,10,2029,0,1459270831.0
419,0.0,21,3,673,146,4522,0.0,176,125.5,11,2101,0,1459270833.0
420,0.0,22,3,671,145,4533,0.0,174,126.0,12,2252,0,1459270836.0
421,0.0,21,3,680,145,4545,0.0,174,126.0,11,2024,0,1459270839.0
422,0.0,21,2,670,144,4556,0.0,177,125.5,11,2102,0,1459270842.0
423,0.0,22,3,680,146,4567,0.0,181,124.5,11,2242,0,1459270845.0
424,0.0,22,2,451,148,4578,0.0,183,124.0,11,2250,0,1459270848.0
425,0.0,21,3,681,150,4589,0.0,178,125.5,11,2093,0,1459270850.0
426,0.0,21,3,681,151,4600,0.0,175,126.0,12,2249,0,1459270853.0
427,0.0,22,3,673,152,4612,0.0,173,126.5,11,2024,0,1459270856.0
428,0.0,21,2,678,151,4623,0.0,172,126.5,11,2102,0,1459270859.0
429,0.0,21,2,671,151,4634,0.0,176,125.5,11,2251,0,1459270861.0
430,0.0,21,3,680,151,4645,0.0,178,125.5,12,2172,0,1459270864.0
431,0.0,21,3,750,151,4657,0.0,177,125.5,11,2021,0,1459270867.0
432,0.0,21,2,680,151,4668,0.0,175,126.0,11,2250,0,1459270870.0
433,0.0,21,2,524,151,4679,0.0,168,127.5,11,2173,0,1459270873.0
434,0.0,21,3,750,151,4690,0.0,173,126.5,11,2180,0,1459270876.0
435,0.0,21,3,670,151,4701,0.0,179,125.0,11,2101,0,1459270879.0
436,0.0,21,3,672,152,4712,0.0,176,126.0,12,2259,0,1459270881.0
437,0.0,21,2,523,153,4724,0.0,175,126.0,12,2398,0,1459270884.0
438,0.0,21,2,671,153,4736,0.0,173,126.5,10,2031,0,1459270887.0
439,0.0,21,3,672,153,4746,0.0,172,126.5,12,2250,0,1459270890.0
440,0.0,21,3,673,152,4758,0.0,171,127.0,11,2102,0,1459270893.0
441,0.0,21,3,680,152,4769,0.0,171,127.0,11,2171,0,1459270896.0
442,0.0,21,3,750,152,4780,0.0,174,126.5,12,2180,0,1459270898.0
443,0.0,21,2,671,153,4792,0.0,171,127.0,10,2101,0,1459270901.0
444,0.0,22,3,672,153,4802,0.0,172,126.5,12,2250,0,1459270904.0
445,0.0,21,2,524,153,4814,0.0,175,126.0,11,2181,0,1459270907.0
446,0.0,21,2,670,154,4825,0.0,169,127.5,11,2250,0,1459270910.0
447,0.0,21,3,680,154,4836,0.0,164,129.0,11,2250,0,1459270913.0
448,0.0,21,3,672,153,4847,0.0,162,129.0,11,2101,0,1459270916.0
449,0.0,22,3,672,152,4858,0.0,169,127.5,11,2178,0,1459270918.0
450,0.0,21,4,753,151,4869,0.0,166,128.0,11,2022,0,1459270921.0
451,0.0,22,3,671,150,4880,0.0,174,126.5,11,2103,0,1459270924.0
452,0.0,22,3,680,150,4891,0.0,177,125.5,11,2024,0,1459270927.0
453,0.0,21,3,670,150,4902,0.0,177,125.5,12,2250,0,1459270929.0
454,0.0,21,2,679,149,4914,0.0,166,128.0,10,2103,0,1459270932.0
455,0.0,22,3,671,149,4924,0.0,164,128.5,11,2021,0,1459270935.0
456,0.0,22,3,681,149,4935,0.0,175,126.0,11,2102,0,1459270938.0
457,0.0,22,3,672,149,4946,0.0,172,126.5,11,2250,0,1459270941.0
458,0.0,21,3,674,149,4957,0.0,171,127.0,11,2029,0,1459270944.0
459,0.0,21,3,671,150,4968,0.0,177,125.5,12,2252,0,1459270946.0
460,0.0,21,3,669,151,4980,0.0,179,125.0,11,2103,0,1459270949.0
461,0.0,21,3,680,151,4991,0.0,179,125.0,11,2173,0,1459270952.0
462,0.0,21,4,748,151,5002,0.0,180,125.0,12,2023,0,1459270955.0
463,0.0,22,3,681,152,5014,0.0,185,123.5,10,1875,0,1459270958.0
464,0.0,23,3,671,153,5024,0.0,191,122.5,11,2101,0,1459270960.0
465,0.0,22,3,525,153,5035,0.0,187,123.5,11,2180,0,1459270963.0
466,0.0,22,3,750,153,5046,0.0,180,125.0,11,2024,0,1459270966.0
467,0.0,22,3,670,153,5057,0.0,181,124.5,11,2102,0,1459270968.0
468,0.0,22,3,679,153,5068,0.0,176,125.5,11,2024,0,1459270971.0
469,0.0,22,3,671,153,5079,0.0,176,126.0,11,2101,0,1459270974.0
470,0.0,22,3,672,154,5090,0.0,176,126.0,11,2032,0,1459270977.0
471,0.0,22,3,673,154,5101,0.0,178,125.5,11,2102,0,1459270979.0
472,0.0,22,3,670,154,5112,0.0,180,125.0,11,2024,0,1459270982.0
473,0.0,22,3,750,155,5123,0.0,176,125.5,11,2031,0,1459270985.0
474,0.0,22,3,672,154,5134,0.0,182,124.5,11,2100,0,1459270988.0
475,0.0,22,3,672,154,5145,0.0,182,124.5,11,2032,0,1459270990.0
476,0.0,22,3,673,155,5156,0.0,184,124.0,11,2099,0,1459270993.0
477,0.0,22,3,672,156,5167,0.0,181,124.5,11,2025,0,1459270996.0
478,0.0,22,3,680,157,5178,0.0,179,125.0,11,2101,0,1459270999.0
479,0.0,21,3,673,157,5189,0.0,180,125.0,12,2247,0,1459271001.0
480,0.0,22,2,525,156,5201,0.0,178,125.5,10,2178,0,1459271004.0
481,0.0,22,3,524,155,5211,0.0,178,125.0,11,2250,0,1459271007.0
482,0.0,21,3,672,154,5222,0.0,176,126.0,11,2032,0,1459271010.0
483,0.0,22,3,742,154,5233,0.0,180,125.0,11,2032,0,1459271012.0
484,0.0,21,3,672,154,5244,0.0,177,125.5,12,2250,0,1459271015.0
485,0.0,22,2,522,154,5256,0.0,181,124.5,11,2180,0,1459271018.0
486,0.0,21,3,748,155,5267,0.0,177,125.5,11,2173,0,1459271021.0
487,0.0,21,3,681,155,5278,0.0,180,125.0,12,2093,0,1459271024.0
488,0.0,21,3,680,155,5290,0.0,184,124.0,11,2250,0,1459271027.0
489,0.0,22,3,523,156,5301,0.0,184,124.0,11,2026,0,1459271029.0
490,0.0,22,3,679,156,5312,0.0,184,124.0,11,2249,0,1459271032.0
491,0.0,22,3,521,156,5323,0.0,178,125.0,11,2172,0,1459271035.0
492,0.0,21,3,759,156,5334,0.0,179,125.0,11,2023,0,1459271038.0
493,0.0,22,3,673,155,5345,0.0,178,125.5,12,2249,0,1459271040.0
494,0.0,21,2,525,155,5357,0.0,174,126.0,11,2177,0,1459271043.0
495,0.0,21,3,751,154,5368,0.0,174,126.5,11,2172,0,1459271046.0
496,0.0,21,3,680,154,5379,0.0,173,126.5,11,2102,0,1459271049.0
497,0.0,21,3,671,154,5390,0.0,167,128.0,11,2251,0,1459271052.0
498,0.0,21,3,522,154,5401,0.0,165,128.5,11,2179,0,1459271055.0
499,0.0,22,3,674,154,5412,0.0,170,127.0,11,2101,0,1459271057.0
500,0.0,21,3,671,154,5423,0.0,173,126.5,11,2022,0,1459271060.0
501,0.0,22,3,750,154,5434,0.0,176,125.5,11,2023,0,1459271063.0
502,0.0,22,3,682,154,5445,0.0,182,124.5,11,2101,0,1459271066.0
503,0.0,22,3,673,155,5456,0.0,182,124.5,11,2024,0,1459271068.0
504,0.0,21,3,678,154,5467,0.0,178,125.0,11,2100,0,1459271071.0
505,0.0,22,3,674,154,5478,0.0,176,125.5,11,2024,0,1459271074.0
506,0.0,22,2,679,153,5489,0.0,177,125.5,11,2100,0,1459271077.0
507,0.0,22,3,671,154,5500,0.0,180,124.5,11,2024,0,1459271079.0
508,0.0,22,3,752,154,5511,0.0,179,125.0,11,2025,0,1459271082.0
509,0.0,21,2,677,155,5522,0.0,179,125.0,11,2250,0,1459271085.0
510,0.0,21,3,671,155,5533,0.0,178,125.5,11,2033,0,1459271088.0
511,0.0,22,3,750,156,5544,0.0,179,125.0,11,2022,0,1459271090.0
512,0.0,22,3,672,156,5555,0.0,182,124.5,11,2102,0,1459271093.0
513,0.0,22,3,679,156,5566,0.0,183,124.0,11,2023,0,1459271096.0
514,0.0,22,3,671,156,5577,0.0,180,125.0,11,2103,0,1459271099.0
515,0.0,22,3,672,156,5588,0.0,181,124.5,11,2031,0,1459271101.0
516,0.0,22,3,671,157,5599,0.0,186,123.5,12,2100,0,1459271104.0
517,0.0,22,3,674,157,5611,0.0,190,122.5,11,2032,0,1459271107.0
518,0.0,22,3,742,157,5622,0.0,188,123.0,11,2032,0,1459271110.0
519,0.0,22,3,670,158,5633,0.0,189,123.0,11,2102,0,1459271112.0
520,0.0,22,3,670,158,5644,0.0,190,122.5,11,2033,0,1459271115.0
521,0.0,22,3,670,159,5655,0.0,186,123.5,11,2103,0,1459271118.0
522,0.0,22,3,672,159,5666,0.0,187,123.5,11,2031,0,1459271121.0
523,0.0,22,3,673,159,5677,0.0,185,123.5,11,2100,0,1459271123.0
524,0.0,22,3,672,160,5688,0.0,183,124.0,12,2249,0,1459271126.0
525,0.0,21,3,525,160,5700,0.0,184,124.0,11,2179,0,1459271129.0
526,0.0,22,3,673,160,5711,0.0,184,124.0,11,2101,0,1459271132.0
527,0.0,22,3,521,161,5722,0.0,191,122.5,12,2182,0,1459271135.0
528,0.0,22,3,750,161,5734,0.0,191,122.5,11,2024,0,1459271137.0
529,0.0,21,3,669,161,5745,0.0,188,123.0,11,2103,0,1459271140.0
530,0.0,21,3,680,161,5756,0.0,187,123.0,11,2024,0,1459271143.0
531,0.0,22,3,672,161,5767,0.0,187,123.0,11,2099,0,1459271145.0
532,0.0,22,3,675,161,5778,0.0,187,123.0,11,2029,0,1459271148.0
533,0.0,22,3,673,161,5789,0.0,191,122.5,12,2103,0,1459271151.0
534,0.0,22,2,521,161,5801,0.0,194,122.0,11,2180,0,1459271154.0
535,0.0,21,3,750,160,5812,0.0,189,123.0,11,2024,0,1459271156.0
536,0.0,22,3,672,160,5823,0.0,195,121.5,11,2102,0,1459271159.0
537,0.0,22,3,672,160,5834,0.0,189,123.0,11,2030,0,1459271162.0
538,0.0,22,3,672,159,5845,0.0,186,123.5,12,2101,0,1459271165.0
539,0.0,22,3,672,159,5857,0.0,187,123.0,11,2030,0,1459271167.0
540,0.0,22,2,673,160,5868,0.0,187,123.0,11,2102,0,1459271170.0
541,0.0,22,3,672,160,5879,0.0,190,122.5,12,2250,0,1459271173.0
542,0.0,22,2,524,160,5891,0.0,183,124.0,10,2030,0,1459271176.0
543,0.0,22,3,672,161,5901,0.0,187,123.0,11,2100,0,1459271178.0
544,0.0,22,3,674,161,5912,0.0,191,122.5,12,2177,0,1459271181.0
545,0.0,22,3,750,162,5924,0.0,189,122.5,11,2023,0,1459271184.0
546,0.0,22,3,525,162,5935,0.0,187,123.0,12,2251,0,1459271187.0
547,0.0,22,3,680,162,5947,0.0,190,122.5,10,2022,0,1459271190.0
548,0.0,22,3,524,162,5957,0.0,187,123.5,12,2250,0,1459271192.0
549,0.0,22,2,524,162,5969,0.0,189,123.0,11,2180,0,1459271195.0
550,0.0,22,3,672,163,5980,0.0,185,123.5,10,1951,0,1459271198.0
551,0.0,22,3,673,163,5990,0.0,188,123.0,11,2022,0,1459271200.0
552,0.0,22,3,680,163,6001,0.0,190,122.5,12,2101,0,1459271203.0
553,0.0,21,3,673,163,6013,0.0,186,123.5,11,2250,0,1459271206.0
554,0.0,21,3,672,163,6024,0.0,181,124.5,11,2032,0,1459271209.0
555,0.0,21,4,897,161,6035,0.0,182,124.5,12,2023,0,1459271211.0
556,0.0,21,3,670,161,6047,0.0,176,125.5,11,2104,0,1459271214.0
557,0.0,21,3,680,161,6058,0.0,171,127.0,12,2398,0,1459271217.0
558,0.0,20,3,672,161,6070,0.0,164,129.0,11,2404,0,1459271220.0
559,0.0,19,3,674,160,6081,0.0,146,134.0,12,2397,0,1459271223.0
560,0.0,19,2,681,159,6093,0.0,141,135.5,11,2250,0,1459271226.0
561,0.0,20,2,672,159,6104,0.0,145,134.0,11,2248,0,1459271229.0
562,0.0,21,2,676,158,6115,0.0,146,133.5,11,2403,0,1459271232.0
563,0.0,20,3,673,157,6126,0.0,148,133.5,11,2250,0,1459271235.0
564,0.0,20,3,677,157,6137,0.0,147,133.5,11,2252,0,1459271238.0
565,0.0,21,3,671,158,6148,0.0,149,133.0,11,2180,0,1459271241.0
566,0.0,21,3,750,157,6159,0.0,153,132.0,11,2172,0,1459271244.0
567,0.0,21,3,672,157,6170,0.0,154,131.5,11,2250,0,1459271247.0
568,0.0,21,3,680,156,6181,0.0,159,130.0,11,2249,0,1459271250.0
569,0.0,21,3,672,155,6192,0.0,154,131.5,11,2251,0,1459271253.0
570,0.0,21,3,678,155,6203,0.0,153,132.0,12,2252,0,1459271256.0
571,0.0,21,2,522,154,6215,0.0,151,132.5,10,2172,0,1459271259.0
572,0.0,21,4,897,154,6225,0.0,160,130.0,11,2033,0,1459271261.0
573,0.0,21,3,671,154,6236,0.0,159,130.0,11,2250,0,1459271264.0
574,0.0,21,3,680,154,6247,0.0,162,129.0,11,2101,0,1459271267.0
575,0.0,21,3,672,154,6258,0.0,173,126.5,12,2172,0,1459271270.0
576,0.0,21,3,748,154,6270,0.0,170,127.5,10,2024,0,1459271273.0
577,0.0,21,3,683,154,6280,0.0,164,128.5,12,2246,0,1459271276.0
578,0.0,21,3,681,154,6292,0.0,162,129.0,11,2244,0,1459271279.0
579,0.0,21,3,678,154,6303,0.0,164,128.5,11,2250,0,1459271281.0
580,0.0,21,3,680,153,6314,0.0,159,130.0,11,2171,0,1459271284.0
581,0.0,21,3,750,153,6325,0.0,165,128.5,11,2025,0,1459271287.0
582,0.0,21,3,673,152,6336,0.0,166,128.5,11,2246,0,1459271290.0
583,0.0,21,3,682,152,6347,0.0,162,129.0,12,2249,0,1459271293.0
584,0.0,21,2,524,152,6359,0.0,160,130.0,10,2180,0,1459271296.0
585,0.0,21,3,672,152,6369,0.0,164,128.5,11,2099,0,1459271299.0
586,0.0,21,3,821,152,6380,0.0,164,128.5,11,2102,0,1459271301.0
587,0.0,21,3,680,153,6391,0.0,165,128.5,12,2249,0,1459271304.0
588,0.0,21,3,672,153,6403,0.0,171,127.0,10,2024,0,1459271307.0
589,0.0,21,3,678,154,6413,0.0,167,128.0,12,2251,0,1459271310.0
590,0.0,21,3,672,154,6425,0.0,168,128.0,11,2102,0,1459271313.0
591,0.0,21,3,672,154,6436,0.0,171,127.0,11,2179,0,1459271316.0
592,0.0,21,3,750,154,6447,0.0,170,127.0,11,2025,0,1459271318.0
593,0.0,21,3,669,154,6458,0.0,170,127.0,11,2102,0,1459271321.0
594,0.0,22,3,681,154,6469,0.0,170,127.5,11,2170,0,1459271324.0
595,0.0,21,3,751,155,6480,0.0,177,125.5,11,2026,0,1459271327.0
596,0.0,21,3,679,156,6491,0.0,176,126.0,12,2248,0,1459271330.0
597,0.0,21,3,672,156,6503,0.0,171,127.0,11,2249,0,1459271333.0
598,0.0,22,3,524,156,6514,0.0,172,126.5,11,2181,0,1459271335.0
599,0.0,21,3,671,156,6525,0.0,168,128.0,11,2250,0,1459271338.0
600,0.0,21,3,678,155,6536,0.0,167,128.0,11,2095,0,1459271341.0
601,0.0,21,3,679,155,6547,0.0,169,127.5,12,2250,0,1459271344.0
602,0.0,21,2,673,154,6559,0.0,167,128.0,10,2030,0,1459271347.0
603,0.0,21,3,671,154,6569,0.0,169,127.5,11,2104,0,1459271350.0
604,0.0,21,3,673,154,6580,0.0,166,128.0,11,2247,0,1459271352.0
605,0.0,21,3,671,154,6591,0.0,169,127.5,12,2181,0,1459271355.0
606,0.0,21,3,750,154,6603,0.0,168,127.5,10,2022,0,1459271358.0
607,0.0,21,3,680,154,6613,0.0,167,128.0,11,2103,0,1459271361.0
608,0.0,21,3,672,154,6624,0.0,171,127.0,12,2180,0,1459271364.0
609,0.0,21,3,742,154,6636,0.0,172,126.5,11,2029,0,1459271366.0
610,0.0,22,2,673,154,6647,0.0,170,127.0,11,2249,0,1459271369.0
611,0.0,21,3,675,154,6658,0.0,175,126.0,12,2249,0,1459271372.0
612,0.0,21,2,530,154,6670,0.0,174,126.0,10,2171,0,1459271375.0
613,0.0,21,3,680,154,6680,0.0,172,127.0,11,2093,0,1459271378.0
614,0.0,21,3,681,154,6691,0.0,173,126.5,12,2249,0,1459271381.0
615,0.0,21,3,673,154,6703,0.0,173,126.5,11,2024,0,1459271383.0
616,0.0,22,2,680,154,6714,0.0,174,126.5,11,2248,0,1459271386.0
617,0.0,21,3,671,154,6725,0.0,174,126.0,11,2103,0,1459271389.0
618,0.0,21,3,680,154,6736,0.0,176,126.0,12,2249,0,1459271392.0
619,0.0,21,3,673,155,6748,0.0,176,126.0,11,2171,0,1459271395.0
620,0.0,21,3,751,155,6759,0.0,173,126.5,11,2180,0,1459271398.0
621,0.0,20,3,671,156,6770,0.0,161,129.5,12,2407,0,1459271401.0
622,0.0,19,3,750,156,6782,0.0,141,135.5,12,2398,0,1459271404.0
623,0.0,20,2,671,156,6794,0.0,146,134.0,11,2179,0,1459271407.0
624,0.0,20,3,749,155,6805,0.0,158,130.5,11,2171,0,1459271410.0
625,0.0,21,3,682,156,6816,0.0,159,130.0,11,2249,0,1459271413.0
626,0.0,21,3,672,156,6827,0.0,162,129.5,11,2251,0,1459271416.0
627,0.0,21,3,672,156,6838,0.0,160,129.5,11,2101,0,1459271418.0
628,0.0,21,3,671,156,6849,0.0,155,131.0,12,2408,0,1459271421.0
629,0.0,20,2,670,156,6861,0.0,148,133.0,10,2250,0,1459271424.0
630,0.0,21,3,672,155,6871,0.0,144,134.5,11,2178,0,1459271427.0
631,0.0,20,3,750,154,6882,0.0,141,135.5,12,2398,0,1459271430.0
632,0.0,20,2,681,153,6894,0.0,141,135.5,10,2024,0,1459271433.0
633,0.0,21,2,674,152,6904,0.0,141,135.5,11,2396,0,1459271436.0
634,0.0,20,3,680,152,6915,0.0,144,134.5,10,2102,0,1459271439.0
635,0.0,21,3,670,152,6925,0.0,141,135.5,11,2204,0,1459271442.0
636,0.0,21,3,749,150,6936,0.0,137,136.5,11,2399,0,1459271445.0
637,0.0,20,3,671,149,6947,0.0,137,136.5,11,2399,0,1459271448.0
638,0.0,20,3,532,148,6958,0.0,135,137.5,11,2398,0,1459271451.0
639,0.0,21,3,672,147,6969,0.0,143,134.5,10,2032,0,1459271454.0
640,0.0,21,3,672,147,6979,0.0,147,133.5,11,2248,0,1459271456.0
641,0.0,20,4,829,147,6990,0.0,141,135.5,11,2104,0,1459271459.0
642,0.0,21,3,670,146,7001,0.0,141,135.5,11,2248,0,1459271462.0
643,0.0,20,3,822,146,7012,0.0,141,135.5,11,2100,0,1459271465.0
644,0.0,21,2,682,146,7023,0.0,145,134.5,10,2226,0,1459271468.0
645,0.0,21,3,750,146,7033,0.0,140,136.0,11,2250,0,1459271471.0
646,0.0,21,3,750,146,7044,0.0,133,138.0,10,2024,0,1459271474.0
647,0.0,21,3,828,144,7054,0.0,111,146.5,10,2092,0,1459271477.0
648,0.0,21,3,679,144,7064,0.0,130,139.0,11,2253,0,1459271480.0
649,0.0,21,3,669,144,7075,0.0,140,136.0,11,2251,0,1459271483.0
650,0.0,20,3,828,144,7086,0.0,139,136.0,11,2249,0,1459271486.0
651,0.0,20,3,673,142,7097,0.0,142,135.0,21,6155,0,1459271489.0
652,0.0,0,0,0,141,7118,0.0,0,0.0,0,0,0,1459271497.0
653,0.0,0,0,0,0,7118,0.0,0,0.0,0,0,0,1459271497.0
654,0.0,0,0,0,135,7118,0.0,0,0.0,0,0,0,1459271502.0
655,0.0,0,0,0,134,7118,0.0,0,0.0,0,0,0,1459271503.0
656,0.0,0,0,0,133,7118,0.0,0,0.0,0,0,0,1459271505.0
657,0.0,0,0,0,132,7118,0.0,0,0.0,0,0,0,1459271506.0
658,0.0,0,0,0,131,7118,0.0,0,0.0,0,0,0,1459271508.0
659,0.0,0,0,0,130,7118,0.0,0,0.0,0,0,0,1459271509.0
660,0.0,0,0,0,128,7118,0.0,0,0.0,0,0,0,1459271511.0
661,0.0,0,0,0,127,7118,0.0,0,0.0,0,0,0,1459271511.0
