index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec)
55,0.0,20,0.0,0.0,0.0,14500.0,123,129.795894592,0.0,0.0,235.273750044,6.52903328881,0.0,0.0,42.356791,-71.117035,1445082454.0
56,0.0,20,0.0,0.0,0.0,14501.0,123,131.64388114,0.0,0.0,239.981516934,6.69226598161,0.0,0.0,42.356778,-71.117049,1445082455.0
57,0.0,18,0.0,0.0,0.0,14502.0,123,133.776577208,0.0,0.0,231.94926798,6.9397682287,0.0,0.0,42.356761,-71.117061,1445082456.0
58,0.0,18,0.0,0.0,0.0,14503.0,123,136.0156741,0.0,0.0,227.076584306,6.78740624855,0.0,0.0,42.356742,-71.11707,1445082457.0
59,0.0,22,0.0,0.0,0.0,14504.0,122,138.011852237,0.0,0.0,228.965253738,6.7659002915,0.0,0.0,42.356726,-71.117081,1445082458.0
60,0.0,22,0.0,0.0,0.0,14505.0,122,140.393665721,0.0,0.0,217.240793814,6.71720903076,0.0,0.0,42.356714,-71.117105,1445082459.0
61,0.0,22,0.0,0.0,0.0,14506.0,122,142.558695121,0.0,0.0,216.856110897,7.09175116205,0.0,0.0,42.356698,-71.11712,1445082460.0
62,0.0,22,0.0,0.0,0.0,14507.0,122,145.140106652,0.0,0.0,205.024915117,7.23780595142,0.0,0.0,42.356676,-71.11713,1445082461.0
63,0.0,19,0.0,0.0,0.0,14508.0,121,147.616330934,0.0,0.0,203.163594615,7.73234934635,0.0,0.0,42.356655,-71.11714,1445082462.0
64,0.0,19,0.0,0.0,0.0,14509.0,121,150.172758537,0.0,0.0,199.061500139,7.89427159151,0.0,0.0,42.356633,-71.117149,1445082463.0
65,0.0,19,0.0,0.0,0.0,14510.0,121,152.622926533,0.0,0.0,198.099438984,8.25969737312,0.0,0.0,42.356612,-71.117158,1445082464.0
66,0.0,19,0.0,0.0,0.0,14511.0,122,155.303806966,0.0,0.0,191.964507906,8.23236518869,0.0,0.0,42.356588,-71.117155,1445082465.0
67,0.0,19,0.0,0.0,0.0,14512.0,122,157.5344693,0.0,0.0,195.379848395,9.0472115128,0.0,0.0,42.356568,-71.117157,1445082466.0
68,0.0,19,0.0,0.0,0.0,14513.0,123,160.538799391,0.0,0.0,180.354979843,9.32298724036,0.0,0.0,42.356541,-71.117158,1445082467.0
69,0.0,16,0.0,0.0,0.0,14514.0,124,163.431942886,0.0,0.0,178.612398764,9.97318402146,0.0,0.0,42.356515,-71.117159,1445082468.0
70,0.0,16,0.0,0.0,0.0,14515.0,124,166.32391855,0.0,0.0,176.733994992,10.4077537103,0.0,0.0,42.356489,-71.117159,1445082469.0
71,0.0,16,0.0,0.0,0.0,14516.0,124,169.558995092,0.0,0.0,172.071794808,10.2658651532,0.0,0.0,42.35646,-71.117162,1445082470.0
72,0.0,16,0.0,0.0,0.0,14517.0,124,172.67451487,0.0,0.0,175.412614636,9.61750389805,0.0,0.0,42.356432,-71.117163,1445082471.0
73,0.0,18,0.0,0.0,0.0,14518.0,123,175.238077306,0.0,0.0,186.648598143,9.26350112822,0.0,0.0,42.356409,-71.117161,1445082472.0
74,0.0,18,0.0,0.0,0.0,14519.0,123,178.029734879,0.0,0.0,188.220452844,8.82414920409,0.0,0.0,42.356384,-71.117158,1445082473.0
75,0.0,18,0.0,0.0,0.0,14520.0,123,180.588021044,0.0,0.0,197.266357535,8.39191127435,0.0,0.0,42.356361,-71.117158,1445082474.0
76,0.0,18,0.0,0.0,0.0,14521.0,123,182.836782392,0.0,0.0,208.664059504,8.28846005578,0.0,0.0,42.356341,-71.117162,1445082475.0
77,0.0,18,0.0,0.0,0.0,14522.0,123,185.099022971,0.0,0.0,214.026935376,8.41169030921,0.0,0.0,42.356321,-71.117167,1445082476.0
78,0.0,18,0.0,0.0,0.0,14523.0,123,187.558471993,0.0,0.0,215.605196366,8.16085303003,0.0,0.0,42.356299,-71.11717,1445082477.0
79,0.0,18,0.0,0.0,0.0,14524.0,123,189.477749826,0.0,0.0,231.947875557,8.3136222949,0.0,0.0,42.356282,-71.117174,1445082478.0
