TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (strokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor, ElapsedTimeAtDrive (sec), HorizontalAtDrive (meters), WorkoutType, IntervalType, WorkoutState, RowingState, WorkoutDurationType, WorkoutIntervalCount
1571472472.6694329, 0, 3, 276, 1173.21, 4437.2, 129.67, 20, 151, 164, 267, 3.87, 403, 11.06, 1.3, 720, 1940, 0, 91.6, 151.3, 120, 1170.22, 4425.5, 1, 1, 1, 1, 128, 3
1571472475.6393232, 0, 3, 277, 1176.21, 4448.8, 129.23, 21, 151, 163, 267, 3.883, 404, 11.27, 1.3, 720, 2000, 0, 94.2, 144.7, 120, 1173.21, 4437.2, 1, 1, 1, 1, 128, 3
1571472483.564873, 0, 3, 278, 1184.09, 4479.5, 127.96, 21, 151, 168, 269, 3.922, 407, 11.13, 1.3, 710, 1940, 0, 89.9, 154, 121, 1176.21, 4448.8, 1, 1, 1, 1, 128, 3
1571472486.6189733, 0, 3, 279, 1187.22, 4491.9, 128.17, 21, 151, 167, 270, 3.916, 408, 10.99, 1.33, 720, 1900, 0, 95.5, 156.4, 121, 1184.09, 4479.5, 1, 1, 1, 1, 128, 3
1571472489.6781936, 0, 3, 280, 1190.22, 4503.9, 128.47, 21, 151, 174, 271, 3.906, 409, 11.13, 1.36, 730, 1890, 0, 93.3, 157.7, 121, 1187.22, 4491.9, 1, 1, 1, 1, 128, 3
1571472499.4903135, 0, 4, 281, 1200, 4542.1, 127.76, 21, 152, 170, 273, 3.928, 412, 11.13, 1.27, 690, 1960, 0, 97.5, 151.2, 121, 1190.22, 4503.9, 1, 1, 1, 1, 128, 3
1571472500.6588633, 0, 4, 282, 1201.21, 4547.2, 127.76, 21, 152, 173, 273, 3.928, 413, 11.06, 1.36, 740, 1870, 0, 92.7, 147.2, 121, 1200, 4542.1, 1, 1, 1, 1, 128, 4
1571472503.6287231, 0, 4, 283, 1204.22, 4559.2, 126.87, 21, 153, 174, 274, 3.956, 414, 11.06, 1.3, 700, 1900, 0, 93.4, 153.5, 121, 1201.21, 4547.2, 1, 1, 1, 1, 128, 4
1571472511.554213, 0, 4, 284, 1212.13, 4590.1, 127.84, 22, 154, 170, 276, 3.926, 417, 11.43, 1.33, 730, 1990, 0, 93.9, 156, 121, 1204.22, 4559.2, 1, 1, 1, 1, 128, 4
1571472514.6982734, 0, 4, 285, 1215.22, 4602.4, 127.82, 21, 154, 172, 277, 3.926, 418, 11.05, 1.33, 720, 1890, 0, 95.2, 158.9, 121, 1212.13, 4590.1, 1, 1, 1, 1, 128, 4
1571472517.6684737, 0, 4, 286, 1218.22, 4614.4, 127.33, 21, 155, 176, 278, 3.942, 419, 11.14, 1.33, 720, 1900, 0, 93.6, 153.6, 121, 1215.22, 4602.4, 1, 1, 1, 1, 128, 4
1571472525.5938144, 0, 4, 287, 1226.13, 4645.8, 126.01, 22, 155, 180, 280, 3.983, 422, 11.28, 1.3, 700, 1930, 0, 92.1, 153.6, 121, 1218.22, 4614.4, 1, 1, 1, 1, 128, 4
1571472528.6480947, 0, 4, 288, 1229.22, 4658.2, 125.32, 21, 155, 174, 280, 4.005, 423, 10.83, 1.27, 680, 1870, 0, 99.4, 160.8, 121, 1226.13, 4645.8, 1, 1, 1, 1, 128, 4
1571472536.5736647, 0, 4, 289, 1237.08, 4689.4, 126.02, 22, 155, 182, 282, 3.983, 426, 10.97, 1.3, 690, 1850, 0, 97.1, 164.7, 120, 1229.22, 4658.2, 1, 1, 1, 1, 128, 4
1571472539.6277246, 0, 4, 290, 1240.21, 4702.2, 124.9, 22, 155, 185, 283, 4.019, 427, 10.62, 1.3, 690, 1750, 0, 91.6, 158, 121, 1237.08, 4689.4, 1, 1, 1, 1, 128, 4
1571472542.6877747, 0, 4, 291, 1243.21, 4714.1, 124.26, 23, 155, 175, 284, 4.039, 428, 11.05, 1.27, 680, 1910, 0, 97.2, 148.4, 120, 1240.21, 4702.2, 1, 1, 1, 1, 128, 4
1571472547.6369548, 0, 4, 292, 1248.15, 4733.5, 126.83, 21, 154, 174, 285, 3.957, 430, 10.97, 1.3, 700, 1880, 0, 97, 155.6, 120, 1243.21, 4714.1, 1, 1, 1, 1, 128, 4
1571472550.6977544, 0, 4, 293, 1251.21, 4745.7, 126.68, 22, 153, 177, 286, 3.962, 431, 10.99, 1.27, 690, 1890, 0, 93.8, 156.6, 122, 1248.15, 4733.5, 1, 1, 1, 1, 128, 4
1571472553.6676245, 0, 4, 294, 1254.21, 4757.8, 126.06, 22, 153, 175, 287, 3.982, 432, 10.79, 1.3, 700, 1830, 0, 99.2, 157.7, 121, 1251.21, 4745.7, 1, 1, 1, 1, 128, 4
1571472558.6185148, 0, 4, 295, 1259.14, 4777.3, 125.02, 22, 153, 178, 288, 4.015, 434, 10.98, 1.27, 680, 1890, 0, 98, 166.1, 121, 1254.21, 4757.8, 1, 1, 1, 1, 128, 4
1571472561.677325, 0, 4, 296, 1262.21, 4789.7, 125.81, 22, 154, 180, 289, 3.989, 435, 10.61, 1.27, 680, 1780, 0, 90.1, 153.2, 121, 1259.14, 4777.3, 1, 1, 1, 1, 128, 4
1571472569.5128555, 0, 4, 297, 1270.02, 4820.2, 128.88, 22, 155, 172, 291, 3.894, 438, 10.83, 1.3, 700, 1850, 0, 92.1, 154, 121, 1262.21, 4789.7, 1, 1, 1, 1, 128, 4
1571472572.6571157, 0, 4, 298, 1273.22, 4833.2, 127.18, 22, 154, 176, 291, 3.946, 439, 10.69, 1.33, 710, 1790, 0, 101.9, 160, 121, 1270.02, 4820.2, 1, 1, 1, 1, 128, 4
1571472580.582676, 0, 4, 299, 1281.12, 4864.8, 124.91, 21, 152, 179, 293, 4.018, 442, 11.52, 1.33, 720, 1970, 0, 90.6, 149.5, 121, 1273.22, 4833.2, 1, 1, 1, 1, 128, 4
1571472583.6366863, 0, 4, 300, 1284.21, 4877.2, 125.56, 21, 152, 176, 294, 3.997, 443, 10.84, 1.33, 710, 1830, 0, 99.4, 168.5, 121, 1281.12, 4864.8, 1, 1, 1, 1, 128, 4
1571472586.6967661, 0, 4, 301, 1287.2, 4889.2, 126.22, 22, 152, 181, 295, 3.976, 444, 11.2, 1.3, 690, 1910, 0, 97.2, 158.6, 120, 1284.21, 4877.2, 1, 1, 1, 1, 128, 4
1571472589.6664462, 0, 4, 302, 1290.21, 4901.2, 124.98, 22, 152, 175, 296, 4.016, 445, 11.63, 1.36, 730, 2010, 0, 96.6, 161.6, 121, 1287.2, 4889.2, 1, 1, 1, 1, 128, 4
1571472597.502806, 0, 4, 303, 1298.09, 4932.4, 126.08, 21, 154, 177, 298, 3.981, 448, 11.51, 1.36, 730, 1970, 0, 98.4, 164.6, 121, 1290.21, 4901.2, 1, 1, 1, 1, 128, 4
1571472600.646346, 0, 4, 304, 1301.2, 4945, 126.06, 21, 155, 179, 298, 3.982, 449, 11.14, 1.27, 680, 1920, 0, 92.6, 155.3, 121, 1298.09, 4932.4, 1, 1, 1, 1, 128, 4
1571472603.6164863, 0, 4, 305, 1304.21, 4956.8, 125.56, 22, 156, 169, 299, 3.998, 450, 11.06, 1.3, 710, 1920, 0, 91.4, 147.9, 121, 1301.2, 4945, 1, 1, 1, 1, 128, 4
1571472614.5119665, 0, 4, 306, 1315.09, 4999.2, 127.41, 21, 157, 166, 302, 3.939, 454, 11.2, 1.33, 720, 1960, 0, 97.5, 160.5, 121, 1304.21, 4956.8, 1, 1, 1, 1, 128, 4
1571472617.6561766, 0, 4, 307, 1318.21, 5011.7, 128.76, 21, 158, 174, 303, 3.898, 455, 11.34, 1.36, 730, 1940, 0, 96.3, 163.3, 121, 1315.09, 4999.2, 1, 1, 1, 1, 128, 4
1571472620.6261268, 0, 4, 308, 1321.2, 5023.6, 126.73, 21, 158, 175, 303, 3.96, 456, 11.35, 1.3, 700, 1970, 0, 100.1, 164.1, 121, 1318.21, 5011.7, 1, 1, 1, 1, 128, 4
1571472623.6860569, 0, 4, 309, 1324.2, 5035.4, 126.45, 21, 158, 173, 304, 3.969, 457, 11.79, 1.36, 750, 2050, 0, 89.4, 139.3, 121, 1321.2, 5023.6, 1, 1, 1, 1, 128, 4
1571472626.6559868, 0, 4, 310, 1327.2, 5047.2, 126.92, 20, 157, 167, 305, 3.954, 458, 11.36, 1.36, 740, 1970, 0, 95.5, 160.7, 121, 1324.2, 5035.4, 1, 1, 1, 1, 128, 4
1571472629.6259167, 0, 4, 311, 1330.21, 5059, 128.38, 21, 157, 170, 305, 3.909, 459, 11.42, 1.33, 730, 1990, 0, 91.1, 151.3, 121, 1327.2, 5047.2, 1, 1, 1, 1, 128, 4
1571472632.685837, 0, 4, 312, 1333.2, 5070.7, 127.62, 21, 157, 168, 306, 3.933, 460, 11.22, 1.36, 740, 1930, 0, 92.3, 165.5, 121, 1330.21, 5059, 1, 1, 1, 1, 128, 4
1571472644.6555269, 0, 4, 313, 1345.21, 5117.2, 129.99, 21, 157, 161, 310, 3.861, 464, 11.28, 1.36, 750, 1980, 0, 97.2, 163.3, 121, 1333.2, 5070.7, 1, 1, 1, 1, 128, 4
1571472646.6355572, 0, 4, 314, 1347.2, 5125, 129.99, 21, 156, 175, 310, 3.861, 465, 10.83, 1.36, 740, 1800, 0, 81.5, 125, 120, 1345.21, 5117.2, 1, 1, 1, 1, 128, 4
1571472649.6954668, 0, 4, 315, 1350.2, 5136.8, 126.43, 22, 156, 165, 310, 3.97, 466, 10.97, 1.33, 720, 1910, 0, 101.4, 170.4, 121, 1347.2, 5125, 1, 1, 1, 1, 128, 4
1571472652.665457, 0, 4, 316, 1353.19, 5148.7, 129.05, 21, 156, 177, 311, 3.889, 467, 11.27, 1.33, 720, 1920, 0, 87.7, 148.1, 121, 1350.2, 5136.8, 1, 1, 1, 1, 128, 4
1571472657.620667, 0, 4, 317, 1358.18, 5168.1, 128.11, 22, 156, 169, 312, 3.918, 469, 10.99, 1.33, 730, 1880, 0, 88.5, 140.9, 121, 1353.19, 5148.7, 1, 1, 1, 1, 128, 4
1571472660.675267, 0, 4, 318, 1361.2, 5180, 127.9, 21, 156, 168, 313, 3.924, 470, 10.9, 1.33, 730, 1870, 0, 93.2, 150.6, 120, 1358.18, 5168.1, 1, 1, 1, 1, 128, 4
1571472663.6453273, 0, 4, 319, 1364.2, 5191.9, 128.27, 22, 156, 173, 314, 3.913, 471, 11.04, 1.3, 700, 1910, 0, 99.5, 164.5, 120, 1361.2, 5180, 1, 1, 1, 1, 128, 4
1571472666.6152575, 0, 4, 320, 1367.19, 5203.9, 127.05, 21, 156, 178, 315, 3.95, 472, 11.05, 1.3, 700, 1880, 0, 94.7, 162.3, 121, 1364.2, 5191.9, 1, 1, 1, 1, 128, 4
1571472671.6554978, 0, 4, 321, 1372.16, 5223.2, 126.91, 21, 157, 166, 316, 3.955, 474, 10.89, 1.33, 740, 1870, 0, 83.4, 135.9, 120, 1367.19, 5203.9, 1, 1, 1, 1, 128, 4
1571472674.6250176, 0, 4, 322, 1375.2, 5235, 128.81, 21, 157, 161, 317, 3.896, 475, 10.81, 1.33, 720, 1880, 0, 97.5, 152.5, 120, 1372.16, 5223.2, 1, 1, 1, 1, 128, 4
1571472677.685028, 0, 4, 323, 1378.2, 5247, 129.94, 21, 157, 173, 317, 3.862, 476, 11.11, 1.3, 700, 1920, 0, 99.1, 162.9, 121, 1375.2, 5235, 1, 1, 1, 1, 128, 4
1571472680.654778, 0, 4, 324, 1381.21, 5259, 126.98, 21, 157, 177, 318, 3.953, 477, 11.42, 1.36, 730, 1950, 0, 95.6, 153.8, 121, 1378.2, 5247, 1, 1, 1, 1, 128, 4
1571472685.7015083, 0, 4, 325, 1386.2, 5278.9, 124.52, 21, 157, 183, 320, 4.031, 479, 11.27, 1.33, 710, 1900, 0, 97.5, 163.1, 121, 1381.21, 5259, 1, 1, 1, 1, 128, 4
1571472688.664858, 0, 4, 326, 1389.2, 5291, 124.52, 21, 157, 183, 320, 4.031, 480, 11.13, 1.33, 710, 1870, 0, 92.5, 155.2, 121, 1386.2, 5278.9, 1, 1, 1, 1, 128, 4
1571472691.6345081, 0, 4, 327, 1392.19, 5303, 124.68, 22, 157, 177, 321, 4.026, 481, 10.91, 1.3, 700, 1850, 0, 91.8, 143.4, 120, 1389.2, 5291, 1, 1, 1, 1, 128, 4
1571472697.6645882, 0, 4, 328, 1398.2, 5326.8, 126.71, 21, 157, 174, 323, 3.961, 483, 11.2, 1.3, 700, 1940, 492.5, 94.4, 162.8, 122, 1392.19, 5303, 1, 1, 1, 1, 128, 4
1571472702.6145582, 0, 4, 329, 1403.2, 5346.6, 126.69, 21, 158, 176, 324, 3.962, 485, 11.15, 1.33, 720, 1890, 0, 89, 145.7, 121, 1398.2, 5326.8, 1, 1, 1, 1, 128, 4
1571472705.6745584, 0, 4, 330, 1406.2, 5358.5, 126.13, 21, 158, 171, 324, 3.979, 486, 10.99, 1.33, 720, 1880, 0, 93.6, 159, 120, 1403.2, 5346.6, 1, 1, 1, 1, 128, 4
1571472711.6141982, 0, 4, 331, 1412.19, 5382.2, 126.84, 21, 158, 174, 326, 3.957, 488, 11.21, 1.33, 710, 1930, 0, 99.7, 168.6, 121, 1406.2, 5358.5, 1, 1, 1, 1, 128, 4
1571472713.683998, 0, 4, 332, 1414.19, 5390.2, 126.84, 21, 157, 181, 326, 3.957, 489, 10.99, 1.3, 690, 1860, 0, 99.8, 163, 120, 1412.19, 5382.2, 1, 1, 1, 1, 128, 4
1571472716.6539881, 0, 4, 333, 1417.2, 5402.4, 125.04, 22, 157, 182, 327, 4.014, 490, 11.12, 1.3, 690, 1890, 0, 99.6, 159.7, 121, 1414.19, 5390.2, 1, 1, 1, 1, 128, 4
1571472724.491308, 0, 4, 334, 1425.01, 5433.5, 125.69, 22, 157, 181, 329, 3.993, 493, 11.07, 1.33, 700, 1870, 0, 102.1, 166.3, 121, 1417.2, 5402.4, 1, 1, 1, 1, 128, 4
1571472727.6332576, 0, 4, 335, 1428.2, 5446.5, 125.13, 22, 157, 185, 330, 4.011, 494, 11.14, 1.3, 700, 1870, 0, 90.3, 147.8, 121, 1425.01, 5433.5, 1, 1, 1, 1, 128, 4
1571472735.5601172, 0, 4, 336, 1436.07, 5477.7, 125.98, 22, 158, 178, 332, 3.984, 497, 10.9, 1.27, 680, 1860, 0, 94.5, 152.2, 120, 1428.2, 5446.5, 1, 1, 1, 1, 128, 4
1571472738.6136773, 0, 4, 337, 1439.19, 5490.2, 125.7, 22, 158, 175, 333, 3.993, 498, 11.05, 1.36, 730, 1860, 0, 95.5, 167.1, 121, 1436.07, 5477.7, 1, 1, 1, 1, 128, 4
1571472741.6736171, 0, 4, 338, 1442.2, 5502.2, 126.51, 22, 158, 176, 333, 3.967, 499, 11.35, 1.3, 700, 1970, 0, 94.2, 157.8, 120, 1439.19, 5490.2, 1, 1, 1, 1, 128, 4
1571472744.6433773, 0, 4, 339, 1445.19, 5514, 126.33, 21, 159, 171, 334, 3.973, 500, 11.2, 1.3, 710, 1950, 0, 96.2, 158.7, 121, 1442.2, 5502.2, 1, 1, 1, 1, 128, 4
1571472752.5689275, 0, 4, 340, 1453.14, 5545.2, 126.88, 21, 159, 173, 336, 3.956, 503, 11.14, 1.3, 700, 1930, 0, 96.8, 162.4, 121, 1445.19, 5514, 1, 1, 1, 1, 128, 4
1571472758.6822476, 0, 4, 341, 1459.19, 5569.3, 126.92, 21, 159, 175, 338, 3.954, 505, 10.92, 1.33, 720, 1850, 0, 96.6, 165.4, 121, 1453.14, 5545.2, 1, 1, 1, 1, 128, 4
1571472763.633348, 0, 4, 342, 1464.13, 5588.8, 125.4, 22, 160, 172, 339, 4.003, 507, 10.53, 1.3, 710, 1770, 0, 89.1, 154.9, 120, 1459.19, 5569.3, 1, 1, 1, 1, 128, 4
1571472766.603388, 0, 4, 343, 1467.18, 5600.9, 127.15, 22, 160, 170, 340, 3.947, 508, 10.62, 1.3, 710, 1800, 0, 87, 151.9, 121, 1464.13, 5588.8, 1, 1, 1, 1, 128, 4
1571472774.5287085, 0, 4, 344, 1475.04, 5632.6, 122.18, 22, 161, 187, 342, 4.109, 511, 11.29, 1.33, 700, 1890, 0, 97.4, 161.4, 121, 1467.18, 5600.9, 1, 1, 1, 1, 128, 4
1571472777.6728485, 0, 4, 345, 1478.19, 5645.3, 123.7, 22, 161, 179, 342, 4.058, 512, 11.28, 1.27, 690, 1950, 0, 93, 152.3, 121, 1475.04, 5632.6, 1, 1, 1, 1, 128, 4
1571472780.6426287, 0, 4, 346, 1481.18, 5657.2, 125.47, 21, 161, 175, 343, 4, 513, 11.15, 1.36, 730, 1890, 0, 99, 165.7, 121, 1478.19, 5645.3, 1, 1, 1, 1, 128, 4
1571472785.5983088, 0, 4, 347, 1486.15, 5677, 124.98, 22, 161, 177, 345, 4.016, 515, 10.99, 1.3, 700, 1870, 0, 97.5, 162.7, 121, 1481.18, 5657.2, 1, 1, 1, 1, 128, 4
1571472788.6524189, 0, 4, 348, 1489.2, 5689.2, 125.93, 22, 160, 178, 345, 3.986, 516, 10.99, 1.3, 700, 1860, 0, 90.8, 149, 120, 1486.15, 5677, 1, 1, 1, 1, 128, 4
1571472791.622309, 0, 4, 349, 1492.18, 5701.1, 125.67, 22, 160, 175, 346, 3.994, 517, 10.83, 1.36, 730, 1810, 0, 93.5, 156.8, 120, 1489.2, 5689.2, 1, 1, 1, 1, 128, 4
1571472796.662219, 0, 4, 350, 1497.15, 5721, 125.41, 22, 160, 184, 347, 4.002, 519, 11.06, 1.3, 690, 1860, 0, 97, 159.1, 121, 1492.18, 5701.1, 1, 1, 1, 1, 128, 4
1571472799.4543788, 0, 5, 351, 1500, 5732.5, 124.35, 22, 160, 182, 348, 4.036, 520, 10.9, 1.27, 670, 1850, 0, 95.3, 160.4, 120, 1497.15, 5721, 1, 1, 1, 1, 128, 4
1571472807.4680889, 0, 5, 352, 1508, 5764.5, 124.95, 22, 160, 184, 350, 4.017, 523, 10.83, 1.3, 680, 1820, 0, 102.8, 171.1, 121, 1500, 5732.5, 1, 1, 1, 1, 128, 5
1571472810.6119788, 0, 5, 353, 1511.19, 5777.7, 124.42, 22, 161, 190, 351, 4.034, 524, 10.99, 1.33, 700, 1810, 0, 99.3, 177.1, 121, 1508, 5764.5, 1, 1, 1, 1, 128, 5
1571472815.5683787, 0, 5, 354, 1516.12, 5797.5, 123.25, 22, 161, 181, 352, 4.073, 526, 11.04, 1.3, 690, 1880, 0, 101.2, 168.2, 120, 1511.19, 5777.7, 1, 1, 1, 1, 128, 5
1571472818.621749, 0, 5, 355, 1519.18, 5810, 125.07, 22, 161, 187, 353, 4.013, 527, 10.98, 1.3, 690, 1840, 0, 97.3, 156.9, 121, 1516.12, 5797.5, 1, 1, 1, 1, 128, 5
1571472821.6816893, 0, 5, 356, 1522.19, 5822.2, 123.83, 22, 162, 186, 354, 4.053, 528, 10.69, 1.3, 690, 1770, 0, 95.9, 165.2, 121, 1519.18, 5810, 1, 1, 1, 1, 128, 5
1571472826.6315694, 0, 5, 357, 1527.18, 5842.5, 123.91, 23, 162, 188, 355, 4.051, 530, 10.84, 1.3, 690, 1800, 0, 96.7, 159.1, 121, 1522.19, 5822.2, 1, 1, 1, 1, 128, 5
1571472832.6613696, 0, 5, 358, 1533.18, 5866.8, 124.08, 22, 163, 185, 357, 4.045, 532, 11.21, 1.33, 690, 1890, 0, 104.8, 175.1, 121, 1527.18, 5842.5, 1, 1, 1, 1, 128, 5
1571472834.6414897, 0, 5, 359, 1535.19, 5875, 124.08, 22, 163, 193, 357, 4.045, 533, 11, 1.33, 700, 1800, 0, 94.2, 164.6, 121, 1533.18, 5866.8, 1, 1, 1, 1, 128, 5
1571472837.6115801, 0, 5, 360, 1538.19, 5887.3, 122.41, 22, 163, 187, 358, 4.101, 534, 10.98, 1.33, 700, 1820, 0, 101.6, 169.7, 120, 1535.19, 5875, 1, 1, 1, 1, 128, 5
1571472842.4772003, 0, 5, 361, 1543.02, 5906.8, 122.75, 22, 163, 188, 359, 4.089, 536, 10.77, 1.3, 690, 1770, 0, 94.7, 167.7, 121, 1538.19, 5887.3, 1, 1, 1, 1, 128, 5
1571472845.6211505, 0, 5, 362, 1546.19, 5919.8, 123.44, 23, 163, 186, 360, 4.066, 537, 10.91, 1.3, 680, 1830, 0, 101.2, 165.4, 121, 1543.02, 5906.8, 1, 1, 1, 1, 128, 5
1571472851.6515405, 0, 5, 363, 1552.19, 5944, 124.46, 22, 163, 184, 362, 4.033, 539, 11.21, 1.33, 710, 1890, 0, 95.1, 156.9, 120, 1546.19, 5919.8, 1, 1, 1, 1, 128, 5
1571472853.6322405, 0, 5, 364, 1554.19, 5951.9, 124.46, 22, 163, 181, 362, 4.033, 540, 10.9, 1.33, 710, 1810, 0, 89.9, 150.9, 120, 1552.19, 5944, 1, 1, 1, 1, 128, 5
1571472856.6043906, 0, 5, 365, 1557.17, 5963.9, 124.99, 22, 163, 178, 363, 4.016, 541, 10.75, 1.33, 710, 1800, 0, 96.7, 161.7, 120, 1554.19, 5951.9, 1, 1, 1, 1, 128, 5
1571472861.4708614, 0, 5, 366, 1562.02, 5983.2, 124.74, 22, 163, 181, 364, 4.024, 543, 10.75, 1.3, 690, 1800, 0, 92.2, 155.3, 120, 1557.17, 5963.9, 1, 1, 1, 1, 128, 5
1571472864.6155517, 0, 5, 367, 1565.18, 5996, 125.16, 22, 163, 177, 365, 4.01, 544, 10.76, 1.3, 690, 1820, 0, 98.7, 176.5, 121, 1562.02, 5983.2, 1, 1, 1, 1, 128, 5
1571472869.5723515, 0, 5, 368, 1570.09, 6015.6, 124.26, 22, 163, 181, 366, 4.04, 546, 10.69, 1.3, 690, 1790, 0, 94.4, 158.4, 121, 1565.18, 5996, 1, 1, 1, 1, 128, 5
1571472872.6264713, 0, 5, 369, 1573.18, 6028.1, 125.11, 23, 163, 178, 367, 4.012, 547, 10.68, 1.27, 680, 1810, 0, 88.5, 144.7, 120, 1570.09, 6015.6, 1, 1, 1, 1, 128, 5
1571472877.5843713, 0, 5, 370, 1578.09, 6047.4, 127.04, 23, 163, 177, 368, 3.951, 549, 10.74, 1.36, 730, 1780, 0, 92.7, 160.8, 120, 1573.18, 6028.1, 1, 1, 1, 1, 128, 5
1571472880.6376715, 0, 5, 371, 1581.18, 6060, 125.98, 22, 163, 182, 369, 3.984, 550, 10.89, 1.33, 700, 1820, 0, 101.4, 170.8, 121, 1578.09, 6047.4, 1, 1, 1, 1, 128, 5
1571472888.5636816, 0, 5, 372, 1589.06, 6091.7, 124.58, 22, 163, 186, 371, 4.029, 553, 11.21, 1.33, 700, 1880, 0, 97.1, 164.3, 121, 1581.18, 6060, 1, 1, 1, 1, 128, 5
1571472891.618512, 0, 5, 373, 1592.18, 6104.5, 123.91, 22, 163, 185, 372, 4.051, 554, 11, 1.33, 700, 1830, 0, 98.2, 162.1, 121, 1589.06, 6091.7, 1, 1, 1, 1, 128, 5
1571472899.4517622, 0, 5, 374, 1599.99, 6136.1, 123.39, 22, 162, 187, 374, 4.068, 557, 11.2, 1.33, 700, 1870, 0, 96.2, 160.3, 121, 1592.18, 6104.5, 1, 1, 1, 1, 128, 5
1571472902.688092, 0, 5, 375, 1603.18, 6149.1, 123.65, 22, 162, 184, 375, 4.06, 558, 10.92, 1.3, 690, 1830, 0, 94.4, 155.1, 121, 1599.99, 6136.1, 1, 1, 1, 1, 128, 5
1571472907.5512624, 0, 5, 376, 1608.08, 6168.7, 124.97, 23, 162, 186, 376, 4.016, 560, 11, 1.33, 700, 1830, 0, 97.6, 164.5, 121, 1603.18, 6149.1, 1, 1, 1, 1, 128, 5
1571472910.6085725, 0, 5, 377, 1611.18, 6181.4, 123.94, 22, 163, 186, 377, 4.05, 561, 11.14, 1.33, 700, 1860, 0, 98.6, 164.7, 121, 1608.08, 6168.7, 1, 1, 1, 1, 128, 5
1571472916.6378324, 0, 5, 378, 1617.18, 6205.7, 124.32, 22, 164, 184, 379, 4.037, 563, 10.77, 1.33, 710, 1780, 0, 94, 162, 121, 1611.18, 6181.4, 1, 1, 1, 1, 128, 5
1571472918.6181226, 0, 5, 379, 1619.17, 6213.7, 124.32, 22, 164, 184, 379, 4.037, 564, 10.61, 1.3, 690, 1760, 0, 100.7, 175.5, 121, 1617.18, 6205.7, 1, 1, 1, 1, 128, 5
1571472923.5739722, 0, 5, 380, 1624.12, 6233.8, 122.75, 22, 165, 188, 380, 4.089, 566, 10.61, 1.27, 670, 1760, 0, 100.4, 173.3, 121, 1619.17, 6213.7, 1, 1, 1, 1, 128, 5
1571472926.6278126, 0, 5, 381, 1627.18, 6246.4, 123.41, 23, 165, 189, 381, 4.067, 567, 11.06, 1.3, 680, 1850, 0, 104.4, 167.1, 121, 1624.12, 6233.8, 1, 1, 1, 1, 128, 5
1571472931.675963, 0, 5, 382, 1632.18, 6266.9, 121.29, 23, 165, 199, 383, 4.139, 569, 10.99, 1.3, 680, 1800, 0, 98, 160.1, 121, 1627.18, 6246.4, 1, 1, 1, 1, 128, 5
1571472934.637543, 0, 5, 383, 1635.18, 6279.3, 121.29, 23, 165, 189, 383, 4.139, 570, 11.13, 1.3, 680, 1870, 0, 101.3, 173, 121, 1632.18, 6266.9, 1, 1, 1, 1, 128, 5
1571472937.6087832, 0, 5, 384, 1638.17, 6291.6, 123.23, 22, 165, 192, 384, 4.073, 571, 10.91, 1.33, 700, 1790, 0, 97.9, 172.6, 120, 1635.18, 6279.3, 1, 1, 1, 1, 128, 5
1571472942.4733834, 0, 5, 385, 1643.02, 6311.2, 122.87, 22, 165, 193, 385, 4.085, 573, 10.98, 1.36, 710, 1780, 0, 95.4, 168.5, 121, 1638.17, 6291.6, 1, 1, 1, 1, 128, 5
1571472950.4831834, 0, 5, 386, 1651.02, 6344, 122.52, 23, 166, 192, 387, 4.097, 576, 11.05, 1.3, 680, 1830, 0, 97.7, 160, 120, 1643.02, 6311.2, 1, 1, 1, 1, 128, 5
1571472953.6272433, 0, 5, 387, 1654.17, 6356.9, 122.55, 22, 166, 187, 388, 4.096, 577, 10.98, 1.3, 690, 1830, 0, 96.6, 165.3, 121, 1651.02, 6344, 1, 1, 1, 1, 128, 5
1571472958.4931335, 0, 5, 388, 1659.06, 6376.6, 124.1, 22, 166, 188, 389, 4.045, 579, 10.6, 1.27, 670, 1750, 0, 96.2, 154.4, 120, 1654.17, 6356.9, 1, 1, 1, 1, 128, 5
1571472961.6370735, 0, 5, 389, 1662.17, 6389.3, 123.43, 23, 166, 186, 390, 4.067, 580, 10.84, 1.33, 710, 1790, 0, 90.4, 147.9, 120, 1659.06, 6376.6, 1, 1, 1, 1, 128, 5
1571472964.6077135, 0, 5, 390, 1665.17, 6401.5, 123.98, 22, 166, 182, 391, 4.048, 581, 10.61, 1.33, 700, 1750, 0, 98.9, 170.3, 120, 1662.17, 6389.3, 1, 1, 1, 1, 128, 5
1571472966.6768236, 0, 5, 391, 1667.18, 6409.8, 124.76, 23, 166, 197, 391, 4.023, 582, 10.31, 1.3, 670, 1650, 0, 101.3, 171.6, 120, 1665.17, 6401.5, 1, 1, 1, 1, 128, 5
1571472971.632844, 0, 5, 392, 1672.15, 6430, 121.82, 23, 166, 191, 393, 4.121, 584, 10.77, 1.33, 690, 1760, 0, 103.6, 175, 121, 1667.18, 6409.8, 1, 1, 1, 1, 128, 5
