TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (strokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor, ElapsedTimeAtDrive (sec), HorizontalAtDrive (meters), WorkoutType, IntervalType, WorkoutState, RowingState, WorkoutDurationType, WorkoutIntervalCount
1571471983.71037, 0, 2, 158, 684.27, 2522.5, 131.4, 20, 133, 157, 148, 3.819, 230, 11.43, 1.3, 730, 2060, 0, 87.5, 141.8, 121, 681.26, 2511, 1, 1, 1, 1, 128, 2
1571471986.6803203, 0, 2, 159, 687.26, 2533.9, 131.18, 20, 133, 153, 148, 3.826, 231, 11.29, 1.33, 750, 2030, 0, 89.6, 147.5, 121, 684.27, 2522.5, 1, 1, 1, 1, 128, 2
1571471989.6502006, 0, 2, 160, 690.26, 2545.3, 132.22, 20, 133, 155, 149, 3.795, 232, 11.29, 1.33, 750, 2010, 0, 85.7, 140.4, 120, 687.26, 2533.9, 1, 1, 1, 1, 128, 2
1571471992.7101703, 0, 2, 161, 693.26, 2556.7, 131.61, 20, 134, 153, 150, 3.813, 233, 10.97, 1.3, 730, 1960, 0, 87, 143.7, 120, 690.26, 2545.3, 1, 1, 1, 1, 128, 2
1571471995.6801205, 0, 2, 162, 696.25, 2568.1, 132.25, 21, 134, 153, 150, 3.794, 234, 11.27, 1.33, 750, 2030, 0, 89.8, 148, 121, 693.26, 2556.7, 1, 1, 1, 1, 128, 2
1571471998.6499007, 0, 2, 163, 699.26, 2579.6, 132.35, 20, 135, 157, 151, 3.791, 235, 11.29, 1.36, 760, 2000, 0, 89.6, 150.3, 121, 696.25, 2568.1, 1, 1, 1, 1, 128, 2
1571472001.709991, 0, 2, 164, 702.26, 2591.3, 131.23, 20, 135, 162, 152, 3.824, 236, 11.07, 1.33, 730, 1940, 0, 91.1, 139.2, 121, 699.26, 2579.6, 1, 1, 1, 1, 128, 2
1571472004.679831, 0, 2, 165, 705.25, 2602.7, 129.7, 21, 135, 160, 152, 3.869, 237, 11.06, 1.3, 730, 1950, 0, 82.7, 131.4, 120, 702.26, 2591.3, 1, 1, 1, 1, 128, 2
1571472007.6494114, 0, 2, 166, 708.27, 2614.1, 130.31, 21, 135, 150, 153, 3.851, 238, 11.41, 1.36, 770, 2060, 0, 89.7, 149.2, 121, 705.25, 2602.7, 1, 1, 1, 1, 128, 2
1571472015.576081, 0, 2, 167, 716.2, 2644.3, 131.19, 21, 136, 157, 155, 3.825, 241, 10.84, 1.3, 730, 1910, 0, 86, 139.1, 121, 708.27, 2614.1, 1, 1, 1, 1, 128, 2
1571472018.6295512, 0, 2, 168, 719.26, 2656.1, 131.09, 21, 136, 157, 156, 3.828, 242, 10.83, 1.33, 740, 1890, 0, 86.9, 142, 121, 716.2, 2644.3, 1, 1, 1, 1, 128, 2
1571472021.779611, 0, 2, 169, 722.26, 2667.6, 131.26, 21, 136, 157, 156, 3.823, 243, 11.13, 1.33, 740, 1970, 0, 90, 144.4, 121, 719.26, 2656.1, 1, 1, 1, 1, 128, 2
1571472024.6597314, 0, 2, 170, 725.26, 2679.2, 131.11, 21, 136, 161, 157, 3.828, 244, 11.06, 1.36, 760, 1910, 0, 84.2, 135.9, 121, 722.26, 2667.6, 1, 1, 1, 1, 128, 2
1571472027.6297314, 0, 2, 171, 728.26, 2690.7, 130.1, 21, 135, 160, 158, 3.857, 245, 10.55, 1.27, 700, 1840, 0, 89.8, 143.4, 121, 725.26, 2679.2, 1, 1, 1, 1, 128, 2
1571472038.5253816, 0, 2, 172, 739.1, 2732.3, 130.28, 21, 134, 153, 161, 3.852, 249, 10.91, 1.3, 730, 1950, 0, 91.1, 147.1, 121, 728.26, 2690.7, 1, 1, 1, 1, 128, 2
1571472041.6690712, 0, 2, 173, 742.25, 2744.4, 132.29, 21, 134, 157, 161, 3.793, 250, 11.27, 1.33, 740, 2010, 0, 89.5, 145.4, 121, 739.1, 2732.3, 1, 1, 1, 1, 128, 2
1571472044.639301, 0, 2, 174, 745.25, 2755.9, 131.2, 20, 134, 157, 162, 3.825, 251, 11.21, 1.3, 730, 2000, 0, 90.7, 151, 121, 742.25, 2744.4, 1, 1, 1, 1, 128, 2
1571472047.699081, 0, 2, 175, 748.25, 2767.5, 130.99, 21, 134, 160, 163, 3.831, 252, 11.35, 1.39, 780, 1980, 0, 87.2, 144.6, 121, 745.25, 2755.9, 1, 1, 1, 1, 128, 2
1571472050.6691306, 0, 2, 176, 751.25, 2779.1, 130.42, 20, 134, 160, 163, 3.848, 253, 11.21, 1.3, 720, 2000, 0, 93.1, 146.8, 120, 748.25, 2767.5, 1, 1, 1, 1, 128, 2
1571472053.6388905, 0, 2, 177, 754.26, 2790.7, 130.21, 21, 135, 162, 164, 3.854, 254, 10.97, 1.3, 720, 1920, 0, 90.4, 150.4, 121, 751.25, 2779.1, 1, 1, 1, 1, 128, 2
1571472056.6988103, 0, 2, 178, 757.26, 2802.3, 129.8, 21, 136, 161, 165, 3.866, 255, 11.07, 1.27, 710, 1970, 0, 92.6, 147.7, 121, 754.26, 2790.7, 1, 1, 1, 1, 128, 2
1571472067.50451, 0, 2, 179, 768.07, 2843.8, 129.95, 21, 136, 167, 167, 3.862, 259, 11.07, 1.27, 700, 1940, 0, 92.1, 149.2, 121, 757.26, 2802.3, 1, 1, 1, 1, 128, 2
1571472070.6485403, 0, 2, 180, 771.25, 2856.2, 128.39, 21, 136, 162, 168, 3.909, 260, 11.13, 1.3, 720, 1960, 0, 87.3, 143.3, 121, 768.07, 2843.8, 1, 1, 1, 1, 128, 2
1571472073.70832, 0, 2, 181, 774.24, 2867.8, 129.73, 21, 136, 160, 169, 3.868, 261, 10.77, 1.3, 720, 1880, 0, 91.5, 149.3, 121, 771.25, 2856.2, 1, 1, 1, 1, 128, 2
1571472076.67847, 0, 2, 182, 777.26, 2879.4, 130.42, 21, 136, 162, 169, 3.848, 262, 11.14, 1.33, 740, 1950, 0, 88.1, 145.7, 121, 774.24, 2867.8, 1, 1, 1, 1, 128, 2
1571472084.6040397, 0, 2, 183, 785.17, 2909.9, 128.79, 21, 137, 160, 171, 3.897, 265, 11.13, 1.3, 710, 1980, 0, 94.7, 161.8, 121, 777.26, 2879.4, 1, 1, 1, 1, 128, 2
1571472087.6581094, 0, 2, 184, 788.26, 2922, 130.2, 21, 138, 164, 172, 3.854, 266, 10.83, 1.27, 700, 1890, 0, 86.3, 141.2, 120, 785.17, 2909.9, 1, 1, 1, 1, 128, 2
1571472090.6280696, 0, 2, 185, 791.25, 2933.6, 129.19, 22, 139, 159, 173, 3.885, 267, 11.12, 1.36, 750, 1950, 0, 95.8, 155.2, 121, 788.26, 2922, 1, 1, 1, 1, 128, 2
1571472093.6878793, 0, 2, 186, 794.25, 2945.4, 130.63, 21, 140, 169, 173, 3.842, 268, 11.2, 1.3, 710, 1960, 0, 96, 156.6, 121, 791.25, 2933.6, 1, 1, 1, 1, 128, 2
1571472096.6578393, 0, 2, 187, 797.25, 2957.2, 128, 21, 140, 171, 174, 3.921, 269, 11.22, 1.33, 730, 1930, 0, 91.4, 155.5, 121, 794.25, 2945.4, 1, 1, 1, 1, 128, 2
1571472104.5835993, 0, 2, 188, 805.13, 2987.9, 126.92, 21, 141, 163, 176, 3.954, 272, 11.13, 1.3, 720, 1960, 0, 89.9, 147.6, 120, 797.25, 2957.2, 1, 1, 1, 1, 128, 2
1571472107.6377494, 0, 2, 189, 808.26, 3000, 129.57, 21, 142, 161, 177, 3.873, 273, 11.21, 1.33, 740, 1970, 0, 89.6, 148.2, 121, 805.13, 2987.9, 1, 1, 1, 1, 128, 2
1571472110.6976593, 0, 2, 190, 811.25, 3011.9, 129.92, 21, 142, 168, 178, 3.863, 274, 10.55, 1.27, 680, 1820, 0, 105.6, 172, 121, 808.26, 3000, 1, 1, 1, 1, 128, 2
1571472113.6675394, 0, 2, 191, 814.26, 3023.9, 128.29, 22, 143, 180, 178, 3.912, 275, 11.43, 1.33, 710, 1950, 0, 92.7, 152, 121, 811.25, 3011.9, 1, 1, 1, 1, 128, 2
1571472121.5034695, 0, 2, 192, 822.12, 3054.7, 127.87, 21, 144, 171, 180, 3.925, 278, 11.28, 1.33, 720, 1960, 0, 95.7, 155.6, 121, 814.26, 3023.9, 1, 1, 1, 1, 128, 2
1571472124.6473694, 0, 2, 193, 825.26, 3067.3, 127.49, 21, 144, 174, 181, 3.937, 279, 10.91, 1.3, 700, 1870, 0, 96, 154.5, 121, 822.12, 3054.7, 1, 1, 1, 1, 128, 2
1571472127.7070992, 0, 2, 194, 828.25, 3079.1, 126.74, 22, 144, 174, 182, 3.96, 280, 10.98, 1.3, 710, 1880, 0, 91.6, 145.6, 121, 825.26, 3067.3, 1, 1, 1, 1, 128, 2
1571472132.572979, 0, 2, 195, 833.19, 3098.4, 127.44, 21, 144, 170, 183, 3.938, 282, 10.76, 1.27, 680, 1860, 0, 98, 152.8, 120, 828.25, 3079.1, 1, 1, 1, 1, 128, 2
1571472135.626849, 0, 2, 196, 836.25, 3110.6, 127.66, 22, 144, 174, 184, 3.931, 283, 10.91, 1.3, 700, 1860, 0, 92.7, 157.2, 121, 833.19, 3098.4, 1, 1, 1, 1, 128, 2
1571472138.687219, 0, 2, 197, 839.25, 3122.4, 126.75, 22, 145, 169, 184, 3.96, 284, 10.91, 1.24, 680, 1910, 0, 87.3, 130.4, 120, 836.25, 3110.6, 1, 1, 1, 1, 128, 2
1571472143.7279294, 0, 2, 198, 844.25, 3141.7, 128.15, 22, 146, 168, 186, 3.916, 286, 10.7, 1.3, 710, 1830, 0, 92.1, 152, 121, 839.25, 3122.4, 1, 1, 1, 1, 128, 2
1571472146.6965392, 0, 2, 199, 847.24, 3153.5, 128.15, 22, 146, 169, 186, 3.916, 287, 10.84, 1.3, 710, 1860, 0, 89, 146.6, 121, 844.25, 3141.7, 1, 1, 1, 1, 128, 2
1571472149.6666293, 0, 2, 200, 850.24, 3165.2, 128, 22, 146, 165, 187, 3.921, 288, 10.84, 1.3, 710, 1880, 0, 90.9, 143.8, 121, 847.24, 3153.5, 1, 1, 1, 1, 128, 2
1571472152.6372297, 0, 2, 201, 853.25, 3177, 128.91, 22, 146, 166, 188, 3.893, 289, 10.92, 1.3, 710, 1900, 0, 96.2, 153.8, 121, 850.24, 3165.2, 1, 1, 1, 1, 128, 2
1571472160.5621102, 0, 2, 202, 861.13, 3207.6, 128.42, 21, 146, 165, 190, 3.908, 292, 11.06, 1.33, 730, 1910, 0, 87.9, 141.6, 121, 853.25, 3177, 1, 1, 1, 1, 128, 2
1571472163.7058, 0, 2, 203, 864.25, 3219.9, 128.96, 21, 145, 163, 191, 3.892, 293, 10.9, 1.3, 710, 1910, 0, 93.3, 146.3, 120, 861.13, 3207.6, 1, 1, 1, 1, 128, 2
1571472166.6761901, 0, 2, 204, 867.25, 3231.6, 129.39, 21, 145, 166, 191, 3.879, 294, 11.05, 1.3, 710, 1930, 0, 90.8, 150.4, 121, 864.25, 3219.9, 1, 1, 1, 1, 128, 2
1571472169.64621, 0, 2, 205, 870.24, 3243.3, 128.8, 21, 145, 166, 192, 3.896, 295, 11.14, 1.36, 740, 1920, 0, 93.6, 149.9, 121, 867.25, 3231.6, 1, 1, 1, 1, 128, 2
1571472177.5721498, 0, 2, 206, 878.12, 3274.1, 128.03, 21, 143, 168, 194, 3.92, 298, 11.2, 1.3, 710, 1960, 0, 93.4, 152.3, 120, 870.24, 3243.3, 1, 1, 1, 1, 128, 2
1571472180.62597, 0, 2, 207, 881.24, 3286.4, 128.2, 21, 143, 168, 195, 3.915, 299, 11.13, 1.3, 710, 1950, 0, 93.9, 154.9, 121, 878.12, 3274.1, 1, 1, 1, 1, 128, 2
1571472183.68579, 0, 2, 208, 884.25, 3298.4, 128.33, 21, 143, 172, 195, 3.911, 300, 10.76, 1.3, 700, 1840, 0, 98, 156.1, 120, 881.24, 3286.4, 1, 1, 1, 1, 128, 2
1571472188.6365, 0, 2, 209, 889.21, 3318, 125.85, 22, 143, 180, 197, 3.988, 302, 10.91, 1.3, 700, 1840, 0, 93.5, 152.1, 121, 884.25, 3298.4, 1, 1, 1, 1, 128, 2
1571472191.6956, 0, 2, 210, 892.25, 3330.2, 125.3, 22, 143, 176, 197, 4.006, 303, 10.84, 1.3, 700, 1840, 0, 91.7, 148.8, 120, 889.21, 3318, 1, 1, 1, 1, 128, 2
1571472194.6654804, 0, 2, 211, 895.24, 3342.1, 126.28, 22, 143, 172, 198, 3.975, 304, 10.75, 1.3, 710, 1830, 0, 91, 159.1, 120, 892.25, 3330.2, 1, 1, 1, 1, 128, 2
1571472199.705381, 0, 3, 212, 900.25, 3361.7, 127.77, 21, 144, 173, 199, 3.928, 306, 10.76, 1.3, 710, 1820, 0, 87.1, 139.6, 121, 895.24, 3342.1, 1, 1, 1, 1, 128, 2
1571472202.675381, 0, 3, 213, 903.25, 3373.6, 126.86, 22, 144, 169, 200, 3.956, 307, 10.54, 1.27, 690, 1810, 0, 93.8, 153.4, 121, 900.25, 3361.7, 1, 1, 1, 1, 128, 3
1571472208.705091, 0, 3, 214, 909.24, 3397.2, 127.43, 22, 144, 171, 202, 3.939, 309, 10.7, 1.33, 720, 1800, 0, 92.3, 148.9, 121, 903.25, 3373.6, 1, 1, 1, 1, 128, 3
1571472210.6850612, 0, 3, 215, 911.24, 3405, 127.43, 22, 144, 170, 202, 3.939, 310, 10.84, 1.27, 700, 1870, 0, 86.4, 132.4, 121, 909.24, 3397.2, 1, 1, 1, 1, 128, 3
1571472213.6550713, 0, 3, 216, 914.23, 3416.6, 127.76, 22, 144, 163, 203, 3.928, 311, 10.91, 1.33, 730, 1890, 0, 90.7, 142.7, 121, 911.24, 3405, 1, 1, 1, 1, 128, 3
1571472216.6250315, 0, 3, 217, 917.25, 3428.4, 129.41, 21, 144, 165, 203, 3.878, 312, 11.14, 1.36, 760, 1910, 0, 86, 145.1, 121, 914.23, 3416.6, 1, 1, 1, 1, 128, 3
1571472219.6850913, 0, 3, 218, 920.25, 3440.1, 128.94, 21, 144, 164, 204, 3.892, 313, 10.92, 1.3, 710, 1910, 0, 96.4, 158.4, 120, 917.25, 3428.4, 1, 1, 1, 1, 128, 3
1571472230.580432, 0, 3, 219, 931.11, 3482.3, 128.54, 21, 144, 167, 207, 3.904, 317, 11.21, 1.27, 690, 1990, 0, 98.6, 157.7, 121, 920.25, 3440.1, 1, 1, 1, 1, 128, 3
1571472233.634442, 0, 3, 220, 934.24, 3494.7, 128.48, 21, 144, 170, 208, 3.906, 318, 11.06, 1.33, 730, 1890, 0, 86.9, 143.9, 121, 931.11, 3482.3, 1, 1, 1, 1, 128, 3
1571472236.6949322, 0, 3, 221, 937.24, 3506.5, 127.69, 21, 145, 167, 208, 3.931, 319, 10.77, 1.33, 730, 1840, 0, 90.8, 145.7, 121, 934.24, 3494.7, 1, 1, 1, 1, 128, 3
1571472241.6455019, 0, 3, 222, 942.2, 3525.9, 128.1, 21, 146, 177, 210, 3.918, 321, 10.75, 1.3, 700, 1820, 0, 96.5, 156.1, 120, 937.24, 3506.5, 1, 1, 1, 1, 128, 3
1571472244.7043617, 0, 3, 223, 945.24, 3538.3, 126.09, 22, 146, 182, 210, 3.98, 322, 10.77, 1.33, 710, 1780, 0, 94.3, 162.4, 121, 942.2, 3525.9, 1, 1, 1, 1, 128, 3
1571472252.445802, 0, 3, 224, 953.06, 3569.5, 125.99, 22, 146, 183, 212, 3.984, 325, 10.98, 1.36, 720, 1820, 0, 97.6, 161.9, 121, 945.24, 3538.3, 1, 1, 1, 1, 128, 3
1571472255.6842122, 0, 3, 225, 956.23, 3582.4, 124.63, 22, 146, 186, 213, 4.027, 326, 10.92, 1.3, 700, 1820, 0, 89.5, 137, 121, 953.06, 3569.5, 1, 1, 1, 1, 128, 3
1571472263.5200224, 0, 3, 226, 964.08, 3613.6, 125.86, 21, 147, 180, 215, 3.988, 329, 11.13, 1.33, 710, 1880, 0, 98.8, 162.9, 121, 956.23, 3582.4, 1, 1, 1, 1, 128, 3
1571472266.6636922, 0, 3, 227, 967.23, 3626.4, 125.28, 22, 147, 183, 216, 4.006, 330, 11.13, 1.33, 710, 1860, 0, 93.9, 156.7, 121, 964.08, 3613.6, 1, 1, 1, 1, 128, 3
1571472269.6337821, 0, 3, 228, 970.23, 3638.4, 124.55, 22, 146, 179, 217, 4.03, 331, 11.28, 1.33, 710, 1920, 0, 95.1, 156.3, 121, 967.23, 3626.4, 1, 1, 1, 1, 128, 3
1571472274.6760225, 0, 3, 229, 975.24, 3658.3, 125.89, 21, 146, 178, 219, 3.987, 333, 11.13, 1.33, 710, 1890, 0, 97.6, 166.7, 121, 970.23, 3638.4, 1, 1, 1, 1, 128, 3
1571472277.6429925, 0, 3, 230, 978.24, 3670.4, 125.89, 21, 146, 183, 219, 3.987, 334, 10.85, 1.27, 670, 1840, 0, 99.1, 164.7, 121, 975.24, 3658.3, 1, 1, 1, 1, 128, 3
1571472280.7034225, 0, 3, 231, 981.24, 3682.5, 124.66, 22, 146, 179, 219, 4.026, 335, 11.21, 1.3, 700, 1920, 0, 97.5, 156.6, 121, 978.24, 3670.4, 1, 1, 1, 1, 128, 3
1571472285.5691426, 0, 3, 232, 986.18, 3702.1, 124.78, 22, 147, 177, 221, 4.023, 337, 10.91, 1.33, 720, 1830, 0, 93.3, 150.1, 121, 981.24, 3682.5, 1, 1, 1, 1, 128, 3
1571472288.6230125, 0, 3, 233, 989.23, 3714.3, 125.99, 22, 147, 178, 221, 3.984, 338, 10.69, 1.27, 680, 1810, 0, 90, 149.5, 120, 986.18, 3702.1, 1, 1, 1, 1, 128, 3
1571472291.682963, 0, 3, 234, 992.24, 3726.3, 125.86, 22, 147, 171, 222, 3.988, 339, 10.75, 1.33, 720, 1820, 0, 93.2, 156, 121, 989.23, 3714.3, 1, 1, 1, 1, 128, 3
1571472296.5487533, 0, 3, 235, 997.14, 3745.4, 127.01, 21, 148, 172, 224, 3.952, 341, 10.83, 1.27, 690, 1870, 0, 95, 148.2, 120, 992.24, 3726.3, 1, 1, 1, 1, 128, 3
1571472299.6930332, 0, 3, 236, 1000.23, 3757.8, 127.31, 22, 148, 171, 224, 3.942, 342, 11.06, 1.33, 720, 1890, 0, 95.5, 159.4, 121, 997.14, 3745.4, 1, 1, 1, 1, 128, 3
1571472302.6630232, 0, 3, 237, 1003.23, 3769.7, 127.42, 21, 149, 176, 225, 3.939, 343, 11.21, 1.33, 720, 1910, 0, 95.3, 160.4, 121, 1000.23, 3757.8, 1, 1, 1, 1, 128, 3
1571472305.632183, 0, 3, 238, 1006.23, 3781.7, 126.34, 21, 150, 176, 226, 3.973, 344, 11.28, 1.33, 720, 1930, 0, 96.2, 158.2, 121, 1003.23, 3769.7, 1, 1, 1, 1, 128, 3
1571472316.6126533, 0, 3, 239, 1017.15, 3824.8, 126.63, 21, 152, 176, 228, 3.963, 348, 11.43, 1.33, 720, 1970, 0, 98.1, 158.1, 121, 1006.23, 3781.7, 1, 1, 1, 1, 128, 3
1571472319.6727028, 0, 3, 240, 1020.23, 3837.2, 126.25, 21, 152, 177, 229, 3.975, 349, 11.36, 1.33, 720, 1940, 0, 95, 150.8, 121, 1017.15, 3824.8, 1, 1, 1, 1, 128, 3
1571472322.6419427, 0, 3, 241, 1023.23, 3849.2, 125.95, 21, 152, 176, 230, 3.985, 350, 11.28, 1.33, 720, 1930, 0, 94.8, 160.7, 121, 1020.23, 3837.2, 1, 1, 1, 1, 128, 3
1571472325.7024126, 0, 3, 242, 1026.23, 3861.1, 126.3, 21, 153, 175, 231, 3.974, 351, 11.14, 1.33, 720, 1900, 0, 95.5, 158.7, 121, 1023.23, 3849.2, 1, 1, 1, 1, 128, 3
1571472330.5679824, 0, 3, 243, 1031.14, 3880.5, 126.12, 22, 153, 176, 232, 3.98, 353, 10.84, 1.33, 720, 1820, 0, 91.5, 150.8, 121, 1026.23, 3861.1, 1, 1, 1, 1, 128, 3
1571472333.6223023, 0, 3, 244, 1034.23, 3892.9, 126.33, 22, 154, 176, 233, 3.973, 354, 11, 1.33, 720, 1860, 486.2, 93.7, 158.6, 121, 1031.14, 3880.5, 1, 1, 1, 1, 128, 3
1571472336.6822824, 0, 3, 245, 1037.23, 3904.7, 126.35, 22, 154, 174, 233, 3.972, 355, 11.06, 1.3, 700, 1900, 0, 93.7, 149.9, 120, 1034.23, 3892.9, 1, 1, 1, 1, 128, 3
1571472344.517643, 0, 3, 246, 1045.11, 3935.8, 126.32, 22, 155, 172, 235, 3.973, 358, 11.13, 1.33, 720, 1910, 0, 95, 159.7, 121, 1037.23, 3904.7, 1, 1, 1, 1, 128, 3
1571472347.6619532, 0, 3, 247, 1048.23, 3948.2, 127.09, 21, 155, 172, 236, 3.949, 359, 11.51, 1.36, 740, 1990, 0, 93.2, 156.8, 121, 1045.11, 3935.8, 1, 1, 1, 1, 128, 3
1571472350.6319332, 0, 3, 248, 1051.24, 3960.1, 127.33, 21, 155, 172, 237, 3.942, 360, 11.29, 1.33, 720, 1950, 491.3, 95.4, 164.7, 121, 1048.23, 3948.2, 1, 1, 1, 1, 128, 3
1571472353.6917634, 0, 3, 249, 1054.22, 3971.9, 127.33, 21, 155, 172, 238, 3.942, 361, 11.29, 1.3, 710, 1970, 0, 95.3, 159.5, 121, 1051.24, 3960.1, 1, 1, 1, 1, 128, 3
1571472356.6618233, 0, 3, 250, 1057.23, 3983.7, 127.21, 21, 155, 172, 238, 3.945, 362, 11.14, 1.33, 730, 1910, 0, 88.3, 143.3, 121, 1054.22, 3971.9, 1, 1, 1, 1, 128, 3
1571472364.4976633, 0, 3, 251, 1065.07, 4014.3, 128.28, 21, 154, 172, 240, 3.912, 365, 11.28, 1.33, 720, 1950, 0, 97.8, 167.6, 121, 1057.23, 3983.7, 1, 1, 1, 1, 128, 3
1571472367.6414833, 0, 3, 252, 1068.23, 4027, 127.19, 21, 154, 173, 241, 3.946, 366, 11.36, 1.3, 710, 1970, 0, 91.5, 153.1, 121, 1065.07, 4014.3, 1, 1, 1, 1, 128, 3
1571472370.700833, 0, 3, 253, 1071.22, 4038.7, 126.87, 21, 154, 168, 242, 3.956, 367, 10.99, 1.27, 690, 1920, 0, 93.2, 144.1, 121, 1068.23, 4027, 1, 1, 1, 1, 128, 3
1571472378.5371635, 0, 3, 254, 1079.13, 4069.2, 129.65, 22, 154, 162, 244, 3.871, 370, 11.06, 1.33, 730, 1940, 0, 97.7, 160.3, 121, 1071.22, 4038.7, 1, 1, 1, 1, 128, 3
1571472381.6812735, 0, 3, 255, 1082.22, 4081.6, 129.84, 21, 154, 174, 244, 3.865, 371, 11.07, 1.3, 700, 1910, 0, 95, 152.7, 121, 1079.13, 4069.2, 1, 1, 1, 1, 128, 3
1571472384.6512136, 0, 3, 256, 1085.23, 4093.5, 126.76, 21, 155, 171, 245, 3.959, 372, 11.15, 1.3, 710, 1930, 0, 93.6, 149.4, 121, 1082.22, 4081.6, 1, 1, 1, 1, 128, 3
1571472387.6211038, 0, 3, 257, 1088.22, 4105.2, 127.38, 21, 155, 169, 246, 3.94, 373, 11.08, 1.27, 690, 1940, 0, 96.1, 151.5, 121, 1085.23, 4093.5, 1, 1, 1, 1, 128, 3
1571472392.5768638, 0, 3, 258, 1093.13, 4124.6, 127.41, 22, 155, 177, 247, 3.939, 375, 11, 1.3, 690, 1880, 0, 99, 163.6, 121, 1088.22, 4105.2, 1, 1, 1, 1, 128, 3
1571472395.6308339, 0, 3, 259, 1096.23, 4137, 125.9, 22, 154, 176, 248, 3.987, 376, 11.22, 1.3, 700, 1930, 0, 93.2, 156.9, 121, 1093.13, 4124.6, 1, 1, 1, 1, 128, 3
1571472398.6911335, 0, 3, 260, 1099.23, 4148.8, 126.18, 21, 154, 172, 249, 3.978, 377, 10.99, 1.33, 720, 1870, 0, 90.4, 152.2, 121, 1096.23, 4137, 1, 1, 1, 1, 128, 3
1571472406.5264237, 0, 3, 261, 1107.1, 4179.7, 127.5, 22, 154, 171, 251, 3.936, 380, 11.06, 1.3, 710, 1910, 0, 90.8, 150.3, 121, 1099.23, 4148.8, 1, 1, 1, 1, 128, 3
1571472409.6706336, 0, 3, 262, 1110.22, 4191.9, 127.42, 21, 154, 166, 251, 3.939, 381, 11.14, 1.3, 710, 1960, 0, 93.5, 155.9, 121, 1107.1, 4179.7, 1, 1, 1, 1, 128, 3
1571472412.6401436, 0, 3, 263, 1113.22, 4203.6, 128.83, 21, 154, 164, 252, 3.896, 382, 11.13, 1.3, 720, 1950, 0, 87, 144.5, 120, 1110.22, 4191.9, 1, 1, 1, 1, 128, 3
1571472415.7004938, 0, 3, 264, 1116.23, 4215.2, 129.17, 21, 154, 159, 253, 3.885, 383, 10.9, 1.27, 690, 1940, 0, 97.4, 161.1, 120, 1113.22, 4203.6, 1, 1, 1, 1, 128, 3
1571472418.670714, 0, 3, 265, 1119.23, 4226.9, 130.44, 21, 154, 165, 253, 3.847, 384, 11.19, 1.27, 690, 1990, 0, 97.1, 153.9, 120, 1116.23, 4215.2, 1, 1, 1, 1, 128, 3
1571472432.4431138, 0, 3, 266, 1133, 4280.7, 128.68, 21, 152, 171, 257, 3.9, 389, 11.21, 1.3, 710, 1950, 0, 97.9, 168.8, 121, 1119.23, 4226.9, 1, 1, 1, 1, 128, 3
1571472435.6803436, 0, 3, 267, 1136.22, 4293.5, 127.43, 21, 152, 174, 258, 3.938, 390, 11.21, 1.33, 720, 1920, 0, 90.1, 143.9, 121, 1133, 4280.7, 1, 1, 1, 1, 128, 3
1571472438.6501834, 0, 3, 268, 1139.22, 4305.3, 126.65, 21, 152, 169, 258, 3.963, 391, 11.21, 1.36, 740, 1920, 0, 91, 158.7, 121, 1136.22, 4293.5, 1, 1, 1, 1, 128, 3
1571472446.5758433, 0, 3, 269, 1147.12, 4335.9, 128.84, 21, 153, 160, 260, 3.895, 394, 10.91, 1.24, 690, 1950, 0, 87.8, 145.4, 121, 1139.22, 4305.3, 1, 1, 1, 1, 128, 3
1571472449.6295834, 0, 3, 270, 1150.23, 4348, 130.2, 21, 153, 160, 261, 3.854, 395, 10.62, 1.33, 730, 1830, 0, 92.5, 154.8, 121, 1147.12, 4335.9, 1, 1, 1, 1, 128, 3
1571472452.6898935, 0, 3, 271, 1153.22, 4359.7, 130.33, 22, 153, 167, 262, 3.851, 396, 10.84, 1.3, 710, 1870, 0, 89.8, 143.9, 121, 1150.23, 4348, 1, 1, 1, 1, 128, 3
1571472455.6599832, 0, 3, 272, 1156.22, 4371.3, 128.4, 22, 153, 161, 262, 3.909, 397, 11.14, 1.27, 710, 1990, 0, 90.1, 149.9, 121, 1153.22, 4359.7, 1, 1, 1, 1, 128, 3
1571472463.585513, 0, 3, 273, 1164.16, 4401.9, 128.93, 21, 151, 163, 264, 3.893, 400, 10.91, 1.36, 750, 1870, 0, 90.3, 149.9, 121, 1156.22, 4371.3, 1, 1, 1, 1, 128, 3
1571472466.639633, 0, 3, 274, 1167.22, 4413.9, 129.59, 21, 151, 167, 265, 3.873, 401, 10.91, 1.27, 690, 1910, 0, 93.1, 153.1, 120, 1164.16, 4401.9, 1, 1, 1, 1, 128, 3
1571472469.6995628, 0, 3, 275, 1170.22, 4425.5, 128.58, 21, 151, 162, 266, 3.903, 402, 11.34, 1.3, 710, 2020, 0, 93.6, 149.6, 121, 1167.22, 4413.9, 1, 1, 1, 1, 128, 3
