index,index,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min), HRCur (bpm), Stroke500mPace (sec/500m), Power (watts), StrokeDistance (meters), DriveTime (ms), StrokeRecoveryTime (ms), AverageDriveForce (lbs), PeakDriveForce (lbs), lapIdx, ElapsedTime (sec), latitude, longitude,GPS Speed,catch,slip,finish,wash,driveenergy,peakforceangle, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
109,109,1625679488.042,24.78,30.0,164.0,119.904,269.2,8.5,910.0,1130.0,72.47842957407681,129.7148072712231,463467,279.04299998283386,52.242333,6.8228591,4.17,-58.0,5.0,47.0,13.0,538.4,-25.0,0.0,0.0,4.1700026688017084,322.4,577.0,1.0,4.0,87,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,775.6699999999998,0.0,0.0,0.0,0.0,269.2,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,110,1625679490.132,32.63,28.5,163.0,119.617,255.1,7.9,970.0,1160.0,68.81404247092095,130.52411976026366,463467,281.1329998970032,52.2422952,6.8229564,4.18,-59.0,4.0,45.0,11.0,537.0526315789474,-31.0,0.0,0.0,4.180007858414774,306.1,580.6,1.0,4.0,88,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,783.5199999999999,0.0,0.0,0.0,0.0,255.1,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,111,1625679492.261,42.39,28.5,161.0,117.647,262.0,9.8,960.0,1100.0,70.14041571684854,127.80393056098843,463467,283.2619998455048,52.2422488,6.8230778,4.25,-59.0,4.0,47.0,13.0,551.578947368421,-19.0,0.0,0.0,4.250002125001062,312.0,568.5,1.0,4.0,89,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,793.2799999999999,0.0,0.0,0.0,0.0,262.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,112,1625679494.453,51.63,28.5,161.0,118.764,236.7,9.2,920.0,1200.0,68.34194351898063,122.88061291932505,463467,285.4539999961853,52.2422029,6.8231909,4.21,-58.0,3.0,44.0,13.0,498.3157894736842,-25.0,0.0,0.0,4.210029975413425,304.0,546.6,1.0,4.0,90,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,802.5199999999999,0.0,0.0,0.0,236.7,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,113,1625679496.449,60.12,28.5,162.0,119.617,257.6,8.5,930.0,1150.0,70.9946900108358,127.9612968783019,463467,287.44999980926514,52.2421609,6.8232948,4.18,-59.0,4.0,45.0,11.0,542.3157894736843,-16.0,0.0,0.0,4.180007858414774,315.8,569.2,1.0,4.0,91,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,811.0099999999999,0.0,0.0,0.0,0.0,257.6,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,114,1625679498.66,69.17,27.5,162.0,118.764,244.6,9.0,1090.0,1080.0,60.76587938546205,121.84649140555098,463467,289.66100001335144,52.2421151,6.8234045,4.21,-58.0,4.0,45.0,11.0,533.6727272727272,-29.0,0.0,0.0,4.210029975413425,270.3,542.0,1.0,4.0,92,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,820.0599999999998,0.0,0.0,0.0,0.0,244.6,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,115,1625679500.648,77.74,29.0,163.0,120.772,272.6,8.6,980.0,1080.0,70.56755286384217,126.79228994968774,463467,291.6489999294281,52.2420693,6.8235055,4.14,-59.0,4.0,46.0,9.0,564.0000000000001,-1.0,0.0,0.0,4.14003245785447,313.90000000000003,564.0,1.0,4.0,93,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,828.6299999999999,0.0,0.0,0.0,0.0,0.0,272.6,124.30000000000001,169.5,203.4,237.3,271.2
116,116,1625679502.851,86.78,28.5,164.0,121.359,274.8,9.0,950.0,1130.0,73.10789484333058,135.9195363538674,463467,293.85199999809265,52.2420198,6.8236106,4.12,-59.0,5.0,46.0,10.0,578.5263157894736,-28.0,0.0,0.0,4.120007580813949,325.2,604.6,1.0,4.0,94,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,837.6699999999998,0.0,0.0,0.0,0.0,0.0,274.8,124.30000000000001,169.5,203.4,237.3,271.2
117,117,1625679505.121,95.33,28.5,165.0,119.904,272.2,8.5,960.0,1130.0,72.7032385988103,131.64816488393112,463467,296.1219999790192,52.2419743,6.8237117,4.17,-59.0,4.0,46.0,10.0,573.0526315789474,-25.0,0.0,0.0,4.1700026688017084,323.4,585.6,1.0,4.0,95,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,846.2199999999998,0.0,0.0,0.0,0.0,0.0,272.2,124.30000000000001,169.5,203.4,237.3,271.2
118,118,1625679506.0,100.56,28.5,165.0,119.904,272.2,5.2,960.0,1130.0,72.7032385988103,131.64816488393112,463467,297.00099992752075,52.2419468,6.8237739,4.17,-59.0,4.0,46.0,10.0,573.0526315789474,-25.0,0.0,0.0,4.1700026688017084,323.4,585.6,1.0,4.0,95,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,851.4499999999998,0.0,0.0,0.0,0.0,0.0,272.2,124.30000000000001,169.5,203.4,237.3,271.2
119,119,1625679507.05,104.58,28.5,165.0,118.764,278.6,4.0,950.0,1170.0,75.37846599313883,142.68628799834542,463467,298.05099987983704,52.2419257,6.8238219,4.21,-59.0,4.0,45.0,9.0,586.5263157894736,-27.0,0.0,0.0,4.210029975413425,335.3,634.7,1.0,4.0,96,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,855.4699999999998,0.0,0.0,0.0,0.0,0.0,278.6,124.30000000000001,169.5,203.4,237.3,271.2
120,120,1625679509.046,113.27,28.5,165.0,117.924,274.6,8.7,1030.0,1040.0,68.52179073876742,133.60400339911243,463467,300.04699993133545,52.2418811,6.8239265,4.24,-59.0,3.0,48.0,12.0,578.1052631578947,-18.0,0.0,0.0,4.240018995285099,304.8,594.2999999999998,1.0,4.0,97,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,864.1599999999999,0.0,0.0,0.0,0.0,0.0,274.6,124.30000000000001,169.5,203.4,237.3,271.2
121,121,1625679511.117,121.27,28.5,166.0,118.203,283.3,8.0,960.0,1160.0,74.92884794367185,141.04518211779092,463467,302.1180000305176,52.2418403,6.8240231,4.23,-60.0,3.0,47.0,11.0,596.421052631579,-18.0,0.0,0.0,4.230011082629036,333.3,627.3999999999999,1.0,4.0,98,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,872.1599999999999,0.0,0.0,0.0,0.0,0.0,283.3,124.30000000000001,169.5,203.4,237.3,271.2
122,122,1625679512.0,125.13,28.5,166.0,118.203,283.3,3.9,960.0,1160.0,74.92884794367185,141.04518211779092,463467,303.00099992752075,52.2418201,6.8240692,4.23,-60.0,3.0,47.0,11.0,596.421052631579,-18.0,0.0,0.0,4.230011082629036,333.3,627.3999999999999,1.0,4.0,98,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,876.0199999999999,0.0,0.0,0.0,0.0,0.0,283.3,124.30000000000001,169.5,203.4,237.3,271.2
123,123,1625679513.25,131.16,27.5,166.0,116.822,273.0,6.0,960.0,1160.0,73.96216913731784,134.18850686341952,463467,304.25099992752075,52.24179,6.8241427,4.28,-60.0,4.0,48.0,12.0,595.6363636363636,-29.0,0.0,0.0,4.280015750457961,329.0,596.9,1.0,4.0,99,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,882.0499999999998,0.0,0.0,0.0,0.0,0.0,273.0,124.30000000000001,169.5,203.4,237.3,271.2
124,124,1625679515.449,140.42,28.5,167.0,118.483,273.4,9.3,970.0,1180.0,73.75984101505772,136.36915440333436,463467,306.44999980926514,52.2417425,6.8242542,4.22,-60.0,3.0,47.0,11.0,575.578947368421,-30.0,0.0,0.0,4.220014685651106,328.1,606.6,1.0,4.0,100,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,891.3099999999998,0.0,0.0,0.0,0.0,0.0,273.4,124.30000000000001,169.5,203.4,237.3,271.2
125,125,1625679517.449,148.97,28.5,168.0,120.192,278.9,8.5,960.0,1130.0,74.00713094226454,137.26839050226832,463467,308.44999980926514,52.2416989,6.8243575,4.16,-60.0,3.0,46.0,10.0,587.1578947368421,-21.0,0.0,0.0,4.160010649627263,329.2,610.6,1.0,4.0,101,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,899.8599999999999,0.0,0.0,0.0,0.0,0.0,278.9,124.30000000000001,169.5,203.4,237.3,271.2
126,126,1625679519.648,158.21,28.5,168.0,118.764,274.0,9.2,980.0,1140.0,72.43346776913012,140.86533489800414,463467,310.6489999294281,52.2416514,6.8244686,4.21,-60.0,4.0,46.0,11.0,576.8421052631579,-20.0,0.0,0.0,4.210029975413425,322.2,626.5999999999999,1.0,4.0,102,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,909.0999999999999,0.0,0.0,0.0,0.0,0.0,274.0,124.30000000000001,169.5,203.4,237.3,271.2
127,127,1625679520.402,161.57,28.5,169.0,118.764,274.0,3.4,980.0,1140.0,72.43346776913012,140.86533489800414,463467,311.4029998779297,52.2416341,6.8245091,4.21,-60.0,4.0,46.0,11.0,576.8421052631579,-20.0,0.0,0.0,4.210029975413425,322.2,626.5999999999999,1.0,4.0,102,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,912.4599999999999,0.0,0.0,0.0,0.0,0.0,274.0,124.30000000000001,169.5,203.4,237.3,271.2
128,128,1625679521.847,167.36,27.5,170.0,119.904,249.8,5.8,1030.0,1140.0,65.12717446529173,117.75496715540147,463467,312.8479998111725,52.2416043,6.8245787,4.17,-61.0,3.0,47.0,10.0,545.0181818181818,1.0,0.0,0.0,4.1700026688017084,289.7,523.8,1.0,4.0,103,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,918.25,0.0,0.0,0.0,0.0,249.8,0.0,124.30000000000001,169.5,203.4,237.3,271.2
129,129,1625679523.847,175.62,29.5,170.0,121.654,287.5,8.3,960.0,1020.0,73.06293303838389,136.95365786764145,463467,314.8479998111725,52.2415611,6.8246771,4.11,-60.0,4.0,49.0,15.0,584.7457627118644,-30.0,0.0,0.0,4.110016933269765,325.0,609.2,1.0,4.0,104,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,926.51,0.0,0.0,0.0,0.0,0.0,287.5,124.30000000000001,169.5,203.4,237.3,271.2
130,130,1625679526.117,184.19,28.0,173.0,120.772,255.1,8.6,940.0,1150.0,70.47762925394876,129.42255553906958,463467,317.1180000305176,52.2415159,6.8247789,4.14,-59.0,4.0,47.0,14.0,546.6428571428571,-23.0,0.0,0.0,4.14003245785447,313.49999999999994,575.7,1.0,4.0,105,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,935.0799999999999,0.0,0.0,0.0,0.0,255.1,0.0,124.30000000000001,169.5,203.4,237.3,271.2
131,131,1625679528.046,193.42,28.5,174.0,118.764,243.4,9.2,1080.0,1120.0,63.30622136495048,128.25354861045545,463467,319.04699993133545,52.2414677,6.8248891,4.21,-59.0,4.0,46.0,12.0,512.421052631579,-22.0,0.0,0.0,4.210029975413425,281.6,570.5000000000001,1.0,4.0,106,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,944.31,0.0,0.0,0.0,0.0,243.4,0.0,124.30000000000001,169.5,203.4,237.3,271.2
132,132,1625679529.601,200.4,28.5,174.0,118.764,243.4,7.0,1080.0,1120.0,63.30622136495048,128.25354861045545,463467,320.60199999809265,52.2414303,6.8249713,4.21,-59.0,4.0,46.0,12.0,512.421052631579,-22.0,0.0,0.0,4.210029975413425,281.6,570.5000000000001,1.0,4.0,106,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,951.29,0.0,0.0,0.0,0.0,243.4,0.0,124.30000000000001,169.5,203.4,237.3,271.2
133,133,1625679530.246,202.52,27.5,174.0,119.331,251.9,2.1,1080.0,1100.0,65.19461717271179,131.4683176641443,463467,321.2469999790192,52.2414183,6.8249954,4.19,-60.0,4.0,47.0,13.0,549.6,-28.0,0.0,0.0,4.190026061962105,290.00000000000006,584.8,1.0,4.0,107,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,953.41,0.0,0.0,0.0,0.0,251.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2
134,134,1625679532.328,211.05,27.5,175.0,120.772,256.9,8.5,1010.0,1160.0,69.06133239812779,128.5682812450823,463467,323.3289999961853,52.2413726,6.8250959,4.14,-61.0,4.0,47.0,12.0,560.5090909090908,-32.0,0.0,0.0,4.14003245785447,307.2,571.9,1.0,4.0,108,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,961.9399999999999,0.0,0.0,0.0,0.0,256.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2
135,135,1625679534.457,220.18,27.5,175.0,119.331,255.3,9.1,1000.0,1140.0,67.93728727446035,128.41091492776886,463467,325.4579999446869,52.2413238,6.8252036,4.19,-60.0,3.0,47.0,12.0,557.0181818181818,-32.0,0.0,0.0,4.190026061962105,302.2,571.2,1.0,4.0,109,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,971.0699999999999,0.0,0.0,0.0,0.0,255.3,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,136,1625679536.656,229.37,27.5,175.0,120.772,251.4,9.2,980.0,1180.0,69.12877510554783,126.85973265710776,463467,327.6569998264313,52.241274,6.8253111,4.14,-60.0,4.0,48.0,14.0,548.5090909090909,-30.0,0.0,0.0,4.14003245785447,307.5,564.2999999999998,1.0,4.0,110,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,980.26,0.0,0.0,0.0,0.0,251.4,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,137,1625679538.847,238.51,28.0,175.0,122.249,244.8,9.1,990.0,1160.0,66.8132421507929,122.6782847970649,463467,329.8479998111725,52.2412253,6.825419,4.09,-60.0,4.0,46.0,12.0,524.5714285714286,-32.0,0.0,0.0,4.09001300624136,297.2,545.7,1.0,4.0,111,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,989.4,0.0,0.0,0.0,0.0,244.8,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,138,1625679541.117,247.11,28.5,175.0,120.772,212.3,8.6,1110.0,1540.0,69.21869871544122,132.61484369028508,463467,332.1180000305176,52.2411784,6.8255194,4.14,-59.0,6.0,48.0,13.0,446.94736842105266,-24.0,0.0,0.0,4.14003245785447,307.9,589.9,1.0,4.0,112,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,998.0,0.0,0.0,0.0,212.3,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,139,1625679541.621,250.19,28.5,175.0,120.772,212.3,3.1,1110.0,1540.0,69.21869871544122,132.61484369028508,463467,332.6219999790192,52.2411623,6.8255561,4.14,-59.0,6.0,48.0,13.0,446.94736842105266,-24.0,0.0,0.0,4.14003245785447,307.9,589.9,1.0,4.0,112,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1001.0799999999999,0.0,0.0,0.0,212.3,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,140,1625679571.999,0.0,0.0,169.0,300.0,212.3,0.0,1110.0,1540.0,69.21869871544122,132.61484369028508,463468,363.0,52.2406287,6.8265963,0.0,-59.0,6.0,48.0,13.0,inf,-24.0,0.0,0.0,1.6666666666666667,307.9,589.9,1.0,4.0,112,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1001.0799999999999,0.0,0.0,0.0,212.3,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,141,1625679573.031,3.74,26.5,168.0,142.857,286.3,3.7,970.0,1270.0,81.78552319804326,147.7894528597956,463468,364.0319998264313,52.2406073,6.8266386,3.5,-60.0,4.0,50.0,12.0,648.2264150943396,-12.0,0.0,0.0,3.5000035000035,363.8,657.4,1.0,4.0,112,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1004.8199999999999,0.0,0.0,0.0,0.0,0.0,286.3,124.30000000000001,169.5,203.4,237.3,271.2
142,142,1625679575.031,12.03,28.5,167.0,130.89,290.9,8.3,980.0,1130.0,76.12033577475934,144.34987478137322,463468,366.0319998264313,52.2405602,6.8267328,3.82,-59.0,4.0,46.0,12.0,612.421052631579,-10.0,0.0,0.0,3.8200015280006117,338.6,642.1,1.0,4.0,113,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1013.1099999999999,0.0,0.0,0.0,0.0,0.0,290.9,124.30000000000001,169.5,203.4,237.3,271.2
143,143,1625679577.042,20.45,28.5,168.0,122.249,280.7,8.4,970.0,1100.0,72.90556672107046,135.94201725634073,463468,368.04299998283386,52.2405125,6.8268286,4.09,-59.0,4.0,47.0,10.0,590.9473684210526,-19.0,0.0,0.0,4.09001300624136,324.3,604.6999999999999,1.0,4.0,114,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1021.5299999999999,0.0,0.0,0.0,0.0,0.0,280.7,124.30000000000001,169.5,203.4,237.3,271.2
144,144,1625679579.23,29.65,28.5,167.0,120.481,286.8,9.2,960.0,1110.0,74.9962906510919,136.6164443305412,463468,370.23099994659424,52.2404604,6.8269335,4.15,-60.0,5.0,46.0,11.0,603.7894736842105,-15.0,0.0,0.0,4.150031955246056,333.6,607.7,1.0,4.0,115,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1030.7299999999998,0.0,0.0,0.0,0.0,0.0,286.8,124.30000000000001,169.5,203.4,237.3,271.2
145,145,1625679581.23,38.28,28.5,167.0,119.331,290.5,8.6,1030.0,1030.0,71.42182715782943,141.22502933757772,463468,372.23099994659424,52.2404118,6.8270321,4.19,-60.0,4.0,46.0,11.0,611.578947368421,-21.0,0.0,0.0,4.190026061962105,317.7,628.2,1.0,4.0,116,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1039.36,0.0,0.0,0.0,0.0,0.0,290.5,124.30000000000001,169.5,203.4,237.3,271.2
146,146,1625679583.5,46.81,29.0,166.0,118.203,270.3,8.5,990.0,1130.0,69.44350774017471,135.4249564994537,463468,374.5009999275208,52.2403633,6.8271289,4.23,-59.0,4.0,46.0,11.0,559.2413793103449,-21.0,0.0,0.0,4.230011082629036,308.9,602.4,1.0,4.0,117,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,1047.8899999999999,0.0,0.0,0.0,0.0,270.3,0.0,124.30000000000001,169.5,203.4,237.3,271.2
147,147,1625679585.441,56.09,29.5,166.0,117.096,277.4,9.3,940.0,1070.0,71.8714452072964,130.65900517510374,463468,376.441999912262,52.2403107,6.8272345,4.27,-59.0,4.0,46.0,11.0,564.2033898305085,-27.0,0.0,0.0,4.270000683200109,319.7,581.1999999999999,1.0,4.0,118,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,1057.1699999999998,0.0,0.0,0.0,0.0,0.0,277.4,124.30000000000001,169.5,203.4,237.3,271.2
148,148,1625679587.429,64.71,28.5,167.0,116.55,257.9,8.6,980.0,1140.0,68.76908066597424,137.2908714047417,463468,378.4299998283386,52.2402611,6.8273317,4.29,-60.0,5.0,46.0,13.0,542.9473684210526,-23.0,0.0,0.0,4.2900042900042905,305.9,610.7000000000002,1.0,4.0,119,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1065.7899999999997,0.0,0.0,0.0,0.0,257.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2
149,149,1625679589.589,73.48,27.5,168.0,117.37,209.4,8.8,990.0,1150.0,58.69763635791396,115.03477795612626,463468,380.5899999141693,52.2402108,6.8274307,4.26,-59.0,4.0,45.0,18.0,456.8727272727273,-29.0,0.0,0.0,4.260032376246059,261.1,511.7,1.0,4.0,120,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1074.5599999999997,0.0,0.0,0.0,209.4,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
150,150,1625679591.628,82.56,29.5,169.0,117.096,225.5,9.1,1050.0,950.0,55.325500986911614,106.69436313851384,463468,382.6289999485016,52.2401567,6.8275304,4.27,-57.0,4.0,44.0,13.0,458.64406779661016,-2.0,0.0,0.0,4.270000683200109,246.1,474.6,1.0,4.0,121,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1083.6399999999996,0.0,0.0,0.0,225.5,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
151,151,1625679593.628,91.05,30.0,169.0,120.192,281.6,8.5,960.0,1070.0,72.1861778419233,137.6280849418419,463468,384.6289999485016,52.2401037,6.8276199,4.16,-59.0,4.0,48.0,13.0,563.2,-17.0,0.0,0.0,4.160010649627263,321.1,612.2,1.0,4.0,122,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1092.1299999999997,0.0,0.0,0.0,0.0,0.0,281.6,124.30000000000001,169.5,203.4,237.3,271.2
152,152,1625679595.73,99.64,28.5,170.0,119.904,282.8,8.6,950.0,1100.0,74.00713094226454,135.6947273291339,463468,386.73099994659424,52.2400493,6.8277093,4.17,-60.0,4.0,48.0,13.0,595.3684210526316,-24.0,0.0,0.0,4.1700026688017084,329.2,603.6,1.0,4.0,123,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1100.7199999999996,0.0,0.0,0.0,0.0,0.0,282.8,124.30000000000001,169.5,203.4,237.3,271.2
153,153,1625679595.781,100.26,28.5,170.0,119.904,282.8,0.6,950.0,1100.0,74.00713094226454,135.6947273291339,463468,386.7819998264313,52.2400453,6.8277156,4.17,-60.0,4.0,48.0,13.0,595.3684210526316,-24.0,0.0,0.0,4.1700026688017084,329.2,603.6,1.0,4.0,123,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1101.3399999999997,0.0,0.0,0.0,0.0,0.0,282.8,124.30000000000001,169.5,203.4,237.3,271.2
154,154,1625679597.855,108.74,28.5,172.0,116.279,272.1,8.5,980.0,1130.0,70.9946900108358,132.8396527150186,463468,388.85599994659424,52.2399937,6.8278072,4.3,-60.0,4.0,47.0,12.0,572.8421052631579,-18.0,0.0,0.0,4.300002580001548,315.8,590.9,1.0,4.0,124,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1109.8199999999997,0.0,0.0,0.0,0.0,0.0,272.1,124.30000000000001,169.5,203.4,237.3,271.2
155,155,1625679599.835,117.21,30.0,173.0,118.483,276.6,8.5,940.0,1080.0,72.56835318397022,129.7148072712231,463468,390.8359999656677,52.2399403,6.8278957,4.22,-59.0,4.0,47.0,12.0,553.2,-31.0,0.0,0.0,4.220014685651106,322.8,577.0,1.0,4.0,125,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1118.2899999999997,0.0,0.0,0.0,0.0,0.0,276.6,124.30000000000001,169.5,203.4,237.3,271.2
156,156,1625679601.835,125.75,29.0,174.0,119.617,289.1,8.5,920.0,1110.0,77.1544572885334,140.77541128811075,463468,392.8359999656677,52.2398867,6.8279853,4.18,-59.0,3.0,46.0,11.0,598.1379310344828,-18.0,0.0,0.0,4.180007858414774,343.2,626.2,1.0,4.0,126,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1126.8299999999997,0.0,0.0,0.0,0.0,0.0,289.1,124.30000000000001,169.5,203.4,237.3,271.2
157,157,1625679602.019,126.43,29.0,174.0,119.617,289.1,0.7,920.0,1110.0,77.1544572885334,140.77541128811075,463468,393.0199999809265,52.2398826,6.8279929,4.18,-59.0,3.0,46.0,11.0,598.1379310344828,-18.0,0.0,0.0,4.180007858414774,343.2,626.2,1.0,4.0,126,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1127.5099999999998,0.0,0.0,0.0,0.0,0.0,289.1,124.30000000000001,169.5,203.4,237.3,271.2
158,158,1625679604.058,135.01,29.5,175.0,117.096,284.4,8.6,980.0,1120.0,71.8714452072964,143.24831056017914,463468,395.0590000152588,52.2398289,6.8280832,4.27,-59.0,3.0,45.0,10.0,578.4406779661017,-20.0,0.0,0.0,4.270000683200109,319.7,637.2,1.0,4.0,127,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1136.0899999999997,0.0,0.0,0.0,0.0,0.0,284.4,124.30000000000001,169.5,203.4,237.3,271.2
159,159,1625679606.035,143.7,30.0,175.0,117.924,271.5,8.7,1010.0,1030.0,66.54347132111272,122.29610945501796,463468,397.0360000133514,52.239775,6.8281753,4.24,-60.0,3.0,46.0,10.0,543.0,-1.0,0.0,0.0,4.240018995285099,296.0,544.0,1.0,4.0,128,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1144.7799999999997,0.0,0.0,0.0,0.0,0.0,271.5,124.30000000000001,169.5,203.4,237.3,271.2
160,160,1625679608.035,152.3,28.5,176.0,117.924,287.3,8.6,950.0,1040.0,72.61331498891691,134.3233922782596,463468,399.0360000133514,52.2397209,6.8282653,4.24,-59.0,4.0,47.0,12.0,604.8421052631579,-24.0,0.0,0.0,4.240018995285099,323.0,597.5,1.0,4.0,129,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,1153.3799999999997,0.0,0.0,0.0,0.0,0.0,287.3,124.30000000000001,169.5,203.4,237.3,271.2
161,161,1625679610.046,160.89,30.0,176.0,117.096,283.0,8.6,940.0,1100.0,74.92884794367185,140.21338872627703,463468,401.04699993133545,52.2396665,6.8283547,4.27,-59.0,3.0,48.0,14.0,566.0,-30.0,0.0,0.0,4.270000683200109,333.3,623.7,1.0,4.0,130,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,1161.9699999999996,0.0,0.0,0.0,0.0,0.0,283.0,124.30000000000001,169.5,203.4,237.3,271.2
162,162,1625679610.453,161.59,30.0,175.0,117.096,283.0,0.7,940.0,1100.0,74.92884794367185,140.21338872627703,463468,401.4539999961853,52.2396619,6.8283617,4.27,-59.0,3.0,48.0,14.0,566.0,-30.0,0.0,0.0,4.270000683200109,333.3,623.7,1.0,4.0,131,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1162.6699999999996,0.0,0.0,0.0,0.0,0.0,283.0,124.30000000000001,169.5,203.4,237.3,271.2
163,163,1625679612.234,170.2,29.0,175.0,118.203,277.3,8.6,950.0,1110.0,72.77068130623036,128.65820485497568,463468,403.2349998950958,52.2396082,6.8284527,4.23,-60.0,3.0,45.0,10.0,573.7241379310345,-32.0,0.0,0.0,4.230011082629036,323.7,572.3,1.0,4.0,131,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1171.2799999999995,0.0,0.0,0.0,0.0,0.0,277.3,124.30000000000001,169.5,203.4,237.3,271.2
