index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
179,179,105.5,20.0,1.45,760.0,90.34,138.0,384.4,163.8,202.546296296,120.0,12.35,2010.0,0,1464703712.34,0.0,4.166666666666667,469.28721,728.6184360000001,1.0,4.0,29,607.638888888,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,384.40000000000003,0.0,0.0,202.546296296,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
180,180,105.5,20.0,1.45,760.0,90.7,138.0,386.0,163.8,202.546296296,120.0,12.5,2050.0,0,1464703712.7,0.0,4.166666666666667,469.28721,728.6184360000001,1.0,4.0,30,607.638888888,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,386.00000000000006,0.0,0.0,202.546296296,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
181,181,105.8,20.0,1.48,780.0,91.13,139.0,388.1,156.3,197.076851297,121.1,12.5,2050.0,0,1464703713.13,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,30,591.230553891,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,388.1000000000001,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
182,182,105.8,20.0,1.48,780.0,91.87,139.0,391.3,156.3,197.076851297,121.1,12.5,2050.0,0,1464703713.87,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,30,591.230553891,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,391.30000000000007,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
183,183,105.8,20.0,1.48,780.0,92.37,139.0,393.3,156.3,197.076851297,121.1,12.5,2050.0,0,1464703714.37,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,30,591.230553891,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,393.30000000000007,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
184,184,105.8,20.0,1.48,780.0,92.77,139.0,394.8,156.3,197.076851297,121.1,12.5,2050.0,0,1464703714.77,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,30,591.230553891,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,394.80000000000007,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
185,185,105.8,20.0,1.48,780.0,93.13,140.0,396.1,156.3,197.076851297,121.1,12.5,1960.0,0,1464703715.13,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,30,591.230553891,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,396.1000000000001,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
186,186,105.8,20.0,1.48,780.0,93.55,140.0,397.9,156.3,197.076851297,121.1,12.5,1960.0,0,1464703715.55,0.0,4.128819157720892,470.621676,695.256786,1.0,4.0,31,591.230553891,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,397.90000000000003,0.0,0.0,197.076851297,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
187,187,107.6,21.0,1.48,770.0,94.27,140.0,401.3,162.8,201.536931233,120.2,12.18,1960.0,0,1464703716.27,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,31,575.8198035228571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,401.30000000000007,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
188,188,107.6,21.0,1.48,770.0,94.65,140.0,403.0,162.8,201.536931233,120.2,12.18,1960.0,0,1464703716.65,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,31,575.8198035228571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,403.00000000000006,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
189,189,107.6,21.0,1.48,770.0,95.06,140.0,404.7,162.8,201.536931233,120.2,12.18,1960.0,0,1464703717.06,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,31,575.8198035228571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,404.70000000000005,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
190,190,107.6,21.0,1.48,770.0,95.79,140.0,407.5,162.8,201.536931233,120.2,12.18,1960.0,0,1464703717.79,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,31,575.8198035228571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,407.50000000000006,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
191,191,107.6,21.0,1.48,770.0,96.21,139.0,409.0,162.8,201.536931233,120.2,12.18,2050.0,0,1464703718.21,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,31,575.8198035228571,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,409.00000000000006,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
192,192,107.6,21.0,1.48,770.0,96.65,139.0,411.0,162.8,201.536931233,120.2,12.5,2050.0,0,1464703718.65,0.0,4.159733777038269,478.628472,724.1702160000001,1.0,4.0,32,575.8198035228571,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,411.00000000000006,0.0,0.0,201.536931233,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
193,193,112.2,20.0,1.48,750.0,97.06,140.0,412.9,171.4,203.56241295,119.8,12.5,2050.0,0,1464703719.06,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,32,610.68723885,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,412.90000000000003,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
194,194,112.2,20.0,1.48,750.0,97.51,140.0,415.0,171.4,203.56241295,119.8,12.5,2050.0,0,1464703719.51,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,32,610.68723885,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,415.00000000000006,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
195,195,112.2,20.0,1.48,750.0,98.38,140.0,418.5,171.4,203.56241295,119.8,12.5,2050.0,0,1464703720.38,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,32,610.68723885,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,418.50000000000006,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
196,196,112.2,20.0,1.48,750.0,98.76,140.0,420.0,171.4,203.56241295,119.8,12.5,2050.0,0,1464703720.76,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,32,610.68723885,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,420.00000000000006,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
197,197,112.2,20.0,1.48,750.0,99.2,141.0,421.6,171.4,203.56241295,119.8,12.5,1990.0,0,1464703721.2,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,32,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,421.6000000000001,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
198,198,112.2,20.0,1.48,750.0,99.59,141.0,423.4,171.4,203.56241295,119.8,12.43,1990.0,0,1464703721.59,0.0,4.173622704507513,499.090284,762.4249080000001,1.0,4.0,33,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,423.40000000000003,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
199,199,111.1,20.0,1.48,750.0,99.95,141.0,425.1,160.9,208.220018388,118.9,12.43,1990.0,0,1464703721.95,0.0,4.205214465937763,494.19724199999996,715.718598,1.0,4.0,33,624.660055164,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,425.1000000000001,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
200,200,111.1,20.0,1.48,750.0,100.81,141.0,428.9,160.9,208.220018388,118.9,12.43,1990.0,0,1464703722.81,0.0,4.205214465937763,494.19724199999996,715.718598,1.0,4.0,33,624.660055164,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,428.90000000000003,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
201,201,111.1,20.0,1.48,750.0,101.2,140.0,430.5,160.9,208.220018388,118.9,12.43,1990.0,0,1464703723.2,0.0,4.205214465937763,494.19724199999996,715.718598,1.0,4.0,33,624.660055164,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,430.50000000000006,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
202,202,111.1,20.0,1.48,750.0,101.62,140.0,432.1,160.9,208.220018388,118.9,12.43,1990.0,0,1464703723.62,0.0,4.205214465937763,494.19724199999996,715.718598,1.0,4.0,33,624.660055164,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,432.1000000000001,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
203,203,111.1,20.0,1.48,750.0,102.34,140.0,434.8,160.9,208.220018388,118.9,12.43,2010.0,0,1464703724.34,0.0,4.205214465937763,494.19724199999996,715.718598,1.0,4.0,33,624.660055164,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,434.80000000000007,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
204,204,104.0,20.0,1.48,780.0,102.71,140.0,436.6,166.4,208.220018388,118.9,12.58,2010.0,0,1464703724.71,0.0,4.205214465937763,462.61488,740.183808,1.0,4.0,34,624.660055164,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,436.6000000000001,0.0,0.0,0.0,208.220018388,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
205,205,104.0,20.0,1.48,780.0,103.09,140.0,438.4,166.4,206.132615276,119.3,12.58,2010.0,0,1464703725.09,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,34,618.3978458280001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,438.40000000000003,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
206,206,104.0,20.0,1.48,780.0,103.87,140.0,441.7,166.4,206.132615276,119.3,12.58,2010.0,0,1464703725.87,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,34,618.3978458280001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,441.70000000000005,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
207,207,104.0,20.0,1.48,780.0,104.26,140.0,443.2,166.4,206.132615276,119.3,12.58,2010.0,0,1464703726.26,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,34,618.3978458280001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,443.20000000000005,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
208,208,104.0,20.0,1.48,780.0,104.71,140.0,444.9,166.4,206.132615276,119.3,12.58,2010.0,0,1464703726.71,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,34,618.3978458280001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,444.90000000000003,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
209,209,104.0,20.0,1.48,780.0,105.09,141.0,446.3,166.4,206.132615276,119.3,12.58,2000.0,0,1464703727.09,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,34,618.3978458280001,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,446.30000000000007,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
210,210,104.0,20.0,1.48,780.0,105.58,141.0,448.5,166.4,206.132615276,119.3,12.43,2000.0,0,1464703727.58,0.0,4.191114836546522,462.61488,740.183808,1.0,4.0,35,618.3978458280001,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,448.50000000000006,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
211,211,106.0,20.0,1.51,790.0,106.06,141.0,450.8,166.0,201.034763031,120.3,12.43,2000.0,0,1464703728.06,0.0,4.156275976724855,471.51132,738.40452,1.0,4.0,35,603.104289093,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,450.80000000000007,0.0,0.0,201.034763031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
212,212,106.0,20.0,1.51,790.0,106.83,141.0,454.1,166.0,201.034763031,120.3,12.43,2000.0,0,1464703728.83,0.0,4.156275976724855,471.51132,738.40452,1.0,4.0,35,603.104289093,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,454.1000000000001,0.0,0.0,201.034763031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
213,213,106.0,20.0,1.51,790.0,107.19,141.0,455.5,166.0,201.034763031,120.3,12.43,2000.0,0,1464703729.19,0.0,4.156275976724855,471.51132,738.40452,1.0,4.0,35,603.104289093,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,455.50000000000006,0.0,0.0,201.034763031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
214,214,106.0,20.0,1.51,790.0,107.62,141.0,457.1,166.0,201.034763031,120.3,12.43,2000.0,0,1464703729.62,0.0,4.156275976724855,471.51132,738.40452,1.0,4.0,35,603.104289093,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,457.1000000000001,0.0,0.0,201.034763031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
215,215,106.0,20.0,1.51,790.0,107.97,141.0,458.4,166.0,201.034763031,120.3,12.43,1950.0,0,1464703729.97,0.0,4.156275976724855,471.51132,738.40452,1.0,4.0,35,603.104289093,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,458.40000000000003,0.0,0.0,201.034763031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
216,216,106.0,21.0,1.51,790.0,108.79,141.0,462.2,166.0,206.651840763,119.2,12.43,1950.0,0,1464703730.79,0.0,4.194630872483222,471.51132,738.40452,1.0,4.0,36,590.4338307514286,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,462.20000000000005,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
217,217,107.7,21.0,1.51,770.0,109.15,142.0,463.9,160.7,206.651840763,119.2,12.22,1950.0,0,1464703731.15,0.0,4.194630872483222,479.07329400000003,714.828954,1.0,4.0,36,590.4338307514286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,463.90000000000003,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
218,218,107.7,21.0,1.51,770.0,109.5,142.0,465.4,160.7,206.651840763,119.2,12.22,1950.0,0,1464703731.5,0.0,4.194630872483222,479.07329400000003,714.828954,1.0,4.0,36,590.4338307514286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,465.40000000000003,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
219,219,107.7,21.0,1.51,770.0,109.99,142.0,467.4,160.7,206.651840763,119.2,12.22,1950.0,0,1464703731.99,0.0,4.194630872483222,479.07329400000003,714.828954,1.0,4.0,36,590.4338307514286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,467.40000000000003,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
220,220,107.7,21.0,1.51,770.0,110.8,142.0,470.4,160.7,206.651840763,119.2,12.22,1950.0,0,1464703732.8,0.0,4.194630872483222,479.07329400000003,714.828954,1.0,4.0,36,590.4338307514286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,470.40000000000003,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
221,221,107.7,21.0,1.51,770.0,111.22,141.0,472.1,160.7,206.651840763,119.2,12.22,1980.0,0,1464703733.22,0.0,4.194630872483222,479.07329400000003,714.828954,1.0,4.0,37,590.4338307514286,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,472.1000000000001,0.0,0.0,0.0,206.651840763,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
222,222,108.8,20.0,1.45,750.0,111.58,141.0,473.9,159.1,207.172811545,119.1,12.34,1980.0,0,1464703733.58,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,37,621.518434635,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,473.90000000000003,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
223,223,108.8,20.0,1.45,750.0,112.36,140.0,477.5,159.1,207.172811545,119.1,12.34,1980.0,0,1464703734.36,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,37,621.518434635,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,477.50000000000006,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
224,224,108.8,20.0,1.45,750.0,112.77,140.0,479.1,159.1,207.172811545,119.1,12.34,1980.0,0,1464703734.77,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,37,621.518434635,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,479.1000000000001,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
225,225,108.8,20.0,1.45,750.0,113.22,140.0,480.9,159.1,207.172811545,119.1,12.34,1980.0,0,1464703735.22,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,37,621.518434635,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,480.90000000000003,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
226,226,108.8,20.0,1.45,750.0,113.61,140.0,482.3,159.1,207.172811545,119.1,12.34,1980.0,0,1464703735.61,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,37,621.518434635,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,482.30000000000007,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
227,227,108.8,20.0,1.45,750.0,114.34,141.0,485.3,159.1,207.172811545,119.1,12.34,2050.0,0,1464703736.34,0.0,4.198152812762385,483.966336,707.711802,1.0,4.0,38,621.518434635,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,485.30000000000007,0.0,0.0,0.0,207.172811545,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
228,228,108.8,20.0,1.45,750.0,114.76,141.0,487.3,159.1,203.56241295,119.8,12.34,2050.0,0,1464703736.76,0.0,4.173622704507513,483.966336,707.711802,1.0,4.0,38,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,487.30000000000007,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
229,229,108.4,20.0,1.48,770.0,115.13,141.0,489.0,162.4,203.56241295,119.8,12.58,2050.0,0,1464703737.13,0.0,4.173622704507513,482.187048,722.390928,1.0,4.0,38,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,489.00000000000006,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
230,230,108.4,20.0,1.48,770.0,115.51,141.0,490.6,162.4,203.56241295,119.8,12.58,2050.0,0,1464703737.51,0.0,4.173622704507513,482.187048,722.390928,1.0,4.0,38,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,490.6000000000001,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
231,231,108.4,20.0,1.48,770.0,116.35,141.0,493.9,162.4,203.56241295,119.8,12.58,2050.0,0,1464703738.35,0.0,4.173622704507513,482.187048,722.390928,1.0,4.0,38,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,493.90000000000003,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
232,232,108.4,20.0,1.48,770.0,116.76,141.0,495.4,162.4,203.56241295,119.8,12.58,2050.0,0,1464703738.76,0.0,4.173622704507513,482.187048,722.390928,1.0,4.0,38,610.68723885,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,495.40000000000003,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
233,233,108.4,20.0,1.48,770.0,117.16,142.0,497.1,162.4,203.56241295,119.8,12.58,1960.0,0,1464703739.16,0.0,4.173622704507513,482.187048,722.390928,1.0,4.0,38,610.68723885,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,497.1000000000001,0.0,0.0,0.0,203.56241295,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
234,234,103.6,21.0,1.48,780.0,117.9,142.0,500.6,163.3,205.099371012,119.5,12.29,1960.0,0,1464703739.9,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,39,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,500.6000000000001,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
235,235,103.6,21.0,1.48,780.0,118.3,142.0,502.3,163.3,205.099371012,119.5,12.29,1960.0,0,1464703740.3,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,39,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,502.30000000000007,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
236,236,103.6,21.0,1.48,780.0,118.65,142.0,503.8,163.3,205.099371012,119.5,12.29,1960.0,0,1464703740.65,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,39,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,503.80000000000007,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
237,237,103.6,21.0,1.48,780.0,119.02,142.0,505.2,163.3,205.099371012,119.5,12.29,1960.0,0,1464703741.02,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,39,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,505.20000000000005,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
238,238,103.6,21.0,1.48,780.0,119.79,142.0,508.0,163.3,205.099371012,119.5,12.29,1960.0,0,1464703741.79,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,39,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,508.00000000000006,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
239,239,103.6,21.0,1.48,780.0,120.2,142.0,509.8,163.3,205.099371012,119.5,12.29,2020.0,0,1464703742.2,0.0,4.184100418410042,460.83559199999996,726.3943260000001,1.0,4.0,40,585.9982028914286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,509.80000000000007,0.0,0.0,0.0,205.099371012,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
240,240,112.2,20.0,1.48,760.0,120.62,142.0,511.8,171.2,200.534261776,120.4,12.36,2020.0,0,1464703742.62,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,40,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,511.80000000000007,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
241,241,112.2,20.0,1.48,760.0,121.03,142.0,513.7,171.2,200.534261776,120.4,12.36,2020.0,0,1464703743.03,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,40,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,513.7,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
242,242,112.2,20.0,1.48,760.0,121.87,142.0,517.2,171.2,200.534261776,120.4,12.36,2020.0,0,1464703743.87,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,40,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,517.2,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
243,243,112.2,20.0,1.48,760.0,122.25,142.0,518.6,171.2,200.534261776,120.4,12.36,2020.0,0,1464703744.25,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,40,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,518.6,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
244,244,112.2,20.0,1.48,760.0,122.64,142.0,520.1,171.2,200.534261776,120.4,12.36,2020.0,0,1464703744.64,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,40,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,520.1,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
245,245,112.2,20.0,1.48,760.0,123.13,142.0,522.1,171.2,200.534261776,120.4,12.36,2020.0,0,1464703745.13,0.0,4.152823920265781,499.090284,761.535264,1.0,4.0,41,601.602785328,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,522.1,0.0,0.0,200.534261776,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
246,246,111.0,20.0,1.51,770.0,123.51,142.0,524.0,168.2,206.132615276,119.3,12.58,2020.0,0,1464703745.51,0.0,4.191114836546522,493.75242000000003,748.190604,1.0,4.0,41,618.3978458280001,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,524.0,0.0,0.0,0.0,206.132615276,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
