index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
949,949,109.6,18.0,1.45,780.0,475.03,139.0,1977.9,166.2,184.909381298,123.7,13.45,2350.0,0,1464704097.03,0.0,4.042037186742118,487.524912,739.2941639999999,1.0,4.0,153,616.3646043266667,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1977.9,0.0,0.0,184.909381298,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
950,950,109.6,18.0,1.45,780.0,475.78,139.0,1980.5,166.2,184.909381298,123.7,13.45,2350.0,0,1464704097.78,0.0,4.042037186742118,487.524912,739.2941639999999,1.0,4.0,154,616.3646043266667,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1980.5,0.0,0.0,184.909381298,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
951,951,109.6,18.0,1.45,780.0,476.18,140.0,1982.2,166.2,184.909381298,123.7,13.45,2380.0,0,1464704098.18,0.0,4.042037186742118,487.524912,739.2941639999999,1.0,4.0,154,616.3646043266667,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1982.2,0.0,0.0,184.909381298,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
952,952,108.3,18.0,1.51,820.0,476.56,140.0,1984.1,169.0,180.06291987,124.8,13.65,2380.0,0,1464704098.56,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,154,600.2097329000001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1984.1,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
953,953,108.3,18.0,1.51,820.0,477.03,140.0,1986.2,169.0,180.06291987,124.8,13.65,2380.0,0,1464704099.03,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,154,600.2097329000001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1986.2,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
954,954,108.3,18.0,1.51,820.0,477.82,140.0,1989.4,169.0,180.06291987,124.8,13.65,2380.0,0,1464704099.82,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,154,600.2097329000001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1989.4,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
955,955,108.3,18.0,1.51,820.0,478.21,140.0,1990.8,169.0,180.06291987,124.8,13.65,2380.0,0,1464704100.21,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,154,600.2097329000001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1990.8,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
956,956,108.3,18.0,1.51,820.0,478.57,140.0,1992.1,169.0,180.06291987,124.8,13.65,2380.0,0,1464704100.57,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,154,600.2097329000001,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1992.1,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
957,957,108.3,18.0,1.51,820.0,478.95,141.0,1993.4,169.0,180.06291987,124.8,13.65,2350.0,0,1464704100.95,0.0,4.006410256410256,481.742226,751.74918,1.0,4.0,155,600.2097329000001,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1993.4,0.0,0.0,180.06291987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
958,958,108.3,18.0,1.51,820.0,479.72,141.0,1996.7,169.0,184.46165902,123.8,13.65,2350.0,0,1464704101.72,0.0,4.038772213247173,481.742226,751.74918,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1996.7,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
959,959,111.9,18.0,1.48,790.0,480.11,141.0,1998.6,171.8,184.46165902,123.8,13.51,2350.0,0,1464704102.11,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1998.6,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
960,960,111.9,18.0,1.48,790.0,480.49,141.0,2000.2,171.8,184.46165902,123.8,13.51,2350.0,0,1464704102.49,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2000.2,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
961,961,111.9,18.0,1.48,790.0,481.32,141.0,2003.6,171.8,184.46165902,123.8,13.51,2350.0,0,1464704103.32,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2003.6,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
962,962,111.9,18.0,1.48,790.0,481.74,141.0,2005.1,171.8,184.46165902,123.8,13.51,2350.0,0,1464704103.74,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2005.1,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
963,963,111.9,18.0,1.48,790.0,482.11,141.0,2006.4,171.8,184.46165902,123.8,13.51,2350.0,0,1464704104.11,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,155,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2006.4,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
964,964,111.9,18.0,1.48,790.0,482.5,141.0,2007.7,171.8,184.46165902,123.8,13.51,2410.0,0,1464704104.5,0.0,4.038772213247173,497.75581800000003,764.204196,1.0,4.0,156,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2007.7,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
965,965,107.4,18.0,1.45,780.0,483.05,141.0,2010.2,164.8,184.46165902,123.8,13.65,2410.0,0,1464704105.05,0.0,4.038772213247173,477.738828,733.0666560000001,1.0,4.0,156,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2010.2,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
966,966,107.4,18.0,1.45,780.0,483.44,141.0,2012.0,164.8,182.685154505,124.2,13.65,2410.0,0,1464704105.44,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,156,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2012.0,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
967,967,107.4,18.0,1.45,780.0,484.23,141.0,2015.3,164.8,182.685154505,124.2,13.65,2410.0,0,1464704106.23,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,156,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2015.3,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
968,968,107.4,18.0,1.45,780.0,484.71,141.0,2017.1,164.8,182.685154505,124.2,13.65,2410.0,0,1464704106.71,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,156,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2017.1,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
969,969,107.4,18.0,1.45,780.0,485.11,141.0,2018.6,164.8,182.685154505,124.2,13.65,2410.0,0,1464704107.11,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,156,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2018.6,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
970,970,107.4,18.0,1.45,780.0,485.48,141.0,2019.9,164.8,182.685154505,124.2,13.65,2410.0,0,1464704107.48,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,156,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2019.9,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
971,971,107.4,18.0,1.45,780.0,486.25,141.0,2022.9,164.8,182.685154505,124.2,13.65,2330.0,0,1464704108.25,0.0,4.025764895330113,477.738828,733.0666560000001,1.0,4.0,157,608.9505150166667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2022.9,0.0,0.0,182.685154505,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
972,972,108.9,18.0,1.51,820.0,486.65,141.0,2024.8,170.9,179.2,125.0,13.42,2330.0,0,1464704108.65,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,157,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2024.8,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
973,973,108.9,18.0,1.51,820.0,487.03,141.0,2026.6,170.9,179.2,125.0,13.42,2330.0,0,1464704109.03,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,157,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2026.6,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
974,974,108.9,18.0,1.51,820.0,487.81,141.0,2029.8,170.9,179.2,125.0,13.42,2330.0,0,1464704109.81,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,157,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2029.8,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
975,975,108.9,18.0,1.51,820.0,488.17,141.0,2031.1,170.9,179.2,125.0,13.42,2330.0,0,1464704110.17,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,157,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2031.1,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
976,976,108.9,18.0,1.51,820.0,488.62,141.0,2032.7,170.9,179.2,125.0,13.42,2330.0,0,1464704110.62,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,157,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2032.7,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
977,977,108.9,18.0,1.51,820.0,489.04,141.0,2034.2,170.9,179.2,125.0,13.42,2320.0,0,1464704111.04,0.0,4.0,484.41115800000006,760.2007980000001,1.0,4.0,158,597.3333333333334,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2034.2,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
978,978,108.9,18.0,1.51,820.0,489.82,141.0,2037.7,170.9,186.261272335,123.4,13.42,2320.0,0,1464704111.82,0.0,4.051863857374392,484.41115800000006,760.2007980000001,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2037.7,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
979,979,111.9,18.0,1.48,800.0,490.22,141.0,2039.5,171.2,186.261272335,123.4,13.45,2320.0,0,1464704112.22,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2039.5,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
980,980,111.9,18.0,1.48,800.0,490.57,141.0,2041.0,171.2,186.261272335,123.4,13.45,2320.0,0,1464704112.57,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2041.0,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
981,981,111.9,18.0,1.48,800.0,491.32,141.0,2044.0,171.2,186.261272335,123.4,13.45,2320.0,0,1464704113.32,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2044.0,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
982,982,111.9,18.0,1.48,800.0,491.71,141.0,2045.5,171.2,186.261272335,123.4,13.45,2320.0,0,1464704113.71,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2045.5,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
983,983,111.9,18.0,1.48,800.0,492.12,141.0,2046.9,171.2,186.261272335,123.4,13.45,2320.0,0,1464704114.12,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,158,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2046.9,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
984,984,111.9,18.0,1.48,800.0,492.58,141.0,2048.5,171.2,186.261272335,123.4,13.45,2390.0,0,1464704114.58,0.0,4.051863857374392,497.75581800000003,761.535264,1.0,4.0,159,620.8709077833333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2048.5,0.0,0.0,186.261272335,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
985,985,111.9,18.0,1.48,800.0,493.36,141.0,2052.1,171.2,184.46165902,123.8,13.73,2390.0,0,1464704115.36,0.0,4.038772213247173,497.75581800000003,761.535264,1.0,4.0,159,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2052.1,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
986,986,104.7,18.0,1.48,800.0,493.75,141.0,2053.8,164.5,184.46165902,123.8,13.73,2390.0,0,1464704115.75,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,159,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2053.8,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
987,987,104.7,18.0,1.48,800.0,494.1,141.0,2055.3,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.1,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,159,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2055.3,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
988,988,104.7,18.0,1.48,800.0,494.51,141.0,2056.9,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.51,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,159,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2056.9,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
989,989,104.7,18.0,1.48,800.0,494.89,141.0,2058.3,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.89,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,159,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2058.3,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
990,990,104.7,18.0,1.48,800.0,495.82,141.0,2061.5,164.5,184.46165902,123.8,13.73,2390.0,0,1464704117.82,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,160,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2061.5,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
991,991,104.7,18.0,1.48,800.0,496.21,141.0,2063.1,164.5,184.46165902,123.8,13.73,2380.0,0,1464704118.21,0.0,4.038772213247173,465.728634,731.7321900000001,1.0,4.0,160,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2063.1,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
992,992,108.9,18.0,1.51,820.0,496.57,141.0,2064.8,170.4,177.490631608,125.4,13.58,2380.0,0,1464704118.57,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,160,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2064.8,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
993,993,108.9,18.0,1.51,820.0,496.97,141.0,2066.6,170.4,177.490631608,125.4,13.58,2380.0,0,1464704118.97,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,160,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2066.6,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
994,994,108.9,18.0,1.51,820.0,497.71,141.0,2069.8,170.4,177.490631608,125.4,13.58,2380.0,0,1464704119.71,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,160,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2069.8,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
995,995,108.9,18.0,1.51,820.0,498.12,141.0,2071.4,170.4,177.490631608,125.4,13.58,2380.0,0,1464704120.12,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,160,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2071.4,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
996,996,108.9,18.0,1.51,820.0,498.6,141.0,2073.1,170.4,177.490631608,125.4,13.58,2380.0,0,1464704120.6,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,160,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2073.1,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
997,997,108.9,18.0,1.51,820.0,498.96,141.0,2074.3,170.4,177.490631608,125.4,13.58,2350.0,0,1464704120.96,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,161,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2074.3,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
998,998,108.9,18.0,1.51,820.0,499.78,141.0,2077.7,170.4,177.490631608,125.4,13.58,2350.0,0,1464704121.78,0.0,3.987240829346092,484.41115800000006,757.9766880000001,1.0,4.0,161,591.6354386933333,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2077.7,0.0,0.0,177.490631608,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
999,999,111.9,18.0,1.48,790.0,500.15,141.0,2079.5,175.8,184.46165902,123.8,13.52,2350.0,0,1464704122.15,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,161,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2079.5,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1000,1000,111.9,18.0,1.48,790.0,500.52,141.0,2081.2,175.8,184.46165902,123.8,13.52,2350.0,0,1464704122.52,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,161,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2081.2,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1001,1001,111.9,18.0,1.48,790.0,501.25,141.0,2084.1,175.8,184.46165902,123.8,13.52,2350.0,0,1464704123.25,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,161,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2084.1,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1002,1002,111.9,18.0,1.48,790.0,501.63,141.0,2085.6,175.8,184.46165902,123.8,13.52,2350.0,0,1464704123.63,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,161,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2085.6,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1003,1003,111.9,18.0,1.48,790.0,502.03,141.0,2087.0,175.8,184.46165902,123.8,13.52,2350.0,0,1464704124.03,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,161,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2087.0,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1004,1004,111.9,18.0,1.48,790.0,502.39,141.0,2088.2,175.8,184.46165902,123.8,13.52,2360.0,0,1464704124.39,0.0,4.038772213247173,497.75581800000003,781.9970760000001,1.0,4.0,162,614.8721967333335,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2088.2,0.0,0.0,184.46165902,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1005,1005,111.9,18.0,1.48,790.0,503.2,141.0,2091.7,175.8,185.809182066,123.5,13.52,2360.0,0,1464704125.2,0.0,4.048582995951417,497.75581800000003,781.9970760000001,1.0,4.0,162,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2091.7,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1006,1006,108.8,18.0,1.48,790.0,503.56,141.0,2093.4,168.1,185.809182066,123.5,13.58,2360.0,0,1464704125.56,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,162,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2093.4,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1007,1007,108.8,18.0,1.48,790.0,503.94,141.0,2095.0,168.1,185.809182066,123.5,13.58,2360.0,0,1464704125.94,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,162,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2095.0,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1008,1008,108.8,18.0,1.48,790.0,504.78,141.0,2098.4,168.1,185.809182066,123.5,13.58,2360.0,0,1464704126.78,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,162,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2098.4,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1009,1009,108.8,18.0,1.48,790.0,505.2,141.0,2099.9,168.1,185.809182066,123.5,13.58,2360.0,0,1464704127.2,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,162,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2099.9,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1010,1010,108.8,18.0,1.48,790.0,505.59,141.0,2101.3,168.1,185.809182066,123.5,13.58,2360.0,0,1464704127.59,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,163,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2101.3,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1011,1011,108.8,18.0,1.48,790.0,505.96,141.0,2102.5,168.1,185.809182066,123.5,13.58,2350.0,0,1464704127.96,0.0,4.048582995951417,483.966336,747.745782,1.0,4.0,163,619.36394022,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2102.5,0.0,0.0,185.809182066,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1012,1012,108.8,18.0,1.48,790.0,506.74,141.0,2106.2,168.1,183.570541439,124.0,13.49,2350.0,0,1464704128.74,0.0,4.032258064516129,483.966336,747.745782,1.0,4.0,163,611.9018047966667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2106.2,0.0,0.0,183.570541439,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1013,1013,113.7,18.0,1.48,790.0,507.09,141.0,2107.8,168.6,183.570541439,124.0,13.49,2350.0,0,1464704129.09,0.0,4.032258064516129,505.76261400000004,749.969892,1.0,4.0,163,611.9018047966667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2107.8,0.0,0.0,183.570541439,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1014,1014,113.7,18.0,1.48,790.0,507.52,141.0,2109.6,168.6,183.570541439,124.0,13.49,2350.0,0,1464704129.52,0.0,4.032258064516129,505.76261400000004,749.969892,1.0,4.0,163,611.9018047966667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2109.6,0.0,0.0,183.570541439,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1015,1015,113.7,18.0,1.48,790.0,507.96,141.0,2111.3,168.6,183.570541439,124.0,13.49,2350.0,0,1464704129.96,0.0,4.032258064516129,505.76261400000004,749.969892,1.0,4.0,163,611.9018047966667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2111.3,0.0,0.0,183.570541439,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1016,1016,113.7,18.0,1.48,790.0,508.78,141.0,2114.4,168.6,183.570541439,124.0,13.49,2350.0,0,1464704130.78,0.0,4.032258064516129,505.76261400000004,749.969892,1.0,4.0,163,611.9018047966667,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2114.4,0.0,0.0,183.570541439,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
