index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
669,669,0.0,17.0,0.0,0.0,141.0,2139.82880541714,0.0,0.0,896.1474502751414,1.7752151912688572,0.0,0.0,50.447857,14.322273,1458889782.0,672.0,0.0,0.557943896226549,0.0,0.0,1.0,4.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2139.82880541714,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
670,670,0.0,17.0,0.0,0.0,141.0,2140.2537791409536,0.0,0.0,994.079980293316,1.7165192602379935,0.0,0.0,50.447857,14.322267,1458889783.0,673.0,0.0,0.5029776375261763,0.0,0.0,1.0,4.0,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2140.2537791409536,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
671,671,0.0,17.0,0.0,0.0,141.0,2140.973296136261,0.0,0.0,1028.0722874663616,1.766516194253874,0.0,0.0,50.447854,14.322258,1458889784.0,674.0,0.0,0.4863471237340983,0.0,0.0,1.0,4.0,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2140.973296136261,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
672,672,0.0,17.0,0.0,0.0,141.0,2141.481422505965,0.0,0.0,998.9752078657292,1.7165193067284266,0.0,0.0,50.447853,14.322251,1458889785.0,675.0,0.0,0.5005129217052644,0.0,0.0,1.0,4.0,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2141.481422505965,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
673,673,0.0,17.0,0.0,0.0,141.0,2141.9063962657037,0.0,0.0,1028.0722596219175,1.358615695910348,0.0,0.0,50.447853,14.322245,1458889786.0,676.0,0.0,0.48634713690638764,0.0,0.0,1.0,4.0,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2141.9063962657037,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
674,674,0.0,17.0,0.0,0.0,141.0,2142.3313700256667,0.0,0.0,1298.8999668302006,1.2999197360141164,0.0,0.0,50.447853,14.322239,1458889787.0,677.0,0.0,0.38494111384126534,0.0,0.0,1.0,4.0,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2142.3313700256667,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
675,675,0.0,17.0,0.0,0.0,141.0,2142.685514825486,0.0,0.0,1357.5498805518382,1.3999135619408651,0.0,0.0,50.447853,14.322234,1458889788.0,678.0,0.0,0.3683105918706664,0.0,0.0,1.0,4.0,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2142.685514825486,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
676,676,0.0,17.0,0.0,0.0,141.0,2142.898001705468,0.0,0.0,1260.582031869397,1.399913561861356,0.0,0.0,50.447853,14.322231,1458889789.0,679.0,0.0,0.3966421758832452,0.0,0.0,1.0,4.0,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2142.898001705468,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
677,677,0.0,17.0,0.0,0.0,141.0,2143.322975465318,0.0,0.0,1260.582031940993,1.3999135619408651,0.0,0.0,50.447853,14.322225,1458889790.0,680.0,0.0,0.39664217586071754,0.0,0.0,1.0,4.0,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2143.322975465318,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
678,678,0.0,17.0,0.0,0.0,141.0,2143.889607145119,0.0,0.0,1260.582031869397,1.3499166489774903,0.0,0.0,50.447853,14.322217,1458889791.0,681.0,0.0,0.3966421758832452,0.0,0.0,1.0,4.0,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2143.889607145119,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
679,679,0.0,17.0,0.0,0.0,141.0,2144.3145809049697,0.0,0.0,1307.270255307716,1.3042058749942806,0.0,0.0,50.447853,14.322211,1458889792.0,682.0,0.0,0.38247638387695576,0.0,0.0,1.0,4.0,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2144.3145809049697,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
680,680,0.0,17.0,0.0,0.0,141.0,2144.6687257049016,0.0,0.0,1353.088431962998,1.199443725750156,0.0,0.0,50.447853,14.322206,1458889793.0,683.0,0.0,0.3695249979150462,0.0,0.0,1.0,4.0,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2144.6687257049016,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
681,681,0.0,17.0,0.0,0.0,141.0,2144.810383624852,0.0,0.0,1471.2702600943276,1.3337697497499934,0.0,0.0,50.447853,14.322204,1458889794.0,684.0,0.0,0.33984238896254415,0.0,0.0,1.0,4.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2144.810383624852,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
682,682,0.0,17.0,0.0,0.0,141.0,2145.170600454893,0.0,0.0,1323.0963460400296,1.3337697497499934,0.0,0.0,50.447855,14.3222,1458889795.0,685.0,0.0,0.3779014290958315,0.0,0.0,1.0,4.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2145.170600454893,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
683,683,0.0,17.0,0.0,0.0,141.0,2145.588819089932,0.0,0.0,1323.09634604003,1.533757401523982,0.0,0.0,50.447857,14.322195,1458889796.0,686.0,0.0,0.37790142909583135,0.0,0.0,1.0,4.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2145.588819089932,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
684,684,0.0,17.0,0.0,0.0,141.0,2146.204088050449,0.0,0.0,1150.576929962641,1.579468175427683,0.0,0.0,50.447853,14.322189,1458889797.0,687.0,0.0,0.4345645970984616,0.0,0.0,1.0,4.0,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2146.204088050449,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
685,685,0.0,17.0,0.0,0.0,141.0,2146.558232850381,0.0,0.0,1117.2785307149986,1.3842488471300889,0.0,0.0,50.447853,14.322184,1458889798.0,688.0,0.0,0.44751598303784346,0.0,0.0,1.0,4.0,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2146.558232850381,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
686,686,0.0,17.0,0.0,0.0,141.0,2146.9832066103445,0.0,0.0,1274.8472834285828,1.279536386504732,0.0,0.0,50.447853,14.322178,1458889799.0,689.0,0.0,0.39220384002019176,0.0,0.0,1.0,4.0,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2146.9832066103445,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
687,687,0.0,17.0,0.0,0.0,141.0,2147.408180370083,0.0,0.0,1379.1760054386032,1.463859323388435,0.0,0.0,50.447853,14.322172,1458889800.0,690.0,0.0,0.3625353095096741,0.0,0.0,1.0,4.0,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2147.408180370083,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
688,688,0.0,17.0,0.0,0.0,141.0,2147.549838290033,0.0,0.0,1205.51603160072,1.4138624103455515,0.0,0.0,50.447853,14.32217,1458889801.0,691.0,0.0,0.41476014162672326,0.0,0.0,1.0,4.0,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2147.549838290033,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
689,689,0.0,17.0,0.0,0.0,141.0,2148.0167645979977,0.0,0.0,1248.1454131888563,1.3638654975411952,0.0,0.0,50.447857,14.322168,1458889802.0,692.0,0.0,0.40059434959790635,0.0,0.0,1.0,4.0,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2148.0167645979977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
690,690,0.0,17.0,0.0,0.0,141.0,2148.632033558515,0.0,0.0,1293.9002310230655,1.4138624105045696,0.0,0.0,50.447853,14.322162,1458889803.0,693.0,0.0,0.38642855763667205,0.0,0.0,1.0,4.0,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2148.632033558515,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
691,691,0.0,17.0,0.0,0.0,141.0,2148.986178358334,0.0,0.0,1248.1454130484765,1.2342581083194748,0.0,0.0,50.447853,14.322157,1458889804.0,694.0,0.0,0.40059434964296153,0.0,0.0,1.0,4.0,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2148.986178358334,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
692,692,0.0,17.0,0.0,0.0,141.0,2149.340323158266,0.0,0.0,1429.7705402605832,0.8499475196617834,0.0,0.0,50.447853,14.322152,1458889805.0,695.0,0.0,0.34970646402385125,0.0,0.0,1.0,4.0,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2149.340323158266,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
693,693,0.0,17.0,0.0,0.0,141.0,2149.552810038248,0.0,0.0,2076.252758588159,0.6499598681263219,0.0,0.0,50.447853,14.322149,1458889806.0,696.0,0.0,0.24081846390417194,0.0,0.0,1.0,4.0,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2149.552810038248,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
694,694,0.0,17.0,0.0,0.0,141.0,2149.7652969181167,0.0,0.0,2715.0997606054734,0.5499660421995731,0.0,0.0,50.447853,14.322146,1458889807.0,697.0,0.0,0.1841552959691245,0.0,0.0,1.0,4.0,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2149.7652969181167,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
695,695,0.0,17.0,0.0,0.0,141.0,2149.8361258780355,0.0,0.0,3208.754262890581,0.5999629550834384,0.0,0.0,50.447853,14.322145,1458889808.0,698.0,0.0,0.1558237119565457,0.0,0.0,1.0,4.0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2149.8361258780355,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
696,696,0.0,17.0,0.0,0.0,141.0,2149.9069548381794,0.0,0.0,2941.3580745289823,0.8313782845578215,0.0,0.0,50.447853,14.322144,1458889809.0,699.0,0.0,0.1699895039403076,0.0,0.0,1.0,4.0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2149.9069548381794,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
697,697,0.0,17.0,0.0,0.0,141.0,2150.1194417180486,0.0,0.0,2122.62686568909,1.0434060360579969,0.0,0.0,50.447853,14.322141,1458889810.0,700.0,0.0,0.2355571806247161,0.0,0.0,1.0,4.0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2150.1194417180486,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
698,698,0.0,17.0,0.0,0.0,141.0,2150.402757557949,0.0,0.0,1691.2935342218505,1.427716659642322,0.0,0.0,50.447853,14.322137,1458889811.0,701.0,0.0,0.2956317102164325,0.0,0.0,1.0,4.0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2150.402757557949,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
699,699,0.0,17.0,0.0,0.0,141.0,2150.94308282124,0.0,0.0,1236.033683878875,1.4277166850007372,0.0,0.0,50.44785,14.322131,1458889812.0,702.0,0.0,0.4045197202319912,0.0,0.0,1.0,4.0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2150.94308282124,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
700,700,0.0,17.0,0.0,0.0,141.0,2151.3142844291174,0.0,0.0,1236.0336619250404,1.3777197974752875,0.0,0.0,50.447849,14.322126,1458889813.0,703.0,0.0,0.4045197274168757,0.0,0.0,1.0,4.0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2151.3142844291174,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
701,701,0.0,17.0,0.0,0.0,141.0,2151.929553439339,0.0,0.0,1280.8888175859977,1.2522052380095885,0.0,0.0,50.447845,14.32212,1458889814.0,704.0,0.0,0.3903539426179981,0.0,0.0,1.0,4.0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2151.929553439339,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
702,702,0.0,17.0,0.0,0.0,141.0,2152.1420403551324,0.0,0.0,1409.2784703232717,1.176345284245563,0.0,0.0,50.447845,14.322117,1458889815.0,705.0,0.0,0.3547914841027167,0.0,0.0,1.0,4.0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2152.1420403551324,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
703,703,0.0,17.0,0.0,0.0,141.0,2152.3545272710385,0.0,0.0,1500.159779604776,0.9568858483866178,0.0,0.0,50.447845,14.322114,1458889816.0,706.0,0.0,0.3332978305362428,0.0,0.0,1.0,4.0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2152.3545272710385,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
704,704,0.0,17.0,0.0,0.0,141.0,2152.717040241753,0.0,0.0,1844.2177667569956,1.1454913820276602,0.0,0.0,50.447848,14.322112,1458889817.0,707.0,0.0,0.271117657042875,0.0,0.0,1.0,4.0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2152.717040241753,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
705,705,0.0,17.0,0.0,0.0,141.0,2152.980773581798,0.0,0.0,1540.566703547953,1.2103487304291167,0.0,0.0,50.447846,14.32211,1458889818.0,708.0,0.0,0.3245558915745037,0.0,0.0,1.0,4.0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2152.980773581798,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
706,706,0.0,17.0,0.0,0.0,141.0,2153.2851417245533,0.0,0.0,1458.0144036068705,1.1044479952882538,0.0,0.0,50.447845,14.322106,1458889819.0,709.0,0.0,0.3429321402882497,0.0,0.0,1.0,4.0,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2153.2851417245533,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
707,707,0.0,17.0,0.0,0.0,141.0,2153.764819813005,0.0,0.0,1597.8170904211424,1.3196888698965756,0.0,0.0,50.447843,14.3221,1458889820.0,710.0,0.0,0.31292693199833854,0.0,0.0,1.0,4.0,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2153.764819813005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
708,708,0.0,17.0,0.0,0.0,141.0,2154.06918797248,0.0,0.0,1337.213583146489,1.2319761470092676,0.0,0.0,50.447842,14.322096,1458889821.0,711.0,0.0,0.37391184647069653,0.0,0.0,1.0,4.0,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2154.06918797248,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
709,709,0.0,17.0,0.0,0.0,141.0,2154.281674901745,0.0,0.0,1432.4188716128333,1.1341730985966656,0.0,0.0,50.447842,14.322093,1458889822.0,712.0,0.0,0.3490599083192925,0.0,0.0,1.0,4.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2154.281674901745,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
710,710,0.0,17.0,0.0,0.0,141.0,2154.850332814152,0.0,0.0,1555.9405213687808,1.0193188351186329,0.0,0.0,50.447838,14.322088,1458889823.0,713.0,0.0,0.32134904460238856,0.0,0.0,1.0,4.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2154.850332814152,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
711,711,0.0,17.0,0.0,0.0,141.0,2155.03044126615,0.0,0.0,1731.2599567019251,0.9193249860261796,0.0,0.0,50.447839,14.322086,1458889824.0,714.0,0.0,0.28880700328361264,0.0,0.0,1.0,4.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2155.03044126615,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
712,712,0.0,17.0,0.0,0.0,141.0,2155.371565036017,0.0,0.0,1919.5669748746373,0.6679101744762768,0.0,0.0,50.447842,14.322085,1458889825.0,715.0,0.0,0.2604754127074175,0.0,0.0,1.0,4.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2155.371565036017,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
713,713,0.0,17.0,0.0,0.0,141.0,2155.5132229888977,0.0,0.0,2642.130558554056,0.7407624947802286,0.0,0.0,50.447842,14.322083,1458889826.0,716.0,0.0,0.18924121610161165,0.0,0.0,1.0,4.0,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2155.5132229888977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
714,714,0.0,17.0,0.0,0.0,141.0,2155.584051965282,0.0,0.0,2382.2829784011933,0.6999569436471746,0.0,0.0,50.447842,14.322082,1458889827.0,717.0,0.0,0.20988270685439808,0.0,0.0,1.0,4.0,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2155.584051965282,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
715,715,0.0,17.0,0.0,0.0,141.0,2155.79653889466,0.0,0.0,2521.16347779596,1.0013686797830583,0.0,0.0,50.447842,14.322079,1458889828.0,718.0,0.0,0.19832113403336613,0.0,0.0,1.0,4.0,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2155.79653889466,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
716,716,0.0,17.0,0.0,0.0,141.0,2156.079854800422,0.0,0.0,1762.2938663662376,1.2013563990999758,0.0,0.0,50.447842,14.322075,1458889829.0,719.0,0.0,0.28372112593853327,0.0,0.0,1.0,4.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2156.079854800422,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
717,717,0.0,17.0,0.0,0.0,141.0,2156.363170706184,0.0,0.0,1468.9278582733748,1.2513533405915656,0.0,0.0,50.447842,14.322071,1458889830.0,720.0,0.0,0.3403843130783265,0.0,0.0,1.0,4.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2156.363170706184,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
718,718,0.0,17.0,0.0,0.0,141.0,2156.9318286185903,0.0,0.0,1410.2378801487782,1.4236950881539012,0.0,0.0,50.447838,14.322066,1458889831.0,721.0,0.0,0.3545501131676102,0.0,0.0,1.0,4.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2156.9318286185903,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
719,719,0.0,17.0,0.0,0.0,141.0,2157.2859735306733,0.0,0.0,1239.5251602934354,1.3237012559670556,0.0,0.0,50.447838,14.322061,1458889832.0,722.0,0.0,0.4033802749769387,0.0,0.0,1.0,4.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2157.2859735306733,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
720,720,0.0,17.0,0.0,0.0,141.0,2157.5692894604977,0.0,0.0,1333.160238685202,1.1084603949793883,0.0,0.0,50.447838,14.322057,1458889833.0,723.0,0.0,0.37504868919066564,0.0,0.0,1.0,4.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2157.5692894604977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
721,721,0.0,17.0,0.0,0.0,141.0,2158.0967561753064,0.0,0.0,1592.033319680092,1.0232732771340876,0.0,0.0,50.447834,14.322053,1458889834.0,724.0,0.0,0.3140637785774933,0.0,0.0,1.0,4.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2158.0967561753064,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
722,722,0.0,17.0,0.0,0.0,141.0,2158.238414152137,0.0,0.0,1724.5694984778715,1.0094502817072215,0.0,0.0,50.447834,14.322051,1458889835.0,725.0,0.0,0.28992742852132475,0.0,0.0,1.0,4.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2158.238414152137,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
723,723,0.0,17.0,0.0,0.0,141.0,2158.502147511478,0.0,0.0,1748.185041236902,0.854274617535771,0.0,0.0,50.447836,14.322049,1458889836.0,726.0,0.0,0.2860109131503794,0.0,0.0,1.0,4.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2158.502147511478,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
724,724,0.0,17.0,0.0,0.0,141.0,2158.7356106732805,0.0,0.0,2065.7360597267752,1.0838758025464832,0.0,0.0,50.447838,14.322048,1458889837.0,727.0,0.0,0.2420444749684684,0.0,0.0,1.0,4.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2158.7356106732805,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
725,725,0.0,17.0,0.0,0.0,141.0,2158.99934402625,0.0,0.0,1628.143997870328,0.9977049358510708,0.0,0.0,50.44784,14.322046,1458889838.0,728.0,0.0,0.3070981440548369,0.0,0.0,1.0,4.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2158.99934402625,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
726,726,0.0,17.0,0.0,0.0,141.0,2159.3069785501493,0.0,0.0,1768.7653122088616,1.0477555421878486,0.0,0.0,50.447842,14.322043,1458889839.0,729.0,0.0,0.28268306515780334,0.0,0.0,1.0,4.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2159.3069785501493,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
727,727,0.0,17.0,0.0,0.0,141.0,2159.7739048724115,0.0,0.0,1684.272534286011,1.140837907722411,0.0,0.0,50.447838,14.322041,1458889840.0,730.0,0.0,0.2968640702865571,0.0,0.0,1.0,4.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2159.7739048724115,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
728,728,0.0,17.0,0.0,0.0,141.0,2159.9155628372678,0.0,0.0,1546.8506703779085,1.1779548998827882,0.0,0.0,50.447838,14.322039,1458889841.0,731.0,0.0,0.3232374071880163,0.0,0.0,1.0,4.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2159.9155628372678,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
729,729,0.0,17.0,0.0,0.0,141.0,2160.2199310247133,0.0,0.0,1498.109887338248,1.034524577276328,0.0,0.0,50.447837,14.322035,1458889842.0,732.0,0.0,0.33375388830012337,0.0,0.0,1.0,4.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2160.2199310247133,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
730,730,0.0,17.0,0.0,0.0,141.0,2160.6155310621903,0.0,0.0,1705.8133959456216,1.0845215313676122,0.0,0.0,50.447834,14.322032,1458889843.0,733.0,0.0,0.2931152968949595,0.0,0.0,1.0,4.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2160.6155310621903,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
731,731,0.0,17.0,0.0,0.0,141.0,2160.9757479916498,0.0,0.0,1627.174593876064,1.0196642106892877,0.0,0.0,50.447832,14.322028,1458889844.0,734.0,0.0,0.30728110055415675,0.0,0.0,1.0,4.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2160.9757479916498,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
