index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
0,139.5,0,0,1.39,780.0,0.0,81,4.8,228.4,198.548788525,120.8,3.25,0.0,0.0,1481734697.22
1,139.5,0,0,1.39,780.0,0.0,81,4.8,228.4,198.548788525,120.8,3.25,0.0,0.0,1481734697.22
2,139.5,0,0,1.39,780.0,0.379999876022,81,6.5,228.4,198.548788525,120.8,3.25,0.0,0.0,1481734697.6
3,139.5,0,0,1.39,780.0,1.24000000954,81,10.1,228.4,198.548788525,120.8,3.25,0.0,0.0,1481734698.46
4,139.5,0,0,1.39,780.0,1.61999988556,81,11.6,228.4,198.548788525,120.8,3.25,0.0,0.0,1481734698.84
5,139.5,0,0,1.39,780.0,2.05999994278,81,13.5,228.4,198.548788525,120.8,3.25,1750.0,0.0,1481734699.28
6,142.9,22,131,1.48,730.0,2.76999998093,81,17.1,211.6,236.240030671,114.0,11.79,1750.0,0.0,1481734699.99
7,142.9,22,131,1.48,730.0,3.17000007629,81,19.0,211.6,236.240030671,114.0,11.79,1750.0,0.0,1481734700.39
8,142.9,22,131,1.48,730.0,3.52999997139,81,20.6,211.6,236.240030671,114.0,11.79,1750.0,0.0,1481734700.75
9,142.9,22,131,1.48,730.0,4.27999997139,85,23.6,211.6,236.240030671,114.0,11.79,1750.0,0.0,1481734701.5
10,142.9,22,131,1.48,730.0,4.66000008583,85,25.1,211.6,236.240030671,114.0,11.79,1750.0,0.0,1481734701.88
11,142.9,22,131,1.48,730.0,5.05999994278,89,26.7,211.6,236.240030671,114.0,11.79,2220.0,0.0,1481734702.28
12,131.0,19,132,1.45,710.0,5.54999995232,89,29.1,196.3,235.619435461,114.1,13.72,2220.0,0.0,1481734702.77
13,131.0,19,132,1.45,710.0,5.96000003815,93,31.2,196.3,235.619435461,114.1,13.72,2220.0,0.0,1481734703.18
14,131.0,19,132,1.45,710.0,6.74000000954,93,34.6,196.3,235.619435461,114.1,13.72,2220.0,0.0,1481734703.96
15,131.0,19,132,1.45,710.0,7.09999990463,99,36.1,196.3,235.619435461,114.1,13.72,2220.0,0.0,1481734704.32
16,131.0,19,132,1.45,710.0,7.49000000954,99,37.6,196.3,235.619435461,114.1,13.72,2220.0,0.0,1481734704.71
17,131.0,19,132,1.45,710.0,7.92000007629,101,39.3,196.3,235.619435461,114.1,13.72,1990.0,0.0,1481734705.14
18,131.0,21,132,1.45,710.0,8.72000002861,101,43.2,196.3,235.619435461,114.1,12.67,1990.0,0.0,1481734705.94
19,120.7,21,132,1.42,700.0,9.13999986649,105,45.1,182.1,235.619435461,114.1,12.67,1990.0,0.0,1481734706.36
20,120.7,21,132,1.42,700.0,9.51999998093,105,46.8,182.1,235.619435461,114.1,12.67,1990.0,0.0,1481734706.74
21,120.7,21,132,1.42,700.0,9.91000008583,108,48.4,182.1,235.619435461,114.1,12.67,1990.0,0.0,1481734707.13
22,120.7,21,132,1.42,700.0,10.6600000858,108,51.2,182.1,235.619435461,114.1,12.67,1990.0,0.0,1481734707.88
23,120.7,21,132,1.42,700.0,11.0299999714,109,52.7,182.1,235.619435461,114.1,12.67,2060.0,0.0,1481734708.25
24,111.3,20,131,1.48,750.0,11.4400000572,109,54.8,176.4,220.786438063,116.6,12.91,2060.0,0.0,1481734708.66
25,111.3,20,131,1.48,750.0,12.1700000763,111,58.1,176.4,220.786438063,116.6,12.91,2060.0,0.0,1481734709.39
26,111.3,20,131,1.48,750.0,12.5899999142,111,59.9,176.4,220.786438063,116.6,12.91,2060.0,0.0,1481734709.81
27,111.3,20,131,1.48,750.0,12.9500000477,112,61.3,176.4,220.786438063,116.6,12.91,2060.0,0.0,1481734710.17
28,111.3,20,131,1.48,750.0,13.3899998665,112,63.0,176.4,220.786438063,116.6,12.91,1910.0,0.0,1481734710.61
29,111.3,21,131,1.48,750.0,14.2100000381,113,66.6,176.4,219.65420213,116.8,12.91,1910.0,0.0,1481734711.43
30,124.4,21,131,1.48,730.0,14.5999999046,113,68.6,188.9,219.65420213,116.8,12.21,1910.0,0.0,1481734711.82
31,124.4,21,131,1.48,730.0,14.9800000191,114,70.3,188.9,219.65420213,116.8,12.21,1910.0,0.0,1481734712.2
32,124.4,21,131,1.48,730.0,15.7400000095,114,73.5,188.9,219.65420213,116.8,12.21,1910.0,0.0,1481734712.96
33,124.4,21,131,1.48,730.0,16.1499998569,115,75.1,188.9,219.65420213,116.8,12.21,1910.0,0.0,1481734713.37
34,124.4,21,131,1.48,730.0,16.5699999332,115,76.8,188.9,219.65420213,116.8,12.21,1930.0,0.0,1481734713.79
35,124.4,21,131,1.48,730.0,16.9700000286,115,78.7,188.9,219.65420213,116.8,12.42,1930.0,0.0,1481734714.19
36,108.6,21,131,1.45,720.0,17.7799999714,115,82.4,160.4,230.732067845,114.9,12.42,1930.0,0.0,1481734715.0
37,108.6,21,131,1.45,720.0,18.1399998665,116,84.0,160.4,230.732067845,114.9,12.42,1930.0,0.0,1481734715.36
38,108.6,21,131,1.45,720.0,18.5199999809,116,85.5,160.4,230.732067845,114.9,12.42,1930.0,0.0,1481734715.74
39,108.6,21,131,1.45,720.0,19.25,117,88.2,160.4,230.732067845,114.9,12.42,1930.0,0.0,1481734716.47
40,108.6,21,131,1.45,720.0,19.6399998665,117,89.9,160.4,230.732067845,114.9,12.42,1940.0,0.0,1481734716.86
41,107.5,21,131,1.51,770.0,20.0299999714,117,91.8,171.9,214.107644192,117.8,12.35,1940.0,0.0,1481734717.25
42,107.5,21,131,1.51,770.0,20.379999876,117,93.4,171.9,214.107644192,117.8,12.35,1940.0,0.0,1481734717.6
43,107.5,21,131,1.51,770.0,21.2000000477,118,96.9,171.9,214.107644192,117.8,12.35,1940.0,0.0,1481734718.42
44,107.5,21,131,1.51,770.0,21.5499999523,118,98.3,171.9,214.107644192,117.8,12.35,1940.0,0.0,1481734718.77
45,107.5,21,131,1.51,770.0,21.9700000286,119,99.9,171.9,214.107644192,117.8,12.35,1850.0,0.0,1481734719.19
46,107.5,21,131,1.51,770.0,22.3999998569,119,101.6,171.9,214.107644192,117.8,12.35,1850.0,0.0,1481734719.62
47,109.9,21,131,1.51,760.0,23.2100000381,119,105.6,170.2,215.751808366,117.5,11.97,1850.0,0.0,1481734720.43
48,109.9,21,131,1.51,760.0,23.5699999332,119,107.2,170.2,215.751808366,117.5,11.97,1850.0,0.0,1481734720.79
49,109.9,21,131,1.51,760.0,23.9500000477,119,108.7,170.2,215.751808366,117.5,11.97,1850.0,0.0,1481734721.17
50,109.9,21,131,1.51,760.0,24.7000000477,119,111.6,170.2,215.751808366,117.5,11.97,1850.0,0.0,1481734721.92
51,109.9,21,131,1.51,760.0,25.0599999428,119,113.0,170.2,215.751808366,117.5,11.97,1870.0,0.0,1481734722.28
52,109.9,21,131,1.51,760.0,25.4900000095,119,115.0,170.2,215.751808366,117.5,12.05,1870.0,0.0,1481734722.71
53,109.3,21,132,1.48,750.0,26.2400000095,120,118.5,160.5,216.857280902,117.3,12.05,1870.0,0.0,1481734723.46
54,109.3,21,132,1.48,750.0,26.6600000858,120,120.4,160.5,216.857280902,117.3,12.05,1870.0,0.0,1481734723.88
55,109.3,21,132,1.48,750.0,27.0399999619,120,121.9,160.5,216.857280902,117.3,12.05,1870.0,0.0,1481734724.26
56,109.3,21,132,1.48,750.0,27.4600000381,120,123.5,160.5,216.857280902,117.3,12.05,1870.0,0.0,1481734724.68
57,109.3,21,132,1.48,750.0,28.2799999714,120,126.9,160.5,216.857280902,117.3,12.05,1920.0,0.0,1481734725.5
58,109.3,21,131,1.48,750.0,28.6399998665,120,128.6,160.5,214.107644192,117.8,12.14,1920.0,0.0,1481734725.86
59,113.1,21,131,1.45,730.0,29.0299999714,120,130.4,165.0,214.107644192,117.8,12.14,1920.0,0.0,1481734726.25
60,113.1,21,131,1.45,730.0,29.4200000763,120,132.1,165.0,214.107644192,117.8,12.14,1920.0,0.0,1481734726.64
61,113.1,21,131,1.45,730.0,30.1600000858,120,135.1,165.0,214.107644192,117.8,12.14,1920.0,0.0,1481734727.38
62,113.1,21,131,1.45,730.0,30.5499999523,120,136.5,165.0,214.107644192,117.8,12.14,1890.0,0.0,1481734727.77
63,113.1,21,131,1.45,730.0,30.9100000858,120,138.0,165.0,214.107644192,117.8,12.14,1890.0,0.0,1481734728.13
64,107.2,21,132,1.42,740.0,31.7000000477,120,141.7,160.3,214.653836898,117.7,12.04,1890.0,0.0,1481734728.92
65,107.2,21,132,1.42,740.0,32.0599999428,121,143.3,160.3,214.653836898,117.7,12.04,1890.0,0.0,1481734729.28
66,107.2,21,132,1.42,740.0,32.4400000572,121,144.9,160.3,214.653836898,117.7,12.04,1890.0,0.0,1481734729.66
67,107.2,21,132,1.42,740.0,32.9500000477,120,146.9,160.3,214.653836898,117.7,12.04,1890.0,0.0,1481734730.17
68,107.2,21,132,1.42,740.0,33.7100000381,120,149.8,160.3,214.653836898,117.7,12.04,1950.0,0.0,1481734730.93
69,110.2,21,132,1.42,740.0,34.0999999046,121,151.7,160.8,208.746269239,118.8,12.14,1950.0,0.0,1481734731.32
70,110.2,21,132,1.42,740.0,34.4500000477,121,153.4,160.8,208.746269239,118.8,12.14,1950.0,0.0,1481734731.67
71,110.2,21,132,1.42,740.0,34.8399999142,121,155.1,160.8,208.746269239,118.8,12.14,1950.0,0.0,1481734732.06
72,110.2,21,132,1.42,740.0,35.6199998856,121,158.3,160.8,208.746269239,118.8,12.14,1950.0,0.0,1481734732.84
73,110.2,21,132,1.42,740.0,36.0499999523,121,159.9,160.8,208.746269239,118.8,12.14,1950.0,0.0,1481734733.27
74,110.2,21,132,1.42,740.0,36.4500000477,121,161.4,160.8,208.746269239,118.8,12.14,1930.0,0.0,1481734733.67
75,110.2,21,132,1.42,740.0,36.8599998951,121,163.3,160.8,208.746269239,118.8,12.14,1930.0,0.0,1481734734.08
76,112.8,21,132,1.48,750.0,37.629999876,121,166.9,171.8,210.869096475,118.4,12.14,1930.0,0.0,1481734734.85
77,112.8,21,132,1.48,750.0,38.0199999809,121,168.6,171.8,210.869096475,118.4,12.14,1930.0,0.0,1481734735.24
78,112.8,21,132,1.48,750.0,38.4500000477,121,170.4,171.8,210.869096475,118.4,12.14,1930.0,0.0,1481734735.67
79,112.8,21,132,1.48,750.0,39.1399998665,121,172.9,171.8,210.869096475,118.4,12.14,1930.0,0.0,1481734736.36
80,112.8,21,132,1.48,750.0,39.5199999809,121,174.6,171.8,210.869096475,118.4,12.14,1880.0,0.0,1481734736.74
81,110.6,21,131,1.48,750.0,39.9600000381,121,176.7,168.3,216.857280902,117.3,12.06,1880.0,0.0,1481734737.18
82,110.6,21,131,1.48,750.0,40.7300000191,121,180.2,168.3,216.857280902,117.3,12.06,1880.0,0.0,1481734737.95
83,110.6,21,131,1.48,750.0,41.1099998951,122,181.8,168.3,216.857280902,117.3,12.06,1880.0,0.0,1481734738.33
84,110.6,21,131,1.48,750.0,41.5799999237,122,183.6,168.3,216.857280902,117.3,12.06,1880.0,0.0,1481734738.8
85,110.6,21,131,1.48,750.0,42.0199999809,123,185.2,168.3,216.857280902,117.3,12.06,1980.0,0.0,1481734739.24
86,110.6,21,131,1.48,750.0,42.4100000858,123,186.9,168.3,216.857280902,117.3,12.06,1980.0,0.0,1481734739.63
87,109.8,21,132,1.48,750.0,43.2400000095,125,190.8,165.6,213.020805438,118.0,12.44,1980.0,0.0,1481734740.46
88,109.8,21,132,1.48,750.0,43.6600000858,125,192.7,165.6,213.020805438,118.0,12.44,1980.0,0.0,1481734740.88
89,109.8,21,132,1.48,750.0,44.0499999523,126,194.3,165.6,213.020805438,118.0,12.44,1980.0,0.0,1481734741.27
90,109.8,21,132,1.48,750.0,44.5799999237,126,196.3,165.6,213.020805438,118.0,12.44,1980.0,0.0,1481734741.8
91,109.8,21,132,1.48,750.0,45.1600000858,127,198.5,165.6,213.020805438,118.0,12.44,1930.0,0.0,1481734742.38
92,109.8,21,132,1.48,750.0,45.7100000381,127,201.2,165.6,211.941310172,118.2,12.44,1930.0,0.0,1481734742.93
93,113.4,21,132,1.48,750.0,46.0999999046,127,203.0,168.3,211.941310172,118.2,12.22,1930.0,0.0,1481734743.32
94,113.4,21,132,1.48,750.0,46.4900000095,127,204.7,168.3,211.941310172,118.2,12.22,1930.0,0.0,1481734743.71
95,113.4,21,132,1.48,750.0,47.2000000477,126,207.6,168.3,211.941310172,118.2,12.22,1930.0,0.0,1481734744.42
96,113.4,21,132,1.48,750.0,47.5899999142,126,209.1,168.3,211.941310172,118.2,12.22,1930.0,0.0,1481734744.81
97,113.4,21,132,1.48,750.0,47.9900000095,126,210.6,168.3,211.941310172,118.2,12.22,1950.0,0.0,1481734745.21
98,113.4,21,131,1.48,750.0,48.7000000477,126,214.0,168.3,215.751808366,117.5,12.22,1950.0,0.0,1481734745.92
99,112.2,21,131,1.48,740.0,49.129999876,127,216.0,163.2,215.751808366,117.5,12.36,1950.0,0.0,1481734746.35
100,112.2,21,131,1.48,740.0,49.4800000191,127,217.5,163.2,215.751808366,117.5,12.36,1950.0,0.0,1481734746.7
101,112.2,21,131,1.48,740.0,49.8699998856,127,219.1,163.2,215.751808366,117.5,12.36,1950.0,0.0,1481734747.09
102,112.2,21,131,1.48,740.0,50.7100000381,127,222.2,163.2,215.751808366,117.5,12.36,1950.0,0.0,1481734747.93
103,112.2,21,131,1.48,740.0,51.1399998665,128,224.1,163.2,215.751808366,117.5,12.36,1940.0,0.0,1481734748.36
104,110.9,21,131,1.45,730.0,51.5299999714,128,226.0,165.3,214.107644192,117.8,12.2,1940.0,0.0,1481734748.75
105,110.9,21,131,1.45,730.0,51.8899998665,129,227.7,165.3,214.107644192,117.8,12.2,1940.0,0.0,1481734749.11
106,110.9,21,131,1.45,730.0,52.6600000858,129,231.0,165.3,214.107644192,117.8,12.2,1940.0,0.0,1481734749.88
107,110.9,21,131,1.45,730.0,53.0699999332,129,232.6,165.3,214.107644192,117.8,12.2,1940.0,0.0,1481734750.29
108,110.9,21,131,1.45,730.0,53.6499998569,129,234.7,165.3,214.107644192,117.8,12.2,1940.0,0.0,1481734750.87
109,110.9,21,131,1.45,730.0,54.0199999809,129,236.3,165.3,214.107644192,117.8,12.2,1990.0,0.0,1481734751.24
110,110.9,20,131,1.48,750.0,54.379999876,129,238.0,170.6,209.274294965,118.7,12.43,1990.0,0.0,1481734751.6
111,110.9,20,131,1.48,750.0,55.2300000191,129,241.9,170.6,209.274294965,118.7,12.43,1990.0,0.0,1481734752.45
112,110.9,20,131,1.48,750.0,55.6199998856,129,243.5,170.6,209.274294965,118.7,12.43,1990.0,0.0,1481734752.84
113,110.9,20,131,1.48,750.0,56.1199998856,129,245.4,170.6,209.274294965,118.7,12.43,1990.0,0.0,1481734753.34
114,110.9,20,131,1.48,750.0,56.5899999142,129,247.1,170.6,209.274294965,118.7,12.43,1970.0,0.0,1481734753.81
115,110.9,20,131,1.48,750.0,57.0199999809,130,249.0,170.6,209.274294965,118.7,12.35,1970.0,0.0,1481734754.24
116,114.2,21,131,1.48,750.0,57.4300000668,130,251.1,171.3,210.335701037,118.5,12.35,1970.0,0.0,1481734754.65
117,114.2,21,131,1.48,750.0,58.2699999809,131,254.8,171.3,210.335701037,118.5,12.35,1970.0,0.0,1481734755.49
118,114.2,21,131,1.48,750.0,58.6199998856,131,256.2,171.3,210.335701037,118.5,12.35,1970.0,0.0,1481734755.84
119,114.2,21,131,1.48,750.0,59.0199999809,131,257.7,171.3,210.335701037,118.5,12.35,1970.0,0.0,1481734756.24
120,114.2,21,131,1.48,750.0,59.4500000477,131,259.3,171.3,210.335701037,118.5,12.35,1890.0,0.0,1481734756.67
121,114.2,21,131,1.48,750.0,59.9200000763,132,261.5,171.3,210.335701037,118.5,12.13,1890.0,0.0,1481734757.14
122,116.1,21,131,1.48,740.0,60.7699999809,132,265.5,175.1,218.529694751,117.0,12.13,1890.0,0.0,1481734757.99
123,116.1,21,131,1.48,740.0,61.1199998856,132,267.1,175.1,218.529694751,117.0,12.13,1890.0,0.0,1481734758.34
124,116.1,21,131,1.48,740.0,61.4900000095,132,268.6,175.1,218.529694751,117.0,12.13,1890.0,0.0,1481734758.71
125,116.1,21,131,1.48,740.0,62.2300000191,131,271.4,175.1,218.529694751,117.0,12.13,1890.0,0.0,1481734759.45
126,116.1,21,131,1.48,740.0,62.5799999237,131,272.7,175.1,218.529694751,117.0,12.13,2160.0,0.0,1481734759.8
127,116.1,21,131,1.48,740.0,62.9800000191,131,274.5,175.1,218.529694751,117.0,13.18,2160.0,0.0,1481734760.2
128,114.0,19,131,1.48,750.0,63.3999998569,131,276.5,169.4,210.869096475,118.4,13.18,2160.0,0.0,1481734760.62
129,114.0,19,131,1.48,750.0,63.8299999237,132,278.5,169.4,210.869096475,118.4,13.18,2160.0,0.0,1481734761.05
130,114.0,19,131,1.48,750.0,64.6600000858,132,281.9,169.4,210.869096475,118.4,13.18,2160.0,0.0,1481734761.88
131,114.0,19,131,1.48,750.0,65.0399999619,132,283.3,169.4,210.869096475,118.4,13.18,2160.0,0.0,1481734762.26
132,114.0,19,131,1.48,750.0,65.4800000191,132,284.9,169.4,210.869096475,118.4,13.18,2020.0,0.0,1481734762.7
133,114.0,19,131,1.48,750.0,65.9300000668,133,286.9,169.4,210.869096475,118.4,13.18,2020.0,0.0,1481734763.15
134,111.7,20,132,1.48,750.0,66.7100000381,133,290.6,162.2,209.274294965,118.7,12.58,2020.0,0.0,1481734763.93
135,111.7,20,132,1.48,750.0,67.0899999142,133,292.3,162.2,209.274294965,118.7,12.58,2020.0,0.0,1481734764.31
136,111.7,20,132,1.48,750.0,67.4500000477,133,293.7,162.2,209.274294965,118.7,12.58,2020.0,0.0,1481734764.67
137,111.7,20,132,1.48,750.0,68.1900000572,133,296.6,162.2,209.274294965,118.7,12.58,2020.0,0.0,1481734765.41
138,111.7,20,132,1.48,750.0,68.6199998856,133,298.2,162.2,209.274294965,118.7,12.58,1990.0,0.0,1481734765.84
139,111.7,20,132,1.48,750.0,69.0199999809,134,300.1,162.2,209.274294965,118.7,12.44,1990.0,0.0,1481734766.24
140,105.9,20,131,1.45,760.0,69.3699998856,134,301.8,161.0,209.274294965,118.7,12.44,1990.0,0.0,1481734766.59
141,105.9,20,131,1.45,760.0,70.1399998665,134,305.1,161.0,209.274294965,118.7,12.44,1990.0,0.0,1481734767.36
142,105.9,20,131,1.45,760.0,70.5099999905,134,306.6,161.0,209.274294965,118.7,12.44,1990.0,0.0,1481734767.73
143,105.9,20,131,1.45,760.0,70.8699998856,134,307.9,161.0,209.274294965,118.7,12.44,1990.0,0.0,1481734768.09
144,105.9,20,131,1.45,760.0,71.6499998569,134,310.9,161.0,209.274294965,118.7,12.44,2030.0,0.0,1481734768.87
145,108.4,20,131,1.48,780.0,72.0199999809,135,312.6,169.8,209.274294965,118.7,12.5,2030.0,0.0,1481734769.24
146,108.4,20,132,1.48,780.0,72.4700000286,135,314.8,169.8,201.536931233,120.2,12.5,2030.0,0.0,1481734769.69
147,108.4,20,132,1.48,780.0,73.2599999905,135,318.2,169.8,201.536931233,120.2,12.5,2030.0,0.0,1481734770.48
148,108.4,20,132,1.48,780.0,73.6900000572,135,319.8,169.8,201.536931233,120.2,12.5,2030.0,0.0,1481734770.91
149,108.4,20,132,1.48,780.0,74.0399999619,135,321.1,169.8,201.536931233,120.2,12.5,2030.0,0.0,1481734771.26
150,108.4,20,132,1.48,780.0,74.4300000668,135,322.6,169.8,201.536931233,120.2,12.5,2010.0,0.0,1481734771.65
151,108.4,20,131,1.48,780.0,75.2000000477,135,326.1,169.8,204.58533774,119.6,12.29,2010.0,0.0,1481734772.42
152,109.3,20,131,1.42,740.0,75.5499999523,135,327.7,163.7,204.58533774,119.6,12.29,2010.0,0.0,1481734772.77
153,109.3,20,131,1.42,740.0,76.3099999428,135,330.9,163.7,204.58533774,119.6,12.29,2010.0,0.0,1481734773.53
154,109.3,20,131,1.42,740.0,76.6600000858,135,332.3,163.7,204.58533774,119.6,12.29,2010.0,0.0,1481734773.88
155,109.3,20,131,1.42,740.0,77.0599999428,135,333.7,163.7,204.58533774,119.6,12.29,2010.0,0.0,1481734774.28
156,109.3,20,131,1.42,740.0,77.7699999809,135,336.7,163.7,204.58533774,119.6,12.29,2010.0,0.0,1481734774.99
157,109.3,20,132,1.42,740.0,78.1600000858,136,338.6,163.7,204.073020772,119.7,12.35,2010.0,0.0,1481734775.38
158,108.5,20,132,1.45,760.0,78.5499999523,136,340.3,170.0,204.073020772,119.7,12.35,2010.0,0.0,1481734775.77
159,108.5,20,132,1.45,760.0,78.8999998569,136,341.8,170.0,204.073020772,119.7,12.35,2010.0,0.0,1481734776.12
160,108.5,20,132,1.45,760.0,79.7100000381,136,345.0,170.0,204.073020772,119.7,12.35,2010.0,0.0,1481734776.93
161,108.5,20,132,1.45,760.0,80.0699999332,136,346.3,170.0,204.073020772,119.7,12.35,1990.0,0.0,1481734777.29
162,108.5,20,132,1.45,760.0,80.4700000286,136,347.9,170.0,204.073020772,119.7,12.35,1990.0,0.0,1481734777.69
163,103.2,20,131,1.51,790.0,80.9200000763,137,350.0,161.2,205.099371012,119.5,12.44,1990.0,0.0,1481734778.14
164,103.2,20,131,1.51,790.0,81.379999876,137,352.1,161.2,205.099371012,119.5,12.44,1990.0,0.0,1481734778.6
165,103.2,20,131,1.51,790.0,82.1499998569,137,355.4,161.2,205.099371012,119.5,12.44,1990.0,0.0,1481734779.37
166,103.2,20,131,1.51,790.0,82.5099999905,137,356.8,161.2,205.099371012,119.5,12.44,1990.0,0.0,1481734779.73
167,103.2,20,131,1.51,790.0,83.2699999809,137,359.6,161.2,205.099371012,119.5,12.44,1990.0,0.0,1481734780.49
168,103.2,20,131,1.51,790.0,83.6199998856,137,361.2,161.2,205.099371012,119.5,12.44,1960.0,0.0,1481734780.84
169,106.2,21,131,1.48,780.0,84.0899999142,138,363.4,161.0,202.546296296,120.0,12.21,1960.0,0.0,1481734781.31
170,106.2,21,131,1.48,780.0,84.5199999809,138,365.3,161.0,202.546296296,120.0,12.21,1960.0,0.0,1481734781.74
171,106.2,21,131,1.48,780.0,84.9100000858,138,367.0,161.0,202.546296296,120.0,12.21,1960.0,0.0,1481734782.13
172,106.2,21,131,1.48,780.0,85.6800000668,138,370.0,161.0,202.546296296,120.0,12.21,1960.0,0.0,1481734782.9
173,106.2,21,131,1.48,780.0,86.0399999619,138,371.3,161.0,202.546296296,120.0,12.21,2010.0,0.0,1481734783.26
174,106.2,21,131,1.48,780.0,86.4100000858,138,372.8,161.0,202.546296296,120.0,12.21,2010.0,0.0,1481734783.63
175,105.5,20,131,1.45,760.0,87.2000000477,138,376.5,163.8,202.546296296,120.0,12.35,2010.0,0.0,1481734784.42
176,105.5,20,131,1.45,760.0,87.6199998856,138,378.3,163.8,202.546296296,120.0,12.35,2010.0,0.0,1481734784.84
177,105.5,20,131,1.45,760.0,88.0499999523,138,380.1,163.8,202.546296296,120.0,12.35,2010.0,0.0,1481734785.27
178,105.5,20,131,1.45,760.0,88.4400000572,138,381.6,163.8,202.546296296,120.0,12.35,2010.0,0.0,1481734785.66
179,105.5,20,131,1.45,760.0,89.2300000191,138,384.4,163.8,202.546296296,120.0,12.35,2010.0,0.0,1481734786.45
180,105.5,20,131,1.45,760.0,89.5899999142,138,386.0,163.8,202.546296296,120.0,12.5,2050.0,0.0,1481734786.81
181,105.8,20,130,1.48,780.0,90.0199999809,139,388.1,156.3,197.076851297,121.1,12.5,2050.0,0.0,1481734787.24
182,105.8,20,130,1.48,780.0,90.7599999905,139,391.3,156.3,197.076851297,121.1,12.5,2050.0,0.0,1481734787.98
183,105.8,20,130,1.48,780.0,91.2599999905,139,393.3,156.3,197.076851297,121.1,12.5,2050.0,0.0,1481734788.48
184,105.8,20,130,1.48,780.0,91.6600000858,139,394.8,156.3,197.076851297,121.1,12.5,2050.0,0.0,1481734788.88
185,105.8,20,130,1.48,780.0,92.0199999809,140,396.1,156.3,197.076851297,121.1,12.5,1960.0,0.0,1481734789.24
186,105.8,20,130,1.48,780.0,92.4400000572,140,397.9,156.3,197.076851297,121.1,12.5,1960.0,0.0,1481734789.66
187,107.6,21,131,1.48,770.0,93.1600000858,140,401.3,162.8,201.536931233,120.2,12.18,1960.0,0.0,1481734790.38
188,107.6,21,131,1.48,770.0,93.5399999619,140,403.0,162.8,201.536931233,120.2,12.18,1960.0,0.0,1481734790.76
189,107.6,21,131,1.48,770.0,93.9500000477,140,404.7,162.8,201.536931233,120.2,12.18,1960.0,0.0,1481734791.17
190,107.6,21,131,1.48,770.0,94.6800000668,140,407.5,162.8,201.536931233,120.2,12.18,1960.0,0.0,1481734791.9
191,107.6,21,131,1.48,770.0,95.0999999046,139,409.0,162.8,201.536931233,120.2,12.18,2050.0,0.0,1481734792.32
192,107.6,21,131,1.48,770.0,95.5399999619,139,411.0,162.8,201.536931233,120.2,12.5,2050.0,0.0,1481734792.76
193,112.2,20,131,1.48,750.0,95.9500000477,140,412.9,171.4,203.56241295,119.8,12.5,2050.0,0.0,1481734793.17
194,112.2,20,131,1.48,750.0,96.3999998569,140,415.0,171.4,203.56241295,119.8,12.5,2050.0,0.0,1481734793.62
195,112.2,20,131,1.48,750.0,97.2699999809,140,418.5,171.4,203.56241295,119.8,12.5,2050.0,0.0,1481734794.49
196,112.2,20,131,1.48,750.0,97.6499998569,140,420.0,171.4,203.56241295,119.8,12.5,2050.0,0.0,1481734794.87
197,112.2,20,131,1.48,750.0,98.0899999142,141,421.6,171.4,203.56241295,119.8,12.5,1990.0,0.0,1481734795.31
198,112.2,20,131,1.48,750.0,98.4800000191,141,423.4,171.4,203.56241295,119.8,12.43,1990.0,0.0,1481734795.7
199,111.1,20,131,1.48,750.0,98.8399999142,141,425.1,160.9,208.220018388,118.9,12.43,1990.0,0.0,1481734796.06
200,111.1,20,131,1.48,750.0,99.7000000477,141,428.9,160.9,208.220018388,118.9,12.43,1990.0,0.0,1481734796.92
201,111.1,20,131,1.48,750.0,100.089999914,140,430.5,160.9,208.220018388,118.9,12.43,1990.0,0.0,1481734797.31
202,111.1,20,131,1.48,750.0,100.50999999,140,432.1,160.9,208.220018388,118.9,12.43,1990.0,0.0,1481734797.73
203,111.1,20,131,1.48,750.0,101.230000019,140,434.8,160.9,208.220018388,118.9,12.43,2010.0,0.0,1481734798.45
204,104.0,20,131,1.48,780.0,101.599999905,140,436.6,166.4,208.220018388,118.9,12.58,2010.0,0.0,1481734798.82
205,104.0,20,131,1.48,780.0,101.980000019,140,438.4,166.4,206.132615276,119.3,12.58,2010.0,0.0,1481734799.2
206,104.0,20,131,1.48,780.0,102.75999999,140,441.7,166.4,206.132615276,119.3,12.58,2010.0,0.0,1481734799.98
207,104.0,20,131,1.48,780.0,103.149999857,140,443.2,166.4,206.132615276,119.3,12.58,2010.0,0.0,1481734800.37
208,104.0,20,131,1.48,780.0,103.599999905,140,444.9,166.4,206.132615276,119.3,12.58,2010.0,0.0,1481734800.82
209,104.0,20,131,1.48,780.0,103.980000019,141,446.3,166.4,206.132615276,119.3,12.58,2000.0,0.0,1481734801.2
210,104.0,20,131,1.48,780.0,104.470000029,141,448.5,166.4,206.132615276,119.3,12.43,2000.0,0.0,1481734801.69
211,106.0,20,132,1.51,790.0,104.950000048,141,450.8,166.0,201.034763031,120.3,12.43,2000.0,0.0,1481734802.17
212,106.0,20,132,1.51,790.0,105.720000029,141,454.1,166.0,201.034763031,120.3,12.43,2000.0,0.0,1481734802.94
