index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
1771,112.2,20,131,1.45,760.0,885.200000048,143,1203.5,174.0,193.22215768,121.9,12.66,2120.0,1.0,1481735582.42
1772,112.2,20,131,1.45,760.0,885.549999952,143,1204.8,174.0,193.22215768,121.9,12.66,2120.0,1.0,1481735582.77
1773,112.2,20,131,1.45,760.0,886.0,143,1206.4,174.0,193.22215768,121.9,12.66,2160.0,1.0,1481735583.22
1774,112.2,19,132,1.45,760.0,886.789999962,143,1209.9,174.0,197.565875519,121.0,12.66,2160.0,1.0,1481735584.01
1775,110.9,19,132,1.45,760.0,887.180000067,143,1211.7,170.6,197.565875519,121.0,12.88,2160.0,1.0,1481735584.4
1776,110.9,19,132,1.45,760.0,887.559999943,143,1213.3,170.6,197.565875519,121.0,12.88,2160.0,1.0,1481735584.78
1777,110.9,19,132,1.45,760.0,887.940000057,143,1214.9,170.6,197.565875519,121.0,12.88,2160.0,1.0,1481735585.16
1778,110.9,19,132,1.45,760.0,888.720000029,143,1217.9,170.6,197.565875519,121.0,12.88,2160.0,1.0,1481735585.94
1779,110.9,19,132,1.45,760.0,889.089999914,143,1219.2,170.6,197.565875519,121.0,12.88,2190.0,1.0,1481735586.31
1780,110.9,19,132,1.45,760.0,889.5,143,1220.8,170.6,197.565875519,121.0,12.88,2190.0,1.0,1481735586.72
1781,106.8,19,131,1.48,790.0,890.269999981,143,1224.4,165.3,195.136814254,121.5,13.05,2190.0,1.0,1481735587.49
1782,106.8,19,131,1.48,790.0,890.639999866,143,1226.0,165.3,195.136814254,121.5,13.05,2190.0,1.0,1481735587.86
1783,106.8,19,131,1.48,790.0,891.019999981,143,1227.6,165.3,195.136814254,121.5,13.05,2190.0,1.0,1481735588.24
1784,106.8,19,131,1.48,790.0,891.730000019,143,1230.3,165.3,195.136814254,121.5,13.05,2190.0,1.0,1481735588.95
1785,106.8,19,131,1.48,790.0,892.160000086,143,1231.9,165.3,195.136814254,121.5,13.05,2190.0,1.0,1481735589.38
1786,106.8,19,131,1.48,790.0,892.539999962,144,1233.3,165.3,195.136814254,121.5,13.05,2140.0,1.0,1481735589.76
1787,109.1,19,132,1.48,790.0,893.0,144,1235.4,165.3,193.22215768,121.9,12.81,2140.0,1.0,1481735590.22
1788,109.1,19,132,1.48,790.0,893.450000048,144,1237.6,165.3,193.22215768,121.9,12.81,2140.0,1.0,1481735590.67
1789,109.1,19,132,1.48,790.0,894.220000029,144,1240.8,165.3,193.22215768,121.9,12.81,2140.0,1.0,1481735591.44
1790,109.1,19,132,1.48,790.0,894.670000076,144,1242.6,165.3,193.22215768,121.9,12.81,2140.0,1.0,1481735591.89
1791,109.1,19,132,1.48,790.0,895.069999933,144,1244.0,165.3,193.22215768,121.9,12.81,2140.0,1.0,1481735592.29
1792,109.1,19,132,1.48,790.0,895.450000048,144,1245.4,165.3,193.22215768,121.9,12.81,2110.0,1.0,1481735592.67
1793,109.1,19,131,1.48,790.0,896.230000019,144,1248.9,165.3,197.076851297,121.1,12.81,2110.0,1.0,1481735593.45
1794,106.8,19,131,1.51,800.0,896.710000038,144,1251.1,162.8,197.076851297,121.1,12.82,2110.0,1.0,1481735593.93
1795,106.8,19,131,1.51,800.0,897.129999876,144,1252.9,162.8,197.076851297,121.1,12.82,2110.0,1.0,1481735594.35
1796,106.8,19,131,1.51,800.0,897.529999971,144,1254.5,162.8,197.076851297,121.1,12.82,2110.0,1.0,1481735594.75
1797,106.8,19,131,1.51,800.0,897.910000086,144,1255.9,162.8,197.076851297,121.1,12.82,2110.0,1.0,1481735595.13
1798,106.8,19,131,1.51,800.0,898.670000076,144,1258.6,162.8,197.076851297,121.1,12.82,2110.0,1.0,1481735595.89
1799,106.8,19,131,1.51,800.0,899.089999914,144,1260.5,162.8,197.076851297,121.1,13.04,2190.0,1.0,1481735596.31
1800,106.1,19,131,1.48,790.0,899.599999905,144,1262.9,162.9,192.747410576,122.0,13.04,2190.0,1.0,1481735596.82
1801,106.1,19,131,1.48,790.0,899.960000038,144,1264.5,162.9,192.747410576,122.0,13.04,2190.0,1.0,1481735597.18
1802,106.1,19,131,1.48,790.0,900.730000019,144,1267.6,162.9,192.747410576,122.0,13.04,2190.0,1.0,1481735597.95
1803,106.1,19,131,1.48,790.0,901.089999914,144,1269.0,162.9,192.747410576,122.0,13.04,2190.0,1.0,1481735598.31
1804,106.1,19,131,1.48,790.0,901.519999981,145,1270.5,162.9,192.747410576,122.0,13.04,2120.0,1.0,1481735598.74
1805,106.1,19,131,1.48,790.0,902.24000001,145,1273.5,162.9,192.747410576,122.0,13.04,2120.0,1.0,1481735599.46
1806,106.5,19,131,1.51,800.0,902.599999905,145,1275.3,171.6,194.176339455,121.7,12.81,2120.0,1.0,1481735599.82
1807,106.5,19,131,1.51,800.0,902.99000001,145,1277.0,171.6,194.176339455,121.7,12.81,2120.0,1.0,1481735600.21
1808,106.5,19,131,1.51,800.0,903.789999962,145,1280.3,171.6,194.176339455,121.7,12.81,2120.0,1.0,1481735601.01
1809,106.5,19,131,1.51,800.0,904.269999981,145,1282.1,171.6,194.176339455,121.7,12.81,2120.0,1.0,1481735601.49
1810,106.5,19,131,1.51,800.0,904.639999866,145,1283.4,171.6,194.176339455,121.7,12.81,2120.0,1.0,1481735601.86
1811,106.5,19,131,1.51,800.0,905.059999943,145,1285.0,171.6,194.176339455,121.7,12.81,2090.0,1.0,1481735602.28
1812,108.9,20,132,1.48,780.0,905.779999971,145,1288.5,169.5,196.589439684,121.2,12.67,2090.0,1.0,1481735603.0
1813,108.9,20,132,1.48,780.0,906.200000048,145,1290.4,169.5,196.589439684,121.2,12.67,2090.0,1.0,1481735603.42
1814,108.9,20,132,1.48,780.0,906.549999952,145,1291.8,169.5,196.589439684,121.2,12.67,2090.0,1.0,1481735603.77
1815,108.9,20,132,1.48,780.0,906.910000086,145,1293.3,169.5,196.589439684,121.2,12.67,2090.0,1.0,1481735604.13
1816,108.9,20,132,1.48,780.0,907.680000067,145,1296.1,169.5,196.589439684,121.2,12.67,2090.0,1.0,1481735604.9
1817,108.9,20,132,1.48,780.0,908.049999952,145,1297.4,169.5,196.589439684,121.2,12.67,2160.0,1.0,1481735605.27
1818,108.9,20,132,1.48,780.0,908.440000057,145,1299.2,169.5,196.589439684,121.2,12.91,2160.0,1.0,1481735605.66
1819,108.9,19,131,1.45,760.0,909.309999943,145,1303.2,163.0,197.565875519,121.0,12.91,2160.0,1.0,1481735606.53
1820,108.9,19,131,1.45,760.0,909.730000019,146,1304.9,163.0,197.565875519,121.0,12.91,2160.0,1.0,1481735606.95
1821,108.9,19,131,1.45,760.0,910.099999905,146,1306.4,163.0,197.565875519,121.0,12.91,2160.0,1.0,1481735607.32
1822,108.9,19,131,1.45,760.0,910.440000057,146,1307.7,163.0,197.565875519,121.0,12.91,2160.0,1.0,1481735607.66
1823,108.9,19,131,1.45,760.0,911.24000001,146,1310.5,163.0,197.565875519,121.0,12.91,2200.0,1.0,1481735608.46
1824,108.9,19,131,1.45,760.0,911.660000086,146,1312.4,163.0,197.565875519,121.0,12.91,2200.0,1.0,1481735608.88
1825,103.4,19,131,1.51,810.0,912.129999876,146,1314.6,154.3,190.396858452,122.5,13.1,2200.0,1.0,1481735609.35
1826,103.4,19,131,1.51,810.0,912.49000001,146,1316.2,154.3,190.396858452,122.5,13.1,2200.0,1.0,1481735609.71
1827,103.4,19,131,1.51,810.0,913.269999981,146,1319.3,154.3,190.396858452,122.5,13.1,2200.0,1.0,1481735610.49
1828,103.4,19,131,1.51,810.0,913.660000086,146,1320.8,154.3,190.396858452,122.5,13.1,2200.0,1.0,1481735610.88
1829,103.4,19,131,1.51,810.0,914.00999999,146,1322.0,154.3,190.396858452,122.5,13.1,2150.0,1.0,1481735611.23
1830,103.4,19,131,1.51,810.0,914.809999943,146,1325.4,154.3,190.396858452,122.5,13.1,2150.0,1.0,1481735612.03
1831,103.4,19,132,1.51,810.0,915.170000076,146,1327.1,154.3,190.86389878,122.4,12.8,2150.0,1.0,1481735612.39
1832,115.1,19,132,1.51,780.0,915.579999924,146,1329.0,176.3,190.86389878,122.4,12.8,2150.0,1.0,1481735612.8
1833,115.1,19,132,1.51,780.0,915.940000057,146,1330.5,176.3,190.86389878,122.4,12.8,2150.0,1.0,1481735613.16
1834,115.1,19,132,1.51,780.0,916.690000057,146,1333.5,176.3,190.86389878,122.4,12.8,2150.0,1.0,1481735613.91
1835,115.1,19,132,1.51,780.0,917.069999933,146,1334.8,176.3,190.86389878,122.4,12.8,2150.0,1.0,1481735614.29
1836,115.1,19,132,1.51,780.0,917.440000057,146,1336.2,176.3,190.86389878,122.4,12.8,2130.0,1.0,1481735614.66
1837,115.1,19,132,1.51,780.0,917.899999857,146,1338.3,176.3,190.86389878,122.4,12.99,2130.0,1.0,1481735615.12
1838,111.2,19,131,1.51,780.0,918.769999981,146,1342.3,167.2,203.56241295,119.8,12.99,2130.0,1.0,1481735615.99
1839,111.2,19,131,1.51,780.0,919.149999857,146,1343.9,167.2,203.56241295,119.8,12.99,2130.0,1.0,1481735616.37
1840,111.2,19,131,1.51,780.0,919.539999962,146,1345.4,167.2,203.56241295,119.8,12.99,2130.0,1.0,1481735616.76
1841,111.2,19,131,1.51,780.0,919.980000019,146,1347.1,167.2,203.56241295,119.8,12.99,2130.0,1.0,1481735617.2
1842,111.2,19,131,1.51,780.0,920.779999971,146,1350.1,167.2,203.56241295,119.8,12.99,2220.0,1.0,1481735618.0
1843,111.2,19,131,1.51,780.0,921.24000001,146,1352.3,167.2,197.565875519,121.0,12.99,2220.0,1.0,1481735618.46
1844,111.8,19,131,1.48,780.0,921.639999866,146,1354.2,181.0,197.565875519,121.0,13.26,2220.0,1.0,1481735618.86
1845,111.8,19,131,1.48,780.0,922.059999943,146,1356.0,181.0,197.565875519,121.0,13.26,2220.0,1.0,1481735619.28
1846,111.8,19,131,1.48,780.0,922.49000001,146,1357.7,181.0,197.565875519,121.0,13.26,2220.0,1.0,1481735619.71
1847,111.8,19,131,1.48,780.0,923.230000019,146,1360.5,181.0,197.565875519,121.0,13.26,2220.0,1.0,1481735620.45
1848,111.8,19,131,1.48,780.0,923.619999886,146,1361.9,181.0,197.565875519,121.0,13.26,2190.0,1.0,1481735620.84
1849,111.8,19,131,1.48,780.0,923.99000001,146,1363.4,181.0,197.565875519,121.0,13.26,2190.0,1.0,1481735621.21
1850,103.1,19,131,1.51,800.0,924.730000019,145,1366.9,161.4,197.076851297,121.1,13.19,2190.0,1.0,1481735621.95
1851,103.1,19,131,1.51,800.0,925.119999886,145,1368.6,161.4,197.076851297,121.1,13.19,2190.0,1.0,1481735622.34
1852,103.1,19,131,1.51,800.0,925.49000001,145,1370.1,161.4,197.076851297,121.1,13.19,2190.0,1.0,1481735622.71
1853,103.1,19,131,1.51,800.0,926.220000029,145,1372.9,161.4,197.076851297,121.1,13.19,2190.0,1.0,1481735623.44
1854,103.1,19,131,1.51,800.0,926.589999914,145,1374.2,161.4,197.076851297,121.1,13.19,2150.0,1.0,1481735623.81
1855,103.1,19,131,1.51,800.0,926.960000038,145,1375.5,161.4,197.076851297,121.1,13.19,2150.0,1.0,1481735624.18
1856,103.1,19,131,1.51,800.0,927.410000086,145,1377.6,161.4,197.076851297,121.1,12.82,2150.0,1.0,1481735624.63
1857,106.4,19,132,1.48,790.0,928.24000001,145,1381.4,165.6,190.86389878,122.4,12.82,2150.0,1.0,1481735625.46
1858,106.4,19,132,1.48,790.0,928.649999857,145,1383.1,165.6,190.86389878,122.4,12.82,2150.0,1.0,1481735625.87
1859,106.4,19,132,1.48,790.0,929.019999981,145,1384.5,165.6,190.86389878,122.4,12.82,2150.0,1.0,1481735626.24
1860,106.4,19,132,1.48,790.0,929.420000076,145,1386.0,165.6,190.86389878,122.4,12.82,2150.0,1.0,1481735626.64
1861,106.4,19,132,1.48,790.0,930.200000048,145,1388.8,165.6,190.86389878,122.4,12.82,2150.0,1.0,1481735627.42
1862,108.6,19,131,1.48,790.0,930.619999886,145,1390.8,165.2,190.396858452,122.5,12.83,2150.0,1.0,1481735627.84
1863,108.6,19,131,1.48,790.0,931.039999962,145,1392.8,165.2,190.396858452,122.5,12.83,2150.0,1.0,1481735628.26
1864,108.6,19,131,1.48,790.0,931.460000038,145,1394.6,165.2,190.396858452,122.5,12.83,2150.0,1.0,1481735628.68
1865,108.6,19,131,1.48,790.0,932.220000029,145,1397.6,165.2,190.396858452,122.5,12.83,2150.0,1.0,1481735629.44
1866,108.6,19,131,1.48,790.0,932.589999914,145,1399.0,165.2,190.396858452,122.5,12.83,2150.0,1.0,1481735629.81
1867,108.6,19,131,1.48,790.0,932.980000019,145,1400.4,165.2,190.396858452,122.5,12.83,2170.0,1.0,1481735630.2
1868,108.6,19,131,1.48,790.0,933.74000001,144,1403.6,165.2,190.396858452,122.5,12.83,2170.0,1.0,1481735630.96
1869,109.3,19,132,1.48,790.0,934.119999886,144,1405.5,167.1,193.22215768,121.9,12.96,2170.0,1.0,1481735631.34
1870,109.3,19,132,1.48,790.0,934.609999895,144,1407.6,167.1,193.22215768,121.9,12.96,2170.0,1.0,1481735631.83
1871,109.3,19,132,1.48,790.0,935.0,144,1409.2,167.1,193.22215768,121.9,12.96,2170.0,1.0,1481735632.22
1872,109.3,19,132,1.48,790.0,935.75999999,144,1412.1,167.1,193.22215768,121.9,12.96,2170.0,1.0,1481735632.98
1873,109.3,19,132,1.48,790.0,936.149999857,144,1413.4,167.1,193.22215768,121.9,12.96,2190.0,1.0,1481735633.37
1874,109.3,19,132,1.48,790.0,936.549999952,144,1415.0,167.1,193.22215768,121.9,12.96,2190.0,1.0,1481735633.77
1875,108.1,19,132,1.48,790.0,937.309999943,144,1418.6,164.4,194.176339455,121.7,13.06,2190.0,1.0,1481735634.53
1876,108.1,19,132,1.48,790.0,937.720000029,144,1420.4,164.4,194.176339455,121.7,13.06,2190.0,1.0,1481735634.94
1877,108.1,19,132,1.48,790.0,938.109999895,144,1422.0,164.4,194.176339455,121.7,13.06,2190.0,1.0,1481735635.33
1878,108.1,19,132,1.48,790.0,938.519999981,144,1423.6,164.4,194.176339455,121.7,13.06,2190.0,1.0,1481735635.74
1879,108.1,19,132,1.48,790.0,939.299999952,144,1426.4,164.4,194.176339455,121.7,13.06,2190.0,1.0,1481735636.52
1880,108.1,19,132,1.48,790.0,939.700000048,144,1428.0,164.4,194.176339455,121.7,13.06,2160.0,1.0,1481735636.92
1881,108.1,19,132,1.48,790.0,940.129999876,144,1430.1,164.4,193.22215768,121.9,13.06,2160.0,1.0,1481735637.35
1882,105.7,19,132,1.48,790.0,940.50999999,144,1431.8,164.5,193.22215768,121.9,12.91,2160.0,1.0,1481735637.73
1883,105.7,19,132,1.48,790.0,941.230000019,144,1434.9,164.5,193.22215768,121.9,12.91,2160.0,1.0,1481735638.45
1884,105.7,19,132,1.48,790.0,941.629999876,144,1436.4,164.5,193.22215768,121.9,12.91,2160.0,1.0,1481735638.85
1885,105.7,19,132,1.48,790.0,941.980000019,144,1437.7,164.5,193.22215768,121.9,12.91,2160.0,1.0,1481735639.2
1886,105.7,19,132,1.48,790.0,942.430000067,144,1439.3,164.5,193.22215768,121.9,12.91,2150.0,1.0,1481735639.65
1887,105.7,19,132,1.48,790.0,943.24000001,144,1442.8,164.5,192.274217472,122.1,12.91,2150.0,1.0,1481735640.46
1888,112.3,19,132,1.48,780.0,943.660000086,144,1444.8,177.6,192.274217472,122.1,12.83,2150.0,1.0,1481735640.88
1889,112.3,19,132,1.48,780.0,944.019999981,144,1446.4,177.6,192.274217472,122.1,12.83,2150.0,1.0,1481735641.24
1890,112.3,19,132,1.48,780.0,944.410000086,144,1448.0,177.6,192.274217472,122.1,12.83,2150.0,1.0,1481735641.63
1891,112.3,19,132,1.48,780.0,945.190000057,144,1451.0,177.6,192.274217472,122.1,12.83,2150.0,1.0,1481735642.41
1892,112.3,19,132,1.48,780.0,945.569999933,144,1452.3,177.6,192.274217472,122.1,12.83,2090.0,1.0,1481735642.79
1893,112.3,19,132,1.48,780.0,945.950000048,144,1453.9,177.6,192.274217472,122.1,12.83,2090.0,1.0,1481735643.17
1894,109.9,20,131,1.45,760.0,946.779999971,144,1457.9,167.7,201.034763031,120.3,12.67,2090.0,1.0,1481735644.0
1895,109.9,20,131,1.45,760.0,947.210000038,144,1459.7,167.7,201.034763031,120.3,12.67,2090.0,1.0,1481735644.43
1896,109.9,20,131,1.45,760.0,947.589999914,144,1461.2,167.7,201.034763031,120.3,12.67,2090.0,1.0,1481735644.81
1897,109.9,20,131,1.45,760.0,947.940000057,144,1462.6,167.7,201.034763031,120.3,12.67,2090.0,1.0,1481735645.16
1898,109.9,20,131,1.45,760.0,948.700000048,144,1465.3,167.7,201.034763031,120.3,12.67,2090.0,1.0,1481735645.92
1899,109.9,20,131,1.45,760.0,949.099999905,144,1467.0,167.7,201.034763031,120.3,12.67,2160.0,1.0,1481735646.32
1900,104.5,19,131,1.54,820.0,949.49000001,144,1468.9,162.8,196.589439684,121.2,13.11,2160.0,1.0,1481735646.71
1901,104.5,19,131,1.54,820.0,950.24000001,144,1472.2,162.8,196.589439684,121.2,13.11,2160.0,1.0,1481735647.46
1902,104.5,19,131,1.54,820.0,950.629999876,144,1473.8,162.8,196.589439684,121.2,13.11,2160.0,1.0,1481735647.85
1903,104.5,19,131,1.54,820.0,951.0,144,1475.2,162.8,196.589439684,121.2,13.11,2160.0,1.0,1481735648.22
1904,104.5,19,131,1.54,820.0,951.75999999,144,1477.9,162.8,196.589439684,121.2,13.11,2160.0,1.0,1481735648.98
1905,104.5,19,131,1.54,820.0,952.160000086,144,1479.6,162.8,196.589439684,121.2,13.11,2110.0,1.0,1481735649.38
1906,104.9,19,132,1.48,790.0,952.549999952,144,1481.4,163.0,194.176339455,121.7,12.73,2110.0,1.0,1481735649.77
1907,104.9,19,132,1.48,790.0,952.930000067,144,1483.2,163.0,194.176339455,121.7,12.73,2110.0,1.0,1481735650.15
1908,104.9,19,132,1.48,790.0,953.75,144,1486.6,163.0,194.176339455,121.7,12.73,2110.0,1.0,1481735650.97
1909,104.9,19,132,1.48,790.0,954.160000086,144,1488.2,163.0,194.176339455,121.7,12.73,2110.0,1.0,1481735651.38
1910,104.9,19,132,1.48,790.0,954.539999962,144,1489.6,163.0,194.176339455,121.7,12.73,2110.0,1.0,1481735651.76
1911,104.9,19,132,1.48,790.0,955.299999952,144,1492.4,163.0,194.176339455,121.7,12.73,2170.0,1.0,1481735652.52
1912,106.0,19,131,1.48,790.0,955.700000048,144,1494.3,170.0,189.467339226,122.7,12.9,2170.0,1.0,1481735652.92
1913,106.0,19,131,1.48,790.0,956.00999999,144,1495.8,170.0,189.467339226,122.7,12.9,2170.0,1.0,1481735653.23
1914,106.0,19,131,1.48,790.0,956.430000067,143,1497.6,170.0,189.467339226,122.7,12.9,2170.0,1.0,1481735653.65
1915,106.0,19,131,1.48,790.0,957.200000048,143,1500.6,170.0,189.467339226,122.7,12.9,2170.0,1.0,1481735654.42
1916,106.0,19,131,1.48,790.0,957.569999933,143,1502.0,170.0,189.467339226,122.7,12.9,2170.0,1.0,1481735654.79
1917,106.0,19,131,1.48,790.0,958.019999981,143,1503.6,170.0,189.467339226,122.7,12.9,2110.0,1.0,1481735655.24
1918,106.0,19,131,1.48,790.0,958.420000076,143,1505.3,170.0,189.467339226,122.7,12.9,2110.0,1.0,1481735655.64
1919,106.3,19,131,1.48,780.0,959.230000019,143,1509.1,169.8,192.274217472,122.1,12.66,2110.0,1.0,1481735656.45
1920,106.3,19,131,1.48,780.0,959.619999886,143,1510.7,169.8,192.274217472,122.1,12.66,2110.0,1.0,1481735656.84
1921,106.3,19,131,1.48,780.0,959.980000019,143,1512.2,169.8,192.274217472,122.1,12.66,2110.0,1.0,1481735657.2
1922,106.3,19,131,1.48,780.0,960.75,143,1515.0,169.8,192.274217472,122.1,12.66,2110.0,1.0,1481735657.97
1923,106.3,19,131,1.48,780.0,961.160000086,143,1516.5,169.8,192.274217472,122.1,12.66,2110.0,1.0,1481735658.38
1924,106.3,19,131,1.48,780.0,961.539999962,143,1518.2,169.8,192.274217472,122.1,12.66,2100.0,1.0,1481735658.76
1925,106.2,20,131,1.45,770.0,962.289999962,143,1521.6,162.4,192.274217472,122.1,12.58,2100.0,1.0,1481735659.51
1926,106.2,20,131,1.45,770.0,962.680000067,144,1523.3,162.4,192.274217472,122.1,12.58,2100.0,1.0,1481735659.9
1927,106.2,20,131,1.45,770.0,963.099999905,144,1525.0,162.4,192.274217472,122.1,12.58,2100.0,1.0,1481735660.32
1928,106.2,20,131,1.45,770.0,963.519999981,144,1526.6,162.4,192.274217472,122.1,12.58,2100.0,1.0,1481735660.74
1929,106.2,20,131,1.45,770.0,964.289999962,144,1529.3,162.4,192.274217472,122.1,12.58,2100.0,1.0,1481735661.51
1930,106.2,20,131,1.45,770.0,964.730000019,144,1531.2,162.4,192.274217472,122.1,12.58,2190.0,1.0,1481735661.95
1931,106.2,19,131,1.45,770.0,965.210000038,144,1533.5,162.4,189.004847959,122.8,12.58,2190.0,1.0,1481735662.43
1932,108.0,19,131,1.45,770.0,965.579999924,144,1535.1,164.8,189.004847959,122.8,12.88,2190.0,1.0,1481735662.8
1933,108.0,19,131,1.45,770.0,965.980000019,144,1536.8,164.8,189.004847959,122.8,12.88,2190.0,1.0,1481735663.2
1934,108.0,19,131,1.45,770.0,966.730000019,144,1539.7,164.8,189.004847959,122.8,12.88,2190.0,1.0,1481735663.95
1935,108.0,19,131,1.45,770.0,967.119999886,144,1541.1,164.8,189.004847959,122.8,12.88,2190.0,1.0,1481735664.34
1936,108.0,19,131,1.45,770.0,967.519999981,144,1542.5,164.8,189.004847959,122.8,12.88,2170.0,1.0,1481735664.74
1937,108.0,19,131,1.45,770.0,968.289999962,144,1546.1,164.8,189.931340667,122.6,12.88,2170.0,1.0,1481735665.51
1938,106.8,19,131,1.48,790.0,968.680000067,144,1547.8,155.4,189.931340667,122.6,12.89,2170.0,1.0,1481735665.9
1939,106.8,19,131,1.48,790.0,969.099999905,144,1549.5,155.4,189.931340667,122.6,12.89,2170.0,1.0,1481735666.32
1940,106.8,19,131,1.48,790.0,969.519999981,144,1551.2,155.4,189.931340667,122.6,12.89,2170.0,1.0,1481735666.74
1941,106.8,19,131,1.48,790.0,970.289999962,144,1554.0,155.4,189.931340667,122.6,12.89,2170.0,1.0,1481735667.51
1942,106.8,19,131,1.48,790.0,970.720000029,144,1555.6,155.4,189.931340667,122.6,12.89,2150.0,1.0,1481735667.94
1943,106.8,19,131,1.48,790.0,971.109999895,144,1557.4,155.4,189.931340667,122.6,12.81,2150.0,1.0,1481735668.33
1944,108.7,19,131,1.48,790.0,971.50999999,144,1559.3,166.6,190.396858452,122.5,12.81,2150.0,1.0,1481735668.73
1945,108.7,19,131,1.48,790.0,971.980000019,144,1561.4,166.6,190.396858452,122.5,12.81,2150.0,1.0,1481735669.2
1946,108.7,19,131,1.48,790.0,972.730000019,144,1564.4,166.6,190.396858452,122.5,12.81,2150.0,1.0,1481735669.95
1947,108.7,19,131,1.48,790.0,973.180000067,144,1566.1,166.6,190.396858452,122.5,12.81,2150.0,1.0,1481735670.4
1948,108.7,19,131,1.48,790.0,973.599999905,144,1567.5,166.6,190.396858452,122.5,12.81,2180.0,1.0,1481735670.82
1949,108.7,19,131,1.48,790.0,974.029999971,144,1569.3,166.6,190.396858452,122.5,12.81,2180.0,1.0,1481735671.25
1950,104.3,19,131,1.45,770.0,974.789999962,144,1572.8,155.3,191.33246788,122.3,12.88,2180.0,1.0,1481735672.01
1951,104.3,19,131,1.45,770.0,975.180000067,144,1574.5,155.3,191.33246788,122.3,12.88,2180.0,1.0,1481735672.4
1952,104.3,19,131,1.45,770.0,975.579999924,144,1576.1,155.3,191.33246788,122.3,12.88,2180.0,1.0,1481735672.8
1953,104.3,19,131,1.45,770.0,976.289999962,144,1578.7,155.3,191.33246788,122.3,12.88,2180.0,1.0,1481735673.51
1954,104.3,19,131,1.45,770.0,976.710000038,144,1580.2,155.3,191.33246788,122.3,12.88,2180.0,1.0,1481735673.93
1955,104.3,19,131,1.45,770.0,977.079999924,144,1581.5,155.3,191.33246788,122.3,12.88,2260.0,1.0,1481735674.3
1956,104.3,19,131,1.45,770.0,977.480000019,143,1583.4,155.3,191.33246788,122.3,13.18,2260.0,1.0,1481735674.7
1957,108.2,18,132,1.51,810.0,977.940000057,143,1585.6,172.5,184.015381007,123.9,13.18,2260.0,1.0,1481735675.16
1958,108.2,18,132,1.51,810.0,978.690000057,143,1588.7,172.5,184.015381007,123.9,13.18,2260.0,1.0,1481735675.91
1959,108.2,18,132,1.51,810.0,979.079999924,143,1590.3,172.5,184.015381007,123.9,13.18,2260.0,1.0,1481735676.3
1960,108.2,18,132,1.51,810.0,979.460000038,143,1591.7,172.5,184.015381007,123.9,13.18,2260.0,1.0,1481735676.68
1961,108.2,18,132,1.51,810.0,980.25999999,143,1594.6,172.5,184.015381007,123.9,13.18,2260.0,1.0,1481735677.48
1962,108.2,18,132,1.51,810.0,980.629999876,143,1596.3,172.5,184.015381007,123.9,12.98,2190.0,1.0,1481735677.85
1963,110.9,19,132,1.48,790.0,981.069999933,143,1598.4,165.6,190.86389878,122.4,12.98,2190.0,1.0,1481735678.29
1964,110.9,19,132,1.48,790.0,981.519999981,143,1600.4,165.6,190.86389878,122.4,12.98,2190.0,1.0,1481735678.74
1965,110.9,19,132,1.48,790.0,981.899999857,143,1602.0,165.6,190.86389878,122.4,12.98,2190.0,1.0,1481735679.12
1966,110.9,19,132,1.48,790.0,982.720000029,143,1605.1,165.6,190.86389878,122.4,12.98,2190.0,1.0,1481735679.94
1967,110.9,19,132,1.48,790.0,983.079999924,143,1606.4,165.6,190.86389878,122.4,12.98,2130.0,1.0,1481735680.3
1968,110.9,19,132,1.48,790.0,983.529999971,143,1608.2,165.6,190.86389878,122.4,12.98,2130.0,1.0,1481735680.75
1969,108.5,19,132,1.48,780.0,983.940000057,143,1610.2,167.6,196.589439684,121.2,12.83,2130.0,1.0,1481735681.16
1970,108.5,19,132,1.48,780.0,984.75999999,143,1613.8,167.6,196.589439684,121.2,12.83,2130.0,1.0,1481735681.98
1971,108.5,19,132,1.48,780.0,985.109999895,143,1615.3,167.6,196.589439684,121.2,12.83,2130.0,1.0,1481735682.33
1972,108.5,19,132,1.48,780.0,985.470000029,143,1616.6,167.6,196.589439684,121.2,12.83,2130.0,1.0,1481735682.69
1973,108.5,19,132,1.48,780.0,985.899999857,143,1618.2,167.6,196.589439684,121.2,12.83,2130.0,1.0,1481735683.12
1974,108.5,19,132,1.48,780.0,986.809999943,143,1621.9,167.6,196.589439684,121.2,12.83,2080.0,1.0,1481735684.03
1975,108.5,20,132,1.48,780.0,987.220000029,143,1623.9,167.6,198.056519026,120.9,12.6,2080.0,1.0,1481735684.44
1976,107.9,20,132,1.45,770.0,987.579999924,143,1625.5,160.6,198.056519026,120.9,12.6,2080.0,1.0,1481735684.8
1977,107.9,20,132,1.45,770.0,987.960000038,143,1627.1,160.6,198.056519026,120.9,12.6,2080.0,1.0,1481735685.18
1978,107.9,20,132,1.45,770.0,988.420000076,143,1628.9,160.6,198.056519026,120.9,12.6,2080.0,1.0,1481735685.64
1979,107.9,20,132,1.45,770.0,989.220000029,143,1631.8,160.6,198.056519026,120.9,12.6,2080.0,1.0,1481735686.44
