index,index,TimeStamp (sec), HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
72,72,1520272463.538,0.0,495.0,27.0,1.0,4.0,495.0,inf,216.92000007629395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,495.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,73,1520272465.5419998,0.0,499.6,27.0,1.0,4.0,499.6,inf,218.92399978637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,499.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,74,1520272467.526,0.0,504.7,27.0,1.0,4.0,504.7,inf,220.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,504.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,75,1520272469.592,0.0,510.9,28.0,1.0,4.0,510.9,inf,222.97399997711182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,510.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,76,1520272471.5879998,0.0,515.9,28.0,1.0,4.0,515.9,inf,224.96999979019165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,515.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,77,1520272474.5500002,0.0,521.9,27.0,1.0,4.0,521.9,inf,227.93200016021729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,521.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,78,1520272476.612,0.0,526.7,27.0,1.0,4.0,526.7,inf,229.99399995803833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,526.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,79,1520272478.5219998,0.0,533.1,26.0,1.0,4.0,533.1,inf,231.90399980545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,533.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,80,1520272480.532,0.0,538.4,26.0,1.0,4.0,538.4,inf,233.91400003433228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,538.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,81,1520272482.5300002,0.0,543.5,29.0,1.0,4.0,543.5,inf,235.91200017929077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,543.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,82,1520272485.526,0.0,549.7,28.0,1.0,4.0,549.7,inf,238.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,549.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,83,1520272487.5419998,0.0,555.7,25.0,1.0,4.0,555.7,inf,240.92399978637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,555.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,84,1520272489.526,0.0,560.5,25.0,1.0,4.0,560.5,inf,242.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,560.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,85,1520272492.5219998,0.0,566.6,25.0,1.0,4.0,566.6,inf,245.90399980545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,566.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,86,1520272494.514,0.0,571.6,27.0,1.0,4.0,571.6,inf,247.89599990844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,571.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,87,1520272496.514,0.0,577.9,27.0,1.0,4.0,577.9,inf,249.89599990844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,577.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,88,1520272499.512,0.0,584.1,25.0,1.0,4.0,584.1,inf,252.89400005340576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,584.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,89,1520272501.5159998,0.0,588.9,0.0,1.0,4.0,588.9,inf,254.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,588.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,90,1520272503.534,0.0,594.9,27.0,1.0,4.0,594.9,inf,256.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,594.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,91,1520272506.578,0.0,600.6,24.0,1.0,4.0,600.6,inf,259.960000038147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,600.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,92,1520272508.5159998,0.0,605.3,29.0,1.0,4.0,605.3,inf,261.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,605.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,93,1520272510.5240002,0.0,611.3,0.0,1.0,4.0,611.3,inf,263.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,611.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,94,1520272512.532,0.0,616.3,30.0,1.0,4.0,616.3,inf,265.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,616.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,95,1520272514.5219998,0.0,621.2,30.0,1.0,4.0,621.2,inf,267.90399980545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,621.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,96,1520272517.592,0.0,627.5,26.0,1.0,4.0,627.5,inf,270.9739999771118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,627.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,97,1520272519.514,0.0,632.3,26.0,1.0,4.0,632.3,inf,272.89599990844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,632.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,98,1520272521.5359998,0.0,638.6,28.0,1.0,4.0,638.6,inf,274.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,638.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,99,1520272523.5159998,0.0,643.6,28.0,1.0,4.0,643.6,inf,276.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,643.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,100,1520272525.5300002,0.0,648.7,26.0,1.0,4.0,648.7,inf,278.91200017929077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,648.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,101,1520272528.5159998,0.0,655.1,28.0,1.0,4.0,655.1,inf,281.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,655.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,102,1520272530.526,0.0,661.3,26.0,1.0,4.0,661.3,inf,283.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,661.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,103,1520272532.518,0.0,666.5,26.0,1.0,4.0,666.5,inf,285.89999985694885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,666.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,104,1520272535.5159998,0.0,673.1,26.0,1.0,4.0,673.1,inf,288.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,673.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,105,1520272537.52,0.0,678.4,26.0,1.0,4.0,678.4,inf,290.90199995040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,678.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,106,1520272539.5240002,0.0,683.7,0.0,1.0,4.0,683.7,inf,292.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,683.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,107,1520272541.5240002,0.0,689.0,31.0,1.0,4.0,689.0,inf,294.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,689.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,108,1520272543.528,0.0,695.6,28.0,1.0,4.0,695.6,inf,296.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,695.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,109,1520272546.532,0.0,702.2,47.0,1.0,4.0,702.2,inf,299.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,702.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,110,1520272547.538,0.0,706.1,31.0,1.0,4.0,706.1,inf,300.92000007629395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,706.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,111,1520272550.534,0.0,712.8,29.0,1.0,4.0,712.8,inf,303.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,712.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,112,1520272552.538,0.0,718.4,0.0,1.0,4.0,718.4,inf,305.92000007629395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,718.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,113,1520272554.532,0.0,723.9,30.0,1.0,4.0,723.9,inf,307.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,723.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,114,1520272556.518,0.0,729.4,30.0,1.0,4.0,729.4,inf,309.89999985694885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,729.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,115,1520272558.52,0.0,734.9,27.0,1.0,4.0,734.9,inf,311.90199995040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,734.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,116,1520272560.52,0.0,741.7,28.0,1.0,4.0,741.7,inf,313.90199995040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,741.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,117,1520272562.52,0.0,746.8,28.0,1.0,4.0,746.8,inf,315.90199995040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,746.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
118,118,1520272565.5300002,0.0,753.3,26.0,1.0,4.0,753.3,inf,318.91200017929077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,753.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
119,119,1520272567.546,0.0,758.4,26.0,1.0,4.0,758.4,inf,320.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,758.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
120,120,1520272569.558,0.0,763.5,28.0,1.0,4.0,763.5,inf,322.94000005722046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,763.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
121,121,1520272571.5159998,0.0,768.7,28.0,2.0,4.0,768.7,inf,324.89799976348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,768.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
122,122,1520272573.5219998,0.0,773.9,28.0,2.0,4.0,773.9,inf,326.90399980545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,773.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
123,123,1520272575.554,0.0,780.3,30.0,2.0,4.0,780.3,inf,328.9359998703003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,780.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
124,124,1520272577.5240002,0.0,785.3,27.0,2.0,4.0,785.3,inf,330.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,785.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
125,125,1520272579.548,0.0,790.2,28.0,2.0,4.0,790.2,inf,332.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,790.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
126,126,1520272582.528,0.0,797.5,0.0,2.0,4.0,797.5,inf,335.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,797.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
127,127,1520272584.526,0.0,801.2,0.0,2.0,4.0,801.2,inf,337.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,801.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
128,128,1520272586.526,0.0,807.5,27.0,2.0,4.0,807.5,inf,339.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,807.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
129,129,1520272588.5359998,0.0,812.6,27.0,2.0,4.0,812.6,inf,341.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,812.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
130,130,1520272590.534,0.0,817.8,28.0,2.0,4.0,817.8,inf,343.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,817.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
131,131,1520272593.518,0.0,824.4,27.0,2.0,4.0,824.4,inf,346.89999985694885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,824.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
132,132,1520272595.514,0.0,829.6,27.0,2.0,4.0,829.6,inf,348.89599990844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,829.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
133,133,1520272597.526,0.0,835.9,27.0,2.0,4.0,835.9,inf,350.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,835.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
134,134,1520272599.5219998,0.0,840.8,0.0,2.0,4.0,840.8,inf,352.90399980545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,840.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
135,135,1520272602.5240002,0.0,847.1,25.0,2.0,4.0,847.1,inf,355.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,847.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,136,1520272604.544,0.0,852.0,25.0,2.0,4.0,852.0,inf,357.92599987983704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,852.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,137,1520272606.548,0.0,857.0,27.0,2.0,4.0,857.0,inf,359.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,857.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,138,1520272608.5560002,0.0,863.4,29.0,2.0,4.0,863.4,inf,361.93800020217896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,863.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,139,1520272610.54,0.0,868.5,29.0,2.0,4.0,868.5,inf,363.92199993133545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,868.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,140,1520272612.528,0.0,873.7,28.0,2.0,4.0,873.7,inf,365.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,873.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,141,1520272615.5240002,0.0,880.2,27.0,2.0,4.0,880.2,inf,368.9060001373291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,880.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
142,142,1520272617.532,0.0,885.4,46.0,2.0,4.0,885.4,inf,370.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,885.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
143,143,1520272619.52,0.0,892.1,27.0,2.0,4.0,892.1,inf,372.90199995040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,892.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
