index,index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
1989,1989,0.0,26.0,0.0,0.0,0.0,2495.0,177.0,6813.24110467,0.0,0.0,127.339165316,8.82620212005,0.0,0.0,49.243158,16.501367,1459591003.0,3.926521732408243,0.0,0.0,1.0,4.0,990,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6813.24110467,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1990,1990,0.0,26.0,0.0,0.0,0.0,2496.0,177.0,6816.7292646,0.0,0.0,130.195324956,8.92649020659,0.0,0.0,49.243183,16.501338,1459591004.0,3.840383670988009,0.0,0.0,1.0,4.0,990,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6816.7292646,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1991,1991,0.0,26.0,0.0,0.0,0.0,2497.0,177.0,6820.65891505,0.0,0.0,128.68986676,8.91922248061,0.0,0.0,49.243211,16.501305,1459591005.0,3.885309796244287,0.0,0.0,1.0,4.0,991,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6820.65891505,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1992,1992,0.0,26.0,0.0,0.0,0.0,2498.0,177.0,6824.54470876,0.0,0.0,128.722596366,8.92922372899,0.0,0.0,49.243239,16.501273,1459591006.0,3.8843218993061495,0.0,0.0,1.0,4.0,991,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6824.54470876,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1993,1993,0.0,26.0,0.0,0.0,0.0,2499.0,177.0,6828.47820441,0.0,0.0,128.481922658,8.89464650439,0.0,0.0,49.243268,16.501242,1459591007.0,3.891598052520793,0.0,0.0,1.0,4.0,992,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6828.47820441,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1994,1994,0.0,26.0,0.0,0.0,0.0,2500.0,177.0,6832.27542921,0.0,0.0,128.850816984,8.87571142073,0.0,0.0,49.243295,16.50121,1459591008.0,3.880456575312885,0.0,0.0,1.0,4.0,992,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6832.27542921,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1995,1995,0.0,26.0,0.0,0.0,0.0,2501.0,177.0,6835.98555648,0.0,0.0,128.960762256,9.00803682962,0.0,0.0,49.243322,16.50118,1459591009.0,3.877148298855818,0.0,0.0,1.0,4.0,992,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6835.98555648,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1996,1996,0.0,27.0,0.0,0.0,0.0,2502.0,177.0,6840.26914375,0.0,0.0,126.882974069,8.86418637941,0.0,0.0,49.243353,16.501145,1459591010.0,3.9406390311129997,0.0,0.0,1.0,4.0,993,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6840.26914375,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1997,1997,0.0,27.0,0.0,0.0,0.0,2503.0,177.0,6844.12136294,0.0,0.0,128.240467937,8.90474748863,0.0,0.0,49.243382,16.501116,1459591011.0,3.8989252616079995,0.0,0.0,1.0,4.0,993,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6844.12136294,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1998,1998,0.0,27.0,0.0,0.0,0.0,2504.0,178.0,6848.22955804,0.0,0.0,127.499486394,8.75050337232,0.0,0.0,49.243412,16.501083,1459591012.0,3.9215844247003138,0.0,0.0,1.0,4.0,994,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6848.22955804,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1999,1999,0.0,27.0,0.0,0.0,0.0,2505.0,178.0,6851.67435818,0.0,0.0,129.764815036,8.94545580671,0.0,0.0,49.243437,16.501055,1459591013.0,3.853124592065172,0.0,0.0,1.0,4.0,994,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6851.67435818,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2000,2000,0.0,26.0,0.0,0.0,0.0,2506.0,177.0,6855.96520791,0.0,0.0,126.955593892,8.87617579886,0.0,0.0,49.243469,16.501022,1459591014.0,3.9383849476167674,0.0,0.0,1.0,4.0,995,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6855.96520791,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2001,2001,0.0,26.0,0.0,0.0,0.0,2507.0,177.0,6859.76592823,0.0,0.0,128.60302313,8.92629457323,0.0,0.0,49.243497,16.500992,1459591015.0,3.8879334857825905,0.0,0.0,1.0,4.0,995,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6859.76592823,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2002,2002,0.0,26.0,0.0,0.0,0.0,2508.0,177.0,6863.78429704,0.0,0.0,128.029523187,8.85201820733,0.0,0.0,49.243526,16.500959,1459591016.0,3.9053492315963694,0.0,0.0,1.0,4.0,995,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6863.78429704,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2003,2003,0.0,26.0,0.0,0.0,0.0,2509.0,178.0,6867.49416765,0.0,0.0,129.186714949,8.89111529783,0.0,0.0,49.243552,16.500927,1459591017.0,3.8703670125630856,0.0,0.0,1.0,4.0,996,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6867.49416765,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2004,2004,0.0,26.0,0.0,0.0,0.0,2510.0,178.0,6871.37995176,0.0,0.0,128.670091573,8.94734696785,0.0,0.0,49.24358,16.500895,1459591018.0,3.88590692590227,0.0,0.0,1.0,4.0,996,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6871.37995176,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2005,2005,0.0,26.0,0.0,0.0,0.0,2511.0,178.0,6875.53797642,0.0,0.0,127.870409199,8.8075482088,0.0,0.0,49.243611,16.500863,1459591019.0,3.910208805399758,0.0,0.0,1.0,4.0,997,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6875.53797642,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2006,2006,0.0,26.0,0.0,0.0,0.0,2512.0,178.0,6879.15864815,0.0,0.0,129.839827821,8.91020874583,0.0,0.0,49.243637,16.500833,1459591020.0,3.850898513892908,0.0,0.0,1.0,4.0,997,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6879.15864815,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2007,2007,0.0,27.0,0.0,0.0,0.0,2513.0,177.0,6883.31060846,0.0,0.0,128.269606863,8.72601632075,0.0,0.0,49.243666,16.500797,1459591021.0,3.8980395452059926,0.0,0.0,1.0,4.0,998,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6883.31060846,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2008,2008,0.0,27.0,0.0,0.0,0.0,2514.0,177.0,6886.88830777,0.0,0.0,130.397931776,8.84675825448,0.0,0.0,49.243691,16.500766,1459591022.0,3.834416644421242,0.0,0.0,1.0,4.0,998,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6886.88830777,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2009,2009,0.0,26.0,0.0,0.0,0.0,2515.0,178.0,6891.08636572,0.0,0.0,128.542372495,8.66974231332,0.0,0.0,49.24372,16.500729,1459591023.0,3.88976794418081,0.0,0.0,1.0,4.0,999,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6891.08636572,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2010,2010,0.0,26.0,0.0,0.0,0.0,2516.0,178.0,6894.39988946,0.0,0.0,131.72264138,8.83488150036,0.0,0.0,49.243743,16.5007,1459591024.0,3.7958546439831498,0.0,0.0,1.0,4.0,999,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6894.39988946,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2011,2011,0.0,26.0,0.0,0.0,0.0,2517.0,178.0,6898.41825115,0.0,0.0,129.33539227,8.82745539666,0.0,0.0,49.243772,16.500667,1459591025.0,3.8659178375258816,0.0,0.0,1.0,4.0,999,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6898.41825115,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2012,2012,0.0,26.0,0.0,0.0,0.0,2518.0,178.0,6902.40329536,0.0,0.0,129.442577843,8.79267782336,0.0,0.0,49.243802,16.500637,1459591026.0,3.8627166449546957,0.0,0.0,1.0,4.0,1000,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6902.40329536,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2013,2013,0.0,26.0,0.0,0.0,0.0,2519.0,178.0,6906.295675,0.0,0.0,129.897872895,8.76828891801,0.0,0.0,49.243831,16.500607,1459591027.0,3.849177733681318,0.0,0.0,1.0,4.0,1000,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6906.295675,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2014,2014,0.0,26.0,0.0,0.0,0.0,2520.0,178.0,6910.18145126,0.0,0.0,130.150137349,8.64709988325,0.0,0.0,49.243859,16.500575,1459591028.0,3.8417170368344733,0.0,0.0,1.0,4.0,1001,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6910.18145126,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2015,2015,0.0,26.0,0.0,0.0,0.0,2521.0,178.0,6913.63751437,0.0,0.0,131.786627681,8.75192141166,0.0,0.0,49.243882,16.500543,1459591029.0,3.7940116444157725,0.0,0.0,1.0,4.0,1001,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6913.63751437,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2016,2016,0.0,27.0,0.0,0.0,0.0,2522.0,178.0,6917.61184202,0.0,0.0,130.000450172,8.5933634919,0.0,0.0,49.24391,16.500509,1459591030.0,3.846140527501742,0.0,0.0,1.0,4.0,1002,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6917.61184202,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2017,2017,0.0,27.0,0.0,0.0,0.0,2523.0,178.0,6921.05741873,0.0,0.0,131.651462798,8.80645048133,0.0,0.0,49.243934,16.500479,1459591031.0,3.797906907932935,0.0,0.0,1.0,4.0,1002,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6921.05741873,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2018,2018,0.0,27.0,0.0,0.0,0.0,2524.0,178.0,6925.47372277,0.0,0.0,128.197730257,8.55993626439,0.0,0.0,49.243965,16.500441,1459591032.0,3.900225058568839,0.0,0.0,1.0,4.0,1003,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6925.47372277,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2019,2019,0.0,27.0,0.0,0.0,0.0,2525.0,178.0,6928.78723988,0.0,0.0,131.815165844,8.79871172083,0.0,0.0,49.243988,16.500412,1459591033.0,3.7931902357255134,0.0,0.0,1.0,4.0,1003,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6928.78723988,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2020,2020,0.0,27.0,0.0,0.0,0.0,2526.0,178.0,6933.16084095,0.0,0.0,128.134136222,8.58947970821,0.0,0.0,49.24402,16.500377,1459591034.0,3.902160772627525,0.0,0.0,1.0,4.0,1003,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6933.16084095,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2021,2021,0.0,27.0,0.0,0.0,0.0,2527.0,178.0,6936.56096936,0.0,0.0,131.329613493,8.72564102601,0.0,0.0,49.244044,16.500348,1459591035.0,3.8072144332218754,0.0,0.0,1.0,4.0,1004,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6936.56096936,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2022,2022,0.0,27.0,0.0,0.0,0.0,2528.0,178.0,6940.49059433,0.0,0.0,129.354406285,8.71015813727,0.0,0.0,49.244072,16.500315,1459591036.0,3.865349579962319,0.0,0.0,1.0,4.0,1004,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6940.49059433,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2023,2023,0.0,26.0,0.0,0.0,0.0,2529.0,178.0,6944.20044884,0.0,0.0,129.776671934,8.89813316334,0.0,0.0,49.244098,16.500283,1459591037.0,3.8527725557200525,0.0,0.0,1.0,4.0,1005,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6944.20044884,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2024,2024,0.0,26.0,0.0,0.0,0.0,2530.0,178.0,6948.44133129,0.0,0.0,127.739227239,8.86329336283,0.0,0.0,49.244129,16.500249,1459591038.0,3.914224399248168,0.0,0.0,1.0,4.0,1005,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6948.44133129,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2025,2025,0.0,26.0,0.0,0.0,0.0,2531.0,178.0,6952.45968181,0.0,0.0,128.403577773,8.79386009454,0.0,0.0,49.244158,16.500216,1459591039.0,3.893972494161586,0.0,0.0,1.0,4.0,1006,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6952.45968181,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2026,2026,0.0,26.0,0.0,0.0,0.0,2532.0,178.0,6956.16953379,0.0,0.0,129.504152223,8.91901860352,0.0,0.0,49.244184,16.500184,1459591040.0,3.860880067683264,0.0,0.0,1.0,4.0,1006,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6956.16953379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2027,2027,0.0,27.0,0.0,0.0,0.0,2533.0,178.0,6960.45363214,0.0,0.0,127.742003669,8.70862297494,0.0,0.0,49.244214,16.500147,1459591041.0,3.9141393248815803,0.0,0.0,1.0,4.0,1006,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6960.45363214,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2028,2028,0.0,27.0,0.0,0.0,0.0,2534.0,178.0,6964.03131574,0.0,0.0,130.343190886,8.83018411773,0.0,0.0,49.244239,16.500116,1459591042.0,3.8360270037988182,0.0,0.0,1.0,4.0,1007,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6964.03131574,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2029,2029,0.0,26.0,0.0,0.0,0.0,2535.0,178.0,6968.2293546,0.0,0.0,128.568804667,8.69075192162,0.0,0.0,49.244268,16.500079,1459591043.0,3.8889682555191087,0.0,0.0,1.0,4.0,1007,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6968.2293546,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2030,2030,0.0,26.0,0.0,0.0,0.0,2536.0,178.0,6971.7212849,0.0,0.0,131.273763968,8.82134223439,0.0,0.0,49.244292,16.500048,1459591044.0,3.808834186562082,0.0,0.0,1.0,4.0,1008,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6971.7212849,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2031,2031,0.0,26.0,0.0,0.0,0.0,2537.0,177.0,6975.82789144,0.0,0.0,129.480824425,8.70506776987,0.0,0.0,49.244321,16.500013,1459591045.0,3.861575659719545,0.0,0.0,1.0,4.0,1008,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6975.82789144,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2032,2032,0.0,26.0,0.0,0.0,0.0,2538.0,177.0,6979.49868541,0.0,0.0,131.270878377,8.74397559299,0.0,0.0,49.244346,16.49998,1459591046.0,3.8089179121970824,0.0,0.0,1.0,4.0,1009,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6979.49868541,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2033,2033,0.0,26.0,0.0,0.0,0.0,2539.0,177.0,6983.42830145,0.0,0.0,130.719311893,8.71547908173,0.0,0.0,49.244374,16.499947,1459591047.0,3.8249895348995864,0.0,0.0,1.0,4.0,1009,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6983.42830145,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2034,2034,0.0,26.0,0.0,0.0,0.0,2540.0,178.0,6987.35791666,0.0,0.0,131.119873605,8.55325142937,0.0,0.0,49.244402,16.499914,1459591048.0,3.8133044690559665,0.0,0.0,1.0,4.0,1010,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6987.35791666,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2035,2035,0.0,26.0,0.0,0.0,0.0,2541.0,178.0,6990.71803821,0.0,0.0,133.506075834,8.69089782528,0.0,0.0,49.244425,16.499884,1459591049.0,3.7451479033935096,0.0,0.0,1.0,4.0,1010,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,6990.71803821,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2036,2036,0.0,26.0,0.0,0.0,0.0,2542.0,177.0,6994.78416021,0.0,0.0,131.285215054,8.50434174102,0.0,0.0,49.244453,16.499848,1459591050.0,3.808501968742946,0.0,0.0,1.0,4.0,1010,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6994.78416021,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2037,2037,0.0,26.0,0.0,0.0,0.0,2543.0,177.0,6998.1442803,0.0,0.0,133.937541927,8.61941809273,0.0,0.0,49.244476,16.499818,1459591051.0,3.7330832924536947,0.0,0.0,1.0,4.0,1011,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,6998.1442803,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2038,2038,0.0,27.0,0.0,0.0,0.0,2544.0,177.0,7002.09169324,0.0,0.0,131.915467633,8.45177278424,0.0,0.0,49.244502,16.499781,1459591052.0,3.7903060874638475,0.0,0.0,1.0,4.0,1011,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,7002.09169324,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2039,2039,0.0,27.0,0.0,0.0,0.0,2545.0,177.0,7005.49933784,0.0,0.0,133.735573436,8.60189955218,0.0,0.0,49.244525,16.49975,1459591053.0,3.738721023537377,0.0,0.0,1.0,4.0,1012,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,7005.49933784,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2040,2040,0.0,27.0,0.0,0.0,0.0,2546.0,178.0,7009.61251648,0.0,0.0,131.105515343,8.46492797957,0.0,0.0,49.244553,16.499713,1459591054.0,3.813722090118736,0.0,0.0,1.0,4.0,1012,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7009.61251648,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2041,2041,0.0,27.0,0.0,0.0,0.0,2547.0,178.0,7013.11779184,0.0,0.0,133.077097422,8.5742748212,0.0,0.0,49.244576,16.49968,1459591055.0,3.7572205111631862,0.0,0.0,1.0,4.0,1013,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7013.11779184,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2042,2042,0.0,27.0,0.0,0.0,0.0,2548.0,178.0,7017.09935463,0.0,0.0,131.25215277,8.50656880182,0.0,0.0,49.244603,16.499644,1459591056.0,3.8094613265214483,0.0,0.0,1.0,4.0,1013,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7017.09935463,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2043,2043,0.0,27.0,0.0,0.0,0.0,2549.0,178.0,7020.73552171,0.0,0.0,132.2733799,8.58608202041,0.0,0.0,49.244627,16.49961,1459591057.0,3.7800500779371102,0.0,0.0,1.0,4.0,1014,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7020.73552171,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2044,2044,0.0,27.0,0.0,0.0,0.0,2550.0,178.0,7024.66978878,0.0,0.0,131.063251578,8.66058644744,0.0,0.0,49.244654,16.499575,1459591058.0,3.814951895210945,0.0,0.0,1.0,4.0,1014,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7024.66978878,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2045,2045,0.0,27.0,0.0,0.0,0.0,2551.0,178.0,7028.90870907,0.0,0.0,130.017754237,8.51860138964,0.0,0.0,49.244684,16.499539,1459591059.0,3.845628644597153,0.0,0.0,1.0,4.0,1014,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7028.90870907,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2046,2046,0.0,27.0,0.0,0.0,0.0,2552.0,178.0,7032.53250693,0.0,0.0,132.387246312,8.55472771603,0.0,0.0,49.244709,16.499507,1459591060.0,3.7767988528263423,0.0,0.0,1.0,4.0,1015,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7032.53250693,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2047,2047,0.0,26.0,0.0,0.0,0.0,2553.0,178.0,7036.32969024,0.0,0.0,132.071314242,8.55300294562,0.0,0.0,49.244736,16.499475,1459591061.0,3.785833455733077,0.0,0.0,1.0,4.0,1015,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7036.32969024,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2048,2048,0.0,26.0,0.0,0.0,0.0,2554.0,178.0,7039.9503321,0.0,0.0,132.886906251,8.6690732923,0.0,0.0,49.244762,16.499445,1459591062.0,3.7625979421598386,0.0,0.0,1.0,4.0,1016,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7039.9503321,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2049,2049,0.0,26.0,0.0,0.0,0.0,2555.0,178.0,7044.05848813,0.0,0.0,131.389928398,8.50154713077,0.0,0.0,49.244792,16.499412,1459591063.0,3.8054667210520448,0.0,0.0,1.0,4.0,1016,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7044.05848813,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2050,2050,0.0,26.0,0.0,0.0,0.0,2556.0,178.0,7047.45859615,0.0,0.0,134.141107608,8.58310491429,0.0,0.0,49.244816,16.499383,1459591064.0,3.7274181562683077,0.0,0.0,1.0,4.0,1017,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7047.45859615,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2051,2051,0.0,26.0,0.0,0.0,0.0,2557.0,178.0,7051.21178041,0.0,0.0,133.011973396,8.59740094094,0.0,0.0,49.244843,16.499352,1459591065.0,3.7590600848497466,0.0,0.0,1.0,4.0,1017,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7051.21178041,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2052,2052,0.0,26.0,0.0,0.0,0.0,2558.0,178.0,7055.01246599,0.0,0.0,132.867062657,8.57571829946,0.0,0.0,49.244871,16.499322,1459591066.0,3.763159883279454,0.0,0.0,1.0,4.0,1017,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,7055.01246599,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
