index,index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
658,658,0.0,13.0,0.0,0.0,0.0,659.0,146.0,1882.06662557,0.0,0.0,723.964028332,3.7453543857,0.0,0.0,49.249228,16.490642,1459589167.0,0.6906420490973715,0.0,0.0,1.0,4.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1882.06662557,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
659,659,0.0,13.0,0.0,0.0,0.0,660.0,146.0,1882.55578285,0.0,0.0,739.35301608,3.94634511382,0.0,0.0,49.249226,16.490636,1459589168.0,0.67626693761387,0.0,0.0,1.0,4.0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1882.55578285,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
660,660,0.0,13.0,0.0,0.0,0.0,661.0,146.0,1883.07606418,0.0,0.0,740.619248996,5.44703927117,0.0,0.0,49.249225,16.490629,1459589169.0,0.6751107275132413,0.0,0.0,1.0,4.0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1883.07606418,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
661,661,0.0,13.0,0.0,0.0,0.0,662.0,146.0,1886.57631379,0.0,0.0,527.266534706,3.7961160797,0.0,0.0,49.249218,16.490582,1459589170.0,0.9482869992475369,0.0,0.0,1.0,4.0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
662,662,0.0,13.0,0.0,0.0,0.0,663.0,146.0,1886.57631379,0.0,0.0,944.74569267,3.76720751647,0.0,0.0,49.249218,16.490582,1459589171.0,0.5292429527642738,0.0,0.0,1.0,4.0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
663,663,0.0,13.0,0.0,0.0,0.0,664.0,146.0,1886.57631379,0.0,0.0,1111.63736,3.89050935795,0.0,0.0,49.249218,16.490582,1459589172.0,0.4497869700960752,0.0,0.0,1.0,4.0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
664,664,0.0,13.0,0.0,0.0,0.0,665.0,146.0,1886.57631379,0.0,0.0,1286.98737912,4.17100349672,0.0,0.0,49.249218,16.490582,1459589173.0,0.3885041983409998,0.0,0.0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
665,665,0.0,13.0,0.0,0.0,0.0,666.0,146.0,1886.57631379,0.0,0.0,1458.07211886,4.62002302929,0.0,0.0,49.249218,16.490582,1459589174.0,0.34291856591492,0.0,0.0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
666,666,0.0,13.0,0.0,0.0,0.0,667.0,146.0,1886.57631379,0.0,0.0,1606.74457861,5.25571015901,0.0,0.0,49.249218,16.490582,1459589175.0,0.3111882290790436,0.0,0.0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
667,667,0.0,13.0,0.0,0.0,0.0,668.0,146.0,1886.57631379,0.0,0.0,1712.14609507,6.10374921435,0.0,0.0,49.249218,16.490582,1459589176.0,0.29203115402342916,0.0,0.0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
668,668,0.0,13.0,0.0,0.0,0.0,669.0,146.0,1886.57631379,0.0,0.0,1756.39924515,7.19840439956,0.0,0.0,49.249218,16.490582,1459589177.0,0.28467331751631386,0.0,0.0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
669,669,0.0,13.0,0.0,0.0,0.0,670.0,146.0,1886.57631379,0.0,0.0,1731.19743641,8.58390420697,0.0,0.0,49.249218,16.490582,1459589178.0,0.2888174332309864,0.0,0.0,1.0,4.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
670,670,0.0,13.0,0.0,0.0,0.0,671.0,146.0,1886.57631379,0.0,0.0,1641.33032479,10.3162284268,0.0,0.0,49.249218,16.490582,1459589179.0,0.3046309401880895,0.0,0.0,1.0,4.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
671,671,0.0,13.0,0.0,0.0,0.0,672.0,146.0,1886.57631379,0.0,0.0,1502.61710238,12.5567640234,0.0,0.0,49.249218,16.490582,1459589180.0,0.332752767959348,0.0,0.0,1.0,4.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.57631379,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
672,672,0.0,13.0,0.0,0.0,0.0,673.0,146.0,1886.79413631,0.0,0.0,1268.64528041,15.203094658,0.0,0.0,49.249218,16.490579,1459589181.0,0.3941211997717836,0.0,0.0,1.0,4.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1886.79413631,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
673,673,0.0,13.0,0.0,0.0,0.0,674.0,146.0,1887.08456635,0.0,0.0,1112.56623604,18.4358558114,0.0,0.0,49.249218,16.490575,1459589182.0,0.4494114451825083,0.0,0.0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1887.08456635,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
674,674,0.0,13.0,0.0,0.0,0.0,675.0,146.0,1887.5103416,0.0,0.0,967.438702461,22.277313181,0.0,0.0,49.249216,16.49057,1459589183.0,0.5168286101518212,0.0,0.0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1887.5103416,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
675,675,0.0,13.0,0.0,0.0,0.0,676.0,146.0,1887.93611687,0.0,0.0,868.627720305,26.8826771573,0.0,0.0,49.249214,16.490565,1459589184.0,0.5756205890187751,0.0,0.0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1887.93611687,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
676,676,0.0,13.0,0.0,0.0,0.0,677.0,146.0,1888.22654692,0.0,0.0,795.971982534,32.6377680381,0.0,0.0,49.249214,16.490561,1459589185.0,0.6281628134802376,0.0,0.0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1888.22654692,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
677,677,0.0,13.0,0.0,0.0,0.0,678.0,146.0,1888.66219201,0.0,0.0,694.583089127,39.5389233666,0.0,0.0,49.249214,16.490555,1459589186.0,0.7198562818862096,0.0,0.0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1888.66219201,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
678,678,0.0,13.0,0.0,0.0,0.0,679.0,146.0,1889.02522958,0.0,0.0,622.485949197,47.9394469469,0.0,0.0,49.249214,16.49055,1459589187.0,0.8032309815908206,0.0,0.0,1.0,4.0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1889.02522958,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
679,679,0.0,13.0,0.0,0.0,0.0,680.0,146.0,1889.24305212,0.0,0.0,556.922744904,58.327692364,0.0,0.0,49.249214,16.490547,1459589188.0,0.8977905904816079,0.0,0.0,1.0,4.0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1889.24305212,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
680,680,0.0,13.0,0.0,0.0,0.0,681.0,146.0,1889.53348218,0.0,0.0,480.94232137,71.1273968443,0.0,0.0,49.249214,16.490543,1459589189.0,1.0396257051692037,0.0,0.0,1.0,4.0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1889.53348218,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
681,681,0.0,13.0,0.0,0.0,0.0,682.0,146.0,1890.1561698,0.0,0.0,404.748214377,169.956530323,0.0,0.0,49.24921,16.490537,1459589190.0,1.235335900788628,0.0,0.0,1.0,4.0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1890.1561698,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
682,682,0.0,26.0,0.0,0.0,0.0,1188.0,175.0,2089.57536593,0.0,0.0,355.918886991,71.4706755409,0.0,0.0,49.249932,16.493051,1459589696.0,1.4048144627195447,0.0,0.0,1.0,4.0,425,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2089.57536593,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
683,683,0.0,26.0,0.0,0.0,0.0,1189.0,175.0,2090.00113671,0.0,0.0,305.103563446,59.7785888091,0.0,0.0,49.24993,16.493056,1459589697.0,1.6387878081551628,0.0,0.0,1.0,4.0,425,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2090.00113671,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
684,684,0.0,0.0,0.0,0.0,0.0,1190.0,115.0,2092.1557558,0.0,0.0,240.840633732,49.4861882684,0.0,0.0,49.249917,16.493078,1459589698.0,2.0760616356639576,0.0,0.0,1.0,4.0,425,0.0,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2092.1557558,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
685,685,0.0,0.0,0.0,0.0,0.0,1191.0,115.0,2095.4409485,0.0,0.0,203.601895474,41.6452476689,0.0,0.0,49.2499,16.493115,1459589699.0,2.4557728150612923,0.0,0.0,1.0,4.0,425,0.0,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2095.4409485,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
686,686,0.0,0.0,0.0,0.0,0.0,1192.0,115.0,2099.00087155,0.0,0.0,183.54226792,35.4869433388,0.0,0.0,49.249879,16.493152,1459589700.0,2.724168147567695,0.0,0.0,1.0,4.0,425,0.0,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2099.00087155,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
687,687,0.0,17.0,0.0,0.0,0.0,1193.0,119.0,2103.03723412,0.0,0.0,167.946824433,31.856234252,0.0,0.0,49.249856,16.493195,1459589701.0,2.9771328019331973,0.0,0.0,1.0,4.0,425,0.0,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2103.03723412,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
688,688,0.0,17.0,0.0,0.0,0.0,1194.0,119.0,2106.44617976,0.0,0.0,161.972188509,28.2333937101,0.0,0.0,49.249838,16.493233,1459589702.0,3.086949707864307,0.0,0.0,1.0,4.0,426,0.0,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2106.44617976,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
689,689,0.0,22.0,0.0,0.0,0.0,1195.0,120.0,2110.79215584,0.0,0.0,150.33166935,24.3605271482,0.0,0.0,49.249813,16.493279,1459589703.0,3.325979164349644,0.0,0.0,1.0,4.0,426,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2110.79215584,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
690,690,0.0,22.0,0.0,0.0,0.0,1196.0,120.0,2114.51919839,0.0,0.0,147.826418498,21.6989519419,0.0,0.0,49.249792,16.493319,1459589704.0,3.3823453553179648,0.0,0.0,1.0,4.0,426,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2114.51919839,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
691,691,0.0,31.0,0.0,0.0,0.0,1197.0,123.0,2118.92122062,0.0,0.0,141.14673236,18.8139698543,0.0,0.0,49.249767,16.493366,1459589705.0,3.5424128609986623,0.0,0.0,1.0,4.0,427,0.0,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2118.92122062,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
692,692,0.0,31.0,0.0,0.0,0.0,1198.0,123.0,2122.57958181,0.0,0.0,141.291578264,16.9593864993,0.0,0.0,49.249747,16.493406,1459589706.0,3.538781335330275,0.0,0.0,1.0,4.0,427,0.0,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2122.57958181,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
693,693,0.0,29.0,0.0,0.0,0.0,1199.0,129.0,2126.85524752,0.0,0.0,136.834754351,15.2163985029,0.0,0.0,49.249723,16.493452,1459589707.0,3.654042442444345,0.0,0.0,1.0,4.0,428,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2126.85524752,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
694,694,0.0,29.0,0.0,0.0,0.0,1200.0,129.0,2130.16042624,0.0,0.0,138.894954918,14.1039598955,0.0,0.0,49.249704,16.493487,1459589708.0,3.5998427753922893,0.0,0.0,1.0,4.0,428,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2130.16042624,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
695,695,0.0,28.0,0.0,0.0,0.0,1201.0,137.0,2134.32364877,0.0,0.0,134.272207556,12.9624099237,0.0,0.0,49.24968,16.493531,1459589709.0,3.7237788005493866,0.0,0.0,1.0,4.0,429,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2134.32364877,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
696,696,0.0,28.0,0.0,0.0,0.0,1202.0,137.0,2137.88358085,0.0,0.0,135.240734231,12.2575184739,0.0,0.0,49.249659,16.493568,1459589710.0,3.697110954351722,0.0,0.0,1.0,4.0,429,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2137.88358085,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
697,697,0.0,29.0,0.0,0.0,0.0,1203.0,143.0,2142.11898784,0.0,0.0,131.848296654,11.4018166862,0.0,0.0,49.249634,16.493612,1459589711.0,3.792237083745678,0.0,0.0,1.0,4.0,430,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2142.11898784,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
698,698,0.0,29.0,0.0,0.0,0.0,1204.0,143.0,2145.71998531,0.0,0.0,133.31993181,10.9969360899,0.0,0.0,49.249614,16.493651,1459589712.0,3.7503769557321074,0.0,0.0,1.0,4.0,430,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2145.71998531,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
699,699,0.0,28.0,0.0,0.0,0.0,1205.0,149.0,2150.08333888,0.0,0.0,130.156438285,10.4314893574,0.0,0.0,49.249588,16.493696,1459589713.0,3.841531057458438,0.0,0.0,1.0,4.0,431,0.0,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,2150.08333888,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
700,700,0.0,28.0,0.0,0.0,0.0,1206.0,149.0,2153.7996114,0.0,0.0,132.15378962,10.0819678159,0.0,0.0,49.249568,16.493737,1459589714.0,3.7834707686984905,0.0,0.0,1.0,4.0,431,0.0,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,2153.7996114,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
701,701,0.0,27.0,0.0,0.0,0.0,1207.0,154.0,2157.61578781,0.0,0.0,131.716442541,9.80258576306,0.0,0.0,49.249545,16.493776,1459589715.0,3.7960332844880975,0.0,0.0,1.0,4.0,432,0.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,2157.61578781,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
702,702,0.0,27.0,0.0,0.0,0.0,1208.0,154.0,2161.3583092,0.0,0.0,131.85640614,9.56571837984,0.0,0.0,49.249523,16.493815,1459589716.0,3.7920038520473516,0.0,0.0,1.0,4.0,432,0.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,2161.3583092,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
703,703,0.0,27.0,0.0,0.0,0.0,1209.0,154.0,2165.07674087,0.0,0.0,131.770373348,9.45390874112,0.0,0.0,49.249498,16.493849,1459589717.0,3.794479648923215,0.0,0.0,1.0,4.0,432,0.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,2165.07674087,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
704,704,0.0,27.0,0.0,0.0,0.0,1210.0,157.0,2169.12961129,0.0,0.0,130.459005301,9.1971993785,0.0,0.0,49.249474,16.493891,1459589718.0,3.832621587497014,0.0,0.0,1.0,4.0,433,0.0,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2169.12961129,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
705,705,0.0,27.0,0.0,0.0,0.0,1211.0,157.0,2172.7101608,0.0,0.0,131.977561352,9.27007500621,0.0,0.0,49.249452,16.493927,1459589719.0,3.7885227979507814,0.0,0.0,1.0,4.0,433,0.0,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2172.7101608,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
706,706,0.0,27.0,0.0,0.0,0.0,1212.0,158.0,2177.20175059,0.0,0.0,128.912923775,8.91464717006,0.0,0.0,49.249425,16.493973,1459589720.0,3.878587075355471,0.0,0.0,1.0,4.0,434,0.0,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2177.20175059,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
707,707,0.0,27.0,0.0,0.0,0.0,1213.0,158.0,2180.62652563,0.0,0.0,132.834634403,8.95850770692,0.0,0.0,49.249403,16.494006,1459589721.0,3.7640785646541275,0.0,0.0,1.0,4.0,434,0.0,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2180.62652563,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
708,708,0.0,27.0,0.0,0.0,0.0,1214.0,160.0,2184.70015617,0.0,0.0,130.915779356,8.74674689388,0.0,0.0,49.249378,16.494047,1459589722.0,3.8192493102023035,0.0,0.0,1.0,4.0,435,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2184.70015617,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
709,709,0.0,27.0,0.0,0.0,0.0,1215.0,160.0,2188.17611745,0.0,0.0,133.304127521,8.78100879948,0.0,0.0,49.249356,16.494081,1459589723.0,3.750821593436653,0.0,0.0,1.0,4.0,435,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2188.17611745,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
710,710,0.0,26.0,0.0,0.0,0.0,1216.0,162.0,2192.06774424,0.0,0.0,132.078737288,8.69732423339,0.0,0.0,49.249332,16.49412,1459589724.0,3.78562068555926,0.0,0.0,1.0,4.0,436,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2192.06774424,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
711,711,0.0,26.0,0.0,0.0,0.0,1217.0,162.0,2195.62769061,0.0,0.0,133.397500514,8.71498251694,0.0,0.0,49.249311,16.494157,1459589725.0,3.748196166145746,0.0,0.0,1.0,4.0,436,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2195.62769061,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
712,712,0.0,26.0,0.0,0.0,0.0,1218.0,162.0,2199.39031666,0.0,0.0,132.733171009,8.72962673159,0.0,0.0,49.249288,16.494195,1459589726.0,3.766955887508311,0.0,0.0,1.0,4.0,436,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2199.39031666,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
713,713,0.0,26.0,0.0,0.0,0.0,1219.0,163.0,2203.33509249,0.0,0.0,132.134461586,8.58751189263,0.0,0.0,49.249264,16.494235,1459589727.0,3.7840241977644413,0.0,0.0,1.0,4.0,437,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2203.33509249,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
714,714,0.0,26.0,0.0,0.0,0.0,1220.0,163.0,2206.78677218,0.0,0.0,133.932942121,8.71565354308,0.0,0.0,49.249243,16.49427,1459589728.0,3.733211501829635,0.0,0.0,1.0,4.0,437,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2206.78677218,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
715,715,0.0,26.0,0.0,0.0,0.0,1221.0,164.0,2210.91376704,0.0,0.0,131.579188501,8.51157635279,0.0,0.0,49.249218,16.494312,1459589729.0,3.799993036103882,0.0,0.0,1.0,4.0,438,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2210.91376704,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
716,716,0.0,26.0,0.0,0.0,0.0,1222.0,164.0,2214.28815022,0.0,0.0,134.273215629,8.65255501353,0.0,0.0,49.249196,16.494344,1459589730.0,3.7237508438131965,0.0,0.0,1.0,4.0,438,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2214.28815022,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
717,717,0.0,27.0,0.0,0.0,0.0,1223.0,164.0,2218.41514722,0.0,0.0,131.632182169,8.37675572831,0.0,0.0,49.249171,16.494386,1459589731.0,3.7984632007244223,0.0,0.0,1.0,4.0,439,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2218.41514722,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
718,718,0.0,27.0,0.0,0.0,0.0,1224.0,164.0,2221.59364141,0.0,0.0,134.943497256,8.57404564974,0.0,0.0,49.249153,16.49442,1459589732.0,3.7052544966390997,0.0,0.0,1.0,4.0,439,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2221.59364141,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
719,719,0.0,27.0,0.0,0.0,0.0,1225.0,164.0,2225.74400664,0.0,0.0,131.305676797,8.41849759077,0.0,0.0,49.249127,16.494461,1459589733.0,3.807908478877158,0.0,0.0,1.0,4.0,440,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2225.74400664,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
720,720,0.0,27.0,0.0,0.0,0.0,1226.0,164.0,2229.24949256,0.0,0.0,133.342275484,8.50181543113,0.0,0.0,49.249106,16.494497,1459589734.0,3.7497485188783655,0.0,0.0,1.0,4.0,440,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2229.24949256,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
721,721,0.0,27.0,0.0,0.0,0.0,1227.0,164.0,2233.16677958,0.0,0.0,131.664889487,8.4624855916,0.0,0.0,49.249081,16.494535,1459589735.0,3.7975196117061087,0.0,0.0,1.0,4.0,440,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2233.16677958,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
722,722,0.0,27.0,0.0,0.0,0.0,1228.0,164.0,2236.92941505,0.0,0.0,131.962474701,8.54235993325,0.0,0.0,49.249058,16.494573,1459589736.0,3.7889559219990216,0.0,0.0,1.0,4.0,441,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2236.92941505,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
