TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (strokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor, ElapsedTimeAtDrive (sec), HorizontalAtDrive (meters), WorkoutType, IntervalType, WorkoutState, RowingState, WorkoutDurationType, WorkoutIntervalCount
1496172037.9885426, 0, 3, 335, 982.9, 3787.2, 128.44, 20, 156, 167, 232, 3.908, 336, 11.49, 1.42, 710, 2030, 491.4, 90, 158.4, 96, 979.96, 3775.7, 3, 1, 1, 1, 128, 3
1496172040.9265924, 0, 3, 336, 985.82, 3798.6, 128.22, 20, 156, 168, 233, 3.914, 337, 11.48, 1.42, 730, 1990, 492.8, 86.2, 159.9, 96, 982.9, 3787.2, 3, 1, 1, 1, 128, 3
1496172043.8627226, 0, 3, 337, 988.75, 3810, 128.76, 20, 156, 166, 233, 3.898, 338, 11.41, 1.42, 710, 2020, 485.6, 90.2, 174.8, 96, 985.82, 3798.6, 3, 1, 1, 1, 128, 3
1496172046.7811024, 0, 3, 338, 991.69, 3821.5, 128.39, 20, 156, 167, 234, 3.909, 339, 11.61, 1.45, 730, 2030, 497.2, 91.5, 170.6, 96, 988.75, 3810, 3, 1, 1, 1, 128, 3
1496172049.8362625, 0, 3, 339, 994.73, 3833.5, 127.87, 20, 155, 169, 235, 3.925, 340, 11.62, 1.42, 710, 2040, 501.5, 90.5, 152.3, 96, 991.69, 3821.5, 3, 1, 1, 1, 128, 3
1496172052.747573, 0, 3, 340, 997.67, 3845, 127.75, 21, 155, 170, 235, 3.929, 341, 11.41, 1.39, 690, 2000, 493.4, 93.3, 167.3, 96, 994.73, 3833.5, 3, 1, 1, 1, 128, 3
1496172055.6862638, 0, 3, 341, 1000.58, 3856.4, 127.83, 20, 156, 170, 236, 3.926, 342, 11.63, 1.39, 690, 2060, 502.1, 91.2, 165.5, 96, 997.67, 3845, 3, 1, 1, 1, 128, 3
1496172058.6281037, 0, 3, 342, 1003.51, 3867.8, 128.62, 20, 155, 166, 237, 3.902, 343, 11.68, 1.42, 710, 2070, 498.2, 93.8, 177.8, 96, 1000.58, 3856.4, 3, 1, 1, 1, 128, 3
1496172061.6567633, 0, 3, 343, 1006.57, 3879.9, 127.84, 20, 156, 169, 238, 3.926, 344, 11.55, 1.36, 680, 2050, 498.9, 92.4, 164.3, 96, 1003.51, 3867.8, 3, 1, 1, 1, 128, 3
1496172064.479474, 0, 3, 344, 1009.38, 3890.8, 128.51, 21, 156, 167, 238, 3.905, 345, 11.42, 1.36, 700, 2010, 487.9, 87.1, 148.1, 96, 1006.57, 3879.9, 3, 1, 1, 1, 128, 3
1496172067.4176636, 0, 3, 345, 1012.3, 3902.2, 129.21, 21, 156, 164, 239, 3.884, 346, 11.21, 1.39, 720, 1970, 473.7, 85.5, 154.2, 96, 1009.38, 3890.8, 3, 1, 1, 1, 128, 3
1496172070.227174, 0, 3, 346, 1015.13, 3913.1, 129.57, 21, 157, 163, 240, 3.873, 347, 11, 1.33, 680, 1960, 462.5, 89.8, 178.2, 97, 1012.3, 3902.2, 3, 1, 1, 1, 128, 3
1496172073.147765, 0, 3, 347, 1018.04, 3924.5, 128.88, 21, 157, 165, 240, 3.894, 348, 11.29, 1.39, 710, 1990, 479.7, 88.5, 157.1, 96, 1015.13, 3913.1, 3, 1, 1, 1, 128, 3
1496172075.9683251, 0, 3, 348, 1020.87, 3935.6, 128.02, 21, 157, 169, 241, 3.92, 349, 11.14, 1.45, 720, 1920, 479.5, 89.2, 160.4, 96, 1018.04, 3924.5, 3, 1, 1, 1, 128, 3
1496172078.8988152, 0, 3, 349, 1023.78, 3947, 128.1, 21, 156, 168, 242, 3.918, 350, 11.41, 1.36, 700, 2000, 490.9, 85, 152.5, 96, 1020.87, 3935.6, 3, 1, 1, 1, 128, 3
1496172081.8204253, 0, 3, 350, 1026.71, 3958.3, 129.63, 21, 157, 163, 242, 3.871, 351, 11.15, 1.36, 700, 1990, 468, 87.1, 160.8, 97, 1023.78, 3947, 3, 1, 1, 1, 128, 3
1496172084.7263753, 0, 3, 351, 1029.64, 3969.7, 129.5, 20, 157, 163, 243, 3.875, 352, 11.36, 1.39, 720, 2040, 477.9, 90.3, 169.8, 96, 1026.71, 3958.3, 3, 1, 1, 1, 128, 3
1496172087.6673846, 0, 3, 352, 1032.58, 3981.1, 128.94, 20, 156, 165, 244, 3.892, 353, 11.42, 1.36, 700, 2030, 484.7, 87.3, 158.2, 96, 1029.64, 3969.7, 3, 1, 1, 1, 128, 3
1496172090.4855945, 0, 3, 353, 1035.39, 3992, 129.41, 21, 156, 163, 245, 3.878, 354, 11.15, 1.36, 700, 1970, 469.6, 86.8, 158, 96, 1032.58, 3981.1, 3, 1, 1, 1, 128, 3
1496172093.3978138, 0, 4, 354, 1038.31, 4003.3, 129.52, 21, 157, 163, 245, 3.875, 355, 11.14, 1.39, 720, 1960, 468.4, 83.2, 158.9, 96, 1035.39, 3992, 3, 1, 1, 1, 128, 4
1496172096.577554, 0, 4, 355, 1041.48, 4015.3, 132.6, 19, 156, 152, 246, 3.784, 356, 11.96, 1.36, 720, 2260, 479.9, 83.3, 152.5, 97, 1038.31, 4003.3, 3, 1, 1, 1, 128, 4
1496172099.7261138, 0, 4, 356, 1044.64, 4027.2, 134.05, 19, 156, 147, 247, 3.743, 357, 11.84, 1.42, 760, 2220, 465, 85.3, 157.3, 96, 1041.48, 4015.3, 3, 1, 1, 1, 128, 4
1496172102.908534, 0, 4, 357, 1047.81, 4039, 133.55, 19, 156, 149, 247, 3.757, 358, 11.82, 1.36, 730, 2240, 467.5, 83.5, 151.1, 96, 1044.64, 4027.2, 3, 1, 1, 1, 128, 4
1496172106.0854542, 0, 4, 358, 1050.97, 4050.8, 134.79, 19, 156, 144, 248, 3.723, 359, 11.74, 1.39, 750, 2220, 455.9, 80.3, 146.5, 96, 1047.81, 4039, 3, 1, 1, 1, 128, 4
1496172109.1206844, 0, 4, 359, 1054.02, 4062.2, 134.89, 19, 155, 144, 249, 3.72, 360, 11.56, 1.42, 760, 2160, 448, 82.4, 154.5, 96, 1050.97, 4050.8, 3, 1, 1, 1, 128, 4
1496172112.2970152, 0, 4, 360, 1057.19, 4073.9, 134.74, 19, 156, 145, 250, 3.724, 361, 11.9, 1.45, 790, 2220, 462.2, 78.4, 145.5, 96, 1054.02, 4062.2, 3, 1, 1, 1, 128, 4
1496172115.4454556, 0, 4, 361, 1060.34, 4085.7, 135.06, 19, 156, 144, 250, 3.715, 362, 11.47, 1.45, 790, 2110, 443.6, 76.5, 143.6, 96, 1057.19, 4073.9, 3, 1, 1, 1, 128, 4
1496172118.4755154, 0, 4, 362, 1063.4, 4097, 135.2, 20, 156, 143, 251, 3.711, 363, 11.35, 1.39, 750, 2120, 437.8, 80.2, 145.5, 96, 1060.34, 4085.7, 3, 1, 1, 1, 128, 4
1496172121.6646452, 0, 4, 363, 1066.56, 4108.6, 136.13, 19, 155, 140, 252, 3.686, 364, 11.82, 1.42, 770, 2250, 450, 80.4, 147, 97, 1063.4, 4097, 3, 1, 1, 1, 128, 4
1496172124.8050754, 0, 4, 364, 1069.72, 4120.5, 134.68, 19, 155, 145, 252, 3.726, 365, 11.63, 1.45, 770, 2160, 452.1, 87.9, 167, 96, 1066.56, 4108.6, 3, 1, 1, 1, 128, 4
1496172127.993195, 0, 4, 365, 1072.89, 4132.4, 132.6, 19, 155, 152, 253, 3.784, 366, 12.16, 1.42, 750, 2280, 487.7, 91.2, 163.5, 97, 1069.72, 4120.5, 3, 1, 1, 1, 128, 4
1496172131.1967752, 0, 4, 366, 1076.06, 4144.6, 131.14, 19, 155, 157, 254, 3.827, 367, 12.12, 1.39, 730, 2260, 497, 85.5, 150.9, 96, 1072.89, 4132.4, 3, 1, 1, 1, 128, 4
1496172134.3180754, 0, 4, 367, 1079.21, 4156.5, 132.54, 19, 155, 152, 254, 3.786, 368, 11.89, 1.39, 730, 2230, 477.7, 91.5, 171.1, 96, 1076.06, 4144.6, 3, 1, 1, 1, 128, 4
1496172137.470235, 0, 4, 368, 1082.37, 4168.6, 131.26, 19, 154, 157, 255, 3.823, 369, 11.96, 1.39, 730, 2220, 489.7, 91.4, 169.8, 96, 1079.21, 4156.5, 3, 1, 1, 1, 128, 4
1496172140.5588453, 0, 4, 369, 1085.42, 4180.3, 130.53, 19, 154, 159, 256, 3.845, 370, 11.97, 1.42, 740, 2190, 495.6, 86, 164.2, 96, 1082.37, 4168.6, 3, 1, 1, 1, 128, 4
1496172143.6767352, 0, 4, 370, 1088.59, 4192.5, 131.11, 19, 154, 157, 257, 3.827, 371, 11.81, 1.42, 740, 2160, 484.8, 87.9, 167.8, 96, 1085.42, 4180.3, 3, 1, 1, 1, 128, 4
1496172146.7358646, 0, 4, 371, 1091.63, 4204.2, 130.65, 19, 154, 159, 257, 3.841, 372, 11.88, 1.39, 720, 2190, 490.9, 92.9, 168.8, 96, 1088.59, 4192.5, 3, 1, 1, 1, 128, 4
1496172149.916085, 0, 4, 372, 1094.8, 4216.5, 129.46, 19, 154, 163, 258, 3.877, 373, 12.02, 1.42, 730, 2190, 506.2, 89, 161.8, 96, 1091.63, 4204.2, 3, 1, 1, 1, 128, 4
1496172152.9448254, 0, 4, 373, 1097.85, 4228.2, 129.81, 20, 154, 162, 259, 3.866, 374, 11.82, 1.39, 720, 2160, 495.1, 88.1, 157.6, 96, 1094.8, 4216.5, 3, 1, 1, 1, 128, 4
1496172155.9748251, 0, 4, 374, 1100.89, 4239.9, 130.46, 20, 155, 159, 260, 3.847, 375, 11.63, 1.39, 730, 2110, 482, 83.7, 157.7, 96, 1097.85, 4228.2, 3, 1, 1, 1, 128, 4
1496172158.9228644, 0, 4, 375, 1103.82, 4251.1, 131.63, 20, 155, 155, 260, 3.812, 376, 11.41, 1.39, 730, 2080, 464.6, 84.2, 161.7, 96, 1100.89, 4239.9, 3, 1, 1, 1, 128, 4
1496172162.001844, 0, 4, 376, 1106.86, 4262.6, 132.27, 20, 156, 153, 261, 3.794, 377, 11.61, 1.39, 740, 2140, 468.3, 82.1, 150.6, 96, 1103.82, 4251.1, 3, 1, 1, 1, 128, 4
1496172165.0061736, 0, 4, 377, 1109.92, 4274.2, 132.33, 20, 156, 153, 262, 3.792, 378, 11.34, 1.42, 750, 2060, 457, 85.5, 157.3, 96, 1106.86, 4262.6, 3, 1, 1, 1, 128, 4
1496172168.0662732, 0, 4, 378, 1112.96, 4285.9, 131.42, 20, 157, 156, 262, 3.819, 379, 11.55, 1.39, 730, 2110, 471.8, 84.9, 165.8, 96, 1109.92, 4274.2, 3, 1, 1, 1, 128, 4
1496172171.0974836, 0, 4, 379, 1116, 4297.4, 131.96, 20, 157, 154, 263, 3.803, 380, 11.62, 1.42, 750, 2120, 470.8, 84.2, 152.3, 96, 1112.96, 4285.9, 3, 1, 1, 1, 128, 4
1496172174.0420938, 0, 4, 380, 1118.93, 4308.6, 131.77, 20, 156, 155, 264, 3.808, 381, 11.34, 1.39, 730, 2060, 460.9, 82.5, 151.3, 96, 1116, 4297.4, 3, 1, 1, 1, 128, 4
1496172177.0895028, 0, 4, 381, 1121.98, 4320.1, 132.59, 20, 157, 152, 264, 3.785, 382, 11.54, 1.42, 760, 2110, 463.2, 80.9, 152.3, 96, 1118.93, 4308.6, 3, 1, 1, 1, 128, 4
1496172180.136843, 0, 4, 382, 1125.03, 4331.7, 132.72, 20, 157, 151, 265, 3.781, 383, 11.48, 1.39, 730, 2120, 459.9, 89.3, 164.3, 96, 1121.98, 4320.1, 3, 1, 1, 1, 128, 4
1496172183.187233, 0, 4, 383, 1128.08, 4343.3, 131.47, 20, 158, 156, 266, 3.817, 384, 11.69, 1.39, 730, 2150, 477.2, 88.4, 164.2, 96, 1125.03, 4331.7, 3, 1, 1, 1, 128, 4
1496172186.364553, 0, 4, 384, 1131.24, 4355.4, 130.96, 19, 158, 158, 267, 3.832, 385, 11.83, 1.39, 730, 2180, 486.8, 87.1, 153.7, 96, 1128.08, 4343.3, 3, 1, 1, 1, 128, 4
1496172189.393953, 0, 4, 385, 1134.29, 4367, 131.67, 20, 159, 155, 267, 3.811, 386, 11.63, 1.36, 720, 2150, 473.2, 84.2, 159.2, 96, 1131.24, 4355.4, 3, 1, 1, 1, 128, 4
1496172192.4238527, 0, 4, 386, 1137.33, 4378.5, 133.11, 19, 159, 150, 268, 3.77, 387, 11.62, 1.36, 720, 2180, 462.7, 84.9, 155.1, 96, 1134.29, 4367, 3, 1, 1, 1, 128, 4
1496172195.4881833, 0, 4, 387, 1140.38, 4390, 132.81, 20, 159, 151, 269, 3.779, 388, 11.42, 1.42, 750, 2090, 456.6, 87, 165.7, 96, 1137.33, 4378.5, 3, 1, 1, 1, 128, 4
1496172198.4299235, 0, 4, 388, 1143.31, 4401.2, 131.15, 20, 159, 157, 269, 3.826, 389, 11.48, 1.39, 730, 2090, 470.8, 85.7, 160.6, 96, 1140.38, 4390, 3, 1, 1, 1, 128, 4
1496172201.4656732, 0, 4, 389, 1146.35, 4412.8, 131.39, 20, 158, 156, 270, 3.819, 390, 11.67, 1.39, 720, 2150, 477.1, 89.4, 163.7, 96, 1143.31, 4401.2, 3, 1, 1, 1, 128, 4
1496172204.5131931, 0, 4, 390, 1149.4, 4424.6, 130.49, 20, 158, 159, 271, 3.846, 391, 11.4, 1.36, 710, 2080, 472.6, 87.5, 157.7, 96, 1146.35, 4412.8, 3, 1, 1, 1, 128, 4
1496172207.5433335, 0, 4, 391, 1152.45, 4436.3, 130.91, 20, 157, 158, 271, 3.833, 392, 11.62, 1.39, 730, 2130, 478.5, 87.9, 162, 96, 1149.4, 4424.6, 3, 1, 1, 1, 128, 4
1496172210.605323, 0, 4, 392, 1155.5, 4448, 130.96, 20, 156, 158, 272, 3.832, 393, 11.63, 1.36, 710, 2140, 478.3, 86.7, 161.9, 96, 1152.45, 4436.3, 3, 1, 1, 1, 128, 4
1496172213.5519433, 0, 4, 393, 1158.43, 4459.1, 131.4, 20, 157, 156, 273, 3.819, 394, 11.49, 1.39, 730, 2100, 469.6, 88, 169, 96, 1155.5, 4448, 3, 1, 1, 1, 128, 4
1496172216.694974, 0, 4, 394, 1161.58, 4471.2, 131.47, 19, 156, 156, 274, 3.817, 395, 11.97, 1.42, 750, 2210, 488.5, 85.3, 160.5, 96, 1158.43, 4459.1, 3, 1, 1, 1, 128, 4
1496172219.7551136, 0, 4, 395, 1164.64, 4482.8, 131.96, 19, 156, 154, 274, 3.803, 396, 11.82, 1.39, 730, 2200, 479.1, 91.2, 164.1, 97, 1161.58, 4471.2, 3, 1, 1, 1, 128, 4
1496172222.9029837, 0, 4, 396, 1167.81, 4495, 130.15, 20, 156, 161, 275, 3.856, 397, 11.84, 1.45, 740, 2150, 493, 92.2, 169.3, 96, 1164.64, 4482.8, 3, 1, 1, 1, 128, 4
1496172225.9653137, 0, 4, 397, 1170.85, 4506.8, 129.45, 19, 156, 163, 276, 3.877, 398, 12.03, 1.39, 720, 2190, 506.4, 91.3, 167, 96, 1167.81, 4495, 3, 1, 1, 1, 128, 4
1496172228.997073, 0, 4, 398, 1173.89, 4518.6, 129.68, 20, 156, 162, 277, 3.87, 399, 11.89, 1.39, 720, 2170, 499.1, 85.8, 158.1, 96, 1170.85, 4506.8, 3, 1, 1, 1, 128, 4
1496172232.1730032, 0, 4, 399, 1177.05, 4530.6, 131.94, 20, 156, 154, 277, 3.803, 400, 11.61, 1.36, 730, 2140, 470.4, 74.6, 141.7, 96, 1173.89, 4518.6, 3, 1, 1, 1, 128, 4
1496172235.4429731, 0, 4, 400, 1180.33, 4542.6, 137.41, 18, 156, 136, 278, 3.651, 401, 12.17, 1.42, 780, 2370, 454.7, 84.1, 155, 96, 1177.05, 4530.6, 3, 1, 1, 1, 128, 4
1496172238.3880334, 0, 4, 401, 1183.27, 4553.5, 134.32, 20, 155, 146, 279, 3.736, 402, 11.07, 1.39, 750, 2030, 432.8, 75.7, 138.9, 96, 1180.33, 4542.6, 3, 1, 1, 1, 128, 4
1496172241.4132433, 0, 4, 402, 1186.31, 4564.7, 136.23, 20, 154, 140, 279, 3.683, 403, 10.93, 1.33, 730, 2050, 415.5, 69.2, 119.9, 96, 1183.27, 4553.5, 3, 1, 1, 1, 128, 4
1496172244.4729626, 0, 4, 403, 1189.36, 4575.7, 139.81, 20, 153, 129, 280, 3.589, 404, 10.87, 1.39, 790, 2050, 392.1, 68, 123.1, 96, 1186.31, 4564.7, 3, 1, 1, 1, 128, 4
1496172247.502763, 0, 4, 404, 1192.41, 4586.4, 142.1, 20, 152, 123, 280, 3.53, 405, 10.79, 1.3, 770, 2090, 376.9, 57.2, 100.8, 96, 1189.36, 4575.7, 3, 1, 1, 1, 128, 4
1496172250.5628934, 0, 4, 405, 1195.44, 4596.8, 146.67, 20, 152, 112, 281, 3.42, 406, 10.45, 1.39, 810, 2060, 342.3, 68, 120.7, 96, 1192.41, 4586.4, 3, 1, 1, 1, 128, 4
1496172253.4727342, 0, 4, 406, 1198.38, 4607.2, 141.85, 21, 151, 112, 282, 3.537, 407, 10.31, 1.42, 780, 1930, 342.3, 84.7, 152.5, 96, 1195.44, 4596.8, 3, 1, 1, 1, 128, 4
1496172256.4275243, 0, 4, 407, 1201.31, 4618.1, 135.19, 20, 150, 143, 282, 3.712, 408, 11.19, 1.39, 750, 2080, 432.1, 78.8, 138.7, 96, 1198.38, 4607.2, 3, 1, 1, 1, 128, 4
1496172259.3574245, 0, 4, 408, 1204.24, 4629, 134.29, 20, 150, 146, 283, 3.736, 409, 10.93, 1.39, 750, 2000, 427.7, 79, 136.9, 96, 1201.31, 4618.1, 3, 1, 1, 1, 128, 4
1496172262.291164, 0, 4, 409, 1207.17, 4640, 134.27, 20, 150, 146, 284, 3.737, 410, 10.94, 1.36, 730, 2010, 428.1, 75, 138.1, 96, 1204.24, 4629, 3, 1, 1, 1, 128, 4
1496172265.202734, 0, 4, 410, 1210.1, 4650.8, 135.98, 21, 150, 141, 284, 3.69, 411, 10.66, 1.36, 750, 1960, 406.8, 68.7, 126.1, 96, 1207.17, 4640, 3, 1, 1, 1, 128, 4
1496172268.1461139, 0, 4, 411, 1213.03, 4661.2, 140.81, 20, 150, 127, 285, 3.563, 412, 10.66, 1.21, 710, 2090, 379.1, 55.5, 93.7, 96, 1210.1, 4650.8, 3, 1, 1, 1, 128, 4
1496172271.1726544, 0, 4, 412, 1216.07, 4671.4, 148.63, 20, 150, 108, 285, 3.375, 413, 9.91, 1.3, 800, 1950, 316.2, 53.3, 92.6, 96, 1213.03, 4661.2, 3, 1, 1, 1, 128, 4
1496172274.112365, 0, 4, 413, 1219.01, 4681.3, 149.98, 20, 149, 108, 286, 3.344, 414, 9.83, 1.39, 840, 1910, 316.2, 67.6, 116.8, 96, 1216.07, 4671.4, 3, 1, 1, 1, 128, 4
1496172277.022714, 0, 4, 414, 1221.94, 4691.6, 143.62, 21, 148, 119, 286, 3.493, 415, 10.18, 1.39, 790, 1940, 347.9, 70.7, 128.2, 96, 1219.01, 4681.3, 3, 1, 1, 1, 128, 4
1496172280.0822136, 0, 4, 415, 1224.97, 4702.3, 141.7, 20, 147, 124, 287, 3.54, 416, 10.86, 1.39, 790, 2080, 381.4, 64.8, 124.4, 96, 1221.94, 4691.6, 3, 1, 1, 1, 128, 4
1496172283.1724434, 0, 4, 416, 1228.02, 4712.7, 145.48, 19, 146, 115, 288, 3.448, 417, 10.71, 1.27, 770, 2130, 356.8, 50.4, 89.4, 96, 1224.97, 4702.3, 3, 1, 1, 1, 128, 4
1496172286.2919936, 0, 4, 417, 1231.19, 4723.1, 153.36, 19, 146, 98, 288, 3.27, 418, 10.24, 1.33, 840, 2100, 306.7, 55.8, 93, 96, 1228.02, 4712.7, 3, 1, 1, 1, 128, 4
1496172289.2322443, 0, 4, 418, 1234.12, 4732.7, 152.55, 20, 146, 100, 289, 3.288, 419, 9.62, 1.3, 810, 1930, 291.4, 58.4, 98.7, 96, 1231.19, 4723.1, 3, 1, 1, 1, 128, 4
1496172292.1419141, 0, 4, 419, 1237.04, 4742.6, 150.01, 21, 145, 105, 289, 3.344, 420, 9.69, 1.3, 780, 1930, 303.5, 67.7, 123.9, 96, 1234.12, 4732.7, 3, 1, 1, 1, 128, 4
1496172295.0822732, 0, 4, 420, 1239.98, 4752.7, 145.72, 20, 144, 114, 290, 3.442, 421, 10.12, 1.36, 810, 1940, 335.8, 62.3, 113.9, 96, 1237.04, 4742.6, 3, 1, 1, 1, 128, 4
1496172297.902143, 0, 4, 421, 1242.79, 4762.4, 145.1, 21, 143, 116, 290, 3.457, 422, 9.83, 1.3, 780, 1890, 329.4, 59.2, 93.8, 96, 1239.98, 4752.7, 3, 1, 1, 1, 128, 4
1496172300.7203634, 0, 4, 422, 1245.59, 4772, 145.71, 21, 143, 114, 291, 3.443, 423, 9.77, 1.36, 810, 1840, 324.4, 60.7, 102.5, 96, 1242.79, 4762.4, 3, 1, 1, 1, 128, 4
1496172303.631864, 0, 4, 423, 1248.54, 4782.3, 144.06, 21, 142, 118, 291, 3.482, 424, 10.17, 1.42, 800, 1940, 345.6, 78.6, 141.9, 96, 1245.59, 4772, 3, 1, 1, 1, 128, 4
1496172306.572064, 0, 4, 424, 1251.46, 4793, 137.71, 21, 142, 135, 292, 3.643, 425, 10.38, 1.36, 750, 1900, 386.1, 67.6, 123.9, 96, 1248.54, 4782.3, 3, 1, 1, 1, 128, 4
1496172309.512554, 0, 4, 425, 1254.38, 4803.5, 139.69, 20, 142, 130, 293, 3.592, 426, 10.8, 1.42, 800, 2020, 390.2, 69.9, 126.7, 96, 1251.46, 4793, 3, 1, 1, 1, 128, 4
1496172312.543904, 0, 4, 426, 1257.44, 4814.5, 139.79, 20, 142, 130, 293, 3.589, 427, 10.66, 1.33, 740, 2030, 384.7, 71.7, 128.5, 96, 1254.38, 4803.5, 3, 1, 1, 1, 128, 4
1496172315.4819143, 0, 4, 427, 1260.38, 4825, 139.54, 20, 142, 130, 294, 3.595, 428, 10.74, 1.39, 770, 2020, 388.9, 75.2, 143.6, 96, 1257.44, 4814.5, 3, 1, 1, 1, 128, 4
1496172318.3915343, 0, 4, 428, 1263.31, 4835.7, 137.89, 21, 143, 135, 294, 3.639, 429, 10.59, 1.36, 750, 1970, 393, 70.6, 127.8, 96, 1260.38, 4825, 3, 1, 1, 1, 128, 4
1496172321.331684, 0, 4, 429, 1266.23, 4846.3, 138.56, 21, 144, 133, 295, 3.621, 430, 10.59, 1.39, 770, 1960, 388.9, 71.3, 134, 96, 1263.31, 4835.7, 3, 1, 1, 1, 128, 4
1496172324.151484, 0, 4, 430, 1269.03, 4856.5, 137.74, 21, 145, 135, 296, 3.643, 431, 10.39, 1.39, 770, 1890, 386.3, 70.4, 136, 96, 1266.23, 4846.3, 3, 1, 1, 1, 128, 4
1496172327.1811342, 0, 4, 431, 1272.09, 4867.6, 138.11, 20, 145, 134, 296, 3.633, 432, 10.87, 1.42, 780, 2020, 401.9, 76.6, 140.8, 96, 1269.03, 4856.5, 3, 1, 1, 1, 128, 4
1496172330.0318134, 0, 4, 432, 1274.91, 4878, 135.75, 21, 146, 141, 297, 3.696, 433, 10.72, 1.39, 750, 1960, 410.5, 76.8, 137, 96, 1272.09, 4867.6, 3, 1, 1, 1, 128, 4
1496172333.0612235, 0, 4, 433, 1277.95, 4889.3, 135.64, 20, 146, 142, 298, 3.699, 434, 10.94, 1.39, 760, 2010, 419.3, 72.9, 129.9, 96, 1274.91, 4878, 3, 1, 1, 1, 128, 4
1496172336.0012631, 0, 4, 434, 1280.87, 4899.9, 137.11, 20, 146, 137, 298, 3.66, 435, 10.87, 1.36, 750, 2030, 407.8, 74, 137.1, 96, 1277.95, 4889.3, 3, 1, 1, 1, 128, 4
1496172339.0362923, 0, 4, 435, 1283.92, 4911, 138.16, 20, 147, 134, 299, 3.632, 436, 11, 1.39, 770, 2070, 406.6, 70.8, 128.1, 96, 1280.87, 4899.9, 3, 1, 1, 1, 128, 4
1496172342.0609922, 0, 4, 436, 1286.97, 4922, 139.77, 20, 148, 130, 299, 3.59, 437, 10.79, 1.36, 770, 2050, 389.5, 64.4, 119.6, 96, 1283.92, 4911, 3, 1, 1, 1, 128, 4
1496172344.9127424, 0, 4, 437, 1289.77, 4931.9, 141.6, 21, 148, 125, 300, 3.543, 438, 10.25, 1.39, 780, 1910, 360.5, 68.9, 123.9, 96, 1286.97, 4922, 3, 1, 1, 1, 128, 4
1496172347.8238423, 0, 4, 438, 1292.71, 4942.4, 140.13, 21, 148, 129, 301, 3.58, 439, 10.39, 1.36, 760, 1950, 373.2, 72.8, 130.9, 96, 1289.77, 4931.9, 3, 1, 1, 1, 128, 4
1496172350.6347923, 0, 4, 439, 1295.52, 4952.5, 139.42, 21, 148, 131, 301, 3.599, 440, 10.1, 1.27, 710, 1910, 366.4, 65.7, 105.1, 96, 1292.71, 4942.4, 3, 1, 1, 1, 128, 4
1496172353.581962, 0, 4, 440, 1298.46, 4962.7, 143.42, 20, 147, 120, 302, 3.498, 441, 10.45, 1.27, 750, 2040, 358.1, 62.7, 110.2, 96, 1295.52, 4952.5, 3, 1, 1, 1, 128, 4
1496172356.3712919, 0, 4, 441, 1301.26, 4972.5, 144.73, 22, 146, 117, 302, 3.466, 442, 9.36, 1.24, 740, 1780, 315.1, 57.5, 96.3, 96, 1298.46, 4962.7, 3, 1, 1, 1, 128, 4
1496172359.2030613, 0, 4, 442, 1304.08, 4982, 148.4, 21, 146, 108, 303, 3.38, 443, 9.77, 1.27, 780, 1920, 312.8, 51.6, 87.5, 96, 1301.26, 4972.5, 3, 1, 1, 1, 128, 4
1496172362.2250605, 0, 4, 443, 1307.13, 4991.8, 154.96, 20, 146, 95, 303, 3.237, 444, 9.69, 1.21, 780, 2020, 284.5, 42.7, 67.5, 96, 1304.08, 4982, 3, 1, 1, 1, 128, 4
1496172365.0412707, 0, 4, 444, 1309.84, 5000, 164.74, 22, 145, 95, 304, 3.044, 444, 9.69, 1.21, 780, 1880, 284.5, 42.7, 67.5, 95, 1307.13, 4991.8, 3, 1, 10, 0, 128, 4
