index,TimeStamp (sec),TOTAL Time Since Start BoatCoach, Horizontal (meters),Elapsed Time, lapIdx, Cadence (stokes/min),Cumulative Stroke Count,Piece Stroke Count,Cumulative Distance(m),Piece Distance(km),Average Speed(/500m), Stroke500mPace (sec/500m), HRCur (bpm),Calories,Calories/hr, latitude, longitude, ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
389,1506367733.0000002,0:06:29,866.0,0:04:07,1,41.6,101,83,900,0.81,0:02:32,146.0,0.0,75,1089,49.244115,16.503921,388.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,866.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
390,1506367733.0000002,0:06:29,866.0,0:04:08,1,41.6,101,83,900,0.81,0:02:32,146.0,0.0,75,1089,49.244134,16.503885,388.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,866.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
391,1506367734.0000002,0:06:30,866.0,0:04:09,1,42.9,102,84,900,0.81,0:02:32,146.0,0.0,75,1089,49.244154,16.503845,389.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,866.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
392,1506367735.4000003,0:06:32,876.0,0:04:10,1,42.9,102,84,911,0.82,0:02:31,146.0,0.0,76,1097,49.244174,16.503805,391.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,876.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
393,1506367736.4000003,0:06:33,876.0,0:04:11,1,41.6,103,85,911,0.82,0:02:31,146.0,0.0,76,1097,49.244191,16.503769,392.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,876.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
394,1506367737.4000003,0:06:34,876.0,0:04:12,1,41.6,103,85,911,0.82,0:02:31,146.0,0.0,76,1097,49.24421,16.503731,393.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,876.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
395,1506367738.6000001,0:06:35,886.0,0:04:13,1,27.8,104,86,921,0.83,0:02:31,145.0,0.0,77,1106,49.244227,16.503692,394.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,886.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
396,1506367739.6000001,0:06:36,886.0,0:04:14,1,27.8,104,86,921,0.83,0:02:31,145.0,0.0,77,1106,49.244245,16.503651,395.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,886.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
397,1506367740.8000004,0:06:37,886.0,0:04:15,1,27.8,104,86,921,0.83,0:02:31,145.0,0.0,77,1106,49.244264,16.50361,396.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,886.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
398,1506367741.8000004,0:06:38,896.0,0:04:16,1,24.4,105,87,932,0.84,0:02:31,144.0,0.0,78,1120,49.244283,16.503569,397.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,896.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
399,1506367742.8000004,0:06:39,896.0,0:04:17,1,24.4,106,88,932,0.84,0:02:31,144.0,0.0,78,1120,49.244301,16.503531,398.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,896.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
400,1506367743.0000002,0:06:39,896.0,0:04:18,1,24.4,106,88,932,0.84,0:02:31,144.0,0.0,78,1120,49.24432,16.50349,398.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,896.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
401,1506367744.0000002,0:06:40,906.0,0:04:19,1,24.4,106,88,942,0.85,0:02:31,144.0,0.0,79,1124,49.244338,16.503453,399.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,906.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
402,1506367745.0000002,0:06:41,906.0,0:04:20,1,21.9,107,89,942,0.85,0:02:31,144.0,0.0,79,1124,49.244355,16.503414,400.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,906.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
403,1506367746.2,0:06:43,906.0,0:04:21,1,21.9,107,89,942,0.85,0:02:31,144.0,0.0,79,1124,49.244371,16.503374,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,1.0,4.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,906.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
404,1506367747.2,0:06:44,916.0,0:04:22,1,21.9,107,89,952,0.86,0:02:31,143.0,0.0,79,1132,49.244387,16.503334,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,916.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
405,1506367748.4000003,0:06:45,916.0,0:04:23,1,21.3,108,90,952,0.86,0:02:31,143.0,0.0,79,1132,49.244402,16.503294,404.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,916.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
406,1506367749.4000003,0:06:46,916.0,0:04:24,1,21.3,108,90,952,0.86,0:02:31,143.0,0.0,79,1132,49.244418,16.503255,405.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,916.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
407,1506367750.4000003,0:06:47,926.0,0:04:25,1,21.3,108,90,962,0.87,0:02:31,143.0,0.0,80,1128,49.244435,16.503215,406.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,926.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
408,1506367751.6000001,0:06:48,926.0,0:04:26,1,20.0,109,91,962,0.87,0:02:31,143.0,0.0,80,1128,49.244451,16.503179,407.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,926.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
409,1506367752.6000001,0:06:49,926.0,0:04:27,1,20.0,109,91,962,0.87,0:02:31,143.0,0.0,80,1128,49.244471,16.503142,408.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,926.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
410,1506367753.8000004,0:06:50,926.0,0:04:28,1,20.0,109,91,962,0.87,0:02:31,143.0,0.0,80,1128,49.244487,16.503103,409.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,926.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
411,1506367754.8000004,0:06:51,939.0,0:04:29,1,20.0,110,92,976,0.88,0:02:31,143.0,0.0,81,1090,49.244507,16.503066,410.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,939.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
412,1506367755.8000004,0:06:52,939.0,0:04:30,1,20.0,110,92,976,0.88,0:02:31,143.0,0.0,81,1090,49.244525,16.503027,411.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,939.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
413,1506367756.0000002,0:06:52,939.0,0:04:31,1,20.0,110,92,976,0.88,0:02:31,143.0,0.0,81,1090,49.244543,16.502985,411.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,939.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
414,1506367757.0000002,0:06:53,949.0,0:04:32,1,20.0,110,92,986,0.89,0:02:31,143.0,0.0,83,1090,49.244561,16.502949,412.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,949.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
415,1506367758.2,0:06:54,949.0,0:04:33,1,20.0,110,92,986,0.89,0:02:31,143.0,0.0,83,1090,49.244578,16.502907,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,949.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
416,1506367759.4000003,0:06:56,949.0,0:04:34,1,19.5,111,93,986,0.89,0:02:31,143.0,0.0,83,1090,49.244595,16.50287,415.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,1.0,4.0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,949.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
417,1506367760.4000003,0:06:57,959.0,0:04:35,1,19.5,111,93,996,0.9,0:02:31,145.0,0.0,83,1085,49.24461,16.502833,416.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,959.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
418,1506367761.6000001,0:06:58,959.0,0:04:36,1,20.0,112,94,996,0.9,0:02:31,145.0,0.0,83,1085,49.244628,16.502796,417.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,959.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
419,1506367762.6000001,0:06:59,959.0,0:04:37,1,20.0,112,94,996,0.9,0:02:31,145.0,0.0,83,1085,49.244645,16.502756,418.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,959.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
420,1506367763.6000001,0:07:00,969.0,0:04:38,1,25.6,113,95,1006,0.91,0:02:31,145.0,0.0,84,1068,49.244661,16.502717,419.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,969.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
421,1506367764.8000004,0:07:01,969.0,0:04:39,1,25.6,113,95,1006,0.91,0:02:31,145.0,0.0,84,1068,49.244678,16.502676,420.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,969.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
422,1506367765.8000004,0:07:02,969.0,0:04:40,1,28.8,114,96,1006,0.91,0:02:31,145.0,0.0,84,1068,49.244697,16.502636,421.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,969.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
423,1506367767.0000002,0:07:03,979.0,0:04:41,1,28.8,114,96,1017,0.93,0:02:31,145.0,0.0,85,1072,49.244715,16.502598,422.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,979.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
424,1506367767.0000002,0:07:03,979.0,0:04:42,1,28.8,114,96,1017,0.93,0:02:31,145.0,0.0,85,1072,49.244734,16.502557,422.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,979.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
425,1506367768.0000002,0:07:04,979.0,0:04:43,1,25.6,115,97,1017,0.93,0:02:31,145.0,0.0,85,1072,49.244751,16.502519,423.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,1.0,4.0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,979.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
426,1506367769.2,0:07:05,989.0,0:04:44,1,25.6,115,97,1027,0.94,0:02:31,146.0,0.0,86,1071,49.244769,16.50248,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,989.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
427,1506367770.2,0:07:07,989.0,0:04:45,1,25.6,115,97,1027,0.94,0:02:31,146.0,0.0,86,1071,49.244788,16.502439,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,989.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
428,1506367771.2,0:07:08,989.0,0:04:46,1,25.6,115,97,1027,0.94,0:02:31,146.0,0.0,86,1071,49.244806,16.502398,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,989.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
429,1506367772.4000003,0:07:09,999.0,0:04:47,1,25.6,115,97,1038,0.95,0:02:31,146.0,0.0,87,1071,49.24482,16.502364,428.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,999.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
430,1506367773.4000003,0:07:10,999.0,0:04:48,1,18.5,116,98,1038,0.95,0:02:31,146.0,0.0,87,1071,49.244834,16.502334,429.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,999.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
431,1506367774.6000001,0:07:11,999.0,0:04:49,1,18.5,116,98,1038,0.95,0:02:31,146.0,0.0,87,1071,49.244848,16.502306,430.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,999.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
432,1506367775.6000001,0:07:12,999.0,0:04:50,1,18.5,116,98,1038,0.95,0:02:31,146.0,0.0,87,1071,49.24486,16.502285,431.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,999.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
433,1506367776.6000001,0:07:13,999.0,0:04:51,1,18.5,116,98,1038,0.95,0:02:31,146.0,0.0,87,1071,49.24486,16.502285,432.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,999.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
434,1506367777.8000004,0:07:14,1010.0,0:04:52,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244883,16.502241,433.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
435,1506367778.8000004,0:07:15,1010.0,0:04:53,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244883,16.502241,434.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
436,1506367780.0000002,0:07:16,1010.0,0:04:54,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244901,16.502204,435.80000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
437,1506367780.2,0:07:16,1010.0,0:04:55,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244901,16.502204,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
438,1506367781.2,0:07:17,1010.0,0:04:56,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244919,16.502169,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
439,1506367782.4000003,0:07:19,1010.0,0:04:57,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244919,16.502169,438.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
440,1506367783.4000003,0:07:20,1010.0,0:04:58,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244933,16.502138,439.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
441,1506367784.4000003,0:07:21,1010.0,0:04:59,1,18.5,116,98,1049,0.96,0:02:31,146.0,0.0,88,1048,49.244933,16.502138,440.2000002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
442,1506367785.6000001,0:07:22,1021.0,0:05:00,1,11.3,117,99,1061,0.97,0:02:34,146.0,0.0,89,805,49.244947,16.502113,441.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
443,1506367786.6000001,0:07:23,1021.0,0:05:01,1,11.3,118,100,1061,0.97,0:02:34,146.0,0.0,89,805,49.244947,16.502113,442.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
444,1506367787.8000004,0:07:24,1021.0,0:05:02,1,40.4,119,101,1061,0.97,0:02:34,146.0,0.0,89,805,49.24496,16.502089,443.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
445,1506367788.8000004,0:07:25,1021.0,0:05:03,1,40.4,119,101,1061,0.97,0:02:34,146.0,0.0,89,805,49.24496,16.502089,444.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
446,1506367789.8000004,0:07:26,1021.0,0:05:04,1,40.4,119,101,1061,0.97,0:02:34,146.0,0.0,89,805,49.244971,16.502064,445.6000003814697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4246575342465753,0.0,0.0,0.0,1.0,4.0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
