index,workoutType,intervalType, lapIdx, Cadence (stokes/min), HRCur (bpm),workTime,restTime,lastSplitTime, Horizontal (meters),lastSplitDistance, Stroke500mPace (sec/500m),splitAvg500MPace,totalAvg500MPace, Power (watts),splitAvgPower,totalAvgPower,strokeCaloricBurnRate,strokeCount, DriveLength (meters), DriveTime (ms),strokeSpeed, AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor,Unnamed: 24,TimeStamp (sec), ElapsedTime (sec), StrokeRecoveryTime (ms),PowerCurve,cumdist, StrokeDistance (meters), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
92,FixedTimeSplits,Time,1,21.0,139.0,0:01:35,0:00:00,0:00:00.0,395.0,246,119.0,0:01:58.4,0:02:00.6,210.0,211,200,1023,36.0,1.42,690.0,17.42,112.0,161.0,112.0,,1480322315.0,93.0,2167.1428571428573,,395,0.0,4.201680672268908,498.20064,716.16342,1.0,4.0,34,600.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,395.0,0.0,0.0,0.0,210.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,FixedTimeSplits,Time,1,21.0,139.0,0:01:36,0:00:00,0:00:00.0,399.0,246,119.0,0:01:58.4,0:02:00.6,210.0,211,200,1023,36.0,1.42,690.0,17.42,112.0,161.0,112.0,,1480322316.0,94.0,2167.1428571428573,,399,0.0,4.201680672268908,498.20064,716.16342,1.0,4.0,34,600.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,399.0,0.0,0.0,0.0,210.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,FixedTimeSplits,Time,1,21.0,139.0,0:01:37,0:00:00,0:00:00.0,403.0,246,119.0,0:01:58.4,0:02:00.6,210.0,211,200,1023,36.0,1.42,690.0,17.42,112.0,161.0,112.0,,1480322317.0,95.0,2167.1428571428573,,403,0.0,4.201680672268908,498.20064,716.16342,1.0,4.0,35,600.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,403.0,0.0,0.0,0.0,210.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,FixedTimeSplits,Time,1,21.0,140.0,0:01:38,0:00:00,0:00:00.0,408.0,246,119.0,0:01:58.4,0:02:00.5,209.0,211,200,1020,37.0,1.42,690.0,17.83,112.0,162.0,112.0,,1480322318.0,96.0,2167.1428571428573,,408,0.0,4.201680672268908,498.20064,720.61164,1.0,4.0,35,597.1428571428571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,408.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,FixedTimeSplits,Time,1,21.0,140.0,0:01:39,0:00:00,0:00:00.0,412.0,246,119.0,0:01:58.4,0:02:00.5,209.0,211,200,1020,37.0,1.42,690.0,17.83,112.0,162.0,112.0,,1480322319.0,97.0,2167.1428571428573,,412,0.0,4.201680672268908,498.20064,720.61164,1.0,4.0,36,597.1428571428571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,412.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,FixedTimeSplits,Time,1,21.0,140.0,0:01:40,0:00:00,0:00:00.0,416.0,246,119.0,0:01:58.4,0:02:00.5,209.0,211,200,1020,37.0,1.42,690.0,17.83,112.0,162.0,112.0,,1480322320.0,98.0,2167.1428571428573,,416,0.0,4.201680672268908,498.20064,720.61164,1.0,4.0,36,597.1428571428571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,416.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,FixedTimeSplits,Time,1,21.0,140.0,0:01:41,0:00:00,0:00:00.0,420.0,246,119.0,0:01:58.4,0:02:00.5,208.0,211,200,1016,38.0,1.45,710.0,17.14,106.0,166.0,113.0,,1480322321.0,99.0,2147.1428571428573,,420,0.0,4.201680672268908,471.51132,738.40452,1.0,4.0,36,594.2857142857143,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,420.0,0.0,0.0,0.0,208.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,FixedTimeSplits,Time,1,21.0,141.0,0:01:42,0:00:00,0:00:00.0,425.0,246,119.0,0:01:58.4,0:02:00.5,208.0,211,200,1016,38.0,1.45,710.0,17.14,106.0,166.0,113.0,,1480322322.0,100.0,2147.1428571428573,,425,0.0,4.201680672268908,471.51132,738.40452,1.0,4.0,37,594.2857142857143,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,425.0,0.0,0.0,0.0,208.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,FixedTimeSplits,Time,1,21.0,141.0,0:01:43,0:00:00,0:00:00.0,428.0,246,119.0,0:01:58.4,0:02:00.5,208.0,211,200,1016,38.0,1.45,710.0,17.14,106.0,166.0,113.0,,1480322323.0,101.0,2147.1428571428573,,428,0.0,4.201680672268908,471.51132,738.40452,1.0,4.0,37,594.2857142857143,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,428.0,0.0,0.0,0.0,208.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,FixedTimeSplits,Time,1,21.0,141.0,0:01:44,0:00:00,0:00:00.0,433.0,246,119.0,0:01:58.5,0:02:00.5,206.0,210,200,1007,39.0,1.48,720.0,16.92,110.0,164.0,112.0,,1480322324.0,102.0,2137.1428571428573,,433,0.0,4.201680672268908,489.3042,729.5080800000001,1.0,4.0,37,588.5714285714286,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,433.0,0.0,0.0,0.0,206.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,FixedTimeSplits,Time,1,21.0,141.0,0:01:45,0:00:00,0:00:00.0,437.0,246,119.0,0:01:58.5,0:02:00.5,206.0,210,200,1007,39.0,1.48,720.0,16.92,110.0,164.0,112.0,,1480322325.0,103.0,2137.1428571428573,,437,0.0,4.201680672268908,489.3042,729.5080800000001,1.0,4.0,38,588.5714285714286,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,437.0,0.0,0.0,0.0,206.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,FixedTimeSplits,Time,1,21.0,141.0,0:01:46,0:00:00,0:00:00.0,441.0,246,119.0,0:01:58.5,0:02:00.5,206.0,210,200,1007,39.0,1.48,720.0,16.92,110.0,164.0,112.0,,1480322326.0,104.0,2137.1428571428573,,441,0.0,4.201680672268908,489.3042,729.5080800000001,1.0,4.0,38,588.5714285714286,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,441.0,0.0,0.0,0.0,206.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,FixedTimeSplits,Time,1,21.0,141.0,0:01:47,0:00:00,0:00:00.0,446.0,246,118.0,0:01:58.5,0:02:00.4,212.0,210,201,1030,40.0,1.51,730.0,16.77,108.0,166.0,113.0,,1480322327.0,105.0,2127.1428571428573,,446,0.0,4.237288135593221,480.40776,738.40452,1.0,4.0,38,605.7142857142857,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,446.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,FixedTimeSplits,Time,1,21.0,142.0,0:01:48,0:00:00,0:00:00.0,450.0,246,118.0,0:01:58.5,0:02:00.4,212.0,210,201,1030,40.0,1.51,730.0,16.77,108.0,166.0,113.0,,1480322328.0,106.0,2127.1428571428573,,450,0.0,4.237288135593221,480.40776,738.40452,1.0,4.0,39,605.7142857142857,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,450.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,FixedTimeSplits,Time,1,21.0,142.0,0:01:49,0:00:00,0:00:00.0,454.0,246,118.0,0:01:58.5,0:02:00.4,212.0,210,201,1030,40.0,1.51,730.0,16.77,108.0,166.0,113.0,,1480322329.0,107.0,2127.1428571428573,,454,0.0,4.237288135593221,480.40776,738.40452,1.0,4.0,39,605.7142857142857,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,454.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,FixedTimeSplits,Time,1,21.0,142.0,0:01:50,0:00:00,0:00:00.0,458.0,246,118.0,0:01:58.4,0:02:00.3,215.0,211,201,1039,41.0,1.45,690.0,17.64,113.0,170.0,112.0,,1480322330.0,108.0,2167.1428571428573,,458,0.0,4.237288135593221,502.64886,756.1974,1.0,4.0,39,614.2857142857143,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,458.0,0.0,0.0,0.0,215.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,FixedTimeSplits,Time,1,21.0,142.0,0:01:51,0:00:00,0:00:00.0,463.0,246,118.0,0:01:58.4,0:02:00.3,215.0,211,201,1039,41.0,1.45,690.0,17.64,113.0,170.0,112.0,,1480322331.0,109.0,2167.1428571428573,,463,0.0,4.237288135593221,502.64886,756.1974,1.0,4.0,40,614.2857142857143,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,463.0,0.0,0.0,0.0,215.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,FixedTimeSplits,Time,1,21.0,142.0,0:01:52,0:00:00,0:00:00.0,466.0,246,118.0,0:01:58.4,0:02:00.3,215.0,211,201,1039,41.0,1.45,690.0,17.64,113.0,170.0,112.0,,1480322332.0,110.0,2167.1428571428573,,466,0.0,4.237288135593221,502.64886,756.1974,1.0,4.0,40,614.2857142857143,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,466.0,0.0,0.0,0.0,215.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,FixedTimeSplits,Time,1,21.0,142.0,0:01:53,0:00:00,0:00:00.0,471.0,246,118.0,0:01:58.4,0:02:00.3,213.0,211,201,1032,42.0,1.42,680.0,18.21,114.0,166.0,112.0,,1480322333.0,111.0,2177.1428571428573,,471,0.0,4.237288135593221,507.09708,738.40452,1.0,4.0,40,608.5714285714286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,471.0,0.0,0.0,0.0,213.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,FixedTimeSplits,Time,1,21.0,142.0,0:01:54,0:00:00,0:00:00.0,475.0,246,118.0,0:01:58.4,0:02:00.3,213.0,211,201,1032,42.0,1.42,680.0,18.21,114.0,166.0,112.0,,1480322334.0,112.0,2177.1428571428573,,475,0.0,4.237288135593221,507.09708,738.40452,1.0,4.0,41,608.5714285714286,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,475.0,0.0,0.0,0.0,213.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,FixedTimeSplits,Time,1,21.0,143.0,0:01:55,0:00:00,0:00:00.0,481.0,246,118.0,0:01:58.4,0:02:00.3,214.0,211,201,1037,43.0,1.39,660.0,18.2,115.0,172.0,112.0,,1480322335.0,113.0,2197.1428571428573,,481,0.0,4.237288135593221,511.5453,765.09384,1.0,4.0,41,611.4285714285714,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,481.0,0.0,0.0,0.0,214.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,FixedTimeSplits,Time,1,21.0,143.0,0:01:56,0:00:00,0:00:00.0,484.0,246,118.0,0:01:58.4,0:02:00.2,214.0,211,202,1037,43.0,1.39,660.0,18.2,115.0,172.0,112.0,,1480322336.0,114.0,2197.1428571428573,,484,0.0,4.237288135593221,511.5453,765.09384,1.0,4.0,41,611.4285714285714,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,484.0,0.0,0.0,0.0,214.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,FixedTimeSplits,Time,1,21.0,143.0,0:01:57,0:00:00,0:00:00.0,488.0,246,118.0,0:01:58.4,0:02:00.2,214.0,211,202,1037,43.0,1.39,660.0,18.2,115.0,172.0,112.0,,1480322337.0,115.0,2197.1428571428573,,488,0.0,4.237288135593221,511.5453,765.09384,1.0,4.0,42,611.4285714285714,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,488.0,0.0,0.0,0.0,214.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,FixedTimeSplits,Time,1,21.0,143.0,0:01:58,0:00:00,0:00:00.0,493.0,246,118.0,0:01:58.4,0:02:00.2,211.0,211,202,1025,44.0,1.45,700.0,17.69,111.0,176.0,112.0,,1480322338.0,116.0,2157.1428571428573,,493,0.0,4.237288135593221,493.75242000000003,782.88672,1.0,4.0,42,602.8571428571429,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,493.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,FixedTimeSplits,Time,1,20.0,143.0,0:01:59,0:00:00,0:00:00.0,496.0,246,118.0,0:01:58.4,0:02:00.2,211.0,211,202,1025,44.0,1.45,700.0,17.69,111.0,176.0,113.0,,1480322339.0,117.0,2300.0,,496,0.0,4.237288135593221,493.75242000000003,782.88672,1.0,4.0,43,633.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,496.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,FixedTimeSplits,Time,1,20.0,143.0,0:02:00,0:00:00,0:00:00.0,499.0,254,118.0,0:01:58.3,0:02:00.1,211.0,212,202,1025,44.0,1.45,700.0,17.69,111.0,176.0,113.0,,1480322340.0,118.0,2300.0,,499,0.0,4.237288135593221,493.75242000000003,782.88672,1.0,4.0,43,633.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,499.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
118,FixedTimeSplits,Time,1,20.0,144.0,0:02:00,0:00:00,0:00:00.0,499.0,254,118.0,0:01:58.3,0:02:00.1,0.0,212,202,1025,44.0,1.45,700.0,17.69,111.0,176.0,113.0,,1480322340.0,118.0,2300.0,,499,0.0,4.237288135593221,493.75242000000003,782.88672,1.0,4.0,43,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,499.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
