index,workoutType,intervalType, lapIdx, Cadence (stokes/min), HRCur (bpm),workTime,restTime,lastSplitTime, Horizontal (meters),lastSplitDistance, Stroke500mPace (sec/500m),splitAvg500MPace,totalAvg500MPace, Power (watts),splitAvgPower,totalAvgPower,strokeCaloricBurnRate,strokeCount, DriveLength (meters), DriveTime (ms),strokeSpeed, AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor,Unnamed: 24,TimeStamp (sec), ElapsedTime (sec), StrokeRecoveryTime (ms),PowerCurve,cumdist, StrokeDistance (meters), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
0,FixedTimeSplits,Time,0,0.0,76.0,0:00:02,0:00:00,0:00:00.0,6.0,0,182.0,0:03:02.4,0:03:02.4,58.0,58,58,498,1.0,1.06,940.0,2.74,58.0,100.0,0.0,,1480322222.0,0.0,inf,,6,0.0,2.7472527472527473,257.99676,444.822,1.0,4.0,0,inf,76.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6.0,58.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1,FixedTimeSplits,Time,0,38.0,77.0,0:00:03,0:00:00,0:00:00.0,10.0,0,160.0,0:02:47.6,0:02:47.6,86.0,74,74,595,2.0,0.91,650.0,7.58,80.0,114.0,113.0,,1480322223.0,1.0,928.9473684210527,,10,0.0,3.125,355.8576,507.09708,1.0,4.0,0,135.78947368421052,77.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,10.0,86.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2,FixedTimeSplits,Time,0,41.0,79.0,0:00:04,0:00:00,0:00:00.0,13.0,0,146.0,0:02:39.0,0:02:39.0,112.0,87,87,686,3.0,0.91,530.0,9.38,87.0,118.0,113.0,,1480322224.0,2.0,933.4146341463415,,13,0.0,3.4246575342465753,386.99514,524.88996,1.0,4.0,1,163.90243902439025,79.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,13.0,112.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3,FixedTimeSplits,Time,0,41.0,80.0,0:00:05,0:00:00,0:00:00.0,17.0,0,146.0,0:02:39.0,0:02:39.0,112.0,87,87,686,3.0,0.91,530.0,9.38,87.0,118.0,113.0,,1480322225.0,3.0,933.4146341463415,,17,0.0,3.4246575342465753,386.99514,524.88996,1.0,4.0,2,163.90243902439025,80.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,17.0,112.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
4,FixedTimeSplits,Time,0,31.0,81.0,0:00:06,0:00:00,0:00:00.0,21.0,0,132.0,0:02:29.2,0:02:29.2,151.0,105,105,820,4.0,1.27,680.0,10.71,96.0,143.0,112.0,,1480322226.0,4.0,1255.483870967742,,21,0.0,3.787878787878788,427.02912000000003,636.09546,1.0,4.0,2,292.258064516129,81.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,21.0,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
5,FixedTimeSplits,Time,0,31.0,83.0,0:00:07,0:00:00,0:00:00.0,25.0,0,132.0,0:02:29.2,0:02:29.2,151.0,105,105,820,4.0,1.27,680.0,10.71,96.0,143.0,112.0,,1480322227.0,5.0,1255.483870967742,,25,0.0,3.787878787878788,427.02912000000003,636.09546,1.0,4.0,3,292.258064516129,83.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,25.0,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
6,FixedTimeSplits,Time,0,31.0,84.0,0:00:08,0:00:00,0:00:00.0,29.0,0,132.0,0:02:29.2,0:02:29.2,151.0,105,105,820,4.0,1.27,680.0,10.71,96.0,143.0,112.0,,1480322228.0,6.0,1255.483870967742,,29,0.0,3.787878787878788,427.02912000000003,636.09546,1.0,4.0,3,292.258064516129,84.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,29.0,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
7,FixedTimeSplits,Time,0,23.0,85.0,0:00:09,0:00:00,0:00:00.0,33.0,0,126.0,0:02:21.1,0:02:21.1,177.0,125,125,908,5.0,1.36,710.0,14.49,92.0,127.0,113.0,,1480322229.0,7.0,1898.695652173913,,33,0.0,3.9682539682539684,409.23624,564.92394,1.0,4.0,3,461.7391304347826,85.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,33.0,0.0,0.0,177.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
8,FixedTimeSplits,Time,0,23.0,87.0,0:00:10,0:00:00,0:00:00.0,37.0,0,126.0,0:02:21.1,0:02:21.1,177.0,125,125,908,5.0,1.36,710.0,14.49,92.0,127.0,113.0,,1480322230.0,8.0,1898.695652173913,,37,0.0,3.9682539682539684,409.23624,564.92394,1.0,4.0,4,461.7391304347826,87.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,37.0,0.0,0.0,177.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
9,FixedTimeSplits,Time,0,23.0,88.0,0:00:11,0:00:00,0:00:00.0,41.0,0,126.0,0:02:21.1,0:02:21.1,177.0,125,125,908,5.0,1.36,710.0,14.49,92.0,127.0,113.0,,1480322231.0,9.0,1898.695652173913,,41,0.0,3.9682539682539684,409.23624,564.92394,1.0,4.0,4,461.7391304347826,88.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,41.0,0.0,0.0,177.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
10,FixedTimeSplits,Time,0,19.0,89.0,0:00:12,0:00:00,0:00:00.0,45.0,0,127.0,0:02:17.0,0:02:17.0,171.0,136,136,887,6.0,1.42,730.0,17.08,110.0,152.0,113.0,,1480322232.0,10.0,2427.8947368421054,,45,0.0,3.937007874015748,489.3042,676.12944,1.0,4.0,5,540.0,89.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,45.0,0.0,0.0,171.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
11,FixedTimeSplits,Time,0,19.0,90.0,0:00:13,0:00:00,0:00:00.0,49.0,0,127.0,0:02:17.0,0:02:17.0,171.0,136,136,887,6.0,1.42,730.0,17.08,110.0,152.0,113.0,,1480322233.0,11.0,2427.8947368421054,,49,0.0,3.937007874015748,489.3042,676.12944,1.0,4.0,5,540.0,90.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,49.0,0.0,0.0,171.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
12,FixedTimeSplits,Time,0,19.0,91.0,0:00:14,0:00:00,0:00:00.0,53.0,0,127.0,0:02:17.0,0:02:17.0,171.0,136,136,887,6.0,1.42,730.0,17.08,110.0,152.0,113.0,,1480322234.0,12.0,2427.8947368421054,,53,0.0,3.937007874015748,489.3042,676.12944,1.0,4.0,5,540.0,91.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,53.0,0.0,0.0,171.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
13,FixedTimeSplits,Time,0,21.0,92.0,0:00:15,0:00:00,0:00:00.0,57.0,0,122.0,0:02:13.8,0:02:13.8,192.0,146,146,959,7.0,1.42,710.0,16.44,101.0,143.0,113.0,,1480322235.0,13.0,2147.1428571428573,,57,0.0,4.098360655737705,449.27022,636.09546,1.0,4.0,5,548.5714285714286,92.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,57.0,0.0,0.0,192.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
14,FixedTimeSplits,Time,0,21.0,93.0,0:00:16,0:00:00,0:00:00.0,61.0,0,122.0,0:02:13.8,0:02:13.8,192.0,146,146,959,7.0,1.42,710.0,16.44,101.0,143.0,113.0,,1480322236.0,14.0,2147.1428571428573,,61,0.0,4.098360655737705,449.27022,636.09546,1.0,4.0,6,548.5714285714286,93.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,61.0,0.0,0.0,192.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
15,FixedTimeSplits,Time,0,21.0,94.0,0:00:17,0:00:00,0:00:00.0,66.0,0,122.0,0:02:11.8,0:02:11.8,192.0,153,153,963,8.0,1.39,690.0,16.59,101.0,144.0,113.0,,1480322237.0,15.0,2167.1428571428573,,66,0.0,4.098360655737705,449.27022,640.54368,1.0,4.0,6,548.5714285714286,94.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,66.0,0.0,0.0,192.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
16,FixedTimeSplits,Time,0,21.0,95.0,0:00:18,0:00:00,0:00:00.0,70.0,0,122.0,0:02:11.8,0:02:11.8,192.0,153,153,963,8.0,1.39,690.0,16.59,101.0,144.0,113.0,,1480322238.0,16.0,2167.1428571428573,,70,0.0,4.098360655737705,449.27022,640.54368,1.0,4.0,7,548.5714285714286,95.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,70.0,0.0,0.0,192.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
17,FixedTimeSplits,Time,0,21.0,96.0,0:00:19,0:00:00,0:00:00.0,73.0,0,122.0,0:02:11.8,0:02:11.8,192.0,153,153,963,8.0,1.39,690.0,16.59,101.0,144.0,113.0,,1480322239.0,17.0,2167.1428571428573,,73,0.0,4.098360655737705,449.27022,640.54368,1.0,4.0,7,548.5714285714286,96.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,73.0,0.0,0.0,192.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
18,FixedTimeSplits,Time,0,22.0,96.0,0:00:20,0:00:00,0:00:00.0,78.0,0,121.0,0:02:10.3,0:02:10.3,196.0,158,158,976,9.0,1.39,690.0,15.97,102.0,144.0,113.0,,1480322240.0,18.0,2037.2727272727275,,78,0.0,4.132231404958677,453.71844,640.54368,1.0,4.0,7,534.5454545454545,96.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,78.0,0.0,0.0,196.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
19,FixedTimeSplits,Time,0,22.0,97.0,0:00:21,0:00:00,0:00:00.0,82.0,0,121.0,0:02:10.3,0:02:10.3,196.0,158,158,976,9.0,1.39,690.0,15.97,102.0,144.0,113.0,,1480322241.0,19.0,2037.2727272727275,,82,0.0,4.132231404958677,453.71844,640.54368,1.0,4.0,8,534.5454545454545,97.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,82.0,0.0,0.0,196.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
20,FixedTimeSplits,Time,0,22.0,98.0,0:00:22,0:00:00,0:00:00.0,86.0,0,121.0,0:02:10.3,0:02:10.3,196.0,158,158,976,9.0,1.39,690.0,15.97,102.0,144.0,113.0,,1480322242.0,20.0,2037.2727272727275,,86,0.0,4.132231404958677,453.71844,640.54368,1.0,4.0,8,534.5454545454545,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,86.0,0.0,0.0,196.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
21,FixedTimeSplits,Time,0,23.0,99.0,0:00:23,0:00:00,0:00:00.0,91.0,0,120.0,0:02:09.0,0:02:09.0,203.0,163,163,999,10.0,1.42,700.0,15.74,103.0,151.0,113.0,,1480322243.0,21.0,1908.695652173913,,91,0.0,4.166666666666667,458.16666,671.68122,1.0,4.0,8,529.5652173913044,99.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,91.0,0.0,0.0,203.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,FixedTimeSplits,Time,0,23.0,99.0,0:00:24,0:00:00,0:00:00.0,96.0,0,120.0,0:02:09.0,0:02:09.0,203.0,163,163,999,10.0,1.42,700.0,15.74,103.0,151.0,113.0,,1480322244.0,22.0,1908.695652173913,,96,0.0,4.166666666666667,458.16666,671.68122,1.0,4.0,9,529.5652173913044,99.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,96.0,0.0,0.0,203.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,FixedTimeSplits,Time,0,23.0,100.0,0:00:25,0:00:00,0:00:00.0,99.0,0,119.0,0:02:07.8,0:02:07.8,209.0,168,168,1020,11.0,1.45,710.0,15.73,101.0,143.0,112.0,,1480322245.0,23.0,1898.695652173913,,99,0.0,4.201680672268908,449.27022,636.09546,1.0,4.0,9,545.2173913043479,100.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,99.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,FixedTimeSplits,Time,0,23.0,101.0,0:00:26,0:00:00,0:00:00.0,103.0,0,119.0,0:02:07.8,0:02:07.8,209.0,168,168,1020,11.0,1.45,710.0,15.73,101.0,143.0,112.0,,1480322246.0,24.0,1898.695652173913,,103,0.0,4.201680672268908,449.27022,636.09546,1.0,4.0,10,545.2173913043479,101.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,103.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,FixedTimeSplits,Time,0,23.0,102.0,0:00:27,0:00:00,0:00:00.0,107.0,0,119.0,0:02:07.8,0:02:07.8,209.0,168,168,1020,11.0,1.45,710.0,15.73,101.0,143.0,112.0,,1480322247.0,25.0,1898.695652173913,,107,0.0,4.201680672268908,449.27022,636.09546,1.0,4.0,10,545.2173913043479,102.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,107.0,0.0,0.0,0.0,209.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,FixedTimeSplits,Time,0,22.0,102.0,0:00:28,0:00:00,0:00:00.0,111.0,0,120.0,0:02:06.9,0:02:06.9,205.0,171,171,1005,12.0,1.42,700.0,16.36,99.0,145.0,113.0,,1480322248.0,26.0,2027.2727272727275,,111,0.0,4.166666666666667,440.37378,644.9919,1.0,4.0,10,559.0909090909091,102.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,111.0,0.0,0.0,0.0,205.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,FixedTimeSplits,Time,0,22.0,103.0,0:00:29,0:00:00,0:00:00.0,116.0,0,120.0,0:02:06.9,0:02:06.9,205.0,171,171,1005,12.0,1.42,700.0,16.36,99.0,145.0,113.0,,1480322249.0,27.0,2027.2727272727275,,116,0.0,4.166666666666667,440.37378,644.9919,1.0,4.0,11,559.0909090909091,103.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,116.0,0.0,0.0,0.0,205.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,FixedTimeSplits,Time,0,22.0,104.0,0:00:30,0:00:00,0:00:00.0,120.0,0,120.0,0:02:06.9,0:02:06.9,205.0,171,171,1005,12.0,1.42,700.0,16.36,99.0,145.0,113.0,,1480322250.0,28.0,2027.2727272727275,,120,0.0,4.166666666666667,440.37378,644.9919,1.0,4.0,11,559.0909090909091,104.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,120.0,0.0,0.0,0.0,205.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,FixedTimeSplits,Time,0,23.0,104.0,0:00:31,0:00:00,0:00:00.0,124.0,0,119.0,0:02:06.3,0:02:06.3,206.0,174,174,1008,13.0,1.39,670.0,16.46,108.0,157.0,113.0,,1480322251.0,29.0,1938.695652173913,,124,0.0,4.201680672268908,480.40776,698.37054,1.0,4.0,11,537.3913043478261,104.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,124.0,0.0,0.0,0.0,206.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,FixedTimeSplits,Time,0,23.0,105.0,0:00:32,0:00:00,0:00:00.0,129.0,0,119.0,0:02:06.3,0:02:06.3,206.0,174,174,1008,13.0,1.39,670.0,16.46,108.0,157.0,113.0,,1480322252.0,30.0,1938.695652173913,,129,0.0,4.201680672268908,480.40776,698.37054,1.0,4.0,12,537.3913043478261,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,129.0,0.0,0.0,0.0,206.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,FixedTimeSplits,Time,0,23.0,106.0,0:00:33,0:00:00,0:00:00.0,133.0,0,118.0,0:02:05.6,0:02:05.6,211.0,177,177,1027,14.0,1.39,670.0,16.78,109.0,155.0,113.0,,1480322253.0,31.0,1938.695652173913,,133,0.0,4.237288135593221,484.85598,689.4741,1.0,4.0,12,550.4347826086956,106.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,133.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,FixedTimeSplits,Time,0,23.0,107.0,0:00:34,0:00:00,0:00:00.0,137.0,0,118.0,0:02:05.6,0:02:05.6,211.0,177,177,1027,14.0,1.39,670.0,16.78,109.0,155.0,113.0,,1480322254.0,32.0,1938.695652173913,,137,0.0,4.237288135593221,484.85598,689.4741,1.0,4.0,13,550.4347826086956,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,137.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,FixedTimeSplits,Time,0,23.0,107.0,0:00:35,0:00:00,0:00:00.0,143.0,0,118.0,0:02:05.6,0:02:05.6,211.0,177,177,1027,14.0,1.39,670.0,16.78,109.0,155.0,113.0,,1480322255.0,33.0,1938.695652173913,,143,0.0,4.237288135593221,484.85598,689.4741,1.0,4.0,13,550.4347826086956,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,143.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,FixedTimeSplits,Time,0,21.0,108.0,0:00:36,0:00:00,0:00:00.0,147.0,0,118.0,0:02:05.0,0:02:05.0,212.0,179,179,1029,15.0,1.45,700.0,17.0,107.0,152.0,113.0,,1480322256.0,34.0,2157.1428571428573,,147,0.0,4.237288135593221,475.95954,676.12944,1.0,4.0,13,605.7142857142857,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,147.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
35,FixedTimeSplits,Time,0,21.0,109.0,0:00:37,0:00:00,0:00:00.0,151.0,0,118.0,0:02:05.0,0:02:05.0,212.0,179,179,1029,15.0,1.45,700.0,17.0,107.0,152.0,113.0,,1480322257.0,35.0,2157.1428571428573,,151,0.0,4.237288135593221,475.95954,676.12944,1.0,4.0,14,605.7142857142857,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,151.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
36,FixedTimeSplits,Time,0,21.0,110.0,0:00:38,0:00:00,0:00:00.0,156.0,0,118.0,0:02:05.0,0:02:05.0,212.0,179,179,1029,15.0,1.45,700.0,17.0,107.0,152.0,113.0,,1480322258.0,36.0,2157.1428571428573,,156,0.0,4.237288135593221,475.95954,676.12944,1.0,4.0,14,605.7142857142857,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,156.0,0.0,0.0,0.0,212.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
37,FixedTimeSplits,Time,0,21.0,111.0,0:00:39,0:00:00,0:00:00.0,160.0,0,118.0,0:02:04.5,0:02:04.5,211.0,181,181,1025,16.0,1.42,680.0,17.37,110.0,159.0,112.0,,1480322259.0,37.0,2177.1428571428573,,160,0.0,4.237288135593221,489.3042,707.26698,1.0,4.0,14,602.8571428571429,111.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,160.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
38,FixedTimeSplits,Time,0,21.0,111.0,0:00:40,0:00:00,0:00:00.0,164.0,0,118.0,0:02:04.5,0:02:04.5,211.0,181,181,1025,16.0,1.42,680.0,17.37,110.0,159.0,112.0,,1480322260.0,38.0,2177.1428571428573,,164,0.0,4.237288135593221,489.3042,707.26698,1.0,4.0,15,602.8571428571429,111.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,164.0,0.0,0.0,0.0,211.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
39,FixedTimeSplits,Time,0,22.0,112.0,0:00:41,0:00:00,0:00:00.0,168.0,0,118.0,0:02:04.0,0:02:04.0,213.0,183,183,1034,17.0,1.42,680.0,17.03,110.0,162.0,112.0,,1480322261.0,39.0,2047.2727272727275,,168,0.0,4.237288135593221,489.3042,720.61164,1.0,4.0,15,580.9090909090909,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,168.0,0.0,0.0,0.0,213.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
40,FixedTimeSplits,Time,0,22.0,113.0,0:00:42,0:00:00,0:00:00.0,173.0,0,118.0,0:02:04.0,0:02:04.0,213.0,183,183,1034,17.0,1.42,680.0,17.03,110.0,162.0,112.0,,1480322262.0,40.0,2047.2727272727275,,173,0.0,4.237288135593221,489.3042,720.61164,1.0,4.0,15,580.9090909090909,113.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,173.0,0.0,0.0,0.0,213.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
