index,index,TimeStamp (sec), latitude, longitude, HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx,Speed, WorkoutState, Horizontal (meters), StrokeDistance (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
734,734,1459586146.0,49.248826,16.494954,168.0,185.4,27.0,2.0,3.74,4.0,185.4,8.311111111111112,133.6898395721925,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2080.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
735,735,1459586147.0,49.248803,16.494993,168.0,189.3,27.0,2.0,3.73,4.0,189.3,8.28888888888889,134.04825737265415,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2084.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
736,736,1459586148.0,49.248777,16.495034,168.0,193.5,27.0,2.0,3.79,4.0,193.5,8.422222222222222,131.92612137203167,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2088.299999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
737,737,1459586149.0,49.248758,16.495072,168.0,197.0,27.0,2.0,3.73,4.0,197.0,8.28888888888889,134.04825737265415,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2091.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
738,738,1459586150.0,49.248732,16.495114,168.0,201.1,29.0,2.0,3.82,4.0,201.1,7.903448275862068,130.89005235602096,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8199999999999994,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2095.8999999999987,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
739,739,1459586151.0,49.24871,16.495151,168.0,204.9,29.0,2.0,3.84,4.0,204.9,7.944827586206895,130.20833333333334,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2099.699999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
740,740,1459586152.0,49.248687,16.49519,170.0,208.6,29.0,2.0,3.86,4.0,208.6,7.986206896551724,129.5336787564767,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2103.3999999999987,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
741,741,1459586153.0,49.248663,16.49523,170.0,212.7,29.0,2.0,3.85,4.0,212.7,7.9655172413793105,129.87012987012986,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8500000000000005,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2107.4999999999986,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
742,742,1459586154.0,49.248637,16.495268,170.0,216.6,29.0,2.0,3.91,4.0,216.6,8.089655172413794,127.8772378516624,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2111.3999999999987,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
743,743,1459586155.0,49.248615,16.495308,170.0,220.5,28.0,2.0,3.88,4.0,220.5,8.314285714285713,128.8659793814433,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8799999999999994,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2115.299999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
744,744,1459586156.0,49.248594,16.495343,170.0,223.9,28.0,2.0,3.83,4.0,223.9,8.207142857142857,130.54830287206266,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2118.699999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
745,745,1459586157.0,49.24857,16.495383,170.0,227.9,27.0,2.0,3.81,4.0,227.9,8.466666666666667,131.23359580052494,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2122.699999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
746,746,1459586158.0,49.24855,16.495416,170.0,231.1,27.0,2.0,3.79,4.0,231.1,8.422222222222222,131.92612137203167,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2125.8999999999987,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
747,747,1459586159.0,49.248527,16.495455,170.0,235.0,27.0,2.0,3.75,4.0,235.0,8.333333333333334,133.33333333333334,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7499999999999996,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2129.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
748,748,1459586160.0,49.248505,16.495489,170.0,238.4,27.0,2.0,3.72,4.0,238.4,8.266666666666667,134.40860215053763,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,2133.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
749,749,1459586161.0,49.248479,16.495529,171.0,242.5,27.0,2.0,3.75,4.0,242.5,8.333333333333334,133.33333333333334,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7499999999999996,0.0,0.0,0.0,1.0,234,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,2137.299999999999,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
750,750,1459586162.0,49.248458,16.495566,171.0,246.1,27.0,2.0,3.7,4.0,246.1,8.222222222222221,135.13513513513513,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,1.0,234,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,2140.8999999999987,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
751,751,1459586163.0,49.24843,16.495606,171.0,250.3,27.0,2.0,3.74,4.0,250.3,8.311111111111112,133.6898395721925,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,1.0,234,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,2145.0999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
752,752,1459586164.0,49.248405,16.495644,171.0,254.3,27.0,2.0,3.75,4.0,254.3,8.333333333333334,133.33333333333334,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7499999999999996,0.0,0.0,0.0,1.0,235,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,2149.0999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
753,753,1459586165.0,49.248379,16.495683,172.0,258.3,27.0,2.0,3.82,4.0,258.3,8.488888888888889,130.89005235602096,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8199999999999994,0.0,0.0,0.0,1.0,235,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,2153.0999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
754,754,1459586166.0,49.248358,16.495721,172.0,262.0,27.0,2.0,3.8,4.0,262.0,8.444444444444445,131.57894736842107,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999994,0.0,0.0,0.0,1.0,236,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,2156.7999999999984,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
755,755,1459586167.0,49.248332,16.495759,172.0,265.9,27.0,2.0,3.86,4.0,265.9,8.577777777777778,129.5336787564767,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,1.0,236,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,2160.6999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
756,756,1459586168.0,49.248309,16.4958,173.0,269.9,27.0,2.0,3.89,4.0,269.9,8.644444444444444,128.53470437017995,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8899999999999997,0.0,0.0,0.0,1.0,237,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2164.6999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
757,757,1459586169.0,49.248287,16.495837,173.0,273.5,27.0,2.0,3.89,4.0,273.5,8.644444444444444,128.53470437017995,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8899999999999997,0.0,0.0,0.0,1.0,237,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2168.2999999999984,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
758,758,1459586170.0,49.248261,16.495878,173.0,277.7,27.0,2.0,3.9,4.0,277.7,8.666666666666666,128.2051282051282,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,1.0,238,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2172.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
759,759,1459586171.0,49.248238,16.495913,173.0,281.3,27.0,2.0,3.91,4.0,281.3,8.68888888888889,127.8772378516624,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,1.0,238,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2176.099999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
760,760,1459586172.0,49.248213,16.495954,173.0,285.4,27.0,2.0,3.87,4.0,285.4,8.600000000000001,129.19896640826872,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8700000000000006,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2180.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
761,761,1459586173.0,49.248191,16.495986,173.0,288.8,27.0,2.0,3.83,4.0,288.8,8.511111111111111,130.54830287206266,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2183.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
762,762,1459586174.0,49.248167,16.496029,172.0,292.9,27.0,2.0,3.83,4.0,292.9,8.511111111111111,130.54830287206266,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,2187.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
763,763,1459586175.0,49.248145,16.496065,172.0,296.4,27.0,2.0,3.84,4.0,296.4,8.533333333333333,130.20833333333334,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,1.0,240,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,2191.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
764,764,1459586176.0,49.248121,16.496105,173.0,300.4,27.0,2.0,3.82,4.0,300.4,8.488888888888889,130.89005235602096,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8199999999999994,0.0,0.0,0.0,1.0,240,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2195.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
765,765,1459586177.0,49.248101,16.496142,173.0,304.0,27.0,2.0,3.8,4.0,304.0,8.444444444444445,131.57894736842107,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999994,0.0,0.0,0.0,1.0,241,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2198.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
766,766,1459586178.0,49.248076,16.49618,174.0,307.8,27.0,2.0,3.79,4.0,307.8,8.422222222222222,131.92612137203167,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,241,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2202.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
767,767,1459586179.0,49.248054,16.496219,174.0,311.7,27.0,2.0,3.77,4.0,311.7,8.377777777777778,132.6259946949602,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,1.0,242,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2206.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
768,768,1459586180.0,49.24803,16.496257,174.0,315.3,27.0,2.0,3.78,4.0,315.3,8.399999999999999,132.27513227513228,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,1.0,242,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2210.099999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
769,769,1459586181.0,49.248004,16.496299,174.0,319.7,27.0,2.0,3.82,4.0,319.7,8.488888888888889,130.89005235602096,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8199999999999994,0.0,0.0,0.0,1.0,243,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2214.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
770,770,1459586182.0,49.247984,16.496332,174.0,322.9,27.0,2.0,3.8,4.0,322.9,8.444444444444445,131.57894736842107,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999994,0.0,0.0,0.0,1.0,243,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2217.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
771,771,1459586183.0,49.247958,16.496373,174.0,327.0,26.0,2.0,3.79,4.0,327.0,8.746153846153847,131.92612137203167,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,243,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2221.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
772,772,1459586184.0,49.247936,16.496407,174.0,330.6,26.0,2.0,3.8,4.0,330.6,8.76923076923077,131.57894736842107,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999994,0.0,0.0,0.0,1.0,244,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2225.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
773,773,1459586185.0,49.24791,16.496446,174.0,334.6,27.0,2.0,3.79,4.0,334.6,8.422222222222222,131.92612137203167,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,244,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2229.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
774,774,1459586186.0,49.247889,16.49648,174.0,338.0,27.0,2.0,3.79,4.0,338.0,8.422222222222222,131.92612137203167,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,245,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2232.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
775,775,1459586187.0,49.247863,16.496518,174.0,341.9,27.0,2.0,3.78,4.0,341.9,8.399999999999999,132.27513227513228,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,1.0,245,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2236.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
776,776,1459586188.0,49.24784,16.496554,174.0,345.7,27.0,2.0,3.79,4.0,345.7,8.422222222222222,131.92612137203167,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7899999999999996,0.0,0.0,0.0,1.0,246,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2240.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
777,777,1459586189.0,49.247817,16.49659,174.0,349.3,27.0,2.0,3.76,4.0,349.3,8.355555555555556,132.97872340425533,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,1.0,246,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2244.099999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
778,778,1459586190.0,49.247795,16.496629,175.0,353.1,27.0,2.0,3.71,4.0,353.1,8.244444444444444,134.77088948787062,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1.0,247,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2247.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
779,779,1459586191.0,49.247775,16.496662,175.0,356.4,27.0,2.0,3.71,4.0,356.4,8.244444444444444,134.77088948787062,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1.0,247,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2251.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
780,780,1459586192.0,49.247751,16.496699,175.0,360.2,26.0,2.0,3.69,4.0,360.2,8.515384615384615,135.50135501355012,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6900000000000004,0.0,0.0,0.0,1.0,247,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2254.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
781,781,1459586193.0,49.247731,16.496729,175.0,363.3,26.0,2.0,3.63,4.0,363.3,8.376923076923076,137.7410468319559,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6300000000000003,0.0,0.0,0.0,1.0,248,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2258.099999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
782,782,1459586194.0,49.247707,16.496767,175.0,367.1,26.0,2.0,3.62,4.0,367.1,8.353846153846154,138.12154696132598,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,0.0,0.0,0.0,1.0,248,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2261.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
783,783,1459586195.0,49.247687,16.496799,175.0,370.4,26.0,2.0,3.6,4.0,370.4,8.307692307692308,138.88888888888889,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.0,249,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,2265.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
784,784,1459586196.0,49.247661,16.496837,174.0,374.3,27.0,2.0,3.61,4.0,374.3,8.022222222222222,138.50415512465375,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,1.0,249,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2269.099999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
785,785,1459586197.0,49.247639,16.496871,174.0,377.9,27.0,2.0,3.59,4.0,377.9,7.977777777777777,139.2757660167131,1289.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5899999999999994,0.0,0.0,0.0,1.0,250,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2272.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
786,786,1459586198.0,49.247615,16.496907,174.0,381.6,27.0,2.0,3.61,4.0,381.6,8.022222222222222,138.50415512465375,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,1.0,250,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2276.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
787,787,1459586199.0,49.247592,16.496945,174.0,385.4,27.0,2.0,3.58,4.0,385.4,7.955555555555556,139.66480446927375,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,1.0,251,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2280.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
788,788,1459586200.0,49.247569,16.496979,174.0,388.8,27.0,2.0,3.61,4.0,388.8,8.022222222222222,138.50415512465375,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,1.0,251,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2283.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
789,789,1459586201.0,49.247546,16.497016,174.0,392.7,26.0,2.0,3.62,4.0,392.7,8.353846153846154,138.12154696132598,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,0.0,0.0,0.0,1.0,251,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2287.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
790,790,1459586202.0,49.247528,16.497048,174.0,395.7,26.0,2.0,3.6,4.0,395.7,8.307692307692308,138.88888888888889,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.0,252,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2290.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
791,791,1459586203.0,49.247504,16.497087,174.0,399.6,26.0,2.0,3.62,4.0,399.6,8.353846153846154,138.12154696132598,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,0.0,0.0,0.0,1.0,252,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2294.3999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
792,792,1459586204.0,49.24748,16.497118,174.0,403.1,26.0,2.0,3.61,4.0,403.1,8.330769230769231,138.50415512465375,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,1.0,253,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2297.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
793,793,1459586205.0,49.247455,16.497158,173.0,407.1,26.0,2.0,3.63,4.0,407.1,8.376923076923076,137.7410468319559,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6300000000000003,0.0,0.0,0.0,1.0,253,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2301.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
794,794,1459586206.0,49.247436,16.497192,173.0,410.4,26.0,2.0,3.6,4.0,410.4,8.307692307692308,138.88888888888889,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,2305.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
795,795,1459586207.0,49.247415,16.497229,174.0,413.9,26.0,2.0,3.6,4.0,413.9,8.307692307692308,138.88888888888889,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2308.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
796,796,1459586208.0,49.247395,16.497266,174.0,417.5,26.0,2.0,3.59,4.0,417.5,8.284615384615384,139.2757660167131,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5899999999999994,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,2312.299999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
