index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec)
119,0.0,18,0.0,0.0,0.0,14564.0,129,305.683731298,0.0,0.0,165.343249435,10.2848322264,0.0,0.0,42.355251,-71.117149,1445082518.0
120,0.0,18,0.0,0.0,0.0,14565.0,129,308.960311135,0.0,0.0,165.610556399,10.1906816639,0.0,0.0,42.355222,-71.117142,1445082519.0
121,0.0,18,0.0,0.0,0.0,14566.0,129,312.018137688,0.0,0.0,166.832538458,9.98233149845,0.0,0.0,42.355195,-71.117135,1445082520.0
122,0.0,18,0.0,0.0,0.0,14567.0,129,314.137888779,0.0,0.0,170.065708245,10.044377441,0.0,0.0,42.355176,-71.117133,1445082521.0
123,0.0,18,0.0,0.0,0.0,14568.0,130,316.838856023,0.0,0.0,168.711805559,9.89856451904,0.0,0.0,42.355152,-71.117128,1445082522.0
124,0.0,18,0.0,0.0,0.0,14569.0,130,318.745774208,0.0,0.0,170.976896991,10.1808919559,0.0,0.0,42.355135,-71.117125,1445082523.0
125,0.0,18,0.0,0.0,0.0,14570.0,130,322.332203984,0.0,0.0,165.942128617,10.0924021656,0.0,0.0,42.355104,-71.117113,1445082524.0
126,0.0,18,0.0,0.0,0.0,14571.0,130,325.374033429,0.0,0.0,167.214703575,10.0808797976,0.0,0.0,42.355079,-71.117098,1445082525.0
127,0.0,18,0.0,0.0,0.0,14572.0,131,328.359127754,0.0,0.0,167.226851049,10.0908568002,0.0,0.0,42.355053,-71.117089,1445082526.0
128,0.0,18,0.0,0.0,0.0,14573.0,131,331.414686525,0.0,0.0,166.898150871,10.1099310755,0.0,0.0,42.355027,-71.117077,1445082527.0
129,0.0,18,0.0,0.0,0.0,14574.0,131,334.603980507,0.0,0.0,166.436879513,9.98805081667,0.0,0.0,42.355002,-71.117058,1445082528.0
130,0.0,17,0.0,0.0,0.0,14575.0,131,337.07190621,0.0,0.0,168.357580409,9.96532850145,0.0,0.0,42.354982,-71.117045,1445082529.0
131,0.0,17,0.0,0.0,0.0,14576.0,131,339.206342684,0.0,0.0,168.970349838,10.1683839802,0.0,0.0,42.354964,-71.117036,1445082530.0
132,0.0,17,0.0,0.0,0.0,14577.0,131,342.342704496,0.0,0.0,165.55264091,10.1045265716,0.0,0.0,42.354937,-71.117025,1445082531.0
133,0.0,19,0.0,0.0,0.0,14578.0,132,344.946612558,0.0,0.0,166.276173286,10.140042168,0.0,0.0,42.354916,-71.117011,1445082532.0
134,0.0,19,0.0,0.0,0.0,14579.0,132,347.861646897,0.0,0.0,164.575712657,10.1842085229,0.0,0.0,42.354893,-71.116994,1445082533.0
135,0.0,19,0.0,0.0,0.0,14580.0,132,350.77668148,0.0,0.0,163.633785657,10.2473397834,0.0,0.0,42.35487,-71.116977,1445082534.0
