index,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts),Cals, Cadence (stokes/min), HRCur (bpm),DutyCycle,Rowfile_Id, lapIdx, ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
21,1483307482.512,286.236022949,121.5425506235,194.931945801,17.290845871,19.0,0.0,0.333333343267,917293,0.0,75.56500005722046,0.0,0.0,0.0,0.0,0.0,0.0,4.1137856449042305,0.0,0.0,0.0,1.0,4.0,21,615.5745656873685,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,286.236022949,0.0,0.0,194.931945801,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,1483307485.718,299.387329102,121.904887259,193.198913574,18.1408653259,19.0,0.0,0.333333343267,917293,0.0,78.77099990844727,0.0,0.0,0.0,0.0,0.0,0.0,4.101558282382038,0.0,0.0,0.0,1.0,4.0,22,610.1018323389474,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,299.387329102,0.0,0.0,193.198913574,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,1483307489.119,313.340423584,122.1245527265,192.158279419,19.0435314178,18.0,0.0,0.333333343267,917293,0.0,82.17199993133545,0.0,0.0,0.0,0.0,0.0,0.0,4.094180808340469,0.0,0.0,0.0,1.0,4.0,23,640.5275980633334,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,313.340423584,0.0,0.0,192.158279419,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,1483307492.312,326.427490234,121.9168677925,193.141967773,19.8902664185,19.0,0.0,0.333333343267,917293,0.0,85.36500000953674,0.0,0.0,0.0,0.0,0.0,0.0,4.101155230226138,0.0,0.0,0.0,1.0,4.0,24,609.9220034936842,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,326.427490234,0.0,0.0,193.141967773,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,1483307495.498,339.50994873,121.512308717,195.077514648,20.7384586334,19.0,0.0,0.333333343267,917293,0.0,88.55099987983704,0.0,0.0,0.0,0.0,0.0,0.0,4.114809481272314,0.0,0.0,0.0,1.0,4.0,25,616.034256783158,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,339.50994873,0.0,0.0,195.077514648,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,1483307498.8,353.094390869,121.33593857299999,195.929428101,21.621219635,18.0,0.0,0.333333343267,917293,0.0,91.8529999256134,0.0,0.0,0.0,0.0,0.0,0.0,4.120790640270049,0.0,0.0,0.0,1.0,4.0,26,653.09809367,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,353.094390869,0.0,0.0,195.929428101,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,1483307502.112,366.672668457,121.955566108,192.9581604,22.5015449524,18.0,0.0,0.333333343267,917293,0.0,95.16499996185303,0.0,0.0,0.0,0.0,0.0,0.0,4.099853872657324,0.0,0.0,0.0,1.0,4.0,27,643.193868,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,366.672668457,0.0,0.0,192.9581604,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,1483307505.407,380.314605713,120.77411264199999,198.676483154,23.3936920166,18.0,0.0,0.333333343267,917293,0.0,98.46000003814697,0.0,0.0,0.0,0.0,0.0,0.0,4.139960038308091,0.0,0.0,0.0,1.0,4.0,28,662.2549438466667,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,380.314605713,0.0,0.0,198.676483154,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,1483307508.611,393.671295166,120.111003518,201.985244751,24.2728786469,19.0,0.0,0.333333343267,917293,0.0,101.66400003433228,0.0,0.0,0.0,0.0,0.0,0.0,4.162815939882388,0.0,0.0,0.0,1.0,4.0,29,637.8481413189473,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,393.671295166,0.0,0.0,201.985244751,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,1483307511.903,407.310028076,120.6841915845,199.120925903,25.1663818359,18.0,0.0,0.333333343267,917293,0.0,104.95600008964539,0.0,0.0,0.0,0.0,0.0,0.0,4.14304469736546,0.0,0.0,0.0,1.0,4.0,30,663.7364196766666,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,407.310028076,0.0,0.0,199.120925903,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,1483307515.211,420.95022583,121.082365513,197.162963867,26.0567455292,18.0,0.0,0.333333343267,917293,0.0,108.26399993896484,0.0,0.0,0.0,0.0,0.0,0.0,4.12942048069186,0.0,0.0,0.0,1.0,4.0,31,657.2098795566667,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,420.95022583,0.0,0.0,197.162963867,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,1483307518.612,435.037353516,121.1282014845,196.939224243,26.9804706573,18.0,0.0,0.333333343267,917293,0.0,111.66499996185303,0.0,0.0,0.0,0.0,0.0,0.0,4.1278578718431795,0.0,0.0,0.0,1.0,4.0,32,656.46408081,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,435.037353516,0.0,0.0,196.939224243,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,1483307522.003,448.898162842,122.24096804850001,191.609786987,27.8790874481,18.0,0.0,0.333333343267,917293,0.0,115.05599999427795,0.0,0.0,0.0,0.0,0.0,0.0,4.090281744182698,0.0,0.0,0.0,1.0,4.0,33,638.6992899566667,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,448.898162842,0.0,0.0,191.609786987,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,1483307525.302,462.5184021,121.146224439,196.851348877,28.7700443268,18.0,0.0,0.333333343267,917293,0.0,118.35500001907349,0.0,0.0,0.0,0.0,0.0,0.0,4.127243769381867,0.0,0.0,0.0,1.0,4.0,34,656.1711629233333,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,462.5184021,0.0,0.0,196.851348877,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
