index, lapIdx,TimeStamp (sec), Horizontal (meters),Imp Split,GPS Speed, Cadence (stokes/min), HRCur (bpm),Stroke Count,catch,slip,finish,wash, AverageDriveForce (lbs), PeakDriveForce (lbs),Force Max Angle,driveenergy, Power (watts),Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,ImpellerSpeed,ImpellerDistance,cum_dist, Stroke500mPace (sec/500m), ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
135,1.0,1474439796.2,149.2,,4.02,28.0,151.0,18,-62,3,31,21,32.48490407398915,65.53183070981201,30,257.57142857142856,120.2,,69.0,245.2,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.02,149.2,1149.1999999999998,124.37810945273633,275.0,0.0,0.0,0.0,0.0,0.0,4.02,144.50000000000003,291.5,1.0,4.0,135,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,120.2,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,1.0,1474439798.4,158.1,,4.05,29.5,152.0,19,-61,4,38,19,32.93452212345613,67.1279747854198,31,260.33898305084745,128.0,,76.0,261.1,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.05,158.1,1158.1,123.4567901234568,277.2000000476837,0.0,0.0,0.0,0.0,0.0,4.05,146.5,298.6,1.0,4.0,136,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,128.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,1.0,1474439800.4,166.2,,4.04,29.0,153.0,20,-65,6,36,15,32.4174613665691,67.71247824972686,34,281.7931034482758,136.2,,80.0,282.1,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.04,166.2,1166.1999999999998,123.76237623762376,279.2000000476837,0.0,0.0,0.0,0.0,0.0,4.04,144.20000000000002,301.2,1.0,4.0,137,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,136.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,1.0,1474439802.4,174.5,,4.1,29.0,154.0,21,-62,4,38,22,33.72135371002334,67.26286020025988,33,267.51724137931035,129.3,,74.0,271.6,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.1,174.5,1174.4999999999998,121.95121951219514,281.2000000476837,0.0,0.0,0.0,0.0,0.0,4.1,150.0,299.2,1.0,4.0,138,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,1.0,1474439804.6,183.5,,4.13,29.0,154.0,22,-62,6,38,20,33.02444573334952,64.58763280593136,35,264.62068965517244,127.9,,74.0,264.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,183.5,1183.4999999999998,121.06537530266344,283.39999985694885,0.0,0.0,0.0,0.0,0.0,4.13,146.9,287.3,1.0,4.0,139,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,1.0,1474439806.6,191.7,,4.1,29.0,155.0,23,-61,4,37,18,35.07020785842427,65.55431161228537,38,276.0,133.4,,76.0,276.2,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.1,191.7,1191.6999999999998,121.95121951219514,285.39999985694885,0.0,0.0,0.0,0.0,0.0,4.1,156.0,291.6000000000001,1.0,4.0,140,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,133.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,1.0,1474439808.8,201.0,,4.16,29.0,156.0,24,-62,5,36,20,32.4174613665691,64.5201900985113,34,258.2068965517241,124.8,,73.0,258.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.16,201.0,1200.9999999999998,120.1923076923077,287.59999990463257,0.0,0.0,0.0,0.0,0.0,4.16,144.20000000000002,286.99999999999994,1.0,4.0,141,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,124.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
142,1.0,1474439810.8,209.3,,4.17,30.0,156.0,25,-62,3,34,21,34.26089536938371,68.27450081156057,31,254.6,127.3,,72.0,255.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.17,209.3,1209.2999999999997,119.90407673860912,289.59999990463257,0.0,0.0,0.0,0.0,0.0,4.17,152.4,303.7,1.0,4.0,142,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
143,1.0,1474439812.8,217.4,,4.11,29.0,156.0,26,-63,4,37,20,35.69967312767804,70.74740008362896,31,293.37931034482756,141.8,,76.0,293.6,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.11,217.4,1217.3999999999996,121.654501216545,291.59999990463257,0.0,0.0,0.0,0.0,0.0,4.11,158.8,314.70000000000005,1.0,4.0,143,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,141.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
144,1.0,1474439814.8,226.0,,4.17,29.0,157.0,27,-64,4,38,20,34.23841446691036,65.32950258755187,40,279.51724137931035,135.1,,78.0,283.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.17,226.0,1225.9999999999995,119.90407673860912,293.59999990463257,0.0,0.0,0.0,0.0,0.0,4.17,152.3,290.59999999999997,1.0,4.0,144,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,135.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
145,1.0,1474439817.0,234.9,,4.12,29.0,157.0,28,-63,3,38,19,35.76711583509808,70.45514835147542,36,291.51724137931035,140.9,,79.0,291.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.12,234.9,1234.8999999999996,121.35922330097087,295.7999999523163,0.0,0.0,0.0,0.0,0.0,4.12,159.1,313.4,1.0,4.0,145,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,140.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
146,1.0,1474439819.0,243.2,,4.14,28.0,157.0,29,-63,2,37,19,37.18341269091906,71.75904069492965,38,301.2857142857143,140.6,,79.0,303.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.14,243.2,1243.1999999999996,120.77294685990339,297.7999999523163,0.0,0.0,0.0,0.0,0.0,4.14,165.4,319.2,1.0,4.0,146,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,140.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
147,1.0,1474439821.2,252.2,,4.1,28.0,158.0,30,-65,5,40,23,34.598108906483944,69.8032021797483,39,294.85714285714283,137.6,,77.0,301.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.1,252.2,1252.1999999999996,121.95121951219514,300.0,0.0,0.0,0.0,0.0,0.0,4.1,153.9,310.5,1.0,4.0,147,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,137.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
148,1.0,1474439823.4,261.5,,4.19,27.5,158.0,31,-63,3,40,20,32.97948392840282,65.59927341723207,30,278.8363636363636,127.8,,80.0,276.1,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.19,261.5,1261.4999999999995,119.33174224343675,302.2000000476837,0.0,0.0,0.0,0.0,0.0,4.19,146.7,291.80000000000007,1.0,4.0,148,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
149,1.0,1474439825.6,270.4,,4.12,27.5,159.0,32,-62,4,38,17,34.64307071143064,68.94892788576104,41,297.16363636363633,136.2,,79.0,290.1,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.12,270.4,1270.3999999999996,121.35922330097087,304.39999985694885,0.0,0.0,0.0,0.0,0.0,4.12,154.1,306.7,1.0,4.0,149,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,136.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
150,1.0,1474439827.6,278.8,,4.13,29.0,158.0,33,-63,4,39,16,34.19345266196366,68.43186712887402,33,283.0344827586207,136.8,,82.0,291.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,278.8,1278.7999999999997,121.06537530266344,306.39999985694885,0.0,0.0,0.0,0.0,0.0,4.13,152.1,304.4,1.0,4.0,150,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,136.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
151,1.0,1474439829.8,287.9,,4.09,28.0,159.0,34,-63,4,38,15,35.42990229799785,67.37526471262662,30,292.5,136.5,,82.0,290.9,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.09,287.9,1287.8999999999996,122.24938875305624,308.59999990463257,0.0,0.0,0.0,0.0,0.0,4.09,157.6,299.7,1.0,4.0,151,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,136.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
152,1.0,1474439832.0,296.7,,4.08,28.0,160.0,35,-62,2,37,19,36.733794641452086,72.77068130623036,38,305.14285714285717,142.4,,78.0,299.2,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.08,296.7,1296.6999999999996,122.54901960784314,310.7999999523163,0.0,0.0,0.0,0.0,0.0,4.08,163.4,323.7,1.0,4.0,152,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,0.0,142.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
153,1.0,1474439834.0,304.8,,4.07,29.0,159.0,36,-63,4,34,19,34.98028424853087,69.21869871544122,37,275.5862068965517,133.2,,74.0,271.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.07,304.8,1304.7999999999997,122.85012285012284,312.7999999523163,0.0,0.0,0.0,0.0,0.0,4.07,155.6,307.9,1.0,4.0,153,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,133.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
154,1.0,1474439836.0,313.4,,4.07,29.0,160.0,37,-63,5,37,18,34.84539883369078,69.57839315501481,44,279.51724137931035,135.1,,77.0,283.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.07,313.4,1313.3999999999996,122.85012285012284,314.7999999523163,0.0,0.0,0.0,0.0,0.0,4.07,155.0,309.5,1.0,4.0,154,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,0.0,135.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
155,1.0,1474439838.2,322.1,,4.14,29.0,160.0,38,-62,4,37,17,36.4190620068252,66.29618139390587,45,290.0689655172414,140.2,,78.0,286.0,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.14,322.1,1322.0999999999997,120.77294685990339,317.0,0.0,0.0,0.0,0.0,0.0,4.14,162.0,294.9,1.0,4.0,155,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,0.0,140.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
156,1.0,1474439840.2,330.3,,4.13,30.0,160.0,39,-62,4,32,19,35.47486410294455,71.75904069492965,31,268.4,134.2,,71.0,265.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,330.3,1330.2999999999997,121.06537530266344,319.0,0.0,0.0,0.0,0.0,0.0,4.13,157.8,319.2,1.0,4.0,156,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,0.0,134.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
157,1.0,1474439842.0,338.1,,4.11,30.0,160.0,40,-61,4,37,18,35.07020785842427,69.33110322780797,31,277.8,138.9,,76.0,279.3,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.11,338.1,1338.0999999999997,121.654501216545,320.7999999523163,0.0,0.0,0.0,0.0,0.0,4.11,156.0,308.4,1.0,4.0,157,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,0.0,138.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
158,1.0,1474439844.2,346.8,,4.13,30.0,161.0,41,-62,5,37,20,37.093489081025666,70.76988098610231,33,291.0,145.5,,74.0,292.6,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,346.8,1346.7999999999997,121.06537530266344,323.0,0.0,0.0,0.0,0.0,0.0,4.13,165.0,314.8,1.0,4.0,158,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,0.0,145.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
159,1.0,1474439846.2,355.0,,4.12,30.0,161.0,42,-62,3,37,19,34.890360638637475,68.38690532392732,31,271.4,135.7,,77.0,280.9,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.12,355.0,1354.9999999999998,121.35922330097087,325.0,0.0,0.0,0.0,0.0,0.0,4.12,155.2,304.2,1.0,4.0,159,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,0.0,135.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
160,1.0,1474439848.2,363.3,,4.1,29.0,161.0,43,-61,4,38,20,32.35001865914905,68.70163795855422,38,268.13793103448273,129.6,,75.0,272.3,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.1,363.3,1363.2999999999997,121.95121951219514,327.0,0.0,0.0,0.0,0.0,0.0,4.1,143.89999999999998,305.6,1.0,4.0,160,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,0.0,129.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
161,1.0,1474439850.4,372.4,,4.13,28.0,161.0,44,-62,2,40,21,34.71051341885069,67.62255463983347,38,296.57142857142856,138.4,,79.0,290.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,372.4,1372.3999999999996,121.06537530266344,329.2000000476837,0.0,0.0,0.0,0.0,0.0,4.13,154.4,300.8,1.0,4.0,161,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,0.0,138.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
162,1.0,1474439852.4,380.8,,4.14,28.5,162.0,45,-62,4,38,18,33.361659270449756,64.6550755133514,37,273.2631578947369,129.8,,78.0,268.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.14,380.8,1380.7999999999997,120.77294685990339,331.2000000476837,0.0,0.0,0.0,0.0,0.0,4.14,148.4,287.6,1.0,4.0,162,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,0.0,129.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
163,1.0,1474439854.6,389.8,,4.15,29.0,162.0,46,-62,5,38,20,35.85703944499148,67.21789839531318,35,285.9310344827586,138.2,,75.0,281.9,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.15,389.8,1389.7999999999997,120.48192771084337,333.39999985694885,0.0,0.0,0.0,0.0,0.0,4.15,159.5,299.0,1.0,4.0,163,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,0.0,138.2,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
164,1.0,1474439856.8,399.0,,4.13,29.0,163.0,47,-62,3,40,22,37.475664423072594,70.76988098610231,38,298.9655172413793,144.5,,77.0,303.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.13,399.0,1398.9999999999998,121.06537530266344,335.59999990463257,0.0,0.0,0.0,0.0,0.0,4.13,166.7,314.8,1.0,4.0,164,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,0.0,144.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
165,1.0,1474439858.6,406.3,,4.09,29.0,163.0,48,-63,5,39,19,34.91284154111083,66.34114319885258,30,280.3448275862069,135.5,,78.0,280.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.09,406.3,1406.2999999999997,122.24938875305624,337.39999985694885,0.0,0.0,0.0,0.0,0.0,4.09,155.3,295.1,1.0,4.0,165,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,0.0,135.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
166,1.0,1474439860.8,415.3,,4.14,29.0,163.0,49,-62,5,36,18,33.83375822239008,64.7000373182981,35,271.0344827586207,131.0,,75.0,267.3,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.14,415.3,1415.2999999999997,120.77294685990339,339.59999990463257,0.0,0.0,0.0,0.0,0.0,4.14,150.5,287.79999999999995,1.0,4.0,166,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,0.0,131.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
167,1.0,1474439862.8,423.8,,4.1,30.0,164.0,50,-62,2,33,20,34.890360638637475,68.99388969070773,34,266.0,133.0,,73.0,271.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.1,423.8,1423.7999999999997,121.95121951219514,341.59999990463257,0.0,0.0,0.0,0.0,0.0,4.1,155.2,306.9,1.0,4.0,167,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,133.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
168,1.0,1474439864.8,431.9,,4.15,29.0,164.0,51,-62,5,38,19,34.41826168669715,68.09465359177378,35,281.17241379310343,135.9,,76.0,277.3,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.15,431.9,1431.8999999999996,120.48192771084337,343.59999990463257,0.0,0.0,0.0,0.0,0.0,4.15,153.1,302.9,1.0,4.0,168,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,135.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
169,1.0,1474439866.8,440.3,,4.15,30.0,164.0,52,-62,4,37,17,34.41826168669715,66.8132421507929,33,267.4,133.7,,78.0,276.8,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.15,440.3,1440.2999999999997,120.48192771084337,345.59999990463257,0.0,0.0,0.0,0.0,0.0,4.15,153.1,297.2,1.0,4.0,169,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,133.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
170,1.0,1474439868.8,448.7,,4.11,29.0,164.0,53,-62,6,38,18,33.76631551497003,66.88068485821294,33,274.9655172413793,132.9,,76.0,275.1,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.11,448.7,1448.6999999999998,121.654501216545,347.59999990463257,0.0,0.0,0.0,0.0,0.0,4.11,150.2,297.5,1.0,4.0,170,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,132.9,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
171,1.0,1474439871.0,457.7,,4.19,29.0,164.0,54,-63,5,38,17,35.025246053477574,68.11713449424714,34,288.41379310344826,139.4,,79.0,284.3,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.19,457.7,1457.6999999999998,119.33174224343675,349.7999999523163,0.0,0.0,0.0,0.0,0.0,4.19,155.8,303.0,1.0,4.0,171,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,139.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
172,1.0,1474439873.0,466.2,,4.21,29.0,164.0,55,-62,4,37,16,35.25005507821106,66.92564666315964,38,280.7586206896551,135.7,,79.0,285.0,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.21,466.2,1466.1999999999998,118.76484560570071,351.7999999523163,0.0,0.0,0.0,0.0,0.0,4.21,156.8,297.7,1.0,4.0,172,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,0.0,135.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
173,1.0,1474439875.0,474.7,,4.18,29.0,165.0,56,-63,5,38,17,34.665551613903986,65.66671612465211,38,285.7241379310345,138.1,,79.0,281.7,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.18,474.7,1474.6999999999998,119.61722488038278,353.7999999523163,0.0,0.0,0.0,0.0,0.0,4.18,154.2,292.1,1.0,4.0,173,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,0.0,138.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
174,1.0,1474439877.2,483.7,,4.19,29.0,165.0,57,-62,5,39,17,36.23921478703841,70.6799573762089,35,293.7931034482759,142.0,,79.0,298.2,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.19,483.7,1483.6999999999998,119.33174224343675,356.0,0.0,0.0,0.0,0.0,0.0,4.19,161.2,314.4,1.0,4.0,174,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,0.0,142.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
175,1.0,1474439879.2,492.1,,4.18,29.0,165.0,58,-62,3,40,22,37.475664423072594,70.76988098610231,38,298.9655172413793,144.5,,77.0,303.5,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.18,492.1,1492.1,119.61722488038278,358.0,0.0,0.0,0.0,0.0,0.0,4.18,166.7,314.8,1.0,4.0,175,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,0.0,144.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
176,1.0,1474439881.4,501.0,,4.08,29.0,165.0,59,-61,2,38,20,36.171772079618364,71.26446084051598,31,286.7586206896552,138.6,,77.0,291.0,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.08,501.0,1501.0,122.54901960784314,360.2000000476837,0.0,0.0,0.0,0.0,0.0,4.08,160.9,317.0,1.0,4.0,176,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,0.0,138.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
177,1.0,1474439883.4,509.4,,4.14,29.0,165.0,60,-63,5,38,21,34.12600995454362,67.08301298047309,34,272.0689655172414,131.5,,75.0,268.4,,77.0,75.0,80.0,77.0,77.0,,282.3,243.0,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,,4.14,509.4,1509.4,120.77294685990339,362.2000000476837,0.0,0.0,0.0,0.0,0.0,4.14,151.8,298.4,1.0,4.0,177,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,0.0,131.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
