TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1464973778.86884, 0, 6, 58, 163.75, 646.9, 133.68, 21, 150, 148, 40, 3.754, 59, 10.85, 1.36, 720, 1990, 0, 80, 119.9, 92
1464973781.90048, 0, 6, 59, 166.78, 658.2, 133.14, 22, 150, 150, 40, 3.769, 60, 10.43, 1.33, 700, 2030, 0, 76.6, 124.4, 92
1464973784.63047, 0, 6, 60, 169.52, 668.5, 134.82, 21, 151, 144, 41, 3.722, 61, 10.84, 1.33, 700, 1830, 0, 82.7, 123.9, 92
1464973787.44987, 0, 6, 61, 172.35, 679.1, 133.03, 22, 151, 150, 42, 3.772, 62, 10.3, 1.33, 700, 1930, 0, 78.7, 115.5, 92
1464973790.38991, 0, 6, 62, 175.28, 689.8, 134.19, 21, 151, 146, 42, 3.739, 63, 10.57, 1.33, 720, 2040, 0, 67.8, 102.9, 92
1464973793.17932, 0, 6, 63, 178.05, 700.1, 137.81, 20, 150, 135, 43, 3.641, 64, 10.71, 1.33, 710, 2040, 0, 82.7, 120.3, 92
1464973796.17999, 0, 6, 64, 181.08, 711.1, 135.68, 21, 150, 142, 44, 3.698, 65, 10.71, 1.33, 720, 2010, 0, 72.4, 105.4, 92
1464973798.78947, 0, 6, 65, 183.68, 721, 136.83, 21, 150, 138, 44, 3.667, 66, 10.71, 1.36, 720, 2010, 0, 83.7, 119.9, 92
1464973801.82024, 0, 6, 66, 186.7, 732.3, 132.85, 22, 150, 151, 45, 3.777, 67, 10.16, 1.33, 690, 2020, 0, 80.2, 122, 92
1464973804.54957, 0, 6, 67, 189.43, 742.6, 133.23, 21, 150, 150, 45, 3.766, 68, 10.9, 1.33, 690, 2020, 0, 82.9, 123.4, 92
1464973807.43036, 0, 6, 68, 192.32, 753.5, 132.98, 21, 150, 151, 46, 3.773, 69, 10.63, 1.3, 680, 1930, 0, 80.2, 115.4, 92
1464973810.25048, 0, 6, 69, 195.15, 764.2, 133.23, 21, 150, 150, 47, 3.766, 70, 10.63, 1.36, 710, 1910, 0, 82.5, 122.7, 92
1464973813.1044, 0, 6, 70, 198, 775.1, 132.05, 21, 149, 154, 47, 3.8, 71, 10.77, 1.39, 720, 1930, 0, 83.5, 122.9, 92
1464973815.8, 0, 6, 71, 200.66, 785.3, 131.1, 21, 149, 157, 48, 3.828, 72, 10.85, 1.36, 710, 1930, 0, 78.1, 111.3, 92
1464973818.74068, 0, 6, 72, 203.62, 796.4, 132.29, 22, 149, 153, 49, 3.793, 73, 10.44, 1.3, 670, 1980, 0, 81.7, 122.5, 92
1464973821.6501, 0, 6, 73, 206.53, 807.3, 132.96, 21, 149, 151, 49, 3.774, 74, 10.85, 1.36, 710, 1980, 0, 77.7, 119, 92
1464973824.4748, 0, 6, 74, 209.36, 817.9, 134.88, 20, 149, 144, 50, 3.72, 75, 11.25, 1.36, 720, 1800, 0, 80.8, 115.7, 92
1464973827.41109, 0, 6, 75, 212.3, 828.9, 133.19, 22, 150, 150, 51, 3.767, 76, 10.1, 1.3, 680, 2060, 0, 78.5, 112, 92
1464973830.08063, 0, 6, 76, 214.98, 839, 134.7, 20, 150, 145, 51, 3.725, 77, 11.04, 1.36, 720, 2060, 0, 81.8, 118.7, 92
1464973832.90052, 0, 6, 77, 217.78, 849.6, 132.91, 22, 150, 151, 52, 3.775, 78, 10.44, 1.33, 690, 1870, 0, 82.9, 122.1, 92
1464973835.81071, 0, 6, 78, 220.69, 860.7, 132.09, 21, 150, 154, 53, 3.799, 79, 10.78, 1.36, 700, 1890, 0, 85.5, 135.3, 92
1464973838.57116, 0, 6, 79, 223.46, 871.5, 130.43, 22, 150, 160, 53, 3.848, 80, 10.71, 1.36, 700, 1860, 0, 85.2, 126.3, 92
1464973841.30146, 0, 6, 80, 226.19, 882, 129.67, 22, 150, 162, 54, 3.87, 81, 10.64, 1.36, 700, 1850, 0, 79.4, 113.5, 92
1464973843.97151, 0, 6, 81, 228.86, 892.3, 130.66, 22, 150, 159, 54, 3.841, 82, 10.5, 1.33, 680, 1790, 0, 84.7, 124.6, 92
1464973846.67165, 0, 6, 82, 231.56, 902.7, 129.81, 22, 150, 162, 55, 3.866, 83, 10.31, 1.33, 680, 1820, 0, 80.1, 114.5, 92
1464973849.43544, 0, 6, 83, 234.32, 913.3, 130.3, 22, 151, 160, 56, 3.851, 84, 10.37, 1.33, 680, 1890, 0, 83.7, 118, 92
1464973852.10179, 0, 6, 84, 236.99, 923.8, 130.05, 22, 151, 161, 56, 3.859, 85, 10.63, 1.36, 670, 1890, 0, 92.5, 131.7, 92
1464973854.95226, 0, 6, 85, 239.83, 934.8, 128.5, 21, 152, 167, 57, 3.906, 86, 10.97, 1.36, 690, 1830, 0, 83.9, 121.5, 92
1464973857.50128, 0, 6, 86, 242.38, 944.6, 129.61, 22, 152, 163, 58, 3.872, 87, 10.5, 1.33, 690, 1830, 0, 77.1, 115.2, 92
1464973860.35205, 0, 6, 87, 245.25, 955.5, 131.1, 22, 152, 157, 58, 3.828, 88, 10.23, 1.33, 680, 1860, 0, 81.6, 120.5, 92
1464973863.08205, 0, 6, 88, 247.97, 966, 130.96, 22, 152, 158, 59, 3.832, 89, 10.57, 1.36, 700, 1830, 0, 82.8, 123.9, 92
1464973865.72149, 0, 6, 89, 250.59, 976.2, 129.91, 22, 152, 161, 60, 3.863, 90, 10.43, 1.33, 670, 1830, 0, 85, 127.7, 92
1464973868.57215, 0, 6, 90, 253.45, 987.2, 129.78, 22, 152, 162, 60, 3.867, 91, 10.57, 1.33, 680, 1870, 0, 82.2, 121.1, 92
1464973871.24232, 0, 6, 91, 256.12, 997.3, 131.04, 22, 152, 157, 61, 3.83, 92, 10.5, 1.3, 670, 1800, 0, 75.9, 111.8, 92
1464973874.00251, 0, 6, 92, 258.89, 1007.6, 133.08, 22, 152, 150, 62, 3.771, 93, 10.16, 1.33, 700, 1890, 0, 75.4, 106.6, 92
1464973876.7632, 0, 6, 93, 261.66, 1018.2, 133.34, 22, 152, 149, 62, 3.763, 94, 10.44, 1.36, 710, 1860, 0, 85.3, 134.4, 92
1464973879.61255, 0, 6, 94, 264.49, 1029, 131.02, 22, 152, 157, 63, 3.83, 95, 10.58, 1.36, 700, 1930, 0, 79.6, 120.9, 92
1464973882.25292, 0, 6, 95, 267.14, 1039.2, 131.77, 21, 152, 155, 63, 3.808, 96, 10.78, 1.36, 710, 1730, 0, 81, 119.9, 92
1464973884.98017, 0, 6, 96, 269.89, 1049.7, 130.8, 23, 152, 158, 64, 3.837, 97, 10.03, 1.33, 680, 1880, 0, 81, 117.7, 92
1464973887.75938, 0, 6, 97, 272.66, 1060.2, 131.3, 22, 152, 156, 65, 3.822, 98, 10.5, 1.3, 670, 1900, 0, 80.5, 129.8, 92
1464973890.45961, 0, 6, 98, 275.34, 1070.4, 132.69, 22, 152, 152, 65, 3.782, 99, 10.5, 1.3, 680, 1800, 0, 81.3, 112.5, 92
1464973893.00895, 0, 6, 99, 277.89, 1079.9, 132.71, 22, 152, 151, 66, 3.781, 100, 10.1, 1.27, 660, 1800, 0, 74.3, 108.2, 92
1464973895.91899, 0, 6, 100, 280.79, 1090.8, 134.46, 22, 152, 146, 67, 3.732, 101, 10.03, 1.3, 680, 1920, 0, 81.4, 121.8, 92
1464973898.79984, 0, 6, 101, 283.71, 1101.7, 133.54, 22, 152, 149, 67, 3.758, 102, 10.37, 1.27, 660, 2070, 0, 83.6, 126.1, 92
1464973901.55927, 0, 6, 102, 286.44, 1111.9, 134.49, 20, 151, 145, 68, 3.731, 103, 10.98, 1.3, 690, 2070, 0, 78.6, 114.7, 92
1464973904.37941, 0, 6, 103, 289.25, 1122.3, 135.53, 21, 151, 142, 68, 3.702, 104, 10.63, 1.33, 710, 1980, 0, 78.4, 116.8, 92
1464973907.32028, 0, 6, 104, 292.21, 1133.3, 135.1, 21, 151, 144, 69, 3.714, 105, 10.5, 1.36, 720, 1930, 0, 77.4, 114.9, 92
1464973910.17044, 0, 6, 105, 295.06, 1144, 134.16, 21, 151, 147, 70, 3.74, 106, 10.51, 1.33, 700, 1920, 0, 82.6, 123.7, 92
1464973912.87044, 0, 6, 106, 297.76, 1154.1, 133.2, 21, 151, 150, 70, 3.767, 107, 10.65, 1.33, 700, 1840, 0, 74.6, 112.2, 92
1464973915.60063, 0, 6, 107, 300.49, 1164.3, 134.45, 22, 152, 146, 71, 3.732, 108, 10.16, 1.33, 700, 1810, 0, 77.3, 122.2, 92
1464973918.41977, 0, 6, 108, 303.29, 1174.8, 133.77, 22, 152, 148, 72, 3.751, 109, 10.17, 1.33, 720, 1930, 0, 74.4, 116.1, 92
1464973921.18065, 0, 6, 109, 306.07, 1185.1, 134.85, 21, 152, 144, 72, 3.721, 110, 10.43, 1.3, 690, 1900, 0, 76.8, 115, 92
1464973923.82, 0, 6, 110, 308.72, 1195, 135.34, 21, 152, 143, 73, 3.707, 111, 10.42, 1.36, 720, 1900, 0, 77.4, 124.8, 91
1464973926.70081, 0, 6, 111, 311.59, 1205.8, 133.98, 22, 152, 147, 73, 3.745, 112, 10.28, 1.36, 720, 1860, 0, 77.2, 129.4, 92
1464973929.46153, 0, 6, 112, 314.36, 1216.2, 133.4, 22, 151, 149, 74, 3.762, 113, 10.36, 1.33, 700, 1870, 0, 80.1, 120.4, 92
1464973932.31104, 0, 6, 113, 317.19, 1226.9, 132.92, 22, 151, 151, 75, 3.775, 114, 10.44, 1.33, 690, 1950, 0, 79.3, 117.4, 92
1464973935.16111, 0, 6, 114, 320.05, 1237.6, 133.51, 21, 151, 149, 75, 3.758, 115, 10.71, 1.36, 740, 1960, 0, 75.4, 118.7, 92
1464973937.92123, 0, 6, 115, 322.8, 1247.8, 134.46, 21, 151, 146, 76, 3.732, 116, 10.71, 1.36, 730, 1820, 0, 71.1, 109.7, 92
1464973940.62183, 0, 6, 116, 325.51, 1258, 134.99, 22, 151, 144, 77, 3.717, 117, 10.03, 1.33, 700, 1830, 0, 81.7, 120.7, 92
1464973943.38059, 0, 6, 117, 328.25, 1268.3, 133.1, 22, 151, 150, 77, 3.77, 118, 10.29, 1.33, 700, 1840, 0, 77.4, 116, 92
1464973946.05143, 0, 6, 118, 330.95, 1278.5, 133.22, 22, 151, 150, 78, 3.767, 119, 10.3, 1.33, 690, 1800, 0, 80.6, 124.1, 91
1464973948.72159, 0, 6, 119, 333.6, 1288.5, 132.69, 22, 151, 152, 78, 3.782, 120, 10.15, 1.3, 680, 1770, 0, 74.5, 110.5, 92
1464973951.45166, 0, 6, 120, 336.34, 1299, 133.32, 23, 150, 149, 79, 3.764, 121, 9.97, 1.3, 670, 1870, 0, 85.8, 122.9, 92
1464973954.09173, 0, 6, 121, 338.99, 1309.1, 131.12, 22, 150, 157, 80, 3.827, 122, 10.38, 1.27, 650, 1800, 0, 86.6, 125.1, 92
1464973956.94184, 0, 6, 122, 341.82, 1319.9, 130.64, 23, 150, 159, 80, 3.841, 123, 10.17, 1.27, 650, 1980, 0, 83.8, 118.9, 92
1464973959.64172, 0, 6, 123, 344.55, 1330.4, 131.85, 21, 150, 154, 81, 3.806, 124, 10.91, 1.33, 690, 1820, 0, 84.8, 134.2, 92
1464973962.28203, 0, 6, 124, 347.16, 1340.3, 131.32, 22, 150, 156, 82, 3.821, 125, 10.3, 1.3, 680, 1750, 0, 77, 111, 92
1464973964.8921, 0, 6, 125, 349.78, 1350.2, 132.34, 23, 150, 153, 82, 3.792, 126, 9.98, 1.3, 680, 1740, 0, 77.5, 113.9, 92
1464973967.68229, 0, 6, 126, 352.55, 1360.8, 132.03, 23, 151, 154, 83, 3.801, 127, 10.12, 1.39, 720, 1850, 0, 77.9, 124.6, 92
1464973970.38233, 0, 6, 127, 355.25, 1371.2, 131.31, 22, 151, 156, 83, 3.822, 128, 10.51, 1.36, 700, 1800, 0, 85.2, 132.6, 92
1464973972.93201, 0, 6, 128, 357.82, 1381.3, 129.53, 22, 151, 163, 84, 3.875, 129, 10.43, 1.36, 690, 1800, 0, 84.1, 123, 92
1464973975.78227, 0, 6, 129, 360.66, 1392.3, 128.59, 22, 151, 167, 85, 3.903, 130, 10.44, 1.39, 710, 1840, 0, 82, 124.8, 92
1464973978.51263, 0, 6, 130, 363.38, 1402.8, 128.95, 22, 152, 165, 85, 3.892, 131, 10.57, 1.33, 680, 1850, 0, 81.3, 125.9, 92
1464973981.21265, 0, 6, 131, 366.1, 1413.3, 130.13, 22, 152, 161, 86, 3.856, 132, 10.51, 1.33, 680, 1840, 0, 81.4, 125.9, 92
1464973983.82203, 0, 6, 132, 368.71, 1423.3, 130.8, 22, 152, 158, 87, 3.837, 133, 10.5, 1.36, 700, 1840, 0, 80.4, 125.5, 92
1464973986.73272, 0, 6, 133, 371.62, 1434.5, 130.86, 22, 152, 158, 87, 3.835, 134, 10.43, 1.36, 700, 1900, 0, 84.3, 132.9, 92
1464973989.55223, 0, 6, 134, 374.43, 1445, 130.67, 22, 152, 159, 88, 3.84, 135, 10.64, 1.3, 670, 1950, 0, 75.9, 107.2, 92
1464973992.2228, 0, 6, 135, 377.09, 1455.2, 133.26, 21, 152, 150, 89, 3.766, 136, 10.64, 1.33, 690, 1770, 0, 85.4, 124.8, 92
1464973994.92311, 0, 6, 136, 379.8, 1465.6, 131.11, 23, 152, 157, 89, 3.827, 137, 10.16, 1.33, 680, 1830, 0, 79.6, 115.9, 92
1464973997.7132, 0, 6, 137, 382.59, 1476.1, 131.65, 22, 153, 155, 90, 3.812, 138, 10.43, 1.36, 710, 1880, 0, 77.2, 121.6, 92
1464974000.41328, 0, 6, 138, 385.29, 1486.3, 132.96, 21, 153, 151, 90, 3.774, 139, 10.56, 1.36, 720, 1780, 0, 75.8, 117.4, 92
1464974003.14297, 0, 6, 139, 388.02, 1496.7, 132.58, 22, 153, 152, 91, 3.785, 140, 10.1, 1.33, 690, 1820, 0, 80, 123.6, 92
1464974005.78324, 0, 6, 140, 390.66, 1506.8, 132.33, 22, 154, 153, 92, 3.792, 141, 10.36, 1.36, 710, 1750, 0, 79.9, 126.4, 92
1464974008.39328, 0, 6, 141, 393.29, 1516.6, 131.66, 23, 154, 155, 92, 3.811, 142, 9.96, 1.27, 660, 1760, 0, 72.5, 106.2, 92
1464974011.09358, 0, 6, 142, 395.97, 1526.9, 133.22, 23, 154, 150, 93, 3.767, 143, 9.9, 1.3, 670, 1820, 0, 87.5, 125.6, 92
1464974013.58303, 0, 6, 143, 398.46, 1536.4, 130.91, 22, 154, 158, 93, 3.833, 144, 10.24, 1.27, 650, 1820, 0, 79.8, 119.4, 92
1464974016.37373, 0, 6, 144, 401.25, 1547.1, 131.67, 23, 154, 155, 94, 3.811, 145, 9.97, 1.3, 670, 1810, 0, 82.6, 115.3, 92
1464974018.98333, 0, 6, 145, 403.87, 1557.2, 130.9, 22, 154, 158, 95, 3.834, 146, 10.37, 1.36, 700, 1810, 0, 84.9, 127.9, 92
1464974021.80789, 0, 6, 146, 406.69, 1568.1, 129.57, 22, 154, 163, 95, 3.873, 147, 10.43, 1.3, 660, 1840, 0, 84.5, 126.3, 92
1464974024.44408, 0, 6, 147, 409.32, 1578, 130.66, 22, 154, 159, 96, 3.841, 148, 10.37, 1.27, 660, 1780, 0, 72.6, 108, 92
1464974027.0844, 0, 6, 148, 411.96, 1587.9, 133.94, 22, 154, 147, 97, 3.746, 149, 10.03, 1.33, 700, 1730, 0, 75.4, 111.7, 92
1464974029.72426, 0, 6, 149, 414.59, 1598, 133.21, 23, 155, 150, 97, 3.767, 150, 9.96, 1.36, 710, 1730, 0, 82.4, 123.5, 92
1464974032.39436, 0, 6, 150, 417.28, 1608.3, 130.51, 23, 155, 159, 98, 3.845, 151, 10.1, 1.36, 700, 1780, 0, 78.6, 118.6, 92
1464974035.00448, 0, 6, 151, 419.89, 1618.5, 130.38, 22, 154, 160, 98, 3.849, 152, 10.31, 1.36, 700, 1720, 0, 83.7, 129.2, 92
1464974037.64458, 0, 6, 152, 422.54, 1628.7, 128.76, 23, 154, 166, 99, 3.898, 153, 10.1, 1.33, 680, 1770, 0, 79.2, 118.3, 92
1464974040.37451, 0, 6, 153, 425.25, 1639.3, 129.63, 23, 154, 163, 100, 3.871, 154, 10.3, 1.36, 690, 1830, 0, 84, 123.9, 92
1464974043.01393, 0, 6, 154, 427.88, 1649.5, 129.06, 22, 154, 165, 100, 3.888, 155, 10.56, 1.36, 690, 1830, 0, 82.3, 124.1, 92
1464974045.86451, 0, 6, 155, 430.75, 1660.5, 129.93, 22, 154, 161, 101, 3.863, 156, 10.63, 1.36, 700, 1850, 0, 80.9, 126.1, 92
1464974048.65488, 0, 6, 156, 433.53, 1671.2, 130.1, 22, 154, 161, 102, 3.857, 157, 10.58, 1.36, 700, 1890, 0, 82.4, 122.9, 92
1464974051.35494, 0, 6, 157, 436.24, 1681.6, 130.55, 22, 154, 159, 102, 3.844, 158, 10.71, 1.36, 700, 1810, 0, 79.2, 117.9, 92
1464974053.90432, 0, 6, 158, 438.78, 1691.3, 131.37, 22, 154, 156, 103, 3.82, 159, 10.37, 1.36, 710, 1810, 0, 74.6, 108.6, 92
1464974056.66502, 0, 6, 159, 441.55, 1701.9, 131.6, 23, 154, 155, 104, 3.813, 160, 10.1, 1.36, 700, 1750, 0, 83.2, 131.2, 92
1464974059.27512, 0, 6, 160, 444.16, 1711.8, 130.34, 23, 154, 160, 104, 3.85, 161, 10.09, 1.3, 670, 1750, 0, 73.7, 108.8, 92
1464974061.85526, 0, 6, 161, 446.75, 1721.6, 133.45, 22, 154, 149, 105, 3.76, 162, 10.43, 1.36, 720, 1850, 0, 75, 107.2, 92
1464974064.76537, 0, 6, 162, 449.66, 1732.6, 132.52, 23, 154, 152, 105, 3.787, 163, 9.76, 1.36, 710, 1860, 0, 76.9, 118.2, 92
1464974067.55544, 0, 6, 163, 452.45, 1743, 132.7, 22, 154, 151, 106, 3.782, 164, 10.45, 1.33, 700, 1930, 0, 75.6, 114.3, 92
1464974070.22551, 0, 6, 164, 455.11, 1753.1, 134.28, 21, 154, 146, 107, 3.737, 165, 10.57, 1.36, 720, 1750, 0, 76.7, 114.5, 92
1464974072.98502, 0, 6, 165, 457.86, 1763.6, 132.79, 23, 154, 151, 107, 3.779, 166, 10.03, 1.36, 710, 1840, 0, 83, 120.3, 92
1464974075.56018, 0, 6, 166, 460.45, 1773.5, 130.93, 22, 154, 158, 108, 3.833, 167, 10.44, 1.33, 690, 1840, 0, 77.3, 125.1, 92
1464974078.41039, 0, 6, 167, 463.28, 1784.2, 132.27, 22, 154, 153, 109, 3.794, 168, 10.3, 1.33, 690, 1820, 0, 78.5, 113.6, 92
1464974081.14045, 0, 6, 168, 466.01, 1794.6, 132.19, 22, 154, 153, 109, 3.796, 169, 10.43, 1.39, 720, 1810, 0, 79.7, 119.6, 92
1464974083.81057, 0, 6, 169, 468.68, 1804.8, 131.21, 22, 154, 157, 110, 3.825, 170, 10.36, 1.36, 700, 1760, 0, 77.3, 120.8, 92
1464974086.23986, 0, 6, 170, 471.12, 1814.2, 131.3, 23, 154, 156, 110, 3.822, 171, 10.17, 1.36, 700, 1760, 0, 77.5, 110.9, 92
1464974088.97069, 0, 6, 171, 473.87, 1824.8, 130.46, 23, 154, 159, 111, 3.847, 172, 9.82, 1.36, 700, 1720, 0, 79.3, 117.6, 92
1464974091.52005, 0, 6, 172, 476.39, 1834.5, 129.96, 23, 154, 161, 112, 3.861, 173, 10.03, 1.33, 680, 1720, 0, 80.1, 123.2, 92
1464974094.22469, 0, 6, 173, 479.12, 1845, 130.28, 23, 154, 160, 112, 3.852, 174, 10.23, 1.33, 680, 1710, 0, 78.6, 110.4, 92
1464974096.92113, 0, 6, 174, 481.81, 1855.4, 130.35, 23, 154, 160, 113, 3.85, 175, 10.03, 1.36, 700, 1820, 0, 82.9, 118, 92
1464974099.53111, 0, 6, 175, 484.4, 1865.4, 129.7, 22, 154, 162, 114, 3.869, 176, 10.37, 1.3, 660, 1730, 0, 79.5, 123.5, 92
1464974102.20113, 0, 6, 176, 487.09, 1875.8, 130.19, 23, 154, 160, 114, 3.855, 177, 10.1, 1.36, 690, 1790, 0, 83.6, 122.8, 92
1464974104.63091, 0, 6, 177, 489.52, 1885.2, 129.57, 23, 154, 163, 115, 3.873, 178, 10.29, 1.3, 670, 1790, 0, 75.8, 109.8, 92
1464974107.39126, 0, 6, 178, 492.28, 1895.6, 131.32, 24, 154, 156, 115, 3.821, 179, 9.69, 1.3, 670, 1780, 0, 77, 114.4, 92
1464974109.97135, 0, 6, 179, 494.85, 1905.5, 132.07, 22, 154, 154, 116, 3.8, 180, 10.16, 1.33, 690, 1690, 0, 81.5, 119.6, 92
1464974112.49068, 0, 6, 180, 497.37, 1915.3, 130.17, 23, 154, 160, 117, 3.855, 181, 9.9, 1.33, 680, 1690, 0, 81.1, 126.4, 92
1464974115.19081, 0, 6, 181, 500.07, 1925.6, 129.91, 23, 154, 161, 117, 3.863, 182, 10.17, 1.33, 680, 1750, 0, 79.7, 121.3, 92
1464974118.04144, 0, 6, 182, 502.93, 1936.6, 130.61, 22, 154, 159, 118, 3.842, 183, 10.3, 1.33, 680, 1860, 0, 80.9, 122.5, 92
1464974120.71203, 0, 6, 183, 505.6, 1947, 130.57, 22, 154, 159, 119, 3.843, 184, 10.52, 1.33, 680, 1800, 0, 87.5, 136, 92
1464974123.35178, 0, 6, 184, 508.24, 1957.3, 128.9, 22, 154, 165, 119, 3.893, 185, 10.45, 1.36, 690, 1780, 0, 83, 119.7, 92
1464974125.93168, 0, 6, 185, 510.82, 1967.4, 128.6, 23, 154, 166, 120, 3.903, 186, 10.24, 1.33, 650, 1720, 0, 89.3, 127.6, 92
1464974128.51194, 0, 6, 186, 513.39, 1977.6, 127.26, 23, 155, 172, 120, 3.944, 187, 10.23, 1.36, 660, 1700, 0, 86, 127.2, 92
1464974131.03195, 0, 6, 187, 515.9, 1987.6, 126.81, 23, 155, 174, 121, 3.958, 188, 10.16, 1.36, 660, 1640, 0, 85, 126.8, 92
1464974133.6121, 0, 6, 188, 518.49, 1997.9, 126.16, 24, 155, 176, 122, 3.978, 189, 10.03, 1.39, 670, 1680, 0, 85.4, 129.2, 92
1464974141.20207, 0, 6, 189, 527.57, 2020.4, 125.71, 24, 155, 176, 122, 3.993, 190, 10.22, 1.39, 670, 1680, 0, 91, 137.5, 92
1464974319.85818, 0, 8, 0, 3.66, 7.8, 179.98, 0, 100, 61, 0, 2.785, 1, 2.25, 2.34, 800, 1570, 0, 78.5, 111.3, 0
1464974322.64833, 0, 8, 1, 6.46, 16.5, 163.92, 23, 100, 80, 0, 3.059, 2, 8.12, 1.3, 940, 1680, 0, 70.7, 111.3, 92
1464974325.61831, 0, 8, 2, 9.4, 26.5, 155.59, 23, 101, 94, 0, 3.223, 3, 8.57, 1.27, 780, 2010, 0, 68.7, 101.2, 93
1464974328.55844, 0, 8, 3, 12.36, 36.6, 147.75, 21, 102, 110, 1, 3.395, 4, 9.88, 1.24, 740, 2040, 0, 68.4, 98.2, 93
1464974331.41227, 0, 8, 4, 15.22, 46.5, 146.06, 20, 103, 113, 2, 3.434, 5, 10.26, 1.3, 750, 1910, 0, 68.4, 106.4, 92
1464974334.10953, 0, 8, 5, 17.92, 56, 144.28, 21, 103, 118, 2, 3.477, 6, 9.78, 1.24, 700, 1800, 0, 69.1, 99.5, 92
1464974336.83877, 0, 8, 6, 20.62, 65.4, 143.25, 22, 104, 120, 3, 3.502, 7, 9.5, 1.27, 720, 1790, 0, 63.9, 97, 93
1464974339.35805, 0, 8, 7, 23.16, 74.5, 142.99, 22, 105, 121, 3, 3.508, 8, 9.52, 1.3, 730, 1790, 0, 69.7, 95.7, 92
1464974342.17837, 0, 8, 8, 25.97, 84.7, 139.94, 23, 107, 129, 4, 3.585, 9, 9.36, 1.27, 690, 1730, 0, 76.3, 110.7, 92
1464974345.17926, 0, 8, 9, 28.98, 95.5, 138.42, 21, 108, 133, 4, 3.625, 10, 10.24, 1.27, 690, 2000, 0, 73.2, 107.5, 92
1464974347.96898, 0, 8, 10, 31.76, 105.5, 139.66, 21, 110, 130, 5, 3.592, 11, 10.32, 1.24, 680, 1910, 0, 74.1, 107.6, 92
1464974350.81913, 0, 8, 11, 34.61, 115.6, 140.34, 21, 111, 128, 6, 3.575, 12, 10.03, 1.27, 700, 1950, 0, 69.3, 108.3, 92
1464974353.42867, 0, 8, 12, 37.22, 124.8, 141.71, 21, 113, 124, 6, 3.54, 13, 10.04, 1.24, 690, 1950, 0, 68.8, 98.3, 92
1464974356.2793, 0, 8, 13, 40.08, 134.9, 142.3, 22, 114, 123, 7, 3.525, 14, 9.64, 1.24, 690, 1850, 0, 72.2, 106.1, 92
1464974359.03872, 0, 8, 14, 42.82, 145, 140.22, 22, 114, 128, 7, 3.578, 15, 9.84, 1.3, 710, 1840, 0, 80.2, 113.1, 92
1464974361.70939, 0, 8, 15, 45.53, 154.9, 136.54, 22, 115, 139, 8, 3.675, 16, 10.04, 1.3, 700, 1800, 0, 71.2, 104.4, 92
1464974364.3188, 0, 8, 16, 48.12, 164.4, 137.12, 22, 117, 137, 8, 3.659, 17, 9.83, 1.3, 700, 1800, 0, 73.7, 104.1, 92
1464974367.10966, 0, 8, 17, 50.92, 174.5, 137, 23, 118, 138, 9, 3.662, 18, 9.76, 1.21, 650, 1830, 0, 73.1, 100.4, 92
1464974369.89979, 0, 8, 18, 53.7, 184.6, 138.53, 22, 119, 133, 10, 3.622, 19, 9.89, 1.3, 710, 1910, 0, 73.1, 106.4, 92
1464974372.63004, 0, 8, 19, 56.43, 194.6, 138.03, 22, 121, 135, 10, 3.635, 20, 10.1, 1.27, 680, 1910, 0, 76.1, 121.7, 92
1464974375.53971, 0, 8, 20, 59.35, 205.2, 138.15, 21, 122, 134, 11, 3.632, 21, 10.37, 1.27, 690, 1920, 0, 76.4, 110, 92
1464974378.36005, 0, 8, 21, 62.15, 215.5, 137.77, 21, 123, 135, 11, 3.642, 22, 10.17, 1.27, 680, 1930, 0, 80.7, 115.3, 92
1464974381.09368, 0, 8, 22, 64.89, 225.5, 136.26, 22, 124, 140, 12, 3.682, 23, 10.17, 1.21, 640, 1930, 0, 80.2, 109.6, 92
1464974383.97035, 0, 8, 23, 67.75, 236, 137.41, 21, 125, 136, 13, 3.651, 24, 10.5, 1.27, 680, 1900, 0, 77.2, 106.2, 92
1464974386.88029, 0, 8, 24, 70.7, 246.7, 137.18, 22, 126, 137, 13, 3.658, 25, 10.11, 1.27, 680, 2050, 0, 77.6, 119.6, 92
1464974389.63964, 0, 8, 25, 73.43, 256.8, 137.76, 20, 127, 135, 14, 3.642, 26, 10.78, 1.33, 720, 2050, 0, 79.2, 117.4, 92
1464974392.57986, 0, 8, 26, 76.35, 267.5, 135.99, 21, 128, 141, 14, 3.69, 27, 10.44, 1.27, 670, 1970, 0, 78.7, 110, 92
1464974395.58059, 0, 8, 27, 79.38, 278.6, 137.24, 20, 130, 137, 15, 3.656, 28, 10.76, 1.3, 690, 2020, 0, 82.5, 117.7, 92
1464974398.37068, 0, 8, 28, 82.16, 288.8, 136.15, 21, 130, 140, 16, 3.685, 29, 10.64, 1.27, 680, 1910, 0, 76.4, 111.2, 92
1464974401.19074, 0, 8, 29, 84.99, 299.2, 136.77, 22, 132, 138, 16, 3.669, 30, 10.16, 1.27, 670, 1970, 0, 79.6, 116, 92
