index,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min),Speed (m/s), HRCur (bpm),Interval type,Workout state,Rowing state,Stroke count,Stroke state,Total work distance,Piece duration,Piece distance, DragFactor, Stroke500mPace (sec/500m),Average pace (/500m),Rest distance,Rest time,Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m), Power (watts),Split average calories (cal/hr),Last split time,Last split distance, lapIdx, ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
292,1712903116.737221,957.0,15.0,3.1,124.0,Time,Running,Active,89,Recovery,0 m,0:00.0,0 m,105.0,161.8,2:34.3,0 m,0:00,1,95,51,2:34.3,95.0,51,0:00.0,0 m,0.0,293.5,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,380.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,957.0,95.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
293,1712903117.837221,960.0,15.0,3.1,125.0,Time,Running,Active,89,Recovery,0 m,0:00.0,0 m,105.0,161.8,2:34.3,0 m,0:00,1,95,51,2:34.3,95.0,51,0:00.0,0 m,0.0,294.59999990463257,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,380.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,960.0,95.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
294,1712903118.737221,962.0,15.0,3.1,125.0,Time,Running,Active,89,Recovery,0 m,0:00.0,0 m,105.0,161.8,2:34.3,0 m,0:00,1,95,51,2:34.3,95.0,51,0:00.0,0 m,0.0,295.5,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,380.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,962.0,95.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
295,1712903119.737221,964.0,15.0,3.1,125.0,Time,Running,Active,89,Recovery,0 m,0:00.0,0 m,105.0,161.8,2:34.3,0 m,0:00,1,95,51,2:34.3,95.0,51,0:00.0,0 m,0.0,296.5,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,380.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,964.0,95.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
296,1712903120.037221,965.0,15.0,3.1,125.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.3,0 m,0:00,1,95,51,2:34.3,95.0,51,0:00.0,0 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,380.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,95.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
297,1712903120.037221,965.0,15.0,3.1,124.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
298,1712903120.037221,965.0,15.0,3.1,123.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
299,1712903120.037221,965.0,15.0,3.1,121.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
300,1712903120.037221,965.0,15.0,3.1,121.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
301,1712903120.037221,965.0,15.0,3.1,120.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
302,1712903120.037221,965.0,15.0,3.1,121.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
303,1712903120.037221,965.0,15.0,3.1,122.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
304,1712903120.037221,965.0,15.0,3.1,122.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
305,1712903120.037221,965.0,15.0,3.1,122.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
306,1712903120.037221,965.0,15.0,3.1,121.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
307,1712903120.037221,965.0,15.0,3.1,120.0,Time,Running,Inactive,89,Waiting To Accelerate,0 m,0:00.0,0 m,105.0,161.8,2:34.9,0 m,0:00,1,94,51,2:34.9,94.0,51,0:00.0,965 m,0.0,296.7999999523163,0.0,0.0,0.0,0.0,0.0,3.0902348578491963,0.0,0.0,0.0,1.0,4.0,88,376.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,94.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
