Interval,Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force,Avg Force Max,Avg Force Max Angle,Avg Work,Avg Power,,,,,,,,,,,,,,,,,,,,,,,,
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Newtons),(Degrees),(Watts),(Joules),,,,,,,,,,,,,,,,,,,,,,,,
1,02:49.0,704.8,01:59.0,4.2,29,162,83,-63,4,39,19,158.4,310.9,30,288.9,139.5,,79,288.9,,79,76,74,77,80,,288.9,276.3,254.5,277.6,294.5,,4.2,4.05,3.96,4.02,3.94,,,
1,02:51.0,713.5,02:00.4,4.15,29,162,84,-63,4,39,19,158.1,305.6,30,286.8,138.5,,79,286.8,,79,80,78,64,79,,286.8,277.6,271.3,233.5,297.3,,4.15,4.06,3.89,4.02,3.94,,,
1,02:53.0,721.8,01:59.0,4.2,29,162,85,-62,2,38,20,159.8,305.5,31,282.9,138.6,,78,282.9,,78,77,77,77,80,,282.9,292.6,267.5,294.6,289.8,,4.2,4.04,3.84,4.02,4.05,,,
1,02:55.1,730.4,01:59.6,4.18,30,162,86,-63,3,38,21,154.8,302.5,31,277.7,134.1,,77,277.7,,77,81,78,78,71,,277.7,288.7,277.4,300.7,272.4,,4.18,4.09,3.86,3.86,4.03,,,
1,02:57.2,739.4,01:59.3,4.19,29,162,87,-62,4,38,21,159.2,313.3,34,281.2,139.9,,75,281.2,,75,79,71,73,75,,281.2,280.6,257.5,295.1,307.2,,4.19,4.05,3.85,4,3.98,,,
1,02:59.2,747.6,02:00.4,4.15,29,163,88,-63,4,36,17,154.6,299.5,34,278.8,134.7,,78,278.8,,78,79,74,76,68,,278.8,293.7,257.3,279.9,268.2,,4.15,4.02,3.88,4,3.98,,,
1,03:01.2,756,01:59.3,4.19,30,163,89,-63,5,38,21,162.9,307.9,34,288.5,143.5,,75,288.5,,75,75,78,69,78,,288.5,288.7,265.6,268.7,299.6,,4.19,4.03,3.85,4.05,3.98,,,
1,03:03.2,764.5,02:00.1,4.16,29,163,90,-62,2,38,20,154.7,298.8,31,274.9,134.7,,78,274.9,,78,71,71,75,70,,274.9,271,249.3,285.8,284,,4.16,4.01,3.87,4.07,3.94,,,
1,03:05.2,772.8,01:59.0,4.2,31,163,91,-63,3,37,17,152,302.1,31,279.5,139,,80,279.5,,80,75,78,78,78,,279.5,262.4,270.9,279.9,314.1,,4.2,4,3.89,4.09,3.9,,,
1,03:07.2,781.1,02:00.4,4.15,29,163,92,-63,4,37,17,162,306.4,30,285.6,144.2,,79,285.6,,79,76,75,77,77,,285.6,252.6,263.9,303.5,303.5,,4.15,3.99,3.89,4.04,3.93,,,
1,03:09.2,789.4,02:00.1,4.16,30,163,93,-63,2,32,22,151.8,305.2,33,256.7,127.7,,71,256.7,,71,75,77,66,77,,256.7,263.4,303.5,192.7,301.4,,4.16,4.01,3.83,3.97,4.01,,,
1,03:11.2,797.9,01:58.7,4.21,30.5,163,94,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,77,74,78,66,77,,303.5,268.9,265.3,209.9,295.5,,4.21,4.05,3.91,3.95,4.02,,,
1,03:13.2,806.4,01:56.5,4.29,31,163,95,-63,3,36,20,154,310.3,41,284.9,141.7,,76,284.9,,76,80,74,79,78,,284.9,270.5,272.6,272.2,308.3,,4.29,3.99,3.79,3.86,4.05,,,
1,03:15.2,814.7,01:59.3,4.19,29,162,96,-62,4,37,20,142.1,304.1,37,262.9,128.8,,75,262.9,,75,72,76,69,73,,262.9,246.5,270.5,216.8,292.1,,4.19,4.09,3.81,3.99,4.02,,,
1,03:17.2,823,02:01.6,4.11,30,162,97,-62,4,37,20,159.1,303.7,38,283.5,141,,75,283.5,,75,78,77,77,77,,283.5,275.9,286.3,303.5,303.5,,4.11,4.08,3.75,3.92,4.03,,,
1,03:19.4,832,02:01.0,4.13,30,162,98,-62,3,32,21,152.4,311.1,37,265.5,132.1,,70,265.5,,70,75,79,79,77,,265.5,267.5,279.9,279.8,298.5,,4.13,4.03,3.83,3.88,4,,,
1,03:21.4,840.2,02:01.3,4.12,29,162,99,-61,4,37,16,149.4,292.3,37,273.4,134,,78,273.4,,78,78,72,67,82,,273.4,259.1,261.7,242.9,300.1,,4.12,4.04,3.85,3.93,4.04,,,
1,03:23.4,848.3,02:01.9,4.1,30,162,100,-63,2,38,19,152.6,300.7,33,280.7,135.6,,80,280.7,,80,76,79,80,79,,280.7,260.8,306.8,303.7,319.2,,4.1,4.03,3.88,3.97,4.08,,,
1,03:25.4,856.8,02:01.3,4.12,29,162,101,-63,4,35,16,159.5,298.1,34,279.7,139.1,,78,279.7,,78,76,80,78,77,,279.7,262.8,309.5,277.5,300.8,,4.12,3.96,3.92,3.98,4.08,,,
1,03:27.4,865.1,01:59.3,4.19,30,162,102,-63,4,36,16,161.1,323.1,33,292.7,143.4,,79,292.7,,79,76,78,67,75,,292.7,269.2,294.3,237.1,296.3,,4.19,3.96,3.98,4,3.95,,,
1,03:29.4,873.6,01:57.9,4.24,29,163,103,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,77,78,76,77,77,,303.5,285.1,298.1,303.5,303.5,,4.24,3.98,3.98,4.04,4.01,,,
1,03:31.6,882.7,02:00.4,4.15,29,163,104,-62,5,33,20,153.9,304.5,35,258.3,128.5,,70,258.3,,70,77,85,70,77,,258.3,278.3,324.8,279,284.4,,4.15,4.03,3.96,4.06,3.97,,,
1,03:33.9,891.9,02:01.6,4.11,30,163,105,-63,5,38,19,146.9,297.1,40,273.8,134.2,,77,273.8,,77,76,82,75,74,,273.8,258,315.1,272.7,269.7,,4.11,4.08,4.02,4.01,4.03,,,
1,03:35.6,899.1,02:01.3,4.12,30,163,106,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,77,80,80,75,82,,303.5,284.6,292.9,248.3,310.3,,4.12,4.04,4.11,4,4.03,,,
1,03:37.6,907.4,02:00.4,4.15,29,163,107,-62,4,37,17,153.2,291.6,30,270.5,134.6,,78,270.5,,78,77,75,65,79,,270.5,294.9,286.3,229.1,310.6,,4.15,4.1,4.12,3.96,4.06,,,
1,03:39.8,916.6,02:01.3,4.12,30,163,108,-63,3,38,20,159.8,306.4,33,289.9,140,,78,289.9,,78,76,78,77,78,,289.9,294.7,305.4,283.7,320.4,,4.12,3.95,4.08,4.05,4.06,,,
1,03:41.8,924.8,02:00.1,4.16,29,163,109,-63,5,31,20,153.9,317,34,267.8,131.2,,69,267.8,,69,77,79,74,80,,267.8,290.5,314.5,280.7,311.7,,4.16,4.04,3.97,3.96,4.09,,,
1,03:43.8,933.1,02:00.4,4.15,30,163,110,-62,4,36,15,152.6,299,30,281,137.7,,79,281,,79,80,75,83,78,,281,295.3,297.1,288.1,302.3,,4.15,4.04,4.11,4.01,4.08,,,
1,03:45.8,941.5,02:01.3,4.12,29,163,111,-63,2,34,18,167.4,320.8,30,284,143.4,,77,284,,77,77,77,81,81,,284,278.4,294.3,279.8,304.1,,4.12,4.1,4.01,4,4.06,,,
1,03:47.8,949.7,01:59.9,4.17,30,163,112,-64,5,37,22,161.7,308.6,30,285.2,139.8,,74,285.2,,74,81,74,76,80,,285.2,289.8,301.8,253.7,314.2,,4.17,4.1,4,4.01,4,,,
1,03:49.8,958.2,01:59.9,4.17,30,164,113,-63,5,38,17,159.1,294.5,38,282.5,138.5,,79,282.5,,79,77,79,59,79,,282.5,303.5,307.4,169.9,299,,4.17,4.08,4.05,4.08,4,,,
1,03:51.8,966.6,02:00.1,4.16,29,163,114,-62,4,33,20,153.9,309.5,31,263.2,130.9,,71,263.2,,71,77,79,77,62,,263.2,273.6,315.3,303.5,107.5,,4.16,4.05,4.06,3.72,4.07,,,
1,03:53.8,974.7,02:01.3,4.12,30,164,115,-63,3,36,19,155.5,301.4,31,282.3,136.3,,77,282.3,,77,75,80,77,77,,282.3,243,294.9,303.5,303.5,,4.12,4.03,3.98,3.72,4.07,,,
1,03:55.8,983.1,01:59.6,4.18,29,163,116,-63,5,32,20,150.9,297.5,31,253,127.8,,70,253,,,,,,,,,,,,,,,,,,,,,
1,03:57.9,991.7,02:00.4,4.15,30,163,117,-63,5,38,21,155.9,306.7,34,276.5,137.5,,75,276.5,,,,,,,,,,,,,,,,,,,,,
1,03:59.8,1000,02:00.1,4.16,30,163,117,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,00:01.6,6.2,02:11.9,3.79,29,151,1,-62,3,38,16,162.2,316.4,39,303.7,153.4,,81,303.7,,,,,,,,,,,,,,,,,,,,,
2,00:03.6,14.5,02:01.3,4.12,30,150,2,-63,5,39,18,155.4,292.8,30,284,141.3,,79,284,,,,,,,,,,,,,,,,,,,,,
2,00:05.6,22.8,02:00.1,4.16,30,148,3,-63,4,39,21,145.8,284.6,33,262.3,130.4,,77,262.3,,,,,,,,,,,,,,,,,,,,,
2,00:07.6,31.3,01:59.3,4.19,30,146,4,-64,5,36,17,141.4,272.3,33,255.1,126.9,,78,255.1,,,,,,,,,,,,,,,,,,,,,
2,00:10.0,41.3,01:59.9,4.17,29,142,5,-62,5,34,16,152.4,283.1,32,262.1,130.4,,75,262.1,,,,,,,,,,,,,,,,,,,,,
2,00:11.8,48.6,02:01.6,4.11,30,143,6,-63,4,32,21,150.4,302,34,263.7,131.2,,70,263.7,,,,,,,,,,,,,,,,,,,,,
2,00:13.8,56.9,02:00.1,4.16,30,144,7,-62,4,34,18,152.4,295.3,27,255.3,128.9,,74,255.3,,,,,,,,,,,,,,,,,,,,,
2,00:16.0,66.2,02:00.1,4.16,30,144,8,-62,4,35,19,147,282.4,27,251.7,123.4,,74,251.7,,,,,,,,,,,,,,,,,,,,,
2,00:17.8,73.5,02:00.4,4.15,29,145,9,-62,4,36,16,142.6,285.1,30,259.3,127.1,,78,259.3,,,,,,,,,,,,,,,,,,,,,
2,00:19.8,81.6,02:02.8,4.07,29,146,10,-62,3,36,16,148.9,293.7,33,272.6,131.7,,79,272.6,,,,,,,,,,,,,,,,,,,,,
2,00:22.0,90.7,02:02.8,4.07,30,146,11,-62,5,34,20,142.4,305.6,32,255.4,125.2,,71,255.4,,,,,,,,,,,,,,,,,,,,,
2,00:24.0,98.8,02:02.2,4.09,29,147,12,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,00:26.0,107,02:02.5,4.08,29,147,13,-62,5,37,19,156.1,302,31,284.1,135.3,,75,284.1,,,,,,,,,,,,,,,,,,,,,
2,00:28.0,115.3,02:03.4,4.05,29,148,14,-63,5,38,17,156.5,299.5,28,285.5,137.9,,79,285.5,,,,,,,,,,,,,,,,,,,,,
2,00:30.2,124.2,02:01.6,4.11,28,149,15,-62,5,35,17,155.9,291.8,29,266,128.5,,75,266,,,,,,,,,,,,,,,,,,,,,
2,00:32.2,132.4,02:02.2,4.09,29,149,16,-61,4,38,20,147.7,290.3,34,268,125.8,,75,268,,,,,,,,,,,,,,,,,,,,,
2,00:34.4,141.1,02:03.7,4.04,29,151,17,-62,3,36,18,154,295.1,27,276.7,129.9,,77,276.7,,,,,,,,,,,,,,,,,,,,,
2,00:36.4,149.2,02:04.3,4.02,28,151,18,-62,3,31,21,144.5,291.5,30,245.2,120.2,,69,245.2,,,,,,,,,,,,,,,,,,,,,
2,00:38.6,158.1,02:03.4,4.05,29.5,152,19,-61,4,38,19,146.5,298.6,31,261.1,128,,76,261.1,,,,,,,,,,,,,,,,,,,,,
2,00:40.6,166.2,02:03.7,4.04,29,153,20,-65,6,36,15,144.2,301.2,34,282.1,136.2,,80,282.1,,,,,,,,,,,,,,,,,,,,,
2,00:42.6,174.5,02:01.9,4.1,29,154,21,-62,4,38,22,150,299.2,33,271.6,129.3,,74,271.6,,,,,,,,,,,,,,,,,,,,,
2,00:44.8,183.5,02:01.0,4.13,29,154,22,-62,6,38,20,146.9,287.3,35,264.8,127.9,,74,264.8,,,,,,,,,,,,,,,,,,,,,
2,00:46.8,191.7,02:01.9,4.1,29,155,23,-61,4,37,18,156,291.6,38,276.2,133.4,,76,276.2,,,,,,,,,,,,,,,,,,,,,
2,00:49.0,201,02:00.1,4.16,29,156,24,-62,5,36,20,144.2,287,34,258.5,124.8,,73,258.5,,,,,,,,,,,,,,,,,,,,,
2,00:51.0,209.3,01:59.9,4.17,30,156,25,-62,3,34,21,152.4,303.7,31,255.8,127.3,,72,255.8,,,,,,,,,,,,,,,,,,,,,
2,00:53.0,217.4,02:01.6,4.11,29,156,26,-63,4,37,20,158.8,314.7,31,293.6,141.8,,76,293.6,,,,,,,,,,,,,,,,,,,,,
2,00:55.0,226,01:59.9,4.17,29,157,27,-64,4,38,20,152.3,290.6,40,283.7,135.1,,78,283.7,,,,,,,,,,,,,,,,,,,,,
2,00:57.2,234.9,02:01.3,4.12,29,157,28,-63,3,38,19,159.1,313.4,36,291.7,140.9,,79,291.7,,,,,,,,,,,,,,,,,,,,,
2,00:59.2,243.2,02:00.7,4.14,28,157,29,-63,2,37,19,165.4,319.2,38,303.8,140.6,,79,303.8,,,,,,,,,,,,,,,,,,,,,
2,01:01.4,252.2,02:01.9,4.1,28,158,30,-65,5,40,23,153.9,310.5,39,301.5,137.6,,77,301.5,,,,,,,,,,,,,,,,,,,,,
2,01:03.6,261.5,01:59.3,4.19,27.5,158,31,-63,3,40,20,146.7,291.8,30,276.1,127.8,,80,276.1,,,,,,,,,,,,,,,,,,,,,
2,01:05.8,270.4,02:01.3,4.12,27.5,159,32,-62,4,38,17,154.1,306.7,41,290.1,136.2,,79,290.1,,,,,,,,,,,,,,,,,,,,,
2,01:07.8,278.8,02:01.0,4.13,29,158,33,-63,4,39,16,152.1,304.4,33,291.5,136.8,,82,291.5,,,,,,,,,,,,,,,,,,,,,
2,01:10.0,287.9,02:02.2,4.09,28,159,34,-63,4,38,15,157.6,299.7,30,290.9,136.5,,82,290.9,,,,,,,,,,,,,,,,,,,,,
2,01:12.2,296.7,02:02.5,4.08,28,160,35,-62,2,37,19,163.4,323.7,38,299.2,142.4,,78,299.2,,,,,,,,,,,,,,,,,,,,,
2,01:14.2,304.8,02:02.8,4.07,29,159,36,-63,4,34,19,155.6,307.9,37,271.7,133.2,,74,271.7,,,,,,,,,,,,,,,,,,,,,
2,01:16.2,313.4,02:02.8,4.07,29,160,37,-63,5,37,18,155,309.5,44,283.8,135.1,,77,283.8,,,,,,,,,,,,,,,,,,,,,
2,01:18.4,322.1,02:00.7,4.14,29,160,38,-62,4,37,17,162,294.9,45,286,140.2,,78,286,,,,,,,,,,,,,,,,,,,,,
2,01:20.4,330.3,02:01.0,4.13,30,160,39,-62,4,32,19,157.8,319.2,31,265.8,134.2,,71,265.8,,,,,,,,,,,,,,,,,,,,,
2,01:22.2,338.1,02:01.6,4.11,30,160,40,-61,4,37,18,156,308.4,31,279.3,138.9,,76,279.3,,,,,,,,,,,,,,,,,,,,,
2,01:24.4,346.8,02:01.0,4.13,30,161,41,-62,5,37,20,165,314.8,33,292.6,145.5,,74,292.6,,,,,,,,,,,,,,,,,,,,,
2,01:26.4,355,02:01.3,4.12,30,161,42,-62,3,37,19,155.2,304.2,31,280.9,135.7,,77,280.9,,,,,,,,,,,,,,,,,,,,,
2,01:28.4,363.3,02:01.9,4.1,29,161,43,-61,4,38,20,143.9,305.6,38,272.3,129.6,,75,272.3,,,,,,,,,,,,,,,,,,,,,
2,01:30.6,372.4,02:01.0,4.13,28,161,44,-62,2,40,21,154.4,300.8,38,290.7,138.4,,79,290.7,,,,,,,,,,,,,,,,,,,,,
2,01:32.6,380.8,02:00.7,4.14,28.5,162,45,-62,4,38,18,148.4,287.6,37,268.7,129.8,,78,268.7,,,,,,,,,,,,,,,,,,,,,
2,01:34.8,389.8,02:00.4,4.15,29,162,46,-62,5,38,20,159.5,299,35,281.9,138.2,,75,281.9,,,,,,,,,,,,,,,,,,,,,
2,01:37.0,399,02:01.0,4.13,29,163,47,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,01:38.8,406.3,02:02.2,4.09,29,163,48,-63,5,39,19,155.3,295.1,30,280.5,135.5,,78,280.5,,,,,,,,,,,,,,,,,,,,,
2,01:41.0,415.3,02:00.7,4.14,29,163,49,-62,5,36,18,150.5,287.8,35,267.3,131,,75,267.3,,,,,,,,,,,,,,,,,,,,,
2,01:43.0,423.8,02:01.9,4.1,30,164,50,-62,2,33,20,155.2,306.9,34,271.5,133,,73,271.5,,,,,,,,,,,,,,,,,,,,,
2,01:45.0,431.9,02:00.4,4.15,29,164,51,-62,5,38,19,153.1,302.9,35,277.3,135.9,,76,277.3,,,,,,,,,,,,,,,,,,,,,
2,01:47.0,440.3,02:00.4,4.15,30,164,52,-62,4,37,17,153.1,297.2,33,276.8,133.7,,78,276.8,,,,,,,,,,,,,,,,,,,,,
2,01:49.0,448.7,02:01.6,4.11,29,164,53,-62,6,38,18,150.2,297.5,33,275.1,132.9,,76,275.1,,,,,,,,,,,,,,,,,,,,,
2,01:51.2,457.7,01:59.3,4.19,29,164,54,-63,5,38,17,155.8,303,34,284.3,139.4,,79,284.3,,,,,,,,,,,,,,,,,,,,,
2,01:53.2,466.2,01:58.7,4.21,29,164,55,-62,4,37,16,156.8,297.7,38,285,135.7,,79,285,,,,,,,,,,,,,,,,,,,,,
2,01:55.2,474.7,01:59.6,4.18,29,165,56,-63,5,38,17,154.2,292.1,38,281.7,138.1,,79,281.7,,,,,,,,,,,,,,,,,,,,,
2,01:57.4,483.7,01:59.3,4.19,29,165,57,-62,5,39,17,161.2,314.4,35,298.2,142,,79,298.2,,,,,,,,,,,,,,,,,,,,,
2,01:59.4,492.1,01:59.6,4.18,29,165,58,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,02:01.6,501,02:02.5,4.08,29,165,59,-61,2,38,20,160.9,317,31,291,138.6,,77,291,,,,,,,,,,,,,,,,,,,,,
2,02:03.6,509.4,02:00.7,4.14,29,165,60,-63,5,38,21,151.8,298.4,34,268.4,131.5,,75,268.4,,,,,,,,,,,,,,,,,,,,,
2,02:05.6,517.7,02:00.1,4.16,29,165,61,-61,4,35,17,146.4,287.9,31,255.2,123.2,,75,255.2,,,,,,,,,,,,,,,,,,,,,
2,02:07.8,526.7,02:00.7,4.14,29,166,62,-61,5,38,15,155.7,308.6,35,281,135.7,,79,281,,,,,,,,,,,,,,,,,,,,,
2,02:10.0,536,02:01.9,4.1,29,166,63,-63,4,40,21,158.9,306.2,36,290.2,140.2,,78,290.2,,,,,,,,,,,,,,,,,,,,,
2,02:12.0,543.9,02:01.3,4.12,28,166,64,-63,4,32,18,148.1,297.5,30,254.6,121.2,,73,254.6,,,,,,,,,,,,,,,,,,,,,
2,02:14.0,552,02:04.0,4.03,29.5,166,65,-63,5,37,19,147.4,299.4,33,264.4,125.9,,76,264.4,,,,,,,,,,,,,,,,,,,,,
2,02:16.0,560.2,02:05.6,3.98,28,166,66,-63,4,37,16,153.9,280.9,32,274.3,130.6,,80,274.3,,,,,,,,,,,,,,,,,,,,,
2,02:18.2,568.8,02:04.0,4.03,29,166,67,-62,4,36,17,140.7,284.3,30,260.5,120.6,,77,260.5,,,,,,,,,,,,,,,,,,,,,
2,02:20.4,577.8,02:03.4,4.05,28,166,68,-62,5,33,19,144.2,295.1,33,242.9,119,,71,242.9,,,,,,,,,,,,,,,,,,,,,
2,02:22.4,585.9,02:04.0,4.03,29,166,69,-62,3,37,15,152.5,296.2,36,281.3,132.1,,81,281.3,,,,,,,,,,,,,,,,,,,,,
2,02:24.6,594.7,02:04.0,4.03,28.5,166,70,-62,2,37,20,158,305.1,34,282.4,132.5,,77,282.4,,,,,,,,,,,,,,,,,,,,,
2,02:26.8,603.5,02:05.3,3.99,28,166,71,-62,4,39,21,148.5,299.9,32,270.3,125.1,,76,270.3,,,,,,,,,,,,,,,,,,,,,
2,02:28.8,611.7,02:03.1,4.06,28,166,72,-62,4,38,20,140.8,288.6,32,262.3,119.7,,76,262.3,,,,,,,,,,,,,,,,,,,,,
2,02:31.0,620.6,02:05.0,4,27,166,73,-62,4,39,18,140.1,291.6,31,260.8,120.7,,79,260.8,,,,,,,,,,,,,,,,,,,,,
2,02:33.2,629.1,02:06.2,3.96,27.5,166,74,-63,6,38,20,141.2,289,31,258.3,117.9,,75,258.3,,,,,,,,,,,,,,,,,,,,,
2,02:35.4,637.6,02:08.5,3.89,27,166,75,-64,6,38,16,150.6,297,45,284,129.6,,80,284,,,,,,,,,,,,,,,,,,,,,
2,02:37.6,646.3,02:07.5,3.92,27.5,166,76,-63,4,39,19,148.4,286.8,39,277.8,126.8,,79,277.8,,,,,,,,,,,,,,,,,,,,,
2,02:40.0,656,02:05.6,3.98,28,165,77,-63,6,37,18,146.7,295.1,38,275,127.3,,76,275,,,,,,,,,,,,,,,,,,,,,
2,02:42.0,663.8,02:05.9,3.97,28,165,78,-62,4,38,18,154.9,303.8,41,287.1,132.9,,78,287.1,,,,,,,,,,,,,,,,,,,,,
2,02:44.2,672.3,02:06.9,3.94,28,165,79,-62,4,39,22,147.2,278.4,36,263,121.7,,75,263,,,,,,,,,,,,,,,,,,,,,
2,02:46.3,680.6,02:08.5,3.89,27,165,80,-63,5,38,17,157.6,298.2,32,285.9,130.5,,79,285.9,,,,,,,,,,,,,,,,,,,,,
2,02:48.4,689.3,02:04.0,4.03,28,165,81,-63,4,37,15,158.7,306.6,29,292,135.1,,81,292,,,,,,,,,,,,,,,,,,,,,
2,02:50.6,698,02:03.1,4.06,28.5,165,82,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,02:52.6,706.2,02:03.4,4.05,29,165,83,-62,4,38,20,155.6,297.1,33,276.3,131.6,,76,276.3,,,,,,,,,,,,,,,,,,,,,
2,02:55.0,716.2,02:03.1,4.06,28,165,84,-63,4,38,17,152.8,292.7,32,277.6,128.5,,80,277.6,,,,,,,,,,,,,,,,,,,,,
2,02:57.0,724,02:03.7,4.04,28,166,85,-63,3,40,23,151.1,312.1,32,292.6,131.8,,77,292.6,,,,,,,,,,,,,,,,,,,,,
2,02:59.2,733,02:02.2,4.09,28,166,86,-65,2,39,21,157.9,301.6,39,288.7,133.6,,81,288.7,,,,,,,,,,,,,,,,,,,,,
2,03:01.2,741.4,02:03.4,4.05,27,166,87,-65,2,40,24,148.5,293.3,34,280.6,123,,79,280.6,,,,,,,,,,,,,,,,,,,,,
2,03:03.6,750.8,02:04.3,4.02,27,166,88,-63,6,37,15,157.9,306.2,36,293.7,136,,79,293.7,,,,,,,,,,,,,,,,,,,,,
2,03:05.8,759.5,02:04.0,4.03,28,166,89,-62,5,38,20,158.5,309,43,288.7,137.4,,75,288.7,,,,,,,,,,,,,,,,,,,,,
2,03:07.8,767.7,02:04.6,4.01,28,166,90,-63,5,34,21,154.4,314,32,271,127.2,,71,271,,,,,,,,,,,,,,,,,,,,,
2,03:10.0,776.5,02:05.0,4,29,166,91,-62,4,36,19,146,288,32,262.4,123.2,,75,262.4,,,,,,,,,,,,,,,,,,,,,
2,03:12.2,785.1,02:05.3,3.99,28,166,92,-61,4,37,18,144.4,276.5,32,252.6,120.2,,76,252.6,,,,,,,,,,,,,,,,,,,,,
2,03:14.2,793.3,02:04.6,4.01,29,166,93,-63,5,37,20,144.9,286.6,30,263.4,123.6,,75,263.4,,,,,,,,,,,,,,,,,,,,,
2,03:16.2,801.7,02:03.4,4.05,28,166,94,-62,6,38,20,146.2,301.6,32,268.9,126.2,,74,268.9,,,,,,,,,,,,,,,,,,,,,
2,03:18.4,810.2,02:05.3,3.99,29,166,95,-62,2,39,19,151.9,295,30,270.5,128.8,,80,270.5,,,,,,,,,,,,,,,,,,,,,
2,03:20.6,819.2,02:02.2,4.09,28,166,96,-62,4,33,19,146.9,290.8,30,246.5,117.4,,72,246.5,,,,,,,,,,,,,,,,,,,,,
2,03:22.6,827.4,02:02.5,4.08,29,166,97,-61,4,38,17,152.9,299.9,33,275.9,131.4,,78,275.9,,,,,,,,,,,,,,,,,,,,,
2,03:25.0,837.2,02:04.0,4.03,29,166,98,-63,3,39,24,144.8,295.2,32,267.5,123.8,,75,267.5,,,,,,,,,,,,,,,,,,,,,
2,03:26.8,844.5,02:03.7,4.04,28,166,99,-62,2,38,20,144.5,285.4,30,259.1,121.6,,78,259.1,,,,,,,,,,,,,,,,,,,,,
2,03:29.0,853.2,02:04.0,4.03,28,166,100,-63,4,35,18,146.3,279,26,260.8,122.4,,76,260.8,,,,,,,,,,,,,,,,,,,,,
2,03:31.1,861.3,02:06.2,3.96,29,166,101,-61,4,36,17,148.7,295.9,29,262.8,126.9,,76,262.8,,,,,,,,,,,,,,,,,,,,,
2,03:33.2,869.9,02:06.2,3.96,28,166,102,-62,5,36,17,149,288,29,269.2,126.4,,76,269.2,,,,,,,,,,,,,,,,,,,,,
2,03:35.4,878.5,02:05.6,3.98,28.5,166,103,-62,3,37,18,156.1,305.7,30,285.1,133.8,,78,285.1,,,,,,,,,,,,,,,,,,,,,
2,03:37.4,886.8,02:04.0,4.03,28,166,104,-62,4,39,20,153.2,302.7,30,278.3,130.6,,77,278.3,,,,,,,,,,,,,,,,,,,,,
2,03:39.6,895.7,02:02.5,4.08,28,166,105,-62,4,38,20,147.4,279.8,30,258,121.1,,76,258,,,,,,,,,,,,,,,,,,,,,
2,03:41.8,904.4,02:03.7,4.04,28,165,106,-63,4,39,18,154.4,299.1,35,284.6,133.6,,80,284.6,,,,,,,,,,,,,,,,,,,,,
2,03:43.8,912.7,02:01.9,4.1,28.5,165,107,-63,4,40,22,155.9,317.5,29,294.9,136.5,,77,294.9,,,,,,,,,,,,,,,,,,,,,
2,03:46.0,921.5,02:06.5,3.95,28,165,108,-64,4,37,21,162.5,311.5,39,294.7,140.3,,76,294.7,,,,,,,,,,,,,,,,,,,,,
2,03:48.2,930.3,02:03.7,4.04,29,165,109,-64,5,38,20,155,309.5,32,290.5,134.5,,77,290.5,,,,,,,,,,,,,,,,,,,,,
2,03:50.4,939.1,02:03.7,4.04,27,165,110,-64,4,38,18,157.6,306.6,42,295.3,136.7,,80,295.3,,,,,,,,,,,,,,,,,,,,,
2,03:52.4,947.4,02:01.9,4.1,28,165,111,-63,4,37,19,152.4,300.1,33,278.4,130.7,,77,278.4,,,,,,,,,,,,,,,,,,,,,
2,03:54.6,956.4,02:01.9,4.1,28.5,165,112,-63,2,36,16,155.9,301.6,41,289.8,136,,81,289.8,,,,,,,,,,,,,,,,,,,,,
2,03:56.8,965.3,02:02.5,4.08,28,165,113,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
2,03:58.8,973.5,02:03.4,4.05,29,165,114,-63,4,35,17,153.9,310.3,32,273.6,130.3,,77,273.6,,,,,,,,,,,,,,,,,,,,,
2,04:01.0,982.4,02:04.0,4.03,28,165,115,-61,4,37,19,131.5,268.7,29,243,110.9,,75,243,,,,,,,,,,,,,,,,,,,,,
2,04:03.2,990.9,02:07.5,3.92,26,166,116,-63,6,38,24,112.9,231.2,29,211.9,89.4,,71,211.9,,,,,,,,,,,,,,,,,,,,,
2,04:05.6,1000,02:16.2,3.67,26,166,116,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
