Interval,Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force,Avg Force Max,Avg Force Max Angle,Avg Work,Avg Power,,,,,,,,,,,,,,,,,,,,,,,,
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Newtons),(Degrees),(Watts),(Joules),,,,,,,,,,,,,,,,,,,,,,,,
3,00:00.6,1.4,02:42.8,3.07,27,153,1,-62,2,38,11,186.8,335.9,41,332.5,165.4,,87,332.5,,,,,,,,,,,,,,,,,,,,,
3,00:02.6,9.4,02:10.2,3.84,30,152,2,-62,2,37,17,171,319.5,41,309.2,156.1,,80,309.2,,,,,,,,,,,,,,,,,,,,,
3,00:04.6,18,02:00.4,4.15,29,152,3,-63,5,39,18,169.6,307.3,37,303.4,153.2,,79,303.4,,,,,,,,,,,,,,,,,,,,,
3,00:06.8,26.8,01:59.3,4.19,30,152,4,-63,5,40,19,159.9,304.8,31,295.6,144.9,,79,295.6,,,,,,,,,,,,,,,,,,,,,
3,00:08.8,35.2,01:59.9,4.17,29,151,5,-62,3,38,18,158.7,301.8,35,284.6,139.5,,79,284.6,,,,,,,,,,,,,,,,,,,,,
3,00:10.8,43.5,02:01.0,4.13,30,151,6,-63,6,39,21,149.2,289.8,32,273,133.8,,75,273,,,,,,,,,,,,,,,,,,,,,
3,00:12.8,51.8,02:00.7,4.14,29,152,7,-63,5,33,20,156.3,303.8,35,270.1,134.4,,71,270.1,,,,,,,,,,,,,,,,,,,,,
3,00:14.8,60,02:01.6,4.11,30,152,8,-62,5,37,17,170.9,330.9,32,303.3,150.9,,77,303.3,,,,,,,,,,,,,,,,,,,,,
3,00:17.0,69,02:01.9,4.1,29,152,9,-63,4,36,15,162.7,318.8,31,300.8,143.2,,80,300.8,,,,,,,,,,,,,,,,,,,,,
3,00:19.0,77.3,02:00.1,4.16,30,153,10,-62,2,37,19,157.4,307.2,31,286,140.2,,78,286,,,,,,,,,,,,,,,,,,,,,
3,00:21.0,85.5,02:02.8,4.07,29,153,11,-63,4,40,20,162,316.9,30,293.6,143.9,,79,293.6,,,,,,,,,,,,,,,,,,,,,
3,00:23.0,93.8,02:01.0,4.13,29,154,12,-63,5,38,20,159.8,309,35,284.6,139.5,,76,284.6,,,,,,,,,,,,,,,,,,,,,
3,00:25.4,103.8,02:02.5,4.08,29,155,13,-63,4,38,18,157.8,307.5,30,289.3,139.7,,79,289.3,,,,,,,,,,,,,,,,,,,,,
3,00:27.2,111,02:00.4,4.15,29.5,155,14,-63,6,36,16,155,310.9,34,276.1,137.3,,77,276.1,,,,,,,,,,,,,,,,,,,,,
3,00:29.2,119.4,01:59.9,4.17,29,155,15,-62,3,38,20,163.4,316.7,34,290.2,142.2,,77,290.2,,,,,,,,,,,,,,,,,,,,,
3,00:31.4,128.7,01:59.6,4.18,29.5,156,16,-62,4,33,21,161.3,332.2,37,283.3,140.9,,70,283.3,,,,,,,,,,,,,,,,,,,,,
3,00:33.2,136.1,02:00.7,4.14,30,156,17,-63,5,37,19,166.6,335.5,42,306.4,152.4,,76,306.4,,,,,,,,,,,,,,,,,,,,,
3,00:35.2,144.6,01:58.4,4.22,29,157,18,-63,3,37,19,165.6,317,35,301.7,143.6,,78,301.7,,,,,,,,,,,,,,,,,,,,,
3,00:37.4,153.8,02:01.0,4.13,28.5,157,19,-62,5,37,19,155.5,305.7,38,284.9,135.7,,75,284.9,,,,,,,,,,,,,,,,,,,,,
3,00:39.4,161.8,02:00.7,4.14,29,158,20,-62,3,32,18,155.2,316.1,39,271.3,131,,73,271.3,,,,,,,,,,,,,,,,,,,,,
3,00:41.6,170.7,02:02.8,4.07,29,158,21,-61,4,36,18,146.2,298.7,31,262.8,128.8,,75,262.8,,,,,,,,,,,,,,,,,,,,,
3,00:43.5,178.7,02:03.7,4.04,29,159,22,-62,2,38,17,157.9,297.5,38,282.8,132.7,,81,282.8,,,,,,,,,,,,,,,,,,,,,
3,00:45.6,187,02:04.6,4.01,29,159,23,-63,4,39,20,155.1,303.7,30,287.3,136.8,,78,287.3,,,,,,,,,,,,,,,,,,,,,
3,00:47.8,195.9,02:02.5,4.08,28,160,24,-63,4,38,20,156.6,308.1,29,287.9,135.2,,77,287.9,,,,,,,,,,,,,,,,,,,,,
3,00:50.0,204.8,02:03.1,4.06,28,160,25,-63,5,38,19,160,301.4,30,286.7,136.5,,77,286.7,,,,,,,,,,,,,,,,,,,,,
3,00:52.0,213.1,02:01.6,4.11,28.5,160,26,-62,4,37,17,156.7,317.7,33,285.6,138,,78,285.6,,,,,,,,,,,,,,,,,,,,,
3,00:54.0,221.3,02:02.2,4.09,30,160,27,-62,4,38,21,161.7,301.3,30,285.8,140.1,,75,285.8,,,,,,,,,,,,,,,,,,,,,
3,00:56.2,230.3,02:02.5,4.08,29,160,28,-62,2,35,16,166.3,306,35,285.4,139.9,,79,285.4,,,,,,,,,,,,,,,,,,,,,
3,00:58.4,239.5,02:01.0,4.13,29,160,29,-61,4,32,21,157.8,328.8,32,268.9,131.8,,68,268.9,,,,,,,,,,,,,,,,,,,,,
3,01:00.2,246.7,02:01.9,4.1,30,161,30,-62,4,36,16,152.8,316.4,33,277.9,136.2,,78,277.9,,,,,,,,,,,,,,,,,,,,,
3,01:02.2,255,02:01.3,4.12,29,161,31,-63,4,32,16,157.7,310.9,30,276.6,135.6,,75,276.6,,,,,,,,,,,,,,,,,,,,,
3,01:04.4,264.2,02:01.3,4.12,30,161,32,-64,5,37,18,156.6,307,30,289.4,139.8,,78,289.4,,,,,,,,,,,,,,,,,,,,,
3,01:06.4,272.4,01:59.6,4.18,29,162,33,-64,3,36,18,152.9,291,41,270.3,130.6,,79,270.3,,,,,,,,,,,,,,,,,,,,,
3,01:08.4,281,01:57.9,4.24,29,162,34,-63,5,38,18,155.3,310.7,30,279.1,134.8,,78,279.1,,,,,,,,,,,,,,,,,,,,,
3,01:10.5,290,01:57.9,4.24,29,163,35,-63,4,38,19,150.2,298.4,33,278.2,130.6,,78,278.2,,,,,,,,,,,,,,,,,,,,,
3,01:12.6,298.6,02:01.0,4.13,28,163,36,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,01:14.8,307.6,01:59.9,4.17,28,164,37,-63,2,38,18,156.8,303.8,31,284.3,133.5,,81,284.3,,,,,,,,,,,,,,,,,,,,,
3,01:16.8,316,02:01.6,4.11,28.5,164,38,-64,5,38,19,154.2,294,40,288.8,135.6,,78,288.8,,,,,,,,,,,,,,,,,,,,,
3,01:19.0,325.1,01:59.6,4.18,28,164,39,-62,2,38,20,149.2,289.4,31,273.9,130.4,,78,273.9,,,,,,,,,,,,,,,,,,,,,
3,01:21.2,334,02:01.9,4.1,28.5,165,40,-64,5,35,16,146.3,303.4,30,273.2,128.2,,78,273.2,,,,,,,,,,,,,,,,,,,,,
3,01:23.2,342.3,02:01.9,4.1,29,165,41,-64,4,37,22,146,286,28,272.1,127.7,,75,272.1,,,,,,,,,,,,,,,,,,,,,
3,01:25.4,351.3,02:02.5,4.08,28,166,42,-63,4,38,19,148.7,298.1,33,284.3,131.6,,78,284.3,,,,,,,,,,,,,,,,,,,,,
3,01:27.6,360.4,02:02.2,4.09,28,166,43,-63,5,38,18,138.3,290.8,31,263.6,123.7,,78,263.6,,,,,,,,,,,,,,,,,,,,,
3,01:29.6,368.6,02:01.0,4.13,28,166,44,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,01:31.8,377.6,02:01.6,4.11,28,166,45,-64,4,39,22,149.8,295.9,32,273.8,128.5,,77,273.8,,,,,,,,,,,,,,,,,,,,,
3,01:34.0,386.6,02:02.2,4.09,28,166,46,-63,3,29,21,143.5,295.4,36,241.7,113.4,,68,241.7,,,,,,,,,,,,,,,,,,,,,
3,01:36.0,394.9,02:01.9,4.1,29,166,47,-65,9,31,28,94.1,230.5,30,167.1,78.4,,59,167.1,,,,,,,,,,,,,,,,,,,,,
3,01:38.2,403.7,02:03.1,4.06,29,166,48,-62,4,27,29,117.8,256.6,26,181.1,90.1,,56,181.1,,,,,,,,,,,,,,,,,,,,,
3,01:40.4,413,02:02.5,4.08,29,166,49,-62,4,37,18,149.1,289.5,30,265,124.4,,77,265,,,,,,,,,,,,,,,,,,,,,
3,01:42.4,421,02:03.4,4.05,28,166,50,-63,4,32,19,152.1,301.6,33,265.3,126.3,,72,265.3,,,,,,,,,,,,,,,,,,,,,
3,01:44.4,429.1,02:02.8,4.07,29,166,51,-63,4,34,17,158.8,319.9,41,296,140.9,,76,296,,,,,,,,,,,,,,,,,,,,,
3,01:46.5,437.7,02:02.8,4.07,28,166,52,-61,4,37,19,156.3,304.9,34,273,130,,75,273,,,,,,,,,,,,,,,,,,,,,
3,01:48.6,446.1,02:04.3,4.02,28.5,166,53,-61,2,34,18,154.4,324.5,39,276.4,129.7,,75,276.4,,,,,,,,,,,,,,,,,,,,,
3,01:50.8,454.8,02:04.3,4.02,29,166,54,-62,4,38,16,165.8,329.9,37,311.6,148.4,,80,311.6,,,,,,,,,,,,,,,,,,,,,
3,01:52.8,463.1,02:02.2,4.09,28,166,55,-62,4,35,17,160.7,340.9,38,299.5,140.6,,76,299.5,,,,,,,,,,,,,,,,,,,,,
3,01:55.0,472.1,02:02.8,4.07,28,166,56,-63,4,38,19,154.4,311.6,33,288.3,133.4,,78,288.3,,,,,,,,,,,,,,,,,,,,,
3,01:57.2,481.1,02:00.7,4.14,28,166,57,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,01:59.4,490.1,02:02.5,4.08,27,166,58,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,02:01.5,499,02:01.3,4.12,27,166,59,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,02:03.8,508,02:04.3,4.02,28,166,60,-63,5,39,23,145.2,305.2,31,274.6,127.1,,74,274.6,,,,,,,,,,,,,,,,,,,,,
3,02:06.0,516.8,02:04.3,4.02,27,167,61,-64,4,40,22,150.2,288.4,29,278.7,127.2,,78,278.7,,,,,,,,,,,,,,,,,,,,,
3,02:08.2,525.5,02:05.9,3.97,27.5,167,62,-63,4,38,20,143.6,276.2,40,267.2,118.7,,77,267.2,,,,,,,,,,,,,,,,,,,,,
3,02:10.4,534.6,02:04.6,4.01,27,167,63,-63,5,38,16,148.2,276.9,40,269.4,124.7,,80,269.4,,,,,,,,,,,,,,,,,,,,,
3,02:12.6,543.2,02:05.0,4,28,167,64,-62,4,39,22,140.9,281.9,29,261.3,117.7,,75,261.3,,,,,,,,,,,,,,,,,,,,,
3,02:15.0,552.7,02:05.3,3.99,26,167,65,-63,5,41,23,134.8,283.2,27,259.8,112.4,,76,259.8,,,,,,,,,,,,,,,,,,,,,
3,02:17.2,561.6,02:04.0,4.03,26.5,167,66,-63,3,39,24,147,296.7,38,270.4,121.8,,75,270.4,,,,,,,,,,,,,,,,,,,,,
3,02:19.4,570.7,02:02.8,4.07,27,167,67,-63,3,39,16,151.3,287.5,30,280.1,127.9,,83,280.1,,,,,,,,,,,,,,,,,,,,,
3,02:21.6,579.6,02:02.5,4.08,27.5,167,68,-63,4,33,20,152.5,303.3,30,268.1,125.8,,72,268.1,,,,,,,,,,,,,,,,,,,,,
3,02:23.6,587.8,02:02.8,4.07,29,166,69,-63,6,37,16,157.4,322.3,38,294.2,138.1,,78,294.2,,,,,,,,,,,,,,,,,,,,,
3,02:25.8,596.8,02:02.8,4.07,28,166,70,-63,4,37,18,160.2,313.7,41,295.6,135,,78,295.6,,,,,,,,,,,,,,,,,,,,,
3,02:28.0,605.8,02:01.6,4.11,27,166,71,-66,7,38,17,139.8,302.8,41,284,129.7,,80,284,,,,,,,,,,,,,,,,,,,,,
3,02:30.2,614.6,02:05.6,3.98,28,166,72,-63,4,37,19,151.4,297,29,277.4,126.7,,77,277.4,,,,,,,,,,,,,,,,,,,,,
3,02:32.4,623.5,02:03.7,4.04,27,166,73,-62,4,37,18,155.5,309.2,40,285.6,128.6,,77,285.6,,,,,,,,,,,,,,,,,,,,,
3,02:34.5,632.1,02:05.6,3.98,28,166,74,-62,2,38,19,154.1,291.8,30,281.6,128.6,,79,281.6,,,,,,,,,,,,,,,,,,,,,
3,02:36.8,641,02:04.0,4.03,27,167,75,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,02:39.0,649.9,02:06.2,3.96,26,167,76,-63,5,38,21,141.8,286.3,36,267.3,117.2,,75,267.3,,,,,,,,,,,,,,,,,,,,,
3,02:41.4,659.2,02:05.3,3.99,26.5,167,77,-63,6,40,21,147.8,289.9,34,272.7,122.8,,76,272.7,,,,,,,,,,,,,,,,,,,,,
3,02:43.5,667.8,02:07.8,3.91,27,168,78,-63,2,39,18,151.3,289.5,35,284.6,124.8,,82,284.6,,,,,,,,,,,,,,,,,,,,,
3,02:45.8,676.8,02:05.3,3.99,26,168,79,-63,4,39,21,141.1,282.7,27,264.8,117.7,,77,264.8,,,,,,,,,,,,,,,,,,,,,
3,02:48.2,686.1,02:06.2,3.96,26.5,167,80,-63,3,38,15,149,288.2,35,281.4,123.4,,83,281.4,,,,,,,,,,,,,,,,,,,,,
3,02:50.4,694.9,02:06.9,3.94,27,167,81,-63,3,36,22,147.3,304.4,31,258.9,119.8,,74,258.9,,,,,,,,,,,,,,,,,,,,,
3,02:52.6,703.4,02:07.2,3.93,27.5,167,82,-62,4,37,19,149.6,303.7,32,281.8,125.2,,76,281.8,,,,,,,,,,,,,,,,,,,,,
3,02:54.8,712.2,02:06.2,3.96,27,167,83,-63,6,38,21,131.6,282.9,30,254.5,111.6,,74,254.5,,,,,,,,,,,,,,,,,,,,,
3,02:57.0,720.8,02:08.5,3.89,26,167,84,-63,3,38,20,149.4,285.2,31,271.3,120.6,,78,271.3,,,,,,,,,,,,,,,,,,,,,
3,02:59.4,730,02:10.2,3.84,27,167,85,-62,4,38,19,150.8,286,35,267.5,120.5,,77,267.5,,,,,,,,,,,,,,,,,,,,,
3,03:01.5,738.3,02:09.5,3.86,27,166,86,-62,4,37,17,149.7,290.1,28,277.4,123.3,,78,277.4,,,,,,,,,,,,,,,,,,,,,
3,03:03.8,747,02:09.8,3.85,27,166,87,-63,5,33,20,146.4,312.1,33,257.5,119.2,,71,257.5,,,,,,,,,,,,,,,,,,,,,
3,03:06.0,755.5,02:08.8,3.88,28,166,88,-62,4,37,21,140.9,279.9,39,257.3,115.9,,74,257.3,,,,,,,,,,,,,,,,,,,,,
3,03:08.2,764,02:09.8,3.85,27,166,89,-62,2,36,18,149.2,285.3,36,265.6,118,,78,265.6,,,,,,,,,,,,,,,,,,,,,
3,03:10.5,772.8,02:09.1,3.87,26,166,90,-63,4,31,19,140.9,301.1,31,249.3,110.8,,71,249.3,,,,,,,,,,,,,,,,,,,,,
3,03:12.6,781.1,02:08.5,3.89,27.5,166,91,-63,6,38,17,140.7,294.9,30,270.9,120.4,,78,270.9,,,,,,,,,,,,,,,,,,,,,
3,03:15.0,790.4,02:08.5,3.89,26,166,92,-62,3,36,20,137.1,287,35,263.9,112.7,,75,263.9,,,,,,,,,,,,,,,,,,,,,
3,03:17.2,799,02:10.5,3.83,26,165,93,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
3,03:19.4,807.7,02:07.8,3.91,28,165,94,-62,5,37,16,137,302.7,33,265.3,119.5,,78,265.3,,,,,,,,,,,,,,,,,,,,,
3,03:21.8,816.6,02:11.9,3.79,26,165,95,-62,4,38,22,145.5,297.9,35,272.6,119.5,,74,272.6,,,,,,,,,,,,,,,,,,,,,
3,03:24.0,825,02:11.2,3.81,26.5,165,96,-63,4,38,21,150.9,301.1,30,270.5,120.2,,76,270.5,,,,,,,,,,,,,,,,,,,,,
3,03:26.2,833.3,02:13.3,3.75,26,165,97,-64,3,37,21,155.3,311.7,30,286.3,123.9,,77,286.3,,,,,,,,,,,,,,,,,,,,,
3,03:28.5,842.3,02:10.5,3.83,27,164,98,-65,4,37,19,147.3,297,29,279.9,119.6,,79,279.9,,,,,,,,,,,,,,,,,,,,,
3,03:31.0,851.7,02:09.8,3.85,25,164,99,-63,4,32,19,152.6,302.7,38,261.7,116.3,,72,261.7,,,,,,,,,,,,,,,,,,,,,
3,03:33.2,860.3,02:08.8,3.88,27,164,100,-64,6,37,16,162.2,325.9,41,306.8,138.2,,79,306.8,,,,,,,,,,,,,,,,,,,,,
3,03:35.2,868.3,02:07.5,3.92,28,164,101,-64,4,38,18,171.3,329.8,35,309.5,145.3,,80,309.5,,,,,,,,,,,,,,,,,,,,,
3,03:37.4,877.1,02:05.6,3.98,27.5,164,102,-63,4,39,20,164.8,308.5,30,294.3,136.2,,78,294.3,,,,,,,,,,,,,,,,,,,,,
3,03:39.6,885.7,02:05.6,3.98,29,164,103,-63,5,38,20,162.8,325.7,36,298.1,138,,76,298.1,,,,,,,,,,,,,,,,,,,,,
3,03:41.8,894.4,02:06.2,3.96,28,163,104,-64,1,38,16,180.4,338.6,40,324.8,154.7,,85,324.8,,,,,,,,,,,,,,,,,,,,,
3,03:43.8,902.6,02:04.3,4.02,28,163,105,-64,4,37,15,171.2,328.2,39,315.1,150,,82,315.1,,,,,,,,,,,,,,,,,,,,,
3,03:46.0,911.7,02:01.6,4.11,28.5,163,106,-64,4,36,16,158.9,317.9,39,292.9,137.5,,80,292.9,,,,,,,,,,,,,,,,,,,,,
3,03:48.0,919.9,02:01.3,4.12,29,164,107,-63,3,34,19,163,326.2,37,286.3,140.3,,75,286.3,,,,,,,,,,,,,,,,,,,,,
3,03:50.0,928,02:02.5,4.08,29,164,108,-63,4,37,18,168.2,330.7,40,305.4,145.4,,78,305.4,,,,,,,,,,,,,,,,,,,,,
3,03:52.4,937.8,02:05.9,3.97,29,164,109,-64,4,37,18,172.5,328.5,36,314.5,151.9,,79,314.5,,,,,,,,,,,,,,,,,,,,,
3,03:54.2,945,02:01.6,4.11,29,164,110,-63,4,37,21,163.5,324.2,33,297.1,143.5,,75,297.1,,,,,,,,,,,,,,,,,,,,,
3,03:56.4,953.6,02:04.6,4.01,29,164,111,-63,4,37,19,163.5,317.9,33,294.3,142.1,,77,294.3,,,,,,,,,,,,,,,,,,,,,
3,03:58.4,962,02:05.0,4,29,164,112,-62,2,32,18,168.8,344.2,38,301.8,147.9,,74,301.8,,,,,,,,,,,,,,,,,,,,,
3,04:00.4,969.9,02:03.4,4.05,30,164,113,-63,4,37,17,167.2,323.8,41,307.4,148.5,,79,307.4,,,,,,,,,,,,,,,,,,,,,
3,04:02.6,978.7,02:03.1,4.06,28,165,114,-63,4,36,16,173.3,338.1,40,315.3,148,,79,315.3,,,,,,,,,,,,,,,,,,,,,
3,04:04.7,987,02:05.6,3.98,28,165,115,-63,2,38,19,163.5,322.6,37,294.9,138.4,,80,294.9,,,,,,,,,,,,,,,,,,,,,
3,04:07.0,995.9,02:08.8,3.88,27.5,165,116,-63,7,33,29,56.8,109.4,44,106.5,42.7,,60,106.5,,,,,,,,,,,,,,,,,,,,,
3,04:08.2,1000.1,02:08.8,3.88,27.5,165,116,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,00:00.2,0.6,00:00.0,0,29,156,1,-62,3,37,17,163.3,305.3,41,294,146.3,,79,294,,,,,,,,,,,,,,,,,,,,,
4,00:02.2,8.8,02:04.6,4.01,30,155,2,-62,2,22,18,143.3,300.9,32,236.4,117.6,,64,236.4,,,,,,,,,,,,,,,,,,,,,
4,00:04.2,16.7,02:05.3,3.99,29,155,3,-62,5,37,16,182.4,343,36,330,161.7,,78,330,,,,,,,,,,,,,,,,,,,,,
4,00:06.2,24.7,02:05.3,3.99,30,154,4,-63,2,39,19,170.4,325.1,33,310.8,150.1,,81,310.8,,,,,,,,,,,,,,,,,,,,,
4,00:08.2,33.1,02:02.5,4.08,29,154,5,-64,3,39,16,163.8,305.1,40,302.1,148.1,,84,302.1,,,,,,,,,,,,,,,,,,,,,
4,00:10.4,41.9,02:01.9,4.1,30,155,6,-63,2,37,17,169,315.4,40,313.2,158.2,,81,313.2,,,,,,,,,,,,,,,,,,,,,
4,00:12.4,50.1,02:01.3,4.12,30,156,7,-62,5,37,16,161.5,318.3,40,301.6,150,,78,301.6,,,,,,,,,,,,,,,,,,,,,
4,00:14.3,58.4,01:59.9,4.17,30,157,8,-63,4,38,16,165.4,318.8,34,310.3,152.1,,81,310.3,,,,,,,,,,,,,,,,,,,,,
4,00:16.4,66.8,01:59.6,4.18,29,157,9,-63,4,37,15,158.9,306.5,34,299,146.5,,81,299,,,,,,,,,,,,,,,,,,,,,
4,00:18.4,75.3,01:59.3,4.19,30,158,10,-63,3,31,15,167,330.9,33,294.3,148.6,,76,294.3,,,,,,,,,,,,,,,,,,,,,
4,00:20.3,83.3,02:01.0,4.13,30,158,11,-63,4,37,18,166.2,332.8,47,310.1,156.6,,78,310.1,,,,,,,,,,,,,,,,,,,,,
4,00:22.4,91.8,01:59.9,4.17,30,159,12,-63,4,40,19,155.2,311.2,31,293.4,139.7,,80,293.4,,,,,,,,,,,,,,,,,,,,,
4,00:24.6,100.8,02:01.9,4.1,28,159,13,-64,2,36,17,170.7,311.8,40,308.2,148.9,,81,308.2,,,,,,,,,,,,,,,,,,,,,
4,00:26.6,109.1,02:01.6,4.11,28.5,159,14,-62,5,23,17,152,330.7,32,250.1,124.4,,63,250.1,,,,,,,,,,,,,,,,,,,,,
4,00:28.6,117.2,02:03.1,4.06,30,159,15,-63,4,36,15,177,340.3,41,320.4,154.7,,80,320.4,,,,,,,,,,,,,,,,,,,,,
4,00:30.6,125.5,02:03.1,4.06,29,160,16,-63,4,36,18,168.7,334.9,43,315.3,150.1,,77,315.3,,,,,,,,,,,,,,,,,,,,,
4,00:32.8,134.5,02:01.6,4.11,29,160,17,-64,4,39,21,160.4,319,33,296.7,143.3,,78,296.7,,,,,,,,,,,,,,,,,,,,,
4,00:34.8,142.8,02:00.4,4.15,29,161,18,-63,1,37,21,161.1,315.5,30,299.4,140.5,,78,299.4,,,,,,,,,,,,,,,,,,,,,
4,00:37.0,151.9,02:00.1,4.16,27,161,19,-64,5,37,16,158.8,326.6,38,312,142.5,,80,312,,,,,,,,,,,,,,,,,,,,,
4,00:39.2,161.1,02:00.7,4.14,27.5,162,20,-63,2,28,15,162.2,343.6,43,291.5,138.8,,74,291.5,,,,,,,,,,,,,,,,,,,,,
4,00:41.4,169.8,02:01.6,4.11,28,163,21,-63,3,37,19,157.9,317.2,35,293.8,134.2,,78,293.8,,,,,,,,,,,,,,,,,,,,,
4,00:43.4,178,02:04.6,4.01,29,163,22,-63,4,37,18,158.5,312.3,40,295.4,140.6,,78,295.4,,,,,,,,,,,,,,,,,,,,,
4,00:45.6,186.9,02:03.4,4.05,28,163,23,-63,4,37,20,162,320.6,41,297.3,141.6,,76,297.3,,,,,,,,,,,,,,,,,,,,,
4,00:47.8,195.7,02:03.7,4.04,28.5,164,24,-62,4,31,16,164.6,334.6,36,285.7,138,,73,285.7,,,,,,,,,,,,,,,,,,,,,
4,00:49.8,204.1,02:00.7,4.14,29,164,25,-62,5,36,17,161.9,325.6,42,303,146.4,,76,303,,,,,,,,,,,,,,,,,,,,,
4,00:51.8,212.6,01:59.9,4.17,29,164,26,-62,4,36,17,160.6,318.1,42,297.9,141.8,,77,297.9,,,,,,,,,,,,,,,,,,,,,
4,00:54.0,221.6,01:59.0,4.2,28.5,164,27,-62,4,25,20,154.6,329.2,28,252.5,125.6,,63,252.5,,,,,,,,,,,,,,,,,,,,,
4,00:56.2,230.7,02:04.0,4.03,29,165,28,-62,4,36,15,166.1,327.7,33,306.4,143.8,,79,306.4,,,,,,,,,,,,,,,,,,,,,
4,00:58.0,238.1,02:00.1,4.16,29,165,29,-63,5,38,20,171.9,324.9,35,307.9,148.7,,76,307.9,,,,,,,,,,,,,,,,,,,,,
4,01:00.2,246.9,02:02.8,4.07,29,165,30,-62,2,38,19,171.4,321.6,35,305,143.1,,79,305,,,,,,,,,,,,,,,,,,,,,
4,01:02.3,255.7,02:01.0,4.13,28,166,31,-63,2,37,20,162.8,309,34,297.7,137.8,,78,297.7,,,,,,,,,,,,,,,,,,,,,
4,01:04.4,264.6,02:00.4,4.15,28,166,32,-62,4,33,15,158.5,322.3,31,291.2,136.7,,76,291.2,,,,,,,,,,,,,,,,,,,,,
4,01:06.6,273.5,02:01.0,4.13,29,167,33,-62,5,26,17,160.9,338.2,32,263.5,131.1,,66,263.5,,,,,,,,,,,,,,,,,,,,,
4,01:08.6,281.7,02:02.5,4.08,29,167,34,-60,4,36,17,158.1,317.7,38,284.5,131.7,,75,284.5,,,,,,,,,,,,,,,,,,,,,
4,01:10.8,290.6,02:03.4,4.05,28,167,35,-62,2,38,22,160.9,327.3,33,294.3,134.4,,76,294.3,,,,,,,,,,,,,,,,,,,,,
4,01:13.0,299.7,02:01.3,4.12,27,168,36,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,01:15.2,308.5,02:02.5,4.08,28,168,37,-62,4,37,17,166.7,323.3,37,298.4,140,,78,298.4,,,,,,,,,,,,,,,,,,,,,
4,01:17.4,317.4,02:04.6,4.01,27,168,38,-62,2,35,16,169.4,317.9,35,301.7,139.7,,79,301.7,,,,,,,,,,,,,,,,,,,,,
4,01:19.6,326.3,02:03.1,4.06,29,168,39,-62,4,39,20,146.1,305.1,30,270.9,122,,77,270.9,,,,,,,,,,,,,,,,,,,,,
4,01:21.8,335.3,02:03.1,4.06,26,168,40,-62,4,38,20,147,300.3,32,276.6,121.3,,76,276.6,,,,,,,,,,,,,,,,,,,,,
4,01:24.0,344.2,02:04.3,4.02,27,168,41,-62,4,38,17,150.8,292.5,34,282.6,127.3,,79,282.6,,,,,,,,,,,,,,,,,,,,,
4,01:26.2,353.2,02:03.7,4.04,27,168,42,-62,3,36,19,153.3,297.5,31,275,123.8,,76,275,,,,,,,,,,,,,,,,,,,,,
4,01:28.4,361.9,02:05.0,4,27,168,43,-62,5,39,19,143.5,284.7,30,272,119.3,,77,272,,,,,,,,,,,,,,,,,,,,,
4,01:30.8,371.6,02:03.4,4.05,26,169,44,-62,4,30,16,143.4,304.3,40,253.3,115.7,,72,253.3,,,,,,,,,,,,,,,,,,,,,
4,01:33.0,380.5,02:02.2,4.09,27.5,169,45,-61,4,38,21,144.4,281.3,37,263.6,118.7,,74,263.6,,,,,,,,,,,,,,,,,,,,,
4,01:35.3,389.8,02:04.3,4.02,27,168,46,-62,5,34,17,148.9,300,31,267.1,121.9,,74,267.1,,,,,,,,,,,,,,,,,,,,,
4,01:37.4,398.6,02:02.5,4.08,28,169,47,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,01:39.6,407.4,02:01.3,4.12,27.5,169,48,-63,5,38,19,146.1,293.1,36,276.1,124.3,,77,276.1,,,,,,,,,,,,,,,,,,,,,
4,01:41.8,416.5,02:01.6,4.11,27,169,49,-62,5,29,18,141.8,306.7,41,253.7,115.8,,68,253.7,,,,,,,,,,,,,,,,,,,,,
4,01:43.8,424.8,02:03.1,4.06,28,169,50,-61,3,32,19,146.1,274.8,35,237.5,114.7,,71,237.5,,,,,,,,,,,,,,,,,,,,,
