Stroke (#),Second (#),Distance (m),Work (J),Actual power (W),Average power (W),Actual split (s),Average split (s),Stroke rate (SPM),Heart rate (bpm)
499,1632,4707,233.1,84,90.3,160,157,20.8,103
500,1635,4716,231.9,85,90.3,160,157,21.8,104
501,1637,4723,242.3,87,90.3,159,157,22.4,105
502,1640,4733,264.4,89,90.3,157,157,22.1,106
503,1643,4742,268.0,94,90.3,154,157,21.2,107
504,1646,4751,255.3,93,90.3,155,157,20.9,110
505,1649,4760,226.0,85,90.3,160,157,20.0,111
506,1652,4770,253.7,78,90.3,164,157,20.6,111
507,1655,4779,236.2,86,90.3,159,157,20.3,112
508,1658,4789,277.1,83,90.3,161,157,20.9,112
509,1661,4798,265.2,93,90.3,155,157,20.1,112
510,1663,4805,273.0,91,90.3,156,157,20.4,111
511,1666,4815,288.3,93,90.3,155,157,20.4,111
512,1669,4825,267.0,98,90.3,152,157,20.3,111
513,1672,4834,258.1,90,90.3,157,157,20.2,112
514,1675,4844,277.0,88,90.3,158,157,20.5,113
515,1678,4853,294.9,94,90.3,154,157,20.2,113
516,1681,4863,269.2,97,90.3,153,157,19.7,113
517,1684,4873,279.7,93,90.3,155,157,20.6,113
518,1687,4882,276.8,93,90.3,155,157,20.0,114
519,1690,4892,289.1,93,90.3,155,157,20.2,114
520,1693,4902,258.8,96,90.3,153,157,20.0,114
521,1696,4911,255.9,87,90.3,159,157,20.0,115
522,1699,4921,281.9,87,90.3,159,157,20.4,115
523,1702,4930,295.6,97,90.3,153,157,20.6,116
524,1705,4940,280.0,99,90.4,152,157,20.0,116
525,1708,4949,264.0,91,90.3,156,157,19.4,116
526,1711,4959,277.1,87,90.3,159,157,19.7,116
527,1714,4969,284.4,91,90.4,156,157,19.6,117
528,1717,4979,276.6,95,90.4,154,157,20.0,117
529,1720,4988,277.6,93,90.4,155,157,20.1,118
530,1723,4998,267.3,92,90.4,156,157,19.8,118
531,1726,5007,282.4,91,90.4,156,157,20.3,119
532,1729,5017,290.1,98,90.4,152,157,20.7,120
533,1732,5027,271.9,96,90.4,153,157,19.9,120
534,1735,5036,255.5,91,90.4,156,157,20.0,121
535,1738,5045,267.7,88,90.4,158,157,20.6,121
536,1741,5055,284.1,88,90.4,158,157,19.7,122
537,1744,5065,263.8,97,90.4,153,157,20.4,122
538,1747,5074,285.7,91,90.4,156,157,20.6,123
539,1750,5084,266.1,94,90.4,154,157,19.7,123
540,1753,5094,271.1,89,90.4,157,157,20.0,123
541,1756,5103,294.1,91,90.4,156,157,20.0,123
542,1759,5113,287.4,104,90.4,149,157,21.2,123
543,1762,5123,264.2,95,90.4,154,157,19.8,121
544,1765,5132,278.9,89,90.4,157,157,20.2,122
545,1768,5141,256.4,93,90.4,155,157,20.0,122
546,1771,5151,257.4,85,90.4,160,157,19.8,122
547,1774,5160,276.5,86,90.4,159,157,19.9,122
548,1777,5170,278.5,91,90.4,156,157,19.7,122
549,1780,5180,277.5,93,90.4,155,157,20.1,122
550,1782,5187,279.6,95,90.4,154,157,20.5,122
551,1785,5197,285.4,98,90.4,152,157,20.9,122
552,1788,5207,273.9,99,90.5,152,157,20.9,122
553,1791,5216,260.2,92,90.5,156,157,20.0,122
554,1794,5225,257.5,91,90.4,156,157,20.9,123
555,1797,5235,267.3,88,90.5,158,157,20.6,123
556,1800,5244,257.4,92,90.5,156,157,20.5,123
557,1803,5254,300.5,90,90.5,157,157,20.9,123
558,1806,5264,267.6,102,90.5,150,157,20.3,123
559,1809,5274,289.1,93,90.5,155,157,20.8,123
560,1812,5283,283.1,98,90.5,152,157,20.2,122
561,1815,5293,273.0,93,90.5,155,157,19.8,123
562,1818,5303,280.9,90,90.5,157,157,19.8,123
563,1821,5312,271.0,94,90.5,154,157,20.0,123
564,1824,5322,269.0,89,90.5,157,157,19.8,123
565,1827,5331,270.7,88,90.5,158,157,19.6,124
566,1830,5341,278.9,92,90.5,156,157,20.3,124
567,1833,5350,271.9,92,90.5,156,157,19.8,124
568,1836,5360,277.6,91,90.5,156,157,20.0,124
569,1839,5369,273.2,90,90.5,157,157,19.5,125
570,1842,5379,271.7,90,90.5,157,157,19.8,125
571,1845,5389,277.7,90,90.5,157,157,19.8,125
572,1848,5398,271.6,92,90.5,156,157,19.8,125
573,1851,5408,278.0,89,90.5,157,157,19.7,125
574,1854,5418,292.5,94,90.5,154,157,20.2,125
575,1857,5427,292.2,98,90.5,152,157,20.2,124
576,1860,5437,272.6,99,90.5,152,157,20.2,124
577,1863,5447,275.1,90,90.5,157,157,19.8,124
578,1866,5456,294.7,94,90.5,154,157,20.5,125
579,1869,5466,292.3,97,90.6,153,157,19.7,125
580,1872,5476,305.9,99,90.6,152,157,20.2,126
581,1875,5486,291.6,101,90.6,151,157,19.8,126
582,1878,5496,298.7,100,90.6,151,157,20.4,126
583,1881,5506,287.4,99,90.6,152,157,19.9,126
584,1884,5515,287.2,95,90.6,154,157,19.8,128
585,1887,5525,285.8,96,90.6,153,157,20.1,128
586,1890,5535,281.7,96,90.6,153,157,20.2,127
587,1893,5544,268.1,94,90.6,154,157,20.0,128
588,1896,5554,287.5,91,90.6,156,157,20.4,128
589,1899,5563,259.5,94,90.6,154,157,19.6,128
590,1902,5573,281.3,88,90.7,158,157,20.3,128
591,1905,5583,285.0,94,90.7,154,157,20.1,128
592,1908,5592,268.7,94,90.7,154,157,19.7,128
593,1911,5602,265.8,89,90.6,157,157,19.9,128
594,1914,5611,278.6,88,90.7,158,157,19.8,128
595,1917,5621,275.6,94,90.7,154,157,20.3,128
596,1920,5630,268.4,92,90.7,156,157,19.9,128
597,1923,5640,277.9,90,90.7,157,157,20.0,128
598,1926,5649,267.0,92,90.7,156,157,19.9,127
599,1929,5659,271.2,89,90.7,157,157,20.0,128
600,1932,5669,286.6,93,90.7,155,157,20.5,128
601,1935,5679,276.6,96,90.7,153,157,20.0,128
602,1938,5688,255.5,93,90.7,155,157,20.2,128
603,1940,5695,277.1,88,90.7,158,157,20.5,128
604,1943,5705,280.5,95,90.7,154,157,20.5,128
605,1946,5715,267.8,95,90.7,154,157,20.2,128
606,1949,5724,268.9,90,90.7,157,157,20.0,127
607,1952,5734,279.7,90,90.7,157,157,20.0,126
608,1955,5743,264.6,93,90.7,155,157,19.9,127
609,1958,5753,287.1,91,90.7,156,157,20.5,128
610,1961,5763,281.6,94,90.7,154,157,19.7,128
611,1964,5772,289.3,94,90.7,154,157,20.0,129
612,1967,5782,281.9,96,90.7,153,157,20.0,128
613,1970,5791,257.7,95,90.7,154,157,20.1,129
614,1973,5801,265.5,88,90.7,158,157,20.5,129
615,1976,5811,280.0,91,90.7,156,157,20.6,129
616,1979,5820,275.2,95,90.7,154,157,20.4,130
617,1982,5830,261.3,94,90.7,154,157,20.5,130
618,1985,5839,246.3,89,90.7,157,157,20.4,130
619,1988,5848,254.6,84,90.7,160,157,20.5,130
620,1991,5858,262.3,85,90.7,160,157,20.0,130
621,1994,5867,276.3,92,90.7,156,157,20.9,130
622,1997,5877,264.6,97,90.7,153,157,20.9,128
623,1999,5884,256.2,89,90.7,157,157,20.2,128
624,2002,5894,280.8,89,90.7,157,157,20.7,128
625,2005,5903,249.5,96,90.7,153,157,20.5,128
626,2008,5913,266.7,88,90.7,158,157,21.1,127
627,2011,5922,271.5,91,90.7,156,157,20.4,127
628,2014,5931,253.3,92,90.7,156,157,20.2,129
629,2017,5941,281.4,88,90.7,158,157,20.7,129
630,2020,5951,285.1,94,90.7,154,157,20.0,130
631,2023,5960,270.1,98,90.7,152,157,20.5,129
632,2026,5970,259.1,93,90.7,155,157,20.6,130
633,2029,5979,256.1,89,90.7,157,157,20.5,130
634,2031,5986,262.0,88,90.7,158,157,20.6,129
635,2034,5996,268.6,92,90.7,156,157,21.1,129
636,2037,6005,257.2,93,90.7,155,157,20.6,129
637,2040,6015,270.9,91,90.7,156,157,21.2,128
638,2043,6025,270.1,94,90.7,154,157,20.7,129
639,2046,6034,285.2,94,90.7,154,157,20.8,129
640,2049,6044,266.8,96,90.7,153,157,20.2,129
641,2052,6053,274.7,92,90.7,156,157,20.6,130
642,2055,6063,291.7,94,90.8,154,157,20.6,130
643,2058,6073,291.1,98,90.8,152,157,20.0,129
644,2061,6083,295.5,98,90.8,152,157,20.2,130
645,2064,6093,293.2,98,90.8,152,157,19.8,130
646,2065,6100,276.5,99,90.8,152,157,20.3,129
647,2069,6109,273.4,97,90.8,153,157,20.9,129
648,2072,6119,299.2,94,90.8,154,157,20.5,129
649,2075,6129,268.0,101,90.8,151,157,20.2,130
650,2078,6138,274.0,93,90.8,155,157,20.7,130
651,2081,6148,271.6,95,90.8,154,157,20.8,131
652,2084,6158,265.5,91,90.8,156,157,20.0,131
653,2087,6168,303.1,90,90.8,157,157,20.2,131
654,2090,6177,275.9,99,90.9,152,157,19.6,130
655,2093,6186,263.0,95,90.9,154,157,20.7,131
656,2096,6196,260.3,89,90.8,157,157,20.2,131
657,2099,6206,290.1,90,90.9,157,157,20.7,131
658,2102,6215,271.0,99,90.9,152,157,20.5,132
659,2105,6225,265.8,92,90.9,156,157,20.4,132
660,2108,6234,265.0,90,90.9,157,157,20.4,132
661,2111,6244,269.9,89,90.9,157,157,20.1,132
662,2114,6253,260.5,92,90.9,156,157,20.4,132
663,2116,6261,264.5,87,90.9,159,157,20.0,133
664,2119,6270,260.9,90,90.9,157,157,20.3,132
665,2122,6280,269.0,90,90.9,157,157,20.6,132
666,2125,6289,267.3,91,90.9,156,157,20.2,132
667,2127,6299,287.0,93,90.9,155,157,20.8,132
668,2131,6308,264.9,95,90.9,154,157,19.8,132
669,2134,6318,271.8,89,90.9,157,157,20.1,132
670,2137,6328,283.7,94,90.9,154,157,20.6,132
671,2140,6337,268.1,97,90.9,153,157,20.4,132
672,2143,6347,270.1,90,90.9,157,157,20.2,133
673,2146,6356,261.3,92,90.9,156,157,20.4,132
674,2149,6365,270.5,90,90.9,157,157,20.7,132
675,2152,6375,282.0,93,90.9,155,157,20.6,131
676,2155,6385,282.8,95,90.9,154,157,20.2,131
677,2158,6395,280.0,93,90.9,155,157,19.8,131
678,2161,6404,280.6,95,90.9,154,157,20.2,132
679,2164,6414,277.2,93,90.9,155,157,19.8,132
680,2167,6424,290.0,95,90.9,154,157,20.5,132
681,2170,6434,284.7,98,90.9,152,157,20.3,132
682,2173,6443,279.9,97,90.9,153,157,20.3,132
683,2176,6453,270.2,95,90.9,154,157,20.2,132
684,2178,6460,268.3,91,90.9,156,157,20.2,133
685,2181,6470,283.7,92,90.9,156,157,20.6,132
686,2184,6479,291.8,99,90.9,152,157,20.9,133
687,2187,6489,279.5,97,90.9,153,157,19.9,133
688,2190,6499,275.9,97,91.0,153,157,20.8,133
689,2193,6508,272.1,90,90.9,157,156,19.6,133
690,2196,6518,260.5,91,90.9,156,157,20.0,133
691,2199,6527,290.9,94,90.9,154,157,21.5,132
692,2202,6537,251.4,98,91.0,152,156,20.1,132
693,2205,6546,277.0,87,91.0,159,156,20.6,133
694,2208,6556,292.9,97,91.0,153,156,20.9,134
695,2211,6566,260.8,101,91.0,151,156,20.7,135
696,2213,6573,273.6,90,91.0,157,156,20.6,134
697,2216,6583,282.4,96,91.0,153,156,21.0,133
698,2219,6592,276.3,98,91.0,152,156,20.8,133
699,2222,6602,250.1,93,91.0,155,156,20.2,133
700,2225,6611,271.1,86,91.0,159,156,20.6,133
701,2228,6621,300.1,94,91.0,154,156,20.8,133
702,2231,6631,276.3,103,91.0,150,156,20.6,132
703,2234,6640,270.5,94,91.0,154,156,20.4,133
704,2237,6650,278.8,92,91.0,156,156,20.4,133
705,2240,6659,271.9,97,91.0,153,156,20.8,132
706,2242,6667,258.4,92,91.0,156,156,20.4,132
707,2245,6676,288.8,92,91.0,156,156,21.3,132
708,2248,6686,261.6,98,91.0,152,156,20.3,132
709,2251,6695,257.4,89,91.0,157,156,20.4,132
710,2254,6705,302.1,89,91.0,157,156,20.7,132
711,2257,6715,298.6,102,91.1,150,156,20.3,132
712,2260,6725,272.6,101,91.1,151,156,20.2,132
713,2263,6734,264.5,92,91.1,156,156,20.2,133
714,2266,6744,273.8,90,91.1,157,156,20.3,133
715,2269,6753,254.5,92,91.1,156,156,20.2,134
716,2272,6762,256.3,87,91.1,159,156,20.5,134
717,2275,6772,269.6,89,91.1,157,156,20.7,134
718,2278,6782,283.9,93,91.1,155,156,20.7,132
719,2281,6792,276.9,99,91.1,152,156,20.9,133
720,2282,6799,270.0,94,91.1,154,156,20.4,133
721,2286,6808,279.4,92,91.1,156,156,20.3,132
722,2289,6818,277.8,94,91.1,154,156,20.2,132
723,2292,6827,266.2,95,91.1,154,156,20.5,132
724,2295,6837,269.6,92,91.1,156,156,20.7,132
725,2298,6847,285.2,94,91.1,154,156,20.9,132
726,2301,6856,278.9,97,91.1,153,156,20.4,133
727,2304,6866,285.7,96,91.1,153,156,20.6,133
728,2307,6875,248.9,96,91.1,153,156,20.1,133
729,2310,6885,270.0,86,91.1,159,156,20.7,133
730,2313,6895,273.7,89,91.1,157,156,19.8,133
731,2316,6904,289.5,94,91.1,154,156,20.6,133
732,2319,6914,263.7,100,91.1,151,156,20.6,133
733,2322,6923,273.3,88,91.1,158,156,20.1,133
734,2324,6931,253.5,93,91.1,155,156,20.3,133
735,2327,6940,279.2,88,91.1,158,156,20.9,133
736,2330,6950,300.1,100,91.1,151,156,21.4,133
737,2333,6960,289.0,105,91.1,149,156,21.0,132
738,2336,6969,262.0,97,91.1,153,156,20.2,132
739,2339,6979,268.4,93,91.2,155,156,21.2,132
