index,index,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min), HRCur (bpm), Stroke500mPace (sec/500m), Power (watts), StrokeDistance (meters), DriveTime (ms), StrokeRecoveryTime (ms), AverageDriveForce (lbs), PeakDriveForce (lbs), lapIdx, ElapsedTime (sec), latitude, longitude,GPS Speed,catch,slip,finish,wash,driveenergy,peakforceangle, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
40,1605,1617102885.621,322.23,18.5,132.0,150.15,3.6,4.1,510.0,100.0,1.1465260261407932,4.7209895194032665,622,100.62199997901917,52.2279852,6.8452783,3.33,13.0,11.0,33.0,17.0,11.675675675675675,15.0,0.0,0.0,3.33000333000333,5.1,21.0,1.0,4.0,32,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,322.23,3.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
41,217,1617102887.671,328.95,18.5,132.0,149.253,83.7,6.7,1230.0,1900.0,35.92448215241153,69.78072127727495,622,102.67199993133544,52.2280314,6.8453416,3.35,-59.0,9.0,40.0,23.0,271.4594594594595,-24.0,0.0,0.0,3.350016415080434,159.8,310.4,1.0,4.0,32,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,328.95,83.7,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
42,218,1617102890.683,339.02,19.5,131.0,150.602,88.4,10.1,1280.0,1880.0,36.306657494458456,78.25602150972749,622,105.6840000152588,52.2280956,6.8454457,3.32,-61.0,10.0,40.0,27.0,272.0,-33.0,0.0,0.0,3.3200090304245626,161.5,348.1,1.0,4.0,33,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,339.02,88.4,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
43,219,1617102893.871,349.73,19.0,131.0,151.057,87.5,10.7,1250.0,1880.0,36.374100201878505,77.06453367864,622,108.87199997901917,52.2281578,6.8455657,3.31,-59.0,8.0,40.0,22.0,276.3157894736842,-32.0,0.0,0.0,3.3100088046234206,161.8,342.80000000000007,1.0,4.0,34,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,349.73,87.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
44,220,1617102897.074,360.41,19.0,131.0,150.602,82.1,10.7,1250.0,1900.0,34.5756280040106,72.56835318397022,622,112.07499980926514,52.2282125,6.8456944,3.32,-58.0,8.0,42.0,29.0,259.2631578947368,-31.0,0.0,0.0,3.3200090304245626,153.80000000000004,322.8,1.0,4.0,35,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,360.41,82.1,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
45,221,1617102900.269,370.96,19.0,131.0,151.975,76.5,10.5,1480.0,1920.0,28.3708989213663,63.12637414516369,622,115.26999998092651,52.2282585,6.8458298,3.29,-58.0,8.0,49.0,26.0,241.57894736842104,-17.0,0.0,0.0,3.290014805066623,126.2,280.8,1.0,4.0,36,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,370.96,76.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
46,1564,1617102905.0,383.78,19.0,131.0,151.975,3.6,12.8,510.0,100.0,1.1465260261407932,4.7209895194032665,622,120.00099992752077,52.2283043,6.8460023,3.29,13.0,11.0,33.0,17.0,11.368421052631579,15.0,0.0,0.0,3.290014805066623,5.1,21.0,1.0,4.0,38,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,383.78,3.6,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
47,222,1617102907.101,386.91,9.0,132.0,172.413,76.5,3.1,1480.0,1920.0,28.3708989213663,63.12637414516369,622,122.10199999809264,52.2283098,6.8460479,2.9,-58.0,8.0,49.0,26.0,510.0,-17.0,0.0,0.0,2.900013340061364,126.2,280.8,1.0,4.0,38,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,386.91,76.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
48,223,1617102908.871,390.5,29.5,132.0,236.966,76.5,3.6,1480.0,1920.0,28.3708989213663,63.12637414516369,622,123.87199997901917,52.2283089,6.8461007,2.11,-58.0,8.0,49.0,26.0,155.59322033898306,-17.0,0.0,0.0,2.110007342825553,126.2,280.8,1.0,4.0,39,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,390.5,76.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
49,224,1617102910.687,394.0,37.0,131.0,277.777,76.5,3.5,1480.0,1920.0,28.3708989213663,63.12637414516369,622,125.68799996376038,52.2283045,6.8461515,1.8,-58.0,8.0,49.0,26.0,124.05405405405405,-17.0,0.0,0.0,1.800005040014112,126.2,280.8,1.0,4.0,40,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,394.0,76.5,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
