index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
0,0,0.0,0.0,0.0,0.0,98.0,3.338683,0.0,153.0634,131.74445,0.0,0.0,0.0,863.0,0.0,0.0,3.795226288469837,0.0,0.0,1.0,4.0,0,inf,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3.338683,0.0,153.0634,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1,1,0.0,43.0,0.0,0.0,98.0,9.699512,0.0,257.8919,110.71595,0.0,0.0,0.0,2267.0,1404.0,0.0,4.516061145661488,0.0,0.0,1.0,4.0,1006,359.8491627906977,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9.699512,0.0,0.0,0.0,0.0,257.8919,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2,2,0.0,35.0,0.0,0.0,101.0,17.68869,0.0,287.3182,106.79925,0.0,0.0,0.0,3967.0,3104.0,0.0,4.681680817046936,0.0,0.0,1.0,4.0,1997,492.54548571428575,101.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,17.68869,0.0,0.0,0.0,0.0,0.0,287.3182,124.30000000000001,169.5,203.4,237.3,271.2
3,3,0.0,31.0,0.0,0.0,105.0,26.69126,0.0,305.0308,104.6907,0.0,0.0,0.0,5859.0,4996.0,0.0,4.775973415021582,0.0,0.0,1.0,4.0,2975,590.382193548387,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,26.69126,0.0,0.0,0.0,0.0,0.0,305.0308,124.30000000000001,169.5,203.4,237.3,271.2
4,4,0.0,27.0,0.0,0.0,110.0,36.86143,0.0,277.4944,108.045,0.0,0.0,0.0,8059.0,7196.0,0.0,4.627701420704336,0.0,0.0,1.0,4.0,3965,616.6542222222223,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,36.86143,0.0,0.0,0.0,0.0,0.0,277.4944,124.30000000000001,169.5,203.4,237.3,271.2
5,5,0.0,25.0,0.0,0.0,116.0,47.896370000000005,0.0,239.7697,113.43785,0.0,0.0,0.0,10554.0,9691.0,0.0,4.407699899107749,0.0,0.0,1.0,4.0,5004,575.44728,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,47.896370000000005,0.0,0.0,0.0,0.0,239.7697,0.0,124.30000000000001,169.5,203.4,237.3,271.2
6,6,0.0,25.0,0.0,0.0,121.0,58.43509,0.0,234.7164,114.24615,0.0,0.0,0.0,12961.0,12098.0,0.0,4.376515094819387,0.0,0.0,1.0,4.0,6007,563.31936,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,58.43509,0.0,0.0,0.0,234.7164,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
7,7,0.0,26.0,0.0,0.0,125.0,68.52561,0.0,240.9479,113.25260000000002,0.0,0.0,0.0,15254.0,14391.0,0.0,4.414909679777771,0.0,0.0,1.0,4.0,7001,556.0336153846154,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,68.52561,0.0,0.0,0.0,0.0,240.9479,0.0,124.30000000000001,169.5,203.4,237.3,271.2
8,8,0.0,25.0,0.0,0.0,129.0,78.98391,0.0,232.0831,114.6766,0.0,0.0,0.0,17653.0,16790.0,0.0,4.360087411032417,0.0,0.0,1.0,4.0,8001,556.99944,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,78.98391,0.0,0.0,0.0,232.0831,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
9,9,0.0,25.0,0.0,0.0,132.0,89.50284,0.0,233.8488,114.38725,0.0,0.0,0.0,20057.0,19194.0,0.0,4.371116536152412,0.0,0.0,1.0,4.0,9002,561.23712,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,89.50284,0.0,0.0,0.0,233.8488,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
10,10,0.0,26.0,0.0,0.0,135.0,99.66217,0.0,242.104,113.07205,0.0,0.0,0.0,22356.0,21493.0,0.0,4.421959272870705,0.0,0.0,1.0,4.0,9999,558.7015384615386,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,99.66217,0.0,0.0,0.0,0.0,242.104,0.0,124.30000000000001,169.5,203.4,237.3,271.2
11,11,0.0,25.0,0.0,0.0,137.0,110.5397,0.0,226.8992,115.54335,0.0,0.0,0.0,24862.0,23999.0,0.0,4.327380156452102,0.0,0.0,1.0,4.0,11043,544.55808,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,110.5397,0.0,0.0,0.0,226.8992,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
12,12,0.0,25.0,0.0,0.0,138.0,120.3993,0.0,225.2755,115.8203,0.0,0.0,0.0,27154.0,26291.0,0.0,4.317032506391366,0.0,0.0,1.0,4.0,11998,540.6612,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,120.3993,0.0,0.0,0.0,225.2755,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
13,13,0.0,25.0,0.0,0.0,140.0,131.0606,0.0,240.0092,113.4001,0.0,0.0,0.0,29568.0,28705.0,0.0,4.4091671876832566,0.0,0.0,1.0,4.0,13004,576.02208,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,131.0606,0.0,0.0,0.0,0.0,240.0092,0.0,124.30000000000001,169.5,203.4,237.3,271.2
14,14,0.0,26.0,0.0,0.0,142.0,141.1446,0.0,240.1752,113.37395,0.0,0.0,0.0,31860.0,30997.0,0.0,4.410184173701278,0.0,0.0,1.0,4.0,13997,554.2504615384615,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,141.1446,0.0,0.0,0.0,0.0,240.1752,0.0,124.30000000000001,169.5,203.4,237.3,271.2
15,15,0.0,25.0,0.0,0.0,143.0,151.5932,0.0,233.3883,114.46245,0.0,0.0,0.0,34250.0,33387.0,0.0,4.368244782459225,0.0,0.0,1.0,4.0,14993,560.1319199999999,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,151.5932,0.0,0.0,0.0,233.3883,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
16,16,0.0,25.0,0.0,0.0,144.0,162.1834,0.0,236.2484,113.99865,0.0,0.0,0.0,36661.0,35798.0,0.0,4.386016851953949,0.0,0.0,1.0,4.0,15997,566.99616,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,162.1834,0.0,0.0,0.0,236.2484,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
17,17,0.0,26.0,0.0,0.0,144.0,172.4064,0.0,247.2907,112.27594999999998,0.0,0.0,0.0,38958.0,38095.0,0.0,4.453313465617526,0.0,0.0,1.0,4.0,16993,570.6708461538461,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,172.4064,0.0,0.0,0.0,0.0,247.2907,0.0,124.30000000000001,169.5,203.4,237.3,271.2
18,18,0.0,25.0,0.0,0.0,145.0,182.9909,0.0,239.4332,113.49095,0.0,0.0,0.0,41361.0,40498.0,0.0,4.405637630137028,0.0,0.0,1.0,4.0,17994,574.63968,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,182.9909,0.0,0.0,0.0,0.0,239.4332,0.0,124.30000000000001,169.5,203.4,237.3,271.2
19,19,0.0,25.0,0.0,0.0,145.0,193.4878,0.0,234.1284,114.3417,0.0,0.0,0.0,43760.0,42897.0,0.0,4.372857846262562,0.0,0.0,1.0,4.0,18993,561.90816,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,193.4878,0.0,0.0,0.0,234.1284,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
20,20,0.0,24.0,0.0,0.0,146.0,204.4913,0.0,237.5737,113.78625,0.0,0.0,0.0,46260.0,45397.0,0.0,4.394204044864823,0.0,0.0,1.0,4.0,19993,593.93425,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,204.4913,0.0,0.0,0.0,0.0,237.5737,0.0,124.30000000000001,169.5,203.4,237.3,271.2
21,21,0.0,25.0,0.0,0.0,147.0,215.0598,0.0,242.2063,113.05615,0.0,0.0,0.0,48649.0,47786.0,0.0,4.422581168737835,0.0,0.0,1.0,4.0,20989,581.29512,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,215.0598,0.0,0.0,0.0,0.0,242.2063,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,22,0.0,25.0,0.0,0.0,147.0,225.2639,0.0,244.0015,112.7782,0.0,0.0,0.0,50959.0,50096.0,0.0,4.433480938692052,0.0,0.0,1.0,4.0,21951,585.6036,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,225.2639,0.0,0.0,0.0,0.0,244.0015,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,23,0.0,25.0,0.0,0.0,149.0,235.8491,0.0,239.1045,113.54295,0.0,0.0,0.0,53360.0,52497.0,0.0,4.403619951745132,0.0,0.0,1.0,4.0,22952,573.8508,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,235.8491,0.0,0.0,0.0,0.0,239.1045,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,24,0.0,25.0,0.0,0.0,149.0,246.3523,0.0,236.3494,113.98239999999998,0.0,0.0,0.0,55758.0,54895.0,0.0,4.386642148261487,0.0,0.0,1.0,4.0,23951,567.23856,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,246.3523,0.0,0.0,0.0,236.3494,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,25,0.0,25.0,0.0,0.0,150.0,256.856,0.0,236.3181,113.98745,0.0,0.0,0.0,58152.0,57289.0,0.0,4.38644780631552,0.0,0.0,1.0,4.0,24948,567.1634399999999,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,256.856,0.0,0.0,0.0,236.3181,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,26,0.0,26.0,0.0,0.0,151.0,267.4998,0.0,240.853,113.2675,0.0,0.0,0.0,60556.0,59693.0,0.0,4.414328911647207,0.0,0.0,1.0,4.0,25990,555.8146153846154,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,267.4998,0.0,0.0,0.0,0.0,240.853,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,27,0.0,24.0,0.0,0.0,152.0,278.0616,0.0,242.1023,113.07235,0.0,0.0,0.0,62952.0,62089.0,0.0,4.421947540667546,0.0,0.0,1.0,4.0,26948,605.25575,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,278.0616,0.0,0.0,0.0,0.0,242.1023,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,28,0.0,25.0,0.0,0.0,153.0,288.6274,0.0,238.4276,113.6503,0.0,0.0,0.0,65353.0,64490.0,0.0,4.399460450170391,0.0,0.0,1.0,4.0,27949,572.2262400000001,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,288.6274,0.0,0.0,0.0,0.0,238.4276,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,29,0.0,25.0,0.0,0.0,154.0,299.7622,0.0,245.0352,112.6194,0.0,0.0,0.0,67851.0,66988.0,0.0,4.439732408448278,0.0,0.0,1.0,4.0,28990,588.08448,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,299.7622,0.0,0.0,0.0,0.0,245.0352,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,30,0.0,24.0,0.0,0.0,154.0,310.3318,0.0,240.7596,113.28215,0.0,0.0,0.0,70253.0,69390.0,0.0,4.413758036901665,0.0,0.0,1.0,4.0,29951,601.899,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,310.3318,0.0,0.0,0.0,0.0,240.7596,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,31,0.0,25.0,0.0,0.0,155.0,320.8982,0.0,238.0853,113.7047,0.0,0.0,0.0,72658.0,71795.0,0.0,4.397355606232636,0.0,0.0,1.0,4.0,30953,571.40472,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,320.8982,0.0,0.0,0.0,0.0,238.0853,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,32,0.0,24.0,0.0,0.0,155.0,331.9741,0.0,244.4074,112.71575,0.0,0.0,0.0,75155.0,74292.0,0.0,4.435937302462167,0.0,0.0,1.0,4.0,31951,611.0185,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,331.9741,0.0,0.0,0.0,0.0,244.4074,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,33,0.0,25.0,0.0,0.0,156.0,342.6162,0.0,243.1974,112.90235,0.0,0.0,0.0,77552.0,76689.0,0.0,4.428605781899137,0.0,0.0,1.0,4.0,32950,583.67376,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,342.6162,0.0,0.0,0.0,0.0,243.1974,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,34,0.0,25.0,0.0,0.0,156.0,353.25300000000004,0.0,244.1551,112.75455,0.0,0.0,0.0,79951.0,79088.0,0.0,4.434410850825976,0.0,0.0,1.0,4.0,33950,585.97224,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,353.25300000000004,0.0,0.0,0.0,0.0,244.1551,0.0,124.30000000000001,169.5,203.4,237.3,271.2
35,35,0.0,24.0,0.0,0.0,157.0,363.8222,0.0,239.377,113.49985,0.0,0.0,0.0,82358.0,81495.0,0.0,4.40529216558436,0.0,0.0,1.0,4.0,34913,598.4425,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,363.8222,0.0,0.0,0.0,0.0,239.377,0.0,124.30000000000001,169.5,203.4,237.3,271.2
36,36,0.0,25.0,0.0,0.0,157.0,374.3949,0.0,239.5043,113.4797,0.0,0.0,0.0,84754.0,83891.0,0.0,4.406074390397578,0.0,0.0,1.0,4.0,35911,574.81032,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,374.3949,0.0,0.0,0.0,0.0,239.5043,0.0,124.30000000000001,169.5,203.4,237.3,271.2
37,37,0.0,25.0,0.0,0.0,158.0,385.0316,0.0,242.1551,113.06414999999998,0.0,0.0,0.0,87159.0,86296.0,0.0,4.4222682432937415,0.0,0.0,1.0,4.0,36913,581.17224,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,385.0316,0.0,0.0,0.0,0.0,242.1551,0.0,124.30000000000001,169.5,203.4,237.3,271.2
38,38,0.0,25.0,0.0,0.0,157.0,396.177,0.0,244.7685,112.6603,0.0,0.0,0.0,89663.0,88800.0,0.0,4.438120615691597,0.0,0.0,1.0,4.0,37956,587.4444,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,396.177,0.0,0.0,0.0,0.0,244.7685,0.0,124.30000000000001,169.5,203.4,237.3,271.2
39,39,0.0,25.0,0.0,0.0,158.0,406.3093,0.0,245.6777,112.52115,0.0,0.0,0.0,91952.0,91089.0,0.0,4.4436090459438065,0.0,0.0,1.0,4.0,38910,589.6264799999999,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,406.3093,0.0,0.0,0.0,0.0,245.6777,0.0,124.30000000000001,169.5,203.4,237.3,271.2
40,40,0.0,25.0,0.0,0.0,158.0,416.9612,0.0,244.8543,112.6471,0.0,0.0,0.0,94354.0,93491.0,0.0,4.438640675170511,0.0,0.0,1.0,4.0,39911,587.65032,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,416.9612,0.0,0.0,0.0,0.0,244.8543,0.0,124.30000000000001,169.5,203.4,237.3,271.2
41,41,0.0,25.0,0.0,0.0,158.0,427.6117,0.0,242.4276,113.02175,0.0,0.0,0.0,96761.0,95898.0,0.0,4.423927252940253,0.0,0.0,1.0,4.0,40914,581.82624,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,427.6117,0.0,0.0,0.0,0.0,242.4276,0.0,124.30000000000001,169.5,203.4,237.3,271.2
42,42,0.0,25.0,0.0,0.0,158.0,438.2467,0.0,244.2878,112.7341,0.0,0.0,0.0,99159.0,98296.0,0.0,4.435215254301937,0.0,0.0,1.0,4.0,41913,586.29072,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,438.2467,0.0,0.0,0.0,0.0,244.2878,0.0,124.30000000000001,169.5,203.4,237.3,271.2
43,43,0.0,25.0,0.0,0.0,159.0,449.3965,0.0,246.0012,112.47180000000002,0.0,0.0,0.0,101657.0,100794.0,0.0,4.445558797849771,0.0,0.0,1.0,4.0,42954,590.40288,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,449.3965,0.0,0.0,0.0,0.0,246.0012,0.0,124.30000000000001,169.5,203.4,237.3,271.2
44,44,0.0,25.0,0.0,0.0,159.0,460.0424,0.0,244.3965,112.7174,0.0,0.0,0.0,104060.0,103197.0,0.0,4.435872367531544,0.0,0.0,1.0,4.0,43955,586.5516,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,460.0424,0.0,0.0,0.0,0.0,244.3965,0.0,124.30000000000001,169.5,203.4,237.3,271.2
45,45,0.0,24.0,0.0,0.0,159.0,471.0403,0.0,240.0238,113.3978,0.0,0.0,0.0,106552.0,105689.0,0.0,4.409256616971405,0.0,0.0,1.0,4.0,44952,600.0595,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,471.0403,0.0,0.0,0.0,0.0,240.0238,0.0,124.30000000000001,169.5,203.4,237.3,271.2
46,46,0.0,25.0,0.0,0.0,160.0,481.5993,0.0,237.5532,113.78955,0.0,0.0,0.0,108957.0,108094.0,0.0,4.394076608968047,0.0,0.0,1.0,4.0,45954,570.12768,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,481.5993,0.0,0.0,0.0,0.0,237.5532,0.0,124.30000000000001,169.5,203.4,237.3,271.2
47,47,0.0,25.0,0.0,0.0,160.0,492.088,0.0,237.4016,113.81375,0.0,0.0,0.0,111347.0,110484.0,0.0,4.39314230486211,0.0,0.0,1.0,4.0,46950,569.76384,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,492.088,0.0,0.0,0.0,0.0,237.4016,0.0,124.30000000000001,169.5,203.4,237.3,271.2
48,48,0.0,25.0,0.0,0.0,160.0,502.804,0.0,248.0183,112.16604999999998,0.0,0.0,0.0,113754.0,112891.0,0.0,4.457676810407428,0.0,0.0,1.0,4.0,47953,595.24392,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,502.804,0.0,0.0,0.0,0.0,248.0183,0.0,124.30000000000001,169.5,203.4,237.3,271.2
49,49,0.0,25.0,0.0,0.0,161.0,513.5322,0.0,250.0067,111.8679,0.0,0.0,0.0,116153.0,115290.0,0.0,4.469557397609144,0.0,0.0,1.0,4.0,48952,600.01608,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,513.5322,0.0,0.0,0.0,0.0,250.0067,0.0,124.30000000000001,169.5,203.4,237.3,271.2
50,50,0.0,25.0,0.0,0.0,161.0,524.1088,0.0,241.4745,113.17025,0.0,0.0,0.0,118549.0,117686.0,0.0,4.418122253860886,0.0,0.0,1.0,4.0,49951,579.5388,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,524.1088,0.0,0.0,0.0,0.0,241.4745,0.0,124.30000000000001,169.5,203.4,237.3,271.2
51,51,0.0,25.0,0.0,0.0,161.0,535.189,0.0,242.0345,113.0829,0.0,0.0,0.0,121046.0,120183.0,0.0,4.421534997775968,0.0,0.0,1.0,4.0,50991,580.8828,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,535.189,0.0,0.0,0.0,0.0,242.0345,0.0,124.30000000000001,169.5,203.4,237.3,271.2
52,52,0.0,25.0,0.0,0.0,160.0,545.7525,0.0,239.1779,113.53130000000002,0.0,0.0,0.0,123450.0,122587.0,0.0,4.404071828649896,0.0,0.0,1.0,4.0,51993,574.0269599999999,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,545.7525,0.0,0.0,0.0,0.0,239.1779,0.0,124.30000000000001,169.5,203.4,237.3,271.2
53,53,0.0,25.0,0.0,0.0,160.0,556.3165,0.0,237.7067,113.76505,0.0,0.0,0.0,125855.0,124992.0,0.0,4.395022900266822,0.0,0.0,1.0,4.0,52995,570.49608,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,556.3165,0.0,0.0,0.0,0.0,237.7067,0.0,124.30000000000001,169.5,203.4,237.3,271.2
54,54,0.0,25.0,0.0,0.0,160.0,566.952,0.0,243.0218,112.92955,0.0,0.0,0.0,128259.0,127396.0,0.0,4.427539116201206,0.0,0.0,1.0,4.0,53996,583.25232,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,566.952,0.0,0.0,0.0,0.0,243.0218,0.0,124.30000000000001,169.5,203.4,237.3,271.2
55,55,0.0,25.0,0.0,0.0,161.0,578.0175,0.0,241.6711,113.13955,0.0,0.0,0.0,130755.0,129892.0,0.0,4.419321095054736,0.0,0.0,1.0,4.0,55036,580.01064,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,578.0175,0.0,0.0,0.0,0.0,241.6711,0.0,124.30000000000001,169.5,203.4,237.3,271.2
56,56,0.0,25.0,0.0,0.0,161.0,588.5759,0.0,239.4935,113.48139999999998,0.0,0.0,0.0,133155.0,132292.0,0.0,4.40600838551516,0.0,0.0,1.0,4.0,56036,574.7844,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,588.5759,0.0,0.0,0.0,0.0,239.4935,0.0,124.30000000000001,169.5,203.4,237.3,271.2
57,57,0.0,24.0,0.0,0.0,161.0,599.7264,0.0,246.9015,112.3349,0.0,0.0,0.0,135657.0,134794.0,0.0,4.450976499734277,0.0,0.0,1.0,4.0,57037,617.25375,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,599.7264,0.0,0.0,0.0,0.0,246.9015,0.0,124.30000000000001,169.5,203.4,237.3,271.2
58,58,0.0,25.0,0.0,0.0,162.0,610.2108,0.0,237.9182,113.73135,0.0,0.0,0.0,138047.0,137184.0,0.0,4.396325199692082,0.0,0.0,1.0,4.0,58033,571.00368,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,610.2108,0.0,0.0,0.0,0.0,237.9182,0.0,124.30000000000001,169.5,203.4,237.3,271.2
59,59,0.0,25.0,0.0,0.0,162.0,620.7,0.0,236.8127,113.90805,0.0,0.0,0.0,140442.0,139579.0,0.0,4.389505394921605,0.0,0.0,1.0,4.0,59031,568.3504800000001,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,620.7,0.0,0.0,0.0,236.8127,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
60,60,0.0,25.0,0.0,0.0,163.0,631.3375,0.0,241.1534,113.22045,0.0,0.0,0.0,142851.0,141988.0,0.0,4.416163334450623,0.0,0.0,1.0,4.0,60035,578.76816,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,631.3375,0.0,0.0,0.0,0.0,241.1534,0.0,124.30000000000001,169.5,203.4,237.3,271.2
61,61,0.0,25.0,0.0,0.0,163.0,642.0482,0.0,248.755,112.0552,0.0,0.0,0.0,145249.0,144386.0,0.0,4.46208654306092,0.0,0.0,1.0,4.0,61034,597.012,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,642.0482,0.0,0.0,0.0,0.0,248.755,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,62,0.0,25.0,0.0,0.0,163.0,653.1214,0.0,240.2077,113.36885,0.0,0.0,0.0,147752.0,146889.0,0.0,4.410382569815254,0.0,0.0,1.0,4.0,62077,576.49848,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,653.1214,0.0,0.0,0.0,0.0,240.2077,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,63,0.0,25.0,0.0,0.0,164.0,663.6152,0.0,236.1673,114.0117,0.0,0.0,0.0,150150.0,149287.0,0.0,4.385514819970231,0.0,0.0,1.0,4.0,63076,566.80152,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,663.6152,0.0,0.0,0.0,236.1673,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
64,64,0.0,25.0,0.0,0.0,163.0,674.105,0.0,236.928,113.88955,0.0,0.0,0.0,152545.0,151682.0,0.0,4.390218417756502,0.0,0.0,1.0,4.0,64074,568.6272,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,674.105,0.0,0.0,0.0,236.928,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
65,65,0.0,25.0,0.0,0.0,164.0,685.3234,0.0,246.3697,112.4157,0.0,0.0,0.0,155056.0,154193.0,0.0,4.447777312243752,0.0,0.0,1.0,4.0,65120,591.28728,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,685.3234,0.0,0.0,0.0,0.0,246.3697,0.0,124.30000000000001,169.5,203.4,237.3,271.2
66,66,0.0,24.0,0.0,0.0,164.0,695.9641,0.0,248.391,112.10995,0.0,0.0,0.0,157449.0,156586.0,0.0,4.459907439081009,0.0,0.0,1.0,4.0,66077,620.9775,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,695.9641,0.0,0.0,0.0,0.0,248.391,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,67,0.0,24.0,0.0,0.0,164.0,707.0487,0.0,245.3781,112.5669,0.0,0.0,0.0,159943.0,159080.0,0.0,4.441803052229385,0.0,0.0,1.0,4.0,67075,613.44525,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,707.0487,0.0,0.0,0.0,0.0,245.3781,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,68,0.0,24.0,0.0,0.0,164.0,718.1168,0.0,239.8998,113.41735,0.0,0.0,0.0,162449.0,161586.0,0.0,4.408496583635572,0.0,0.0,1.0,4.0,68077,599.7495,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,718.1168,0.0,0.0,0.0,0.0,239.8998,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,69,0.0,25.0,0.0,0.0,164.0,728.7507,0.0,242.1228,113.06915,0.0,0.0,0.0,164856.0,163993.0,0.0,4.422072687377592,0.0,0.0,1.0,4.0,69080,581.09472,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,728.7507,0.0,0.0,0.0,0.0,242.1228,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,70,0.0,24.0,0.0,0.0,165.0,739.3962,0.0,247.3958,112.26005,0.0,0.0,0.0,167253.0,166390.0,0.0,4.453944212567159,0.0,0.0,1.0,4.0,70039,618.4895,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,739.3962,0.0,0.0,0.0,0.0,247.3958,0.0,124.30000000000001,169.5,203.4,237.3,271.2
