index,Stroke #,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts), Cadence (stokes/min), DragFactor, DriveLength (meters), HRCur (bpm),Work (J), PeakDriveForce (lbs), AverageDriveForce (lbs), DriveTime (ms), StrokeRecoveryTime (ms), StrokeDistance (meters), ElapsedTime (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
129,130,1619444652.4,1477.6,123.9,184.0,21.0,106.0,1.42,161.0,539.7,157.9058589728026,98.89348998026176,710.0,2040.0,11.7,400.4,4.035512510088781,439.9,702.4,0,1.0,4.0,525.7142857142857,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,1477.6,0.0,0.0,184.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
130,131,1619444655.3,1489.5,123.9,184.2,20.0,106.0,1.42,163.0,549.5,153.5895256979196,99.90513059156247,710.0,1980.0,11.9,403.3,4.035512510088781,444.40000000000003,683.1999999999999,0,1.0,4.0,552.6,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,1489.5,0.0,0.0,184.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
131,132,1619444658.2,1501.3,123.6,185.5,21.0,106.0,1.42,165.0,545.5,147.99178098205573,97.99425388132781,710.0,2020.0,11.8,406.2,4.045307443365696,435.9,658.3,0,1.0,4.0,530.0,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,1501.3,0.0,0.0,185.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
132,133,1619444661.2,1513.3,123.8,184.4,20.0,106.0,1.45,166.0,549.9,156.60196662934837,96.80276605024032,730.0,1980.0,11.9,409.2,4.038772213247173,430.6,696.6,0,1.0,4.0,553.2,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,1513.3,0.0,0.0,184.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
133,134,1619444664.1,1525.2,123.8,184.6,20.0,106.0,1.45,168.0,546.7,157.20895099612878,99.0958181025219,730.0,2050.0,11.9,412.1,4.038772213247173,440.8,699.3,0,1.0,4.0,553.8,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1525.2,0.0,0.0,184.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
134,135,1619444667.1,1537.3,123.5,185.9,20.0,106.0,1.45,169.0,562.4,153.70193021028638,100.30978683608275,730.0,2060.0,12.2,415.1,4.048582995951417,446.20000000000005,683.7,0,1.0,4.0,557.7,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1537.3,0.0,0.0,185.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
135,136,1619444670.1,1549.6,123.3,186.7,20.0,106.0,1.45,170.0,567.6,149.79025317992364,98.89348998026176,730.0,2120.0,12.2,418.1,4.0551500405515,439.9,666.3,0,1.0,4.0,560.1,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1549.6,0.0,0.0,186.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,137,1619444673.1,1561.8,123.9,183.8,20.0,106.0,1.45,171.0,565.2,157.20895099612878,101.79352639932378,730.0,2029.9999999999998,12.3,421.1,4.035512510088781,452.8,699.3,0,1.0,4.0,551.4,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1561.8,0.0,0.0,183.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,138,1619444676.1,1574.1,123.3,186.8,20.0,106.0,1.48,171.0,564.6,148.39643722657604,97.00509417250046,750.0,2090.0,12.2,424.1,4.0551500405515,431.5,660.1000000000001,0,1.0,4.0,560.4,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1574.1,0.0,0.0,186.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,139,1619444679.1,1586.2,123.8,184.7,20.0,106.0,1.45,171.0,563.5,150.19490942444395,99.0958181025219,730.0,2000.0,12.2,427.1,4.038772213247173,440.8,668.1,0,1.0,4.0,554.1,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1586.2,0.0,0.0,184.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,140,1619444682.1,1598.2,123.5,185.6,20.0,106.0,1.45,171.0,552.1,156.19731038482809,100.10745871382261,730.0,2029.9999999999998,11.9,430.1,4.048582995951417,445.3,694.8,0,1.0,4.0,556.8,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1598.2,0.0,0.0,185.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,141,1619444685.0,1610.3,123.3,186.8,20.0,106.0,1.45,171.0,561.4,156.89421836150188,97.90433027143442,730.0,2080.0,12.1,433.0,4.0551500405515,435.5,697.9,0,1.0,4.0,560.4,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1610.3,0.0,0.0,186.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,142,1619444688.0,1622.4,124.2,182.9,20.0,106.0,1.42,171.0,553.6,147.49720112764206,96.1957816834599,720.0,2000.0,12.1,436.0,4.025764895330113,427.9,656.0999999999999,0,1.0,4.0,548.7,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1622.4,0.0,0.0,182.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
142,143,1619444690.9,1634.1,124.7,180.6,21.0,106.0,1.42,171.0,532.6,153.40967847813283,98.19658200358795,720.0,2029.9999999999998,11.7,438.9,4.0096230954290295,436.8,682.4000000000001,0,1.0,4.0,516.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1634.1,0.0,0.0,180.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
143,144,1619444693.9,1646.0,124.5,181.4,20.0,106.0,1.45,170.0,543.9,151.49880176789816,94.59963760785213,740.0,1960.0,11.9,441.9,4.016064257028113,420.8,673.9,0,1.0,4.0,544.2,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1646.0,0.0,0.0,181.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
144,145,1619444696.8,1657.7,124.3,182.0,21.0,106.0,1.42,169.0,529.4,149.2057497156166,96.89268966013371,720.0,2120.0,11.6,444.8,4.022526146419952,431.0,663.7000000000002,0,1.0,4.0,520.0,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1657.7,0.0,0.0,182.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
145,146,1619444699.8,1669.9,125.2,178.4,20.0,106.0,1.45,169.0,550.3,149.61040596013686,97.20742229476059,740.0,2040.0,12.2,447.8,3.993610223642172,432.4,665.5,0,1.0,4.0,535.2,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1669.9,0.0,0.0,178.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
146,147,1619444702.8,1681.8,124.6,181.0,20.0,106.0,1.45,169.0,543.2,151.7910535000517,99.29814622478204,730.0,2120.0,11.9,450.8,4.012841091492777,441.7,675.2,0,1.0,4.0,543.0,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1681.8,0.0,0.0,181.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
147,148,1619444705.8,1694.1,124.4,181.9,20.0,106.0,1.42,168.0,557.7,153.9042583325465,101.29894654491011,710.0,2060.0,12.2,453.8,4.019292604501608,450.6000000000001,684.6,0,1.0,4.0,545.7,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1694.1,0.0,0.0,181.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
148,149,1619444708.8,1706.1,124.1,183.2,20.0,106.0,1.42,167.0,550.9,151.70112989015828,98.51131463821483,720.0,2130.0,12.0,456.8,4.0290088638195005,438.2,674.7999999999998,0,1.0,4.0,549.6,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1706.1,0.0,0.0,183.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
149,150,1619444711.8,1718.3,124.9,179.7,20.0,106.0,1.42,167.0,553.2,151.29647364563803,98.89348998026176,720.0,2080.0,12.2,459.8,4.00320256204964,439.9,673.0,0,1.0,4.0,539.1,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1718.3,0.0,0.0,179.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
150,151,1619444714.8,1730.4,124.8,180.2,20.0,107.0,1.45,167.0,548.0,157.70353085054245,100.48963405586954,730.0,2020.0,12.1,462.8,4.006410256410256,447.00000000000006,701.5,0,1.0,4.0,540.6,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1730.4,0.0,0.0,180.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
151,152,1619444717.8,1742.4,123.6,185.1,20.0,107.0,1.42,166.0,551.3,153.00502223361255,99.20822261488865,710.0,2000.0,11.9,465.8,4.045307443365696,441.3,680.6,0,1.0,4.0,555.3,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,1742.4,0.0,0.0,185.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
152,153,1619444720.7,1754.3,123.5,185.8,20.0,106.0,1.45,168.0,553.1,154.69108991911372,99.20822261488865,730.0,2090.0,11.9,468.7,4.048582995951417,441.3,688.1,0,1.0,4.0,557.4,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1754.3,0.0,0.0,185.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
153,154,1619444723.7,1766.5,123.9,183.8,20.0,106.0,1.45,167.0,561.8,155.20815067600074,99.20822261488865,730.0,2090.0,12.2,471.7,4.035512510088781,441.3,690.4,0,1.0,4.0,551.4,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1766.5,0.0,0.0,183.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
154,155,1619444726.8,1778.9,124.0,183.6,20.0,106.0,1.48,168.0,564.0,154.3089145770668,97.297345904654,750.0,2100.0,12.3,474.8,4.032258064516129,432.8,686.4,0,1.0,4.0,550.8,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1778.9,0.0,0.0,183.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
155,156,1619444729.8,1791.0,124.3,182.4,20.0,107.0,1.45,168.0,558.6,154.69108991911372,100.10745871382261,730.0,2060.0,12.2,477.8,4.022526146419952,445.3,688.1,0,1.0,4.0,547.2,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1791.0,0.0,0.0,182.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
156,157,1619444732.8,1803.1,123.7,184.9,20.0,107.0,1.45,168.0,557.3,154.69108991911372,99.79272607919572,730.0,1990.0,12.1,480.8,4.042037186742118,443.9,688.1,0,1.0,4.0,554.7,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1803.1,0.0,0.0,184.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
157,158,1619444735.7,1815.1,123.2,187.0,20.0,106.0,1.45,169.0,555.3,145.69872892977415,93.70040150891818,730.0,2040.0,11.9,483.7,4.058441558441558,416.8,648.1,0,1.0,4.0,561.0,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1815.1,0.0,0.0,187.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
158,159,1619444738.7,1827.1,124.4,181.6,20.0,106.0,1.45,170.0,544.4,151.7910535000517,99.99505420145586,730.0,2090.0,11.9,486.7,4.019292604501608,444.79999999999995,675.2,0,1.0,4.0,544.8,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1827.1,0.0,0.0,181.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
159,160,1619444741.7,1839.3,123.7,184.9,20.0,106.0,1.45,170.0,563.9,151.6112062802649,99.50047434704219,730.0,2090.0,12.2,489.7,4.042037186742118,442.6,674.4,0,1.0,4.0,554.7,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,1839.3,0.0,0.0,184.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
160,161,1619444744.7,1851.5,123.9,184.3,20.0,106.0,1.45,169.0,562.3,157.41127911838893,99.79272607919572,730.0,2070.0,12.2,492.7,4.035512510088781,443.9,700.2,0,1.0,4.0,552.9,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,1851.5,0.0,0.0,184.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
161,162,1619444747.7,1863.6,124.1,183.1,20.0,106.0,1.42,168.0,553.2,149.29567332551,97.09501778239385,720.0,2090.0,12.1,495.7,4.0290088638195005,431.9,664.1,0,1.0,4.0,549.3,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1863.6,0.0,0.0,183.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
162,163,1619444750.7,1875.7,124.6,180.8,20.0,106.0,1.45,168.0,552.2,159.90665929293064,101.59119827706363,730.0,2090.0,12.2,498.7,4.012841091492777,451.9,711.3,0,1.0,4.0,542.4,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,1875.7,0.0,0.0,180.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
163,164,1619444753.7,1888.0,123.6,185.5,20.0,106.0,1.42,167.0,561.7,155.41047879826087,101.2090229350167,710.0,2070.0,12.2,501.7,4.045307443365696,450.2,691.3,0,1.0,4.0,556.5,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,1888.0,0.0,0.0,185.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
164,165,1619444756.7,1900.1,123.8,184.5,20.0,106.0,1.45,165.0,559.8,148.30651361668262,96.60043792798018,730.0,2070.0,12.2,504.7,4.038772213247173,429.7,659.6999999999999,0,1.0,4.0,553.5,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,1900.1,0.0,0.0,184.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
165,166,1619444759.7,1912.2,124.5,181.4,20.0,106.0,1.45,163.0,550.5,146.89021676086165,96.60043792798018,730.0,2040.0,12.1,507.7,4.016064257028113,429.7,653.4,0,1.0,4.0,544.2,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,1912.2,0.0,0.0,181.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
166,167,1619444762.7,1924.0,124.9,179.8,20.0,106.0,1.42,160.0,537.7,142.30411265629849,95.29654558452594,720.0,1990.0,11.9,510.7,4.00320256204964,423.9,633.0000000000001,0,1.0,4.0,539.4,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,1924.0,0.0,0.0,179.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
167,168,1619444765.6,1935.8,124.8,180.0,21.0,107.0,1.45,158.0,531.6,144.7095692209468,95.58879731667948,740.0,2020.0,11.7,513.6,4.006410256410256,425.2,643.7,0,1.0,4.0,514.2857142857143,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,1935.8,0.0,0.0,180.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
168,169,1619444768.6,1947.8,124.4,181.8,20.0,106.0,1.48,157.0,545.2,152.1057861346786,95.58879731667948,750.0,2009.9999999999998,11.9,516.6,4.019292604501608,425.2,676.6,0,1.0,4.0,545.4,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,1947.8,0.0,0.0,181.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
169,170,1619444771.5,1959.6,123.9,184.1,20.0,106.0,1.45,156.0,546.3,154.80349443148046,99.41055073714878,730.0,1970.0,11.9,519.5,4.035512510088781,442.2,688.6,0,1.0,4.0,552.3,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,1959.6,0.0,0.0,184.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
170,171,1619444774.4,1971.5,123.4,186.2,21.0,106.0,1.42,155.0,546.6,145.29407268525387,95.99345356119976,720.0,2029.9999999999998,11.8,522.4,4.051863857374392,427.0,646.3,0,1.0,4.0,532.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,1971.5,0.0,0.0,186.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
171,172,1619444777.3,1983.3,124.3,182.5,20.0,106.0,1.45,154.0,546.4,149.9925813021838,96.60043792798018,730.0,2050.0,11.9,525.3,4.022526146419952,429.7,667.2,0,1.0,4.0,547.5,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,1983.3,0.0,0.0,182.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
172,173,1619444780.3,1995.4,124.7,180.7,20.0,106.0,1.42,154.0,542.0,151.40887815800477,97.40975041702075,720.0,2060.0,11.9,528.3,4.0096230954290295,433.3,673.5,0,1.0,4.0,542.1,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,1995.4,0.0,0.0,180.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
173,174,1619444783.3,2007.4,124.6,180.8,20.0,106.0,1.45,153.0,545.6,154.10658645480663,99.99505420145586,730.0,2020.0,12.0,531.3,4.012841091492777,444.79999999999995,685.5,0,1.0,4.0,542.4,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,2007.4,0.0,0.0,180.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
174,175,1619444786.2,2019.3,123.6,185.3,20.0,106.0,1.45,153.0,554.9,150.5096420590708,98.69116185800162,730.0,2060.0,12.0,534.2,4.045307443365696,439.0,669.5,0,1.0,4.0,555.9,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,2019.3,0.0,0.0,185.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
175,176,1619444789.2,2031.4,123.8,184.6,20.0,106.0,1.45,155.0,556.7,157.70353085054245,100.30978683608275,730.0,2020.0,12.1,537.2,4.038772213247173,446.20000000000005,701.5,0,1.0,4.0,553.8,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,2031.4,0.0,0.0,184.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
176,177,1619444792.2,2043.5,122.9,188.4,20.0,106.0,1.45,157.0,564.5,152.51044237919885,100.197382323716,730.0,2060.0,12.1,540.2,4.068348250610252,445.7,678.3999999999999,0,1.0,4.0,565.2,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2043.5,0.0,0.0,188.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
177,178,1619444795.2,2055.8,123.2,186.9,20.0,106.0,1.45,158.0,568.2,151.99338162231186,99.50047434704219,730.0,2050.0,12.2,543.2,4.058441558441558,442.6,676.1,0,1.0,4.0,560.7,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2055.8,0.0,0.0,186.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
178,179,1619444798.2,2067.9,123.4,186.1,20.0,106.0,1.45,158.0,563.2,151.0941455233779,97.99425388132781,730.0,2020.0,12.2,546.2,4.051863857374392,435.9,672.1,0,1.0,4.0,558.3,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2067.9,0.0,0.0,186.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
179,180,1619444801.1,2079.9,123.5,185.9,20.0,107.0,1.45,158.0,556.3,155.29807428589413,101.3888701548035,730.0,1940.0,12.0,549.1,4.048582995951417,451.0,690.8,0,1.0,4.0,557.7,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2079.9,0.0,0.0,185.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
180,181,1619444804.0,2091.7,122.3,191.5,21.0,107.0,1.45,158.0,557.7,153.20735035587268,99.20822261488865,720.0,1960.0,11.8,552.0,4.088307440719542,441.3,681.5,0,1.0,4.0,547.1428571428571,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2091.7,0.0,0.0,191.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
181,182,1619444806.9,2103.7,122.3,191.4,21.0,107.0,1.45,158.0,561.0,150.3073139368107,97.79192575906767,730.0,2009.9999999999998,11.9,554.9,4.088307440719542,435.0,668.6,0,1.0,4.0,546.8571428571429,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2103.7,0.0,0.0,191.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
182,183,1619444809.9,2115.7,123.2,187.4,20.0,106.0,1.45,159.0,559.2,152.1057861346786,97.00509417250046,730.0,2060.0,12.0,557.9,4.058441558441558,431.5,676.6,0,1.0,4.0,562.2,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2115.7,0.0,0.0,187.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
183,184,1619444812.8,2127.7,123.7,184.9,20.0,106.0,1.42,161.0,554.8,153.40967847813283,99.99505420145586,710.0,2020.0,12.0,560.8,4.042037186742118,444.79999999999995,682.4000000000001,0,1.0,4.0,554.7,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2127.7,0.0,0.0,184.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
184,185,1619444815.8,2139.7,123.6,185.1,20.0,106.0,1.45,162.0,554.4,157.9058589728026,99.99505420145586,730.0,1950.0,12.0,563.8,4.045307443365696,444.79999999999995,702.4,0,1.0,4.0,555.3,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2139.7,0.0,0.0,185.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
185,186,1619444818.7,2151.6,122.9,188.5,21.0,106.0,1.45,163.0,551.5,157.2988746060222,96.80276605024032,730.0,1970.0,11.8,566.7,4.068348250610252,430.6,699.7,0,1.0,4.0,538.5714285714286,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2151.6,0.0,0.0,188.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
186,187,1619444821.6,2163.4,123.1,187.9,21.0,106.0,1.45,164.0,553.4,152.8926177212458,97.40975041702075,730.0,2000.0,11.9,569.6,4.061738424045491,433.3,680.1,0,1.0,4.0,536.8571428571429,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2163.4,0.0,0.0,187.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
187,188,1619444824.5,2175.3,123.4,186.1,20.0,106.0,1.45,164.0,553.2,155.7027305304144,99.20822261488865,730.0,2070.0,11.9,572.5,4.051863857374392,441.3,692.6,0,1.0,4.0,558.3,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2175.3,0.0,0.0,186.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
188,189,1619444827.5,2187.6,123.5,186.0,20.0,106.0,1.48,164.0,566.0,157.70353085054245,99.0958181025219,750.0,2000.0,12.2,575.5,4.048582995951417,440.8,701.5,0,1.0,4.0,558.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2187.6,0.0,0.0,186.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
189,190,1619444830.5,2199.6,122.9,188.6,20.0,106.0,1.45,163.0,561.8,152.8926177212458,97.79192575906767,730.0,1960.0,12.0,578.5,4.068348250610252,435.0,680.1,0,1.0,4.0,565.8,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2199.6,0.0,0.0,188.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
190,191,1619444833.4,2211.4,122.9,188.3,21.0,106.0,1.45,163.0,551.0,152.51044237919885,99.29814622478204,720.0,1990.0,11.8,581.4,4.068348250610252,441.7,678.3999999999999,0,1.0,4.0,538.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2211.4,0.0,0.0,188.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
191,192,1619444836.3,2223.4,122.9,188.6,20.0,107.0,1.48,163.0,561.3,157.41127911838893,97.40975041702075,740.0,1990.0,12.0,584.3,4.068348250610252,433.3,700.2,0,1.0,4.0,565.8,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2223.4,0.0,0.0,188.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
192,193,1619444839.2,2235.4,122.7,189.5,21.0,107.0,1.45,161.0,560.2,153.09494584350594,99.0058944926285,720.0,1950.0,11.9,587.2,4.074979625101874,440.4,681.0,0,1.0,4.0,541.4285714285714,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2235.4,0.0,0.0,189.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
193,194,1619444842.1,2247.2,122.5,190.4,21.0,107.0,1.45,160.0,555.8,160.60356726960447,102.10825903395066,720.0,1980.0,11.8,590.1,4.081632653061225,454.2,714.4,0,1.0,4.0,544.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2247.2,0.0,0.0,190.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
194,195,1619444845.0,2259.1,121.7,194.2,21.0,107.0,1.42,159.0,569.7,152.69028959898566,98.60123824810823,700.0,1950.0,11.9,593.0,4.108463434675431,438.6,679.2,0,1.0,4.0,554.8571428571429,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2259.1,0.0,0.0,194.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
195,196,1619444847.9,2271.0,122.5,190.1,21.0,106.0,1.45,159.0,554.9,154.39883818696018,97.00509417250046,720.0,1960.0,11.8,595.9,4.081632653061225,431.5,686.8,0,1.0,4.0,543.1428571428571,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2271.0,0.0,0.0,190.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
196,197,1619444850.8,2282.9,122.9,188.5,21.0,106.0,1.48,159.0,555.1,156.30971489719482,97.49967402691414,740.0,1990.0,11.9,598.8,4.068348250610252,433.7,695.3,0,1.0,4.0,538.5714285714286,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2282.9,0.0,0.0,188.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
