index,Stroke #,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts), Cadence (stokes/min), DragFactor, DriveLength (meters), HRCur (bpm),Work (J), PeakDriveForce (lbs), AverageDriveForce (lbs), DriveTime (ms), StrokeRecoveryTime (ms), StrokeDistance (meters), ElapsedTime (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
61,62,1619444449.3,668.5,132.7,149.7,20.0,107.0,1.45,105.0,464.3,131.40087495672427,84.39330788495172,800.0,2120.0,11.6,197.3,3.7678975131876418,375.4,584.5,0,1.0,4.0,449.1,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,668.5,0.0,149.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,63,1619444452.4,680.2,131.9,152.4,20.0,107.0,1.39,107.0,473.2,131.6032030789844,83.40414817612438,770.0,2070.0,11.7,200.4,3.790750568612585,371.0,585.4,0,1.0,4.0,457.2,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,680.2,0.0,152.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,64,1619444455.4,691.8,132.0,152.3,20.0,107.0,1.42,108.0,467.4,136.00945996376078,87.40574881638048,780.0,2029.9999999999998,11.5,203.4,3.787878787878788,388.8,605.0,0,1.0,4.0,456.9,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,691.8,0.0,152.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
64,65,1619444458.4,703.2,130.1,159.1,20.0,106.0,1.39,108.0,477.9,139.40407623723647,90.10345711318236,750.0,2070.0,11.5,206.4,3.8431975403535743,400.8,620.1,0,1.0,4.0,477.3,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,703.2,0.0,159.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
65,66,1619444461.4,714.9,129.1,162.8,20.0,106.0,1.42,108.0,497.1,136.59396342806787,87.49567242627387,760.0,2029.9999999999998,11.7,209.4,3.872966692486445,389.2,607.6,0,1.0,4.0,488.4,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,714.9,0.0,162.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
66,67,1619444464.4,726.5,128.9,163.4,20.0,107.0,1.42,109.0,492.3,147.00262127322839,90.19338072307575,760.0,2029.9999999999998,11.6,212.4,3.8789759503491075,401.2,653.9,0,1.0,4.0,490.2,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,726.5,0.0,163.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,68,1619444467.3,738.2,128.2,166.1,20.0,107.0,1.42,109.0,500.6,141.69712828951805,86.39410820507979,760.0,2070.0,11.7,215.3,3.90015600624025,384.3,630.3,0,1.0,4.0,498.3,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,738.2,0.0,166.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,69,1619444470.3,749.9,128.9,163.5,20.0,106.0,1.39,109.0,495.9,144.1025848541664,90.30578523544249,740.0,2070.0,11.7,218.3,3.8789759503491075,401.7,641.0,0,1.0,4.0,490.5,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,749.9,0.0,163.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,70,1619444473.3,761.5,128.7,164.0,20.0,106.0,1.39,110.0,496.7,138.10018389378223,89.69880086866208,740.0,2050.0,11.7,221.3,3.8850038850038855,399.0,614.3,0,1.0,4.0,492.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,761.5,0.0,164.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,71,1619444476.3,773.3,128.8,164.0,20.0,106.0,1.42,110.0,496.5,136.7063679404346,89.9910526008156,760.0,2100.0,11.7,224.3,3.881987577639751,400.3,608.1,0,1.0,4.0,492.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,773.3,0.0,164.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
71,72,1619444479.3,785.0,128.4,165.3,20.0,107.0,1.39,109.0,505.8,141.69712828951805,90.10345711318236,740.0,2130.0,11.8,227.3,3.894080996884735,400.8,630.3,0,1.0,4.0,495.9,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,785.0,0.0,165.3,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
72,73,1619444482.4,797.0,129.4,161.7,19.0,107.0,1.42,109.0,503.8,143.6979286096461,90.39570884533589,770.0,2140.0,11.9,230.4,3.863987635239567,402.1,639.2,0,1.0,4.0,510.63157894736844,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,797.0,0.0,161.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,74,1619444485.5,809.0,128.9,163.6,19.0,107.0,1.42,110.0,511.1,144.7994928308402,92.39650916546394,760.0,2130.0,12.0,233.5,3.8789759503491075,411.0,644.1,0,1.0,4.0,516.6315789473684,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,809.0,0.0,163.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,75,1619444488.6,821.0,128.3,165.8,20.0,106.0,1.42,111.0,515.4,139.89865609165014,88.79956476972812,760.0,2120.0,12.0,236.6,3.8971161340607945,395.00000000000006,622.3,0,1.0,4.0,497.4,111.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,821.0,0.0,165.8,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,76,1619444491.6,832.9,128.9,163.5,20.0,106.0,1.39,111.0,504.6,145.4064771976206,93.70040150891818,740.0,2150.0,11.9,239.6,3.8789759503491075,416.8,646.8,0,1.0,4.0,490.5,111.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,832.9,0.0,163.5,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,77,1619444494.7,845.0,128.1,166.4,19.0,106.0,1.42,112.0,519.4,143.09094424286567,91.69960118879011,750.0,2150.0,12.1,242.7,3.9032006245121003,407.9,636.5,0,1.0,4.0,525.4736842105264,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,845.0,0.0,166.4,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,78,1619444497.8,857.1,128.3,165.7,19.0,106.0,1.42,113.0,517.8,145.29407268525387,93.2957452643979,750.0,2190.0,12.1,245.8,3.8971161340607945,415.0,646.3,0,1.0,4.0,523.2631578947369,113.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,857.1,0.0,165.7,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,79,1619444500.9,869.3,128.2,166.1,19.0,107.0,1.39,113.0,521.8,147.99178098205573,95.70120182904623,740.0,2180.0,12.2,248.9,3.90015600624025,425.7,658.3,0,1.0,4.0,524.5263157894736,113.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,869.3,0.0,166.1,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,80,1619444504.0,881.5,128.0,167.0,19.0,107.0,1.39,114.0,523.9,145.9010570520343,94.10505775343846,740.0,2170.0,12.2,252.0,3.90625,418.6,649.0,0,1.0,4.0,527.3684210526316,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,881.5,0.0,167.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,81,1619444507.1,893.5,128.5,165.0,19.0,106.0,1.39,114.0,517.0,149.00342159335642,91.49727306652998,740.0,2100.0,12.1,255.1,3.8910505836575875,407.0,662.8,0,1.0,4.0,521.0526315789474,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,893.5,0.0,165.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,82,1619444510.2,905.5,128.3,165.6,20.0,106.0,1.42,115.0,509.2,142.10178453403833,93.2058216545045,750.0,2080.0,11.9,258.2,3.8971161340607945,414.6,632.1,0,1.0,4.0,496.8,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,905.5,0.0,165.6,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,83,1619444513.2,917.2,127.3,169.6,20.0,107.0,1.39,117.0,513.9,141.9893800216716,93.99265324107171,730.0,2060.0,11.8,261.2,3.9277297721916735,418.1,631.6,0,1.0,4.0,508.8,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,917.2,0.0,0.0,169.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,84,1619444516.1,929.0,127.0,170.9,20.0,107.0,1.42,119.0,516.7,153.20735035587268,92.71124180009082,750.0,2070.0,11.8,264.1,3.937007874015748,412.4,681.5,0,1.0,4.0,512.7,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,929.0,0.0,0.0,170.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,85,1619444519.1,940.8,126.5,172.9,20.0,106.0,1.39,120.0,520.7,149.49800144777012,95.58879731667948,730.0,2080.0,11.8,267.1,3.952569169960474,425.2,665.0,0,1.0,4.0,518.7,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,940.8,0.0,0.0,172.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,86,1619444522.1,952.8,126.4,173.5,20.0,106.0,1.42,120.0,524.8,151.29647364563803,96.1957816834599,730.0,2120.0,11.9,270.1,3.9556962025316453,427.9,673.0,0,1.0,4.0,520.5,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,952.8,0.0,0.0,173.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,87,1619444525.2,965.0,126.2,174.1,20.0,107.0,1.42,121.0,535.4,154.3089145770668,98.39891012584809,720.0,2050.0,12.1,273.2,3.9619651347068143,437.7,686.4,0,1.0,4.0,522.3,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.0,0.0,0.0,174.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,88,1619444528.1,976.8,125.6,176.8,20.0,106.0,1.45,122.0,534.3,146.71036954107487,94.10505775343846,740.0,2120.0,11.9,276.1,3.980891719745223,418.6,652.6,0,1.0,4.0,530.4,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,976.8,0.0,0.0,176.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,89,1619444531.2,988.9,126.1,174.6,20.0,106.0,1.42,122.0,536.7,152.8926177212458,96.30818619582664,730.0,2100.0,12.1,279.2,3.965107057890563,428.4,680.1,0,1.0,4.0,523.8,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,988.9,0.0,0.0,174.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,90,1619444534.2,1001.1,126.4,173.5,20.0,106.0,1.45,123.0,534.1,145.29407268525387,95.40895009689268,750.0,2040.0,12.1,282.2,3.9556962025316453,424.4,646.3,0,1.0,4.0,520.5,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1001.1,0.0,0.0,173.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,91,1619444537.2,1013.0,125.8,175.8,20.0,106.0,1.45,123.0,529.2,152.60036598909227,94.10505775343846,750.0,2070.0,11.9,285.2,3.97456279809221,418.6,678.8000000000001,0,1.0,4.0,527.4,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1013.0,0.0,0.0,175.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,92,1619444540.2,1024.8,125.9,175.2,20.0,106.0,1.42,124.0,534.8,144.7994928308402,92.30658555557055,750.0,2090.0,12.0,288.2,3.9714058776806986,410.6,644.1,0,1.0,4.0,525.6,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1024.8,0.0,0.0,175.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,93,1619444543.2,1036.9,126.5,173.0,20.0,107.0,1.45,124.0,527.1,149.09334520324984,95.20662197463255,740.0,2060.0,11.9,291.2,3.952569169960474,423.5,663.2,0,1.0,4.0,519.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1036.9,0.0,0.0,173.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,94,1619444546.2,1048.7,125.9,175.3,20.0,107.0,1.42,124.0,528.5,152.19570974457199,97.58959763680754,720.0,2029.9999999999998,11.9,294.2,3.9714058776806986,434.1,677.0,0,1.0,4.0,525.9,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1048.7,0.0,0.0,175.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,95,1619444549.2,1060.6,125.3,178.1,20.0,107.0,1.42,123.0,531.4,156.39963850708824,97.79192575906767,720.0,2000.0,11.8,297.2,3.9904229848363926,435.0,695.7,0,1.0,4.0,534.3,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1060.6,0.0,0.0,178.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,96,1619444552.1,1072.4,124.8,180.1,21.0,106.0,1.42,123.0,532.1,151.70112989015828,95.58879731667948,720.0,2070.0,11.7,300.1,4.006410256410256,425.2,674.7999999999998,0,1.0,4.0,514.5714285714286,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1072.4,0.0,0.0,180.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,97,1619444555.1,1084.3,125.5,177.2,20.0,106.0,1.42,122.0,535.4,153.20735035587268,97.40975041702075,720.0,2090.0,11.9,303.1,3.9840637450199203,433.3,681.5,0,1.0,4.0,531.6,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1084.3,0.0,0.0,177.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,98,1619444558.1,1096.3,125.2,178.5,20.0,107.0,1.42,122.0,541.2,156.30971489719482,101.3888701548035,720.0,2070.0,12.0,306.1,3.993610223642172,451.0,695.3,0,1.0,4.0,535.5,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1096.3,0.0,0.0,178.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,99,1619444561.0,1108.3,124.6,181.1,20.0,107.0,1.42,122.0,546.5,144.88941644073358,94.59963760785213,720.0,2020.0,12.0,309.0,4.012841091492777,420.8,644.5,0,1.0,4.0,543.3,122.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1108.3,0.0,0.0,181.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,100,1619444564.0,1120.0,125.4,177.4,20.0,106.0,1.42,121.0,526.7,151.29647364563803,97.40975041702075,720.0,2000.0,11.7,312.0,3.987240829346092,433.3,673.0,0,1.0,4.0,532.2,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1120.0,0.0,0.0,177.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,101,1619444566.9,1131.8,124.7,180.7,20.0,107.0,1.45,121.0,536.0,155.7926541403078,98.19658200358795,740.0,1960.0,11.8,314.9,4.0096230954290295,436.8,693.0,0,1.0,4.0,542.1,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1131.8,0.0,0.0,180.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,102,1619444569.8,1143.6,123.9,184.2,21.0,107.0,1.42,121.0,540.1,151.70112989015828,93.61047789902477,720.0,2029.9999999999998,11.7,317.8,4.035512510088781,416.4,674.7999999999998,0,1.0,4.0,526.2857142857143,121.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1143.6,0.0,0.0,184.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,103,1619444572.8,1155.5,124.9,179.6,20.0,107.0,1.45,120.0,537.5,156.1073867749347,97.79192575906767,740.0,2029.9999999999998,11.9,320.8,4.00320256204964,435.0,694.4,0,1.0,4.0,538.8,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1155.5,0.0,0.0,179.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,104,1619444575.7,1167.4,124.4,181.8,20.0,107.0,1.42,120.0,541.4,151.6112062802649,97.297345904654,720.0,2020.0,11.9,323.7,4.019292604501608,432.8,674.4,0,1.0,4.0,545.4,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1167.4,0.0,0.0,181.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,105,1619444578.6,1179.2,124.6,180.8,20.0,106.0,1.42,119.0,536.7,151.0042219134845,96.89268966013371,720.0,2060.0,11.8,326.6,4.012841091492777,431.0,671.7,0,1.0,4.0,542.4,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1179.2,0.0,0.0,180.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,106,1619444581.6,1191.2,124.8,179.9,20.0,106.0,1.42,119.0,541.4,150.5995656689642,97.99425388132781,720.0,2020.0,11.9,329.6,4.006410256410256,435.9,669.9,0,1.0,4.0,539.7,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1191.2,0.0,0.0,179.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,107,1619444584.6,1203.0,124.5,181.5,21.0,106.0,1.42,119.0,537.5,147.40727751774867,96.89268966013371,720.0,2060.0,11.8,332.6,4.016064257028113,431.0,655.6999999999999,0,1.0,4.0,518.5714285714286,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1203.0,0.0,0.0,181.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,108,1619444587.5,1214.9,125.0,179.2,20.0,106.0,1.42,119.0,539.2,151.90345801241847,98.39891012584809,720.0,2020.0,11.9,335.5,4.0,437.7,675.7,0,1.0,4.0,537.6,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1214.9,0.0,0.0,179.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,109,1619444590.5,1226.7,124.2,182.6,20.0,106.0,1.45,119.0,543.2,154.39883818696018,99.99505420145586,730.0,1990.0,11.9,338.5,4.025764895330113,444.79999999999995,686.8,0,1.0,4.0,547.8,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1226.7,0.0,0.0,182.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,110,1619444593.4,1238.7,123.6,185.4,21.0,106.0,1.42,119.0,548.6,149.61040596013686,95.29654558452594,720.0,2020.0,11.9,341.4,4.045307443365696,423.9,665.5,0,1.0,4.0,529.7142857142857,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1238.7,0.0,0.0,185.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,111,1619444596.3,1250.5,124.4,181.6,20.0,106.0,1.45,118.0,541.0,157.79345446043584,98.60123824810823,730.0,2000.0,11.9,344.3,4.019292604501608,438.6,701.8999999999999,0,1.0,4.0,544.8,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1250.5,0.0,0.0,181.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,112,1619444599.3,1262.4,123.7,184.9,20.0,106.0,1.45,118.0,550.9,152.8926177212458,97.58959763680754,730.0,1980.0,11.9,347.3,4.042037186742118,434.1,680.1,0,1.0,4.0,554.7,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1262.4,0.0,0.0,184.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,113,1619444602.2,1274.4,123.5,185.8,21.0,107.0,1.45,118.0,549.5,153.49960208802622,98.69116185800162,730.0,2009.9999999999998,11.9,350.2,4.048582995951417,439.0,682.8000000000001,0,1.0,4.0,530.8571428571429,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1274.4,0.0,0.0,185.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,114,1619444605.1,1286.3,123.6,185.3,20.0,106.0,1.42,118.0,552.0,151.99338162231186,97.70200214917428,720.0,2090.0,11.9,353.1,4.045307443365696,434.6,676.1,0,1.0,4.0,555.9,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1286.3,0.0,0.0,185.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,115,1619444608.2,1298.5,124.3,182.3,20.0,107.0,1.45,120.0,555.8,152.1057861346786,98.80356637036837,730.0,2050.0,12.2,356.2,4.022526146419952,439.5,676.6,0,1.0,4.0,546.9,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1298.5,0.0,0.0,182.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,116,1619444611.1,1310.5,124.1,183.0,20.0,107.0,1.45,123.0,550.6,156.60196662934837,99.20822261488865,730.0,2080.0,12.0,359.1,4.0290088638195005,441.3,696.6,0,1.0,4.0,549.0,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1310.5,0.0,0.0,183.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,117,1619444614.1,1322.6,123.7,184.9,20.0,107.0,1.42,124.0,558.0,156.39963850708824,101.3888701548035,710.0,2009.9999999999998,12.1,362.1,4.042037186742118,451.0,695.7,0,1.0,4.0,554.7,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1322.6,0.0,0.0,184.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,118,1619444617.1,1334.6,123.5,185.7,20.0,106.0,1.45,127.0,556.2,150.89181740111775,96.10585807356651,730.0,2050.0,12.0,365.1,4.048582995951417,427.5,671.2,0,1.0,4.0,557.1,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1334.6,0.0,0.0,185.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
118,119,1619444620.0,1346.5,124.3,182.2,20.0,106.0,1.39,131.0,542.5,153.09494584350594,99.0058944926285,700.0,2029.9999999999998,11.9,368.0,4.022526146419952,440.4,681.0,0,1.0,4.0,546.6,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1346.5,0.0,0.0,182.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
119,120,1619444623.0,1358.4,124.3,182.0,20.0,106.0,1.45,134.0,544.7,158.80509507173656,99.79272607919572,730.0,2000.0,11.9,371.0,4.022526146419952,443.9,706.4,0,1.0,4.0,546.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1358.4,0.0,0.0,182.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
120,121,1619444625.9,1370.4,123.5,186.0,20.0,106.0,1.45,136.0,553.3,157.09654648376204,98.3089865159547,730.0,2000.0,11.9,373.9,4.048582995951417,437.3,698.8,0,1.0,4.0,558.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1370.4,0.0,0.0,186.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
121,122,1619444628.9,1382.4,123.5,185.6,20.0,106.0,1.45,138.0,552.5,160.8058953918646,98.3089865159547,730.0,1970.0,11.9,376.9,4.048582995951417,437.3,715.3,0,1.0,4.0,556.8,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1382.4,0.0,0.0,185.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
122,123,1619444631.7,1394.1,123.1,187.7,21.0,106.0,1.42,139.0,549.7,154.10658645480663,98.51131463821483,710.0,1980.0,11.8,379.7,4.061738424045491,438.2,685.5,0,1.0,4.0,536.2857142857143,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1394.1,0.0,0.0,187.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
123,124,1619444634.7,1406.0,123.6,185.2,21.0,106.0,1.45,140.0,548.3,156.60196662934837,96.30818619582664,730.0,2029.9999999999998,11.9,382.7,4.045307443365696,428.4,696.6,0,1.0,4.0,529.1428571428571,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1406.0,0.0,0.0,185.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
124,125,1619444637.6,1417.9,123.9,183.8,20.0,107.0,1.42,142.0,546.3,152.60036598909227,99.41055073714878,720.0,1980.0,11.9,385.6,4.035512510088781,442.2,678.8000000000001,0,1.0,4.0,551.4,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1417.9,0.0,0.0,183.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
125,126,1619444640.5,1429.8,123.7,185.0,21.0,107.0,1.42,146.0,544.7,153.09494584350594,97.90433027143442,710.0,2029.9999999999998,11.8,388.5,4.042037186742118,435.5,681.0,0,1.0,4.0,528.5714285714286,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,1429.8,0.0,0.0,185.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
126,127,1619444643.5,1441.7,124.0,183.6,20.0,106.0,1.45,150.0,548.5,150.80189379122433,96.10585807356651,730.0,2070.0,11.9,391.5,4.032258064516129,427.5,670.8,0,1.0,4.0,550.8,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,1441.7,0.0,0.0,183.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
127,128,1619444646.5,1453.8,124.7,180.7,20.0,107.0,1.45,155.0,548.9,152.60036598909227,98.10665839369454,740.0,2070.0,12.1,394.5,4.0096230954290295,436.4,678.8000000000001,0,1.0,4.0,542.1,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,1453.8,0.0,0.0,180.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
128,129,1619444649.5,1465.9,124.5,181.3,20.0,106.0,1.45,160.0,550.4,152.19570974457199,97.20742229476059,740.0,1970.0,12.1,397.5,4.016064257028113,432.4,677.0,0,1.0,4.0,543.9,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,1465.9,0.0,0.0,181.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
