index,index,TimeStamp (sec), latitude, longitude,DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), HRCur (bpm), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
2658,2658,1466251381.7919998,38.889053,-77.054445,1930.51,27.0,1.0,4.0,1930.51,inf,595.7999997138977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1931.71,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2659,2661,1466251382.0900002,38.88907,-77.054462,1932.74,27.0,1.0,4.0,1932.74,inf,596.0980000495911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1933.94,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2660,2659,1466251382.3000002,38.889058,-77.054452,1931.22,27.0,1.0,4.0,1931.22,inf,596.308000087738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1932.42,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2661,2662,1466251382.394,38.889077,-77.054465,1933.59,27.0,1.0,4.0,1933.59,inf,596.4019999504089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1934.79,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2662,2660,1466251382.652,38.889063,-77.054457,1932.03,27.0,1.0,4.0,1932.03,inf,596.6599998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1933.23,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2663,2663,1466251382.876,38.889082,-77.05447,1934.39,27.0,1.0,4.0,1934.39,inf,596.8839998245239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1935.5900000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2664,2666,1466251383.0900002,38.889102,-77.054485,1936.82,27.0,1.0,4.0,1936.82,inf,597.0980000495911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1938.02,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2665,2664,1466251383.348,38.889088,-77.054475,1935.1,27.0,1.0,4.0,1935.1,inf,597.3559999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1936.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2666,2667,1466251383.44,38.889108,-77.05449,1937.68,28.0,1.0,4.0,1937.68,inf,597.4479999542236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1938.88,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2667,2665,1466251383.606,38.889095,-77.05448,1935.96,27.0,1.0,4.0,1935.96,inf,597.6139998435974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1937.16,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2668,2668,1466251383.9039998,38.889115,-77.054495,1938.54,28.0,1.0,4.0,1938.54,inf,597.9119997024536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1939.74,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2669,2671,1466251384.126,38.88913,-77.054508,1940.81,28.0,1.0,4.0,1940.81,inf,598.1339998245239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1942.01,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2670,2669,1466251384.284,38.88912,-77.0545,1939.4,28.0,1.0,4.0,1939.4,inf,598.2919998168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1940.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2671,2672,1466251384.4180002,38.889135,-77.054513,1941.43,28.0,1.0,4.0,1941.43,inf,598.4260001182556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1942.63,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2672,2670,1466251384.62,38.889125,-77.054505,1940.11,28.0,1.0,4.0,1940.11,inf,598.6279997825623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1941.31,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2673,2673,1466251384.9299998,38.889142,-77.05452,1942.14,28.0,1.0,4.0,1942.14,inf,598.9379997253418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1943.3400000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2674,2674,1466251385.236,38.889148,-77.054525,1943.08,28.0,1.0,4.0,1943.08,inf,599.2439999580383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1944.28,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2675,2677,1466251385.494,38.889168,-77.054542,1945.67,28.0,1.0,4.0,1945.67,inf,599.5019998550415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1946.8700000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2676,2675,1466251385.712,38.889155,-77.05453,1943.95,28.0,1.0,4.0,1943.95,inf,599.7199997901917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1945.15,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2677,2678,1466251385.7919998,38.889177,-77.054547,1946.61,28.0,1.0,4.0,1946.61,inf,599.7999997138977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1947.81,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2678,2676,1466251385.9899998,38.889162,-77.054535,1944.81,28.0,1.0,4.0,1944.81,inf,599.9979996681213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1946.01,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2679,2679,1466251386.236,38.889183,-77.054552,1947.64,27.0,1.0,4.0,1947.64,inf,600.2439999580383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1948.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2680,2682,1466251386.402,38.889198,-77.054567,1949.9,27.0,1.0,4.0,1949.9,inf,600.4099998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1951.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2681,2680,1466251386.658,38.889188,-77.054557,1948.5,27.0,1.0,4.0,1948.5,inf,600.6659998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1949.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2682,2683,1466251386.8860002,38.889203,-77.054572,1950.6,27.0,1.0,4.0,1950.6,inf,600.8940000534058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1951.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2683,2681,1466251386.9840002,38.889193,-77.054562,1949.2,27.0,1.0,4.0,1949.2,inf,600.9920001029968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1950.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2684,2686,1466251387.0819998,38.889223,-77.054587,1953.02,27.0,1.0,4.0,1953.02,inf,601.0899996757507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1954.22,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2685,2684,1466251387.212,38.88921,-77.054577,1951.3,27.0,1.0,4.0,1951.3,inf,601.2199997901917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1952.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2686,2687,1466251387.3839998,38.88923,-77.054592,1953.88,27.0,1.0,4.0,1953.88,inf,601.3919997215271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1955.0800000000002,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2687,2685,1466251387.6539998,38.889217,-77.054582,1952.16,27.0,1.0,4.0,1952.16,inf,601.6619997024536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1953.3600000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2688,2688,1466251387.868,38.889237,-77.054597,1954.73,27.0,1.0,4.0,1954.73,inf,601.8759999275208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1955.93,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2689,2691,1466251388.08,38.889257,-77.054613,1957.3,28.0,1.0,4.0,1957.3,inf,602.0879998207092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1958.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2690,2689,1466251388.29,38.889243,-77.054602,1955.59,28.0,1.0,4.0,1955.59,inf,602.2979998588562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1956.79,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2691,2692,1466251388.494,38.889262,-77.05462,1958.24,28.0,1.0,4.0,1958.24,inf,602.5019998550415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1959.44,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2692,2690,1466251388.6680002,38.88925,-77.054607,1956.44,28.0,1.0,4.0,1956.44,inf,602.6760001182556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1957.64,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2693,2693,1466251388.86,38.889268,-77.054625,1959.05,28.0,1.0,4.0,1959.05,inf,602.867999792099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1960.25,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2694,2696,1466251389.028,38.889287,-77.054642,1961.47,28.0,1.0,4.0,1961.47,inf,603.0360000133514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1962.67,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2695,2694,1466251389.2800002,38.889275,-77.05463,1959.9,28.0,1.0,4.0,1959.9,inf,603.2880001068115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1961.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2696,2697,1466251389.428,38.889293,-77.054647,1962.41,28.0,1.0,4.0,1962.41,inf,603.4359998703003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1963.6100000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2697,2695,1466251389.656,38.88928,-77.054635,1960.76,28.0,1.0,4.0,1960.76,inf,603.6639997959137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1961.96,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2698,2698,1466251389.816,38.8893,-77.054652,1963.27,28.0,1.0,4.0,1963.27,inf,603.8239998817444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1964.47,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2699,2701,1466251390.1220002,38.889322,-77.054667,1966.01,28.0,1.0,4.0,1966.01,inf,604.1300001144409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1967.21,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2700,2702,1466251390.42,38.889327,-77.054672,1966.87,28.0,1.0,4.0,1966.87,inf,604.4279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1968.07,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2701,2699,1466251390.4580002,38.889308,-77.054657,1964.12,28.0,1.0,4.0,1964.12,inf,604.4660000801086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1965.32,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2702,2700,1466251390.6,38.889315,-77.054662,1965.15,28.0,1.0,4.0,1965.15,inf,604.6079998016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1966.3500000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2703,2703,1466251390.8639998,38.88933,-77.054677,1967.57,28.0,1.0,4.0,1967.57,inf,604.8719997406006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1968.77,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2704,2704,1466251391.23,38.889337,-77.054682,1968.14,28.0,1.0,4.0,1968.14,inf,605.2379999160767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1969.3400000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2705,2707,1466251391.434,38.889355,-77.054697,1970.55,28.0,1.0,4.0,1970.55,inf,605.441999912262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1971.75,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2706,2705,1466251391.704,38.889342,-77.054687,1968.99,28.0,1.0,4.0,1968.99,inf,605.7119998931885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1970.19,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2707,2708,1466251391.7800002,38.889362,-77.054702,1971.41,28.0,1.0,4.0,1971.41,inf,605.7880001068115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1972.6100000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2708,2706,1466251391.998,38.889348,-77.054692,1969.69,28.0,1.0,4.0,1969.69,inf,606.0059998035431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1970.89,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2709,2711,1466251392.126,38.889382,-77.054715,1973.77,28.0,1.0,4.0,1973.77,inf,606.1339998245239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1974.97,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2710,2709,1466251392.3779998,38.889368,-77.054705,1972.27,28.0,1.0,4.0,1972.27,inf,606.3859996795654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1973.47,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2711,2712,1466251392.4,38.889387,-77.05472,1974.79,28.0,1.0,4.0,1974.79,inf,606.4079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1975.99,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2712,2710,1466251392.5819998,38.889373,-77.05471,1973.07,28.0,1.0,4.0,1973.07,inf,606.5899996757507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1974.27,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2713,2713,1466251392.914,38.889393,-77.054725,1975.5,28.0,1.0,4.0,1975.5,inf,606.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1976.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2714,2714,1466251393.19,38.889398,-77.05473,1976.36,28.0,1.0,4.0,1976.36,inf,607.1979999542236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1977.56,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2715,2717,1466251393.5159998,38.889417,-77.054745,1978.62,28.0,1.0,4.0,1978.62,inf,607.5239996910095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1979.82,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2716,2715,1466251393.7140002,38.889403,-77.054735,1977.07,28.0,1.0,4.0,1977.07,inf,607.7220001220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1978.27,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2717,2718,1466251393.8200002,38.889423,-77.05475,1979.47,28.0,1.0,4.0,1979.47,inf,607.8280000686646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1980.67,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2718,2716,1466251393.98,38.88941,-77.05474,1977.77,28.0,1.0,4.0,1977.77,inf,607.9879999160767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1978.97,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2719,2721,1466251394.1360002,38.889443,-77.054767,1982.12,28.0,1.0,4.0,1982.12,inf,608.1440000534058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1983.32,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2720,2719,1466251394.3060002,38.88943,-77.054755,1980.32,28.0,1.0,4.0,1980.32,inf,608.3140001296997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1981.52,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2721,2722,1466251394.39,38.88945,-77.054772,1982.99,27.0,1.0,4.0,1982.99,inf,608.3980000019073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1984.19,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2722,2720,1466251394.6139998,38.889437,-77.054762,1981.18,28.0,1.0,4.0,1981.18,inf,608.6219997406006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1982.38,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2723,2723,1466251394.934,38.889457,-77.054777,1983.85,27.0,1.0,4.0,1983.85,inf,608.941999912262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1985.05,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
