index,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts),Cals, Cadence (stokes/min), HRCur (bpm),DutyCycle,Rowfile_Id,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17, lapIdx, ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
0,1642613581.337,2.17014408111572,313.081383705139,11.4050264358521,0.126725092530251,0.0,110.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5970288430528388,0.0,0.0,0.0,1.0,4.0,0,inf,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2.17014408111572,11.4050264358521,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1,1642613584.932,7.51141881942749,216.57747030258201,34.4530944824219,0.387380838394165,27.0,110.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,3.5950000286102295,0.0,0.0,0.0,0.0,0.0,0.0,2.30864271939942,0.0,0.0,0.0,1.0,4.0,1,76.56243218315979,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,7.51141881942749,34.4530944824219,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2,1642613587.062,13.8807716369629,167.9019778966905,73.943603515625,0.695513248443604,27.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,5.7250001430511475,0.0,0.0,0.0,0.0,0.0,0.0,2.9779279926508564,0.0,0.0,0.0,1.0,4.0,2,164.31911892361111,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,13.880771636962898,73.943603515625,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3,1642613589.335,23.0051116943359,124.041736125946,183.385299682617,1.17594683170319,27.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,7.998000144958496,0.0,0.0,0.0,0.0,0.0,0.0,4.030901337049363,0.0,0.0,0.0,1.0,4.0,3,407.5228881835933,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,23.0051116943359,0.0,0.0,183.385299682617,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
4,1642613591.791,31.2144641876221,150.319129228592,103.044609069824,1.61606228351593,25.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,10.453999996185303,0.0,0.0,0.0,0.0,0.0,0.0,3.3262566285868003,0.0,0.0,0.0,1.0,4.0,4,247.3070617675776,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,31.2144641876221,103.044609069824,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
5,1642613594.198,39.3442192077637,147.657707333565,108.717559814453,2.0573627948761,24.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,12.861000061035156,0.0,0.0,0.0,0.0,0.0,0.0,3.386209965122097,0.0,0.0,0.0,1.0,4.0,5,271.7938995361325,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,39.3442192077637,108.717559814453,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
6,1642613596.65,47.5674133300781,148.8764733076095,106.069328308105,2.50471711158752,24.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,15.313000202178955,0.0,0.0,0.0,0.0,0.0,0.0,3.3584890136865138,0.0,0.0,0.0,1.0,4.0,6,265.1733207702625,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,47.5674133300781,106.069328308105,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
7,1642613599.246,56.3014221191406,149.032026529312,105.737548828125,2.98183369636536,24.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,17.909000158309937,0.0,0.0,0.0,0.0,0.0,0.0,3.3549835672512898,0.0,0.0,0.0,1.0,4.0,7,264.3438720703125,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,56.3014221191406,105.737548828125,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
8,1642613601.803,64.8916091918945,148.796498775482,106.240447998047,3.4517023563385,23.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,20.466000080108643,0.0,0.0,0.0,0.0,0.0,0.0,3.360294120592491,0.0,0.0,0.0,1.0,4.0,8,277.1489947775139,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,64.8916091918945,106.240447998047,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
9,1642613604.412,73.787971496582,146.6833651065825,110.898445129395,3.94256639480591,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,23.075000047683716,0.0,0.0,0.0,0.0,0.0,0.0,3.4087028180509216,0.0,0.0,0.0,1.0,4.0,9,289.3002916419,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,73.787971496582,110.898445129395,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
10,1642613606.807,81.967529296875,145.78714966774,112.956260681152,4.39483737945557,24.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,25.47000002861023,0.0,0.0,0.0,0.0,0.0,0.0,3.4296575599395283,0.0,0.0,0.0,1.0,4.0,10,282.39065170288,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,81.967529296875,112.956260681152,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
11,1642613609.587,91.6132659912109,144.679144024849,115.571365356445,4.93313598632813,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,28.25,0.0,0.0,0.0,0.0,0.0,0.0,3.455923128174741,0.0,0.0,0.0,1.0,4.0,11,301.49051832116083,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,91.6132659912109,115.571365356445,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
12,1642613612.184,100.37451171875,147.490844130516,109.086967468262,5.41543912887573,22.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,30.847000122070312,0.0,0.0,0.0,0.0,0.0,0.0,3.390040940829828,0.0,0.0,0.0,1.0,4.0,12,297.5099112770782,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,100.37451171875,109.086967468262,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
13,1642613614.758,109.074745178223,147.933080792427,108.11156463623,5.89498710632324,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,33.4210000038147,0.0,0.0,0.0,0.0,0.0,0.0,3.379906626169554,0.0,0.0,0.0,1.0,4.0,13,282.0301686162522,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,109.074745178223,108.11156463623,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
14,1642613617.389,117.917892456055,148.760676383972,106.317222595215,6.38103294372559,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,36.05200004577637,0.0,0.0,0.0,0.0,0.0,0.0,3.361103297953758,0.0,0.0,0.0,1.0,4.0,14,277.34927633534346,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,117.917892456055,106.317222595215,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
15,1642613620.209,127.391319274902,149.3984013795855,104.961540222168,6.90167617797852,22.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,38.872000217437744,0.0,0.0,0.0,0.0,0.0,0.0,3.346756025384903,0.0,0.0,0.0,1.0,4.0,15,286.2587460604582,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,127.391319274902,104.961540222168,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
16,1642613622.682,135.770446777344,147.0773071050645,110.009712219238,7.36445474624634,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,41.34500002861023,0.0,0.0,0.0,0.0,0.0,0.0,3.3995727134358367,0.0,0.0,0.0,1.0,4.0,16,286.9818579632296,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,135.770446777344,110.009712219238,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
17,1642613625.329,144.878234863281,145.5715000629425,113.459007263184,7.87200927734375,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,43.992000102996826,0.0,0.0,0.0,0.0,0.0,0.0,3.4347382542860996,0.0,0.0,0.0,1.0,4.0,17,295.9800189474365,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,144.878234863281,113.459007263184,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
18,1642613627.963,154.052703857422,143.83365213871,117.621444702148,8.38708114624023,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,46.62600016593933,0.0,0.0,0.0,0.0,0.0,0.0,3.4762379496406797,0.0,0.0,0.0,1.0,4.0,18,306.8385513969078,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,154.052703857422,117.621444702148,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
19,1642613630.538,163.106048583984,142.06625521183,122.066146850586,8.89821434020996,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,49.20100021362305,0.0,0.0,0.0,0.0,0.0,0.0,3.5194846183174717,0.0,0.0,0.0,1.0,4.0,19,318.4334265667461,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,163.106048583984,122.066146850586,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
20,1642613633.168,172.314559936523,143.0587768554685,119.543098449707,9.41718292236328,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,51.831000089645386,0.0,0.0,0.0,0.0,0.0,0.0,3.495066929763752,0.0,0.0,0.0,1.0,4.0,20,311.8515611731487,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,172.314559936523,119.543098449707,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
21,1642613635.763,181.442901611328,142.2437578439715,121.609748840332,9.93335151672363,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,54.426000118255615,0.0,0.0,0.0,0.0,0.0,0.0,3.51509273643104,0.0,0.0,0.0,1.0,4.0,21,317.24282306173563,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,181.442901611328,121.609748840332,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,1642613638.405,190.801620483398,141.39461517334001,123.813911437988,10.4648742675781,23.0,107.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,57.068000078201294,0.0,0.0,0.0,0.0,0.0,0.0,3.536202558966157,0.0,0.0,0.0,1.0,4.0,22,322.9928124469252,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,190.801620483398,123.813911437988,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,1642613641.01,200.030990600586,141.05387032032,124.713371276855,10.9893360137939,23.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,59.67300009727478,0.0,0.0,0.0,0.0,0.0,0.0,3.544744989021197,0.0,0.0,0.0,1.0,4.0,23,325.3392294178826,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,200.030990600586,0.0,124.713371276855,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,1642613643.632,209.1943359375,142.73764193058,120.351776123047,11.506010055542,23.0,108.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,62.295000076293945,0.0,0.0,0.0,0.0,0.0,0.0,3.5029302238520477,0.0,0.0,0.0,1.0,4.0,24,313.96115510360084,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,209.1943359375,120.351776123047,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,1642613646.242,218.268707275391,143.8785195350645,117.511444091797,12.0161266326904,23.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,64.90500020980835,0.0,0.0,0.0,0.0,0.0,0.0,3.475153911895413,0.0,0.0,0.0,1.0,4.0,25,306.55159328294866,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,218.268707275391,117.511444091797,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,1642613648.69,226.765701293945,143.3569192886355,118.798805236816,12.4934549331665,23.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,67.35300016403198,0.0,0.0,0.0,0.0,0.0,0.0,3.487798164756161,0.0,0.0,0.0,1.0,4.0,26,309.90992670473736,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,226.765701293945,118.798805236816,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,1642613651.334,236.009246826172,143.17025244236,119.264083862305,13.0150413513184,23.0,109.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,69.99700021743774,0.0,0.0,0.0,0.0,0.0,0.0,3.4923455918421236,0.0,0.0,0.0,1.0,4.0,27,311.12369703210004,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,236.009246826172,119.264083862305,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,1642613654.042,245.617126464844,141.318306326866,124.014587402344,13.562201499939,23.0,110.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,72.70500016212463,0.0,0.0,0.0,0.0,0.0,0.0,3.538112032304657,0.0,0.0,0.0,1.0,4.0,28,323.51631496263656,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,245.617126464844,124.014587402344,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,1642613656.464,254.046279907227,142.874836921692,120.005401611328,14.0366668701172,23.0,110.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,75.12700009346008,0.0,0.0,0.0,0.0,0.0,0.0,3.4995665491051025,0.0,0.0,0.0,1.0,4.0,29,313.05756942085566,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,254.046279907227,120.005401611328,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,1642613659.215,263.670623779297,143.2462334632875,119.074401855469,14.5802001953125,22.0,111.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,77.87800002098083,0.0,0.0,0.0,0.0,0.0,0.0,3.4904931732682853,0.0,0.0,0.0,1.0,4.0,30,324.7483686967337,111.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,263.670623779297,119.074401855469,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,1642613661.795,272.644348144531,143.632009625435,118.117523193359,15.0852451324463,23.0,112.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,80.45800018310547,0.0,0.0,0.0,0.0,0.0,0.0,3.481118180438365,0.0,0.0,0.0,1.0,4.0,31,308.13266920006697,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,272.644348144531,118.117523193359,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,1642613664.411,281.764617919922,143.223375082016,119.131423950195,15.5992345809937,23.0,113.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,83.07400012016296,0.0,0.0,0.0,0.0,0.0,0.0,3.4910502542875985,0.0,0.0,0.0,1.0,4.0,32,310.77762769616083,113.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,281.764617919922,119.131423950195,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,1642613667.219,291.614685058594,143.366888165474,118.774024963379,16.1567287445068,23.0,113.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,85.882000207901,0.0,0.0,0.0,0.0,0.0,0.0,3.4875556441100977,0.0,0.0,0.0,1.0,4.0,33,309.84528251316266,113.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,291.614685058594,118.774024963379,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,1642613669.668,300.147491455078,142.9236978292465,119.882369995117,16.6376037597656,23.0,114.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,88.33100008964539,0.0,0.0,0.0,0.0,0.0,0.0,3.4983701624999863,0.0,0.0,0.0,1.0,4.0,34,312.7366173785661,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,300.147491455078,119.882369995117,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
35,1642613672.408,309.784240722656,142.379865050316,121.261329650879,17.1839752197266,22.0,114.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,91.07100009918213,0.0,0.0,0.0,0.0,0.0,0.0,3.5117325039134126,0.0,0.0,0.0,1.0,4.0,35,330.71271722967003,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,309.784240722656,121.261329650879,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
36,1642613675.05,319.132629394531,141.5684521198275,123.358360290527,17.7160873413086,23.0,114.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,93.71300005912781,0.0,0.0,0.0,0.0,0.0,0.0,3.5318603298479667,0.0,0.0,0.0,1.0,4.0,36,321.8044181492009,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,319.132629394531,123.358360290527,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
37,1642613677.5,327.744384765625,141.6779458522795,123.072578430176,18.2042121887207,23.0,115.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,96.16300010681152,0.0,0.0,0.0,0.0,0.0,0.0,3.529130783144788,0.0,0.0,0.0,1.0,4.0,37,321.058900252633,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,327.744384765625,123.072578430176,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
38,1642613680.094,336.940765380859,141.005977988243,124.840492248535,18.7284889221191,23.0,115.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,98.757000207901,0.0,0.0,0.0,0.0,0.0,0.0,3.5459489528996406,0.0,0.0,0.0,1.0,4.0,38,325.67084934400435,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,336.940765380859,0.0,124.840492248535,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
39,1642613682.69,346.066833496094,142.186388373375,121.757011413574,19.2460346221924,23.0,115.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,101.35300016403198,0.0,0.0,0.0,0.0,0.0,0.0,3.516511008684057,0.0,0.0,0.0,1.0,4.0,39,317.62698629628,115.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,346.066833496094,121.757011413574,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
40,1642613685.3,355.196472167969,143.0470049381255,119.572616577148,19.7619857788086,23.0,116.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,103.96300005912781,0.0,0.0,0.0,0.0,0.0,0.0,3.4953545529755994,0.0,0.0,0.0,1.0,4.0,40,311.92856498386436,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,355.196472167969,119.572616577148,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
41,1642613687.882,364.173400878906,143.940255045891,117.360305786133,20.267427444458,23.0,116.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,106.54500007629395,0.0,0.0,0.0,0.0,0.0,0.0,3.4736634295985516,0.0,0.0,0.0,1.0,4.0,41,306.1573194420861,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,364.173400878906,117.360305786133,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
42,1642613690.46,373.143249511719,143.2314217090605,119.111343383789,20.7726974487305,23.0,116.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,109.1230001449585,0.0,0.0,0.0,0.0,0.0,0.0,3.4908541298684264,0.0,0.0,0.0,1.0,4.0,42,310.72524360988433,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,373.143249511719,119.111343383789,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
43,1642613693.199,382.763031005859,143.180102109909,119.239471435547,21.3179244995117,23.0,117.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,111.86199998855591,0.0,0.0,0.0,0.0,0.0,0.0,3.4921053458684237,0.0,0.0,0.0,1.0,4.0,43,311.05949070142697,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,382.763031005859,119.239471435547,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
44,1642613695.777,391.713256835937,143.55647563934352,118.304069519043,21.8213233947754,23.0,117.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,114.44000005722046,0.0,0.0,0.0,0.0,0.0,0.0,3.482949813118486,0.0,0.0,0.0,1.0,4.0,44,308.6193117888078,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,391.713256835937,118.304069519043,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
45,1642613698.547,401.313629150391,144.7021067142485,115.516357421875,22.3607311248779,22.0,117.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,117.21000003814697,0.0,0.0,0.0,0.0,0.0,0.0,3.4553747098332064,0.0,0.0,0.0,1.0,4.0,45,315.0446111505682,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,401.313629150391,115.516357421875,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
46,1642613701.13,410.327972412109,142.5014436244965,120.951217651367,22.869478225708,22.0,117.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,119.79300022125244,0.0,0.0,0.0,0.0,0.0,0.0,3.5087363838751195,0.0,0.0,0.0,1.0,4.0,46,329.8669572310009,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,410.327972412109,120.951217651367,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
47,1642613703.858,419.916717529297,142.6888555288315,120.47526550293,23.4134063720703,23.0,118.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,122.52100014686584,0.0,0.0,0.0,0.0,0.0,0.0,3.504127902259127,0.0,0.0,0.0,1.0,4.0,47,314.2833013119913,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,419.916717529297,120.47526550293,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
48,1642613706.462,429.060791015625,142.0415341854095,122.129890441895,23.9316806793213,23.0,118.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,125.125,0.0,0.0,0.0,0.0,0.0,0.0,3.5200971523395443,0.0,0.0,0.0,1.0,4.0,48,318.5997141962478,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,429.060791015625,122.129890441895,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
49,1642613709.259,438.877410888672,143.12438666820552,119.378776550293,24.487922668457,22.0,118.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,127.92200016975403,0.0,0.0,0.0,0.0,0.0,0.0,3.4934647521607363,0.0,0.0,0.0,1.0,4.0,49,325.5784815007991,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,438.877410888672,119.378776550293,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
50,1642613711.992,448.485015869141,142.438292503357,121.112167358398,25.0329532623291,22.0,119.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,130.65500020980835,0.0,0.0,0.0,0.0,0.0,0.0,3.5102920093500556,0.0,0.0,0.0,1.0,4.0,50,330.30591097744906,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,448.485015869141,121.112167358398,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
51,1642613714.557,457.508758544922,141.9032365083695,122.487319946289,25.5452270507813,23.0,119.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,133.22000002861023,0.0,0.0,0.0,0.0,0.0,0.0,3.5235278088284465,0.0,0.0,0.0,1.0,4.0,51,319.53213899031914,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,457.508758544922,122.487319946289,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
52,1642613717.125,466.530456542969,141.71139895916,122.98543548584,26.0567798614502,22.0,119.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,135.78800010681152,0.0,0.0,0.0,0.0,0.0,0.0,3.528297678749863,0.0,0.0,0.0,1.0,4.0,52,335.4148240522909,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,466.530456542969,122.98543548584,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
53,1642613719.813,476.073364257813,140.841394662857,125.278656005859,26.601749420166,22.0,119.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,138.4760000705719,0.0,0.0,0.0,0.0,0.0,0.0,3.5500926499406575,0.0,0.0,0.0,1.0,4.0,53,341.6690618341609,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,476.073364257813,0.0,125.278656005859,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
54,1642613722.582,485.911376953125,141.3111835718155,124.033340454102,27.1639728546143,23.0,120.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,141.24500012397766,0.0,0.0,0.0,0.0,0.0,0.0,3.5382903699613832,0.0,0.0,0.0,1.0,4.0,54,323.56523596722263,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,485.911376953125,124.033340454102,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
55,1642613725.213,495.234771728516,141.027554869652,124.783195495605,27.6958465576172,23.0,120.0,0.333333343267441,2136017.0,,,,,,,,,,0.0,143.87600016593933,0.0,0.0,0.0,0.0,0.0,0.0,3.5454064311200506,0.0,0.0,0.0,1.0,4.0,55,325.5213795537522,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,495.234771728516,0.0,124.783195495605,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
