index,Stroke, ElapsedTime (sec), Horizontal (meters), Cadence (stokes/min),Speed,Ratio, StrokeDistance (meters), HRCur (bpm), Stroke500mPace (sec/500m),TimeStamp (sec), Power (watts), DriveLength (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
65,66,128.45,454.8,30.96,0.0,58.33,7.43,0.0,138.5714285714274,1712902930.3526375,0.0,0.0,0.0,0.0,0.0,0.0,3.608247422680443,0.0,0.0,0.0,0,1.0,4.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,454.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
66,67,130.4,462.2,30.77,0.0,56.97,7.0,0.0,131.7567567567583,1712902932.2526376,0.0,0.0,0.0,0.0,0.0,0.0,3.7948717948717503,0.0,0.0,0.0,0,1.0,4.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,462.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,68,132.3,468.61,31.58,0.0,51.16,6.9,0.0,148.20592823712934,1712902934.0526378,0.0,0.0,0.0,0.0,0.0,0.0,3.373684210526319,0.0,0.0,0.0,0,1.0,4.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,468.61,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,69,134.24,475.89,30.86,0.0,55.6,6.48,0.0,133.2417582417586,1712902936.932638,0.0,0.0,0.0,0.0,0.0,0.0,3.752577319587619,0.0,0.0,0.0,0,1.0,4.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,475.89,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,70,136.17,482.52,31.15,0.0,55.12,7.34,0.0,145.55052790346755,1712902938.7926376,0.0,0.0,0.0,0.0,0.0,0.0,3.435233160621798,0.0,0.0,0.0,0,1.0,4.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,482.52,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,71,138.1,489.85,31.07,0.0,51.16,7.33,0.0,131.65075034106385,1712902940.6526377,0.0,0.0,0.0,0.0,0.0,0.0,3.797927461139904,0.0,0.0,0.0,0,1.0,4.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,489.85,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
71,72,140.07,497.17,30.47,0.0,58.4,7.33,0.0,134.5628415300547,1712902942.5926378,0.0,0.0,0.0,0.0,0.0,0.0,3.7157360406091358,0.0,0.0,0.0,0,1.0,4.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,497.17,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
72,73,141.98,504.02,31.41,0.0,59.83,6.84,0.0,139.416058394161,1712902944.412638,0.0,0.0,0.0,0.0,0.0,0.0,3.586387434554963,0.0,0.0,0.0,0,1.0,4.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,504.02,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,74,143.96,511.3,30.3,0.0,53.93,7.28,0.0,135.9890109890117,1712902946.372638,0.0,0.0,0.0,0.0,0.0,0.0,3.676767676767658,0.0,0.0,0.0,0,1.0,4.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,511.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,75,145.9,517.73,30.93,0.0,56.73,6.43,0.0,150.8553654743387,1712902948.2526376,0.0,0.0,0.0,0.0,0.0,0.0,3.314432989690729,0.0,0.0,0.0,0,1.0,4.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,517.73,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,76,147.85,525.35,30.77,0.0,52.34,7.62,0.0,127.95275590551098,1712902950.1526377,0.0,0.0,0.0,0.0,0.0,0.0,3.907692307692333,0.0,0.0,0.0,0,1.0,4.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,525.35,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,77,149.68,531.4,32.79,0.0,55.56,6.05,0.0,151.2396694214898,1712902951.8126376,0.0,0.0,0.0,0.0,0.0,0.0,3.3060109289617006,0.0,0.0,0.0,0,1.0,4.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,531.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,78,151.51,538.74,32.79,0.0,50.24,7.43,0.0,124.6594005449575,1712902953.472638,0.0,0.0,0.0,0.0,0.0,0.0,4.010928961748686,0.0,0.0,0.0,0,1.0,4.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,538.74,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,79,153.37,545.49,32.26,0.0,55.16,6.67,0.0,137.7777777777788,1712902955.1926377,0.0,0.0,0.0,0.0,0.0,0.0,3.6290322580644894,0.0,0.0,0.0,0,1.0,4.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,545.49,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,80,155.23,551.68,32.26,0.0,59.72,6.19,0.0,150.24232633279507,1712902957.912638,0.0,0.0,0.0,0.0,0.0,0.0,3.3279569892473067,0.0,0.0,0.0,0,1.0,4.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,551.68,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,81,157.08,558.76,32.43,0.0,58.14,7.08,0.0,130.64971751412514,1712902959.6126378,0.0,0.0,0.0,0.0,0.0,0.0,3.827027027027002,0.0,0.0,0.0,0,1.0,4.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,558.76,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,82,159.02,566.58,30.93,0.0,52.8,7.81,0.0,124.0409207161116,1712902961.4926379,0.0,0.0,0.0,0.0,0.0,0.0,4.0309278350515765,0.0,0.0,0.0,0,1.0,4.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,566.58,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,83,160.92,573.61,31.58,0.0,59.18,7.03,0.0,135.13513513513405,1712902963.2926376,0.0,0.0,0.0,0.0,0.0,0.0,3.70000000000003,0.0,0.0,0.0,0,1.0,4.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,573.61,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,84,162.89,580.43,30.46,0.0,51.68,6.82,0.0,144.42815249266988,1712902965.2326376,0.0,0.0,0.0,0.0,0.0,0.0,3.461928934010122,0.0,0.0,0.0,0,1.0,4.0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,580.43,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,85,164.86,587.61,30.46,0.0,57.42,7.18,0.0,137.18662952646307,1712902967.1726377,0.0,0.0,0.0,0.0,0.0,0.0,3.6446700507614036,0.0,0.0,0.0,0,1.0,4.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,587.61,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,86,166.91,595.18,29.27,0.0,58.61,7.17,0.0,135.40290620871863,1712902969.2726376,0.0,0.0,0.0,0.0,0.0,0.0,3.692682926829268,0.0,0.0,0.0,0,1.0,4.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,595.18,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,87,168.95,602.39,29.41,0.0,57.42,7.61,0.0,141.4701803051305,1712902971.3526375,0.0,0.0,0.0,0.0,0.0,0.0,3.5343137254902275,0.0,0.0,0.0,0,1.0,4.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,602.39,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,88,170.99,609.99,29.41,0.0,54.1,7.2,0.0,134.21052631579042,1712902973.432638,0.0,0.0,0.0,0.0,0.0,0.0,3.7254901960784053,0.0,0.0,0.0,0,1.0,4.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,609.99,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,89,173.06,617.17,28.99,0.0,52.34,7.59,0.0,144.15041782729858,1712902975.5726378,0.0,0.0,0.0,0.0,0.0,0.0,3.468599033816412,0.0,0.0,0.0,0,1.0,4.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,617.17,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,90,175.02,623.93,30.61,0.0,50.44,6.84,0.0,144.9704142011842,1712902977.4926379,0.0,0.0,0.0,0.0,0.0,0.0,3.448979591836716,0.0,0.0,0.0,0,1.0,4.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,623.93,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,91,176.95,631.21,31.09,0.0,56.28,7.2,0.0,132.55494505494198,1712902979.3526375,0.0,0.0,0.0,0.0,0.0,0.0,3.7720207253886886,0.0,0.0,0.0,0,1.0,4.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,631.21,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,92,178.94,638.38,30.15,0.0,56.97,7.17,0.0,138.7726638772678,1712902981.3326375,0.0,0.0,0.0,0.0,0.0,0.0,3.6030150753768475,0.0,0.0,0.0,0,1.0,4.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,638.38,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,93,180.9,645.53,30.61,0.0,53.44,6.75,0.0,137.06293706293806,1712902983.2526376,0.0,0.0,0.0,0.0,0.0,0.0,3.647959183673443,0.0,0.0,0.0,0,1.0,4.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,645.53,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,94,182.84,652.31,30.93,0.0,58.4,7.18,0.0,143.06784660767002,1712902985.1326377,0.0,0.0,0.0,0.0,0.0,0.0,3.4948453608247325,0.0,0.0,0.0,0,1.0,4.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,652.31,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,95,184.76,659.01,31.25,0.0,58.0,6.78,0.0,143.28358208955035,1712902986.972638,0.0,0.0,0.0,0.0,0.0,0.0,3.4895833333333792,0.0,0.0,0.0,0,1.0,4.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,659.01,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,96,186.7,665.43,30.93,0.0,56.97,6.34,0.0,151.0903426791285,1712902988.8526375,0.0,0.0,0.0,0.0,0.0,0.0,3.309278350515447,0.0,0.0,0.0,0,1.0,4.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,665.43,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,97,188.62,672.62,31.25,0.0,52.34,7.18,0.0,133.51877607788606,1712902990.6926377,0.0,0.0,0.0,0.0,0.0,0.0,3.744791666666664,0.0,0.0,0.0,0,1.0,4.0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,672.62,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,98,190.5,679.94,31.91,0.0,56.04,7.33,0.0,128.4153005464469,1712902992.452638,0.0,0.0,0.0,0.0,0.0,0.0,3.893617021276632,0.0,0.0,0.0,0,1.0,4.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,679.94,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,99,192.41,686.91,31.41,0.0,57.89,6.97,0.0,137.01578192252657,1712902994.2726376,0.0,0.0,0.0,0.0,0.0,0.0,3.649214659685825,0.0,0.0,0.0,0,1.0,4.0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,686.91,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,100,194.25,693.23,32.61,0.0,52.34,5.56,0.0,145.56962025316366,1712902996.952638,0.0,0.0,0.0,0.0,0.0,0.0,3.434782608695673,0.0,0.0,0.0,0,1.0,4.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,693.23,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,101,196.14,699.79,31.75,0.0,53.56,7.31,0.0,144.05487804878064,1712902998.7326376,0.0,0.0,0.0,0.0,0.0,0.0,3.470899470899467,0.0,0.0,0.0,0,1.0,4.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,699.79,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,102,198.09,707.0,30.77,0.0,51.14,7.2,0.0,135.22884882108232,1712903000.6326377,0.0,0.0,0.0,0.0,0.0,0.0,3.697435897435884,0.0,0.0,0.0,0,1.0,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,707.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,103,199.94,713.89,32.43,0.0,50.0,6.9,0.0,134.25253991291711,1712903002.3326375,0.0,0.0,0.0,0.0,0.0,0.0,3.7243243243243285,0.0,0.0,0.0,0,1.0,4.0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,713.89,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,104,201.83,720.81,31.75,0.0,52.69,6.51,0.0,136.56069364162036,1712903004.1126378,0.0,0.0,0.0,0.0,0.0,0.0,3.661375661375611,0.0,0.0,0.0,0,1.0,4.0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,720.81,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,105,203.67,726.89,32.61,0.0,51.16,6.5,0.0,151.31578947368115,1712903005.7926376,0.0,0.0,0.0,0.0,0.0,0.0,3.304347826087023,0.0,0.0,0.0,0,1.0,4.0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,726.89,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,106,205.53,734.37,32.26,0.0,52.59,7.47,0.0,124.33155080213965,1712903007.5126379,0.0,0.0,0.0,0.0,0.0,0.0,4.0215053763440665,0.0,0.0,0.0,0,1.0,4.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,734.37,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,107,207.42,741.36,31.75,0.0,52.34,6.99,0.0,135.19313304720913,1712903009.2926376,0.0,0.0,0.0,0.0,0.0,0.0,3.6984126984127306,0.0,0.0,0.0,0,1.0,4.0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,741.36,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,108,209.27,747.79,32.43,0.0,62.8,6.51,0.0,143.85692068429526,1712903011.9926379,0.0,0.0,0.0,0.0,0.0,0.0,3.475675675675606,0.0,0.0,0.0,0,1.0,4.0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,747.79,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,109,211.16,754.34,31.75,0.0,52.8,6.47,0.0,144.2748091603028,1712903013.7726376,0.0,0.0,0.0,0.0,0.0,0.0,3.465608465608527,0.0,0.0,0.0,0,1.0,4.0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,754.34,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,110,213.05,761.54,31.75,0.0,52.8,7.19,0.0,131.25000000000227,1712903015.5526378,0.0,0.0,0.0,0.0,0.0,0.0,3.8095238095237436,0.0,0.0,0.0,0,1.0,4.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,761.54,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,111,214.98,768.34,31.09,0.0,52.8,6.81,0.0,141.91176470587934,1712903017.412638,0.0,0.0,0.0,0.0,0.0,0.0,3.523316062176241,0.0,0.0,0.0,0,1.0,4.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,768.34,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,112,216.86,775.22,31.91,0.0,54.77,6.88,0.0,136.627906976746,1712903019.1726377,0.0,0.0,0.0,0.0,0.0,0.0,3.6595744680850575,0.0,0.0,0.0,0,1.0,4.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,775.22,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,113,218.85,782.44,30.15,0.0,56.68,7.21,0.0,137.81163434902862,1712903021.1526377,0.0,0.0,0.0,0.0,0.0,0.0,3.6281407035176367,0.0,0.0,0.0,0,1.0,4.0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,782.44,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,114,220.71,788.55,32.26,0.0,54.26,6.12,0.0,152.20949263502817,1712903022.872638,0.0,0.0,0.0,0.0,0.0,0.0,3.284946236559062,0.0,0.0,0.0,0,1.0,4.0,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,788.55,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,115,222.65,795.72,30.93,0.0,55.6,7.16,0.0,135.28591352858982,1712903024.7526376,0.0,0.0,0.0,0.0,0.0,0.0,3.6958762886598358,0.0,0.0,0.0,0,1.0,4.0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,795.72,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,116,224.6,802.83,30.77,0.0,52.66,7.11,0.0,137.13080168776264,1712903026.6526377,0.0,0.0,0.0,0.0,0.0,0.0,3.6461538461538745,0.0,0.0,0.0,0,1.0,4.0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,802.83,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,117,226.47,809.53,32.09,0.0,57.3,6.7,0.0,139.5522388059719,1712903028.392638,0.0,0.0,0.0,0.0,0.0,0.0,3.582887700534714,0.0,0.0,0.0,0,1.0,4.0,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,809.53,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,118,228.33,816.2,32.26,0.0,57.3,6.67,0.0,139.4302848575707,1712903030.1126378,0.0,0.0,0.0,0.0,0.0,0.0,3.586021505376357,0.0,0.0,0.0,0,1.0,4.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,816.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
118,119,230.2,821.96,32.09,0.0,52.66,5.77,0.0,162.32638888888707,1712903032.8526375,0.0,0.0,0.0,0.0,0.0,0.0,3.08021390374335,0.0,0.0,0.0,0,1.0,4.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,821.96,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
119,120,232.13,828.6,31.09,0.0,50.0,6.64,0.0,145.33132530120562,1712903034.7126377,0.0,0.0,0.0,0.0,0.0,0.0,3.440414507772002,0.0,0.0,0.0,0,1.0,4.0,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,828.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
120,121,234.04,835.97,31.41,0.0,54.9,7.37,0.0,129.57937584803227,1712903036.5326378,0.0,0.0,0.0,0.0,0.0,0.0,3.858638743455506,0.0,0.0,0.0,0,1.0,4.0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,835.97,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
121,122,235.99,842.64,30.77,0.0,50.0,6.67,0.0,146.17691154423005,1712903038.432638,0.0,0.0,0.0,0.0,0.0,0.0,3.4205128205127697,0.0,0.0,0.0,0,1.0,4.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,842.64,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
122,123,237.93,849.64,30.93,0.0,51.44,6.99,0.0,138.5714285714284,1712903040.3126376,0.0,0.0,0.0,0.0,0.0,0.0,3.6082474226804164,0.0,0.0,0.0,0,1.0,4.0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,849.64,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
123,124,239.89,856.22,30.61,0.0,58.9,6.59,0.0,148.93617021276347,1712903042.2326376,0.0,0.0,0.0,0.0,0.0,0.0,3.357142857142913,0.0,0.0,0.0,0,1.0,4.0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,856.22,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
124,125,241.81,863.24,31.25,0.0,50.0,6.61,0.0,136.75213675213826,1712903044.0726378,0.0,0.0,0.0,0.0,0.0,0.0,3.6562499999999596,0.0,0.0,0.0,0,1.0,4.0,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,863.24,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
125,126,243.76,869.67,30.79,0.0,55.78,6.92,0.0,151.63297045101118,1712903045.972638,0.0,0.0,0.0,0.0,0.0,0.0,3.297435897435891,0.0,0.0,0.0,0,1.0,4.0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,869.67,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
126,127,245.7,875.76,30.93,0.0,60.28,6.01,0.0,159.2775041050893,1712903047.8526375,0.0,0.0,0.0,0.0,0.0,0.0,3.1391752577319787,0.0,0.0,0.0,0,1.0,4.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,875.76,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
127,128,247.57,882.65,32.07,0.0,47.47,6.89,0.0,135.70391872278725,1712903049.5926378,0.0,0.0,0.0,0.0,0.0,0.0,3.6844919786096093,0.0,0.0,0.0,0,1.0,4.0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,882.65,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
128,129,249.49,889.58,31.25,0.0,55.78,6.53,0.0,138.5281385281384,1712903051.432638,0.0,0.0,0.0,0.0,0.0,0.0,3.609375000000003,0.0,0.0,0.0,0,1.0,4.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,889.58,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
129,130,251.38,895.65,31.76,0.0,52.67,6.46,0.0,155.68369028006643,1712903053.2126377,0.0,0.0,0.0,0.0,0.0,0.0,3.2116402116402005,0.0,0.0,0.0,0,1.0,4.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,895.65,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
130,131,253.34,902.49,30.61,0.0,63.2,6.84,0.0,143.2748538011695,1712903055.1326377,0.0,0.0,0.0,0.0,0.0,0.0,3.489795918367349,0.0,0.0,0.0,0,1.0,4.0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,902.49,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
131,132,255.2,908.13,32.26,0.0,52.96,5.65,0.0,164.89361702127567,1712903057.8526375,0.0,0.0,0.0,0.0,0.0,0.0,3.032258064516146,0.0,0.0,0.0,0,1.0,4.0,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,908.13,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
132,133,257.09,915.03,31.73,0.0,55.93,6.89,0.0,136.9565217391299,1712903059.6326377,0.0,0.0,0.0,0.0,0.0,0.0,3.650793650793665,0.0,0.0,0.0,0,1.0,4.0,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,915.03,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
133,134,258.98,921.58,31.75,0.0,56.11,6.56,0.0,144.27480916030714,1712903061.412638,0.0,0.0,0.0,0.0,0.0,0.0,3.4656084656084225,0.0,0.0,0.0,0,1.0,4.0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,921.58,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
