index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
239,0.0,21,3,681,169,2030,0.0,160,130.0,11,2101,0,1459445965.0
240,0.0,21,3,672,168,2041,0.0,159,130.0,11,2250,0,1459445967.0
241,0.0,22,2,522,168,2052,0.0,161,129.5,11,2181,0,1459445970.0
242,0.0,21,2,671,168,2063,0.0,157,130.5,10,2101,0,1459445973.0
243,0.0,21,3,682,168,2073,0.0,162,129.5,12,2242,0,1459445976.0
244,0.0,21,3,678,168,2085,0.0,163,129.0,11,2252,0,1459445979.0
245,0.0,21,3,670,168,2096,0.0,167,128.0,11,2023,0,1459445982.0
246,0.0,22,2,681,169,2107,0.0,165,128.5,11,2249,0,1459445984.0
247,0.0,21,3,672,168,2118,0.0,161,129.5,11,2103,0,1459445987.0
248,0.0,21,2,678,169,2129,0.0,162,129.5,11,2172,0,1459445990.0
249,0.0,21,3,750,168,2140,0.0,161,129.5,11,2172,0,1459445993.0
250,0.0,21,3,679,168,2151,0.0,161,129.5,11,2103,0,1459445996.0
251,0.0,21,2,671,168,2162,0.0,156,131.0,11,2251,0,1459445999.0
252,0.0,21,2,522,168,2173,0.0,152,132.0,10,2179,0,1459446002.0
253,0.0,22,3,672,167,2183,0.0,159,130.0,10,1954,0,1459446004.0
254,0.0,22,3,671,167,2193,0.0,163,129.0,11,2026,0,1459446007.0
255,0.0,22,2,678,167,2204,0.0,163,129.0,10,2102,0,1459446010.0
256,0.0,22,3,672,167,2214,0.0,164,129.0,11,2022,0,1459446012.0
257,0.0,22,3,680,167,2225,0.0,163,129.0,11,2101,0,1459446015.0
258,0.0,21,2,672,167,2236,0.0,165,128.5,11,2249,0,1459446018.0
259,0.0,22,2,526,168,2247,0.0,166,128.0,10,2021,0,1459446021.0
260,0.0,22,3,679,167,2257,0.0,166,128.5,11,2251,0,1459446023.0
261,0.0,21,3,524,167,2268,0.0,166,128.0,11,2173,0,1459446026.0
262,0.0,21,3,748,167,2279,0.0,165,128.5,11,2180,0,1459446029.0
263,0.0,21,3,671,167,2290,0.0,166,128.5,11,2102,0,1459446032.0
264,0.0,22,2,524,167,2301,0.0,169,127.5,11,2181,0,1459446035.0
265,0.0,21,3,749,168,2312,0.0,166,128.0,10,2022,0,1459446037.0
266,0.0,22,3,680,168,2322,0.0,161,129.5,11,2095,0,1459446040.0
267,0.0,22,3,680,168,2333,0.0,162,129.0,11,2022,0,1459446043.0
268,0.0,22,2,671,168,2344,0.0,164,128.5,10,2103,0,1459446046.0
269,0.0,22,3,680,167,2354,0.0,164,129.0,12,2249,0,1459446048.0
270,0.0,21,3,673,167,2366,0.0,164,129.0,10,2022,0,1459446051.0
271,0.0,22,3,680,167,2376,0.0,164,128.5,11,2093,0,1459446054.0
