index,Interval,Type, Horizontal (meters),Time,Stroke, Cadence (stokes/min),Speed(m/s),Split,TimeStamp (sec), Stroke500mPace (sec/500m), HRCur (bpm), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
59,60,D,1200.0,0:06:48.2,158,27.3,3.606,2:18.7,1712903225.4616609,138.7,171.0,391.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,166,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
60,61,D,1220.0,0:06:53.5,160,27.7,3.832,2:10.5,1712903230.661661,130.5,171.0,396.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8314176245210727,0.0,0.0,0.0,0,1.0,4.0,168,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
61,62,D,1240.0,0:06:58.7,163,26.8,3.821,2:10.9,1712903235.861661,130.9,171.0,401.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819709702062643,0.0,0.0,0.0,0,1.0,4.0,170,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,63,D,1260.0,0:07:04.1,165,26.5,3.689,2:15.6,1712903241.361661,135.6,171.0,407.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6873156342182893,0.0,0.0,0.0,0,1.0,4.0,173,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,64,D,1280.0,0:07:09.4,167,27.0,3.776,2:12.4,1712903246.661661,132.4,172.0,412.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7764350453172204,0.0,0.0,0.0,0,1.0,4.0,175,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
64,65,D,1300.0,0:07:14.7,170,27.0,3.754,2:13.2,1712903251.9616609,133.2,172.0,417.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.753753753753754,0.0,0.0,0.0,0,1.0,4.0,178,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
65,66,D,1320.0,0:07:19.9,172,27.5,3.867,2:09.3,1712903257.161661,129.3,172.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8669760247486464,0.0,0.0,0.0,0,1.0,4.0,180,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
66,67,D,1340.0,0:07:25.0,175,27.9,3.963,2:06.2,1712903262.161661,126.2,172.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9619651347068143,0.0,0.0,0.0,0,1.0,4.0,182,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,68,D,1360.0,0:07:30.4,177,27.5,3.678,2:15.10,1712903267.561661,136.0,172.0,433.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,185,0.0,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,69,D,1380.0,0:07:35.6,179,27.8,3.821,2:10.9,1712903272.861661,130.9,173.0,438.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819709702062643,0.0,0.0,0.0,0,1.0,4.0,187,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,70,D,1400.0,0:07:41.2,182,27.6,3.566,2:20.2,1712903278.4616609,140.2,173.0,444.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,190,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,71,D,1420.0,0:07:46.4,184,27.0,3.867,2:09.3,1712903283.661661,129.3,173.0,449.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8669760247486464,0.0,0.0,0.0,0,1.0,4.0,192,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
71,72,D,1440.0,0:07:51.5,187,26.7,3.963,2:06.2,1712903288.661661,126.2,173.0,454.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9619651347068143,0.0,0.0,0.0,0,1.0,4.0,194,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
72,73,D,1460.0,0:07:56.9,189,27.0,3.678,2:15.10,1712903294.061661,136.0,173.0,459.90000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,197,0.0,0.0,0.0,0.0,0.0,173.0,0.0,142,146,160,167,180,192,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,74,D,1480.0,0:08:02.1,191,26.6,3.821,2:10.9,1712903299.361661,130.9,174.0,465.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819709702062643,0.0,0.0,0.0,0,1.0,4.0,199,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,75,D,1500.0,0:08:07.3,194,27.2,3.832,2:10.5,1712903304.561661,130.5,174.0,470.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8314176245210727,0.0,0.0,0.0,0,1.0,4.0,202,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,76,D,1520.0,0:08:12.8,196,26.7,3.689,2:15.6,1712903309.9616609,135.6,174.0,475.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6873156342182893,0.0,0.0,0.0,0,1.0,4.0,204,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,77,D,1540.0,0:08:18.2,199,26.9,3.678,2:15.10,1712903315.4616609,136.0,174.0,481.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,206,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,78,D,1560.0,0:08:23.8,201,27.0,3.566,2:20.2,1712903321.061661,140.2,175.0,486.90000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,209,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,79,D,1580.0,0:08:29.3,204,26.8,3.616,2:18.3,1712903326.561661,138.3,175.0,492.40000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,211,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,80,D,1600.0,0:08:35.2,206,26.4,3.441,2:25.3,1712903332.361661,145.3,175.0,498.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4411562284927735,0.0,0.0,0.0,0,1.0,4.0,214,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,81,D,1620.0,0:08:41.1,209,26.5,3.377,2:28.1,1712903338.2616608,148.1,175.0,504.09999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37609723160027,0.0,0.0,0.0,0,1.0,4.0,217,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,82,D,1640.0,0:08:46.7,211,26.3,3.575,2:19.9,1712903343.861661,139.9,174.0,509.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5739814152966405,0.0,0.0,0.0,0,1.0,4.0,219,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,83,D,1660.0,0:08:52.0,214,26.1,3.787,2:12.0,1712903349.161661,132.0,174.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787878787878788,0.0,0.0,0.0,0,1.0,4.0,221,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,84,D,1680.0,0:08:57.6,216,26.3,3.566,2:20.2,1712903354.7616608,140.2,174.0,520.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,224,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,85,D,1700.0,0:09:03.1,218,27.2,3.616,2:18.3,1712903360.2616608,138.3,174.0,526.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,226,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,86,D,1720.0,0:09:08.9,221,26.5,3.45,2:24.9,1712903366.061661,144.9,174.0,531.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4506556245686677,0.0,0.0,0.0,0,1.0,4.0,229,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,87,D,1740.0,0:09:14.4,223,26.3,3.626,2:17.9,1712903371.661661,137.9,174.0,537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625815808556925,0.0,0.0,0.0,0,1.0,4.0,231,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,88,D,1760.0,0:09:20.3,226,26.3,3.404,2:26.9,1712903377.4616609,146.9,174.0,543.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4036759700476513,0.0,0.0,0.0,0,1.0,4.0,234,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,89,D,1780.0,0:09:26.0,229,26.3,3.488,2:23.4,1712903383.2616608,143.4,174.0,549.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486750348675035,0.0,0.0,0.0,0,1.0,4.0,236,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,90,D,1800.0,0:09:31.9,231,26.9,3.404,2:26.9,1712903389.061661,146.9,174.0,554.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4036759700476513,0.0,0.0,0.0,0,1.0,4.0,239,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,91,D,1820.0,0:09:37.8,234,26.8,3.377,2:28.1,1712903395.061661,148.1,175.0,560.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37609723160027,0.0,0.0,0.0,0,1.0,4.0,242,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,92,D,1840.0,0:09:43.4,236,26.1,3.566,2:20.2,1712903400.661661,140.2,175.0,566.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,244,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,93,D,1860.0,0:09:48.8,239,26.5,3.7,2:15.2,1712903406.061661,135.2,175.0,571.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,0,1.0,4.0,247,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,94,D,1880.0,0:09:54.5,241,26.4,3.556,2:20.6,1712903411.661661,140.6,175.0,577.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5561877667140824,0.0,0.0,0.0,0,1.0,4.0,249,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,95,D,1900.0,0:09:59.8,243,26.5,3.754,2:13.2,1712903416.9616609,133.2,175.0,582.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.753753753753754,0.0,0.0,0.0,0,1.0,4.0,251,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,96,D,1920.0,0:10:05.3,246,26.8,3.595,2:19.1,1712903422.561661,139.1,176.0,588.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5945363048166787,0.0,0.0,0.0,0,1.0,4.0,254,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,97,D,1940.0,0:10:10.6,248,27.4,3.832,2:10.5,1712903427.7616608,130.5,175.0,593.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8314176245210727,0.0,0.0,0.0,0,1.0,4.0,256,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,1940.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,98,D,1960.0,0:10:16.0,251,27.4,3.71,2:14.8,1712903433.161661,134.8,176.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7091988130563793,0.0,0.0,0.0,0,1.0,4.0,259,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,99,D,1980.0,0:10:21.4,253,26.1,3.657,2:16.7,1712903438.661661,136.7,176.0,604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65764447695684,0.0,0.0,0.0,0,1.0,4.0,261,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,100,D,2000.0,0:10:26.9,256,27.0,3.657,2:16.7,1712903444.061661,136.7,176.0,609.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65764447695684,0.0,0.0,0.0,0,1.0,4.0,263,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,101,D,2020.0,0:10:32.4,258,26.6,3.616,2:18.3,1712903449.661661,138.3,176.0,615.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,266,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,102,D,2040.0,0:10:37.8,261,27.1,3.754,2:13.2,1712903454.9616609,133.2,176.0,620.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.753753753753754,0.0,0.0,0.0,0,1.0,4.0,268,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,103,D,2060.0,0:10:43.4,263,27.6,3.545,2:21.0,1712903460.561661,141.0,176.0,626.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5460992907801416,0.0,0.0,0.0,0,1.0,4.0,271,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,104,D,2080.0,0:10:48.9,266,27.3,3.606,2:18.7,1712903466.161661,138.7,176.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,273,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,105,D,2100.0,0:10:54.6,268,27.8,3.516,2:22.2,1712903471.861661,142.2,177.0,637.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516174402250352,0.0,0.0,0.0,0,1.0,4.0,276,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,106,D,2120.0,0:11:00.1,271,27.2,3.689,2:15.6,1712903477.2616608,135.6,176.0,643.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6873156342182893,0.0,0.0,0.0,0,1.0,4.0,279,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,107,D,2140.0,0:11:05.6,273,26.9,3.586,2:19.5,1712903482.861661,139.5,177.0,648.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,281,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,108,D,2160.0,0:11:11.0,276,27.5,3.732,2:14.0,1712903488.161661,134.0,177.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7313432835820897,0.0,0.0,0.0,0,1.0,4.0,284,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,109,D,2180.0,0:11:16.4,278,27.2,3.668,2:16.3,1712903493.661661,136.3,177.0,659.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668378576669112,0.0,0.0,0.0,0,1.0,4.0,286,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,110,D,2200.0,0:11:21.6,281,27.2,3.915,2:07.7,1712903498.7616608,127.7,177.0,664.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9154267815191854,0.0,0.0,0.0,0,1.0,4.0,288,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,111,D,2220.0,0:11:26.9,283,27.7,3.732,2:14.0,1712903504.161661,134.0,177.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7313432835820897,0.0,0.0,0.0,0,1.0,4.0,291,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,112,D,2240.0,0:11:32.1,285,27.8,3.855,2:09.7,1712903509.2616608,129.7,177.0,675.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855050115651504,0.0,0.0,0.0,0,1.0,4.0,293,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,113,D,2260.0,0:11:37.5,288,28.6,3.7,2:15.2,1712903514.7616608,135.2,177.0,680.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,0,1.0,4.0,296,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,114,D,2280.0,0:11:42.7,290,28.8,3.855,2:09.7,1712903519.861661,129.7,178.0,685.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855050115651504,0.0,0.0,0.0,0,1.0,4.0,298,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,115,D,2300.0,0:11:48.3,293,28.6,3.556,2:20.6,1712903525.561661,140.6,178.0,691.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5561877667140824,0.0,0.0,0.0,0,1.0,4.0,301,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,116,D,2320.0,0:11:53.9,296,28.5,3.566,2:20.2,1712903531.161661,140.2,178.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,304,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,117,D,2340.0,0:11:59.5,298,28.0,3.575,2:19.9,1712903536.7616608,139.9,178.0,702.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5739814152966405,0.0,0.0,0.0,0,1.0,4.0,306,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,118,D,2360.0,0:12:05.4,301,27.7,3.422,2:26.1,1712903542.561661,146.1,179.0,708.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4223134839151266,0.0,0.0,0.0,0,1.0,4.0,309,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
118,119,D,2380.0,0:12:10.8,304,27.4,3.7,2:15.2,1712903547.9616609,135.2,179.0,713.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,0,1.0,4.0,311,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
119,120,D,2400.0,0:12:16.2,306,27.3,3.668,2:16.3,1712903553.4616609,136.3,179.0,719.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668378576669112,0.0,0.0,0.0,0,1.0,4.0,314,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
120,121,D,2420.0,0:12:21.4,308,27.6,3.855,2:09.7,1712903558.661661,129.7,179.0,724.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855050115651504,0.0,0.0,0.0,0,1.0,4.0,316,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
121,122,D,2440.0,0:12:26.8,311,27.7,3.721,2:14.4,1712903563.9616609,134.4,179.0,729.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.720238095238095,0.0,0.0,0.0,0,1.0,4.0,319,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
122,123,D,2460.0,0:12:32.1,313,28.0,3.743,2:13.6,1712903569.361661,133.6,179.0,735.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425149700598803,0.0,0.0,0.0,0,1.0,4.0,321,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
