index,Interval,Type, Horizontal (meters),Time,Stroke, Cadence (stokes/min),Speed(m/s),Split,TimeStamp (sec), Stroke500mPace (sec/500m), HRCur (bpm), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
186,187,D,3740.0,0:18:39.2,477,27.0,3.404,2:26.9,1712903936.361661,146.9,179.0,1102.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4036759700476513,0.0,0.0,0.0,0,1.0,4.0,485,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3740.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
187,188,D,3760.0,0:18:45.3,480,27.0,3.282,2:32.4,1712903942.4616609,152.4,179.0,1108.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2808398950131235,0.0,0.0,0.0,0,1.0,4.0,488,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
188,189,D,3780.0,0:18:51.2,483,26.7,3.386,2:27.7,1712903948.361661,147.7,179.0,1114.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3852403520649967,0.0,0.0,0.0,0,1.0,4.0,490,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
189,190,D,3800.0,0:18:57.3,485,25.6,3.257,2:33.5,1712903954.561661,153.5,179.0,1120.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257328990228013,0.0,0.0,0.0,0,1.0,4.0,493,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
190,191,D,3820.0,0:19:03.0,488,26.7,3.516,2:22.2,1712903960.2616608,142.2,179.0,1126.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516174402250352,0.0,0.0,0.0,0,1.0,4.0,496,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3820.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
191,192,D,3840.0,0:19:08.7,490,27.0,3.516,2:22.2,1712903965.9616609,142.2,180.0,1131.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516174402250352,0.0,0.0,0.0,0,1.0,4.0,498,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
192,193,D,3860.0,0:19:14.7,493,26.9,3.324,2:30.4,1712903971.9616609,150.4,180.0,1137.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324468085106383,0.0,0.0,0.0,0,1.0,4.0,501,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,3860.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
193,194,D,3880.0,0:19:20.4,496,27.0,3.507,2:22.6,1712903977.661661,142.6,180.0,1143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506311360448808,0.0,0.0,0.0,0,1.0,4.0,503,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,3880.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
194,195,D,3900.0,0:19:26.6,498,26.0,3.257,2:33.5,1712903983.7616608,153.5,179.0,1149.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257328990228013,0.0,0.0,0.0,0,1.0,4.0,506,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
195,196,D,3920.0,0:19:32.5,501,26.5,3.351,2:29.2,1712903989.7616608,149.2,179.0,1155.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3512064343163543,0.0,0.0,0.0,0,1.0,4.0,509,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3920.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
196,197,D,3940.0,0:19:38.3,504,27.5,3.46,2:24.5,1712903995.561661,144.5,179.0,1161.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4602076124567476,0.0,0.0,0.0,0,1.0,4.0,511,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
197,198,D,3960.0,0:19:44.1,506,27.1,3.488,2:23.4,1712904001.2616608,143.4,180.0,1167.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486750348675035,0.0,0.0,0.0,0,1.0,4.0,514,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
198,199,D,3980.0,0:19:49.6,509,27.3,3.636,2:17.5,1712904006.7616608,137.5,180.0,1172.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6363636363636362,0.0,0.0,0.0,0,1.0,4.0,517,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,3980.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
199,200,D,4000.0,0:19:55.1,511,28.2,3.606,2:18.7,1712904012.361661,138.7,180.0,1178.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,519,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
200,201,D,4020.0,0:20:00.8,514,28.9,3.536,2:21.4,1712904017.9616609,141.4,180.0,1183.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.536067892503536,0.0,0.0,0.0,0,1.0,4.0,522,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
201,202,D,4040.0,0:20:06.3,517,29.0,3.606,2:18.7,1712904023.561661,138.7,181.0,1189.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,525,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4040.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
202,203,D,4060.0,0:20:12.0,520,29.1,3.497,2:23.0,1712904029.2616608,143.0,181.0,1195.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,0,1.0,4.0,527,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
203,204,D,4080.0,0:20:17.6,522,28.2,3.586,2:19.5,1712904034.861661,139.5,181.0,1200.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,530,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
204,205,D,4100.0,0:20:22.9,525,28.0,3.787,2:12.0,1712904040.061661,132.0,181.0,1205.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787878787878788,0.0,0.0,0.0,0,1.0,4.0,532,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
205,206,D,4120.0,0:20:28.3,527,28.7,3.721,2:14.4,1712904045.4616609,134.4,181.0,1211.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.720238095238095,0.0,0.0,0.0,0,1.0,4.0,535,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
206,207,D,4140.0,0:20:33.5,530,28.3,3.844,2:10.1,1712904050.661661,130.1,181.0,1216.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8431975403535743,0.0,0.0,0.0,0,1.0,4.0,537,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
207,208,D,4160.0,0:20:39.0,532,26.6,3.626,2:17.9,1712904056.161661,137.9,181.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625815808556925,0.0,0.0,0.0,0,1.0,4.0,540,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
208,209,D,4180.0,0:20:44.2,535,27.4,3.821,2:10.9,1712904061.4616609,130.9,181.0,1227.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819709702062643,0.0,0.0,0.0,0,1.0,4.0,542,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4180.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
209,210,D,4200.0,0:20:49.7,537,27.4,3.657,2:16.7,1712904066.861661,136.7,181.0,1232.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65764447695684,0.0,0.0,0.0,0,1.0,4.0,545,0.0,0.0,0.0,0.0,0.0,0.0,181.0,142,146,160,167,180,192,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
210,211,D,4220.0,0:20:55.1,539,27.6,3.7,2:15.2,1712904072.2616608,135.2,182.0,1238.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,0,1.0,4.0,547,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
211,212,D,4240.0,0:21:00.8,542,27.1,3.488,2:23.4,1712904078.061661,143.4,171.0,1243.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486750348675035,0.0,0.0,0.0,0,1.0,4.0,550,0.0,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,4240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
212,213,D,4260.0,0:21:06.2,545,27.4,3.732,2:14.0,1712904083.361661,134.0,182.0,1249.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7313432835820897,0.0,0.0,0.0,0,1.0,4.0,552,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4260.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
213,214,D,4280.0,0:21:11.8,547,27.7,3.556,2:20.6,1712904089.061661,140.6,182.0,1254.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5561877667140824,0.0,0.0,0.0,0,1.0,4.0,555,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4280.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
214,215,D,4300.0,0:21:17.2,550,27.7,3.678,2:15.10,1712904094.4616609,136.0,182.0,1260.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,557,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
215,216,D,4320.0,0:21:22.8,552,27.8,3.595,2:19.1,1712904100.061661,139.1,182.0,1265.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5945363048166787,0.0,0.0,0.0,0,1.0,4.0,560,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
216,217,D,4340.0,0:21:28.2,555,27.6,3.678,2:15.10,1712904105.4616609,136.0,182.0,1271.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,562,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4340.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
217,218,D,4360.0,0:21:33.8,557,27.1,3.616,2:18.3,1712904110.9616609,138.3,182.0,1276.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,565,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4360.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
218,219,D,4380.0,0:21:39.1,560,27.9,3.787,2:12.0,1712904116.2616608,132.0,182.0,1282.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787878787878788,0.0,0.0,0.0,0,1.0,4.0,567,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4380.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
219,220,D,4400.0,0:21:44.6,562,27.9,3.636,2:17.5,1712904121.7616608,137.5,182.0,1287.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6363636363636362,0.0,0.0,0.0,0,1.0,4.0,570,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
220,221,D,4420.0,0:21:49.9,565,28.0,3.764,2:12.8,1712904127.061661,132.8,182.0,1292.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.765060240963855,0.0,0.0,0.0,0,1.0,4.0,572,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4420.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
221,222,D,4440.0,0:21:55.4,567,27.6,3.586,2:19.5,1712904132.661661,139.5,182.0,1298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,575,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
222,223,D,4460.0,0:22:01.0,570,27.7,3.626,2:17.9,1712904138.161661,137.9,182.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625815808556925,0.0,0.0,0.0,0,1.0,4.0,578,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4460.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
223,224,D,4480.0,0:22:06.3,572,27.5,3.743,2:13.6,1712904143.561661,133.6,182.0,1309.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425149700598803,0.0,0.0,0.0,0,1.0,4.0,580,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4480.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
224,225,D,4500.0,0:22:11.8,575,27.8,3.647,2:17.1,1712904148.9616609,137.1,182.0,1314.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6469730123997084,0.0,0.0,0.0,0,1.0,4.0,583,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
225,226,D,4520.0,0:22:17.2,577,27.6,3.668,2:16.3,1712904154.4616609,136.3,182.0,1320.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668378576669112,0.0,0.0,0.0,0,1.0,4.0,585,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
226,227,D,4540.0,0:22:22.9,580,27.7,3.566,2:20.2,1712904160.061661,140.2,182.0,1325.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,588,0.0,0.0,0.0,0.0,0.0,0.0,182.0,142,146,160,167,180,192,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
227,228,D,4560.0,0:22:28.2,582,28.1,3.721,2:14.4,1712904165.4616609,134.4,183.0,1331.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.720238095238095,0.0,0.0,0.0,0,1.0,4.0,590,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
228,229,D,4580.0,0:22:33.8,585,27.4,3.606,2:18.7,1712904170.9616609,138.7,183.0,1336.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,593,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4580.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
229,230,D,4600.0,0:22:39.1,587,27.6,3.776,2:12.4,1712904176.2616608,132.4,183.0,1342.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7764350453172204,0.0,0.0,0.0,0,1.0,4.0,595,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
230,231,D,4620.0,0:22:44.6,590,27.4,3.595,2:19.1,1712904181.861661,139.1,183.0,1347.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5945363048166787,0.0,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4620.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
231,232,D,4640.0,0:22:49.9,592,27.9,3.798,2:11.7,1712904187.061661,131.7,183.0,1352.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.796507213363706,0.0,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4640.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
232,233,D,4660.0,0:22:55.3,595,27.7,3.7,2:15.2,1712904192.561661,135.2,183.0,1358.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,0,1.0,4.0,603,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4660.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
233,234,D,4680.0,0:23:00.5,597,28.2,3.821,2:10.9,1712904197.7616608,130.9,183.0,1363.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819709702062643,0.0,0.0,0.0,0,1.0,4.0,605,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
234,235,D,4700.0,0:23:05.9,600,27.5,3.764,2:12.8,1712904203.061661,132.8,183.0,1368.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.765060240963855,0.0,0.0,0.0,0,1.0,4.0,608,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
235,236,D,4720.0,0:23:11.2,602,27.9,3.743,2:13.6,1712904208.361661,133.6,183.0,1374.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425149700598803,0.0,0.0,0.0,0,1.0,4.0,610,0.0,0.0,0.0,0.0,0.0,0.0,183.0,142,146,160,167,180,192,4720.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
236,237,D,4740.0,0:23:16.5,605,28.0,3.743,2:13.6,1712904213.7616608,133.6,184.0,1379.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425149700598803,0.0,0.0,0.0,0,1.0,4.0,612,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
237,238,D,4760.0,0:23:22.1,607,27.4,3.606,2:18.7,1712904219.2616608,138.7,184.0,1385.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,615,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4760.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
238,239,D,4780.0,0:23:27.6,610,28.2,3.616,2:18.3,1712904224.861661,138.3,184.0,1390.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,618,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4780.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
239,240,D,4800.0,0:23:32.7,612,28.3,3.915,2:07.7,1712904229.9616609,127.7,184.0,1395.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9154267815191854,0.0,0.0,0.0,0,1.0,4.0,620,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
240,241,D,4820.0,0:23:38.0,615,28.5,3.81,2:11.3,1712904235.161661,131.3,184.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8080731150038076,0.0,0.0,0.0,0,1.0,4.0,623,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4820.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
241,242,D,4840.0,0:23:43.1,617,30.1,3.867,2:09.3,1712904240.361661,129.3,184.0,1406.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8669760247486464,0.0,0.0,0.0,0,1.0,4.0,625,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4840.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
242,243,D,4860.0,0:23:48.3,620,30.3,3.867,2:09.3,1712904245.561661,129.3,184.0,1411.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8669760247486464,0.0,0.0,0.0,0,1.0,4.0,628,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
243,244,D,4880.0,0:23:53.2,623,30.7,4.063,2:03.1,1712904250.4616609,123.1,185.0,1416.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.061738424045491,0.0,0.0,0.0,0,1.0,4.0,630,0.0,0.0,0.0,0.0,0.0,0.0,185.0,142,146,160,167,180,192,4880.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
244,245,D,4900.0,0:23:58.6,624,30.2,3.764,2:12.8,1712904255.7616608,132.8,185.0,1421.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.765060240963855,0.0,0.0,0.0,0,1.0,4.0,633,0.0,0.0,0.0,0.0,0.0,0.0,185.0,142,146,160,167,180,192,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
245,246,D,4920.0,0:24:07.1,625,22.2,2.353,3:32.5,1712904264.2616608,212.5,184.0,1430.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3529411764705883,0.0,0.0,0.0,0,1.0,4.0,636,0.0,0.0,0.0,0.0,0.0,0.0,184.0,142,146,160,167,180,192,4920.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
246,247,D,4940.0,0:24:16.9,628,18.2,2.029,4:06.5,1712904274.161661,246.5,180.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028397565922921,0.0,0.0,0.0,0,1.0,4.0,639,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
247,248,D,4960.0,0:24:28.6,630,13.9,1.707,4:53.0,1712904285.861661,293.0,176.0,1451.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7064846416382253,0.0,0.0,0.0,0,1.0,4.0,642,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
248,249,D,4980.0,0:24:41.3,631,15.9,1.58,5:16.4,1712904298.4616609,316.4,158.0,1464.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5802781289506955,0.0,0.0,0.0,0,1.0,4.0,645,0.0,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4980.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
