index,index,TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor,cum_dist, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
0,0,1463744486.0,0,0,0,2.8,5.4,262.89,0.0,127.0,19.0,0.0,1.905,1,1.83,0.77,960.0,1580.0,0,23.0,47.0,0.0,5.4,1.9019361710221006,102.30906,209.06634,4.0,0,inf,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,19.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1,1,1463744489.24,0,0,1,6.06,13.1,239.41,19.0,127.0,26.0,0.0,2.092,2,6.52,1.36,1410.0,1750.0,0,42.4,67.4,100.0,13.1,2.0884674825612963,188.604528,299.81002800000005,4.0,1,82.10526315789474,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,26.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2,2,1463744492.15,0,0,2,8.93,21.0,199.12,20.0,128.0,45.0,0.0,2.517,3,7.44,1.3,1060.0,1750.0,0,43.9,69.8,106.0,21.0,2.511048613901165,195.276858,310.485756,4.0,1,135.0,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,45.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3,3,1463744495.27,0,0,3,12.08,30.3,176.45,20.0,129.0,64.0,1.0,2.841,4,8.32,1.3,970.0,1870.0,0,45.2,72.5,105.0,30.3,2.8336639274582036,201.05954400000002,322.49595,4.0,3,192.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,64.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
4,4,1463744498.15,0,0,4,14.95,39.0,168.51,20.0,130.0,74.0,1.0,2.975,5,8.8,1.27,920.0,1790.0,0,46.5,72.8,105.0,39.0,2.967182956501098,206.84223,323.830416,4.0,3,222.0,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,74.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
5,5,1463744501.15,0,0,5,17.93,48.2,163.97,21.0,131.0,80.0,2.0,3.058,6,8.8,1.3,920.0,1890.0,0,45.4,72.7,105.0,48.2,3.049338293590291,201.949188,323.385594,4.0,5,228.57142857142858,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,80.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
6,6,1463744504.15,0,0,6,20.92,57.6,162.09,20.0,131.0,83.0,2.0,3.094,7,9.16,1.33,900.0,1900.0,0,49.8,79.8,105.0,57.6,3.0847060275155775,221.521356,354.967956,4.0,6,249.0,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,83.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
7,7,1463744506.91,0,0,7,23.72,66.4,159.77,20.0,132.0,87.0,3.0,3.139,8,9.22,1.27,860.0,1900.0,0,48.2,75.3,105.0,66.4,3.1294986543155785,214.40420400000002,334.950966,4.0,6,261.0,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,87.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
8,8,1463744509.82,0,0,8,26.63,75.5,160.14,21.0,132.0,86.0,3.0,3.131,9,9.15,1.3,880.0,1860.0,0,48.4,75.9,105.0,75.5,3.1222680154864495,215.293848,337.61989800000003,4.0,7,245.71428571428572,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,86.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
9,9,1463744512.94,0,0,9,29.62,85.1,158.98,20.0,132.0,88.0,4.0,3.154,10,9.29,1.33,890.0,1810.0,0,52.8,85.8,105.0,85.1,3.1450496917851303,234.866016,381.65727599999997,4.0,9,264.0,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,88.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
10,10,1463744515.64,0,0,10,32.45,95.0,152.48,21.0,132.0,100.0,4.0,3.289,11,9.36,1.39,860.0,1780.0,0,73.0,119.6,105.0,95.0,3.2791185729275973,324.72006,532.007112,4.0,9,285.7142857142857,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,100.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
11,11,1463744518.37,0,0,11,35.19,105.0,140.88,22.0,133.0,127.0,5.0,3.561,12,9.92,1.42,820.0,1780.0,0,70.6,117.2,105.0,105.0,3.5491198182850656,314.044332,521.3313840000001,4.0,10,346.3636363636364,133.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
12,12,1463744521.19,0,0,12,38.01,115.3,137.94,21.0,134.0,135.0,5.0,3.637,13,10.28,1.39,790.0,1840.0,0,70.3,119.1,105.0,115.3,3.62476439031463,312.709866,529.783002,4.0,11,385.7142857142857,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,135.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
13,13,1463744524.01,0,0,13,40.82,125.8,136.53,21.0,135.0,139.0,6.0,3.675,14,10.28,1.39,780.0,1820.0,0,76.0,136.9,105.0,125.8,3.6621987841500037,338.06472,608.961318,4.0,12,397.14285714285717,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,139.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
14,14,1463744526.89,0,0,14,43.7,136.6,134.22,21.0,136.0,146.0,6.0,3.739,15,10.49,1.39,770.0,1810.0,0,75.4,129.5,105.0,136.6,3.7252272388615704,335.39578800000004,576.04449,4.0,13,417.14285714285717,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
15,15,1463744529.68,0,0,15,46.5,147.2,133.17,22.0,137.0,150.0,7.0,3.768,16,10.49,1.42,780.0,1830.0,0,76.9,135.3,105.0,147.2,3.7545993842457013,342.068118,601.8441660000001,4.0,14,409.09090909090907,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
16,16,1463744532.47,0,0,16,49.29,157.6,132.44,22.0,139.0,152.0,7.0,3.789,17,10.49,1.36,750.0,1850.0,0,71.8,120.3,105.0,157.6,3.7752944729688918,319.38219599999996,535.120866,4.0,15,414.54545454545456,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
17,17,1463744535.2,0,0,17,51.99,167.8,134.47,21.0,140.0,146.0,8.0,3.732,18,10.41,1.36,750.0,1760.0,0,74.8,132.1,105.0,167.8,3.718301479883989,332.726856,587.609862,4.0,16,417.14285714285717,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
18,18,1463744537.96,0,0,18,54.79,178.5,133.24,22.0,140.0,150.0,9.0,3.766,19,10.19,1.39,760.0,1860.0,0,81.0,144.8,105.0,178.5,3.7526268387871506,360.30582,644.102256,4.0,17,409.09090909090907,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
19,19,1463744540.66,0,0,19,57.47,188.5,131.75,21.0,141.0,155.0,9.0,3.809,20,10.63,1.36,750.0,1860.0,0,72.1,123.9,105.0,188.5,3.795066413662239,320.716662,551.134458,4.0,18,442.85714285714283,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
20,20,1463744543.54,0,0,20,60.33,199.3,133.86,21.0,141.0,148.0,10.0,3.749,21,10.48,1.39,770.0,1810.0,0,76.0,132.0,105.0,199.3,3.7352457791722693,338.06472,587.16504,4.0,19,422.85714285714283,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,148.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
21,21,1463744546.27,0,0,21,63.01,209.4,132.89,22.0,142.0,151.0,11.0,3.776,22,10.34,1.36,740.0,1750.0,0,75.9,132.2,105.0,209.4,3.762510346903454,337.61989800000003,588.054684,4.0,20,411.8181818181818,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,22,1463744548.85,0,0,22,65.66,219.4,132.84,22.0,142.0,151.0,11.0,3.777,23,10.14,1.36,750.0,1750.0,0,73.7,120.8,105.0,219.4,3.7639265281541703,327.833814,537.344976,4.0,21,411.8181818181818,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,23,1463744551.73,0,0,23,68.55,230.2,133.71,22.0,143.0,148.0,12.0,3.753,24,10.34,1.36,750.0,1840.0,0,74.8,129.1,105.0,230.2,3.73943609303717,332.726856,574.2652019999999,4.0,22,403.6363636363636,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,148.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,24,1463744554.4,0,0,24,71.21,240.2,134.0,22.0,144.0,147.0,12.0,3.745,25,10.42,1.36,750.0,1710.0,0,75.7,128.7,105.0,240.2,3.7313432835820897,336.730254,572.485914,4.0,23,400.90909090909093,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,25,1463744557.04,0,0,25,73.84,250.1,133.1,23.0,145.0,150.0,13.0,3.77,26,9.93,1.33,730.0,1710.0,0,74.8,134.2,105.0,250.1,3.756574004507889,332.726856,596.9511239999999,4.0,24,391.30434782608694,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,26,1463744559.5,0,0,26,76.33,259.6,132.67,23.0,145.0,152.0,13.0,3.782,27,9.92,1.33,720.0,1710.0,0,76.6,132.2,105.0,259.6,3.768749528906309,340.733652,588.054684,4.0,25,396.5217391304348,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,27,1463744562.35,0,0,27,79.17,270.3,132.42,23.0,145.0,152.0,14.0,3.789,28,9.92,1.33,730.0,1800.0,0,73.2,127.3,105.0,270.3,3.7758646730101195,325.609704,566.258406,4.0,26,396.5217391304348,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,28,1463744565.08,0,0,28,81.91,280.6,133.29,22.0,145.0,149.0,15.0,3.765,29,10.27,1.36,740.0,1810.0,0,76.8,135.1,105.0,280.6,3.7512191462225224,341.623296,600.954522,4.0,27,406.3636363636364,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,29,1463744567.75,0,0,29,84.58,290.7,133.16,22.0,144.0,150.0,15.0,3.768,30,10.27,1.33,730.0,1740.0,0,74.7,133.4,105.0,290.7,3.7548813457494745,332.282034,593.392548,4.0,28,409.09090909090907,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,30,1463744570.45,0,0,30,87.27,300.8,133.33,23.0,145.0,149.0,16.0,3.764,31,9.99,1.33,730.0,1780.0,0,76.8,133.7,105.0,300.8,3.7500937523438083,341.623296,594.7270139999999,4.0,29,388.69565217391306,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,31,1463744573.18,0,0,31,89.95,311.1,132.5,22.0,145.0,152.0,17.0,3.787,32,10.27,1.36,740.0,1760.0,0,80.4,148.7,105.0,311.1,3.7735849056603774,357.63688800000006,661.4503139999999,4.0,30,414.54545454545456,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,32,1463744575.79,0,0,32,92.62,321.2,131.22,22.0,145.0,157.0,17.0,3.824,33,10.2,1.33,720.0,1760.0,0,75.7,132.3,105.0,321.2,3.8103947568968146,336.730254,588.4995060000001,4.0,31,428.1818181818182,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,157.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,33,1463744578.67,0,0,33,95.46,331.9,133.06,21.0,145.0,150.0,18.0,3.771,34,10.55,1.36,740.0,1800.0,0,76.5,137.6,105.0,331.9,3.7577032917480837,340.28883,612.075072,4.0,32,428.57142857142856,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,34,1463744581.34,0,0,34,98.15,342.0,132.83,22.0,146.0,151.0,18.0,3.778,35,10.34,1.36,740.0,1750.0,0,75.3,130.2,105.0,342.0,3.764209892343597,334.950966,579.158244,4.0,33,411.8181818181818,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
35,35,1463744584.07,0,0,35,100.88,352.4,132.86,22.0,146.0,151.0,19.0,3.777,36,10.13,1.36,740.0,1800.0,0,76.7,133.1,105.0,352.4,3.763359927743489,341.178474,592.058082,4.0,34,411.8181818181818,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
36,36,1463744586.86,0,0,36,103.66,363.0,132.14,22.0,146.0,153.0,20.0,3.798,37,10.34,1.36,740.0,1850.0,0,78.0,139.7,105.0,363.0,3.7838655970939916,346.96116,621.416334,4.0,35,417.27272727272725,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,153.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
37,37,1463744589.62,0,0,37,106.41,373.4,132.41,22.0,147.0,152.0,20.0,3.79,38,10.55,1.36,740.0,1820.0,0,78.1,133.2,105.0,373.4,3.776149837625557,347.405982,592.502904,4.0,36,414.54545454545456,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
38,38,1463744592.38,0,0,38,109.18,383.9,132.26,22.0,147.0,153.0,21.0,3.794,39,10.49,1.39,760.0,1820.0,0,75.9,139.2,105.0,383.9,3.780432481475881,337.61989800000003,619.192224,4.0,37,417.27272727272725,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,153.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
39,39,1463744595.23,0,0,39,112.05,394.6,132.68,22.0,147.0,152.0,21.0,3.782,40,10.42,1.36,750.0,1910.0,0,75.1,129.1,105.0,394.6,3.7684654808561953,334.06132199999996,574.2652019999999,4.0,39,414.54545454545456,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
40,40,1463744597.96,0,0,40,114.78,405.0,133.54,21.0,147.0,149.0,22.0,3.758,41,10.77,1.39,760.0,1800.0,0,78.8,141.1,105.0,405.0,3.7441964954320803,350.51973599999997,627.643842,4.0,39,425.7142857142857,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
41,41,1463744600.69,0,0,41,117.5,415.3,132.57,22.0,148.0,152.0,23.0,3.785,42,10.34,1.36,740.0,1790.0,0,75.1,131.8,105.0,415.3,3.771592366297051,334.06132199999996,586.2753960000001,4.0,40,414.54545454545456,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
42,42,1463744603.63,0,0,42,120.33,426.0,132.95,22.0,148.0,151.0,23.0,3.774,43,10.27,1.36,740.0,1900.0,0,77.2,132.8,105.0,426.0,3.7608123354644607,343.402584,590.7236160000001,4.0,42,411.8181818181818,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
43,43,1463744606.33,0,0,43,123.16,436.5,133.31,21.0,148.0,149.0,24.0,3.764,44,10.76,1.39,770.0,1840.0,0,73.3,128.7,105.0,436.5,3.750656364863851,326.054526,572.485914,4.0,42,425.7142857142857,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
44,44,1463744609.15,0,0,44,125.87,446.9,133.53,22.0,148.0,149.0,25.0,3.758,45,10.42,1.36,740.0,1800.0,0,82.2,141.0,105.0,446.9,3.744476896577548,365.643684,627.19902,4.0,44,406.3636363636364,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
45,45,1463744611.67,0,0,45,128.47,456.9,131.28,22.0,149.0,156.0,25.0,3.823,46,10.49,1.39,750.0,1800.0,0,76.3,143.2,105.0,456.9,3.8086532602071905,339.399186,636.985104,4.0,44,425.45454545454544,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,156.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
46,46,1463744614.49,0,0,46,131.31,467.6,131.6,22.0,149.0,155.0,26.0,3.813,47,10.26,1.36,740.0,1790.0,0,76.9,140.5,105.0,467.6,3.799392097264438,342.068118,624.97491,4.0,45,422.72727272727275,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
47,47,1463744617.37,0,0,47,134.17,478.5,131.52,22.0,150.0,156.0,26.0,3.816,48,10.48,1.42,770.0,1920.0,0,79.1,141.4,105.0,478.5,3.8017031630170313,351.854202,628.9783080000001,4.0,47,425.45454545454544,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,156.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
48,48,1463744620.19,0,0,48,136.96,489.0,131.86,21.0,150.0,154.0,27.0,3.806,49,10.84,1.36,750.0,1840.0,0,74.0,129.4,105.0,489.0,3.7919005005308657,329.16828,575.5996680000001,4.0,48,440.0,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,154.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
49,49,1463744622.8,0,0,49,139.6,499.1,133.6,21.0,150.0,148.0,28.0,3.756,50,10.49,1.39,770.0,1840.0,0,75.9,138.4,106.0,499.1,3.7425149700598803,337.61989800000003,615.633648,4.0,48,422.85714285714283,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,148.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
50,50,1463744625.71,0,0,50,142.51,510.0,132.9,22.0,150.0,151.0,28.0,3.776,51,10.43,1.36,740.0,1840.0,0,79.1,139.6,105.0,510.0,3.762227238525207,351.854202,620.971512,4.0,49,411.8181818181818,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
51,51,1463744628.32,0,1,0,145.1,519.9,132.3,22.0,149.0,153.0,29.0,3.793,52,10.41,1.33,720.0,1840.0,0,79.0,150.8,105.0,519.9,3.7792894935752077,351.40938,670.7915760000001,4.0,50,417.27272727272725,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,153.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
52,52,1463744631.2,0,1,1,147.97,530.6,132.75,22.0,149.0,151.0,30.0,3.78,53,10.34,1.33,730.0,1820.0,0,74.0,127.6,105.0,530.6,3.766478342749529,329.16828,567.5928719999999,4.0,52,411.8181818181818,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
53,53,1463744633.87,0,1,2,150.68,540.8,133.77,22.0,149.0,148.0,30.0,3.751,54,10.28,1.33,730.0,1790.0,0,78.1,137.3,106.0,540.8,3.737758839799656,347.405982,610.7406060000001,4.0,52,403.6363636363636,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,148.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
54,54,1463744636.57,0,1,3,153.35,550.8,133.47,22.0,148.0,149.0,31.0,3.76,55,10.22,1.33,740.0,1740.0,0,69.9,123.1,105.0,550.8,3.7461601858095452,310.930578,547.575882,4.0,53,406.3636363636364,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
55,55,1463744639.21,0,1,4,156.03,560.8,134.81,22.0,148.0,144.0,31.0,3.722,56,9.99,1.36,750.0,1740.0,0,76.0,129.1,105.0,560.8,3.708923670350864,338.06472,574.2652019999999,4.0,54,392.72727272727275,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,144.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
56,56,1463744641.91,0,1,5,158.72,571.0,133.39,22.0,147.0,149.0,32.0,3.762,57,10.06,1.36,750.0,1750.0,0,74.9,137.2,105.0,571.0,3.7484069270560014,333.17167800000004,610.2957839999999,4.0,55,406.3636363636364,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,149.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
57,57,1463744644.46,0,1,6,161.28,580.7,133.05,22.0,147.0,150.0,33.0,3.772,58,10.13,1.36,750.0,1750.0,0,74.3,136.5,105.0,580.7,3.757985719654265,330.502746,607.18203,4.0,56,409.09090909090907,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
58,58,1463744647.25,0,1,7,164.07,591.2,132.91,22.0,147.0,151.0,33.0,3.776,59,10.14,1.36,750.0,1730.0,0,73.1,126.8,105.0,591.2,3.7619441727484766,325.164882,564.034296,4.0,57,411.8181818181818,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
59,59,1463744649.95,0,1,8,166.76,601.4,133.04,22.0,147.0,150.0,34.0,3.772,60,10.13,1.39,760.0,1740.0,0,76.2,138.0,105.0,601.4,3.75826819001804,338.954364,613.85436,4.0,58,409.09090909090907,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
60,60,1463744652.62,0,1,9,169.41,611.4,132.15,23.0,147.0,153.0,34.0,3.797,61,10.06,1.33,730.0,1740.0,0,73.0,123.9,105.0,611.4,3.7835792659856224,324.72006,551.134458,4.0,59,399.1304347826087,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,153.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
61,61,1463744655.38,0,1,10,172.15,621.8,132.8,23.0,147.0,151.0,35.0,3.779,62,10.07,1.36,740.0,1810.0,0,79.3,132.7,105.0,621.8,3.765060240963855,352.743846,590.278794,4.0,60,393.9130434782609,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,62,1463744658.05,0,1,11,174.85,632.1,131.73,22.0,147.0,155.0,36.0,3.81,63,10.35,1.33,720.0,1790.0,0,78.8,131.0,105.0,632.1,3.7956426022925682,350.51973599999997,582.71682,4.0,61,422.72727272727275,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,63,1463744660.72,0,1,12,177.52,642.3,131.93,22.0,147.0,154.0,36.0,3.804,64,10.34,1.36,740.0,1750.0,0,78.5,136.6,105.0,642.3,3.789888577275828,349.18527,607.626852,4.0,62,420.0,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,154.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
64,64,1463744663.3,0,1,13,180.02,652.0,131.02,23.0,148.0,157.0,37.0,3.83,65,10.13,1.33,710.0,1750.0,0,82.3,139.5,105.0,652.0,3.8162112654556553,366.088506,620.52669,4.0,63,409.5652173913044,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,157.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
65,65,1463744666.18,0,1,14,182.81,662.7,129.7,23.0,148.0,162.0,38.0,3.869,66,10.19,1.36,720.0,1760.0,0,80.4,136.5,105.0,662.7,3.855050115651504,357.63688800000006,607.18203,4.0,65,422.60869565217394,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,162.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
