index,index,TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor,cum_dist, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
66,66,1463744668.67,0,1,15,185.49,673.1,129.62,23.0,148.0,163.0,38.0,3.872,67,10.27,1.33,710.0,1780.0,0,81.5,139.8,105.0,673.1,3.8574294090418144,362.52993,621.861156,4.0,65,425.2173913043478,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,163.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,67,1463744671.43,0,1,16,188.19,683.6,129.53,22.0,149.0,163.0,39.0,3.874,68,10.42,1.36,720.0,1780.0,0,81.0,139.9,105.0,683.6,3.86010962711341,360.30582,622.305978,4.0,66,444.54545454545456,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,163.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,68,1463744674.04,0,1,17,190.84,693.8,129.72,22.0,149.0,162.0,39.0,3.869,69,10.33,1.33,710.0,1770.0,0,82.3,140.9,105.0,693.8,3.8544557508479804,366.088506,626.7541980000001,4.0,67,441.8181818181818,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,162.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,69,1463744676.59,0,1,18,193.38,703.8,129.24,22.0,149.0,164.0,40.0,3.883,70,10.41,1.36,720.0,1770.0,0,79.9,142.6,104.0,703.8,3.86877127824203,355.412778,634.3161719999999,4.0,68,447.27272727272725,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,164.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,70,1463744679.41,0,1,19,196.21,714.7,129.72,23.0,150.0,162.0,41.0,3.869,71,10.19,1.3,690.0,1830.0,0,83.5,144.1,105.0,714.7,3.8544557508479804,371.42637,640.988502,4.0,69,422.60869565217394,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,162.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
71,71,1463744682.08,0,1,20,198.87,724.9,129.66,22.0,150.0,162.0,41.0,3.871,72,10.62,1.36,730.0,1740.0,0,77.9,132.4,105.0,724.9,3.856239395341663,346.516338,588.944328,4.0,70,441.8181818181818,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,162.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
72,72,1463744684.78,0,1,21,201.55,735.2,130.6,23.0,151.0,159.0,42.0,3.842,73,10.2,1.36,730.0,1760.0,0,77.5,139.3,105.0,735.2,3.8284839203675345,344.73705,619.637046,4.0,71,414.7826086956522,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,159.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,73,1463744687.45,0,1,22,204.2,745.4,130.73,22.0,151.0,158.0,43.0,3.839,74,10.28,1.36,730.0,1740.0,0,82.6,147.9,105.0,745.4,3.824676814809149,367.42297199999996,657.891738,4.0,72,430.90909090909093,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,158.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,74,1463744690.15,0,1,23,206.92,756.0,129.16,23.0,151.0,164.0,43.0,3.886,75,10.28,1.36,720.0,1810.0,0,81.5,142.0,105.0,756.0,3.87116754413131,362.52993,631.64724,4.0,73,427.82608695652175,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,164.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,75,1463744692.79,0,1,24,209.59,766.3,129.43,22.0,150.0,163.0,44.0,3.877,76,10.56,1.36,730.0,1750.0,0,77.9,136.6,105.0,766.3,3.863092018851889,346.516338,607.626852,4.0,74,444.54545454545456,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,163.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,76,1463744695.43,0,1,25,212.22,776.5,130.05,22.0,150.0,161.0,45.0,3.859,77,10.35,1.39,740.0,1710.0,0,78.6,139.7,105.0,776.5,3.8446751249519413,349.630092,621.416334,4.0,75,439.09090909090907,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,161.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,77,1463744698.07,0,1,26,214.89,786.9,129.53,23.0,150.0,163.0,45.0,3.875,78,10.13,1.36,720.0,1750.0,0,81.3,145.7,105.0,786.9,3.86010962711341,361.640286,648.105654,4.0,76,425.2173913043478,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,163.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,78,1463744700.74,0,1,27,217.55,797.2,129.08,22.0,150.0,165.0,46.0,3.888,79,10.42,1.39,740.0,1730.0,0,79.6,144.0,105.0,797.2,3.873566780291292,354.078312,640.54368,4.0,77,450.0,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,165.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,79,1463744703.44,0,1,28,220.25,807.8,128.8,23.0,150.0,166.0,46.0,3.896,80,10.34,1.39,740.0,1770.0,0,80.8,139.1,105.0,807.8,3.881987577639751,359.416176,618.747402,4.0,78,433.04347826086956,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,166.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,80,1463744706.14,0,1,29,222.93,818.2,128.68,23.0,150.0,166.0,47.0,3.9,81,10.34,1.33,700.0,1820.0,0,85.1,145.4,105.0,818.2,3.8856077090456944,378.543522,646.771188,4.0,79,433.04347826086956,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,166.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,81,1463744708.69,0,1,30,225.5,828.4,128.24,22.0,150.0,168.0,48.0,3.914,82,10.69,1.39,730.0,1820.0,0,84.0,147.0,105.0,828.4,3.898939488459139,373.65048,653.88834,4.0,80,458.1818181818182,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,168.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,82,1463744711.48,0,1,31,228.29,839.2,127.93,23.0,150.0,169.0,48.0,3.923,83,10.4,1.36,720.0,1770.0,0,79.7,144.0,105.0,839.2,3.9083873993590244,354.523134,640.54368,4.0,81,440.8695652173913,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,169.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,83,1463744714.12,0,1,32,230.94,849.6,128.83,23.0,151.0,166.0,49.0,3.896,84,10.26,1.3,680.0,1780.0,0,88.8,158.7,105.0,849.6,3.8810835985407124,395.001936,705.932514,4.0,82,433.04347826086956,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,166.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,84,1463744716.79,0,1,33,233.59,860.1,127.25,22.0,151.0,172.0,50.0,3.944,85,10.56,1.36,710.0,1780.0,0,85.6,154.7,105.0,860.1,3.9292730844793713,380.767632,688.139634,4.0,83,469.09090909090907,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,172.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,85,1463744719.37,0,1,34,236.17,870.3,127.25,22.0,152.0,172.0,50.0,3.944,86,10.56,1.36,720.0,1780.0,0,81.9,141.0,105.0,870.3,3.9292730844793713,364.30921800000004,627.19902,4.0,84,469.09090909090907,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,172.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,86,1463744722.16,0,1,35,238.95,881.1,128.02,22.0,152.0,169.0,51.0,3.92,87,10.49,1.36,720.0,1780.0,0,82.6,142.2,105.0,881.1,3.9056397437900325,367.42297199999996,632.536884,4.0,85,460.90909090909093,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,169.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,87,1463744724.89,0,1,36,241.69,891.7,128.47,23.0,152.0,167.0,52.0,3.906,88,10.41,1.33,700.0,1850.0,0,81.5,134.0,105.0,891.7,3.8919592122674556,362.52993,596.06148,4.0,86,435.6521739130435,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,167.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,88,1463744727.56,0,1,37,244.36,902.1,129.31,22.0,152.0,164.0,52.0,3.881,89,10.63,1.33,700.0,1850.0,0,85.0,148.5,105.0,902.1,3.866676977805274,378.0987,660.56067,4.0,87,447.27272727272725,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,164.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,89,1463744730.47,0,1,38,247.24,913.1,129.97,22.0,152.0,161.0,53.0,3.861,90,10.75,1.33,710.0,1870.0,0,80.8,142.4,105.0,913.1,3.8470416249903825,359.416176,633.4265280000001,4.0,89,439.09090909090907,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,161.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,90,1463744733.26,0,1,39,250.04,923.9,130.9,22.0,153.0,158.0,54.0,3.834,91,10.69,1.36,730.0,1880.0,0,82.1,139.9,105.0,923.9,3.819709702062643,365.19886199999996,622.305978,4.0,90,430.90909090909093,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,158.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,91,1463744736.08,0,1,40,252.87,934.6,130.75,21.0,154.0,158.0,54.0,3.838,92,10.83,1.39,750.0,1890.0,0,76.4,137.2,105.0,934.6,3.8240917782026767,339.84400800000003,610.2957839999999,4.0,91,451.42857142857144,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,158.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,92,1463744738.9,0,1,41,255.69,945.4,132.0,21.0,154.0,154.0,55.0,3.802,93,10.68,1.36,730.0,1900.0,0,81.5,138.3,105.0,945.4,3.787878787878788,362.52993,615.1888260000001,4.0,92,440.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,154.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,93,1463744741.69,0,1,42,258.49,956.0,131.82,21.0,155.0,155.0,56.0,3.807,94,10.76,1.36,740.0,1870.0,0,78.9,130.3,105.0,956.0,3.793051130329237,350.964558,579.603066,4.0,93,442.85714285714283,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,94,1463744744.57,0,1,43,261.32,966.7,132.61,21.0,155.0,152.0,56.0,3.784,95,10.62,1.36,750.0,1890.0,0,74.9,122.8,105.0,966.7,3.7704547168388505,333.17167800000004,546.241416,4.0,94,434.2857142857143,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,152.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,95,1463744747.33,0,1,44,264.12,977.4,133.01,21.0,156.0,150.0,57.0,3.773,96,10.56,1.33,720.0,1890.0,0,85.5,153.3,105.0,977.4,3.7591158559506805,380.32281,681.9121260000001,4.0,94,428.57142857142856,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,150.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,96,1463744750.15,0,1,45,266.94,988.1,131.08,21.0,156.0,157.0,58.0,3.828,97,10.78,1.36,730.0,1900.0,0,80.4,143.2,105.0,988.1,3.814464449191333,357.63688800000006,636.985104,4.0,95,448.57142857142856,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,157.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,97,1463744752.97,0,1,46,269.76,998.8,131.61,21.0,156.0,155.0,58.0,3.813,98,10.78,1.36,740.0,1890.0,0,78.7,146.2,105.0,998.8,3.799103411594863,350.07491400000004,650.329764,4.0,96,442.85714285714283,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,155.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,98,1463744755.88,0,1,47,272.64,1009.6,132.75,21.0,156.0,151.0,59.0,3.78,99,10.7,1.36,750.0,1930.0,0,76.0,127.5,105.0,1009.6,3.766478342749529,338.06472,567.14805,4.0,97,431.42857142857144,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,151.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,99,1463744758.79,0,2,0,275.58,1020.6,133.89,21.0,156.0,147.0,59.0,3.748,100,10.77,1.36,750.0,2000.0,0,78.1,131.1,105.0,1020.6,3.734408843080141,347.405982,583.161642,4.0,98,420.0,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,100,1463744761.73,0,2,1,278.49,1031.5,134.57,20.0,156.0,145.0,60.0,3.729,101,11.05,1.39,770.0,1950.0,0,76.1,133.0,105.0,1031.5,3.715538381511481,338.50954199999995,591.61326,4.0,99,435.0,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,145.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,101,1463744764.67,0,2,2,281.45,1042.5,134.79,21.0,156.0,144.0,61.0,3.723,102,10.78,1.36,750.0,2000.0,0,78.5,147.8,105.0,1042.5,3.7094739965872843,349.18527,657.4469160000001,4.0,101,411.42857142857144,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,144.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,102,1463744767.55,0,2,3,284.34,1053.3,134.74,20.0,155.0,145.0,61.0,3.724,103,10.97,1.36,750.0,1950.0,0,80.2,142.5,105.0,1053.3,3.7108505269407748,356.747244,633.87135,4.0,101,435.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,145.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,103,1463744770.46,0,2,4,287.24,1064.1,133.93,21.0,155.0,147.0,62.0,3.747,104,10.9,1.39,770.0,1950.0,0,77.5,132.8,105.0,1064.1,3.733293511535877,344.73705,590.7236160000001,4.0,102,420.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,147.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,104,1463744773.49,0,2,5,290.29,1075.3,135.48,20.0,155.0,142.0,63.0,3.704,105,11.13,1.33,750.0,2060.0,0,74.3,119.4,105.0,1075.3,3.6905816356657812,330.502746,531.117468,4.0,103,426.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,142.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,105,1463744776.43,0,2,6,293.22,1086.1,137.54,20.0,155.0,136.0,63.0,3.648,106,11.06,1.33,750.0,2090.0,0,80.2,136.2,105.0,1086.1,3.635306092773012,356.747244,605.8475639999999,4.0,104,408.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,136.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,106,1463744779.52,0,2,7,296.31,1097.5,135.9,21.0,155.0,141.0,64.0,3.692,107,10.78,1.33,740.0,2060.0,0,83.4,139.7,105.0,1097.5,3.679175864606328,370.98154800000003,621.416334,4.0,106,402.85714285714283,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,141.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,107,1463744782.46,0,2,8,299.27,1108.5,134.4,20.0,155.0,146.0,65.0,3.733,108,11.19,1.36,750.0,2010.0,0,78.0,134.6,105.0,1108.5,3.720238095238095,346.96116,598.730412,4.0,107,438.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,108,1463744785.34,0,2,9,302.13,1119.2,135.34,20.0,155.0,143.0,65.0,3.707,109,10.98,1.36,750.0,2010.0,0,78.1,137.1,105.0,1119.2,3.694399290675336,347.405982,609.850962,4.0,107,429.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,143.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,109,1463744788.46,0,2,10,305.24,1130.6,135.35,20.0,155.0,143.0,66.0,3.707,110,10.99,1.36,760.0,2050.0,0,79.5,135.4,105.0,1130.6,3.694126339120798,353.63349,602.288988,4.0,109,429.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,143.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,110,1463744791.4,0,2,11,308.12,1141.3,135.34,20.0,155.0,143.0,67.0,3.707,111,11.05,1.33,740.0,1960.0,0,78.7,138.3,105.0,1141.3,3.694399290675336,350.07491400000004,615.1888260000001,4.0,110,429.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,143.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,111,1463744794.34,0,2,12,311.13,1152.4,135.46,21.0,155.0,142.0,67.0,3.704,112,10.69,1.33,740.0,2070.0,0,77.0,131.4,105.0,1152.4,3.6911265318175106,342.51294,584.496108,4.0,111,405.7142857142857,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,142.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,112,1463744797.31,0,2,13,314.09,1163.3,136.71,20.0,155.0,138.0,68.0,3.67,113,11.04,1.33,740.0,2030.0,0,78.8,138.7,105.0,1163.3,3.65737692926633,350.51973599999997,616.968114,4.0,112,414.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,138.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,113,1463744800.1,0,2,14,316.89,1173.8,136.0,20.0,154.0,141.0,69.0,3.69,114,10.98,1.36,750.0,2030.0,0,81.2,146.7,105.0,1173.8,3.676470588235294,361.195464,652.553874,4.0,112,423.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,141.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,114,1463744803.04,0,2,15,319.82,1184.8,134.28,21.0,154.0,146.0,69.0,3.737,115,10.83,1.36,750.0,1960.0,0,80.1,141.3,105.0,1184.8,3.7235627047959485,356.302422,628.533486,4.0,113,417.14285714285717,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,115,1463744806.04,0,2,16,322.82,1195.8,134.32,21.0,153.0,146.0,70.0,3.736,116,10.9,1.33,740.0,1960.0,0,76.1,130.8,105.0,1195.8,3.7224538415723645,338.50954199999995,581.827176,4.0,115,417.14285714285717,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,146.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,116,1463744808.98,0,2,17,325.73,1206.6,135.75,21.0,152.0,141.0,70.0,3.696,117,10.76,1.36,760.0,1960.0,0,76.0,134.0,105.0,1206.6,3.6832412523020257,338.06472,596.06148,4.0,116,402.85714285714283,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,141.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,117,1463744811.95,0,2,18,328.64,1217.3,135.86,21.0,153.0,141.0,71.0,3.693,118,10.76,1.36,760.0,1950.0,0,74.5,138.6,105.0,1217.3,3.6802590902399523,331.39239,616.523292,4.0,117,402.85714285714283,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,141.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
