Stroke (#),Second (#),Distance (m),Work (J),Actual power (W),Average power (W),Actual split (s),Average split (s),Stroke rate (SPM),Heart rate (bpm)
816,2773,7277,309.6,160,104.7,129,149,29.4,128
817,2775,7285,279.0,145,104.7,134,149,28.1,128
818,2778,7295,288.4,126,104.7,140,149,27.0,128
819,2780,7302,295.5,130,104.7,139,149,27.1,129
820,2782,7310,283.7,136,104.8,137,149,27.5,129
821,2784,7317,297.0,129,104.8,139,149,27.2,130
822,2786,7325,292.6,132,104.8,138,149,26.6,131
823,2789,7335,309.5,132,104.9,138,149,27.0,131
824,2791,7342,274.1,133,104.9,138,149,25.8,131
825,2793,7350,290.0,122,104.9,142,149,26.6,132
826,2796,7360,286.4,129,104.9,139,149,26.6,132
827,2798,7367,301.0,127,104.9,140,149,26.5,133
828,2800,7375,287.7,130,105.0,139,149,25.8,133
829,2803,7385,285.2,120,105.0,142,149,25.0,133
830,2805,7392,277.1,123,105.0,141,149,25.8,133
831,2806,7399,305.0,131,105.0,138,149,28.3,134
832,2809,7407,280.9,144,105.0,134,149,28.3,134
833,2811,7414,278.3,134,105.1,137,149,28.5,135
834,2813,7422,280.9,126,105.1,140,149,27.1,135
835,2816,7431,271.4,127,105.1,140,149,27.1,135
836,2818,7439,284.0,120,105.2,142,149,26.5,136
837,2820,7446,274.8,135,105.2,137,149,28.4,123
838,2883,7465,258.0,123,105.0,141,149,26.9,122
839,2886,7472,121.2,123,104.9,141,149,26.9,109
840,2889,7481,168.0,42,104.8,202,149,20.6,109
841,2892,7489,152.0,54,104.8,186,149,19.4,108
842,2895,7498,190.0,50,104.7,191,149,19.8,109
843,2899,7509,182.3,62,104.6,178,149,19.4,110
844,2902,7518,223.4,58,104.6,182,149,19.0,110
845,2905,7527,214.3,70,104.6,170,149,18.9,110
846,2908,7535,195.9,67,104.4,173,149,18.8,111
847,2911,7544,211.4,58,104.4,182,149,17.9,111
848,2915,7556,243.2,68,104.3,172,149,19.2,111
849,2918,7565,213.7,76,104.3,166,149,18.6,112
850,2921,7574,232.0,65,104.2,175,149,18.3,113
851,2924,7583,239.3,74,104.2,167,149,19.0,113
852,2927,7592,220.8,75,104.2,167,149,18.8,114
853,2930,7601,221.4,69,104.2,171,149,18.6,114
854,2934,7613,220.5,72,104.1,169,149,19.4,114
855,2937,7622,232.5,69,104.0,171,149,18.7,115
856,2940,7631,254.0,78,104.0,164,149,20.0,116
857,2943,7640,216.1,79,103.9,164,149,18.5,116
858,2946,7649,225.6,69,103.9,171,150,19.1,116
859,2949,7659,229.5,73,103.9,168,150,19.4,117
860,2952,7668,230.9,73,103.9,168,150,19.1,117
861,2955,7677,224.2,76,103.8,166,150,19.7,117
862,2958,7686,229.9,74,103.8,167,150,19.9,117
863,2961,7695,223.7,75,103.7,167,150,19.6,118
864,2964,7704,225.7,75,103.7,167,150,20.0,117
865,2968,7715,227.7,73,103.6,168,150,19.4,118
866,2971,7725,234.2,75,103.6,167,150,19.8,118
867,2974,7734,220.8,76,103.6,166,150,19.5,118
868,2977,7742,202.6,72,103.5,169,150,19.6,118
869,2980,7751,204.6,67,103.5,173,150,19.7,118
870,2983,7760,254.0,70,103.4,170,150,20.4,118
871,2986,7770,240.7,82,103.4,162,150,19.2,119
872,2989,7779,238.3,76,103.4,166,150,18.9,119
873,2992,7788,249.7,77,103.3,165,150,19.3,119
874,2995,7797,210.3,79,103.3,164,150,19.0,119
875,2999,7808,229.1,66,103.2,174,150,18.9,119
876,3002,7817,226.3,70,103.2,170,150,18.2,118
877,3005,7827,258.4,69,103.1,171,150,18.4,119
878,3008,7836,222.0,77,103.1,165,150,17.9,119
