Total elapsed time (s),Total distance (m),Stroke rate (/min),Speed (m/s),Current heart rate (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m),Drag factor,Current pace (/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m),Split average power (W),Split average calories (cal/hr),Last split time (s),Last split distance (m),Drive length (m),Drive time (s),Stroke recovery time (s),Stroke distance (m),Peak drive force (lbs),Ave. drive force (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor
46.27,198.5,21,4.235,127,6,0,4,1,2,0.00,600.00,600.00,132,118.0,116.3,0.0,0.00,0,223,12,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.44,165.6,109.8,6.3,16,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
46.82,201.2,21,4.229,127,6,0,4,1,4,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.44,165.6,109.8,6.3,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
47.21,203.0,21,4.229,127,6,0,4,1,4,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.22,168.3,113.4,6.2,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
47.60,204.7,21,4.229,127,6,0,4,1,4,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.22,168.3,113.4,6.2,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
48.31,207.6,21,4.229,126,6,0,4,1,4,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.22,168.3,113.4,6.2,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
48.70,209.1,21,4.229,126,6,0,4,1,4,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.93,12.22,168.3,113.4,6.2,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
49.10,210.6,21,4.229,126,6,0,4,1,2,0.00,600.00,600.00,132,118.2,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.95,12.22,168.3,113.4,6.2,17,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
49.81,214.0,21,4.257,126,6,0,4,1,4,0.00,600.00,600.00,131,117.5,116.4,0.0,0.00,0,222,13,0.0,0.0,0,0.0,0,1.48,0.75,1.95,12.22,168.3,113.4,6.2,18,215,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
50.24,216.0,21,4.257,127,6,0,4,1,4,0.00,600.00,600.00,131,117.5,116.5,0.0,0.00,0,222,14,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.36,163.2,112.2,6.3,18,219,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
50.59,217.5,21,4.257,127,6,0,4,1,4,0.00,600.00,600.00,131,117.5,116.5,0.0,0.00,0,222,14,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.36,163.2,112.2,6.3,18,219,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
50.98,219.1,21,4.257,127,6,0,4,1,4,0.00,600.00,600.00,131,117.5,116.5,0.0,0.00,0,222,14,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.36,163.2,112.2,6.3,18,219,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
51.82,222.2,21,4.257,127,6,0,4,1,2,0.00,600.00,600.00,131,117.5,116.5,0.0,0.00,0,222,14,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.36,163.2,112.2,6.3,18,219,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
52.25,224.1,21,4.257,128,6,0,4,1,2,0.00,600.00,600.00,131,117.5,116.5,0.0,0.00,0,222,14,0.0,0.0,0,0.0,0,1.48,0.74,1.94,12.36,163.2,112.2,6.3,18,219,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
52.64,226.0,21,4.245,128,6,0,4,1,4,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.94,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
53.00,227.7,21,4.245,129,6,0,4,1,4,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.94,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
53.77,231.0,21,4.245,129,6,0,4,1,4,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.94,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
54.18,232.6,21,4.245,129,6,0,4,1,4,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.94,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
54.76,234.7,21,4.245,129,6,0,4,1,2,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.94,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
55.13,236.3,21,4.245,129,6,0,4,1,2,0.00,600.00,600.00,131,117.8,116.5,0.0,0.00,0,222,15,0.0,0.0,0,0.0,0,1.45,0.73,1.99,12.20,165.3,110.9,6.2,19,217,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
55.49,238.0,20,4.212,129,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.43,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
56.34,241.9,20,4.212,129,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.43,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
56.73,243.5,20,4.212,129,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.43,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
57.23,245.4,20,4.212,129,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.43,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
57.70,247.1,20,4.212,129,6,0,4,1,2,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.43,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
58.13,249.0,20,4.212,130,6,0,4,1,3,0.00,600.00,600.00,131,118.7,116.6,0.0,0.00,0,221,16,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.35,170.6,110.9,6.2,20,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
58.54,251.1,21,4.218,130,6,0,4,1,4,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.35,171.3,114.2,6.2,21,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
59.38,254.8,21,4.218,131,6,0,4,1,4,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.35,171.3,114.2,6.2,21,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
59.73,256.2,21,4.218,131,6,0,4,1,4,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.35,171.3,114.2,6.2,21,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
60.13,257.7,21,4.218,131,6,0,4,1,4,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.97,12.35,171.3,114.2,6.2,21,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
60.56,259.3,21,4.218,131,6,0,4,1,2,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.89,12.35,171.3,114.2,6.2,21,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
61.03,261.5,21,4.218,132,6,0,4,1,4,0.00,600.00,600.00,131,118.5,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.75,1.89,12.13,171.3,114.2,6.2,22,213,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
61.88,265.5,21,4.274,132,6,0,4,1,4,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,1.89,12.13,175.1,116.1,6.2,22,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
62.23,267.1,21,4.274,132,6,0,4,1,4,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,1.89,12.13,175.1,116.1,6.2,22,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
62.60,268.6,21,4.274,132,6,0,4,1,4,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,1.89,12.13,175.1,116.1,6.2,22,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
63.34,271.4,21,4.274,131,6,0,4,1,4,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,1.89,12.13,175.1,116.1,6.2,22,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
63.69,272.7,21,4.274,131,6,0,4,1,2,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,2.16,12.13,175.1,116.1,6.2,22,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
64.09,274.5,21,4.274,131,6,0,4,1,4,0.00,600.00,600.00,131,117.0,116.7,0.0,0.00,0,221,17,0.0,0.0,0,0.0,0,1.48,0.74,2.16,13.18,175.1,116.1,6.6,23,221,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
64.51,276.5,19,4.224,131,6,0,4,1,4,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.16,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
64.94,278.5,19,4.224,132,6,0,4,1,4,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.16,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
65.77,281.9,19,4.224,132,6,0,4,1,4,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.16,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
66.15,283.3,19,4.224,132,6,0,4,1,4,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.16,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
66.59,284.9,19,4.224,132,6,0,4,1,2,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.02,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
67.04,286.9,19,4.224,133,6,0,4,1,3,0.00,600.00,600.00,131,118.4,116.7,0.0,0.00,0,220,18,0.0,0.0,0,0.0,0,1.48,0.75,2.02,13.18,169.4,114.0,6.6,23,214,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
67.82,290.6,20,4.212,133,6,0,4,1,4,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,19,0.0,0.0,0,0.0,0,1.48,0.75,2.02,12.58,162.2,111.7,6.3,24,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
68.20,292.3,20,4.212,133,6,0,4,1,4,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,19,0.0,0.0,0,0.0,0,1.48,0.75,2.02,12.58,162.2,111.7,6.3,24,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
68.56,293.7,20,4.212,133,6,0,4,1,4,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,19,0.0,0.0,0,0.0,0,1.48,0.75,2.02,12.58,162.2,111.7,6.3,24,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
69.30,296.6,20,4.212,133,6,0,4,1,4,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,19,0.0,0.0,0,0.0,0,1.48,0.75,2.02,12.58,162.2,111.7,6.3,24,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
69.73,298.2,20,4.212,133,6,0,4,1,2,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,19,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.58,162.2,111.7,6.3,24,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
70.13,300.1,20,4.212,134,6,0,4,1,4,0.00,600.00,600.00,132,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.48,0.75,1.99,12.44,162.2,111.7,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
70.48,301.8,20,4.213,134,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.44,161.0,105.9,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
71.25,305.1,20,4.213,134,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.44,161.0,105.9,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
71.62,306.6,20,4.213,134,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.44,161.0,105.9,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
71.98,307.9,20,4.213,134,6,0,4,1,4,0.00,600.00,600.00,131,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.44,161.0,105.9,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
72.76,310.9,20,4.213,134,6,0,4,1,2,0.00,600.00,600.00,131,118.7,116.8,0.0,0.00,0,220,20,0.0,0.0,0,0.0,0,1.45,0.76,2.03,12.44,161.0,105.9,6.2,25,212,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
73.13,312.6,20,4.213,135,6,0,4,1,4,0.00,600.00,600.00,131,118.7,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.03,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
73.58,314.8,20,4.159,135,6,0,4,1,4,0.00,600.00,600.00,132,120.2,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.03,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
74.37,318.2,20,4.159,135,6,0,4,1,4,0.00,600.00,600.00,132,120.2,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.03,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
74.80,319.8,20,4.159,135,6,0,4,1,4,0.00,600.00,600.00,132,120.2,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.03,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
75.15,321.1,20,4.159,135,6,0,4,1,4,0.00,600.00,600.00,132,120.2,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.03,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
75.54,322.6,20,4.159,135,6,0,4,1,2,0.00,600.00,600.00,132,120.2,117.0,0.0,0.00,0,219,21,0.0,0.0,0,0.0,0,1.48,0.78,2.01,12.50,169.8,108.4,6.1,26,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
76.31,326.1,20,4.181,135,6,0,4,1,4,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.48,0.78,2.01,12.29,169.8,108.4,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
76.66,327.7,20,4.181,135,6,0,4,1,4,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.29,163.7,109.3,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
77.42,330.9,20,4.181,135,6,0,4,1,4,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.29,163.7,109.3,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
77.77,332.3,20,4.181,135,6,0,4,1,4,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.29,163.7,109.3,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
78.17,333.7,20,4.181,135,6,0,4,1,2,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.29,163.7,109.3,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
78.88,336.7,20,4.181,135,6,0,4,1,2,0.00,600.00,600.00,131,119.6,117.0,0.0,0.00,0,219,22,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.29,163.7,109.3,6.1,27,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
79.27,338.6,20,4.176,136,6,0,4,1,4,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.42,0.74,2.01,12.35,163.7,109.3,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
79.66,340.3,20,4.176,136,6,0,4,1,4,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,170.0,108.5,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
80.01,341.8,20,4.176,136,6,0,4,1,4,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,170.0,108.5,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
80.82,345.0,20,4.176,136,6,0,4,1,4,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,170.0,108.5,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
81.18,346.3,20,4.176,136,6,0,4,1,2,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.35,170.0,108.5,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
81.58,347.9,20,4.176,136,6,0,4,1,2,0.00,600.00,600.00,132,119.7,117.1,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.45,0.76,1.99,12.35,170.0,108.5,6.1,28,206,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
82.03,350.0,20,4.183,137,6,0,4,1,4,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.99,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
82.49,352.1,20,4.183,137,6,0,4,1,4,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.99,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
83.26,355.4,20,4.183,137,6,0,4,1,4,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.99,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
83.62,356.8,20,4.183,137,6,0,4,1,4,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.99,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
84.38,359.6,20,4.183,137,6,0,4,1,2,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.99,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
84.73,361.2,20,4.183,137,6,0,4,1,2,0.00,600.00,600.00,131,119.5,117.2,0.0,0.00,0,218,23,0.0,0.0,0,0.0,0,1.51,0.79,1.96,12.44,161.2,103.2,6.1,29,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
85.20,363.4,21,4.165,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,1.96,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
85.63,365.3,21,4.165,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,1.96,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
86.02,367.0,21,4.165,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,1.96,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
86.79,370.0,21,4.165,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,1.96,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
87.15,371.3,21,4.165,138,6,0,4,1,2,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,2.01,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
87.52,372.8,21,4.165,138,6,0,4,1,3,0.00,600.00,600.00,131,120.0,117.3,0.0,0.00,0,217,24,0.0,0.0,0,0.0,0,1.48,0.78,2.01,12.21,161.0,106.2,6.0,30,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
88.31,376.5,20,4.166,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
88.73,378.3,20,4.166,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
89.16,380.1,20,4.166,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
89.55,381.6,20,4.166,138,6,0,4,1,4,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
90.34,384.4,20,4.166,138,6,0,4,1,2,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.01,12.35,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
90.70,386.0,20,4.166,138,6,0,4,1,3,0.00,600.00,600.00,131,120.0,117.4,0.0,0.00,0,217,25,0.0,0.0,0,0.0,0,1.45,0.76,2.05,12.50,163.8,105.5,6.0,31,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
91.13,388.1,20,4.130,139,6,0,4,1,4,0.00,600.00,600.00,130,121.1,117.5,0.0,0.00,0,216,26,0.0,0.0,0,0.0,0,1.48,0.78,2.05,12.50,156.3,105.8,6.0,32,200,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
