To determine when a piece begins or ends look for the piece number to change.,,,,,,,,,,,,,,,,
Workout data for: sander    Club: CVK Brno    Date: 2017-09-25 17:22,,,,,,,,,,,,,,,,
DateTime,TOTAL Time Since Start BoatCoach,TOTAL Distance Since Start BoatCoach(m),Elapsed Time,Piece Number,Stroke Rate,Cumulative Stroke Count,Piece Stroke Count,Cumulative Distance(m),Piece Distance(km),Average Speed(/500m),Last 10 Stroke Speed(/500m),Heart Rate,Calories,Calories/hr,Latitude,Longitude
2017-09-25 17:22:24.1 GMT+02:00,0:00:01,0,0:00:01,0,0,0,0,0,0,--,--,0,0,0,0,0
2017-09-25 17:22:25.1 GMT+02:00,0:00:02,0,0:00:02,0,0,0,0,0,0,--,--,0,0,0,49.238889,16.513396
2017-09-25 17:22:26.1 GMT+02:00,0:00:03,10,0:00:03,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238928,16.513265
2017-09-25 17:22:27.1 GMT+02:00,0:00:04,10,0:00:04,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238928,16.513265
2017-09-25 17:22:28.1 GMT+02:00,0:00:05,10,0:00:05,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.23895,16.51328
2017-09-25 17:22:29.1 GMT+02:00,0:00:06,10,0:00:06,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.23891,16.513293
2017-09-25 17:22:30.1 GMT+02:00,0:00:07,10,0:00:07,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238959,16.513256
2017-09-25 17:22:31.3 GMT+02:00,0:00:08,10,0:00:08,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:32.3 GMT+02:00,0:00:09,10,0:00:09,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:33.3 GMT+02:00,0:00:10,10,0:00:10,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:34.3 GMT+02:00,0:00:11,10,0:00:11,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:35.3 GMT+02:00,0:00:12,10,0:00:12,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:36.3 GMT+02:00,0:00:13,10,0:00:13,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:37.3 GMT+02:00,0:00:14,10,0:00:14,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238971,16.513213
2017-09-25 17:22:38.3 GMT+02:00,0:00:15,10,0:00:15,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238981,16.513178
2017-09-25 17:22:39.3 GMT+02:00,0:00:16,10,0:00:16,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238981,16.513178
2017-09-25 17:22:40.3 GMT+02:00,0:00:17,10,0:00:17,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238981,16.513178
2017-09-25 17:22:41.4 GMT+02:00,0:00:18,10,0:00:18,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238981,16.513178
2017-09-25 17:22:42.5 GMT+02:00,0:00:19,10,0:00:19,0,0,0,0,10,0.01,0:00:48,--,0,0,0,49.238981,16.513178
2017-09-25 17:22:43.0 GMT+02:00,0:00:19,20,0:00:19,0,0,0,0,21,0.02,0:06:59,--,0,0,0,49.238997,16.513157
2017-09-25 17:22:44.0 GMT+02:00,0:00:20,20,0:00:20,0,0,0,0,21,0.02,0:06:59,--,0,0,0,49.238997,16.513157
2017-09-25 17:22:45.0 GMT+02:00,0:00:21,20,0:00:21,0,0,0,0,21,0.02,0:06:59,--,0,0,0,49.238997,16.513157
2017-09-25 17:22:46.0 GMT+02:00,0:00:22,20,0:00:22,0,0,0,0,21,0.02,0:06:59,--,0,0,0,49.238997,16.513157
2017-09-25 17:22:47.2 GMT+02:00,0:00:24,20,0:00:24,0,0,1,1,21,0.02,0:06:59,--,0,0,0,49.238997,16.513157
2017-09-25 17:22:48.2 GMT+02:00,0:00:25,20,0:00:25,0,0,1,1,21,0.02,0:06:59,--,0,0,0,49.239005,16.513123
2017-09-25 17:22:49.3 GMT+02:00,0:00:26,20,0:00:26,0,0,1,1,21,0.02,0:06:59,--,0,0,0,49.239005,16.513123
2017-09-25 17:22:50.3 GMT+02:00,0:00:27,20,0:00:27,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239005,16.513123
2017-09-25 17:22:51.3 GMT+02:00,0:00:28,20,0:00:28,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239015,16.513091
2017-09-25 17:22:52.4 GMT+02:00,0:00:29,20,0:00:29,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239015,16.513091
2017-09-25 17:22:53.4 GMT+02:00,0:00:30,20,0:00:30,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239015,16.513091
2017-09-25 17:22:54.5 GMT+02:00,0:00:31,20,0:00:31,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239015,16.513091
2017-09-25 17:22:55.0 GMT+02:00,0:00:31,20,0:00:31,0,23.2,2,2,21,0.02,0:06:59,--,0,0,0,49.239021,16.513059
2017-09-25 17:22:56.0 GMT+02:00,0:00:32,20,0:00:32,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239021,16.513059
2017-09-25 17:22:57.1 GMT+02:00,0:00:33,20,0:00:33,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239021,16.513059
2017-09-25 17:22:58.1 GMT+02:00,0:00:34,20,0:00:34,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239021,16.513059
2017-09-25 17:22:59.1 GMT+02:00,0:00:35,20,0:00:35,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239024,16.513028
2017-09-25 17:23:00.2 GMT+02:00,0:00:37,20,0:00:37,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239024,16.513028
2017-09-25 17:23:01.2 GMT+02:00,0:00:38,20,0:00:38,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239024,16.513028
2017-09-25 17:23:02.3 GMT+02:00,0:00:39,20,0:00:39,0,23.2,3,3,21,0.02,0:06:59,--,0,0,0,49.239024,16.513028
2017-09-25 17:23:03.3 GMT+02:00,0:00:40,32,0:00:40,0,23.2,3,3,34,0.03,0:09:22,--,0,1,300,49.239037,16.512998
2017-09-25 17:23:04.3 GMT+02:00,0:00:41,32,0:00:41,0,23.2,3,3,34,0.03,0:09:22,--,0,1,300,49.239037,16.512998
2017-09-25 17:23:05.4 GMT+02:00,0:00:42,32,0:00:42,0,23.2,3,3,34,0.03,0:09:22,--,0,1,300,49.239037,16.512998
2017-09-25 17:23:06.4 GMT+02:00,0:00:43,32,0:00:43,0,23.2,3,3,34,0.03,0:09:22,--,0,1,300,49.239037,16.512998
2017-09-25 17:23:07.5 GMT+02:00,0:00:44,32,0:00:44,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239037,16.512998
2017-09-25 17:23:08.0 GMT+02:00,0:00:44,32,0:00:44,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:09.1 GMT+02:00,0:00:45,32,0:00:45,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:10.2 GMT+02:00,0:00:47,32,0:00:47,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:11.2 GMT+02:00,0:00:48,32,0:00:48,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:12.2 GMT+02:00,0:00:49,32,0:00:49,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:13.3 GMT+02:00,0:00:50,32,0:00:50,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:14.3 GMT+02:00,0:00:51,32,0:00:51,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239045,16.51297
2017-09-25 17:23:15.4 GMT+02:00,0:00:52,32,0:00:52,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239055,16.512942
2017-09-25 17:23:16.4 GMT+02:00,0:00:53,32,0:00:53,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239055,16.512942
2017-09-25 17:23:17.4 GMT+02:00,0:00:54,32,0:00:54,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239055,16.512942
2017-09-25 17:23:18.0 GMT+02:00,0:00:54,32,0:00:54,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239055,16.512942
2017-09-25 17:23:19.0 GMT+02:00,0:00:55,32,0:00:55,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239067,16.512914
2017-09-25 17:23:20.0 GMT+02:00,0:00:56,32,0:00:56,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239067,16.512914
2017-09-25 17:23:21.1 GMT+02:00,0:00:58,32,0:00:58,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239067,16.512914
2017-09-25 17:23:22.1 GMT+02:00,0:00:59,32,0:00:59,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239067,16.512914
2017-09-25 17:23:23.2 GMT+02:00,0:01:00,32,0:01:00,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:24.2 GMT+02:00,0:01:01,32,0:01:01,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:25.2 GMT+02:00,0:01:02,32,0:01:02,0,10.6,4,4,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:26.3 GMT+02:00,0:01:03,32,0:01:03,0,5.3,5,5,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:27.3 GMT+02:00,0:01:04,32,0:01:04,0,5.3,5,5,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:28.4 GMT+02:00,0:01:05,32,0:01:05,0,5.3,5,5,34,0.03,0:09:22,--,0,1,300,49.239081,16.51289
2017-09-25 17:23:29.4 GMT+02:00,0:01:06,43,0:01:06,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239098,16.512878
2017-09-25 17:23:30.4 GMT+02:00,0:01:07,43,0:01:07,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239098,16.512878
2017-09-25 17:23:31.0 GMT+02:00,0:01:07,43,0:01:07,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239098,16.512878
2017-09-25 17:23:32.0 GMT+02:00,0:01:08,43,0:01:08,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239117,16.512842
2017-09-25 17:23:33.0 GMT+02:00,0:01:09,43,0:01:09,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239117,16.512842
2017-09-25 17:23:34.2 GMT+02:00,0:01:11,43,0:01:11,0,5.3,6,6,45,0.04,0:11:54,--,0,3,300,49.239137,16.512807
2017-09-25 17:23:35.2 GMT+02:00,0:01:12,43,0:01:12,0,11,7,7,45,0.04,0:11:54,--,0,3,300,49.239137,16.512807
2017-09-25 17:23:36.3 GMT+02:00,0:01:13,43,0:01:13,0,11,7,7,45,0.04,0:11:54,--,0,3,300,49.239155,16.512775
2017-09-25 17:23:37.3 GMT+02:00,0:01:14,43,0:01:14,0,19,8,8,45,0.04,0:11:54,--,0,3,300,49.239155,16.512775
2017-09-25 17:23:38.3 GMT+02:00,0:01:15,55,0:01:15,0,23.4,9,9,57,0.06,0:10:36,--,0,5,300,49.239174,16.512749
2017-09-25 17:23:39.4 GMT+02:00,0:01:16,55,0:01:16,0,23.4,9,9,57,0.06,0:10:36,--,0,5,300,49.239174,16.512749
2017-09-25 17:23:40.4 GMT+02:00,0:01:17,55,0:01:17,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.23919,16.512729
2017-09-25 17:23:41.1 GMT+02:00,0:01:17,55,0:01:17,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.23919,16.512729
2017-09-25 17:23:42.2 GMT+02:00,0:01:19,55,0:01:19,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239206,16.512707
2017-09-25 17:23:43.2 GMT+02:00,0:01:20,55,0:01:20,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239206,16.512707
2017-09-25 17:23:44.2 GMT+02:00,0:01:21,55,0:01:21,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239206,16.512707
2017-09-25 17:23:45.2 GMT+02:00,0:01:22,55,0:01:22,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239223,16.512681
2017-09-25 17:23:46.2 GMT+02:00,0:01:23,55,0:01:23,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239223,16.512681
2017-09-25 17:23:47.3 GMT+02:00,0:01:24,55,0:01:24,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239239,16.512661
2017-09-25 17:23:48.3 GMT+02:00,0:01:25,55,0:01:25,0,34.5,10,10,57,0.06,0:10:36,--,0,5,300,49.239239,16.512661
2017-09-25 17:23:49.5 GMT+02:00,0:01:26,55,0:01:26,0,34.5,11,11,57,0.06,0:10:36,--,0,5,300,49.239239,16.512661
2017-09-25 17:23:50.0 GMT+02:00,0:01:26,66,0:01:26,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239255,16.512645
2017-09-25 17:23:51.0 GMT+02:00,0:01:27,66,0:01:27,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239255,16.512645
2017-09-25 17:23:52.1 GMT+02:00,0:01:28,66,0:01:28,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239255,16.512645
2017-09-25 17:23:53.1 GMT+02:00,0:01:29,66,0:01:29,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239255,16.512645
2017-09-25 17:23:54.1 GMT+02:00,0:01:30,66,0:01:30,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239271,16.512626
2017-09-25 17:23:55.2 GMT+02:00,0:01:32,66,0:01:32,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239271,16.512626
2017-09-25 17:23:56.2 GMT+02:00,0:01:33,66,0:01:33,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239271,16.512626
2017-09-25 17:23:57.3 GMT+02:00,0:01:34,66,0:01:34,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239286,16.512608
2017-09-25 17:23:58.3 GMT+02:00,0:01:35,66,0:01:35,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239286,16.512608
2017-09-25 17:23:59.3 GMT+02:00,0:01:36,66,0:01:36,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239286,16.512608
2017-09-25 17:24:00.4 GMT+02:00,0:01:37,66,0:01:37,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239286,16.512608
2017-09-25 17:24:01.4 GMT+02:00,0:01:38,66,0:01:38,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239304,16.512593
2017-09-25 17:24:02.5 GMT+02:00,0:01:39,66,0:01:39,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239304,16.512593
2017-09-25 17:24:03.0 GMT+02:00,0:01:39,66,0:01:39,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239304,16.512593
2017-09-25 17:24:04.0 GMT+02:00,0:01:40,66,0:01:40,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239304,16.512593
2017-09-25 17:24:05.1 GMT+02:00,0:01:42,66,0:01:42,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239304,16.512593
2017-09-25 17:24:06.1 GMT+02:00,0:01:43,66,0:01:43,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239322,16.512573
2017-09-25 17:24:07.1 GMT+02:00,0:01:44,66,0:01:44,0,34.5,11,11,69,0.07,0:10:14,0:00:00,0,6,306,49.239322,16.512573
2017-09-25 17:24:08.2 GMT+02:00,0:01:45,66,0:01:45,0,6.8,12,12,69,0.07,0:10:14,0:00:00,0,6,306,49.239322,16.512573
2017-09-25 17:24:09.3 GMT+02:00,0:01:46,66,0:01:46,0,6.8,13,13,69,0.07,0:10:14,0:00:00,0,6,306,49.239322,16.512573
2017-09-25 17:24:10.4 GMT+02:00,0:01:47,77,0:01:47,0,6.8,13,13,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:11.4 GMT+02:00,0:01:48,77,0:01:48,0,6.8,13,13,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:12.4 GMT+02:00,0:01:49,77,0:01:49,0,6.8,13,13,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:13.0 GMT+02:00,0:01:49,77,0:01:49,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:14.0 GMT+02:00,0:01:50,77,0:01:50,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:15.0 GMT+02:00,0:01:51,77,0:01:51,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:16.1 GMT+02:00,0:01:52,77,0:01:52,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:17.1 GMT+02:00,0:01:53,77,0:01:53,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:18.2 GMT+02:00,0:01:55,77,0:01:55,0,18.6,14,14,80,0.08,0:10:53,0:00:00,0,7,306,49.239335,16.512551
2017-09-25 17:24:19.2 GMT+02:00,0:01:56,77,0:01:56,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:20.2 GMT+02:00,0:01:57,77,0:01:57,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:21.3 GMT+02:00,0:01:58,77,0:01:58,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:22.3 GMT+02:00,0:01:59,77,0:01:59,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:23.4 GMT+02:00,0:02:00,77,0:02:00,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:24.4 GMT+02:00,0:02:01,77,0:02:01,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:25.4 GMT+02:00,0:02:02,77,0:02:02,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:26.0 GMT+02:00,0:02:02,77,0:02:02,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:27.0 GMT+02:00,0:02:03,77,0:02:03,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239361,16.512526
2017-09-25 17:24:28.0 GMT+02:00,0:02:04,77,0:02:04,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:29.1 GMT+02:00,0:02:06,77,0:02:06,0,18.6,15,15,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:30.1 GMT+02:00,0:02:07,77,0:02:07,0,9.2,16,16,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:31.3 GMT+02:00,0:02:08,77,0:02:08,0,9.2,16,16,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:32.3 GMT+02:00,0:02:09,77,0:02:09,0,9.2,16,16,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:33.3 GMT+02:00,0:02:10,77,0:02:10,0,9.2,16,16,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:34.4 GMT+02:00,0:02:11,77,0:02:11,0,9.2,17,17,80,0.08,0:10:53,0:00:00,0,7,306,49.239384,16.512516
2017-09-25 17:24:35.4 GMT+02:00,0:02:12,77,0:02:12,0,14.1,18,18,80,0.08,0:10:53,0:00:00,0,7,306,49.239407,16.5125
2017-09-25 17:24:36.6 GMT+02:00,0:02:13,77,0:02:13,0,14.1,18,18,80,0.08,0:10:53,0:00:00,0,7,306,49.239407,16.5125
2017-09-25 17:24:37.1 GMT+02:00,0:02:14,77,0:02:14,0,14.1,18,18,80,0.08,0:10:53,0:00:00,0,7,306,49.239407,16.5125
2017-09-25 17:24:38.1 GMT+02:00,0:02:15,77,0:02:15,0,14.1,18,18,80,0.08,0:10:53,0:00:00,0,7,306,49.239407,16.5125
2017-09-25 17:24:39.2 GMT+02:00,0:02:16,88,0:02:16,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239428,16.512483
2017-09-25 17:24:40.3 GMT+02:00,0:02:17,88,0:02:17,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239428,16.512483
2017-09-25 17:24:41.3 GMT+02:00,0:02:18,88,0:02:18,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239428,16.512483
2017-09-25 17:24:42.3 GMT+02:00,0:02:19,88,0:02:19,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239428,16.512483
2017-09-25 17:24:43.3 GMT+02:00,0:02:20,88,0:02:20,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239439,16.512456
2017-09-25 17:24:44.4 GMT+02:00,0:02:21,88,0:02:21,0,14.1,18,18,92,0.09,0:12:10,0:11:53,0,8,303,49.239439,16.512456
2017-09-25 17:24:45.0 GMT+02:00,0:02:21,88,0:00:00,1,14.1,18,0,92,--,0:12:10,0:11:53,0,8,303,49.239439,16.512456
2017-09-25 17:24:45.4 GMT+02:00,0:02:22,88,0:00:00,1,14.1,18,0,92,--,0:12:10,0:11:53,0,8,303,49.239439,16.512456
2017-09-25 17:24:46.4 GMT+02:00,0:02:23,88,0:00:01,1,14.1,19,1,92,--,0:12:10,0:11:53,0,8,303,49.239457,16.512445
2017-09-25 17:24:47.0 GMT+02:00,0:02:23,88,0:00:02,1,14.1,19,1,92,--,0:12:10,0:11:53,0,8,303,49.239457,16.512445
2017-09-25 17:24:48.1 GMT+02:00,0:02:24,88,0:00:03,1,34.9,20,2,92,--,0:12:10,0:11:53,0,8,303,49.239457,16.512445
2017-09-25 17:24:49.1 GMT+02:00,0:02:25,88,0:00:04,1,34.9,20,2,92,--,0:12:10,0:11:53,0,8,303,49.239457,16.512445
2017-09-25 17:24:50.2 GMT+02:00,0:02:27,88,0:00:05,1,34.9,20,2,92,--,0:12:10,0:11:53,0,8,303,49.239474,16.512433
2017-09-25 17:24:51.2 GMT+02:00,0:02:28,88,0:00:06,1,34.9,20,2,92,--,0:12:10,0:11:53,0,8,303,49.239474,16.512433
2017-09-25 17:24:52.3 GMT+02:00,0:02:29,88,0:00:07,1,34.9,20,2,92,--,0:12:10,0:11:53,0,8,303,49.239474,16.512433
2017-09-25 17:24:53.3 GMT+02:00,0:02:30,88,0:00:08,1,11.9,21,3,92,--,0:12:10,0:11:53,0,8,303,49.239493,16.512405
2017-09-25 17:24:54.3 GMT+02:00,0:02:31,88,0:00:09,1,11.9,21,3,92,--,0:12:10,0:11:53,0,8,303,49.239493,16.512405
2017-09-25 17:24:55.4 GMT+02:00,0:02:32,88,0:00:10,1,29,22,4,92,--,0:12:10,0:11:53,0,8,303,49.239522,16.512363
2017-09-25 17:24:56.4 GMT+02:00,0:02:33,99,0:00:11,1,29,23,5,104,0.01,0:06:21,0:12:10,0,11,303,49.239536,16.512337
2017-09-25 17:24:57.5 GMT+02:00,0:02:34,99,0:00:12,1,29,23,5,104,0.01,0:06:21,0:12:10,0,11,303,49.239553,16.512306
2017-09-25 17:24:58.0 GMT+02:00,0:02:34,99,0:00:13,1,29,23,5,104,0.01,0:06:21,0:12:10,0,11,303,49.239572,16.512275
2017-09-25 17:24:59.0 GMT+02:00,0:02:35,99,0:00:14,1,29,24,6,104,0.01,0:06:21,0:12:10,0,11,303,49.23959,16.512243
2017-09-25 17:25:00.1 GMT+02:00,0:02:37,111,0:00:15,1,29,24,6,116,0.02,0:04:30,0:12:10,0,12,307,49.239609,16.51221
2017-09-25 17:25:01.1 GMT+02:00,0:02:38,111,0:00:16,1,29,24,6,116,0.02,0:04:30,0:12:10,0,12,307,49.23963,16.512176
2017-09-25 17:25:02.1 GMT+02:00,0:02:39,111,0:00:17,1,22.7,25,7,116,0.02,0:04:30,0:12:10,0,12,307,49.239651,16.512145
2017-09-25 17:25:03.2 GMT+02:00,0:02:40,111,0:00:18,1,22.7,25,7,116,0.02,0:04:30,0:12:10,0,12,307,49.239668,16.512112
2017-09-25 17:25:04.2 GMT+02:00,0:02:41,124,0:00:19,1,22.7,25,7,129,0.04,0:03:49,0:12:10,0,12,318,49.239688,16.512077
2017-09-25 17:25:05.3 GMT+02:00,0:02:42,124,0:00:20,1,22.7,25,7,129,0.04,0:03:49,0:12:10,0,12,318,49.239709,16.512041
2017-09-25 17:25:06.3 GMT+02:00,0:02:43,124,0:00:21,1,18.9,26,8,129,0.04,0:03:49,0:12:10,0,12,318,49.239726,16.512007
2017-09-25 17:25:07.3 GMT+02:00,0:02:44,124,0:00:22,1,18.9,26,8,129,0.04,0:03:49,0:12:10,0,12,318,49.239745,16.511971
2017-09-25 17:25:08.5 GMT+02:00,0:02:45,137,0:00:23,1,18.9,26,8,143,0.05,0:03:37,0:11:19,0,13,352,49.239767,16.511933
2017-09-25 17:25:09.0 GMT+02:00,0:02:45,137,0:00:24,1,18.9,26,8,143,0.05,0:03:37,0:11:19,0,13,352,49.239786,16.511896
2017-09-25 17:25:10.0 GMT+02:00,0:02:46,137,0:00:25,1,18.9,26,8,143,0.05,0:03:37,0:11:19,0,13,352,49.239805,16.511862
2017-09-25 17:25:11.1 GMT+02:00,0:02:47,147,0:00:26,1,18.9,26,8,153,0.06,0:03:17,0:08:26,0,13,352,49.239825,16.511825
2017-09-25 17:25:12.1 GMT+02:00,0:02:48,147,0:00:27,1,14.8,27,9,153,0.06,0:03:17,0:08:26,0,13,352,49.239844,16.511791
2017-09-25 17:25:13.2 GMT+02:00,0:02:50,147,0:00:28,1,14.8,27,9,153,0.06,0:03:17,0:08:26,0,13,352,49.239863,16.511756
2017-09-25 17:25:14.2 GMT+02:00,0:02:51,157,0:00:29,1,14.8,27,9,163,0.07,0:03:10,0:05:58,0,14,383,49.239885,16.511718
2017-09-25 17:25:15.2 GMT+02:00,0:02:52,157,0:00:30,1,14.8,27,9,163,0.07,0:03:10,0:05:58,0,14,383,49.239904,16.511682
2017-09-25 17:25:16.3 GMT+02:00,0:02:53,157,0:00:31,1,14.8,27,9,163,0.07,0:03:10,0:05:58,0,14,383,49.239925,16.511647
2017-09-25 17:25:17.3 GMT+02:00,0:02:54,167,0:00:32,1,14.8,27,9,173,0.08,0:03:04,0:05:58,0,14,383,49.239947,16.511611
