,index,index.2,index.1,index.1.1,index.1.1.1,id_x,TimeStamp (sec),sessionId, lapIdx,type, ElapsedTime (sec), latitude, longitude,GPS Speed,ImpellerSpeed, Horizontal (meters),ImpellerDistance, HRCur (bpm),strokeCount, Cadence (stokes/min),totalCaloriesBurned,caloriesPerHour,caloriesPerStroke, StrokeDistance (meters),impellerDistStroke, Stroke500mPace (sec/500m),impellerPace,sessionStrokeIndex,id_y,sessionStrokeId,oarlockSessionId,catch,cycleTime, DriveTime (ms),effectiveLength,finish, AverageDriveForce (lbs), PeakDriveForce (lbs),peakforceangle, Power (watts),driveenergy,slip,timestamp_y,totalLength,wash,GPSSpeed,GPSDistance, StrokeRecoveryTime (ms),cumdist,cum_dist, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo,deltat,orig_dist,orig_time,orig_reltime,orig_idx,orig_state, LapIdx
0,0,0,0,0,0,584838345,1663505314.999,747286,0,7,0.0,52.312065,6.6334367,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6479.057591622989,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.0,,0.0,0.0,0.0,954864,4.0,954864
1,1,1,1,1,1,584838346,1663505318.558,747286,0,0,3.559000015258789,52.312065,6.6334367,0.17,0.0,1.18,0.0,0.0,1,17.0,0.0,0.0,0.0,1.2,0.0,1763.1344612644712,0.0,1,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,5.647058823529412,0.0,1663505318558.0,11.0,0.0,0.17,1.18,320.0,1.18,1.18,0.0,0.0,0.17,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.17,3.559000015258789,1.18,3.559000015258789,3.558,954864,4.0,954864
2,2,2,2,2,2,584838347,1663505345.0,747286,0,3,30.000999927520752,52.3121674,6.6333566,0.36,0.0,13.81,0.0,0.0,1,0.0,0.0,0.0,0.0,12.6,0.0,1200.0207795805982,0.0,4,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,inf,0.0,1663505318558.0,11.0,0.0,0.36,13.81,320.0,13.81,13.81,0.0,0.0,0.36,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.36,26.441999912261963,13.81,30.000999927520752,30.0,954864,4.0,954864
3,3,3,3,3,3,584838348,1663505375.0,747286,0,3,60.00099992752075,52.312262,6.6333017,0.44,0.0,25.0,0.0,0.0,1,0.0,0.0,0.0,0.0,11.2,0.0,1236.48431645434,0.0,10,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,inf,0.0,1663505318558.0,11.0,0.0,0.44,25.0,320.0,25.0,25.0,0.0,0.0,0.44,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.4399999999999999,30.0,25.0,60.00099992752075,60.0,954864,4.0,954864
4,4,4,4,4,4,584838349,1663505405.0,747286,0,3,90.00099992752075,52.3123555,6.6332696,0.42,0.0,35.64,0.0,0.0,1,0.0,0.0,0.0,0.0,10.6,0.0,1519.536903039076,0.0,15,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,inf,0.0,1663505318558.0,11.0,0.0,0.42,35.64,320.0,35.64,35.64,0.0,0.0,0.42,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.42,30.0,35.64,90.00099992752075,90.0,954864,4.0,954864
5,5,5,5,5,5,584838350,1663505435.0,747286,0,3,120.00099992752075,52.3124672,6.6332254,0.34,0.0,48.44,0.0,0.0,1,0.0,0.0,0.0,0.0,12.8,0.0,1234.8978937239406,0.0,21,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,inf,0.0,1663505318558.0,11.0,0.0,0.34,48.44,320.0,48.44,48.44,0.0,0.0,0.34,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.34,30.00000000000001,48.44,120.00099992752077,120.0,954864,4.0,954864
6,6,6,6,6,6,584838351,1663505465.011,747286,0,3,150.01199984550476,52.3125522,6.6331867,0.29,0.0,58.25,0.0,0.0,1,0.0,0.0,0.0,0.0,9.8,0.0,1084.8126232741631,0.0,27,23016293.0,584838346.0,45226.0,17.0,1270.0,950.0,0.0,28.0,3.2147690536888915,6.452019009851131,22.0,1.6,inf,0.0,1663505318558.0,11.0,0.0,0.29,58.25,320.0,58.25,58.25,0.0,0.0,0.29,14.3,28.7,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.29,30.010999917983995,58.25,150.01199984550476,150.011,954864,4.0,954864
7,7,7,7,7,7,584838352,1663505480.351,747286,0,0,165.35199999809265,52.3125954,6.6331684,0.38,0.0,63.22,0.0,0.0,2,14.5,0.0,0.0,0.0,5.0,0.0,868.0947012401366,0.0,30,23016316.0,584838352.0,45226.0,-19.0,3840.0,1410.0,0.0,8.0,6.924117961791458,11.15052762678105,-5.0,3.1,12.827586206896552,0.0,1663505480351.0,27.0,0.0,0.38,63.22,2430.0,63.22,63.22,0.0,0.0,0.38,30.8,49.60000000000001,1.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.38,15.34000015258789,63.22,165.35199999809265,165.351,954864,4.0,954864
8,8,8,8,8,8,584838353,1663505495.0,747286,0,3,180.00099992752075,52.3126834,6.6331426,1.14,0.0,73.17,0.0,0.0,2,0.0,0.0,0.0,0.0,10.0,0.0,717.5695825049711,0.0,36,23016316.0,584838352.0,45226.0,-19.0,3840.0,1410.0,0.0,8.0,6.924117961791458,11.15052762678105,-5.0,3.1,inf,0.0,1663505480351.0,27.0,0.0,1.14,73.17,2430.0,73.17,73.17,0.0,0.0,1.14,30.8,49.60000000000001,1.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.14,14.6489999294281,73.17,180.00099992752075,180.0,954864,4.0,954864
9,9,9,9,9,9,584838354,1663505497.714,747286,0,0,182.7149999141693,52.3127104,6.6331326,0.68,0.0,76.25,0.0,0.0,3,35.5,0.0,0.0,0.0,3.1,0.0,600.6864988558361,0.0,37,23016321.0,584838354.0,45226.0,22.0,1490.0,770.0,0.0,27.0,2.9899600289554025,5.822553740597362,22.0,0.7,1.1830985915492958,0.0,1663505497714.0,5.0,0.0,0.68,76.25,720.0,76.25,76.25,0.0,0.0,0.68,13.3,25.9,1.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.68,2.71399998664856,76.25,182.7149999141693,182.714,954864,4.0,954864
10,10,10,10,10,10,584838355,1663505525.0,747286,0,3,210.00099992752075,52.3129013,6.6330699,0.88,0.0,97.93,0.0,0.0,3,0.0,0.0,0.0,0.0,21.7,0.0,612.6345939638263,0.0,45,23016321.0,584838354.0,45226.0,22.0,1490.0,770.0,0.0,27.0,2.9899600289554025,5.822553740597362,22.0,0.7,inf,0.0,1663505497714.0,5.0,0.0,0.88,97.93,720.0,97.93,97.93,0.0,0.0,0.88,13.3,25.9,1.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.8800000000000001,27.28600001335144,97.93,210.00099992752075,210.0,954864,4.0,954864
11,11,11,11,11,11,584838356,1663505527.511,747286,0,0,212.51199984550476,52.3129176,6.6330656,0.73,0.0,99.77,0.0,0.0,4,33.5,0.0,0.0,0.0,1.8,0.0,669.0609975091246,0.0,46,23016328.0,584838356.0,45226.0,11.0,2060.0,1570.0,0.0,24.0,0.7868315865672112,5.170607568870245,19.0,0.8,1.4328358208955223,0.0,1663505527511.0,13.0,0.0,0.73,99.77,490.0,99.77,99.77,0.0,0.0,0.73,3.5000000000000004,23.0,1.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.73,2.510999917984037,99.77,212.5119998455048,212.511,954864,4.0,954864
12,12,12,12,12,12,584838357,1663505527.855,747286,0,1,212.85599994659424,52.3129199,6.6330651,0.73,0.0,100.03,0.0,0.0,4,33.5,0.0,0.0,0.0,0.3,0.0,884.312074113775,0.0,47,23016328.0,584838356.0,45226.0,11.0,2060.0,1570.0,0.0,24.0,0.7868315865672112,5.170607568870245,19.0,0.8,1.4328358208955223,0.0,1663505527511.0,13.0,0.0,0.73,100.03,490.0,100.03,100.03,0.0,0.0,0.73,3.5000000000000004,23.0,1.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.73,0.3440001010894491,100.03,212.85599994659424,212.855,954864,4.0,954864
13,13,13,13,13,13,584838358,1663505555.0,747286,0,3,240.00099992752075,52.313028,6.6330303,0.35,0.0,112.3,0.0,0.0,4,0.0,0.0,0.0,0.0,12.3,0.0,876.5272823859768,0.0,51,23016328.0,584838356.0,45226.0,11.0,2060.0,1570.0,0.0,24.0,0.7868315865672112,5.170607568870245,19.0,0.8,inf,0.0,1663505527511.0,13.0,0.0,0.35,112.3,490.0,112.3,112.3,0.0,0.0,0.35,3.5000000000000004,23.0,1.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.3499999999999999,27.144999980926517,112.3,240.00099992752075,240.0,954864,4.0,954864
14,14,14,14,14,14,584838359,1663505583.507,747286,0,0,268.5079998970032,52.313115,6.63301,0.79,0.0,122.08,0.0,0.0,5,20.0,0.0,0.0,0.0,9.8,0.0,711.6451016635868,0.0,56,23016335.0,584838359.0,45226.0,-45.0,2680.0,1300.0,77.0,43.0,71.78152159740301,127.28686980410144,-13.0,181.7,545.1,3.0,1663505583507.0,88.0,8.0,0.79,122.08,1380.0,122.08,122.08,0.0,0.0,0.79,319.3,566.2,1.0,3.0,17,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.79,28.506999969482425,122.08,268.5079998970032,268.507,954864,4.0,954864
15,15,15,15,15,15,584838360,1663505585.0,747286,0,3,270.00099992752075,52.3131403,6.6329986,0.79,0.0,125.0,0.0,0.0,5,20.0,0.0,0.0,0.0,2.9,0.0,468.350837354528,0.0,58,23016335.0,584838359.0,45226.0,-45.0,2680.0,1300.0,77.0,43.0,71.78152159740301,127.28686980410144,-13.0,181.7,545.1,3.0,1663505583507.0,88.0,8.0,0.79,125.0,1380.0,125.0,125.0,0.0,0.0,0.79,319.3,566.2,1.0,3.0,17,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,0.79,1.493000030517578,125.0,270.00099992752075,270.0,954864,4.0,954864
16,16,16,16,16,16,584838361,1663505586.71,747286,0,0,271.7109999656677,52.3131781,6.6329811,1.55,0.0,129.38,0.0,0.0,6,20.0,0.0,0.0,0.0,4.4,0.0,315.0744721479627,0.0,59,23016336.0,584838361.0,45226.0,-48.0,3020.0,1290.0,68.0,41.0,41.43230325838201,82.32506485740363,6.0,102.1,306.3,14.0,1663505586710.0,89.0,7.0,1.55,129.38,1730.0,129.38,129.38,0.0,0.0,1.55,184.3,366.2,1.0,3.0,18,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,102.1,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,1.55,1.7100000381469729,129.38,271.7109999656677,271.71,954864,4.0,954864
17,17,17,17,17,17,584838362,1663505589.128,747286,0,0,274.1289999485016,52.3132366,6.6329592,2.38,0.0,136.06,0.0,0.0,7,22.5,0.0,0.0,0.0,6.7,0.0,224.75189725627584,0.0,61,23016337.0,584838362.0,45226.0,-49.0,2390.0,1070.0,79.0,48.0,61.9348863140762,114.33786997945246,-10.0,188.8,503.46666666666664,5.0,1663505589128.0,97.0,13.0,2.38,136.06,1320.0,136.06,136.06,0.0,0.0,2.38,275.5,508.6,1.0,3.0,19,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,188.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.38,2.4179999828338623,136.06,274.1289999485016,274.128,954864,4.0,954864
18,18,18,18,18,18,584838363,1663505591.906,747286,0,0,276.9069998264313,52.313311,6.6329282,2.85,0.0,144.6,0.0,0.0,8,23.0,0.0,0.0,0.0,8.5,0.0,182.69534957292024,0.0,63,23016338.0,584838363.0,45226.0,-53.0,2560.0,1070.0,78.0,47.0,65.10469356281838,131.98537842103133,-6.0,196.7,513.1304347826087,12.0,1663505591906.0,100.0,10.0,2.85,144.6,1490.0,144.6,144.6,0.0,0.0,2.85,289.6,587.1,1.0,3.0,20,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,196.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.8500000000000005,2.7779998779296875,144.6,276.9069998264313,276.906,954864,4.0,954864
19,19,19,19,19,19,584838364,1663505594.4846692,747286,0,0,279.48566913604736,52.3133787,6.6329025,3.22,0.0,158.0,0.0,0.0,9,25.0,0.0,0.0,0.0,7.7,0.0,157.39125694974405,0.0,65,23016339.0,584838364.0,45226.0,-52.0,2440.0,1090.0,78.0,46.0,55.75263813390524,110.42619294908974,-5.0,182.8,438.72,7.0,1663505594351.0,98.0,13.0,3.22,152.34,1350.0,152.34,158.0,0.0,0.0,3.22,248.0,491.2,1.0,3.0,21,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,182.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.22,2.578669198425132,152.34,279.35199999809265,279.351,954864,4.0,954864
20,20,20,20,20,20,584838365,1663505596.304,747286,1,0,281.3049998283386,52.3134462,6.6328732,3.46,0.0,2.1100000000000136,0.0,0.0,10,27.5,0.0,0.0,0.0,7.8,0.0,146.5773242975712,0.0,67,23016340.0,584838365.0,45226.0,-53.0,2090.0,900.0,84.0,47.0,77.28934270337349,133.55904159416576,-12.0,260.6,568.5818181818182,4.0,1663505596304.0,100.0,12.0,3.46,160.11,1190.0,160.11,160.11,0.0,0.0,3.46,343.80000000000007,594.1,1.0,5.0,22,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,260.6,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.46,1.8193308034822169,160.11,281.3049998283386,281.304,954864,4.0,954864
21,21,21,21,21,21,584838366,1663505596.66,747286,1,2,281.66100001335144,52.3134575,6.6328675,3.46,0.0,3.430000000000007,0.0,0.0,10,27.5,0.0,0.0,0.0,1.3,0.0,140.2209542309095,0.0,68,23016340.0,584838365.0,45226.0,-53.0,2090.0,900.0,84.0,47.0,77.28934270337349,133.55904159416576,-12.0,260.6,568.5818181818182,4.0,1663505596304.0,100.0,12.0,3.46,161.43,1190.0,161.43,161.43,0.0,0.0,3.46,343.80000000000007,594.1,1.0,5.0,22,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,260.6,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.46,0.3560001850128174,161.43,281.66100001335144,281.66,954864,4.0,954864
22,22,22,22,22,22,584838367,1663505598.511,747286,1,0,283.51199984550476,52.3135195,6.6328423,3.65,0.0,10.539999999999992,0.0,0.0,11,28.5,0.0,0.0,0.0,7.1,0.0,134.41173047829648,0.0,70,23016341.0,584838367.0,45226.0,-53.0,2080.0,860.0,84.0,48.0,78.9529294864013,142.7762116082388,-21.0,272.3,573.2631578947369,5.0,1663505598511.0,101.0,12.0,3.65,168.54,1220.0,168.54,168.54,0.0,0.0,3.65,351.2,635.1,1.0,5.0,23,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,272.3,124.30000000000001,169.5,203.4,237.3,271.2,3.65,1.8509998321533767,168.54,283.5119998455048,283.511,954864,4.0,954864
23,23,23,23,23,23,584838368,1663505600.574,747286,1,0,285.57499980926514,52.31359,6.6328165,3.85,0.0,18.580000000000013,0.0,0.0,12,28.5,0.0,0.0,0.0,8.0,0.0,129.67911436462867,0.0,72,23016342.0,584838368.0,45226.0,-55.0,2050.0,880.0,90.0,47.0,87.31582520648708,153.8592965275998,-15.0,319.4,672.421052631579,3.0,1663505600574.0,102.0,9.0,3.85,176.58,1170.0,176.58,176.58,0.0,0.0,3.85,388.4,684.4000000000001,1.0,5.0,24,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,319.4,124.30000000000001,169.5,203.4,237.3,271.2,3.850000000000001,2.062999963760319,176.58,285.57499980926514,285.574,954864,4.0,954864
24,24,24,24,24,24,584838369,1663505602.507,747286,1,0,287.5079998970032,52.3136621,6.6327931,4.05,0.0,26.75999999999999,0.0,0.0,13,31.0,0.0,0.0,0.0,8.2,0.0,125.44530367538468,0.0,74,23016343.0,584838369.0,45226.0,-55.0,2040.0,940.0,84.0,45.0,70.38770564405537,137.74048945420867,-13.0,273.1,528.5806451612904,5.0,1663505602507.0,100.0,11.0,4.05,184.76,1100.0,184.76,184.76,0.0,0.0,4.05,313.1,612.7000000000002,1.0,5.0,25,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,273.1,124.30000000000001,169.5,203.4,237.3,271.2,4.05,1.933000087738037,184.76,287.5079998970032,287.507,954864,4.0,954864
25,25,25,25,25,25,584838370,1663505604.511,747286,1,0,289.51199984550476,52.3137348,6.6327676,4.13,0.0,35.03999999999999,0.0,0.0,14,29.5,0.0,0.0,0.0,8.3,0.0,121.57510815447952,0.0,76,23016344.0,584838370.0,45226.0,-54.0,1950.0,890.0,85.0,46.0,70.8598045959957,133.28927076448556,-13.0,270.8,550.7796610169491,3.0,1663505604511.0,100.0,12.0,4.13,193.04,1060.0,193.04,193.04,0.0,0.0,4.13,315.2,592.9,1.0,5.0,26,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,270.8,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.13,2.003999948501644,193.04,289.5119998455048,289.511,954864,4.0,954864
26,26,26,26,26,26,584838371,1663505606.414,747286,1,1,291.414999961853,52.3138009,6.6327446,4.13,0.0,42.56,0.0,0.0,14,29.5,0.0,0.0,0.0,7.5,0.0,120.49952530490047,0.0,78,23016344.0,584838370.0,45226.0,-54.0,1950.0,890.0,85.0,46.0,70.8598045959957,133.28927076448556,-13.0,270.8,550.7796610169491,3.0,1663505604511.0,100.0,12.0,4.13,200.56,1060.0,200.56,200.56,0.0,0.0,4.13,315.2,592.9,1.0,5.0,27,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,270.8,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.13,1.9030001163482095,200.56,291.414999961853,291.414,954864,4.0,954864
27,27,27,27,27,27,584838372,1663505606.566,747286,1,0,291.56699991226196,52.313806,6.6327426,4.14,0.0,43.13999999999999,0.0,0.0,15,28.5,0.0,0.0,0.0,0.6,0.0,121.66603463531808,0.0,79,23016345.0,584838372.0,45226.0,-55.0,2060.0,880.0,85.0,45.0,71.37686535288273,124.81397053203304,-16.0,251.9,530.3157894736842,5.0,1663505606566.0,100.0,10.0,4.14,201.14,1180.0,201.14,201.14,0.0,0.0,4.14,317.5,555.2,1.0,5.0,27,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,251.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.14,0.1519999504089924,201.14,291.566999912262,291.566,954864,4.0,954864
28,28,28,28,28,28,584838373,1663505608.73,747286,1,0,293.73099994659424,52.3138835,6.6327173,4.11,0.0,51.94,0.0,0.0,16,28.5,0.0,0.0,0.0,8.8,0.0,123.1566488596016,0.0,81,23016346.0,584838373.0,45226.0,-55.0,2160.0,910.0,88.0,47.0,73.82728372247774,129.96209719842994,-13.0,258.4,543.9999999999999,4.0,1663505608730.0,102.0,10.0,4.11,209.94,1250.0,209.94,209.94,0.0,0.0,4.11,328.4,578.1,1.0,5.0,28,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,258.4,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.11,2.1640000343322185,209.94,293.73099994659424,293.73,954864,4.0,954864
29,29,29,29,29,29,584838374,1663505610.714,747286,1,0,295.7149999141693,52.3139529,6.6326954,3.95,0.0,59.81,0.0,0.0,17,28.5,0.0,0.0,0.0,7.9,0.0,124.16417621637908,0.0,83,23016347.0,584838374.0,45226.0,-56.0,2060.0,920.0,89.0,45.0,83.87624712806472,149.47552054529675,-11.0,313.0,658.9473684210526,3.0,1663505610714.0,101.0,9.0,3.95,217.81,1140.0,217.81,217.81,0.0,0.0,3.95,373.1,664.9,1.0,5.0,29,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,313.0,124.30000000000001,169.5,203.4,237.3,271.2,3.9500000000000006,1.9839999675750728,217.81,295.7149999141693,295.714,954864,4.0,954864
30,30,30,30,30,30,584838375,1663505612.917,747286,1,0,297.91799998283386,52.3140308,6.6326732,3.93,0.0,68.61000000000001,0.0,0.0,18,29.5,0.0,0.0,0.0,8.8,0.0,124.33794083451768,0.0,85,23016348.0,584838375.0,45226.0,-56.0,1990.0,890.0,85.0,45.0,78.66067775424776,152.33059515941207,-10.0,297.7,605.4915254237288,5.0,1663505612917.0,101.0,11.0,3.93,226.61,1100.0,226.61,226.61,0.0,0.0,3.93,349.9,677.6,1.0,5.0,30,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,297.7,124.30000000000001,169.5,203.4,237.3,271.2,3.9300000000000006,2.203000068664551,226.61,297.91799998283386,297.917,954864,4.0,954864
31,31,31,31,31,31,584838376,1663505614.933,747286,1,0,299.9340000152588,52.3141049,6.6326525,4.09,0.0,76.97999999999999,0.0,0.0,19,29.0,0.0,0.0,0.0,8.4,0.0,123.95097765662916,0.0,87,23016349.0,584838376.0,45226.0,-56.0,2090.0,910.0,87.0,47.0,77.28934270337349,147.2049493954885,-13.0,280.7,580.7586206896551,5.0,1663505614933.0,103.0,11.0,4.09,234.98,1180.0,234.98,234.98,0.0,0.0,4.09,343.80000000000007,654.8,1.0,5.0,31,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,280.7,124.30000000000001,169.5,203.4,237.3,271.2,4.09,2.0160000324249268,234.98,299.9340000152588,299.933,954864,4.0,954864
32,32,32,32,32,32,584838377,1663505615.0,747286,1,3,300.00099992752075,52.3141049,6.6326525,4.09,0.0,76.97999999999999,0.0,0.0,19,29.0,0.0,0.0,0.0,0.0,0.0,123.0910234139377,0.0,88,23016349.0,584838376.0,45226.0,-56.0,2090.0,910.0,87.0,47.0,77.28934270337349,147.2049493954885,-13.0,280.7,580.7586206896551,5.0,1663505614933.0,103.0,11.0,4.09,234.98,1180.0,234.98,234.98,0.0,0.0,4.09,343.80000000000007,654.8,1.0,5.0,31,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,280.7,124.30000000000001,169.5,203.4,237.3,271.2,4.09,0.0669999122619628,234.98,300.00099992752075,300.0,954864,4.0,954864
33,33,33,33,33,33,584838378,1663505616.914,747286,1,0,301.914999961853,52.3141797,6.6326277,4.11,0.0,85.47999999999999,0.0,0.0,20,28.5,0.0,0.0,0.0,8.5,0.0,122.46975368204536,0.0,90,23016350.0,584838378.0,45226.0,-55.0,2110.0,890.0,84.0,44.0,74.52419169915157,140.41571684853716,-11.0,262.5,552.6315789473684,4.0,1663505616914.0,99.0,11.0,4.11,243.48,1220.0,243.48,243.48,0.0,0.0,4.11,331.5,624.6,1.0,5.0,32,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,262.5,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.11,1.9140000343322756,243.48,301.914999961853,301.914,954864,4.0,954864
34,34,34,34,34,34,584838379,1663505619.109,747286,1,0,304.1099998950958,52.3142547,6.6325978,4.08,0.0,94.07,0.0,0.0,21,30.0,0.0,0.0,0.0,8.6,0.0,122.773077086611,0.0,92,23016351.0,584838379.0,45226.0,-54.0,2080.0,990.0,79.0,43.0,62.40698526601653,126.34267190022076,-16.0,231.6,463.2,5.0,1663505619109.0,97.0,13.0,4.08,252.07,1090.0,252.07,252.07,0.0,0.0,4.08,277.6,562.0,1.0,5.0,33,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,231.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,4.08,2.194999933242798,252.07,304.1099998950958,304.109,954864,4.0,954864
