,index,index.2,index.1,index.1.1,index.1.1.1,id_x,TimeStamp (sec),sessionId, lapIdx,type, ElapsedTime (sec), latitude, longitude,GPS Speed,ImpellerSpeed, Horizontal (meters),ImpellerDistance, HRCur (bpm),strokeCount, Cadence (stokes/min),totalCaloriesBurned,caloriesPerHour,caloriesPerStroke, StrokeDistance (meters),impellerDistStroke, Stroke500mPace (sec/500m),impellerPace,sessionStrokeIndex,id_y,sessionStrokeId,oarlockSessionId,catch,cycleTime, DriveTime (ms),effectiveLength,finish, AverageDriveForce (lbs), PeakDriveForce (lbs),peakforceangle, Power (watts),driveenergy,slip,timestamp_y,totalLength,wash,GPSSpeed,GPSDistance, StrokeRecoveryTime (ms),cumdist,cum_dist, DriveLength (meters), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo,deltat,orig_dist,orig_time,orig_reltime,orig_idx,orig_state, LapIdx
113,113,113,113,113,113,584838458,1663505758.476,747286,2,1,443.47699999809265,52.3190629,6.6308619,3.82,0.0,142.59000000000003,0.0,0.0,85,27.0,0.0,0.0,0.0,7.9,0.0,130.60882938302896,0.0,236,23016415.0,584838457.0,45226.0,-57.0,2220.0,1020.0,83.0,48.0,66.31866229637923,136.796291550328,-20.0,238.5,530.0,4.0,1663505756601.0,105.0,18.0,3.82,800.59,1200.0,800.59,800.59,0.0,0.0,3.82,295.0,608.5,1.0,5.0,98,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,238.5,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.82,1.875,800.59,443.4769999980927,443.476,954864,4.0,954864
114,114,114,114,114,114,584838459,1663505758.742,747286,2,0,443.7430000305176,52.319068,6.6308609,3.88,0.0,143.15999999999997,0.0,0.0,86,28.0,0.0,0.0,0.0,0.6,0.0,129.7373800912095,0.0,237,23016416.0,584838459.0,45226.0,-56.0,2060.0,910.0,84.0,45.0,72.09625423202989,134.30091137578626,-20.0,247.9,531.2142857142857,4.0,1663505758742.0,101.0,13.0,3.88,801.16,1150.0,801.16,801.16,0.0,0.0,3.88,320.7,597.4,1.0,5.0,98,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,247.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.88,0.2660000324248699,801.16,443.7430000305176,443.742,954864,4.0,954864
115,115,115,115,115,115,584838460,1663505759.671,747286,2,2,444.67199993133545,52.3191006,6.6308506,3.88,0.0,146.85000000000002,0.0,0.0,86,28.0,0.0,0.0,0.0,3.7,0.0,129.58309024817146,0.0,239,23016416.0,584838459.0,45226.0,-56.0,2060.0,910.0,84.0,45.0,72.09625423202989,134.30091137578626,-20.0,247.9,531.2142857142857,4.0,1663505758742.0,101.0,13.0,3.88,804.85,1150.0,804.85,804.85,0.0,0.0,3.88,320.7,597.4,1.0,5.0,98,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,247.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.88,0.9289999008178712,804.85,444.67199993133545,444.671,954864,4.0,954864
116,116,116,116,116,116,584838461,1663505760.925,747286,2,0,445.92599987983704,52.3191415,6.6308389,3.84,0.0,151.47000000000003,0.0,0.0,87,27.5,0.0,0.0,0.0,4.6,0.0,130.1775147928996,0.0,240,23016417.0,584838461.0,45226.0,-57.0,2220.0,930.0,83.0,44.0,69.8032021797483,132.99701903233205,-22.0,223.4,487.41818181818184,5.0,1663505760925.0,101.0,13.0,3.84,809.47,1290.0,809.47,809.47,0.0,0.0,3.84,310.5,591.6,1.0,5.0,99,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,223.4,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.84,1.25399994850153,809.47,445.925999879837,445.925,954864,4.0,954864
117,117,117,117,117,117,584838462,1663505763.128,747286,2,0,448.1289999485016,52.3192174,6.630816,3.8,0.0,160.07000000000005,0.0,0.0,88,26.5,0.0,0.0,0.0,8.6,0.0,130.57486857724288,0.0,242,23016418.0,584838462.0,45226.0,-57.0,2230.0,1030.0,83.0,45.0,63.665915804524055,132.59236278781174,-22.0,225.5,510.5660377358491,6.0,1663505763128.0,102.0,13.0,3.8,818.07,1200.0,818.07,818.07,0.0,0.0,3.8,283.2,589.8,1.0,5.0,100,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,225.5,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.8,2.203000068664608,818.07,448.1289999485016,448.128,954864,4.0,954864
118,118,118,118,118,118,584838463,1663505765.0,747286,2,3,450.00099992752075,52.3192795,6.6307969,3.8,0.0,167.10000000000002,0.0,0.0,88,26.5,0.0,0.0,0.0,7.0,0.0,131.40230721973217,0.0,244,23016418.0,584838462.0,45226.0,-57.0,2230.0,1030.0,83.0,45.0,63.665915804524055,132.59236278781174,-22.0,225.5,510.5660377358491,6.0,1663505763128.0,102.0,13.0,3.8,825.1,1200.0,825.1,825.1,0.0,0.0,3.8,283.2,589.8,1.0,5.0,101,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,225.5,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.8,1.8719999790192217,825.1,450.0009999275208,450.0,954864,4.0,954864
119,119,119,119,119,119,584838464,1663505765.367,747286,2,0,450.3680000305176,52.3192854,6.6307952,3.8,0.0,167.76999999999998,0.0,0.0,89,27.0,0.0,0.0,0.0,0.7,0.0,131.95777351247622,0.0,245,23016419.0,584838464.0,45226.0,-57.0,2200.0,1010.0,82.0,43.0,63.14885504763703,122.6333229921182,-25.0,211.2,469.3333333333333,5.0,1663505765367.0,100.0,13.0,3.8,825.77,1190.0,825.77,825.77,0.0,0.0,3.8,280.9,545.5,1.0,5.0,101,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,211.2,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.8,0.3670001029967693,825.77,450.3680000305176,450.367,954864,4.0,954864
120,120,120,120,120,120,584838465,1663505767.73,747286,2,0,452.73099994659424,52.319368,6.6307695,3.81,0.0,177.13,0.0,0.0,90,27.5,0.0,0.0,0.0,9.4,0.0,132.01357853950714,0.0,247,23016420.0,584838465.0,45226.0,-57.0,2300.0,1100.0,81.0,47.0,60.091452311261584,136.7513297453813,-21.0,217.9,475.41818181818184,6.0,1663505767730.0,104.0,17.0,3.81,835.13,1200.0,835.13,835.13,0.0,0.0,3.81,267.3,608.3,1.0,5.0,102,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,217.9,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.81,2.36299991607666,835.13,452.73099994659424,452.73,954864,4.0,954864
121,121,121,121,121,121,584838466,1663505769.925,747286,2,0,454.92599987983704,52.3194426,6.6307491,3.77,0.0,185.54999999999995,0.0,0.0,91,27.0,0.0,0.0,0.0,8.4,0.0,131.6899641985727,0.0,249,23016421.0,584838466.0,45226.0,-57.0,2120.0,990.0,86.0,45.0,72.9730094284905,144.64212651352676,-22.0,258.8,575.1111111111111,4.0,1663505769925.0,102.0,12.0,3.77,843.55,1130.0,843.55,843.55,0.0,0.0,3.77,324.6,643.4,1.0,5.0,103,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,258.8,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.77,2.194999933242741,843.55,454.925999879837,454.925,954864,4.0,954864
122,122,122,122,122,122,584838467,1663505772.14,747286,2,0,457.1410000324249,52.3195176,6.6307277,3.79,0.0,194.02,0.0,0.0,92,27.0,0.0,0.0,0.0,8.5,0.0,131.17099928452205,0.0,251,23016422.0,584838467.0,45226.0,-56.0,2310.0,1080.0,82.0,45.0,60.76587938546205,131.49079856661766,-21.0,211.6,470.22222222222223,5.0,1663505772140.0,101.0,14.0,3.79,852.02,1230.0,852.02,852.02,0.0,0.0,3.79,270.3,584.9,1.0,5.0,104,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,211.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.79,2.2150001525879475,852.02,457.1410000324249,457.14,954864,4.0,954864
123,123,123,123,123,123,584838468,1663505774.375,747286,2,0,459.37599992752075,52.3195864,6.6307064,3.83,0.0,201.80999999999997,0.0,0.0,93,27.5,0.0,0.0,0.0,7.8,0.0,131.1114390473706,0.0,253,23016423.0,584838468.0,45226.0,-57.0,2170.0,1000.0,83.0,46.0,65.39694529497191,135.22262837719356,-24.0,229.3,500.2909090909091,4.0,1663505774375.0,103.0,16.0,3.83,859.81,1170.0,859.81,859.81,0.0,0.0,3.83,290.9,601.4999999999999,1.0,5.0,105,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,229.3,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.83,2.234999895095882,859.81,459.3759999275208,459.375,954864,4.0,954864
124,124,124,124,124,124,584838469,1663505776.531,747286,2,0,461.5319998264313,52.3196641,6.630683,3.85,0.0,210.61,0.0,0.0,94,27.5,0.0,0.0,0.0,8.8,0.0,130.89598585643392,0.0,255,23016424.0,584838469.0,45226.0,-57.0,2080.0,900.0,83.0,47.0,73.46758928290417,140.07850331143695,-20.0,253.5,553.0909090909091,5.0,1663505776531.0,104.0,16.0,3.85,868.61,1180.0,868.61,868.61,0.0,0.0,3.85,326.8,623.1,1.0,5.0,106,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,253.5,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.850000000000001,2.1559998989104656,868.61,461.5319998264313,461.531,954864,4.0,954864
125,125,125,125,125,125,584838470,1663505778.542,747286,2,0,463.54299998283386,52.3197328,6.6306614,3.84,0.0,218.4,0.0,0.0,95,27.5,0.0,0.0,0.0,7.8,0.0,130.5645361850288,0.0,257,23016425.0,584838470.0,45226.0,-56.0,2220.0,1020.0,84.0,45.0,66.34114319885258,135.6497655241872,-20.0,232.5,507.27272727272725,4.0,1663505778542.0,101.0,13.0,3.84,876.4,1200.0,876.4,876.4,0.0,0.0,3.84,295.1,603.4,1.0,5.0,107,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,232.5,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.84,2.011000156402588,876.4,463.54299998283386,463.542,954864,4.0,954864
126,126,126,126,126,126,584838471,1663505780.73,747286,2,0,465.73099994659424,52.3198055,6.6306391,3.78,0.0,226.63,0.0,0.0,96,27.5,0.0,0.0,0.0,8.2,0.0,130.15404379035638,0.0,259,23016426.0,584838471.0,45226.0,-58.0,2180.0,950.0,88.0,45.0,74.41178718678482,142.0343418266183,-24.0,253.9,553.9636363636364,4.0,1663505780730.0,103.0,11.0,3.78,884.63,1230.0,884.63,884.63,0.0,0.0,3.78,331.0,631.8,1.0,5.0,108,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,253.9,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.78,2.187999963760376,884.63,465.73099994659424,465.73,954864,4.0,954864
127,127,127,127,127,127,584838472,1663505782.925,747286,2,0,467.92599987983704,52.3198819,6.6306171,3.85,0.0,235.27,0.0,0.0,97,26.5,0.0,0.0,0.0,8.6,0.0,130.11005846503943,0.0,261,23016427.0,584838472.0,45226.0,-58.0,2190.0,940.0,84.0,46.0,72.29858235429003,139.246709919923,-20.0,243.1,550.4150943396227,4.0,1663505782925.0,104.0,16.0,3.85,893.27,1250.0,893.27,893.27,0.0,0.0,3.85,321.6,619.4,1.0,5.0,109,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,243.1,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.850000000000001,2.194999933242741,893.27,467.925999879837,467.925,954864,4.0,954864
128,128,128,128,128,128,584838473,1663505784.679,747286,2,1,469.6799998283386,52.3199451,6.6305961,3.85,0.0,242.45000000000005,0.0,0.0,97,26.5,0.0,0.0,0.0,7.2,0.0,130.57486857724285,0.0,263,23016427.0,584838472.0,45226.0,-58.0,2190.0,940.0,84.0,46.0,72.29858235429003,139.246709919923,-20.0,243.1,550.4150943396227,4.0,1663505782925.0,104.0,16.0,3.85,900.45,1250.0,900.45,900.45,0.0,0.0,3.85,321.6,619.4,1.0,5.0,109,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,243.1,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.850000000000001,1.7539999485016438,900.45,469.6799998283386,469.679,954864,4.0,954864
129,129,129,129,129,129,584838474,1663505785.148,747286,2,0,470.1489999294281,52.3199557,6.6305933,3.87,0.0,243.64,0.0,0.0,98,27.5,0.0,0.0,0.0,1.2,0.0,130.78037954617528,0.0,264,23016428.0,584838474.0,45226.0,-58.0,2190.0,910.0,84.0,44.0,73.66991740516431,133.6264843015858,-21.0,238.6,520.5818181818182,4.0,1663505785148.0,102.0,14.0,3.87,901.64,1280.0,901.64,901.64,0.0,0.0,3.87,327.7,594.4,1.0,5.0,110,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,238.6,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.870000000000001,0.4690001010894775,901.64,470.1489999294281,470.148,954864,4.0,954864
130,130,130,130,130,130,584838475,1663505787.324,747286,2,0,472.32499980926514,52.3200279,6.6305698,3.78,0.0,251.84000000000003,0.0,0.0,99,27.5,0.0,0.0,0.0,8.2,0.0,131.2112330447824,0.0,266,23016429.0,584838475.0,45226.0,-58.0,2240.0,980.0,83.0,43.0,64.92484634303159,125.87057294828044,-22.0,217.6,474.76363636363635,5.0,1663505787324.0,101.0,13.0,3.78,909.84,1260.0,909.84,909.84,0.0,0.0,3.78,288.79999999999995,559.9,1.0,5.0,111,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,217.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.78,2.175999879837036,909.84,472.32499980926514,472.324,954864,4.0,954864
131,131,131,131,131,131,584838476,1663505789.609,747286,2,0,474.6099998950958,52.3200991,6.6305425,3.74,0.0,259.98,0.0,0.0,100,27.5,0.0,0.0,0.0,8.1,0.0,132.25544193928863,0.0,268,23016430.0,584838476.0,45226.0,-57.0,2170.0,960.0,82.0,45.0,64.07057204904433,123.53255909105216,-19.0,214.0,466.90909090909093,4.0,1663505789609.0,102.0,16.0,3.74,917.98,1210.0,917.98,917.98,0.0,0.0,3.74,285.0,549.5,1.0,5.0,112,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,214.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.74,2.2850000858306885,917.98,474.6099998950958,474.609,954864,4.0,954864
132,132,132,132,132,132,584838477,1663505791.746,747286,2,0,476.74699997901917,52.3201716,6.6305164,3.79,0.0,268.24,0.0,0.0,101,26.5,0.0,0.0,0.0,8.3,0.0,133.3179430945925,0.0,270,23016431.0,584838477.0,45226.0,-58.0,2190.0,940.0,84.0,44.0,69.21869871544122,129.7148072712231,-20.0,225.1,509.66037735849056,5.0,1663505791746.0,102.0,13.0,3.79,926.24,1250.0,926.24,926.24,0.0,0.0,3.79,307.9,577.0,1.0,5.0,113,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,225.1,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.79,2.1370000839233967,926.24,476.7469999790192,476.746,954864,4.0,954864
133,133,133,133,133,133,584838478,1663505793.929,747286,2,0,478.9299998283386,52.3202451,6.6304902,3.74,0.0,276.61,0.0,0.0,102,27.5,0.0,0.0,0.0,8.4,0.0,133.80909901873346,0.0,272,23016432.0,584838478.0,45226.0,-57.0,2320.0,1030.0,84.0,46.0,63.23877865753043,136.41411620828106,-20.0,218.0,475.6363636363636,4.0,1663505793929.0,103.0,15.0,3.74,934.61,1290.0,934.61,934.61,0.0,0.0,3.74,281.3,606.8,1.0,5.0,114,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,218.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.74,2.182999849319401,934.61,478.9299998283386,478.929,954864,4.0,954864
134,134,134,134,134,134,584838479,1663505795.0,747286,2,3,480.00099992752075,52.3202783,6.6304783,3.74,0.0,280.4,0.0,0.0,102,27.5,0.0,0.0,0.0,3.8,0.0,133.27794509641035,0.0,274,23016432.0,584838478.0,45226.0,-57.0,2320.0,1030.0,84.0,46.0,63.23877865753043,136.41411620828106,-20.0,218.0,475.6363636363636,4.0,1663505793929.0,103.0,15.0,3.74,938.4,1290.0,938.4,938.4,0.0,0.0,3.74,281.3,606.8,1.0,5.0,114,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,218.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.74,1.0710000991821855,938.4,480.0009999275208,480.0,954864,4.0,954864
135,135,135,135,135,135,584838480,1663505796.132,747286,2,0,481.1329998970032,52.3203195,6.6304636,3.73,0.0,285.09000000000003,0.0,0.0,103,27.0,0.0,0.0,0.0,4.7,0.0,132.4905937413969,0.0,275,23016433.0,584838480.0,45226.0,-58.0,2100.0,960.0,85.0,47.0,73.9846500397912,147.2049493954885,-22.0,263.3,585.1111111111111,5.0,1663505796132.0,105.0,15.0,3.73,943.09,1140.0,943.09,943.09,0.0,0.0,3.73,329.1,654.8,1.0,5.0,115,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,263.3,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.73,1.131999969482365,943.09,481.1329998970032,481.132,954864,4.0,954864
136,136,136,136,136,136,584838481,1663505798.371,747286,2,0,483.37199997901917,52.3203887,6.630437,3.81,0.0,293.0,0.0,0.0,104,27.5,0.0,0.0,0.0,7.9,0.0,131.9065347982003,0.0,277,23016434.0,584838481.0,45226.0,-58.0,2230.0,1000.0,80.0,43.0,60.36122314094177,130.61404337015705,-23.0,207.5,452.72727272727275,6.0,1663505798371.0,101.0,15.0,3.81,951.0,1230.0,951.0,951.0,0.0,0.0,3.81,268.5,581.0,1.0,5.0,116,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,207.5,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.81,2.239000082016048,951.0,483.3719999790192,483.371,954864,4.0,954864
137,137,137,137,137,137,584838482,1663505800.523,747286,2,0,485.5239999294281,52.3204649,6.6304064,3.83,0.0,301.74,0.0,0.0,105,28.5,0.0,0.0,0.0,8.7,0.0,131.44268302397853,0.0,279,23016435.0,584838482.0,45226.0,-57.0,2150.0,990.0,82.0,44.0,62.24961894870307,124.90389414192644,-20.0,217.7,458.3157894736842,4.0,1663505800523.0,101.0,15.0,3.83,959.74,1160.0,959.74,959.74,0.0,0.0,3.83,276.9,555.6,1.0,5.0,117,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,217.7,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.83,2.1519999504088787,959.74,485.5239999294281,485.523,954864,4.0,954864
138,138,138,138,138,138,584838483,1663505802.078,747286,2,2,487.0789999961853,52.3205207,6.6303837,3.83,0.0,308.14,0.0,0.0,105,28.5,0.0,0.0,0.0,6.4,0.0,131.52051378403328,0.0,281,23016435.0,584838482.0,45226.0,-57.0,2150.0,990.0,82.0,44.0,62.24961894870307,124.90389414192644,-20.0,217.7,458.3157894736842,4.0,1663505800523.0,101.0,15.0,3.83,966.14,1160.0,966.14,966.14,0.0,0.0,3.83,276.9,555.6,1.0,5.0,117,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,217.7,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.83,1.555000066757202,966.14,487.0789999961853,487.078,954864,4.0,954864
139,139,139,139,139,139,584838484,1663505802.73,747286,2,0,487.73099994659424,52.3205376,6.6303777,3.78,0.0,310.05999999999995,0.0,0.0,106,27.0,0.0,0.0,0.0,1.9,0.0,131.91406740751756,0.0,282,23016436.0,584838484.0,45226.0,-56.0,2210.0,1100.0,82.0,43.0,60.54107036072856,136.25674989096763,-22.0,221.0,491.1111111111111,5.0,1663505802730.0,99.0,12.0,3.78,968.06,1110.0,968.06,968.06,0.0,0.0,3.78,269.3,606.1,1.0,5.0,118,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,221.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.78,0.6519999504089355,968.06,487.73099994659424,487.73,954864,4.0,954864
140,140,140,140,140,140,584838485,1663505804.945,747286,2,0,489.94599986076355,52.3206098,6.6303503,3.73,0.0,318.30999999999995,0.0,0.0,107,27.0,0.0,0.0,0.0,8.3,0.0,132.76014666835272,0.0,284,23016437.0,584838485.0,45226.0,-57.0,2180.0,1000.0,82.0,44.0,65.46438800239197,133.69392700900585,-22.0,228.2,507.1111111111111,7.0,1663505804945.0,101.0,12.0,3.73,976.31,1180.0,976.31,976.31,0.0,0.0,3.73,291.2,594.7,1.0,5.0,119,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,228.2,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.73,2.2149999141693684,976.31,489.9459998607636,489.945,954864,4.0,954864
141,141,141,141,141,141,584838486,1663505807.39,747286,2,0,492.3910000324249,52.3206814,6.6303231,3.75,0.0,326.5,0.0,0.0,108,27.0,0.0,0.0,0.0,8.2,0.0,133.27333148712287,0.0,286,23016438.0,584838486.0,45226.0,-57.0,2250.0,1100.0,84.0,44.0,59.88912418900144,124.296909775146,-24.0,217.9,484.22222222222223,4.0,1663505807390.0,101.0,13.0,3.75,984.5,1150.0,984.5,984.5,0.0,0.0,3.75,266.4,552.9,1.0,5.0,120,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,217.9,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.75,2.44500017166132,984.5,492.3910000324249,492.39,954864,4.0,954864
142,142,142,142,142,142,584838487,1663505809.324,747286,2,0,494.32499980926514,52.3207567,6.630294,3.76,0.0,335.11,0.0,0.0,109,26.5,0.0,0.0,0.0,8.6,0.0,133.4889741574594,0.0,288,23016439.0,584838487.0,45226.0,-57.0,2230.0,970.0,83.0,45.0,64.29538107377782,125.75816843591367,-22.0,212.6,481.35849056603774,4.0,1663505809324.0,102.0,15.0,3.76,993.11,1260.0,993.11,993.11,0.0,0.0,3.76,285.99999999999994,559.4,1.0,5.0,121,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,212.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.76,1.93399977684021,993.11,494.32499980926514,494.324,954864,4.0,954864
143,143,143,143,143,143,584838488,1663505811.082,747286,2,1,496.0829999446869,52.3208178,6.6302691,3.76,0.0,342.12,0.0,0.0,109,26.5,0.0,0.0,0.0,7.0,0.0,133.1243300561314,0.0,290,23016439.0,584838487.0,45226.0,-57.0,2230.0,970.0,83.0,45.0,64.29538107377782,125.75816843591367,-22.0,212.6,481.35849056603774,4.0,1663505809324.0,102.0,15.0,3.76,1000.12,1260.0,1000.12,1000.12,0.0,0.0,3.76,285.99999999999994,559.4,1.0,5.0,121,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,212.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.76,1.758000135421753,1000.12,496.0829999446869,496.082,954864,4.0,954864
144,144,144,144,144,144,584838489,1663505811.082,747286,2,6,496.0829999446869,52.3208178,6.6302691,3.76,0.0,342.12,0.0,0.0,109,26.5,0.0,0.0,0.0,0.0,0.0,132.75251712564963,0.0,291,23016439.0,584838487.0,45226.0,-57.0,2230.0,970.0,83.0,45.0,64.29538107377782,125.75816843591367,-22.0,212.6,481.35849056603774,4.0,1663505809324.0,102.0,15.0,3.76,1000.12,1260.0,1000.12,1000.12,0.0,0.0,3.76,285.99999999999994,559.4,1.0,5.0,121,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,212.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.76,0.0,1000.12,496.0829999446869,496.082,954864,4.0,954864
145,145,145,145,145,145,584838490,1663505811.082,747286,2,7,496.0829999446869,52.3208178,6.6302691,3.76,0.0,342.12,0.0,0.0,109,26.5,0.0,0.0,0.0,0.0,0.0,132.9312785572067,0.0,292,23016439.0,584838487.0,45226.0,-57.0,2230.0,970.0,83.0,45.0,64.29538107377782,125.75816843591367,-22.0,212.6,481.35849056603774,4.0,1663505809324.0,102.0,15.0,3.76,1000.12,1260.0,1000.12,1000.12,0.0,0.0,3.76,285.99999999999994,559.4,1.0,5.0,121,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,212.6,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.76,0.0,1000.12,496.0829999446869,496.082,954864,4.0,954864
146,146,146,146,146,146,584838491,1663505811.546,747286,2,0,496.54699993133545,52.3208281,6.6302659,3.78,0.0,343.28,0.0,0.0,110,27.5,0.0,0.0,0.0,1.2,0.0,132.9970982451294,0.0,293,23016440.0,584838491.0,45226.0,-58.0,2180.0,960.0,83.0,44.0,61.68759638686935,119.7332865730562,-20.0,205.3,447.92727272727274,5.0,1663505811546.0,102.0,14.0,3.78,1001.28,1220.0,1001.28,1001.28,0.0,0.0,3.78,274.4,532.6,1.0,5.0,122,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,205.3,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.78,0.4639999866485595,1001.28,496.54699993133545,496.546,954864,4.0,954864
147,147,147,147,147,147,584838492,1663505813.925,747286,2,0,498.92599987983704,52.3209066,6.6302362,3.76,0.0,352.25,0.0,0.0,111,27.5,0.0,0.0,0.0,9.0,0.0,132.73268441798749,0.0,295,23016441.0,584838492.0,45226.0,-57.0,2270.0,1020.0,79.0,44.0,53.886723228617285,104.85092913569922,-20.0,180.1,392.94545454545454,5.0,1663505813925.0,101.0,17.0,3.76,1010.25,1250.0,1010.25,1010.25,0.0,0.0,3.76,239.7,466.4,1.0,5.0,123,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,180.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.76,2.37899994850153,1010.25,498.925999879837,498.925,954864,4.0,954864
