index,Stroke Number,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), ElapsedTime (sec), lapIdx, Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
144,145,1712903235.052375,1609.0,138.0,18.0,135.0,422.1000000476837,0.0,133.17747763379393,0.0,0.0,0.0,0.0,0.0,0.0,3.6231884057971016,0.0,0.0,0.0,1.0,4.0,144,443.9249254459798,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1609.0,0.0,133.17747763379393,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
145,146,1712903238.352375,1621.0,137.4,19.0,134.0,425.4,0.0,134.92979054026696,0.0,0.0,0.0,0.0,0.0,0.0,3.6390101892285296,0.0,0.0,0.0,1.0,4.0,145,426.09407539031673,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1621.0,0.0,134.92979054026696,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
146,147,1712903241.552375,1633.0,137.4,19.0,134.0,428.6000000476837,0.0,134.92979054026696,0.0,0.0,0.0,0.0,0.0,0.0,3.6390101892285296,0.0,0.0,0.0,1.0,4.0,146,426.09407539031673,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1633.0,0.0,134.92979054026696,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
147,148,1712903244.852375,1645.0,139.7,18.0,134.0,431.9,0.0,128.37451800544736,0.0,0.0,0.0,0.0,0.0,0.0,3.579098067287044,0.0,0.0,0.0,1.0,4.0,147,427.9150600181579,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1645.0,0.0,128.37451800544736,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
148,149,1712903248.152375,1657.0,135.8,18.0,133.0,435.19999995231626,0.0,139.75544407269987,0.0,0.0,0.0,0.0,0.0,0.0,3.681885125184094,0.0,0.0,0.0,1.0,4.0,148,465.8514802423329,133.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1657.0,0.0,139.75544407269987,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
149,150,1712903251.352375,1669.0,135.8,18.0,132.0,438.4,0.0,139.75544407269987,0.0,0.0,0.0,0.0,0.0,0.0,3.681885125184094,0.0,0.0,0.0,1.0,4.0,149,465.8514802423329,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1669.0,0.0,139.75544407269987,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
150,151,1712903254.7523751,1681.0,136.1,19.0,132.0,441.8000000953674,0.0,138.83330702951224,0.0,0.0,0.0,0.0,0.0,0.0,3.6737692872887586,0.0,0.0,0.0,1.0,4.0,150,438.4209695668808,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1681.0,0.0,138.83330702951224,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
151,152,1712903258.052375,1693.0,138.1,18.0,132.0,445.1000000476837,0.0,132.88838046064524,0.0,0.0,0.0,0.0,0.0,0.0,3.6205648081100654,0.0,0.0,0.0,1.0,4.0,151,442.9612682021508,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1693.0,0.0,132.88838046064524,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
152,153,1712903261.2523751,1705.0,138.1,18.0,132.0,448.3000000953674,0.0,132.88838046064524,0.0,0.0,0.0,0.0,0.0,0.0,3.6205648081100654,0.0,0.0,0.0,1.0,4.0,152,442.9612682021508,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1705.0,0.0,132.88838046064524,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
153,154,1712903264.4523752,1716.0,137.5,19.0,131.0,451.5000001430511,0.0,134.63561232156272,0.0,0.0,0.0,0.0,0.0,0.0,3.6363636363636362,0.0,0.0,0.0,1.0,4.0,153,425.165091541777,131.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1716.0,0.0,134.63561232156272,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
154,155,1712903267.652375,1728.0,140.2,18.0,130.0,454.69999995231626,0.0,127.00593131633615,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,1.0,4.0,154,423.3531043877872,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1728.0,0.0,127.00593131633615,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
155,156,1712903270.9523752,1740.0,141.8,19.0,129.0,458.0000001430511,0.0,122.75504555574418,0.0,0.0,0.0,0.0,0.0,0.0,3.5260930888575457,0.0,0.0,0.0,1.0,4.0,155,387.6475122812974,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1740.0,122.75504555574418,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
156,157,1712903274.052375,1751.0,138.0,18.0,129.0,461.1000000476837,0.0,133.17747763379393,0.0,0.0,0.0,0.0,0.0,0.0,3.6231884057971016,0.0,0.0,0.0,1.0,4.0,156,443.9249254459798,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1751.0,0.0,133.17747763379393,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
157,158,1712903277.152375,1762.0,137.8,19.0,127.0,464.19999995231626,0.0,133.75819256317956,0.0,0.0,0.0,0.0,0.0,0.0,3.6284470246734393,0.0,0.0,0.0,1.0,4.0,157,422.39429230477754,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1762.0,0.0,133.75819256317956,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
158,159,1712903280.2523751,1774.0,135.2,19.0,126.0,467.3000000953674,0.0,141.6243630108422,0.0,0.0,0.0,0.0,0.0,0.0,3.6982248520710064,0.0,0.0,0.0,1.0,4.0,158,447.2348305605543,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1774.0,0.0,141.6243630108422,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
159,160,1712903282.9523752,1784.0,137.6,20.0,126.0,470.0000001430511,0.0,134.34228865068488,0.0,0.0,0.0,0.0,0.0,0.0,3.6337209302325584,0.0,0.0,0.0,1.0,4.0,158,403.02686595205466,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1784.0,0.0,134.34228865068488,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
160,161,1712903285.852375,1795.0,136.5,22.0,126.0,472.9,0.0,137.61636754028973,0.0,0.0,0.0,0.0,0.0,0.0,3.663003663003663,0.0,0.0,0.0,1.0,4.0,160,375.31736601897205,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1795.0,0.0,137.61636754028973,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
161,162,1712903288.552375,1805.0,130.0,21.0,126.0,475.6000000476837,0.0,159.30814747382794,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,1.0,4.0,161,455.1661356395084,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1805.0,0.0,159.30814747382794,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
162,163,1712903291.152375,1816.0,128.5,22.0,126.0,478.19999995231626,0.0,164.95240857910406,0.0,0.0,0.0,0.0,0.0,0.0,3.8910505836575875,0.0,0.0,0.0,1.0,4.0,161,449.87020521573834,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1816.0,0.0,164.95240857910406,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
163,164,1712903293.852375,1826.0,127.6,23.0,127.0,480.9,0.0,168.46745735497575,0.0,0.0,0.0,0.0,0.0,0.0,3.918495297805643,0.0,0.0,0.0,1.0,4.0,162,439.4803235347194,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1826.0,0.0,168.46745735497575,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
164,165,1712903296.552375,1836.0,129.9,22.0,127.0,483.6000000476837,0.0,159.67634797731637,0.0,0.0,0.0,0.0,0.0,0.0,3.8491147036181674,0.0,0.0,0.0,1.0,4.0,163,435.48094902904467,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1836.0,0.0,159.67634797731637,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
165,166,1712903299.052375,1846.0,129.9,22.0,127.0,486.1000000476837,0.0,159.67634797731637,0.0,0.0,0.0,0.0,0.0,0.0,3.8491147036181674,0.0,0.0,0.0,1.0,4.0,164,435.48094902904467,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1846.0,0.0,159.67634797731637,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
166,167,1712903301.552375,1856.0,127.2,24.0,127.0,488.6000000476837,0.0,170.06177607714443,0.0,0.0,0.0,0.0,0.0,0.0,3.930817610062893,0.0,0.0,0.0,1.0,4.0,165,425.1544401928611,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1856.0,0.0,0.0,170.06177607714443,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
167,168,1712903304.052375,1866.0,127.6,23.0,128.0,491.1000000476837,0.0,168.46745735497575,0.0,0.0,0.0,0.0,0.0,0.0,3.918495297805643,0.0,0.0,0.0,1.0,4.0,166,439.4803235347194,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1866.0,0.0,168.46745735497575,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
168,169,1712903306.552375,1876.0,125.8,24.0,128.0,493.6000000476837,0.0,175.80293489960258,0.0,0.0,0.0,0.0,0.0,0.0,3.97456279809221,0.0,0.0,0.0,1.0,4.0,167,439.50733724900647,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1876.0,0.0,0.0,175.80293489960258,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
169,170,1712903309.152375,1887.0,125.4,24.0,128.0,496.19999995231626,0.0,177.49063160834382,0.0,0.0,0.0,0.0,0.0,0.0,3.987240829346092,0.0,0.0,0.0,1.0,4.0,168,443.72657902085956,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1887.0,0.0,0.0,177.49063160834382,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
170,171,1712903311.652375,1896.0,125.6,24.0,129.0,498.69999995231626,0.0,176.64409584451045,0.0,0.0,0.0,0.0,0.0,0.0,3.980891719745223,0.0,0.0,0.0,1.0,4.0,169,441.6102396112761,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1896.0,0.0,0.0,176.64409584451045,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
171,172,1712903314.152375,1907.0,125.7,24.0,129.0,501.19999995231626,0.0,176.22284619106904,0.0,0.0,0.0,0.0,0.0,0.0,3.977724741447892,0.0,0.0,0.0,1.0,4.0,170,440.5571154776726,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1907.0,0.0,0.0,176.22284619106904,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
172,173,1712903316.852375,1917.0,125.3,24.0,129.0,503.9,0.0,177.91592846827467,0.0,0.0,0.0,0.0,0.0,0.0,3.9904229848363926,0.0,0.0,0.0,1.0,4.0,171,444.7898211706867,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1917.0,0.0,0.0,177.91592846827467,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
173,174,1712903319.552375,1927.0,129.1,22.0,129.0,506.6000000476837,0.0,162.66320218089194,0.0,0.0,0.0,0.0,0.0,0.0,3.872966692486445,0.0,0.0,0.0,1.0,4.0,172,443.6269150387962,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1927.0,0.0,162.66320218089194,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
174,175,1712903322.2523751,1937.0,135.3,22.0,129.0,509.3000000953674,0.0,141.31057206966008,0.0,0.0,0.0,0.0,0.0,0.0,3.695491500369549,0.0,0.0,0.0,1.0,4.0,173,385.3924692808912,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1937.0,0.0,141.31057206966008,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
175,176,1712903325.152375,1948.0,135.3,22.0,130.0,512.1999999523163,0.0,141.31057206966008,0.0,0.0,0.0,0.0,0.0,0.0,3.695491500369549,0.0,0.0,0.0,1.0,4.0,175,385.3924692808912,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1948.0,0.0,141.31057206966008,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
176,177,1712903328.052375,1959.0,131.3,21.0,130.0,515.1000000476837,0.0,154.6229184227016,0.0,0.0,0.0,0.0,0.0,0.0,3.8080731150038076,0.0,0.0,0.0,1.0,4.0,176,441.7797669220045,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1959.0,0.0,154.6229184227016,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
177,178,1712903330.9523752,1970.0,134.5,21.0,130.0,518.0000001430511,0.0,143.8471266716256,0.0,0.0,0.0,0.0,0.0,0.0,3.717472118959108,0.0,0.0,0.0,1.0,4.0,177,410.9917904903589,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1970.0,0.0,143.8471266716256,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
178,179,1712903333.852375,1981.0,134.5,21.0,130.0,520.9,0.0,143.8471266716256,0.0,0.0,0.0,0.0,0.0,0.0,3.717472118959108,0.0,0.0,0.0,1.0,4.0,178,410.9917904903589,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1981.0,0.0,143.8471266716256,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
179,180,1712903336.852375,1992.0,133.4,20.0,130.0,523.9,0.0,147.43498692494296,0.0,0.0,0.0,0.0,0.0,0.0,3.748125937031484,0.0,0.0,0.0,1.0,4.0,179,442.3049607748288,130.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1992.0,0.0,147.43498692494296,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
