index, Cadence (stokes/min), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), Power (watts), Stroke500mPace (sec/500m), lapIdx,TimeStamp (sec)
332,21.0,940.249000072,160.0,3864.013,206.0155,119.3226,0.0,1452627531.13
333,22.0,942.93599987,160.0,3875.147,201.5641,120.1946,0.0,1452627533.81
334,21.0,945.746999979,160.0,3886.782,198.4668,120.81665,0.0,1452627536.62
335,21.0,948.645999908,160.0,3898.644,192.2232,122.1108,0.0,1452627539.52
336,21.0,951.536000013,160.0,3910.569,194.5665,121.6186,0.0,1452627542.41
337,22.0,954.234999895,159.0,3921.628,194.953,121.5382,0.0,1452627545.11
338,22.0,957.035000086,159.0,3933.052,189.6761,122.65495,0.0,1452627547.91
339,21.0,959.937000036,158.0,3944.765,184.556,123.7789,0.0,1452627550.82
340,21.0,962.84100008,158.0,3956.543,185.379,123.59545,0.0,1452627553.72
341,21.0,965.63499999,157.0,3967.75,180.4997,124.69925,0.0,1452627556.51
342,21.0,968.434999943,157.0,3979.034,183.5958,123.9943,0.0,1452627559.31
343,21.0,971.335000038,157.0,3990.892,190.5381,122.46975,0.0,1452627562.21
344,21.0,974.239000082,157.0,4002.745,190.2386,122.53395,0.0,1452627565.12
345,20.0,977.141000032,157.0,4014.6,191.8457,122.19085,0.0,1452627568.02
346,21.0,980.029999971,158.0,4026.388,191.0827,122.35325,0.0,1452627570.91
347,21.0,982.937000036,158.0,4038.32,192.3939,122.07465,0.0,1452627573.82
348,21.0,985.743999958,158.0,4049.81,192.3618,122.08145,0.0,1452627576.62
349,21.0,988.628999949,159.0,4061.661,193.1679,121.9114,0.0,1452627579.51
350,21.0,991.440999985,160.0,4073.225,195.7264,121.3779,0.0,1452627582.32
351,21.0,994.243999958,160.0,4084.721,193.2078,121.903,0.0,1452627585.12
352,21.0,997.029000044,160.0,4096.139,193.8253,121.7734,0.0,1452627587.91
353,21.0,999.832999945,160.0,4107.561,189.1937,122.7591,0.0,1452627590.71
354,21.0,1002.63499999,159.0,4118.982,190.1356,122.5561,0.0,1452627593.51
355,21.0,1005.43199992,159.0,4130.401,190.4812,122.4819,0.0,1452627596.31
356,22.0,1008.23000002,158.0,4141.827,190.2352,122.5347,0.0,1452627599.11
357,21.0,1011.03799987,158.0,4153.243,188.6031,122.88715,0.0,1452627601.92
358,21.0,1013.93899989,158.0,4165.236,197.0019,121.11535,0.0,1452627604.82
359,21.0,1016.73799992,158.0,4176.8,197.4162,121.03055,0.0,1452627607.62
360,21.0,1019.53900003,158.0,4188.294,194.4575,121.6413,0.0,1452627610.42
361,21.0,1022.43799996,158.0,4200.222,192.5341,122.04505,0.0,1452627613.32
362,23.0,1025.03299999,158.0,4211.14,209.78,118.60455,0.0,1452627615.91
363,22.0,1027.83899999,158.0,4222.858,203.6233,119.78805,0.0,1452627618.72
364,22.0,1030.62999988,159.0,4234.425,198.8346,120.7421,0.0,1452627621.51
365,22.0,1033.33800006,159.0,4245.697,202.7142,119.96685,0.0,1452627624.22
366,22.0,1036.03500009,159.0,4257.04,209.3434,118.68695,0.0,1452627626.91
367,22.0,1038.84200001,159.0,4268.889,208.9548,118.76045,0.0,1452627629.72
368,22.0,1041.53299999,159.0,4280.16,206.4402,119.2407,0.0,1452627632.41
369,22.0,1044.33999991,160.0,4292.086,212.9983,118.00415,0.0,1452627635.22
370,22.0,1047.04299998,160.0,4303.43,209.5372,118.65035,0.0,1452627637.92
371,22.0,1049.7349999,160.0,4314.772,209.8118,118.59855,0.0,1452627640.61
372,23.0,1052.42799997,161.0,4326.11,208.0755,118.9275,0.0,1452627643.31
373,23.0,1055.03600001,161.0,4337.1,209.3381,118.68795,0.0,1452627645.91
374,22.0,1057.73699999,161.0,4348.444,207.638,119.011,0.0,1452627648.62
375,22.0,1060.43700004,161.0,4359.786,207.1236,119.10945,0.0,1452627651.32
376,23.0,1063.13700008,161.0,4371.128,206.2805,119.2715,0.0,1452627654.02
377,22.0,1065.83800006,160.0,4382.406,204.2479,119.6658,0.0,1452627656.72
378,22.0,1068.52900004,161.0,4393.687,206.5585,119.21795,0.0,1452627659.41
379,23.0,1071.14299989,161.0,4404.669,208.5558,118.83615,0.0,1452627662.02
380,22.0,1073.83100009,161.0,4415.944,206.1163,119.30315,0.0,1452627664.71
381,22.0,1076.53799987,162.0,4427.354,208.7823,118.79315,0.0,1452627667.42
382,23.0,1079.14199996,162.0,4438.331,211.7689,118.23205,0.0,1452627670.02
383,23.0,1081.74199986,163.0,4449.311,211.3091,118.31775,0.0,1452627672.62
384,22.0,1084.54099989,163.0,4461.161,210.0613,118.5516,0.0,1452627675.42
385,22.0,1087.13100004,163.0,4471.995,207.636,119.01135,0.0,1452627678.01
386,23.0,1089.829,164.0,4483.408,209.9853,118.56585,0.0,1452627680.71
387,23.0,1092.42599988,164.0,4494.461,215.7257,117.50475,0.0,1452627683.3
388,22.0,1095.03900003,164.0,4505.514,213.9838,117.8227,0.0,1452627685.92
389,22.0,1097.73399997,165.0,4516.929,212.689,118.06135,0.0,1452627688.61
390,22.0,1100.52799988,165.0,4528.705,208.3368,118.8778,0.0,1452627691.41
391,22.0,1103.22900009,165.0,4540.126,210.7492,118.42245,0.0,1452627694.11
392,22.0,1105.83599997,166.0,4551.048,207.8805,118.9647,0.0,1452627696.71
393,22.0,1108.53600001,166.0,4562.54,215.2135,117.5979,0.0,1452627699.41
394,22.0,1111.23399997,166.0,4574.02,216.2317,117.413,0.0,1452627702.11
395,23.0,1113.9289999,166.0,4585.506,214.8023,117.6729,0.0,1452627704.81
396,23.0,1116.52399993,166.0,4596.488,214.4749,117.73275,0.0,1452627707.4
397,22.0,1119.22900009,166.0,4607.915,211.0552,118.3652,0.0,1452627710.11
398,23.0,1121.93000007,166.0,4619.336,210.3227,118.50245,0.0,1452627712.81
399,22.0,1124.62899995,166.0,4630.68,208.3432,118.87655,0.0,1452627715.51
400,22.0,1127.33399987,166.0,4642.023,206.3476,119.25855,0.0,1452627718.21
401,22.0,1130.03399992,166.0,4653.437,211.5221,118.27805,0.0,1452627720.91
402,22.0,1132.73900008,165.0,4664.93,214.272,117.76985,0.0,1452627723.62
403,23.0,1135.32800007,165.0,4675.98,218.7985,116.95205,0.0,1452627726.21
404,22.0,1138.0309999,165.0,4687.475,214.7733,117.6782,0.0,1452627728.91
405,23.0,1140.63499999,164.0,4698.522,214.0618,117.8084,0.0,1452627731.51
406,24.0,1143.13599992,164.0,4709.468,233.1141,114.5073,0.0,1452627734.01
407,23.0,1145.7349999,164.0,4720.747,230.5046,114.9378,0.0,1452627736.61
408,23.0,1148.3269999,165.0,4731.939,226.419,115.625,0.0,1452627739.2
409,23.0,1150.921,165.0,4743.202,228.8059,115.2215,0.0,1452627741.8
410,23.0,1153.52900004,165.0,4754.613,233.2465,114.48565,0.0,1452627744.41
411,23.0,1156.12599993,165.0,4765.952,233.2083,114.4919,0.0,1452627747.0
412,23.0,1158.73300004,167.0,4777.292,229.0743,115.1765,0.0,1452627749.61
413,24.0,1161.22799993,166.0,4788.129,231.0611,114.84545,0.0,1452627752.11
414,24.0,1163.72399998,166.0,4798.973,230.9129,114.87,0.0,1452627754.6
415,24.0,1166.33599997,166.0,4810.387,231.3461,114.79825,0.0,1452627757.21
416,24.0,1168.82500005,166.0,4821.213,230.7767,114.8926,0.0,1452627759.7
417,24.0,1171.33500004,166.0,4832.117,230.2384,114.98205,0.0,1452627762.21
418,23.0,1173.93400002,166.0,4843.392,227.1674,115.4979,0.0,1452627764.81
419,24.0,1176.43599987,166.0,4854.222,227.7351,115.40185,0.0,1452627767.31
420,24.0,1178.93099999,166.0,4864.982,225.9556,115.704,0.0,1452627769.81
421,24.0,1181.43300009,167.0,4875.821,227.6732,115.4123,0.0,1452627772.31
422,24.0,1183.92799997,167.0,4886.658,229.4722,115.1099,0.0,1452627774.81
423,23.0,1186.52399993,167.0,4898.012,232.9769,114.52975,0.0,1452627777.4
424,24.0,1189.01900005,168.0,4908.927,235.1478,114.17625,0.0,1452627779.9
425,24.0,1191.52999997,168.0,4919.773,226.284,115.648,0.0,1452627782.41
426,23.0,1194.12999988,169.0,4930.898,217.8337,117.1245,0.0,1452627785.01
427,24.0,1196.62800002,169.0,4941.597,220.4491,116.65945,0.0,1452627787.51
428,23.0,1199.23199987,169.0,4952.725,218.0016,117.0944,0.0,1452627790.11
429,0.0,1200.0,121.0,4956.139,321.834,102.83605,0.0,1452627790.88
430,18.0,1203.97900009,123.0,18.20901,257.9019,110.7145,1.0,1452627794.86
431,19.0,1207.18300009,125.0,31.02018,179.0316,125.0392,1.0,1452627798.06
432,19.0,1210.36800003,127.0,43.99104,186.9097,123.25715,1.0,1452627801.25
433,19.0,1213.46899986,128.0,56.59872,188.7899,122.8466,1.0,1452627804.35
434,19.0,1216.57599998,130.0,69.04979,180.5555,124.6864,1.0,1452627807.45
435,19.0,1219.77799988,131.0,81.9366,182.1035,124.3321,1.0,1452627810.66
436,19.0,1222.87999988,133.0,94.45535,183.9501,123.91465,1.0,1452627813.76
437,20.0,1225.97099996,135.0,106.974,185.6983,123.5246,1.0,1452627816.85
438,19.0,1229.06800008,136.0,119.3486,179.8417,124.85115,1.0,1452627819.95
439,19.0,1232.17199993,137.0,131.8602,183.4675,124.0232,1.0,1452627823.05
440,19.0,1235.28299999,138.0,144.3719,181.6,124.4469,1.0,1452627826.16
441,19.0,1238.46499991,139.0,157.1858,182.9153,124.1479,1.0,1452627829.34
442,20.0,1241.56800008,140.0,169.6462,180.6849,124.65665,1.0,1452627832.45
443,19.0,1244.77999997,141.0,182.4707,177.4296,125.41435,1.0,1452627835.66
444,19.0,1247.87899995,142.0,194.914,183.5561,124.00325,1.0,1452627838.76
445,19.0,1251.07500005,143.0,207.7215,180.2345,124.7604,1.0,1452627841.95
446,19.0,1254.27900004,143.0,220.6009,180.1617,124.7772,1.0,1452627845.16
447,19.0,1257.375,144.0,232.9721,179.8468,124.85,1.0,1452627848.25
448,19.0,1260.477,145.0,245.4805,184.479,123.7961,1.0,1452627851.36
449,19.0,1263.67499995,146.0,258.5665,189.8563,122.61615,1.0,1452627854.55
450,19.0,1266.77399993,147.0,270.998,181.2592,124.52485,1.0,1452627857.65
451,20.0,1269.77200007,148.0,283.0004,180.0657,124.79935,1.0,1452627860.65
452,19.0,1272.875,148.0,295.4427,180.2084,124.7664,1.0,1452627863.75
453,19.0,1276.06500006,149.0,308.1087,175.7314,125.8171,1.0,1452627866.94
454,19.0,1279.16599989,149.0,320.3328,171.8351,126.7609,1.0,1452627870.04
455,19.0,1282.37100005,149.0,333.0626,174.5193,126.1077,1.0,1452627873.25
456,19.0,1285.46899986,149.0,345.2158,169.7537,127.2769,1.0,1452627876.35
457,19.0,1288.57599998,148.0,357.5946,177.8802,125.3084,1.0,1452627879.45
458,19.0,1291.76499987,148.0,370.2655,174.0839,126.2127,1.0,1452627882.64
459,19.0,1294.86599994,148.0,382.418,170.4988,127.09125,1.0,1452627885.74
460,19.0,1298.07299995,148.0,395.225,176.835,125.5548,1.0,1452627888.95
461,20.0,1301.07999992,148.0,407.156,175.7147,125.82105,1.0,1452627891.96
462,20.0,1304.17400002,148.0,419.4567,174.6758,126.07,1.0,1452627895.05
463,19.0,1307.26399994,148.0,431.7578,177.0689,125.4995,1.0,1452627898.14
464,19.0,1310.36699986,148.0,444.0562,175.8847,125.7805,1.0,1452627901.24
465,19.0,1313.56900001,149.0,456.7981,175.4755,125.8782,1.0,1452627904.45
466,20.0,1316.57599998,149.0,468.7307,175.1899,125.94655,1.0,1452627907.45
467,20.0,1319.57200003,150.0,480.812,184.4822,123.7954,1.0,1452627910.45
468,22.0,1322.27200007,151.0,492.0253,200.5062,120.4056,1.0,1452627913.15
469,20.0,1325.36800003,151.0,504.6921,190.2463,122.5323,1.0,1452627916.25
470,21.0,1328.2750001,152.0,516.5473,189.473,122.69875,1.0,1452627919.15
471,21.0,1331.17000008,152.0,528.55,199.6815,120.57115,1.0,1452627922.05
472,20.0,1334.16199994,153.0,540.7801,191.0559,122.359,1.0,1452627925.04
473,21.0,1336.97099996,153.0,552.2185,190.6561,122.44445,1.0,1452627927.85
474,21.0,1339.86699986,154.0,564.079,192.4956,122.05315,1.0,1452627930.74
475,20.0,1342.86699986,155.0,576.441,194.0214,121.7324,1.0,1452627933.74
476,20.0,1345.7750001,155.0,588.4366,197.4541,121.02285,1.0,1452627936.65
477,20.0,1348.67199993,156.0,600.4398,199.9793,120.51125,1.0,1452627939.55
478,21.0,1351.56500006,157.0,612.3785,196.8952,121.1372,1.0,1452627942.44
479,21.0,1354.46899986,157.0,624.3853,197.794,120.95345,1.0,1452627945.35
480,21.0,1357.37199998,158.0,636.3228,194.6866,121.5936,1.0,1452627948.25
481,21.0,1360.27200007,158.0,648.1776,190.9447,122.38275,1.0,1452627951.15
482,21.0,1363.17199993,158.0,659.9697,188.2152,122.9715,1.0,1452627954.05
483,21.0,1366.06999993,158.0,671.8328,192.0809,122.14095,1.0,1452627956.95
484,21.0,1368.96199989,157.0,683.6946,192.4555,122.06165,1.0,1452627959.84
485,20.0,1371.8599999,157.0,695.4814,189.1612,122.76615,1.0,1452627962.74
486,21.0,1374.76399994,157.0,707.4268,193.9496,121.7474,1.0,1452627965.64
487,22.0,1377.47600007,157.0,718.632,199.3534,120.63725,1.0,1452627968.35
488,22.0,1380.27399993,157.0,730.2046,197.5603,121.00115,1.0,1452627971.15
489,21.0,1383.17799997,158.0,742.1409,192.715,122.00685,1.0,1452627974.06
490,21.0,1386.06900001,157.0,754.0061,194.0718,121.72185,1.0,1452627976.95
491,22.0,1388.87299991,157.0,765.5786,196.3567,121.24785,1.0,1452627979.75
492,21.0,1391.773,157.0,777.5106,194.9575,121.53725,1.0,1452627982.65
493,21.0,1394.56299996,158.0,789.011,197.403,121.03325,1.0,1452627985.44
494,21.0,1397.36199999,158.0,800.5786,198.0766,120.8959,1.0,1452627988.24
495,21.0,1400.26399994,159.0,812.5052,192.7651,121.99625,1.0,1452627991.14
496,21.0,1403.07099986,160.0,823.9924,191.8118,122.19805,1.0,1452627993.95
497,21.0,1405.87100005,160.0,835.5544,197.5982,120.9934,1.0,1452627996.75
498,21.0,1408.77099991,160.0,847.4919,195.6334,121.3971,1.0,1452627999.65
499,20.0,1411.66899991,160.0,859.4285,196.6477,121.188,1.0,1452628002.55
500,21.0,1414.56900001,161.0,871.2184,188.0907,122.99865,1.0,1452628005.45
501,21.0,1417.47000003,161.0,883.0101,188.4221,122.92645,1.0,1452628008.35
502,21.0,1420.36699986,162.0,894.8567,191.1432,122.34035,1.0,1452628011.24
503,21.0,1423.16799998,162.0,906.289,190.8122,122.41105,1.0,1452628014.05
504,20.0,1426.15799999,162.0,918.4447,186.4179,123.36545,1.0,1452628017.04
505,21.0,1429.06500006,162.0,930.2451,187.1304,123.20865,1.0,1452628019.94
506,21.0,1431.96799994,162.0,942.1087,190.9967,122.3716,1.0,1452628022.85
507,21.0,1434.86400008,162.0,953.8305,186.0499,123.44675,1.0,1452628025.74
508,22.0,1437.56900001,162.0,964.8177,188.9165,122.81915,1.0,1452628028.45
509,21.0,1440.37100005,162.0,976.3105,193.2093,121.9027,1.0,1452628031.25
510,23.0,1442.95700002,161.0,987.2303,210.6829,118.43485,1.0,1452628033.84
511,22.0,1445.65799999,161.0,998.5837,208.4213,118.8617,1.0,1452628036.54
512,22.0,1448.36599994,162.0,1009.933,206.0548,119.315,1.0,1452628039.24
513,22.0,1451.05900002,162.0,1021.283,209.356,118.68455,1.0,1452628041.94
514,23.0,1453.66499996,163.0,1032.26,209.7363,118.6128,1.0,1452628044.54
515,22.0,1456.36500001,163.0,1043.613,208.1647,118.91055,1.0,1452628047.24
516,22.0,1459.16299987,164.0,1055.395,206.7689,119.1775,1.0,1452628050.04
517,22.0,1461.86500001,164.0,1066.67,204.9319,119.53255,1.0,1452628052.74
518,22.0,1464.56800008,164.0,1078.017,206.6594,119.19855,1.0,1452628055.45
519,22.0,1467.26399994,164.0,1089.288,205.0189,119.51565,1.0,1452628058.14
520,23.0,1469.86100006,164.0,1100.19,207.1561,119.1032,1.0,1452628060.74
521,23.0,1472.56800008,164.0,1111.458,200.6289,120.38105,1.0,1452628063.45
522,23.0,1475.16000009,163.0,1122.219,202.0982,120.0886,1.0,1452628066.04
523,22.0,1477.86599994,163.0,1133.493,201.6159,120.1843,1.0,1452628068.74
524,22.0,1480.55500007,163.0,1144.687,202.5064,120.0079,1.0,1452628071.43
525,22.0,1483.25999999,163.0,1156.033,205.8589,119.35285,1.0,1452628074.14
526,23.0,1485.86100006,163.0,1166.794,199.9521,120.5167,1.0,1452628076.74
527,23.0,1488.5539999,162.0,1177.995,200.6068,120.3855,1.0,1452628079.43
528,23.0,1491.2579999,163.0,1189.42,210.0134,118.5606,1.0,1452628082.14
529,22.0,1493.97199988,163.0,1200.771,204.5618,119.6046,1.0,1452628084.85
530,22.0,1496.65799999,163.0,1211.976,203.5001,119.8122,1.0,1452628087.54
531,23.0,1499.26499987,163.0,1222.887,206.6204,119.20605,1.0,1452628090.14
532,22.0,1501.97000003,164.0,1234.232,205.7817,119.3678,1.0,1452628092.85
533,23.0,1504.56599998,164.0,1245.062,205.188,119.4828,1.0,1452628095.44
534,22.0,1507.2579999,164.0,1256.387,208.2849,118.88765,1.0,1452628098.14
535,22.0,1509.96600008,164.0,1267.8,209.3235,118.6907,1.0,1452628100.84
536,22.0,1512.65400004,164.0,1279.068,206.1513,119.2964,1.0,1452628103.53
537,22.0,1515.36899996,164.0,1290.411,204.3116,119.6534,1.0,1452628106.25
538,22.0,1518.15400004,164.0,1302.116,207.3407,119.06785,1.0,1452628109.03
539,22.0,1520.86199999,165.0,1313.539,209.9754,118.56775,1.0,1452628111.74
540,22.0,1523.56299996,166.0,1324.952,211.8691,118.2134,1.0,1452628114.44
541,23.0,1526.25600004,166.0,1336.368,212.2015,118.15165,1.0,1452628117.13
542,22.0,1528.97000003,166.0,1347.857,212.8164,118.03775,1.0,1452628119.85
543,23.0,1531.56900001,166.0,1358.763,206.9118,119.15005,1.0,1452628122.45
544,23.0,1534.25600004,167.0,1370.042,206.0981,119.30665,1.0,1452628125.13
545,23.0,1536.85699987,167.0,1380.958,208.3836,118.86885,1.0,1452628127.73
546,23.0,1539.46399999,166.0,1391.791,201.8698,120.1339,1.0,1452628130.34
547,22.0,1542.16700006,166.0,1403.062,202.5411,120.001,1.0,1452628133.05
548,23.0,1544.86400008,166.0,1414.336,203.6122,119.79025,1.0,1452628135.74
549,23.0,1547.45499992,166.0,1425.104,202.4408,120.02085,1.0,1452628138.33
550,22.0,1550.15499997,166.0,1436.386,203.7418,119.76485,1.0,1452628141.03
551,22.0,1552.86400008,166.0,1447.73,204.6584,119.58575,1.0,1452628143.74
552,22.0,1555.56200004,166.0,1458.999,204.0137,119.7116,1.0,1452628146.44
553,22.0,1558.26200008,166.0,1470.274,204.8252,119.5533,1.0,1452628149.14
554,21.0,1561.05900002,166.0,1481.917,202.4518,120.01865,1.0,1452628151.94
555,20.0,1564.16400003,166.0,1494.578,188.2527,122.96335,1.0,1452628155.04
556,20.0,1567.16199994,166.0,1506.586,180.9339,124.5994,1.0,1452628158.04
557,21.0,1570.06399989,166.0,1518.224,178.8334,125.08535,1.0,1452628160.94
558,21.0,1572.852,166.0,1529.357,180.8195,124.6257,1.0,1452628163.73
559,21.0,1575.85299993,166.0,1541.494,183.2855,124.06425,1.0,1452628166.73
560,21.0,1578.66000009,165.0,1552.763,182.3769,124.26995,1.0,1452628169.54
561,21.0,1581.56299996,165.0,1564.541,187.0289,123.23095,1.0,1452628172.44
562,20.0,1584.55599999,165.0,1576.614,182.8851,124.15475,1.0,1452628175.43
563,21.0,1587.3599999,164.0,1587.889,183.7414,123.96155,1.0,1452628178.24
564,21.0,1590.36199999,164.0,1600.041,183.8617,123.9345,1.0,1452628181.24
565,20.0,1593.26600003,164.0,1611.607,177.793,125.32885,1.0,1452628184.14
566,22.0,1596.06200004,165.0,1622.878,182.4143,124.26145,1.0,1452628186.94
567,20.0,1598.95000005,165.0,1634.507,184.1503,123.8697,1.0,1452628189.83
568,21.0,1601.85100007,165.0,1646.141,180.8503,124.6186,1.0,1452628192.73
569,20.0,1604.85899997,165.0,1658.211,180.9713,124.59085,1.0,1452628195.74
570,20.0,1607.86100006,165.0,1670.418,186.9215,123.25455,1.0,1452628198.74
571,20.0,1610.76600003,165.0,1682.207,188.858,122.8318,1.0,1452628201.64
572,21.0,1613.65700006,165.0,1693.999,188.4814,122.91355,1.0,1452628204.54
573,21.0,1616.44899988,165.0,1705.201,182.6047,124.21825,1.0,1452628207.33
574,22.0,1619.26099992,164.0,1716.541,182.4166,124.2609,1.0,1452628210.14
575,21.0,1622.16100001,164.0,1728.098,176.7396,125.5774,1.0,1452628213.04
576,21.0,1624.94899988,163.0,1739.22,178.5502,125.15145,1.0,1452628215.83
577,21.0,1627.75699997,163.0,1750.561,184.8407,123.7153,1.0,1452628218.63
578,21.0,1630.66199994,162.0,1762.119,175.9758,125.7588,1.0,1452628221.54
579,21.0,1633.55299997,162.0,1773.756,181.8321,124.39395,1.0,1452628224.43
580,21.0,1636.45000005,161.0,1785.39,181.022,124.5792,1.0,1452628227.33
581,21.0,1639.25099993,161.0,1796.588,180.8957,124.6082,1.0,1452628230.13
582,21.0,1642.15299988,161.0,1808.294,183.7699,123.95515,1.0,1452628233.03
583,20.0,1645.15400004,162.0,1820.364,182.245,124.2999,1.0,1452628236.03
584,21.0,1648.05200005,162.0,1832.073,184.5628,123.7774,1.0,1452628238.93
585,21.0,1650.954,163.0,1843.857,186.1996,123.41365,1.0,1452628241.83
586,21.0,1653.85400009,163.0,1855.714,190.915,122.3891,1.0,1452628244.73
587,21.0,1656.75600004,163.0,1867.582,191.4488,122.2752,1.0,1452628247.63
588,21.0,1659.54999995,163.0,1879.005,193.1758,121.90975,1.0,1452628250.43
589,20.0,1662.55699992,164.0,1891.364,192.2855,122.0976,1.0,1452628253.43
590,21.0,1665.36199999,164.0,1902.852,193.6652,121.80695,1.0,1452628256.24
591,21.0,1668.25900006,164.0,1914.787,195.321,121.4618,1.0,1452628259.14
592,21.0,1671.05500007,165.0,1926.425,202.3185,120.045,1.0,1452628261.93
593,22.0,1673.85100007,165.0,1938.136,204.7697,119.5641,1.0,1452628264.73
594,21.0,1676.65400004,165.0,1949.77,201.3056,120.246,1.0,1452628267.53
595,21.0,1679.5480001,164.0,1961.61,191.745,122.21225,1.0,1452628270.43
596,20.0,1682.64499998,164.0,1974.111,183.4913,124.01785,1.0,1452628273.52
597,20.0,1685.64700007,164.0,1986.107,179.439,124.9445,1.0,1452628276.53
598,19.0,1688.74699998,164.0,1998.404,174.8019,126.0397,1.0,1452628279.62
599,19.0,1691.86100006,163.0,2010.767,174.4622,126.12145,1.0,1452628282.74
600,19.0,1694.95099998,163.0,2023.067,176.8077,125.56125,1.0,1452628285.83
601,19.0,1698.0539999,163.0,2035.581,183.1801,124.08805,1.0,1452628288.93
602,19.0,1701.24600005,162.0,2048.449,183.123,124.10095,1.0,1452628292.12
603,19.0,1704.35400009,162.0,2060.889,179.5932,124.9087,1.0,1452628295.23
604,19.0,1707.454,162.0,2073.324,180.8144,124.62685,1.0,1452628298.33
605,20.0,1710.45799994,162.0,2085.326,179.6784,124.88895,1.0,1452628301.34
606,20.0,1713.45799994,162.0,2097.326,179.7287,124.8773,1.0,1452628304.34
607,20.0,1716.55599999,163.0,2109.828,182.2995,124.28755,1.0,1452628307.43
608,20.0,1719.546,163.0,2121.824,182.9259,124.1455,1.0,1452628310.42
609,20.0,1722.64499998,163.0,2134.255,179.5346,124.9223,1.0,1452628313.52
610,20.0,1725.76099992,164.0,2146.684,176.6085,125.60845,1.0,1452628316.64
611,20.0,1728.74399996,163.0,2158.467,174.5514,126.09995,1.0,1452628319.62
612,19.0,1731.85500002,163.0,2170.761,173.3461,126.39155,1.0,1452628322.73
613,19.0,1734.94599986,162.0,2183.049,175.8229,125.79525,1.0,1452628325.82
614,19.0,1738.14700007,162.0,2195.766,174.1346,126.20045,1.0,1452628329.03
615,20.0,1741.15400004,162.0,2207.622,171.3103,126.89025,1.0,1452628332.03
616,19.0,1744.25099993,162.0,2219.771,168.5851,127.5703,1.0,1452628335.13
617,20.0,1747.24099994,162.0,2231.492,170.1432,127.1797,1.0,1452628338.12
618,20.0,1750.35100007,161.0,2243.778,171.4801,126.84835,1.0,1452628341.23
619,19.0,1753.44099998,161.0,2255.851,169.012,127.4628,1.0,1452628344.32
620,20.0,1756.54299998,161.0,2267.99,167.1725,127.92865,1.0,1452628347.42
621,20.0,1759.65899992,162.0,2280.198,166.8677,128.00645,1.0,1452628350.54
622,20.0,1762.64700007,162.0,2291.838,166.7405,128.039,1.0,1452628353.53
623,20.0,1765.65299988,162.0,2303.404,160.6474,129.63775,1.0,1452628356.53
624,19.0,1768.94499993,161.0,2315.919,152.4246,131.9282,1.0,1452628359.82
625,20.0,1771.83699989,161.0,2327.057,160.9942,129.5446,1.0,1452628362.71
626,20.0,1774.84699988,161.0,2338.696,161.4393,129.4254,1.0,1452628365.72
627,20.0,1777.9519999,160.0,2350.769,163.2201,128.953,1.0,1452628368.83
628,19.0,1781.04699993,160.0,2362.848,167.3848,127.8745,1.0,1452628371.92
629,20.0,1784.04399991,161.0,2374.493,165.5121,128.355,1.0,1452628374.92
630,19.0,1787.14199996,161.0,2386.632,167.9999,127.71825,1.0,1452628378.02
631,20.0,1790.24699998,161.0,2398.993,175.0821,125.9724,1.0,1452628381.12
632,20.0,1793.24199986,161.0,2410.772,172.2955,126.6479,1.0,1452628384.12
633,19.0,1796.34599996,161.0,2422.994,171.0408,126.95685,1.0,1452628387.22
634,20.0,1799.44199991,161.0,2435.287,174.4921,126.1142,1.0,1452628390.32
635,19.0,1802.63999987,161.0,2447.948,172.4838,126.6018,1.0,1452628393.52
636,19.0,1805.74900007,160.0,2460.174,170.6713,127.0484,1.0,1452628396.63
637,19.0,1808.94899988,160.0,2472.756,170.0271,127.20865,1.0,1452628399.83
638,19.0,1812.15400004,159.0,2485.263,166.5958,128.07605,1.0,1452628403.03
639,19.0,1815.24799991,159.0,2497.487,173.3794,126.38345,1.0,1452628406.13
640,19.0,1818.44700003,159.0,2510.212,175.4518,125.8839,1.0,1452628409.33
641,20.0,1821.44799995,159.0,2521.994,169.4908,127.34265,1.0,1452628412.33
642,20.0,1824.44199991,159.0,2533.56,163.1089,128.9823,1.0,1452628415.32
643,20.0,1827.53799987,159.0,2545.559,161.7457,129.34365,1.0,1452628418.42
644,19.0,1830.6500001,158.0,2557.639,163.7529,128.813,1.0,1452628421.53
645,19.0,1833.74900007,158.0,2569.717,165.5688,128.34035,1.0,1452628424.63
646,19.0,1836.84599996,157.0,2581.93,171.7372,126.785,1.0,1452628427.72
647,20.0,1839.83999991,157.0,2593.707,170.493,127.09265,1.0,1452628430.72
648,20.0,1842.84599996,158.0,2605.493,169.1702,127.4231,1.0,1452628433.72
649,20.0,1845.95099998,158.0,2617.705,169.7096,127.2879,1.0,1452628436.83
650,19.0,1849.046,158.0,2629.775,166.4338,128.1176,1.0,1452628439.92
651,19.0,1852.13899994,158.0,2641.854,166.8563,128.0094,1.0,1452628443.02
652,19.0,1855.24399996,158.0,2653.943,165.2198,128.43065,1.0,1452628446.12
653,19.0,1858.33999991,158.0,2666.024,165.8454,128.26895,1.0,1452628449.22
654,20.0,1861.352,157.0,2677.739,166.4589,128.1112,1.0,1452628452.23
655,19.0,1864.43899989,157.0,2689.744,164.9746,128.49425,1.0,1452628455.32
656,20.0,1867.53600001,156.0,2701.894,167.8657,127.7523,1.0,1452628458.41
657,20.0,1870.53699994,156.0,2713.606,167.6004,127.81965,1.0,1452628461.41
