index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
238,103.6,21,1.48,780.0,119.79,142,508.0,163.3,205.099371012,119.5,12.29,1960.0,0,1464703741.79
239,103.6,21,1.48,780.0,120.2,142,509.8,163.3,205.099371012,119.5,12.29,2020.0,0,1464703742.2
240,112.2,20,1.48,760.0,120.62,142,511.8,171.2,200.534261776,120.4,12.36,2020.0,0,1464703742.62
241,112.2,20,1.48,760.0,121.03,142,513.7,171.2,200.534261776,120.4,12.36,2020.0,0,1464703743.03
242,112.2,20,1.48,760.0,121.87,142,517.2,171.2,200.534261776,120.4,12.36,2020.0,0,1464703743.87
243,112.2,20,1.48,760.0,122.25,142,518.6,171.2,200.534261776,120.4,12.36,2020.0,0,1464703744.25
244,112.2,20,1.48,760.0,122.64,142,520.1,171.2,200.534261776,120.4,12.36,2020.0,0,1464703744.64
245,112.2,20,1.48,760.0,123.13,142,522.1,171.2,200.534261776,120.4,12.36,2020.0,0,1464703745.13
246,111.0,20,1.51,770.0,123.51,142,524.0,168.2,206.132615276,119.3,12.58,2020.0,0,1464703745.51
247,111.0,20,1.51,770.0,124.26,142,527.4,168.2,206.132615276,119.3,12.58,2020.0,0,1464703746.26
248,111.0,20,1.51,770.0,124.62,142,528.9,168.2,206.132615276,119.3,12.58,2020.0,0,1464703746.62
249,111.0,20,1.51,770.0,125.04,142,530.5,168.2,206.132615276,119.3,12.58,2020.0,0,1464703747.04
250,111.0,20,1.51,770.0,125.82,142,533.4,168.2,206.132615276,119.3,12.58,2020.0,0,1464703747.82
251,111.0,20,1.51,770.0,126.28,142,535.5,168.2,206.132615276,119.3,12.58,2030.0,0,1464703748.28
252,103.8,20,1.48,780.0,126.66,142,537.3,161.8,206.651840763,119.2,12.64,2030.0,0,1464703748.66
253,103.8,20,1.48,780.0,127.05,142,539.0,161.8,206.651840763,119.2,12.64,2030.0,0,1464703749.05
254,103.8,20,1.48,780.0,127.84,142,542.3,161.8,206.651840763,119.2,12.64,2030.0,0,1464703749.84
255,103.8,20,1.48,780.0,128.2,141,543.6,161.8,206.651840763,119.2,12.64,2030.0,0,1464703750.2
256,103.8,20,1.48,780.0,128.58,141,545.0,161.8,206.651840763,119.2,12.64,1970.0,0,1464703750.58
257,103.8,21,1.48,780.0,129.35,141,548.3,161.8,200.035420558,120.5,12.64,1970.0,0,1464703751.35
258,105.3,21,1.45,760.0,129.73,141,550.1,158.4,200.035420558,120.5,12.17,1970.0,0,1464703751.73
259,105.3,21,1.45,760.0,130.11,141,551.8,158.4,200.035420558,120.5,12.17,1970.0,0,1464703752.11
260,105.3,21,1.45,760.0,130.48,141,553.3,158.4,200.035420558,120.5,12.17,1970.0,0,1464703752.48
261,105.3,21,1.45,760.0,131.23,141,556.2,158.4,200.035420558,120.5,12.17,1970.0,0,1464703753.23
262,105.3,21,1.45,760.0,131.57,141,557.4,158.4,200.035420558,120.5,12.17,2040.0,0,1464703753.57
263,105.3,20,1.45,760.0,132.37,142,560.9,158.4,198.056519026,120.9,12.17,2040.0,0,1464703754.37
264,107.5,20,1.48,780.0,132.73,142,562.6,164.6,198.056519026,120.9,12.49,2040.0,0,1464703754.73
265,107.5,20,1.48,780.0,133.08,142,564.2,164.6,198.056519026,120.9,12.49,2040.0,0,1464703755.08
266,107.5,20,1.48,780.0,133.83,142,567.2,164.6,198.056519026,120.9,12.49,2040.0,0,1464703755.83
267,107.5,20,1.48,780.0,134.19,142,568.6,164.6,198.056519026,120.9,12.49,2040.0,0,1464703756.19
268,107.5,20,1.48,780.0,134.62,142,570.1,164.6,198.056519026,120.9,12.49,2040.0,0,1464703756.62
269,107.5,20,1.48,780.0,135.37,142,573.4,164.6,202.040773328,120.1,12.49,2040.0,0,1464703757.37
270,111.4,20,1.51,770.0,135.77,142,575.3,174.6,202.040773328,120.1,12.52,2040.0,0,1464703757.77
271,111.4,20,1.51,770.0,136.18,142,577.1,174.6,202.040773328,120.1,12.52,2040.0,0,1464703758.18
272,111.4,20,1.51,770.0,136.62,142,579.0,174.6,202.040773328,120.1,12.52,2040.0,0,1464703758.62
273,111.4,20,1.51,770.0,137.39,141,581.9,174.6,202.040773328,120.1,12.52,2040.0,0,1464703759.39
274,111.4,20,1.51,770.0,137.76,141,583.3,174.6,202.040773328,120.1,12.52,2040.0,0,1464703759.76
275,111.4,20,1.51,770.0,138.22,141,585.4,174.6,202.040773328,120.1,12.44,1980.0,0,1464703760.22
276,105.8,20,1.48,770.0,138.59,141,587.2,159.7,208.220018388,118.9,12.44,1980.0,0,1464703760.59
277,105.8,20,1.48,770.0,139.33,141,590.4,159.7,208.220018388,118.9,12.44,1980.0,0,1464703761.33
278,105.8,20,1.48,770.0,139.68,141,591.8,159.7,208.220018388,118.9,12.44,1980.0,0,1464703761.68
279,105.8,20,1.48,770.0,140.07,141,593.3,159.7,208.220018388,118.9,12.44,1980.0,0,1464703762.07
280,105.8,20,1.48,770.0,140.52,141,594.9,159.7,208.220018388,118.9,12.44,2000.0,0,1464703762.52
281,105.8,20,1.48,770.0,141.34,141,598.6,159.7,204.073020772,119.7,12.44,2000.0,0,1464703763.34
282,111.6,20,1.48,750.0,141.73,141,600.5,167.4,204.073020772,119.7,12.31,2000.0,0,1464703763.73
283,111.6,20,1.48,750.0,142.08,141,602.0,167.4,204.073020772,119.7,12.31,2000.0,0,1464703764.08
284,111.6,20,1.48,750.0,142.5,141,603.7,167.4,204.073020772,119.7,12.31,2000.0,0,1464703764.5
285,111.6,20,1.48,750.0,143.26,141,606.6,167.4,204.073020772,119.7,12.31,2000.0,0,1464703765.26
286,111.6,20,1.48,750.0,143.61,141,607.9,167.4,204.073020772,119.7,12.31,2000.0,0,1464703765.61
287,111.6,20,1.48,750.0,144.37,141,611.5,167.4,208.220018388,118.9,12.31,2000.0,0,1464703766.37
288,110.4,20,1.45,750.0,144.77,141,613.3,168.7,208.220018388,118.9,12.45,2000.0,0,1464703766.77
289,110.4,20,1.45,750.0,145.15,142,614.9,168.7,208.220018388,118.9,12.45,2000.0,0,1464703767.15
290,110.4,20,1.45,750.0,145.86,142,617.8,168.7,208.220018388,118.9,12.45,2000.0,0,1464703767.86
291,110.4,20,1.45,750.0,146.29,142,619.3,168.7,208.220018388,118.9,12.45,2000.0,0,1464703768.29
292,110.4,20,1.45,750.0,146.65,142,620.7,168.7,208.220018388,118.9,12.45,2000.0,0,1464703768.65
293,110.4,20,1.45,750.0,147.01,142,622.4,168.7,208.220018388,118.9,12.43,2000.0,0,1464703769.01
294,108.6,20,1.48,770.0,147.46,142,624.6,172.6,207.695534961,119.0,12.43,2000.0,0,1464703769.46
295,108.6,20,1.48,770.0,148.23,142,627.9,172.6,207.695534961,119.0,12.43,2000.0,0,1464703770.23
296,108.6,20,1.48,770.0,148.65,142,629.6,172.6,207.695534961,119.0,12.43,2000.0,0,1464703770.65
297,108.6,20,1.48,770.0,149.03,142,631.0,172.6,207.695534961,119.0,12.43,2000.0,0,1464703771.03
298,108.6,20,1.48,770.0,149.8,142,634.1,172.6,207.695534961,119.0,12.43,2020.0,0,1464703771.8
299,108.4,20,1.45,750.0,150.2,142,635.9,165.2,205.61512778,119.4,12.43,2020.0,0,1464703772.2
300,108.4,20,1.45,750.0,150.57,142,637.7,165.2,205.61512778,119.4,12.43,2020.0,0,1464703772.57
301,108.4,20,1.45,750.0,151.33,142,640.9,165.2,205.61512778,119.4,12.43,2020.0,0,1464703773.33
302,108.4,20,1.45,750.0,151.68,142,642.2,165.2,205.61512778,119.4,12.43,2020.0,0,1464703773.68
303,108.4,20,1.45,750.0,152.11,142,643.8,165.2,205.61512778,119.4,12.43,2020.0,0,1464703774.11
304,108.4,20,1.45,750.0,152.55,142,645.5,165.2,205.61512778,119.4,12.43,2010.0,0,1464703774.55
305,108.4,20,1.45,750.0,152.95,142,647.3,165.2,205.61512778,119.4,12.43,2010.0,0,1464703774.95
306,106.6,20,1.48,780.0,153.72,142,650.9,164.4,203.053507154,119.9,12.43,2010.0,0,1464703775.72
307,106.6,20,1.48,780.0,154.07,142,652.4,164.4,203.053507154,119.9,12.43,2010.0,0,1464703776.07
308,106.6,20,1.48,780.0,154.85,142,655.5,164.4,203.053507154,119.9,12.43,2010.0,0,1464703776.85
309,106.6,20,1.48,780.0,155.21,143,656.7,164.4,203.053507154,119.9,12.43,1990.0,0,1464703777.21
310,106.6,20,1.48,780.0,155.64,143,658.5,164.4,203.053507154,119.9,12.43,1990.0,0,1464703777.64
311,105.6,20,1.48,770.0,156.04,142,660.4,162.0,204.073020772,119.7,12.38,1990.0,0,1464703778.04
312,105.6,20,1.48,770.0,156.87,142,664.1,162.0,204.073020772,119.7,12.38,1990.0,0,1464703778.87
313,105.6,20,1.48,770.0,157.25,142,665.7,162.0,204.073020772,119.7,12.38,1990.0,0,1464703779.25
314,105.6,20,1.48,770.0,157.64,142,667.2,162.0,204.073020772,119.7,12.38,1990.0,0,1464703779.64
315,105.6,20,1.48,770.0,158.04,142,668.6,162.0,204.073020772,119.7,12.38,1990.0,0,1464703780.04
316,105.6,20,1.48,770.0,158.84,142,671.9,162.0,204.073020772,119.7,12.38,2020.0,0,1464703780.84
317,107.0,20,1.45,760.0,159.25,142,673.9,164.6,199.538232499,120.6,12.35,2020.0,0,1464703781.25
318,107.0,20,1.45,760.0,159.66,142,675.7,164.6,199.538232499,120.6,12.35,2020.0,0,1464703781.66
319,107.0,20,1.45,760.0,160.09,142,677.5,164.6,199.538232499,120.6,12.35,2020.0,0,1464703782.09
320,107.0,20,1.45,760.0,160.86,142,680.5,164.6,199.538232499,120.6,12.35,2020.0,0,1464703782.86
321,107.0,20,1.45,760.0,161.24,142,681.8,164.6,199.538232499,120.6,12.35,2020.0,0,1464703783.24
322,107.0,20,1.45,760.0,161.65,142,683.5,164.6,199.538232499,120.6,12.35,2040.0,0,1464703783.65
323,106.9,20,1.48,780.0,162.01,141,685.3,161.6,200.534261776,120.4,12.52,2040.0,0,1464703784.01
324,106.9,20,1.48,780.0,162.78,141,688.8,161.6,200.534261776,120.4,12.52,2040.0,0,1464703784.78
325,106.9,20,1.48,780.0,163.15,141,690.3,161.6,200.534261776,120.4,12.52,2040.0,0,1464703785.15
326,106.9,20,1.48,780.0,163.5,141,691.6,161.6,200.534261776,120.4,12.52,2040.0,0,1464703785.5
327,106.9,20,1.48,780.0,164.29,141,694.5,161.6,200.534261776,120.4,12.52,2040.0,0,1464703786.29
328,106.9,20,1.48,780.0,164.77,141,696.7,161.6,200.534261776,120.4,12.52,2000.0,0,1464703786.77
329,107.5,20,1.51,790.0,165.19,141,698.7,167.3,203.56241295,119.8,12.45,2000.0,0,1464703787.19
330,107.5,20,1.51,790.0,165.54,141,700.3,167.3,203.56241295,119.8,12.45,2000.0,0,1464703787.54
331,107.5,20,1.51,790.0,165.93,141,702.0,167.3,203.56241295,119.8,12.45,2000.0,0,1464703787.93
332,107.5,20,1.51,790.0,166.72,141,705.1,167.3,203.56241295,119.8,12.45,2000.0,0,1464703788.72
333,107.5,20,1.51,790.0,167.07,141,706.4,167.3,203.56241295,119.8,12.45,1980.0,0,1464703789.07
334,107.5,20,1.51,790.0,167.83,141,709.7,167.3,203.56241295,119.8,12.45,1980.0,0,1464703789.83
335,106.4,20,1.48,770.0,168.18,141,711.3,163.5,207.172811545,119.1,12.39,1980.0,0,1464703790.18
336,106.4,20,1.48,770.0,168.61,141,713.2,163.5,207.172811545,119.1,12.39,1980.0,0,1464703790.61
337,106.4,20,1.48,770.0,168.97,141,714.8,163.5,207.172811545,119.1,12.39,1980.0,0,1464703790.97
338,106.4,20,1.48,770.0,169.44,141,716.7,163.5,207.172811545,119.1,12.39,1980.0,0,1464703791.44
339,106.4,20,1.48,770.0,170.23,141,719.5,163.5,207.172811545,119.1,12.39,1990.0,0,1464703792.23
340,106.4,20,1.48,770.0,170.64,141,721.4,163.5,207.172811545,119.1,12.39,1990.0,0,1464703792.64
341,104.8,20,1.48,780.0,171.04,141,723.3,155.9,204.58533774,119.6,12.38,1990.0,0,1464703793.04
342,104.8,20,1.48,780.0,171.76,141,726.4,155.9,204.58533774,119.6,12.38,1990.0,0,1464703793.76
343,104.8,20,1.48,780.0,172.15,141,728.0,155.9,204.58533774,119.6,12.38,1990.0,0,1464703794.15
344,104.8,20,1.48,780.0,172.5,141,729.4,155.9,204.58533774,119.6,12.38,1990.0,0,1464703794.5
345,104.8,20,1.48,780.0,173.38,141,732.7,155.9,204.58533774,119.6,12.38,1940.0,0,1464703795.38
346,104.8,21,1.48,780.0,173.76,141,734.6,155.9,203.053507154,119.9,12.38,1940.0,0,1464703795.76
347,104.7,21,1.48,780.0,174.15,140,736.4,158.1,203.053507154,119.9,12.14,1940.0,0,1464703796.15
348,104.7,21,1.48,780.0,174.58,140,738.3,158.1,203.053507154,119.9,12.14,1940.0,0,1464703796.58
349,104.7,21,1.48,780.0,175.36,140,741.4,158.1,203.053507154,119.9,12.14,1940.0,0,1464703797.36
350,104.7,21,1.48,780.0,175.83,140,743.1,158.1,203.053507154,119.9,12.14,1940.0,0,1464703797.83
351,104.7,21,1.48,780.0,176.23,140,744.7,158.1,203.053507154,119.9,12.14,1970.0,0,1464703798.23
352,104.7,21,1.48,780.0,176.61,140,746.5,158.1,203.053507154,119.9,12.29,1970.0,0,1464703798.61
353,109.0,21,1.48,770.0,177.36,140,750.0,168.8,205.099371012,119.5,12.29,1970.0,0,1464703799.36
354,109.0,21,1.48,770.0,177.76,140,751.6,168.8,205.099371012,119.5,12.29,1970.0,0,1464703799.76
355,109.0,21,1.48,770.0,178.17,141,753.3,168.8,205.099371012,119.5,12.29,1970.0,0,1464703800.17
356,109.0,21,1.48,770.0,178.54,141,754.7,168.8,205.099371012,119.5,12.29,1970.0,0,1464703800.54
357,109.0,21,1.48,770.0,179.28,141,757.5,168.8,205.099371012,119.5,12.29,1980.0,0,1464703801.28
358,104.2,20,1.51,790.0,179.64,141,759.3,165.9,206.132615276,119.3,12.43,1980.0,0,1464703801.64
359,104.2,20,1.51,790.0,180.03,140,761.1,165.9,206.132615276,119.3,12.43,1980.0,0,1464703802.03
360,104.2,20,1.51,790.0,180.53,140,763.3,165.9,206.132615276,119.3,12.43,1980.0,0,1464703802.53
361,104.2,20,1.51,790.0,181.32,140,766.4,165.9,206.132615276,119.3,12.43,1980.0,0,1464703803.32
362,104.2,20,1.51,790.0,181.67,140,767.7,165.9,206.132615276,119.3,12.43,1980.0,0,1464703803.67
363,104.2,20,1.51,790.0,182.05,140,769.1,165.9,206.132615276,119.3,12.43,2060.0,0,1464703804.05
364,104.2,20,1.51,790.0,182.82,140,772.7,165.9,201.034763031,120.3,12.43,2060.0,0,1464703804.82
365,105.0,20,1.48,780.0,183.3,140,774.8,159.2,201.034763031,120.3,12.61,2060.0,0,1464703805.3
366,105.0,20,1.48,780.0,183.73,140,776.6,159.2,201.034763031,120.3,12.61,2060.0,0,1464703805.73
367,105.0,20,1.48,780.0,184.11,139,778.1,159.2,201.034763031,120.3,12.61,2060.0,0,1464703806.11
368,105.0,20,1.48,780.0,184.46,139,779.4,159.2,201.034763031,120.3,12.61,2060.0,0,1464703806.46
369,105.0,20,1.48,780.0,185.29,139,782.5,159.2,201.034763031,120.3,12.61,2070.0,0,1464703807.29
370,108.2,20,1.45,760.0,185.64,139,784.2,166.5,201.034763031,120.3,12.53,2070.0,0,1464703807.64
371,108.2,20,1.45,760.0,186.03,139,786.0,166.5,197.076851297,121.1,12.53,2070.0,0,1464703808.03
372,108.2,20,1.45,760.0,186.75,139,789.2,166.5,197.076851297,121.1,12.53,2070.0,0,1464703808.75
373,108.2,20,1.45,760.0,187.14,139,790.7,166.5,197.076851297,121.1,12.53,2070.0,0,1464703809.14
374,108.2,20,1.45,760.0,187.52,139,792.1,166.5,197.076851297,121.1,12.53,2070.0,0,1464703809.52
375,108.2,20,1.45,760.0,188.25,139,794.8,166.5,197.076851297,121.1,12.53,2050.0,0,1464703810.25
376,108.2,20,1.45,760.0,188.65,139,796.7,166.5,197.076851297,121.1,12.51,2050.0,0,1464703810.65
377,107.6,20,1.48,780.0,189.01,139,798.4,168.9,198.548788525,120.8,12.51,2050.0,0,1464703811.01
378,107.6,20,1.48,780.0,189.49,139,800.5,168.9,198.548788525,120.8,12.51,2050.0,0,1464703811.49
379,107.6,20,1.48,780.0,190.28,139,803.7,168.9,198.548788525,120.8,12.51,2050.0,0,1464703812.28
380,107.6,20,1.48,780.0,190.86,139,805.8,168.9,198.548788525,120.8,12.51,2050.0,0,1464703812.86
381,107.6,20,1.48,780.0,191.22,139,807.2,168.9,198.548788525,120.8,12.51,2040.0,0,1464703813.22
382,110.5,20,1.45,760.0,191.61,139,809.0,167.9,198.548788525,120.8,12.42,2040.0,0,1464703813.61
383,110.5,20,1.45,760.0,192.04,140,811.1,167.9,199.538232499,120.6,12.42,2040.0,0,1464703814.04
384,110.5,20,1.45,760.0,192.76,140,814.2,167.9,199.538232499,120.6,12.42,2040.0,0,1464703814.76
385,110.5,20,1.45,760.0,193.14,140,815.7,167.9,199.538232499,120.6,12.42,2040.0,0,1464703815.14
386,110.5,20,1.45,760.0,193.62,140,817.5,167.9,199.538232499,120.6,12.42,2040.0,0,1464703815.62
387,110.5,20,1.45,760.0,194.0,140,818.9,167.9,199.538232499,120.6,12.42,2110.0,0,1464703816.0
388,110.5,20,1.45,760.0,194.79,140,822.4,167.9,200.534261776,120.4,12.42,2110.0,0,1464703816.79
389,107.2,20,1.45,760.0,195.15,140,824.0,160.2,200.534261776,120.4,12.74,2110.0,0,1464703817.15
390,107.2,20,1.45,760.0,195.71,140,826.5,160.2,200.534261776,120.4,12.74,2110.0,0,1464703817.71
391,107.2,20,1.45,760.0,196.11,140,828.0,160.2,200.534261776,120.4,12.74,2110.0,0,1464703818.11
392,107.2,20,1.45,760.0,196.49,140,829.5,160.2,200.534261776,120.4,12.74,2110.0,0,1464703818.49
393,107.2,20,1.45,760.0,197.29,140,832.4,160.2,200.534261776,120.4,12.74,2050.0,0,1464703819.29
394,107.2,20,1.45,760.0,197.68,140,834.3,160.2,200.534261776,120.4,12.51,2050.0,0,1464703819.68
395,106.7,20,1.48,780.0,198.06,140,836.1,166.3,198.056519026,120.9,12.51,2050.0,0,1464703820.06
396,106.7,20,1.48,780.0,198.46,140,837.8,166.3,198.056519026,120.9,12.51,2050.0,0,1464703820.46
397,106.7,20,1.48,780.0,199.28,140,841.2,166.3,198.056519026,120.9,12.51,2050.0,0,1464703821.28
398,106.7,20,1.48,780.0,199.67,140,842.6,166.3,198.056519026,120.9,12.51,2050.0,0,1464703821.67
399,106.7,20,1.48,780.0,200.07,140,844.1,166.3,198.056519026,120.9,12.51,2040.0,0,1464703822.07
400,106.7,20,1.48,780.0,200.86,140,847.6,166.3,199.042690758,120.7,12.51,2040.0,0,1464703822.86
401,109.0,20,1.45,760.0,201.22,140,849.3,165.7,199.042690758,120.7,12.44,2040.0,0,1464703823.22
402,109.0,20,1.45,760.0,201.6,140,851.0,165.7,199.042690758,120.7,12.44,2040.0,0,1464703823.6
403,109.0,20,1.45,760.0,201.99,140,852.5,165.7,199.042690758,120.7,12.44,2040.0,0,1464703823.99
404,109.0,20,1.45,760.0,202.8,140,855.6,165.7,199.042690758,120.7,12.44,2040.0,0,1464703824.8
405,109.0,20,1.45,760.0,203.21,140,857.1,165.7,199.042690758,120.7,12.44,2060.0,0,1464703825.21
406,109.0,20,1.45,760.0,203.61,140,858.9,165.7,199.042690758,120.7,12.5,2060.0,0,1464703825.61
407,109.8,20,1.45,760.0,204.01,140,860.8,174.1,199.538232499,120.6,12.5,2060.0,0,1464703826.01
408,109.8,20,1.45,760.0,204.75,140,864.1,174.1,199.538232499,120.6,12.5,2060.0,0,1464703826.75
409,109.8,20,1.45,760.0,205.15,141,865.6,174.1,199.538232499,120.6,12.5,2060.0,0,1464703827.15
410,109.8,20,1.45,760.0,205.51,141,867.0,174.1,199.538232499,120.6,12.5,2060.0,0,1464703827.51
411,109.8,20,1.45,760.0,206.28,141,869.9,174.1,199.538232499,120.6,12.5,2050.0,0,1464703828.28
412,109.8,20,1.45,760.0,206.64,141,871.6,174.1,199.538232499,120.6,12.49,2050.0,0,1464703828.64
413,107.5,20,1.45,760.0,207.04,141,873.5,168.5,200.035420558,120.5,12.49,2050.0,0,1464703829.04
414,107.5,20,1.45,760.0,207.81,141,876.8,168.5,200.035420558,120.5,12.49,2050.0,0,1464703829.81
415,107.5,20,1.45,760.0,208.19,141,878.3,168.5,200.035420558,120.5,12.49,2050.0,0,1464703830.19
416,107.5,20,1.45,760.0,208.62,141,879.9,168.5,200.035420558,120.5,12.49,2050.0,0,1464703830.62
417,107.5,20,1.45,760.0,209.0,141,881.3,168.5,200.035420558,120.5,12.49,2040.0,0,1464703831.0
418,107.5,20,1.45,760.0,209.83,141,885.0,168.5,201.034763031,120.3,12.49,2040.0,0,1464703831.83
419,109.1,20,1.45,760.0,210.19,141,886.7,170.4,201.034763031,120.3,12.44,2040.0,0,1464703832.19
420,109.1,20,1.45,760.0,210.61,141,888.5,170.4,201.034763031,120.3,12.44,2040.0,0,1464703832.61
421,109.1,20,1.45,760.0,211.02,141,890.2,170.4,201.034763031,120.3,12.44,2040.0,0,1464703833.02
422,109.1,20,1.45,760.0,211.83,141,893.2,170.4,201.034763031,120.3,12.44,2040.0,0,1464703833.83
423,109.1,20,1.45,760.0,212.22,141,894.6,170.4,201.034763031,120.3,12.44,2040.0,0,1464703834.22
424,109.1,20,1.45,760.0,212.61,141,896.4,170.4,201.034763031,120.3,12.51,2040.0,0,1464703834.61
425,106.5,20,1.48,780.0,213.01,141,898.3,167.9,200.534261776,120.4,12.51,2040.0,0,1464703835.01
426,106.5,20,1.48,780.0,213.74,141,901.5,167.9,200.534261776,120.4,12.51,2040.0,0,1464703835.74
427,106.5,20,1.48,780.0,214.26,141,903.6,167.9,200.534261776,120.4,12.51,2040.0,0,1464703836.26
428,106.5,20,1.48,780.0,214.65,141,905.0,167.9,200.534261776,120.4,12.51,2040.0,0,1464703836.65
429,106.5,20,1.48,780.0,215.03,141,906.4,167.9,200.534261776,120.4,12.51,2040.0,0,1464703837.03
430,106.5,20,1.48,780.0,215.86,141,910.1,167.9,199.042690758,120.7,12.51,2040.0,0,1464703837.86
431,109.1,20,1.45,760.0,216.22,141,911.8,162.9,199.042690758,120.7,12.44,2040.0,0,1464703838.22
432,109.1,20,1.45,760.0,216.62,141,913.5,162.9,199.042690758,120.7,12.44,2040.0,0,1464703838.62
433,109.1,20,1.45,760.0,217.32,141,916.3,162.9,199.042690758,120.7,12.44,2040.0,0,1464703839.32
434,109.1,20,1.45,760.0,217.71,141,917.8,162.9,199.042690758,120.7,12.44,2040.0,0,1464703839.71
435,109.1,20,1.45,760.0,218.14,141,919.3,162.9,199.042690758,120.7,12.44,2080.0,0,1464703840.14
436,109.1,20,1.45,760.0,218.52,141,921.0,162.9,199.042690758,120.7,12.44,2080.0,0,1464703840.52
437,106.2,20,1.48,780.0,219.37,141,924.9,161.8,199.042690758,120.7,12.66,2080.0,0,1464703841.37
438,106.2,20,1.48,780.0,219.74,141,926.5,161.8,199.042690758,120.7,12.66,2080.0,0,1464703841.74
439,106.2,20,1.48,780.0,220.18,141,928.2,161.8,199.042690758,120.7,12.66,2080.0,0,1464703842.18
440,106.2,20,1.48,780.0,220.52,141,929.5,161.8,199.042690758,120.7,12.66,2080.0,0,1464703842.52
441,106.2,20,1.48,780.0,220.92,141,931.0,161.8,199.042690758,120.7,12.66,2040.0,0,1464703842.92
442,106.2,20,1.48,780.0,221.79,141,934.8,161.8,202.040773328,120.1,12.66,2040.0,0,1464703843.79
443,111.6,20,1.51,770.0,222.15,140,936.5,179.0,202.040773328,120.1,12.52,2040.0,0,1464703844.15
444,111.6,20,1.51,770.0,222.56,140,938.3,179.0,202.040773328,120.1,12.52,2040.0,0,1464703844.56
445,111.6,20,1.51,770.0,222.93,140,939.9,179.0,202.040773328,120.1,12.52,2040.0,0,1464703844.93
446,111.6,20,1.51,770.0,223.8,140,943.2,179.0,202.040773328,120.1,12.52,2040.0,0,1464703845.8
447,111.6,20,1.51,770.0,224.19,140,944.6,179.0,202.040773328,120.1,12.52,2040.0,0,1464703846.19
448,111.6,20,1.51,770.0,224.61,140,946.5,179.0,202.040773328,120.1,12.51,2040.0,0,1464703846.61
449,110.6,20,1.42,740.0,225.36,140,950.0,163.1,204.58533774,119.6,12.51,2040.0,0,1464703847.36
450,110.6,20,1.42,740.0,225.75,140,951.7,163.1,204.58533774,119.6,12.51,2040.0,0,1464703847.75
451,110.6,20,1.42,740.0,226.13,140,953.2,163.1,204.58533774,119.6,12.51,2040.0,0,1464703848.13
452,110.6,20,1.42,740.0,226.86,140,955.9,163.1,204.58533774,119.6,12.51,2040.0,0,1464703848.86
453,110.6,20,1.42,740.0,227.25,140,957.4,163.1,204.58533774,119.6,12.51,2040.0,0,1464703849.25
454,110.6,20,1.42,740.0,227.61,140,959.0,163.1,204.58533774,119.6,12.59,2050.0,0,1464703849.61
455,109.7,20,1.48,780.0,228.35,140,962.5,176.8,201.536931233,120.2,12.59,2050.0,0,1464703850.35
456,109.7,20,1.48,780.0,228.74,140,964.2,176.8,201.536931233,120.2,12.59,2050.0,0,1464703850.74
457,109.7,20,1.48,780.0,229.1,140,965.6,176.8,201.536931233,120.2,12.59,2050.0,0,1464703851.1
458,109.7,20,1.48,780.0,229.53,140,967.3,176.8,201.536931233,120.2,12.59,2050.0,0,1464703851.53
459,109.7,20,1.48,780.0,229.95,139,968.8,176.8,201.536931233,120.2,12.59,2070.0,0,1464703851.95
460,109.7,20,1.48,780.0,230.8,139,972.5,176.8,201.536931233,120.2,12.59,2070.0,0,1464703852.8
461,106.4,20,1.45,770.0,231.19,139,974.3,165.3,201.536931233,120.2,12.59,2070.0,0,1464703853.19
462,106.4,20,1.45,770.0,231.53,139,975.8,165.3,201.536931233,120.2,12.59,2070.0,0,1464703853.53
463,106.4,20,1.45,770.0,232.28,139,978.8,165.3,201.536931233,120.2,12.59,2070.0,0,1464703854.28
464,106.4,20,1.45,770.0,232.67,139,980.3,165.3,201.536931233,120.2,12.59,2070.0,0,1464703854.67
465,106.4,20,1.45,770.0,233.07,139,981.7,165.3,201.536931233,120.2,12.59,2110.0,0,1464703855.07
466,106.4,20,1.45,770.0,233.82,139,985.0,165.3,197.076851297,121.1,12.59,2110.0,0,1464703855.82
467,109.8,20,1.45,760.0,234.22,139,986.9,173.0,197.076851297,121.1,12.65,2110.0,0,1464703856.22
468,109.8,20,1.45,760.0,234.6,139,988.5,173.0,197.076851297,121.1,12.65,2110.0,0,1464703856.6
469,109.8,20,1.45,760.0,234.96,139,990.1,173.0,197.076851297,121.1,12.65,2110.0,0,1464703856.96
470,109.8,20,1.45,760.0,235.73,139,993.0,173.0,197.076851297,121.1,12.65,2110.0,0,1464703857.73
471,109.8,20,1.45,760.0,236.1,139,994.3,173.0,197.076851297,121.1,12.65,2040.0,0,1464703858.1
