,id,timestamp,sessionId,sessionIntervalId,type,elapsedTime,latitude,longitude,gpsInstaSpeed,impellerInstaSpeed,gpsTotalDistance,impellerTotalDistance,heartRate,strokeCount,strokeRate,totalCaloriesBurned,caloriesPerHour,caloriesPerStroke,gpsDistStroke,impellerDistStroke,gpsPace,impellerPace,sessionStrokeIndex,oarlockStrokes,id,sessionStrokeId,oarlockSessionId,catchAngle,cycleTime,driveTime,effectiveLength,finishAngle,handleForceAvg,maxHandleForce,positionOfMaxForce,power,realWorkPerStroke,slip,ts,totalLength,wash
0,338951,1617103135492,469,622,0,350492,52.2236513,6.8539648,3.31,0,1137.95,0,140,110,17.5,0,0,0,11.1,0,151057,0,253,"[{'id': 7972, 'sessionStrokeId': 338951, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3340, 'driveTime': 1170, 'effectiveLength': 87, 'finishAngle': 48, 'handleForceAvg': 273.7, 'maxHandleForce': 518.8, 'positionOfMaxForce': -21, 'power': 148.3, 'realWorkPerStroke': 495.5, 'slip': 8, 'timestamp': 1617103135492, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7972.0,338951.0,69.0,-62.0,3340.0,1170.0,87.0,48.0,273.7,518.8,-21.0,148.3,495.5,8.0,1617103135492.0,110.0,15.0
1,338952,1617103138898,469,622,0,353898,52.2235832,6.8540789,3.32,0,1148.81,0,140,111,17.5,0,0,0,10.9,0,150602,0,255,"[{'id': 7973, 'sessionStrokeId': 338952, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3570, 'driveTime': 1320, 'effectiveLength': 90, 'finishAngle': 46, 'handleForceAvg': 241.4, 'maxHandleForce': 503.4, 'positionOfMaxForce': -19, 'power': 137.6, 'realWorkPerStroke': 491.2, 'slip': 8, 'timestamp': 1617103138898, 'totalLength': 109, 'wash': 11, 'seatIndex': 1}]",7973.0,338952.0,69.0,-63.0,3570.0,1320.0,90.0,46.0,241.4,503.4,-19.0,137.6,491.2,8.0,1617103138898.0,109.0,11.0
2,338953,1617103142496,469,622,0,357496,52.2235107,6.8541996,3.22,0,1160.34,0,139,112,17.5,0,0,0,11.5,0,155279,0,257,"[{'id': 7974, 'sessionStrokeId': 338953, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3450, 'driveTime': 1280, 'effectiveLength': 88, 'finishAngle': 47, 'handleForceAvg': 252.1, 'maxHandleForce': 496.9, 'positionOfMaxForce': -21, 'power': 142.4, 'realWorkPerStroke': 491.5, 'slip': 7, 'timestamp': 1617103142496, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7974.0,338953.0,69.0,-63.0,3450.0,1280.0,88.0,47.0,252.1,496.9,-21.0,142.4,491.5,7.0,1617103142496.0,110.0,15.0
3,338955,1617103145710,469,622,0,360710,52.2234443,6.8543054,3.2,0,1170.67,0,139,113,17.5,0,0,0,2.3,0,156250,0,260,"[{'id': 7975, 'sessionStrokeId': 338955, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3360, 'driveTime': 1260, 'effectiveLength': 91, 'finishAngle': 48, 'handleForceAvg': 259.2, 'maxHandleForce': 522.7, 'positionOfMaxForce': -21, 'power': 152.4, 'realWorkPerStroke': 512.3, 'slip': 7, 'timestamp': 1617103145710, 'totalLength': 111, 'wash': 13, 'seatIndex': 1}]",7975.0,338955.0,69.0,-63.0,3360.0,1260.0,91.0,48.0,259.2,522.7,-21.0,152.4,512.3,7.0,1617103145710.0,111.0,13.0
4,338956,1617103149292,469,622,0,364292,52.2233696,6.8544229,3.22,0,1182.22,0,139,114,17.5,0,0,0,11.5,0,155279,0,262,"[{'id': 7976, 'sessionStrokeId': 338956, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3430, 'driveTime': 1250, 'effectiveLength': 90, 'finishAngle': 47, 'handleForceAvg': 262, 'maxHandleForce': 503.7, 'positionOfMaxForce': -18, 'power': 146.3, 'realWorkPerStroke': 502, 'slip': 7, 'timestamp': 1617103149292, 'totalLength': 109, 'wash': 12, 'seatIndex': 1}]",7976.0,338956.0,69.0,-62.0,3430.0,1250.0,90.0,47.0,262.0,503.7,-18.0,146.3,502.0,7.0,1617103149292.0,109.0,12.0
5,338957,1617103152710,469,622,0,367710,52.2232986,6.8545346,3.21,0,1193.19,0,140,115,17.5,0,0,0,11.0,0,155763,0,264,"[{'id': 7977, 'sessionStrokeId': 338957, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3420, 'driveTime': 1200, 'effectiveLength': 88, 'finishAngle': 47, 'handleForceAvg': 265.3, 'maxHandleForce': 507.8, 'positionOfMaxForce': -17, 'power': 142.9, 'realWorkPerStroke': 489, 'slip': 8, 'timestamp': 1617103152710, 'totalLength': 109, 'wash': 13, 'seatIndex': 1}]",7977.0,338957.0,69.0,-62.0,3420.0,1200.0,88.0,47.0,265.3,507.8,-17.0,142.9,489.0,8.0,1617103152710.0,109.0,13.0
6,338959,1617103156125,469,622,0,371125,52.2232301,6.8546431,3.2,0,1203.82,0,139,116,17.0,0,0,0,3.8,0,156250,0,267,"[{'id': 7978, 'sessionStrokeId': 338959, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3600, 'driveTime': 1300, 'effectiveLength': 87, 'finishAngle': 46, 'handleForceAvg': 238, 'maxHandleForce': 502.1, 'positionOfMaxForce': -21, 'power': 132.8, 'realWorkPerStroke': 478.1, 'slip': 7, 'timestamp': 1617103156125, 'totalLength': 108, 'wash': 14, 'seatIndex': 1}]",7978.0,338959.0,69.0,-62.0,3600.0,1300.0,87.0,46.0,238.0,502.1,-21.0,132.8,478.1,7.0,1617103156125.0,108.0,14.0
7,338960,1617103159691,469,622,0,374691,52.2231523,6.8547645,3.25,0,1215.8,0,138,117,17.5,0,0,0,12.0,0,153846,0,269,"[{'id': 7979, 'sessionStrokeId': 338960, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3530, 'driveTime': 1320, 'effectiveLength': 89, 'finishAngle': 45, 'handleForceAvg': 224.1, 'maxHandleForce': 437, 'positionOfMaxForce': -5, 'power': 125.5, 'realWorkPerStroke': 443.2, 'slip': 8, 'timestamp': 1617103159691, 'totalLength': 108, 'wash': 11, 'seatIndex': 1}]",7979.0,338960.0,69.0,-63.0,3530.0,1320.0,89.0,45.0,224.1,437.0,-5.0,125.5,443.2,8.0,1617103159691.0,108.0,11.0
8,338961,1617103163093,469,622,0,378093,52.2230825,6.8548739,3.25,0,1226.57,0,138,118,17.5,0,0,0,10.8,0,153846,0,271,"[{'id': 7980, 'sessionStrokeId': 338961, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3420, 'driveTime': 1320, 'effectiveLength': 89, 'finishAngle': 46, 'handleForceAvg': 237, 'maxHandleForce': 493.8, 'positionOfMaxForce': -27, 'power': 141.6, 'realWorkPerStroke': 484.2, 'slip': 7, 'timestamp': 1617103163093, 'totalLength': 108, 'wash': 12, 'seatIndex': 1}]",7980.0,338961.0,69.0,-62.0,3420.0,1320.0,89.0,46.0,237.0,493.8,-27.0,141.6,484.2,7.0,1617103163093.0,108.0,12.0
9,338962,1617103166691,469,622,0,381691,52.2230082,6.8549885,3.22,0,1237.95,0,137,119,17.0,0,0,0,11.4,0,155279,0,273,"[{'id': 7981, 'sessionStrokeId': 338962, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3360, 'driveTime': 1210, 'effectiveLength': 89, 'finishAngle': 49, 'handleForceAvg': 257.9, 'maxHandleForce': 490.3, 'positionOfMaxForce': -20, 'power': 142.1, 'realWorkPerStroke': 477.5, 'slip': 6, 'timestamp': 1617103166691, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7981.0,338962.0,69.0,-61.0,3360.0,1210.0,89.0,49.0,257.9,490.3,-20.0,142.1,477.5,6.0,1617103166691.0,110.0,15.0
10,338963,1617103170097,469,622,0,385097,52.2229359,6.8551009,3.23,0,1249.06,0,137,120,17.5,0,0,0,11.1,0,154798,0,275,"[{'id': 7982, 'sessionStrokeId': 338963, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3530, 'driveTime': 1310, 'effectiveLength': 89, 'finishAngle': 48, 'handleForceAvg': 244.8, 'maxHandleForce': 510.5, 'positionOfMaxForce': -20, 'power': 140.4, 'realWorkPerStroke': 495.7, 'slip': 6, 'timestamp': 1617103170097, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7982.0,338963.0,69.0,-62.0,3530.0,1310.0,89.0,48.0,244.8,510.5,-20.0,140.4,495.7,6.0,1617103170097.0,110.0,15.0
11,338964,1617103173492,469,622,0,388492,52.2228638,6.8552147,3.23,0,1260.23,0,136,121,17.5,0,0,0,11.2,0,154798,0,277,"[{'id': 7983, 'sessionStrokeId': 338964, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3310, 'driveTime': 1200, 'effectiveLength': 89, 'finishAngle': 49, 'handleForceAvg': 255.5, 'maxHandleForce': 488.1, 'positionOfMaxForce': -17, 'power': 142.7, 'realWorkPerStroke': 472.6, 'slip': 6, 'timestamp': 1617103173492, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7983.0,338964.0,69.0,-61.0,3310.0,1200.0,89.0,49.0,255.5,488.1,-17.0,142.7,472.6,6.0,1617103173492.0,110.0,15.0
12,338966,1617103177117,469,622,0,392117,52.2227917,6.855328,3.21,0,1271.37,0,135,122,17.5,0,0,0,6.5,0,155763,0,280,"[{'id': 7984, 'sessionStrokeId': 338966, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3480, 'driveTime': 1190, 'effectiveLength': 91, 'finishAngle': 49, 'handleForceAvg': 272.9, 'maxHandleForce': 499.2, 'positionOfMaxForce': -18, 'power': 144.3, 'realWorkPerStroke': 502.4, 'slip': 7, 'timestamp': 1617103177117, 'totalLength': 111, 'wash': 13, 'seatIndex': 1}]",7984.0,338966.0,69.0,-62.0,3480.0,1190.0,91.0,49.0,272.9,499.2,-18.0,144.3,502.4,7.0,1617103177117.0,111.0,13.0
13,338967,1617103180503,469,622,0,395503,52.2227156,6.8554448,3.26,0,1283.0,0,135,123,17.0,0,0,0,11.6,0,153374,0,282,"[{'id': 7985, 'sessionStrokeId': 338967, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3630, 'driveTime': 1280, 'effectiveLength': 90, 'finishAngle': 47, 'handleForceAvg': 251.3, 'maxHandleForce': 496.1, 'positionOfMaxForce': -20, 'power': 136.6, 'realWorkPerStroke': 495.8, 'slip': 7, 'timestamp': 1617103180503, 'totalLength': 110, 'wash': 13, 'seatIndex': 1}]",7985.0,338967.0,69.0,-63.0,3630.0,1280.0,90.0,47.0,251.3,496.1,-20.0,136.6,495.8,7.0,1617103180503.0,110.0,13.0
14,338969,1617103184097,469,622,0,399097,52.2226398,6.8555621,3.28,0,1294.62,0,135,124,16.5,0,0,0,6.9,0,152439,0,285,"[{'id': 7986, 'sessionStrokeId': 338969, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3550, 'driveTime': 1270, 'effectiveLength': 88, 'finishAngle': 46, 'handleForceAvg': 243, 'maxHandleForce': 484.7, 'positionOfMaxForce': -19, 'power': 132.4, 'realWorkPerStroke': 470.1, 'slip': 7, 'timestamp': 1617103184097, 'totalLength': 108, 'wash': 13, 'seatIndex': 1}]",7986.0,338969.0,69.0,-62.0,3550.0,1270.0,88.0,46.0,243.0,484.7,-19.0,132.4,470.1,7.0,1617103184097.0,108.0,13.0
15,338971,1617103187695,469,622,0,402695,52.2225632,6.8556805,3.25,0,1306.37,0,135,125,17.0,0,0,0,6.4,0,153846,0,288,"[{'id': 7987, 'sessionStrokeId': 338971, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3650, 'driveTime': 1370, 'effectiveLength': 87, 'finishAngle': 46, 'handleForceAvg': 234.2, 'maxHandleForce': 538.7, 'positionOfMaxForce': -17, 'power': 136.9, 'realWorkPerStroke': 499.9, 'slip': 9, 'timestamp': 1617103187695, 'totalLength': 109, 'wash': 13, 'seatIndex': 1}]",7987.0,338971.0,69.0,-63.0,3650.0,1370.0,87.0,46.0,234.2,538.7,-17.0,136.9,499.9,9.0,1617103187695.0,109.0,13.0
16,338972,1617103191097,469,622,0,406097,52.2224916,6.8557896,3.22,0,1317.27,0,134,126,17.5,0,0,0,10.9,0,155279,0,290,"[{'id': 7988, 'sessionStrokeId': 338972, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3430, 'driveTime': 1300, 'effectiveLength': 90, 'finishAngle': 47, 'handleForceAvg': 240.7, 'maxHandleForce': 525.2, 'positionOfMaxForce': -19, 'power': 140.9, 'realWorkPerStroke': 483.4, 'slip': 7, 'timestamp': 1617103191097, 'totalLength': 109, 'wash': 12, 'seatIndex': 1}]",7988.0,338972.0,69.0,-62.0,3430.0,1300.0,90.0,47.0,240.7,525.2,-19.0,140.9,483.4,7.0,1617103191097.0,109.0,12.0
17,338973,1617103194695,469,622,0,409695,52.2224165,6.855906,3.19,0,1328.8,0,134,127,16.5,0,0,0,11.5,0,156739,0,292,"[{'id': 7989, 'sessionStrokeId': 338973, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3590, 'driveTime': 1320, 'effectiveLength': 89, 'finishAngle': 47, 'handleForceAvg': 239.9, 'maxHandleForce': 501.4, 'positionOfMaxForce': -21, 'power': 134.9, 'realWorkPerStroke': 484.4, 'slip': 7, 'timestamp': 1617103194695, 'totalLength': 108, 'wash': 12, 'seatIndex': 1}]",7989.0,338973.0,69.0,-61.0,3590.0,1320.0,89.0,47.0,239.9,501.4,-21.0,134.9,484.4,7.0,1617103194695.0,108.0,12.0
18,338974,1617103198339,469,622,0,413339,52.2223407,6.8560232,3.17,0,1340.42,0,134,128,16.0,0,0,0,11.6,0,157728,0,294,"[{'id': 7990, 'sessionStrokeId': 338974, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3580, 'driveTime': 1220, 'effectiveLength': 91, 'finishAngle': 50, 'handleForceAvg': 262.3, 'maxHandleForce': 486.3, 'positionOfMaxForce': -16, 'power': 135.5, 'realWorkPerStroke': 485.3, 'slip': 7, 'timestamp': 1617103198339, 'totalLength': 112, 'wash': 14, 'seatIndex': 1}]",7990.0,338974.0,69.0,-62.0,3580.0,1220.0,91.0,50.0,262.3,486.3,-16.0,135.5,485.3,7.0,1617103198339.0,112.0,14.0
19,338975,1617103201898,469,622,0,416898,52.2222649,6.8561415,3.18,0,1352.09,0,134,129,16.5,0,0,0,11.7,0,157232,0,296,"[{'id': 7991, 'sessionStrokeId': 338975, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3690, 'driveTime': 1270, 'effectiveLength': 88, 'finishAngle': 47, 'handleForceAvg': 253.7, 'maxHandleForce': 521.6, 'positionOfMaxForce': -17, 'power': 133.4, 'realWorkPerStroke': 492.3, 'slip': 7, 'timestamp': 1617103201898, 'totalLength': 109, 'wash': 14, 'seatIndex': 1}]",7991.0,338975.0,69.0,-62.0,3690.0,1270.0,88.0,47.0,253.7,521.6,-17.0,133.4,492.3,7.0,1617103201898.0,109.0,14.0
20,338977,1617103205519,469,622,0,420519,52.2221919,6.8562588,3.2,0,1363.5,0,134,130,17.0,0,0,0,1.6,0,156250,0,299,"[{'id': 7992, 'sessionStrokeId': 338977, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3590, 'driveTime': 1290, 'effectiveLength': 85, 'finishAngle': 46, 'handleForceAvg': 237.6, 'maxHandleForce': 489.2, 'positionOfMaxForce': -23, 'power': 128.9, 'realWorkPerStroke': 462.8, 'slip': 8, 'timestamp': 1617103205519, 'totalLength': 107, 'wash': 14, 'seatIndex': 1}]",7992.0,338977.0,69.0,-61.0,3590.0,1290.0,85.0,46.0,237.6,489.2,-23.0,128.9,462.8,8.0,1617103205519.0,107.0,14.0
21,338978,1617103209300,469,622,0,424300,52.2221149,6.8563788,3.17,0,1375.35,0,133,131,16.0,0,0,0,11.9,0,157728,0,301,"[{'id': 7993, 'sessionStrokeId': 338978, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3610, 'driveTime': 1250, 'effectiveLength': 88, 'finishAngle': 48, 'handleForceAvg': 262.4, 'maxHandleForce': 508.6, 'positionOfMaxForce': -22, 'power': 136.9, 'realWorkPerStroke': 494.5, 'slip': 7, 'timestamp': 1617103209300, 'totalLength': 110, 'wash': 15, 'seatIndex': 1}]",7993.0,338978.0,69.0,-62.0,3610.0,1250.0,88.0,48.0,262.4,508.6,-22.0,136.9,494.5,7.0,1617103209300.0,110.0,15.0
22,338979,1617103213148,469,622,0,428148,52.2220427,6.8564944,3.11,0,1386.61,0,132,132,16.0,0,0,0,11.3,0,160771,0,303,"[{'id': 7994, 'sessionStrokeId': 338979, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3770, 'driveTime': 1270, 'effectiveLength': 87, 'finishAngle': 47, 'handleForceAvg': 245.9, 'maxHandleForce': 487.8, 'positionOfMaxForce': -16, 'power': 125.4, 'realWorkPerStroke': 473, 'slip': 7, 'timestamp': 1617103213148, 'totalLength': 108, 'wash': 14, 'seatIndex': 1}]",7994.0,338979.0,69.0,-61.0,3770.0,1270.0,87.0,47.0,245.9,487.8,-16.0,125.4,473.0,7.0,1617103213148.0,108.0,14.0
23,338980,1617103216703,469,622,0,431703,52.2219658,6.8566162,3.1,0,1398.53,0,131,133,16.0,0,0,0,11.9,0,161290,0,305,"[{'id': 7995, 'sessionStrokeId': 338980, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3660, 'driveTime': 1280, 'effectiveLength': 87, 'finishAngle': 46, 'handleForceAvg': 245.2, 'maxHandleForce': 486.5, 'positionOfMaxForce': -18, 'power': 128.9, 'realWorkPerStroke': 471.8, 'slip': 7, 'timestamp': 1617103216703, 'totalLength': 107, 'wash': 13, 'seatIndex': 1}]",7995.0,338980.0,69.0,-61.0,3660.0,1280.0,87.0,46.0,245.2,486.5,-18.0,128.9,471.8,7.0,1617103216703.0,107.0,13.0
24,338982,1617103220296,469,622,0,435296,52.2218926,6.8567321,3.12,0,1409.89,0,130,134,16.5,0,0,0,9.5,0,160256,0,308,"[{'id': 7996, 'sessionStrokeId': 338982, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3650, 'driveTime': 1230, 'effectiveLength': 90, 'finishAngle': 49, 'handleForceAvg': 249.2, 'maxHandleForce': 471.8, 'positionOfMaxForce': -15, 'power': 123.3, 'realWorkPerStroke': 450.2, 'slip': 7, 'timestamp': 1617103220296, 'totalLength': 111, 'wash': 14, 'seatIndex': 1}]",7996.0,338982.0,69.0,-62.0,3650.0,1230.0,90.0,49.0,249.2,471.8,-15.0,123.3,450.2,7.0,1617103220296.0,111.0,14.0
25,338983,1617103223902,469,622,0,438902,52.2218212,6.8568477,3.13,0,1421.08,0,130,135,17.0,0,0,0,11.2,0,159744,0,310,"[{'id': 7997, 'sessionStrokeId': 338983, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3470, 'driveTime': 1180, 'effectiveLength': 87, 'finishAngle': 48, 'handleForceAvg': 265.3, 'maxHandleForce': 488, 'positionOfMaxForce': -19, 'power': 136.1, 'realWorkPerStroke': 472.5, 'slip': 7, 'timestamp': 1617103223902, 'totalLength': 109, 'wash': 15, 'seatIndex': 1}]",7997.0,338983.0,69.0,-61.0,3470.0,1180.0,87.0,48.0,265.3,488.0,-19.0,136.1,472.5,7.0,1617103223902.0,109.0,15.0
26,338984,1617103227500,469,622,0,442500,52.2217499,6.8569614,3.13,0,1432.18,0,130,136,16.5,0,0,0,11.1,0,159744,0,312,"[{'id': 7998, 'sessionStrokeId': 338984, 'oarlockSessionId': 69, 'catchAngle': -61, 'cycleTime': 3640, 'driveTime': 1200, 'effectiveLength': 87, 'finishAngle': 48, 'handleForceAvg': 264.3, 'maxHandleForce': 476.8, 'positionOfMaxForce': -18, 'power': 130.5, 'realWorkPerStroke': 475.1, 'slip': 7, 'timestamp': 1617103227500, 'totalLength': 109, 'wash': 15, 'seatIndex': 1}]",7998.0,338984.0,69.0,-61.0,3640.0,1200.0,87.0,48.0,264.3,476.8,-18.0,130.5,475.1,7.0,1617103227500.0,109.0,15.0
27,338985,1617103231136,469,622,0,446136,52.2216801,6.857073,3.11,0,1443.05,0,130,137,16.0,0,0,0,10.9,0,160771,0,314,"[{'id': 7999, 'sessionStrokeId': 338985, 'oarlockSessionId': 69, 'catchAngle': -63, 'cycleTime': 3770, 'driveTime': 1240, 'effectiveLength': 90, 'finishAngle': 46, 'handleForceAvg': 279.3, 'maxHandleForce': 562.9, 'positionOfMaxForce': -20, 'power': 142.9, 'realWorkPerStroke': 538.9, 'slip': 8, 'timestamp': 1617103231136, 'totalLength': 109, 'wash': 11, 'seatIndex': 1}]",7999.0,338985.0,69.0,-63.0,3770.0,1240.0,90.0,46.0,279.3,562.9,-20.0,142.9,538.9,8.0,1617103231136.0,109.0,11.0
28,338987,1617103234902,469,622,0,449902,52.2215977,6.8571965,3.16,0,1455.51,0,129,138,16.5,0,0,0,6.8,0,158227,0,317,"[{'id': 8000, 'sessionStrokeId': 338987, 'oarlockSessionId': 69, 'catchAngle': -64, 'cycleTime': 3720, 'driveTime': 1290, 'effectiveLength': 91, 'finishAngle': 47, 'handleForceAvg': 262.3, 'maxHandleForce': 530, 'positionOfMaxForce': -13, 'power': 142.3, 'realWorkPerStroke': 529.6, 'slip': 8, 'timestamp': 1617103234902, 'totalLength': 111, 'wash': 12, 'seatIndex': 1}]",8000.0,338987.0,69.0,-64.0,3720.0,1290.0,91.0,47.0,262.3,530.0,-13.0,142.3,529.6,8.0,1617103234902.0,111.0,12.0
29,338989,1617103238699,469,622,0,453699,52.2215177,6.8573139,3.2,0,1467.48,0,128,139,15.5,0,0,0,12.0,0,156250,0,320,"[{'id': 8001, 'sessionStrokeId': 338989, 'oarlockSessionId': 69, 'catchAngle': -62, 'cycleTime': 3820, 'driveTime': 1310, 'effectiveLength': 87, 'finishAngle': 43, 'handleForceAvg': 205.4, 'maxHandleForce': 358.3, 'positionOfMaxForce': -7, 'power': 99.6, 'realWorkPerStroke': 380.4, 'slip': 6, 'timestamp': 1617103238699, 'totalLength': 105, 'wash': 12, 'seatIndex': 1}]",8001.0,338989.0,69.0,-62.0,3820.0,1310.0,87.0,43.0,205.4,358.3,-7.0,99.6,380.4,6.0,1617103238699.0,105.0,12.0
30,338990,1617103258507,469,622,0,473507,52.2213814,6.857555,1.7,0,1490.26,0,122,140,20.0,0,0,0,22.8,0,294117,0,325,"[{'id': 8005, 'sessionStrokeId': 338990, 'oarlockSessionId': 69, 'catchAngle': -45, 'cycleTime': 5880, 'driveTime': 2570, 'effectiveLength': 67, 'finishAngle': 39, 'handleForceAvg': 147, 'maxHandleForce': 246.3, 'positionOfMaxForce': 0, 'power': 37.2, 'realWorkPerStroke': 218.8, 'slip': 5, 'timestamp': 1617103258507, 'totalLength': 84, 'wash': 12, 'seatIndex': 1}]",8005.0,338990.0,69.0,-45.0,5880.0,2570.0,67.0,39.0,147.0,246.3,0.0,37.2,218.8,5.0,1617103258507.0,84.0,12.0
31,338992,1617103264503,469,622,0,479503,52.2213954,6.8575733,0.35,0,1491.55,0,119,142,18.5,0,0,0,0.3,0,1428571,0,328,"[{'id': 8006, 'sessionStrokeId': 338992, 'oarlockSessionId': 69, 'catchAngle': -37, 'cycleTime': 5900, 'driveTime': 2360, 'effectiveLength': 47, 'finishAngle': 36, 'handleForceAvg': 108.8, 'maxHandleForce': 235.9, 'positionOfMaxForce': -14, 'power': 24.8, 'realWorkPerStroke': 146.5, 'slip': 5, 'timestamp': 1617103264503, 'totalLength': 73, 'wash': 21, 'seatIndex': 1}]",8006.0,338992.0,69.0,-37.0,5900.0,2360.0,47.0,36.0,108.8,235.9,-14.0,24.8,146.5,5.0,1617103264503.0,73.0,21.0
32,338994,1617103267507,469,622,0,482507,52.221404,6.8575719,0.3,0,1491.83,0,118,143,19.5,0,0,0,0.3,0,1666666,0,331,"[{'id': 8007, 'sessionStrokeId': 338994, 'oarlockSessionId': 69, 'catchAngle': -22, 'cycleTime': 1760, 'driveTime': 940, 'effectiveLength': 40, 'finishAngle': 31, 'handleForceAvg': 219.4, 'maxHandleForce': 336.7, 'positionOfMaxForce': 3, 'power': 97.2, 'realWorkPerStroke': 171, 'slip': 2, 'timestamp': 1617103267507, 'totalLength': 53, 'wash': 11, 'seatIndex': 1}]",8007.0,338994.0,69.0,-22.0,1760.0,940.0,40.0,31.0,219.4,336.7,3.0,97.2,171.0,2.0,1617103267507.0,53.0,11.0
33,338995,1617103269304,469,622,0,484304,52.2214147,6.857564,0.45,0,1492.13,0,117,144,35.5,0,0,0,0.3,0,1111111,0,333,"[{'id': 8008, 'sessionStrokeId': 338995, 'oarlockSessionId': 69, 'catchAngle': -19, 'cycleTime': 1670, 'driveTime': 910, 'effectiveLength': 39, 'finishAngle': 34, 'handleForceAvg': 192.8, 'maxHandleForce': 391.4, 'positionOfMaxForce': 0, 'power': 107.8, 'realWorkPerStroke': 180, 'slip': 1, 'timestamp': 1617103269304, 'totalLength': 53, 'wash': 13, 'seatIndex': 1}]",8008.0,338995.0,69.0,-19.0,1670.0,910.0,39.0,34.0,192.8,391.4,0.0,107.8,180.0,1.0,1617103269304.0,53.0,13.0
34,338996,1617103270902,469,622,0,485902,52.2214292,6.8575535,0.8,0,1493.05,0,116,145,37.0,0,0,0,0.9,0,625000,0,335,"[{'id': 8009, 'sessionStrokeId': 338996, 'oarlockSessionId': 69, 'catchAngle': -4, 'cycleTime': 1450, 'driveTime': 740, 'effectiveLength': 26, 'finishAngle': 36, 'handleForceAvg': 134.9, 'maxHandleForce': 275.5, 'positionOfMaxForce': 6, 'power': 68.3, 'realWorkPerStroke': 99, 'slip': 4, 'timestamp': 1617103270902, 'totalLength': 40, 'wash': 10, 'seatIndex': 1}]",8009.0,338996.0,69.0,-4.0,1450.0,740.0,26.0,36.0,134.9,275.5,6.0,68.3,99.0,4.0,1617103270902.0,40.0,10.0
35,338997,1617103272707,469,622,0,487707,52.2214468,6.857538,1.09,0,1494.6,0,114,146,39.0,0,0,0,1.6,0,458715,0,337,"[{'id': 8010, 'sessionStrokeId': 338997, 'oarlockSessionId': 69, 'catchAngle': -12, 'cycleTime': 1270, 'driveTime': 880, 'effectiveLength': 30, 'finishAngle': 36, 'handleForceAvg': 127, 'maxHandleForce': 264.5, 'positionOfMaxForce': 5, 'power': 87.1, 'realWorkPerStroke': 110.6, 'slip': 5, 'timestamp': 1617103272707, 'totalLength': 48, 'wash': 13, 'seatIndex': 1}]",8010.0,338997.0,69.0,-12.0,1270.0,880.0,30.0,36.0,127.0,264.5,5.0,87.1,110.6,5.0,1617103272707.0,48.0,13.0
36,339004,1617103282351,469,622,0,497351,52.2215196,6.8574494,1.01,0,1503.98,0,103,150,16.0,0,0,0,1.1,0,495049,0,345,[],,,,,,,,,,,,,,,,,
