# RitmoTime: Sat Apr 6, 2019 - 7:22:46 AM
# Full Workout
# Boating: M2x
# Duration: 1h 31m,  Strokes: 1012,  Intervals: 8
#
"Stroke Count","Time","Rate (spm)","Distance (m)","Split (/500m)","Heart Rate (bpm)","State","Piece#","Count","Piece Time","Piece Distance (m)","Total Time (sec)","Distance (m)","Speed (m/s)","Latitude (deg)","Longitude (deg)"
705,1:04:41.3,28.0,8062,2:15,0,"Piece",7,46,0:01:28.4,379,3881.3,8062,3.68,37.80509567,-122.26055909,
706,1:04:43.4,28.0,8070,2:08,0,"Piece",7,47,0:01:30.5,388,3883.4,8070,3.89,37.80504608,-122.26049042,
707,1:04:45.5,28.5,8079,2:08,0,"Piece",7,48,0:01:32.6,396,3885.5,8079,3.90,37.80499267,-122.26042176,
708,1:04:47.6,28.5,8087,2:08,0,"Piece",7,49,0:01:34.7,404,3887.6,8087,3.88,37.80493545,-122.26036072,
709,1:04:49.8,28.0,8095,2:08,0,"Piece",7,50,0:01:36.9,412,3889.8,8095,3.88,37.80488204,-122.26029969,
710,1:04:51.9,28.0,8103,2:09,0,"Piece",7,51,0:01:39.0,421,3891.9,8103,3.86,37.80482482,-122.26023865,
711,1:04:54.1,27.5,8112,2:10,0,"Piece",7,52,0:01:41.2,429,3894.1,8112,3.83,37.80476760,-122.26017762,
712,1:04:56.2,27.5,8120,2:08,0,"Piece",7,53,0:01:43.4,437,3896.2,8120,3.89,37.80471420,-122.26010895,
713,1:04:58.3,28.0,8128,2:06,0,"Piece",7,54,0:01:45.5,446,3898.3,8128,3.94,37.80466079,-122.26004029,
714,1:05:00.4,28.5,8138,2:01,0,"Piece",7,55,0:01:47.6,455,3900.4,8138,4.13,37.80459976,-122.25997162,
715,1:05:02.6,28.5,8147,1:57,0,"Piece",7,56,0:01:49.7,464,3902.6,8147,4.24,37.80454254,-122.25988770,
716,1:05:04.7,28.0,8156,2:00,0,"Piece",7,57,0:01:51.8,473,3904.7,8156,4.14,37.80448532,-122.25981904,
717,1:05:06.8,28.0,8164,2:10,0,"Piece",7,58,0:01:53.9,481,3906.8,8164,3.83,37.80442810,-122.25976563,
718,1:05:08.9,28.5,8171,2:13,0,"Piece",7,59,0:01:56.1,489,3908.9,8171,3.74,37.80437088,-122.25971985,
719,1:05:11.0,28.5,8180,2:07,0,"Piece",7,60,0:01:58.1,497,3911.0,8180,3.93,37.80431365,-122.25965882,
720,1:05:13.1,28.5,8189,2:02,0,"Piece",7,61,0:02:00.2,506,3913.1,8189,4.07,37.80424499,-122.25959778,
721,1:05:15.2,28.5,8197,2:08,0,"Piece",7,62,0:02:02.3,514,3915.2,8197,3.89,37.80419158,-122.25954438,
722,1:05:17.3,29.0,8204,2:15,0,"Piece",7,63,0:02:04.4,521,3917.3,8204,3.68,37.80414199,-122.25949097,
723,1:05:19.4,29.0,8211,2:17,0,"Piece",7,64,0:02:06.5,529,3919.4,8211,3.64,37.80409622,-122.25942994,
724,1:05:21.4,29.0,8219,2:14,0,"Piece",7,65,0:02:08.5,536,3921.4,8219,3.72,37.80404281,-122.25936890,
725,1:05:23.5,29.0,8227,2:14,0,"Piece",7,66,0:02:10.7,544,3923.5,8227,3.71,37.80399322,-122.25931550,
726,1:05:25.6,28.5,8234,2:17,0,"Piece",7,67,0:02:12.8,551,3925.6,8234,3.63,37.80394363,-122.25926209,
727,1:05:27.7,28.5,8243,2:13,0,"Piece",7,68,0:02:14.9,560,3927.7,8243,3.75,37.80387115,-122.25923157,
728,1:05:29.8,28.5,8253,1:58,0,"Piece",7,69,0:02:16.9,570,3929.8,8253,4.22,37.80377960,-122.25922394,
729,1:05:31.9,29.0,8261,1:59,0,"Piece",7,70,0:02:19.0,579,3931.9,8261,4.17,37.80372238,-122.25914765,
730,1:05:33.9,29.0,8270,2:04,0,"Piece",7,71,0:02:21.1,587,3933.9,8270,4.02,37.80367279,-122.25907898,
731,1:05:36.0,29.0,8278,2:07,0,"Piece",7,72,0:02:23.1,595,3936.0,8278,3.93,37.80361938,-122.25901795,
732,1:05:38.1,29.0,8286,2:05,0,"Piece",7,73,0:02:25.2,603,3938.1,8286,3.99,37.80355834,-122.25896454,
733,1:05:40.2,29.0,8296,1:54,0,"Piece",7,74,0:02:27.3,613,3940.2,8296,4.35,37.80347824,-122.25892640,
734,1:05:42.3,29.0,8305,1:53,0,"Piece",7,75,0:02:29.4,622,3942.3,8305,4.40,37.80340194,-122.25888062,
735,1:05:44.4,28.5,8314,1:54,0,"Piece",7,76,0:02:31.5,631,3944.4,8314,4.36,37.80333328,-122.25881959,
736,1:05:46.4,29.0,8323,1:59,0,"Piece",7,77,0:02:33.6,640,3946.4,8323,4.20,37.80327224,-122.25875855,
737,1:05:48.5,29.0,8331,1:59,0,"Piece",7,78,0:02:35.6,648,3948.5,8331,4.18,37.80321502,-122.25869751,
738,1:05:50.6,29.0,8341,1:54,0,"Piece",7,79,0:02:37.7,658,3950.6,8341,4.37,37.80314636,-122.25863648,
739,1:05:52.7,29.0,8350,1:54,0,"Piece",7,80,0:02:39.8,667,3952.7,8350,4.38,37.80307388,-122.25858307,
740,1:05:54.7,29.0,8358,2:02,0,"Piece",7,81,0:02:41.8,675,3954.7,8358,4.07,37.80301284,-122.25853730,
741,1:05:56.8,29.0,8365,2:08,0,"Piece",7,82,0:02:43.9,682,3956.8,8365,3.90,37.80295562,-122.25849152,
742,1:05:58.8,29.0,8372,2:10,0,"Piece",7,83,0:02:46.0,690,3958.8,8372,3.83,37.80289840,-122.25844574,
743,1:06:00.9,29.0,8382,1:58,0,"Piece",7,84,0:02:48.0,699,3960.9,8382,4.21,37.80282974,-122.25839234,
744,1:06:03.0,29.0,8392,1:46,0,"Piece",7,85,0:02:50.1,709,3963.0,8392,4.69,37.80274963,-122.25833130,
745,1:06:05.0,29.0,8402,1:48,0,"Piece",7,86,0:02:52.2,719,3965.0,8402,4.62,37.80267715,-122.25827790,
746,1:06:07.2,28.5,8408,2:32,0,"Piece",7,87,0:02:54.3,725,3967.2,8408,3.27,37.80262756,-122.25825501,
747,1:06:09.3,28.5,8411,3:46,0,"Piece",7,88,0:02:56.4,728,3969.3,8411,2.21,37.80259704,-122.25825501,
748,1:06:11.4,28.5,8416,3:42,0,"Piece",7,89,0:02:58.5,733,3971.4,8416,2.25,37.80255508,-122.25823975,
749,1:06:13.4,28.5,8424,2:32,0,"Piece",7,90,0:03:00.6,742,3973.4,8424,3.29,37.80249023,-122.25817872,
750,1:06:15.6,29.0,8436,1:53,0,"Piece",7,91,0:03:02.7,753,3975.6,8436,4.39,37.80240631,-122.25809479,
751,1:06:17.7,28.5,8446,1:50,0,"Piece",7,92,0:03:04.8,763,3977.7,8446,4.53,37.80233383,-122.25803376,
752,1:06:19.8,28.5,8456,1:53,0,"Piece",7,93,0:03:06.9,773,3979.8,8456,4.41,37.80226135,-122.25797272,
753,1:06:21.8,28.5,8463,2:02,0,"Piece",7,94,0:03:09.0,780,3981.8,8463,4.07,37.80220413,-122.25793458,
754,1:06:24.0,28.5,8471,2:07,0,"Piece",7,95,0:03:11.1,788,3984.0,8471,3.94,37.80214309,-122.25788880,
755,1:06:26.1,28.5,8479,2:02,0,"Piece",7,96,0:03:13.2,797,3986.1,8479,4.08,37.80207824,-122.25783539,
756,1:06:28.2,28.5,8488,2:00,0,"Piece",7,97,0:03:15.3,805,3988.2,8488,4.17,37.80200958,-122.25778199,
757,1:06:30.2,29.0,8497,1:58,0,"Piece",7,98,0:03:17.3,814,3990.2,8497,4.24,37.80193710,-122.25774384,
758,1:06:32.3,29.0,8506,1:58,0,"Piece",7,99,0:03:19.4,823,3992.3,8506,4.24,37.80186843,-122.25769806,
759,1:06:34.3,29.0,8515,1:59,0,"Piece",7,100,0:03:21.5,832,3994.3,8515,4.20,37.80179977,-122.25764466,
760,1:06:36.4,29.0,8523,1:58,0,"Piece",7,101,0:03:23.5,841,3996.4,8523,4.21,37.80173110,-122.25759888,
761,1:06:38.5,29.0,8533,1:55,0,"Piece",7,102,0:03:25.6,850,3998.5,8533,4.32,37.80166244,-122.25753785,
762,1:06:40.5,29.0,8542,1:55,0,"Piece",7,103,0:03:27.7,859,4000.5,8542,4.34,37.80159759,-122.25747681,
763,1:06:42.6,29.0,8550,2:00,0,"Piece",7,104,0:03:29.7,867,4002.6,8550,4.16,37.80153656,-122.25741578,
764,1:06:44.7,29.0,8558,2:04,0,"Piece",7,105,0:03:31.8,875,4004.7,8558,4.01,37.80147933,-122.25737000,
765,1:06:46.7,29.0,8565,2:12,0,"Piece",7,106,0:03:33.9,882,4006.7,8565,3.77,37.80142974,-122.25732422,
766,1:06:48.8,29.0,8571,2:20,0,"Piece",7,107,0:03:35.9,888,4008.8,8571,3.55,37.80138778,-122.25727845,
767,1:06:50.9,29.0,8578,2:20,0,"Piece",7,108,0:03:38.0,895,4010.9,8578,3.57,37.80134582,-122.25721741,
768,1:06:53.0,28.5,8585,2:22,0,"Piece",7,109,0:03:40.1,902,4013.0,8585,3.52,37.80129623,-122.25715638,
769,1:06:55.1,29.0,8592,2:23,0,"Piece",7,110,0:03:42.2,909,4015.1,8592,3.49,37.80125045,-122.25711060,
770,1:06:57.1,29.0,8599,2:23,0,"Piece",7,111,0:03:44.2,916,4017.1,8599,3.48,37.80120468,-122.25705719,
771,1:06:59.2,29.0,8606,2:23,0,"Piece",7,112,0:03:46.3,923,4019.2,8606,3.48,37.80115890,-122.25700379,
772,1:07:01.2,29.0,8614,2:14,0,"Piece",7,113,0:03:48.3,931,4021.2,8614,3.71,37.80110931,-122.25693512,
773,1:07:03.3,29.0,8623,2:09,0,"Piece",7,114,0:03:50.4,940,4023.3,8623,3.86,37.80106353,-122.25685883,
774,1:07:05.3,29.5,8631,2:05,0,"Piece",7,115,0:03:52.5,948,4025.3,8631,3.99,37.80101394,-122.25678254,
775,1:07:07.4,29.0,8640,2:02,0,"Piece",7,116,0:03:54.5,958,4027.4,8640,4.08,37.80096435,-122.25669861,
776,1:07:09.5,29.0,8650,1:59,0,"Piece",7,117,0:03:56.6,967,4029.5,8650,4.20,37.80090713,-122.25662232,
777,1:07:11.6,29.0,8659,1:57,0,"Piece",7,118,0:03:58.7,977,4031.6,8659,4.27,37.80084991,-122.25653840,
778,1:07:13.6,29.0,8669,1:56,0,"Piece",7,119,0:04:00.8,986,4033.6,8669,4.29,37.80080032,-122.25644684,
779,1:07:15.7,29.0,8676,2:10,0,"Piece",7,120,0:04:02.8,994,4035.7,8676,3.84,37.80076599,-122.25637818,
780,1:07:18.3,23.0,8685,2:22,0,"Piece",7,121,0:04:05.4,1002,4038.3,8685,3.52,37.80072402,-122.25629426,
780,1:07:24.3,0.0,8707,2:20,0,"Rest",7,0,0:00:06.0,22,4044.3,8707,3.56,37.80061721,-122.25608826,
780,1:08:57.7,0.0,8808,6:08,0,"Rest",7,0,0:01:39.3,123,4137.7,8808,1.36,37.80095672,-122.25545502,
781,1:09:01.4,16.0,8812,6:48,0,"Rest",7,1,0:01:43.1,127,4141.4,8812,1.22,37.80099105,-122.25545502,
782,1:09:04.9,16.5,8819,4:22,0,"Rest",7,2,0:01:46.6,134,4144.9,8819,1.90,37.80105209,-122.25544739,
783,1:09:08.2,18.0,8828,3:30,0,"Rest",7,3,0:01:49.8,143,4148.2,8828,2.38,37.80112838,-122.25543976,
784,1:09:11.5,18.5,8837,3:10,0,"Rest",7,4,0:01:53.1,153,4151.5,8837,2.62,37.80121612,-122.25541688,
785,1:09:14.7,18.5,8847,3:03,0,"Rest",7,5,0:01:56.3,162,4154.7,8847,2.72,37.80130004,-122.25539399,
786,1:09:17.8,18.5,8857,2:54,0,"Rest",7,6,0:01:59.5,173,4157.8,8857,2.87,37.80138778,-122.25535584,
787,1:09:21.1,19.0,8869,2:47,0,"Rest",7,7,0:02:02.7,184,4161.1,8869,2.99,37.80148315,-122.25531006,
788,1:09:24.3,18.5,8877,3:08,0,"Rest",7,8,0:02:05.9,193,4164.3,8877,2.66,37.80155563,-122.25526429,
789,1:09:27.4,19.0,8885,3:18,0,"Rest",7,9,0:02:09.0,200,4167.4,8885,2.52,37.80161666,-122.25523377,
790,1:09:30.5,19.0,8893,3:16,0,"Rest",7,10,0:02:12.2,208,4170.5,8893,2.55,37.80168151,-122.25520325,
791,1:09:33.6,19.5,8901,3:13,0,"Rest",7,11,0:02:15.3,216,4173.6,8901,2.58,37.80175018,-122.25516511,
792,1:09:36.7,19.5,8909,3:08,0,"Rest",7,12,0:02:18.3,224,4176.7,8909,2.65,37.80181884,-122.25512696,
793,1:09:39.7,19.5,8918,3:05,0,"Rest",7,13,0:02:21.4,233,4179.7,8918,2.70,37.80188751,-122.25508881,
794,1:09:42.8,19.5,8927,3:00,0,"Rest",7,14,0:02:24.5,242,4182.8,8927,2.77,37.80196380,-122.25504303,
795,1:09:46.0,19.5,8937,2:52,0,"Rest",7,15,0:02:27.6,252,4186.0,8937,2.89,37.80204772,-122.25498963,
796,1:09:49.0,19.5,8947,2:46,0,"Rest",7,16,0:02:30.6,262,4189.0,8947,3.00,37.80212783,-122.25494385,
797,1:09:52.1,19.5,8958,2:40,0,"Rest",7,17,0:02:33.8,273,4192.1,8958,3.11,37.80221939,-122.25490571,
798,1:09:55.3,19.0,8969,2:33,0,"Rest",7,18,0:02:36.9,285,4195.3,8969,3.26,37.80231475,-122.25485993,
799,1:09:58.4,19.0,8980,2:35,0,"Rest",7,19,0:02:40.0,295,4198.4,8980,3.21,37.80240249,-122.25481415,
800,1:10:01.6,19.0,8989,2:42,0,"Rest",7,20,0:02:43.2,305,4201.6,8989,3.08,37.80247879,-122.25476838,
801,1:10:04.6,19.0,8999,2:43,0,"Rest",7,21,0:02:46.3,314,4204.6,8999,3.06,37.80255508,-122.25472260,
802,1:10:07.8,19.0,9008,2:44,0,"Rest",7,22,0:02:49.5,323,4207.8,9008,3.05,37.80262756,-122.25466919,
803,1:10:11.1,19.0,9018,2:38,0,"Rest",7,23,0:02:52.8,334,4211.1,9018,3.16,37.80271148,-122.25461579,
804,1:10:14.3,18.5,9029,2:37,0,"Rest",7,24,0:02:55.9,344,4214.3,9029,3.18,37.80279159,-122.25455475,
805,1:10:17.4,19.0,9039,2:35,0,"Rest",7,25,0:02:59.1,354,4217.4,9039,3.21,37.80287551,-122.25450135,
806,1:10:20.6,19.0,9050,2:34,0,"Rest",7,26,0:03:02.3,365,4220.6,9050,3.24,37.80295944,-122.25444794,
807,1:10:23.8,19.0,9060,2:34,0,"Rest",7,27,0:03:05.5,376,4223.8,9060,3.23,37.80304718,-122.25439454,
808,1:10:27.0,19.0,9072,2:29,0,"Rest",7,28,0:03:08.6,387,4227.0,9072,3.35,37.80313491,-122.25433350,
809,1:10:30.1,19.0,9083,2:27,0,"Rest",7,29,0:03:11.8,398,4230.1,9083,3.39,37.80322647,-122.25428010,
810,1:10:33.3,19.0,9094,2:26,0,"Rest",7,30,0:03:15.0,409,4233.3,9094,3.42,37.80332183,-122.25424958,
811,1:10:36.5,19.0,9105,2:26,0,"Rest",7,31,0:03:18.2,420,4236.5,9105,3.41,37.80341720,-122.25421906,
812,1:10:39.7,18.5,9116,2:31,0,"Rest",7,32,0:03:21.4,431,4239.7,9116,3.30,37.80351257,-122.25420380,
813,1:10:43.1,18.5,9125,2:47,0,"Rest",7,33,0:03:24.7,440,4243.1,9125,2.99,37.80359649,-122.25421906,
814,1:10:46.4,18.0,9135,2:41,0,"Rest",7,34,0:03:28.0,450,4246.4,9135,3.09,37.80368804,-122.25423432,
815,1:10:49.7,18.0,9146,2:36,0,"Rest",7,35,0:03:31.3,461,4249.7,9146,3.20,37.80378723,-122.25424958,
816,1:10:52.9,18.5,9157,2:43,0,"Rest",7,36,0:03:34.6,472,4252.9,9157,3.05,37.80387115,-122.25431061,
817,1:10:56.2,18.5,9168,2:37,0,"Rest",7,37,0:03:37.9,483,4256.2,9168,3.17,37.80395126,-122.25437928,
818,1:10:59.5,18.5,9179,2:36,0,"Rest",7,38,0:03:41.1,494,4259.5,9179,3.20,37.80403518,-122.25444794,
819,1:11:02.7,18.5,9189,2:41,0,"Rest",7,39,0:03:44.4,504,4262.7,9189,3.10,37.80410385,-122.25451661,
820,1:11:06.0,18.5,9198,2:49,0,"Rest",7,40,0:03:47.7,513,4266.0,9198,2.94,37.80416107,-122.25460053,
821,1:11:09.3,18.0,9208,2:48,0,"Rest",7,41,0:03:51.0,523,4269.3,9208,2.97,37.80422592,-122.25467682,
822,1:11:12.6,18.0,9218,2:42,0,"Rest",7,42,0:03:54.3,534,4272.6,9218,3.08,37.80427932,-122.25477601,
823,1:11:15.9,18.5,9231,2:23,0,"Rest",7,43,0:03:57.5,547,4275.9,9231,3.47,37.80432128,-122.25491334,
824,1:11:19.1,18.5,9244,2:22,0,"Rest",7,44,0:04:00.8,559,4279.1,9244,3.50,37.80434799,-122.25505066,
825,1:11:22.5,18.0,9254,2:44,0,"Rest",7,45,0:04:04.1,569,4282.5,9254,3.04,37.80437088,-122.25515748,
826,1:11:25.7,18.5,9262,2:54,0,"Rest",7,46,0:04:07.4,577,4285.7,9262,2.86,37.80438995,-122.25525666,
827,1:11:29.0,18.5,9272,2:47,0,"Rest",7,47,0:04:10.6,587,4289.0,9272,2.98,37.80437850,-122.25536347,
828,1:11:32.1,18.5,9280,3:05,0,"Rest",7,48,0:04:13.8,595,4292.1,9280,2.70,37.80435562,-122.25545502,
829,1:11:35.3,19.0,9288,3:17,0,"Rest",7,49,0:04:17.0,603,4295.3,9288,2.53,37.80433654,-122.25553895,
830,1:11:38.5,19.0,9296,3:12,0,"Rest",7,50,0:04:20.2,612,4298.5,9296,2.60,37.80431365,-122.25563050,
831,1:11:41.7,19.0,9305,3:13,0,"Rest",7,51,0:04:23.3,620,4301.7,9305,2.58,37.80428314,-122.25571442,
832,1:11:44.9,19.0,9314,2:59,0,"Rest",7,52,0:04:26.6,629,4304.9,9314,2.79,37.80423736,-122.25581360,
833,1:11:48.1,18.5,9325,2:49,0,"Rest",7,53,0:04:29.8,640,4308.1,9325,2.95,37.80419540,-122.25591279,
834,1:11:51.3,19.0,9335,2:44,0,"Rest",7,54,0:04:32.9,650,4311.3,9335,3.04,37.80415725,-122.25601960,
835,1:11:54.5,19.0,9345,2:46,0,"Rest",7,55,0:04:36.1,660,4314.5,9345,3.00,37.80413055,-122.25613404,
836,1:11:57.7,19.0,9355,2:42,0,"Rest",7,56,0:04:39.3,670,4317.7,9355,3.08,37.80408859,-122.25623322,
837,1:12:00.9,18.5,9366,2:33,0,"Rest",7,57,0:04:42.6,682,4320.9,9366,3.25,37.80403137,-122.25634003,
838,1:12:04.2,18.5,9377,2:33,0,"Rest",7,58,0:04:45.8,692,4324.2,9377,3.25,37.80397796,-122.25644684,
839,1:12:07.4,18.5,9389,2:26,0,"Rest",7,59,0:04:49.1,704,4327.4,9389,3.42,37.80392456,-122.25655365,
840,1:12:10.7,18.5,9402,2:17,0,"Rest",7,60,0:04:52.3,717,4330.7,9402,3.64,37.80387115,-122.25668335,
841,1:12:13.9,18.5,9413,2:28,0,"Rest",7,61,0:04:55.6,728,4333.9,9413,3.36,37.80382537,-122.25679780,
842,1:12:17.1,18.5,9422,2:36,0,"Rest",7,62,0:04:58.8,738,4337.1,9422,3.19,37.80377578,-122.25688935,
843,1:12:20.4,18.5,9433,2:35,0,"Rest",7,63,0:05:02.0,748,4340.4,9433,3.22,37.80372238,-122.25698090,
844,1:12:23.6,19.0,9443,2:34,0,"Rest",7,64,0:05:05.2,758,4343.6,9443,3.24,37.80367279,-122.25708008,
845,1:12:26.8,18.5,9452,2:41,0,"Rest",7,65,0:05:08.5,768,4346.8,9452,3.10,37.80363082,-122.25717164,
846,1:12:30.2,18.5,9462,2:45,0,"Rest",7,66,0:05:11.8,777,4350.2,9462,3.02,37.80360412,-122.25727845,
847,1:12:33.4,18.0,9471,2:54,0,"Rest",7,67,0:05:15.1,787,4353.4,9471,2.87,37.80360412,-122.25738526,
848,1:12:36.7,18.5,9482,2:37,0,"Rest",7,68,0:05:18.3,798,4356.7,9482,3.18,37.80360794,-122.25751496,
849,1:12:39.8,18.5,9493,2:34,0,"Rest",7,69,0:05:21.5,808,4359.8,9493,3.24,37.80361175,-122.25763703,
850,1:12:43.2,18.5,9504,2:49,0,"Rest",7,70,0:05:24.9,819,4363.2,9504,2.95,37.80365753,-122.25773621,
851,1:12:46.4,18.5,9516,2:25,0,"Rest",7,71,0:05:28.0,831,4366.4,9516,3.44,37.80372619,-122.25785065,
852,1:12:49.6,18.5,9528,2:20,0,"Rest",7,72,0:05:31.3,843,4369.6,9528,3.56,37.80377960,-122.25797272,
853,1:12:52.9,18.5,9540,2:24,0,"Rest",7,73,0:05:34.5,855,4372.9,9540,3.46,37.80383300,-122.25808716,
854,1:12:56.0,18.5,9550,2:26,0,"Rest",7,74,0:05:37.7,865,4376.0,9550,3.41,37.80388259,-122.25818635,
855,1:12:59.2,19.0,9561,2:27,0,"Rest",7,75,0:05:40.9,876,4379.2,9561,3.38,37.80393981,-122.25828553,
856,1:13:02.4,19.0,9572,2:26,0,"Rest",7,76,0:05:44.1,887,4382.4,9572,3.42,37.80400466,-122.25837708,
857,1:13:05.8,18.5,9584,2:25,0,"Rest",7,77,0:05:47.4,899,4385.8,9584,3.44,37.80408096,-122.25846863,
858,1:13:09.1,18.5,9596,2:18,0,"Rest",7,78,0:05:50.7,911,4389.1,9596,3.61,37.80416488,-122.25856782,
859,1:13:12.3,18.5,9609,2:15,0,"Rest",7,79,0:05:53.9,924,4392.3,9609,3.70,37.80424118,-122.25866700,
860,1:13:15.6,18.5,9622,2:13,0,"Rest",7,80,0:05:57.3,937,4395.6,9622,3.75,37.80433273,-122.25876618,
861,1:13:18.9,18.5,9634,2:16,0,"Rest",7,81,0:06:00.6,949,4398.9,9634,3.67,37.80441284,-122.25885773,
862,1:13:22.1,18.5,9646,2:19,0,"Rest",7,82,0:06:03.8,961,4402.1,9646,3.59,37.80448150,-122.25895691,
863,1:13:25.4,18.5,9657,2:18,0,"Rest",7,83,0:06:07.0,972,4405.4,9657,3.60,37.80454635,-122.25906373,
864,1:13:28.6,18.5,9669,2:17,0,"Rest",7,84,0:06:10.2,984,4408.6,9669,3.63,37.80461883,-122.25915528,
865,1:13:31.8,19.0,9680,2:17,0,"Rest",7,85,0:06:13.4,996,4411.8,9680,3.63,37.80468750,-122.25925446,
866,1:13:34.9,19.0,9692,2:18,0,"Rest",7,86,0:06:16.5,1007,4414.9,9692,3.61,37.80475616,-122.25934601,
867,1:13:38.1,19.0,9703,2:18,0,"Rest",7,87,0:06:19.8,1019,4418.1,9703,3.60,37.80482864,-122.25944520,
868,1:13:41.3,18.5,9715,2:19,0,"Rest",7,88,0:06:23.0,1030,4421.3,9715,3.57,37.80489730,-122.25953675,
869,1:13:44.5,19.0,9725,2:26,0,"Rest",7,89,0:06:26.2,1040,4424.5,9725,3.41,37.80496597,-122.25962067,
870,1:13:47.7,18.5,9736,2:23,0,"Rest",7,90,0:06:29.4,1051,4427.7,9736,3.48,37.80504226,-122.25970459,
871,1:13:50.9,18.5,9749,2:14,0,"Rest",7,91,0:06:32.6,1064,4430.9,9749,3.71,37.80512619,-122.25979615,
872,1:13:54.0,19.0,9761,2:11,0,"Rest",7,92,0:06:35.7,1076,4434.0,9761,3.80,37.80521011,-122.25988770,
873,1:13:57.1,19.0,9774,2:08,0,"Rest",7,93,0:06:38.8,1089,4437.1,9774,3.90,37.80530166,-122.25997925,
874,1:14:00.3,19.5,9786,2:10,0,"Rest",7,94,0:06:41.9,1101,4440.3,9786,3.83,37.80539321,-122.26005555,
875,1:14:03.3,19.5,9798,2:09,0,"Rest",7,95,0:06:44.9,1113,4443.3,9798,3.86,37.80548095,-122.26013184,
876,1:14:06.3,19.5,9810,2:11,0,"Rest",7,96,0:06:48.0,1125,4446.3,9810,3.80,37.80557250,-122.26020051,
877,1:14:09.4,19.5,9821,2:12,0,"Rest",7,97,0:06:51.0,1136,4449.4,9821,3.76,37.80566024,-122.26026154,
878,1:14:12.5,19.5,9832,2:17,0,"Rest",7,98,0:06:54.2,1147,4452.5,9832,3.64,37.80574035,-122.26033783,
879,1:14:15.6,19.5,9843,2:16,0,"Rest",7,99,0:06:57.2,1159,4455.6,9843,3.65,37.80581283,-122.26042176,
880,1:14:18.7,19.5,9856,2:12,0,"Rest",7,100,0:07:00.4,1171,4458.7,9856,3.78,37.80588912,-122.26052094,
881,1:14:21.8,19.5,9867,2:14,0,"Rest",7,101,0:07:03.4,1182,4461.8,9867,3.71,37.80595779,-122.26062012,
882,1:14:25.0,19.0,9879,2:12,0,"Rest",7,102,0:07:06.6,1194,4465.0,9879,3.78,37.80604553,-122.26070405,
883,1:14:28.0,19.5,9891,2:08,0,"Rest",7,103,0:07:09.6,1207,4468.0,9891,3.90,37.80613327,-122.26078797,
884,1:14:31.0,19.5,9903,2:09,0,"Rest",7,104,0:07:12.6,1219,4471.0,9903,3.86,37.80621719,-122.26087189,
885,1:14:34.2,19.5,9914,2:22,0,"Rest",7,105,0:07:15.8,1229,4474.2,9914,3.52,37.80629730,-122.26094056,
886,1:14:37.3,19.0,9925,2:20,0,"Rest",7,106,0:07:19.0,1240,4477.3,9925,3.55,37.80638122,-122.26100922,
887,1:14:40.5,19.0,9938,2:09,0,"Rest",7,107,0:07:22.1,1253,4480.5,9938,3.86,37.80647277,-122.26109314,
888,1:14:43.6,19.0,9950,2:12,0,"Rest",7,108,0:07:25.2,1265,4483.6,9950,3.77,37.80654525,-122.26118470,
889,1:14:46.7,19.0,9961,2:15,0,"Rest",7,109,0:07:28.3,1276,4486.7,9961,3.69,37.80661773,-122.26128388,
890,1:14:49.7,19.5,9972,2:15,0,"Rest",7,110,0:07:31.4,1287,4489.7,9972,3.68,37.80669403,-122.26136017,
891,1:14:52.8,19.5,9982,2:23,0,"Rest",7,111,0:07:34.5,1297,4492.8,9982,3.48,37.80677032,-122.26142121,
892,1:14:55.9,19.5,9992,2:28,0,"Rest",7,112,0:07:37.6,1307,4495.9,9992,3.37,37.80683898,-122.26148224,
893,1:14:59.0,19.5,10002,2:19,0,"Rest",7,113,0:07:40.7,1318,4499.0,10002,3.59,37.80692291,-122.26155854,
894,1:15:02.1,19.5,10016,2:06,0,"Rest",7,114,0:07:43.7,1331,4502.1,10016,3.94,37.80702972,-122.26161194,
895,1:15:05.1,19.5,10028,2:07,0,"Rest",7,115,0:07:46.8,1343,4505.1,10028,3.92,37.80713653,-122.26165009,
896,1:15:08.2,19.5,10039,2:13,0,"Rest",7,116,0:07:49.9,1355,4508.2,10039,3.76,37.80723571,-122.26168061,
897,1:15:11.4,19.5,10048,2:37,0,"Rest",7,117,0:07:53.1,1363,4511.4,10048,3.18,37.80731201,-122.26170350,
898,1:15:14.5,19.5,10057,2:36,0,"Rest",7,118,0:07:56.1,1373,4514.5,10057,3.20,37.80739593,-122.26171875,
899,1:15:17.6,19.5,10070,2:16,0,"Rest",7,119,0:07:59.3,1385,4517.6,10070,3.65,37.80750656,-122.26174164,
900,1:15:20.9,19.0,10081,2:32,0,"Rest",7,120,0:08:02.6,1396,4520.9,10081,3.28,37.80760192,-122.26173401,
901,1:15:24.2,18.5,10092,2:29,0,"Rest",7,121,0:08:05.8,1407,4524.2,10092,3.33,37.80770111,-122.26172638,
902,1:15:27.3,18.5,10104,2:16,0,"Rest",7,122,0:08:09.0,1419,4527.3,10104,3.68,37.80781555,-122.26171875,
903,1:15:30.6,19.0,10117,2:15,0,"Rest",7,123,0:08:12.2,1432,4530.6,10117,3.68,37.80792617,-122.26171113,
904,1:15:33.9,18.5,10126,2:42,0,"Rest",7,124,0:08:15.5,1441,4533.9,10126,3.08,37.80801010,-122.26169587,
