# RitmoTime: Sat Apr 6, 2019 - 7:22:46 AM
# Full Workout
# Boating: M2x
# Duration: 1h 31m,  Strokes: 1012,  Intervals: 8
#
"Stroke Count","Time","Rate (spm)","Distance (m)","Split (/500m)","Heart Rate (bpm)","State","Piece#","Count","Piece Time","Piece Distance (m)","Total Time (sec)","Distance (m)","Speed (m/s)","Latitude (deg)","Longitude (deg)"
507,0:46:42.6,29.0,6162,2:01,0,"Piece",5,82,0:02:42.8,703,2802.6,6162,4.12,37.80295944,-122.25865937,
508,0:46:44.7,29.5,6171,1:57,0,"Piece",5,83,0:02:44.8,712,2804.7,6171,4.26,37.80289459,-122.25859833,
509,0:46:46.8,29.0,6181,1:53,0,"Piece",5,84,0:02:46.9,722,2806.8,6181,4.40,37.80282592,-122.25852967,
510,0:46:48.8,29.0,6190,1:53,0,"Piece",5,85,0:02:49.0,731,2808.8,6190,4.41,37.80276107,-122.25847626,
511,0:46:50.9,29.0,6197,2:07,0,"Piece",5,86,0:02:51.1,739,2810.9,6197,3.93,37.80270385,-122.25842286,
512,0:46:53.0,29.0,6204,2:20,0,"Piece",5,87,0:02:53.1,745,2813.0,6204,3.57,37.80265808,-122.25837708,
513,0:46:55.1,29.0,6211,2:25,0,"Piece",5,88,0:02:55.2,752,2815.1,6211,3.45,37.80261230,-122.25833130,
514,0:46:57.1,28.5,6218,2:19,0,"Piece",5,89,0:02:57.3,759,2817.1,6218,3.57,37.80255889,-122.25827790,
515,0:46:59.2,29.0,6226,2:14,0,"Piece",5,90,0:02:59.4,767,2819.2,6226,3.72,37.80250549,-122.25821686,
516,0:47:01.3,29.0,6234,2:11,0,"Piece",5,91,0:03:01.5,775,2821.3,6234,3.80,37.80244445,-122.25816346,
517,0:47:03.4,29.0,6242,2:11,0,"Piece",5,92,0:03:03.5,784,2823.4,6242,3.81,37.80238723,-122.25811005,
518,0:47:05.5,28.5,6252,2:05,0,"Piece",5,93,0:03:05.6,793,2825.5,6252,3.99,37.80233001,-122.25803376,
519,0:47:07.6,29.0,6261,1:58,0,"Piece",5,94,0:03:07.7,802,2827.6,6261,4.22,37.80226898,-122.25795746,
520,0:47:09.6,29.0,6270,1:57,0,"Piece",5,95,0:03:09.8,812,2829.6,6270,4.25,37.80220794,-122.25788117,
521,0:47:11.7,29.0,6279,2:00,0,"Piece",5,96,0:03:11.8,820,2831.7,6279,4.15,37.80215454,-122.25781250,
522,0:47:13.8,29.0,6287,2:07,0,"Piece",5,97,0:03:13.9,828,2833.8,6287,3.92,37.80210113,-122.25775910,
523,0:47:15.9,28.5,6294,2:09,0,"Piece",5,98,0:03:16.0,836,2835.9,6294,3.85,37.80204772,-122.25769806,
524,0:47:17.9,29.0,6302,2:13,0,"Piece",5,99,0:03:18.1,843,2837.9,6302,3.74,37.80200195,-122.25764466,
525,0:47:20.0,28.5,6309,2:11,0,"Piece",5,100,0:03:20.2,851,2840.0,6309,3.80,37.80194854,-122.25758362,
526,0:47:22.0,29.5,6318,1:58,0,"Piece",5,101,0:03:22.2,859,2842.0,6318,4.21,37.80189132,-122.25751496,
527,0:47:24.1,29.5,6328,1:54,0,"Piece",5,102,0:03:24.3,869,2844.1,6328,4.36,37.80182647,-122.25744629,
528,0:47:26.2,29.0,6336,2:01,0,"Piece",5,103,0:03:26.3,877,2846.2,6336,4.13,37.80177307,-122.25738526,
529,0:47:28.3,29.0,6344,2:07,0,"Piece",5,104,0:03:28.4,885,2848.3,6344,3.93,37.80171966,-122.25732422,
530,0:47:30.4,28.5,6351,2:09,0,"Piece",5,105,0:03:30.5,893,2850.4,6351,3.87,37.80167007,-122.25726319,
531,0:47:32.5,29.0,6359,2:08,0,"Piece",5,106,0:03:32.6,901,2852.5,6359,3.88,37.80161666,-122.25720215,
532,0:47:34.5,29.0,6368,2:06,0,"Piece",5,107,0:03:34.7,909,2854.5,6368,3.96,37.80155944,-122.25714112,
533,0:47:36.6,29.0,6376,2:04,0,"Piece",5,108,0:03:36.8,917,2856.6,6376,4.00,37.80150222,-122.25708771,
534,0:47:38.7,29.0,6384,2:05,0,"Piece",5,109,0:03:38.8,925,2858.7,6384,3.99,37.80144500,-122.25701905,
535,0:47:40.8,29.0,6394,2:00,0,"Piece",5,110,0:03:40.9,935,2860.8,6394,4.16,37.80138778,-122.25695038,
536,0:47:42.9,28.5,6403,1:59,0,"Piece",5,111,0:03:43.0,944,2862.9,6403,4.18,37.80132293,-122.25688172,
537,0:47:44.9,28.5,6412,1:58,0,"Piece",5,112,0:03:45.1,953,2864.9,6412,4.21,37.80126571,-122.25681305,
538,0:47:47.0,29.0,6420,1:59,0,"Piece",5,113,0:03:47.1,961,2867.0,6420,4.18,37.80120849,-122.25674439,
539,0:47:49.0,30.0,6428,2:06,0,"Piece",5,114,0:03:49.1,969,2869.0,6428,3.94,37.80115127,-122.25669861,
540,0:47:51.0,29.5,6435,2:10,0,"Piece",5,115,0:03:51.2,976,2871.0,6435,3.82,37.80109405,-122.25665284,
541,0:47:53.1,29.0,6443,2:11,0,"Piece",5,116,0:03:53.2,984,2873.1,6443,3.80,37.80103683,-122.25660706,
542,0:47:55.1,29.0,6451,2:07,0,"Piece",5,117,0:03:55.3,992,2875.1,6451,3.91,37.80098342,-122.25654603,
543,0:47:57.5,25.0,6461,2:01,0,"Piece",5,118,0:03:57.7,1002,2877.5,6461,4.12,37.80092239,-122.25646210,
544,0:48:00.3,21.5,6473,2:00,0,"Rest",5,0,0:00:02.8,12,2880.3,6473,4.16,37.80084609,-122.25636292,
544,0:48:06.3,0.0,6488,3:46,0,"Rest",5,1,0:00:08.8,27,2886.3,6488,2.20,37.80074691,-122.25624848,
544,0:53:20.0,0.0,6647,0:00,0,"Rest",5,1,0:05:22.5,185,3200.0,6647,0.00,37.80066680,-122.25550080,
545,0:53:21.8,33.5,6647,0:00,0,"Piece",6,1,0:00:01.7,0,3201.8,6647,0.00,37.80067062,-122.25550080,
546,0:53:23.4,39.0,6647,0:00,0,"Piece",6,2,0:00:03.3,0,3203.4,6647,0.00,37.80067062,-122.25550080,
547,0:53:25.0,36.5,6649,7:17,0,"Piece",6,3,0:00:04.9,3,3205.0,6649,1.14,37.80069732,-122.25552369,
548,0:53:26.7,35.5,6655,3:44,0,"Piece",6,4,0:00:06.6,9,3206.7,6655,2.23,37.80074310,-122.25555420,
549,0:53:28.4,35.0,6670,1:34,0,"Piece",6,5,0:00:08.3,23,3208.4,6670,5.27,37.80085754,-122.25563813,
550,0:53:30.1,35.0,6687,1:03,0,"Piece",6,6,0:00:10.0,40,3210.1,6687,7.90,37.80097961,-122.25575257,
551,0:53:31.9,35.0,6702,0:59,0,"Piece",6,7,0:00:11.8,55,3211.9,6702,8.39,37.80108261,-122.25585938,
552,0:53:33.6,34.5,6714,1:01,0,"Piece",6,8,0:00:13.5,68,3213.6,6714,8.15,37.80116653,-122.25595856,
553,0:53:35.4,34.5,6722,1:13,0,"Piece",6,9,0:00:15.3,76,3215.4,6722,6.78,37.80121994,-122.25601960,
554,0:53:37.1,34.5,6730,1:25,0,"Piece",6,10,0:00:17.0,83,3217.1,6730,5.87,37.80127716,-122.25606537,
555,0:53:38.8,34.5,6739,1:27,0,"Piece",6,11,0:00:18.7,92,3218.8,6739,5.71,37.80133819,-122.25613404,
556,0:53:40.5,35.0,6747,1:29,0,"Piece",6,12,0:00:20.4,101,3220.5,6747,5.60,37.80139160,-122.25620270,
557,0:53:42.3,35.0,6756,1:31,0,"Piece",6,13,0:00:22.2,109,3222.3,6756,5.47,37.80142974,-122.25629426,
558,0:53:44.0,34.5,6765,1:33,0,"Piece",6,14,0:00:24.0,118,3224.0,6765,5.35,37.80147171,-122.25637818,
559,0:53:45.8,34.0,6774,1:33,0,"Piece",6,15,0:00:25.7,128,3225.8,6774,5.33,37.80151748,-122.25646973,
560,0:53:47.6,33.5,6783,1:34,0,"Piece",6,16,0:00:27.5,137,3227.6,6783,5.32,37.80156326,-122.25655365,
561,0:53:49.3,34.5,6793,1:33,0,"Piece",6,17,0:00:29.2,146,3229.3,6793,5.35,37.80161666,-122.25663758,
562,0:53:51.1,34.0,6803,1:31,0,"Piece",6,18,0:00:31.0,156,3231.1,6803,5.47,37.80167007,-122.25672913,
563,0:53:52.9,34.0,6813,1:31,0,"Piece",6,19,0:00:32.8,166,3232.9,6813,5.47,37.80172348,-122.25681305,
564,0:53:54.7,33.5,6822,1:32,0,"Piece",6,20,0:00:34.6,176,3234.7,6822,5.43,37.80178451,-122.25689698,
565,0:53:56.6,33.0,6832,1:33,0,"Piece",6,21,0:00:36.5,186,3236.6,6832,5.36,37.80185317,-122.25697327,
566,0:53:58.4,33.0,6841,1:35,0,"Piece",6,22,0:00:38.3,195,3238.4,6841,5.23,37.80192184,-122.25702668,
567,0:54:00.2,33.0,6850,1:40,0,"Piece",6,23,0:00:40.1,203,3240.2,6850,4.99,37.80198287,-122.25708008,
568,0:54:02.0,33.0,6857,1:47,0,"Piece",6,24,0:00:41.9,211,3242.0,6857,4.64,37.80204391,-122.25712586,
569,0:54:03.9,33.0,6866,1:48,0,"Piece",6,25,0:00:43.8,219,3243.9,6866,4.60,37.80210494,-122.25717164,
570,0:54:05.7,32.5,6875,1:45,0,"Piece",6,26,0:00:45.6,228,3245.7,6875,4.73,37.80217361,-122.25723267,
571,0:54:07.6,31.5,6884,1:42,0,"Piece",6,27,0:00:47.5,238,3247.6,6884,4.87,37.80224609,-122.25728608,
572,0:54:09.6,31.5,6893,1:44,0,"Piece",6,28,0:00:49.5,247,3249.6,6893,4.79,37.80231857,-122.25733185,
573,0:54:11.5,31.5,6901,1:48,0,"Piece",6,29,0:00:51.4,255,3251.5,6901,4.61,37.80238723,-122.25737000,
574,0:54:13.4,31.0,6910,1:48,0,"Piece",6,30,0:00:53.3,264,3253.4,6910,4.62,37.80245590,-122.25742341,
575,0:54:15.4,31.0,6920,1:47,0,"Piece",6,31,0:00:55.3,273,3255.4,6920,4.65,37.80252838,-122.25747681,
576,0:54:17.3,31.0,6928,1:48,0,"Piece",6,32,0:00:57.2,282,3257.3,6928,4.62,37.80259323,-122.25753022,
577,0:54:19.3,30.5,6937,1:50,0,"Piece",6,33,0:00:59.2,290,3259.3,6937,4.53,37.80265808,-122.25758362,
578,0:54:21.2,30.5,6945,1:55,0,"Piece",6,34,0:01:01.2,298,3261.2,6945,4.33,37.80271530,-122.25763703,
579,0:54:23.2,30.5,6953,1:58,0,"Piece",6,35,0:01:03.1,306,3263.2,6953,4.22,37.80277252,-122.25768281,
580,0:54:25.2,30.5,6961,1:58,0,"Piece",6,36,0:01:05.1,314,3265.2,6961,4.22,37.80283355,-122.25773621,
581,0:54:27.1,30.5,6969,1:56,0,"Piece",6,37,0:01:07.0,322,3267.1,6969,4.28,37.80289459,-122.25778962,
582,0:54:29.1,30.5,6977,1:57,0,"Piece",6,38,0:01:09.0,330,3269.1,6977,4.24,37.80295562,-122.25783539,
583,0:54:31.1,30.5,6985,1:59,0,"Piece",6,39,0:01:11.0,339,3271.1,6985,4.20,37.80301666,-122.25788880,
584,0:54:33.0,30.5,6995,1:49,0,"Piece",6,40,0:01:12.9,348,3273.0,6995,4.57,37.80308532,-122.25794983,
585,0:54:35.0,30.5,7006,1:40,0,"Piece",6,41,0:01:14.9,359,3275.0,7006,4.98,37.80315780,-122.25803376,
586,0:54:37.0,30.0,7016,1:40,0,"Piece",6,42,0:01:16.9,369,3277.0,7016,5.00,37.80322647,-122.25811005,
587,0:54:39.0,30.5,7024,1:47,0,"Piece",6,43,0:01:18.9,378,3279.0,7024,4.66,37.80328750,-122.25817109,
588,0:54:41.0,30.0,7032,1:55,0,"Piece",6,44,0:01:20.9,386,3281.0,7032,4.32,37.80334472,-122.25822449,
589,0:54:42.9,30.0,7040,1:57,0,"Piece",6,45,0:01:22.8,394,3282.9,7040,4.27,37.80340194,-122.25828553,
590,0:54:44.9,30.5,7048,2:00,0,"Piece",6,46,0:01:24.8,401,3284.9,7048,4.13,37.80346298,-122.25832367,
591,0:54:46.9,30.5,7055,2:04,0,"Piece",6,47,0:01:26.8,409,3286.9,7055,4.02,37.80351638,-122.25836945,
592,0:54:48.8,30.5,7061,2:13,0,"Piece",6,48,0:01:28.7,415,3288.8,7061,3.75,37.80356979,-122.25839234,
593,0:54:50.8,30.5,7068,2:15,0,"Piece",6,49,0:01:30.7,422,3290.8,7068,3.70,37.80362319,-122.25843049,
594,0:54:52.7,31.0,7077,1:57,0,"Piece",6,50,0:01:32.6,431,3292.7,7077,4.25,37.80368423,-122.25849152,
595,0:54:54.7,30.5,7088,1:44,0,"Piece",6,51,0:01:34.6,441,3294.7,7088,4.78,37.80375671,-122.25857544,
596,0:54:56.7,30.0,7098,1:40,0,"Piece",6,52,0:01:36.6,452,3296.7,7098,4.99,37.80382919,-122.25865174,
597,0:54:58.7,30.0,7108,1:40,0,"Piece",6,53,0:01:38.6,462,3298.7,7108,5.00,37.80389785,-122.25872803,
598,0:55:00.7,30.0,7117,1:44,0,"Piece",6,54,0:01:40.6,471,3300.7,7117,4.78,37.80395889,-122.25878907,
599,0:55:02.6,30.5,7126,1:47,0,"Piece",6,55,0:01:42.5,480,3302.6,7126,4.66,37.80402374,-122.25885010,
600,0:55:04.6,30.5,7133,1:58,0,"Piece",6,56,0:01:44.5,487,3304.6,7133,4.23,37.80407714,-122.25889588,
601,0:55:06.6,30.5,7139,2:17,0,"Piece",6,57,0:01:46.5,492,3306.6,7139,3.63,37.80411911,-122.25892640,
602,0:55:08.6,30.5,7145,2:18,0,"Piece",6,58,0:01:48.5,499,3308.6,7145,3.62,37.80416870,-122.25897217,
603,0:55:10.5,30.5,7154,2:04,0,"Piece",6,59,0:01:50.4,507,3310.5,7154,4.01,37.80422210,-122.25904084,
604,0:55:12.6,30.0,7163,1:55,0,"Piece",6,60,0:01:52.5,517,3312.6,7163,4.32,37.80428314,-122.25910950,
605,0:55:14.5,30.5,7172,1:54,0,"Piece",6,61,0:01:54.4,525,3314.5,7172,4.37,37.80434036,-122.25917817,
606,0:55:16.5,30.5,7181,1:55,0,"Piece",6,62,0:01:56.4,534,3316.5,7181,4.34,37.80438995,-122.25925446,
607,0:55:18.4,30.5,7189,1:58,0,"Piece",6,63,0:01:58.3,542,3318.4,7189,4.21,37.80442810,-122.25933838,
608,0:55:20.4,31.0,7196,2:02,0,"Piece",6,64,0:02:00.3,550,3320.4,7196,4.08,37.80447006,-122.25940705,
609,0:55:22.3,30.5,7204,2:04,0,"Piece",6,65,0:02:02.2,557,3322.3,7204,4.02,37.80451583,-122.25946808,
610,0:55:24.3,30.5,7212,2:05,0,"Piece",6,66,0:02:04.2,565,3324.3,7212,4.00,37.80456542,-122.25952912,
611,0:55:26.3,30.5,7219,2:05,0,"Piece",6,67,0:02:06.2,573,3326.3,7219,3.98,37.80461883,-122.25958252,
612,0:55:28.2,30.5,7228,2:03,0,"Piece",6,68,0:02:08.1,581,3328.2,7228,4.06,37.80467605,-122.25964356,
613,0:55:30.2,30.5,7236,2:01,0,"Piece",6,69,0:02:10.1,589,3330.2,7236,4.12,37.80473709,-122.25969697,
614,0:55:32.2,30.5,7245,1:58,0,"Piece",6,70,0:02:12.1,598,3332.2,7245,4.21,37.80480194,-122.25975800,
615,0:55:34.2,30.0,7254,1:56,0,"Piece",6,71,0:02:14.1,607,3334.2,7254,4.28,37.80486679,-122.25981904,
616,0:55:36.2,30.5,7262,2:00,0,"Piece",6,72,0:02:16.1,615,3336.2,7262,4.16,37.80492401,-122.25987244,
617,0:55:38.1,30.5,7269,2:13,0,"Piece",6,73,0:02:18.0,622,3338.1,7269,3.75,37.80496597,-122.25993348,
618,0:55:40.1,30.5,7276,2:15,0,"Piece",6,74,0:02:20.0,629,3340.1,7276,3.68,37.80500793,-122.25998688,
619,0:55:42.1,30.5,7283,2:08,0,"Piece",6,75,0:02:22.0,637,3342.1,7283,3.89,37.80506134,-122.26004792,
620,0:55:44.0,30.5,7294,1:42,0,"Piece",6,76,0:02:23.9,648,3344.0,7294,4.88,37.80513763,-122.26012421,
621,0:55:46.0,30.5,7306,1:30,0,"Piece",6,77,0:02:25.9,660,3346.0,7306,5.53,37.80522537,-122.26020813,
622,0:55:47.9,30.5,7317,1:31,0,"Piece",6,78,0:02:27.8,671,3347.9,7317,5.49,37.80529785,-122.26029206,
623,0:55:49.9,30.5,7327,1:39,0,"Piece",6,79,0:02:29.8,680,3349.9,7327,5.01,37.80536270,-122.26036072,
624,0:55:51.9,30.0,7334,1:54,0,"Piece",6,80,0:02:31.8,688,3351.9,7334,4.38,37.80541610,-122.26041413,
625,0:55:53.9,30.0,7341,2:04,0,"Piece",6,81,0:02:33.8,695,3353.9,7341,4.02,37.80546951,-122.26045990,
626,0:55:55.9,30.0,7348,2:12,0,"Piece",6,82,0:02:35.8,701,3355.9,7348,3.78,37.80551528,-122.26050568,
627,0:55:57.9,30.0,7354,2:17,0,"Piece",6,83,0:02:37.8,708,3357.9,7354,3.65,37.80556106,-122.26054383,
628,0:55:59.9,30.0,7361,2:15,0,"Piece",6,84,0:02:39.8,715,3359.9,7361,3.68,37.80561065,-122.26058960,
629,0:56:01.9,30.0,7369,2:03,0,"Piece",6,85,0:02:41.8,723,3361.9,7369,4.06,37.80566787,-122.26065064,
630,0:56:03.9,30.0,7378,1:54,0,"Piece",6,86,0:02:43.8,732,3363.9,7378,4.36,37.80573272,-122.26071167,
631,0:56:05.9,30.0,7388,1:48,0,"Piece",6,87,0:02:45.8,742,3365.9,7388,4.59,37.80579757,-122.26078797,
632,0:56:07.9,30.0,7399,1:43,0,"Piece",6,88,0:02:47.8,752,3367.9,7399,4.85,37.80585861,-122.26088715,
633,0:56:10.0,29.5,7409,1:42,0,"Piece",6,89,0:02:49.9,763,3370.0,7409,4.89,37.80591964,-122.26097107,
634,0:56:12.0,30.0,7419,1:46,0,"Piece",6,90,0:02:51.9,772,3372.0,7419,4.68,37.80598449,-122.26103974,
635,0:56:13.9,30.0,7425,2:16,0,"Piece",6,91,0:02:53.8,778,3373.9,7425,3.66,37.80603408,-122.26107026,
636,0:56:15.9,30.5,7430,2:47,0,"Piece",6,92,0:02:55.8,783,3375.9,7430,2.99,37.80607223,-122.26110077,
637,0:56:17.8,31.0,7435,2:47,0,"Piece",6,93,0:02:57.7,789,3377.8,7435,2.98,37.80611419,-122.26113129,
638,0:56:19.8,31.0,7441,2:40,0,"Piece",6,94,0:02:59.7,795,3379.8,7441,3.11,37.80615234,-122.26118470,
639,0:56:21.8,30.5,7452,2:02,0,"Piece",6,95,0:03:01.7,805,3381.8,7452,4.10,37.80622100,-122.26126862,
640,0:56:23.8,30.0,7464,1:38,0,"Piece",6,96,0:03:03.7,818,3383.8,7464,5.10,37.80630493,-122.26136017,
641,0:56:25.8,30.5,7475,1:36,0,"Piece",6,97,0:03:05.7,829,3385.8,7475,5.19,37.80637359,-122.26144410,
642,0:56:27.8,30.0,7483,1:47,0,"Piece",6,98,0:03:07.7,837,3387.8,7483,4.66,37.80642318,-122.26151276,
643,0:56:29.7,30.0,7489,2:07,0,"Piece",6,99,0:03:09.6,843,3389.7,7489,3.91,37.80646133,-122.26155854,
644,0:56:31.7,30.0,7496,2:16,0,"Piece",6,100,0:03:11.6,849,3391.7,7496,3.66,37.80649948,-122.26161957,
645,0:56:33.7,30.0,7503,2:15,0,"Piece",6,101,0:03:13.6,856,3393.7,7503,3.70,37.80654525,-122.26167298,
646,0:56:35.7,30.0,7511,2:07,0,"Piece",6,102,0:03:15.6,864,3395.7,7511,3.91,37.80659866,-122.26174164,
647,0:56:37.7,30.0,7520,2:00,0,"Piece",6,103,0:03:17.6,873,3397.7,7520,4.17,37.80665206,-122.26181031,
648,0:56:39.7,30.0,7528,2:02,0,"Piece",6,104,0:03:19.6,882,3399.7,7528,4.07,37.80670928,-122.26187134,
649,0:56:41.7,30.0,7535,2:11,0,"Piece",6,105,0:03:21.6,889,3401.7,7535,3.81,37.80675888,-122.26192475,
650,0:56:43.7,30.0,7543,2:12,0,"Piece",6,106,0:03:23.6,896,3403.7,7543,3.78,37.80681228,-122.26197053,
651,0:56:45.8,30.0,7550,2:11,0,"Piece",6,107,0:03:25.7,904,3405.8,7550,3.82,37.80686950,-122.26202393,
652,0:56:47.7,29.5,7558,2:10,0,"Piece",6,108,0:03:27.6,912,3407.7,7558,3.82,37.80692291,-122.26207734,
653,0:56:49.7,30.0,7566,2:10,0,"Piece",6,109,0:03:29.6,919,3409.7,7566,3.84,37.80698013,-122.26213074,
654,0:56:51.7,30.5,7574,2:09,0,"Piece",6,110,0:03:31.6,927,3411.7,7574,3.88,37.80704116,-122.26217652,
655,0:56:53.7,30.5,7582,2:04,0,"Piece",6,111,0:03:33.6,936,3413.7,7582,4.00,37.80710220,-122.26223755,
656,0:56:55.7,30.0,7591,2:04,0,"Piece",6,112,0:03:35.6,944,3415.7,7591,4.03,37.80716705,-122.26229096,
657,0:56:57.7,30.0,7599,2:06,0,"Piece",6,113,0:03:37.6,952,3417.7,7599,3.97,37.80722808,-122.26232911,
658,0:56:59.7,29.5,7607,2:05,0,"Piece",6,114,0:03:39.6,961,3419.7,7607,3.97,37.80729675,-122.26237488,
659,0:57:01.9,29.0,7616,2:06,0,"Piece",6,115,0:03:41.8,969,3421.9,7616,3.97,37.80736160,-122.26242829,
659,0:57:07.9,0.0,7636,2:22,0,"Rest",6,0,0:00:06.0,20,3427.9,7636,3.50,37.80752563,-122.26253510,
659,1:03:12.8,0.0,7683,0:00,0,"Rest",6,0,0:06:10.9,67,3792.8,7683,0.00,37.80800247,-122.26269532,
660,1:03:14.7,32.0,7683,0:00,0,"Piece",7,1,0:00:01.8,0,3794.7,7683,0.00,37.80800247,-122.26269532,
661,1:03:16.3,38.5,7683,0:00,0,"Piece",7,2,0:00:03.4,0,3796.3,7683,0.00,37.80800247,-122.26269532,
662,1:03:17.9,36.0,7683,0:00,0,"Piece",7,3,0:00:05.1,0,3797.9,7683,0.00,37.80800247,-122.26268769,
663,1:03:19.6,36.5,7687,6:37,0,"Piece",7,4,0:00:06.7,4,3799.6,7687,1.26,37.80797576,-122.26265717,
664,1:03:21.2,35.5,7704,1:23,0,"Piece",7,5,0:00:08.4,21,3801.2,7704,6.02,37.80783081,-122.26258088,
665,1:03:22.9,35.5,7721,0:58,0,"Piece",7,6,0:00:10.1,38,3802.9,7721,8.52,37.80768966,-122.26251221,
666,1:03:24.6,36.0,7734,0:58,0,"Piece",7,7,0:00:11.7,51,3804.6,7734,8.56,37.80757904,-122.26245881,
667,1:03:26.3,36.0,7746,1:00,0,"Piece",7,8,0:00:13.4,63,3806.3,7746,8.30,37.80747985,-122.26240540,
668,1:03:28.0,35.5,7754,1:12,0,"Piece",7,9,0:00:15.1,71,3808.0,7754,6.90,37.80741500,-122.26236725,
669,1:03:29.8,34.5,7763,1:18,0,"Piece",7,10,0:00:16.9,81,3809.8,7763,6.38,37.80733489,-122.26233674,
670,1:03:31.5,34.0,7771,1:24,0,"Piece",7,11,0:00:18.6,89,3811.5,7771,5.91,37.80726623,-122.26230622,
671,1:03:33.3,34.5,7781,1:25,0,"Piece",7,12,0:00:20.4,98,3813.3,7781,5.84,37.80718612,-122.26227570,
672,1:03:35.0,34.5,7790,1:26,0,"Piece",7,13,0:00:22.1,107,3815.0,7790,5.78,37.80710601,-122.26224518,
673,1:03:36.8,34.0,7799,1:29,0,"Piece",7,14,0:00:23.9,116,3816.8,7799,5.61,37.80702972,-122.26221467,
674,1:03:38.6,33.5,7806,1:36,0,"Piece",7,15,0:00:25.7,123,3818.6,7806,5.19,37.80696868,-122.26218415,
675,1:03:40.3,33.5,7814,1:37,0,"Piece",7,16,0:00:27.5,132,3820.3,7814,5.11,37.80690002,-122.26215363,
676,1:03:42.1,34.0,7823,1:38,0,"Piece",7,17,0:00:29.2,140,3822.1,7823,5.10,37.80682754,-122.26211548,
677,1:03:43.9,34.0,7832,1:38,0,"Piece",7,18,0:00:31.0,149,3823.9,7832,5.09,37.80675506,-122.26207734,
678,1:03:45.7,34.0,7840,1:38,0,"Piece",7,19,0:00:32.8,158,3825.7,7840,5.08,37.80668258,-122.26203919,
679,1:03:47.5,33.5,7848,1:43,0,"Piece",7,20,0:00:34.6,165,3827.5,7848,4.85,37.80661773,-122.26200867,
680,1:03:49.3,33.0,7854,1:56,0,"Piece",7,21,0:00:36.4,171,3829.3,7854,4.29,37.80656814,-122.26197815,
681,1:03:51.2,32.5,7861,2:02,0,"Piece",7,22,0:00:38.3,178,3831.2,7861,4.09,37.80651092,-122.26195527,
682,1:03:53.2,31.0,7869,1:56,0,"Piece",7,23,0:00:40.3,187,3833.2,7869,4.31,37.80644607,-122.26190186,
683,1:03:55.1,31.0,7878,1:50,0,"Piece",7,24,0:00:42.3,196,3835.1,7878,4.51,37.80638122,-122.26184083,
684,1:03:57.1,30.5,7888,1:50,0,"Piece",7,25,0:00:44.3,205,3837.1,7888,4.54,37.80631256,-122.26178742,
685,1:03:59.2,30.0,7897,1:48,0,"Piece",7,26,0:00:46.3,214,3839.2,7897,4.60,37.80624008,-122.26172638,
686,1:04:01.2,29.5,7906,1:52,0,"Piece",7,27,0:00:48.4,223,3841.2,7906,4.45,37.80616760,-122.26168061,
687,1:04:03.3,29.0,7915,1:54,0,"Piece",7,28,0:00:50.4,232,3843.3,7915,4.35,37.80609512,-122.26164246,
688,1:04:05.4,29.0,7924,1:54,0,"Piece",7,29,0:00:52.5,241,3845.4,7924,4.37,37.80602264,-122.26159668,
689,1:04:07.5,29.0,7933,1:52,0,"Piece",7,30,0:00:54.6,251,3847.5,7933,4.45,37.80595779,-122.26152802,
690,1:04:09.6,28.5,7943,1:53,0,"Piece",7,31,0:00:56.7,260,3849.6,7943,4.39,37.80589675,-122.26145173,
691,1:04:11.7,28.5,7950,2:03,0,"Piece",7,32,0:00:58.8,267,3851.7,7950,4.06,37.80584716,-122.26139069,
692,1:04:13.8,28.5,7957,2:11,0,"Piece",7,33,0:01:00.9,275,3853.8,7957,3.81,37.80579757,-122.26134491,
693,1:04:15.9,28.5,7965,2:10,0,"Piece",7,34,0:01:03.0,282,3855.9,7965,3.83,37.80574035,-122.26129151,
694,1:04:18.0,28.5,7973,2:09,0,"Piece",7,35,0:01:05.1,290,3858.0,7973,3.85,37.80567932,-122.26124573,
695,1:04:20.1,28.5,7982,2:08,0,"Piece",7,36,0:01:07.2,299,3860.1,7982,3.90,37.80561828,-122.26118470,
696,1:04:22.2,28.5,7989,2:12,0,"Piece",7,37,0:01:09.3,306,3862.2,7989,3.77,37.80556869,-122.26113129,
697,1:04:24.3,28.5,7997,2:16,0,"Piece",7,38,0:01:11.4,314,3864.3,7997,3.65,37.80552291,-122.26107026,
698,1:04:26.4,28.5,8004,2:19,0,"Piece",7,39,0:01:13.6,321,3866.4,8004,3.59,37.80547332,-122.26100922,
699,1:04:28.5,28.0,8012,2:12,0,"Piece",7,40,0:01:15.7,329,3868.5,8012,3.76,37.80541992,-122.26094819,
700,1:04:30.7,28.5,8022,2:02,0,"Piece",7,41,0:01:17.8,339,3870.7,8022,4.09,37.80535888,-122.26087189,
701,1:04:32.7,28.5,8031,1:58,0,"Piece",7,42,0:01:19.9,348,3872.7,8031,4.23,37.80529403,-122.26080323,
702,1:04:34.9,28.5,8039,2:03,0,"Piece",7,43,0:01:22.0,357,3874.9,8039,4.05,37.80523681,-122.26074219,
703,1:04:37.0,28.5,8047,2:12,0,"Piece",7,44,0:01:24.1,364,3877.0,8047,3.78,37.80518722,-122.26068116,
704,1:04:39.1,28.0,8054,2:18,0,"Piece",7,45,0:01:26.2,371,3879.1,8054,3.61,37.80514144,-122.26062775,
