index,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min),Speed (m/s), HRCur (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m), DragFactor, Stroke500mPace (sec/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m), Power (watts),Split average calories (cal/hr),Last split time (s),Last split distance (m), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), StrokeDistance (meters), PeakDriveForce (lbs), AverageDriveForce (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor, lapIdx, ElapsedTime (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
1291,1712903456.991406,200.9,21.0,4.286,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.7,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1860.0,12.07,175.1,112.6,6.3,209,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,645.3099999427795,4.284490145672665,500.869572,778.883322,1.0,4.0,206,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2681.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1292,1712903457.401406,202.8,21.0,4.286,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.7,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1860.0,12.07,175.1,112.6,6.3,209,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,645.7200000286102,4.284490145672665,500.869572,778.883322,1.0,4.0,206,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2683.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1293,1712903457.841406,204.6,21.0,4.286,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.7,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1860.0,12.07,175.1,112.6,6.3,209,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,646.1600000858307,4.284490145672665,500.869572,778.883322,1.0,4.0,206,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2685.6999999999985,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1294,1712903458.291406,206.3,21.0,4.286,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.7,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1860.0,12.07,175.1,112.6,6.3,209,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,646.6099998950958,4.284490145672665,500.869572,778.883322,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2687.3999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1295,1712903458.721406,207.9,21.0,4.286,144.0,6,0,4,1,2,0.0,600.0,600.0,132.0,116.7,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1900.0,12.07,175.1,112.6,6.3,209,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,647.039999961853,4.284490145672665,500.869572,778.883322,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2688.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1296,1712903459.451406,211.4,21.0,4.298,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.3,120.6,0.0,0.0,1,222,13,0.0,0.0,0,0.0,0,1.51,750.0,1900.0,12.07,175.1,112.6,6.3,210,223,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,647.7699999809265,4.299226139294927,500.869572,778.883322,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2692.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1297,1712903459.871406,213.4,21.0,4.298,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.3,120.5,0.0,0.0,1,222,14,0.0,0.0,0,0.0,0,1.48,740.0,1900.0,12.23,183.3,116.1,6.4,210,225,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,648.1900000572205,4.299226139294927,516.438342,815.358726,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2694.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1298,1712903460.281406,215.2,21.0,4.298,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.3,120.5,0.0,0.0,1,222,14,0.0,0.0,0,0.0,0,1.48,740.0,1900.0,12.23,183.3,116.1,6.4,210,225,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,648.5999999046326,4.299226139294927,516.438342,815.358726,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2696.2999999999984,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1299,1712903460.671406,216.8,21.0,4.298,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,116.3,120.5,0.0,0.0,1,222,14,0.0,0.0,0,0.0,0,1.48,740.0,1900.0,12.23,183.3,116.1,6.4,210,225,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,648.9900000095367,4.299226139294927,516.438342,815.358726,1.0,4.0,207,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2697.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1300,1712903461.441406,219.8,21.0,4.298,144.0,6,0,4,1,2,0.0,600.0,600.0,132.0,116.3,120.5,0.0,0.0,1,222,14,0.0,0.0,0,0.0,0,1.48,740.0,1900.0,12.23,183.3,116.1,6.4,210,225,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,649.7599999904633,4.299226139294927,516.438342,815.358726,1.0,4.0,208,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2700.8999999999983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1301,1712903461.851406,221.5,21.0,4.298,144.0,6,0,4,1,2,0.0,600.0,600.0,132.0,116.3,120.5,0.0,0.0,1,222,14,0.0,0.0,0,0.0,0,1.48,740.0,1910.0,12.23,183.3,116.1,6.4,210,225,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,650.170000076294,4.299226139294927,516.438342,815.358726,1.0,4.0,208,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2702.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1302,1712903462.271406,223.6,21.0,4.317,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,650.5899999141693,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,208,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2704.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1303,1712903462.621406,225.3,21.0,4.317,144.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,650.9400000572205,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,208,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2706.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1304,1712903463.411406,228.7,21.0,4.317,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,651.7300000190735,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,208,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2709.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1305,1712903463.791406,230.3,21.0,4.317,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,652.1099998950958,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,208,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2711.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1306,1712903464.241406,231.9,21.0,4.317,145.0,6,0,4,1,2,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,652.5599999427795,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2712.9999999999977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1307,1712903464.631406,233.6,21.0,4.317,145.0,6,0,4,1,2,0.0,600.0,600.0,132.0,115.8,120.5,0.0,0.0,1,223,15,0.0,0.0,0,0.0,0,1.48,730.0,1910.0,12.29,173.0,115.9,6.5,211,228,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,652.9500000476837,4.317789291882557,515.5486980000001,769.54206,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2714.6999999999975,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1308,1712903465.481406,237.7,21.0,4.312,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.9,120.5,0.0,0.0,1,223,16,0.0,0.0,0,0.0,0,1.48,740.0,1910.0,12.29,162.1,111.3,6.4,212,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,653.7999999523163,4.3140638481449525,495.086886,721.056462,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2718.7999999999975,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1309,1712903465.901406,239.5,21.0,4.312,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.9,120.5,0.0,0.0,1,223,16,0.0,0.0,0,0.0,0,1.48,740.0,1910.0,12.29,162.1,111.3,6.4,212,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,654.2200000286102,4.3140638481449525,495.086886,721.056462,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2720.5999999999976,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1310,1712903466.321406,241.3,21.0,4.312,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.9,120.5,0.0,0.0,1,223,16,0.0,0.0,0,0.0,0,1.48,740.0,1910.0,12.29,162.1,111.3,6.4,212,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,654.6399998664856,4.3140638481449525,495.086886,721.056462,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2722.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1311,1712903466.711406,242.8,21.0,4.312,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,115.9,120.5,0.0,0.0,1,223,16,0.0,0.0,0,0.0,0,1.48,740.0,1910.0,12.29,162.1,111.3,6.4,212,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,655.0299999713898,4.3140638481449525,495.086886,721.056462,1.0,4.0,209,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2723.899999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1312,1712903467.461406,245.7,21.0,4.312,145.0,6,0,4,1,2,0.0,600.0,600.0,132.0,115.9,120.5,0.0,0.0,1,223,16,0.0,0.0,0,0.0,0,1.48,740.0,1950.0,12.29,162.1,111.3,6.4,212,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,655.7799999713898,4.3140638481449525,495.086886,721.056462,1.0,4.0,210,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2726.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1313,1712903467.851406,247.6,21.0,4.267,145.0,6,0,4,1,4,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1950.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,656.170000076294,4.266211604095563,504.87297,775.769568,1.0,4.0,210,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2728.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1314,1712903468.291406,249.7,21.0,4.267,145.0,6,0,4,1,4,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1950.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,656.6099998950958,4.266211604095563,504.87297,775.769568,1.0,4.0,210,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2730.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1315,1712903468.771406,251.8,21.0,4.267,145.0,6,0,4,1,4,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1950.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,657.0899999141693,4.266211604095563,504.87297,775.769568,1.0,4.0,210,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2732.899999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1316,1712903469.221406,253.7,21.0,4.267,145.0,6,0,4,1,4,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1950.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,657.539999961853,4.266211604095563,504.87297,775.769568,1.0,4.0,210,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2734.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1317,1712903470.021406,256.7,21.0,4.267,145.0,6,0,4,1,2,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1950.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,658.3399999141693,4.266211604095563,504.87297,775.769568,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2737.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1318,1712903470.451406,258.5,21.0,4.267,145.0,6,0,4,1,2,0.0,600.0,600.0,133.0,117.2,120.5,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.45,730.0,1940.0,12.31,174.4,113.5,6.3,213,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,658.7699999809265,4.266211604095563,504.87297,775.769568,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2739.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1319,1712903470.841406,260.5,21.0,4.268,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1940.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,659.1600000858307,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2741.599999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1320,1712903471.241406,262.4,21.0,4.268,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1940.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,659.5599999427795,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2743.499999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1321,1712903471.981406,265.6,21.0,4.268,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1940.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,660.2999999523163,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2746.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1322,1712903472.381406,267.2,21.0,4.268,145.0,6,0,4,1,4,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1940.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,660.7000000476837,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,211,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2748.299999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1323,1712903472.841406,268.9,21.0,4.268,145.0,6,0,4,1,2,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1930.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,661.1600000858307,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,212,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2749.9999999999977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1324,1712903473.281406,270.7,21.0,4.268,145.0,6,0,4,1,2,0.0,600.0,600.0,132.0,117.1,120.4,0.0,0.0,1,223,17,0.0,0.0,0,0.0,0,1.51,760.0,1930.0,12.39,176.9,115.4,6.4,214,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,661.5999999046326,4.269854824935952,513.3245880000001,786.890118,1.0,4.0,212,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2751.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1325,1712903473.681406,272.7,21.0,4.304,145.0,6,0,4,1,4,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,1930.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,662.0,4.3029259896729775,510.655656,790.003872,1.0,4.0,212,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2753.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1326,1712903474.091406,274.7,21.0,4.304,145.0,6,0,4,1,4,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,1930.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,662.4100000858307,4.3029259896729775,510.655656,790.003872,1.0,4.0,212,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2755.799999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1327,1712903474.931406,278.3,21.0,4.304,145.0,6,0,4,1,4,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,1930.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,663.25,4.3029259896729775,510.655656,790.003872,1.0,4.0,212,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2759.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1328,1712903475.321406,279.8,21.0,4.304,146.0,6,0,4,1,4,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,1930.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,663.6399998664856,4.3029259896729775,510.655656,790.003872,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2760.899999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1329,1712903475.711406,281.2,21.0,4.304,146.0,6,0,4,1,2,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,1930.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,664.0299999713898,4.3029259896729775,510.655656,790.003872,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2762.299999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1330,1712903476.501406,284.6,21.0,4.304,146.0,6,0,4,1,2,0.0,600.0,600.0,131.0,116.2,120.4,0.0,0.0,1,223,18,0.0,0.0,0,0.0,0,1.45,720.0,2050.0,12.29,177.6,114.8,6.4,215,226,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,664.8199999332428,4.3029259896729775,510.655656,790.003872,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2765.699999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1331,1712903476.841406,286.2,20.0,4.224,146.0,6,0,4,1,4,0.0,600.0,600.0,132.0,118.4,120.4,0.0,0.0,1,223,19,0.0,0.0,0,0.0,0,1.45,720.0,2050.0,12.74,177.6,114.8,6.4,216,214,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,665.1600000858307,4.222972972972973,510.655656,790.003872,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2767.299999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1332,1712903477.291406,288.3,20.0,4.224,146.0,6,0,4,1,4,0.0,600.0,600.0,132.0,118.4,120.4,0.0,0.0,1,223,19,0.0,0.0,0,0.0,0,1.48,750.0,2050.0,12.74,169.4,110.0,6.4,216,214,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,665.6099998950958,4.222972972972973,489.3042,753.5284680000001,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2769.399999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1333,1712903477.691406,289.9,20.0,4.224,146.0,6,0,4,1,4,0.0,600.0,600.0,132.0,118.4,120.4,0.0,0.0,1,223,19,0.0,0.0,0,0.0,0,1.48,750.0,2050.0,12.74,169.4,110.0,6.4,216,214,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,666.0099999904633,4.222972972972973,489.3042,753.5284680000001,1.0,4.0,213,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2770.9999999999977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1334,1712903478.511406,293.1,20.0,4.224,146.0,6,0,4,1,4,0.0,600.0,600.0,132.0,118.4,120.4,0.0,0.0,1,223,19,0.0,0.0,0,0.0,0,1.48,750.0,2050.0,12.74,169.4,110.0,6.4,216,214,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.0,0,0,1.0,666.829999923706,4.222972972972973,489.3042,753.5284680000001,1.0,4.0,214,0.0,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,2774.199999999998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
