index,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min),Speed (m/s), HRCur (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m), DragFactor, Stroke500mPace (sec/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m), Power (watts),Split average calories (cal/hr),Last split time (s),Last split distance (m), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), StrokeDistance (meters), PeakDriveForce (lbs), AverageDriveForce (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor, lapIdx, ElapsedTime (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
418,1712903020.401406,885.0,20.0,4.155,141.0,6,0,4,1,3,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,58,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.49,168.5,107.5,6.1,71,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,208.72000002861023,4.156275976724855,478.18365,749.52507,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,885.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
419,1712903020.761406,886.7,20.0,4.155,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,209.07999992370605,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,886.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
420,1712903021.181406,888.5,20.0,4.155,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,209.5,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,888.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
421,1712903021.591406,890.2,20.0,4.155,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,209.9100000858307,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,890.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
422,1712903022.401406,893.2,20.0,4.155,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,210.72000002861023,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,893.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
423,1712903022.791406,894.6,20.0,4.155,141.0,6,0,4,1,2,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,211.10999989509583,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,894.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
424,1712903023.181406,896.4,20.0,4.155,141.0,6,0,4,1,3,0.0,600.0,600.0,131.0,120.3,118.6,0.0,0.0,0,210,59,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.51,170.4,109.1,6.1,72,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,211.5,4.156275976724855,485.300802,757.9766880000001,1.0,4.0,70,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,896.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
425,1712903023.5814059,898.3,20.0,4.151,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.4,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,73,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,211.89999985694885,4.152823920265781,473.73543,746.856138,1.0,4.0,71,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,898.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
426,1712903024.311406,901.5,20.0,4.151,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.4,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,73,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,212.62999987602234,4.152823920265781,473.73543,746.856138,1.0,4.0,71,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,901.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
427,1712903024.8314059,903.6,20.0,4.151,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.4,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,73,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,213.14999985694885,4.152823920265781,473.73543,746.856138,1.0,4.0,71,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,903.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
428,1712903025.221406,905.0,20.0,4.151,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.4,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,73,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,213.53999996185303,4.152823920265781,473.73543,746.856138,1.0,4.0,71,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,905.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
429,1712903025.601406,906.4,20.0,4.151,141.0,6,0,4,1,2,0.0,600.0,600.0,132.0,120.4,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,73,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,213.92000007629395,4.152823920265781,473.73543,746.856138,1.0,4.0,71,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,906.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
430,1712903026.431406,910.1,20.0,4.144,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,60,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.51,167.9,106.5,6.1,74,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,214.75,4.142502071251036,473.73543,746.856138,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,910.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
431,1712903026.791406,911.8,20.0,4.144,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,215.10999989509583,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,911.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
432,1712903027.191406,913.5,20.0,4.144,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,215.50999999046326,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,913.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
433,1712903027.891406,916.3,20.0,4.144,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,216.21000003814697,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,916.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
434,1712903028.281406,917.8,20.0,4.144,141.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2040.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,216.59999990463257,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,917.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
435,1712903028.711406,919.3,20.0,4.144,141.0,6,0,4,1,2,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2080.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,217.02999997138977,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,919.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
436,1712903029.091406,921.0,20.0,4.144,141.0,6,0,4,1,3,0.0,600.0,600.0,131.0,120.7,118.6,0.0,0.0,0,210,61,0.0,0.0,0,0.0,0,1.45,760.0,2080.0,12.44,162.9,109.1,6.0,74,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,217.4100000858307,4.142502071251036,485.300802,724.615038,1.0,4.0,72,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,921.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
437,1712903029.941406,924.9,20.0,4.142,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.7,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2080.0,12.66,161.8,106.2,6.1,75,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,218.25999999046326,4.142502071251036,472.40096400000004,719.7219960000001,1.0,4.0,73,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,924.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
438,1712903030.311406,926.5,20.0,4.142,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.7,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2080.0,12.66,161.8,106.2,6.1,75,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,218.62999987602234,4.142502071251036,472.40096400000004,719.7219960000001,1.0,4.0,73,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,926.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
439,1712903030.751406,928.2,20.0,4.142,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.7,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2080.0,12.66,161.8,106.2,6.1,75,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,219.0699999332428,4.142502071251036,472.40096400000004,719.7219960000001,1.0,4.0,73,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,928.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
440,1712903031.091406,929.5,20.0,4.142,141.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.7,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2080.0,12.66,161.8,106.2,6.1,75,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,219.4100000858307,4.142502071251036,472.40096400000004,719.7219960000001,1.0,4.0,73,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,929.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
441,1712903031.491406,931.0,20.0,4.142,141.0,6,0,4,1,2,0.0,600.0,600.0,132.0,120.7,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.66,161.8,106.2,6.1,75,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,219.80999994277954,4.142502071251036,472.40096400000004,719.7219960000001,1.0,4.0,73,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,931.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
442,1712903032.361406,934.8,20.0,4.162,141.0,6,0,4,1,3,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.48,780.0,2040.0,12.66,161.8,106.2,6.1,75,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,220.6800000667572,4.163197335553705,472.40096400000004,719.7219960000001,1.0,4.0,74,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,934.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
443,1712903032.721406,936.5,20.0,4.162,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.52,179.0,111.6,6.1,76,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,221.03999996185303,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,936.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
444,1712903033.131406,938.3,20.0,4.162,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.52,179.0,111.6,6.1,76,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,221.45000004768372,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,938.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
445,1712903033.501406,939.9,20.0,4.162,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.52,179.0,111.6,6.1,76,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,221.8199999332428,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,939.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
446,1712903034.371406,943.2,20.0,4.162,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.52,179.0,111.6,6.1,76,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,222.69000005722046,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,943.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
447,1712903034.761406,944.6,20.0,4.162,140.0,6,0,4,1,2,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.52,179.0,111.6,6.1,76,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,223.07999992370605,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,944.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
448,1712903035.181406,946.5,20.0,4.162,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.1,118.7,0.0,0.0,0,210,62,0.0,0.0,0,0.0,0,1.51,770.0,2040.0,12.51,179.0,111.6,6.2,77,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,223.5,4.163197335553705,496.42135199999996,796.2313800000001,1.0,4.0,74,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,946.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
449,1712903035.931406,950.0,20.0,4.182,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2040.0,12.51,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,224.25,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,950.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
450,1712903036.321406,951.7,20.0,4.182,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2040.0,12.51,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,224.6399998664856,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,951.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
451,1712903036.701406,953.2,20.0,4.182,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2040.0,12.51,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,225.0199999809265,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,953.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
452,1712903037.431406,955.9,20.0,4.182,140.0,6,0,4,1,4,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2040.0,12.51,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,225.75,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,955.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
453,1712903037.821406,957.4,20.0,4.182,140.0,6,0,4,1,2,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2040.0,12.51,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,226.1399998664856,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,957.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
454,1712903038.181406,959.0,20.0,4.182,140.0,6,0,4,1,3,0.0,600.0,600.0,131.0,119.6,118.7,0.0,0.0,0,210,63,0.0,0.0,0,0.0,0,1.42,740.0,2050.0,12.59,163.1,110.6,6.2,77,207,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,226.5,4.1806020066889635,491.97313199999996,725.504682,1.0,4.0,75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,959.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
455,1712903038.921406,962.5,20.0,4.161,140.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.2,118.7,0.0,0.0,0,210,64,0.0,0.0,0,0.0,0,1.48,780.0,2050.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,227.24000000953674,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,76,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,962.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
456,1712903039.311406,964.2,20.0,4.161,140.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.2,118.7,0.0,0.0,0,210,64,0.0,0.0,0,0.0,0,1.48,780.0,2050.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,227.62999987602234,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,76,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,964.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
457,1712903039.671406,965.6,20.0,4.161,140.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.2,118.7,0.0,0.0,0,210,64,0.0,0.0,0,0.0,0,1.48,780.0,2050.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,227.99000000953674,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,76,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,965.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
458,1712903040.101406,967.3,20.0,4.161,140.0,6,0,4,1,4,0.0,600.0,600.0,132.0,120.2,118.7,0.0,0.0,0,210,64,0.0,0.0,0,0.0,0,1.48,780.0,2050.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,228.42000007629395,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,76,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,967.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
459,1712903040.521406,968.8,20.0,4.161,139.0,6,0,4,1,2,0.0,600.0,600.0,132.0,120.2,118.7,0.0,0.0,0,210,64,0.0,0.0,0,0.0,0,1.48,780.0,2070.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,228.8399999141693,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,76,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,968.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
460,1712903041.371406,972.5,20.0,4.161,139.0,6,0,4,1,3,0.0,600.0,600.0,131.0,120.2,118.7,0.0,0.0,0,209,65,0.0,0.0,0,0.0,0,1.48,780.0,2070.0,12.59,176.8,109.7,6.2,78,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,229.69000005722046,4.159733777038269,487.969734,786.4452960000001,1.0,4.0,77,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,972.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
461,1712903041.761406,974.3,20.0,4.161,139.0,6,0,4,1,4,0.0,600.0,600.0,131.0,120.2,118.7,0.0,0.0,0,209,65,0.0,0.0,0,0.0,0,1.45,770.0,2070.0,12.59,165.3,106.4,6.2,79,204,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,230.07999992370605,4.159733777038269,473.290608,735.2907660000001,1.0,4.0,77,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,974.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
