index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
0,0,0.0,17.0,0.0,0.0,136.0,0.0,0.0,0.0,914.7313214223165,2.777541223640456,0.0,0.0,50.458694,14.347101,1458889110.0,0.0,0.0,0.5466085923706533,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1,1,0.0,17.0,0.0,0.0,136.0,0.2124381939804922,0.0,0.0,716.8089223627168,3.240697281931716,0.0,0.0,50.458694,14.347098,1458889111.0,1.0,0.0,0.6975359602834185,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.2124381939804922,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2,2,0.0,17.0,0.0,0.0,136.0,0.6080120452783653,0.0,0.0,592.2752766581709,3.63038097323747,0.0,0.0,50.458691,14.347095,1458889112.0,2.0,0.0,0.8442020454089844,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.6080120452783653,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3,3,0.0,15.0,0.0,0.0,88.0,2.340981414271572,0.0,0.0,516.7414510282582,4.079999717506364,0.0,0.0,50.458683,14.347074,1458889116.0,6.0,0.0,0.9676018809891396,0.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2.340981414271572,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
4,4,0.0,15.0,0.0,0.0,88.0,3.061313099286045,0.0,0.0,450.4581001186969,4.635796247699908,0.0,0.0,50.458679,14.347066,1458889117.0,7.0,0.0,1.1099811500076227,0.0,0.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3.061313099286045,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
5,5,0.0,15.0,0.0,0.0,88.0,3.984115848702241,0.0,0.0,394.4907524737095,5.145384558605062,0.0,0.0,50.458673,14.347057,1458889118.0,8.0,0.0,1.2674568335624599,0.0,0.0,1.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3.984115848702241,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
6,6,0.0,17.0,0.0,0.0,88.0,6.008136675891384,0.0,0.0,354.1477315469753,5.631928224954136,0.0,0.0,50.45866,14.347037,1458889119.0,9.0,0.0,1.4118401883189202,0.0,0.0,1.0,4.0,2,0.0,88.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6.008136675891384,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
7,7,0.0,17.0,0.0,0.0,88.0,8.19662879286605,0.0,0.0,322.6442941133732,6.218747403501661,0.0,0.0,50.458645,14.347017,1458889120.0,10.0,0.0,1.549694227117825,0.0,0.0,1.0,4.0,2,0.0,88.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8.19662879286605,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
8,8,0.0,17.0,0.0,0.0,88.0,10.17449870918031,0.0,0.0,291.38214105631846,6.7899288640244455,0.0,0.0,50.45863,14.347002,1458889121.0,11.0,0.0,1.7159596610396235,0.0,0.0,1.0,4.0,3,0.0,88.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,10.17449870918031,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
9,9,0.0,17.0,0.0,0.0,88.0,12.23189887415797,0.0,0.0,266.2698311486339,7.268508265878864,0.0,0.0,50.458615,14.346985,1458889122.0,12.0,0.0,1.8777944081877458,0.0,0.0,1.0,4.0,3,0.0,88.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,12.23189887415797,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
10,10,0.0,19.0,0.0,0.0,98.0,15.250446232413273,0.0,0.0,248.33714621777716,7.87119913263541,0.0,0.0,50.458594,14.346958,1458889123.0,13.0,0.0,2.0133919053798306,0.0,0.0,1.0,4.0,3,0.0,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,15.250446232413273,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
11,11,0.0,19.0,0.0,0.0,98.0,18.18376793492459,0.0,0.0,228.9215537403566,8.389932289292712,0.0,0.0,50.458574,14.346931,1458889124.0,14.0,0.0,2.1841543176275193,0.0,0.0,1.0,4.0,4,0.0,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,18.18376793492459,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
12,12,0.0,19.0,0.0,0.0,98.0,20.651764646527692,0.0,0.0,214.48837098663375,8.814154281334918,0.0,0.0,50.458555,14.346913,1458889125.0,15.0,0.0,2.331128712013755,0.0,0.0,1.0,4.0,4,0.0,98.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,20.651764646527692,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
13,13,0.0,17.0,0.0,0.0,105.0,23.49935002689736,0.0,0.0,203.9713263673821,9.056352500566446,0.0,0.0,50.458534,14.34689,1458889126.0,16.0,0.0,2.4513249430923794,0.0,0.0,1.0,4.0,4,0.0,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,23.49935002689736,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
14,14,0.0,17.0,0.0,0.0,105.0,26.648863697994106,0.0,0.0,193.42852705999672,9.461695592718392,0.0,0.0,50.458512,14.346862,1458889127.0,17.0,0.0,2.58493412321189,0.0,0.0,1.0,4.0,4,0.0,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,26.648863697994106,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
15,15,0.0,17.0,0.0,0.0,105.0,29.536530793123312,0.0,0.0,184.2475448092941,9.729127203008831,0.0,0.0,50.458492,14.346836,1458889128.0,18.0,0.0,2.71374036770762,0.0,0.0,1.0,4.0,5,0.0,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,29.536530793123312,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
16,16,0.0,17.0,0.0,0.0,105.0,32.2936115691014,0.0,0.0,178.36771491322708,9.80560187954954,0.0,0.0,50.458472,14.346813,1458889129.0,19.0,0.0,2.803197878288914,0.0,0.0,1.0,4.0,5,0.0,105.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,32.2936115691014,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
17,17,0.0,17.0,0.0,0.0,106.0,35.61892024753738,0.0,0.0,175.6616874800837,9.937763212902556,0.0,0.0,50.458448,14.346785,1458889130.0,20.0,0.0,2.8463804895230176,0.0,0.0,1.0,4.0,5,0.0,106.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,35.61892024753738,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
18,18,0.0,17.0,0.0,0.0,106.0,38.85561519049983,0.0,0.0,172.8629009910107,10.12920417072425,0.0,0.0,50.458425,14.346757,1458889131.0,21.0,0.0,2.8924656310494363,0.0,0.0,1.0,4.0,6,0.0,106.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,38.85561519049983,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
19,19,0.0,17.0,0.0,0.0,106.0,41.56756513434153,0.0,0.0,169.16379592330009,10.203720392005094,0.0,0.0,50.458406,14.346733,1458889132.0,22.0,0.0,2.955715182855693,0.0,0.0,1.0,4.0,6,0.0,106.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,41.56756513434153,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
20,20,0.0,17.0,0.0,0.0,107.0,44.98281337929529,0.0,0.0,167.5535147871367,10.269102378139277,0.0,0.0,50.458381,14.346705,1458889133.0,23.0,0.0,2.9841212261957617,0.0,0.0,1.0,4.0,6,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,44.98281337929529,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
21,21,0.0,17.0,0.0,0.0,107.0,48.13473946100049,0.0,0.0,165.96882845984126,10.346635005739882,0.0,0.0,50.458358,14.346679,1458889134.0,24.0,0.0,3.0126139025014735,0.0,0.0,1.0,4.0,6,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,48.13473946100049,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
22,22,0.0,17.0,0.0,0.0,107.0,50.93423793387086,0.0,0.0,165.60991284647605,10.412974714186578,0.0,0.0,50.458338,14.346655,1458889135.0,25.0,0.0,3.0191429450452687,0.0,0.0,1.0,4.0,7,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,50.93423793387086,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
23,23,0.0,18.0,0.0,0.0,107.0,54.03966387850938,0.0,0.0,165.2920025375383,10.528624619894288,0.0,0.0,50.458316,14.346628,1458889136.0,26.0,0.0,3.0249497393949745,0.0,0.0,1.0,4.0,7,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,54.03966387850938,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
24,24,0.0,18.0,0.0,0.0,107.0,57.33612045343845,0.0,0.0,164.32611929036523,10.505258038732936,0.0,0.0,50.458291,14.346603,1458889137.0,27.0,0.0,3.042729921203196,0.0,0.0,1.0,4.0,7,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,57.33612045343845,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
25,25,0.0,18.0,0.0,0.0,107.0,60.04807341448052,0.0,0.0,164.20451722975443,10.422450459337536,0.0,0.0,50.458272,14.346579,1458889138.0,28.0,0.0,3.0449832223580158,0.0,0.0,1.0,4.0,8,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,60.04807341448052,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
26,26,0.0,18.0,0.0,0.0,107.0,62.93574646635174,0.0,0.0,165.0909240364122,10.439000387646532,0.0,0.0,50.458252,14.346553,1458889139.0,29.0,0.0,3.0286340870544817,0.0,0.0,1.0,4.0,8,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,62.93574646635174,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
27,27,0.0,18.0,0.0,0.0,107.0,66.04594141385478,0.0,0.0,164.38132101457887,10.39227406128908,0.0,0.0,50.458231,14.346524,1458889140.0,30.0,0.0,3.041708126652999,0.0,0.0,1.0,4.0,8,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,66.04594141385478,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
28,28,0.0,18.0,0.0,0.0,107.0,69.28880236629416,0.0,0.0,164.6106495634388,10.31775556971366,0.0,0.0,50.458207,14.346498,1458889141.0,31.0,0.0,3.0374705483882223,0.0,0.0,1.0,4.0,9,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,69.28880236629416,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
29,29,0.0,18.0,0.0,0.0,107.0,71.91432339807321,0.0,0.0,165.30921943565158,10.365410670436342,0.0,0.0,50.458188,14.346476,1458889142.0,32.0,0.0,3.024634691924309,0.0,0.0,1.0,4.0,9,0.0,107.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,71.91432339807321,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
30,30,0.0,17.0,0.0,0.0,108.0,75.50272428244274,0.0,0.0,164.10081124305037,10.353189858150383,0.0,0.0,50.458162,14.346446,1458889143.0,33.0,0.0,3.046907545505354,0.0,0.0,1.0,4.0,9,0.0,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,75.50272428244274,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
31,31,0.0,17.0,0.0,0.0,108.0,78.56662683582996,0.0,0.0,163.75798909830078,10.285857382315802,0.0,0.0,50.458141,14.346418,1458889144.0,34.0,0.0,3.053286149598842,0.0,0.0,1.0,4.0,9,0.0,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,78.56662683582996,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
32,32,0.0,17.0,0.0,0.0,108.0,81.1507594344272,0.0,0.0,164.34627380611627,10.27836071318964,0.0,0.0,50.458122,14.346397,1458889145.0,35.0,0.0,3.042356777677013,0.0,0.0,1.0,4.0,10,0.0,108.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,81.1507594344272,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
33,33,0.0,18.0,0.0,0.0,109.0,84.3539484509613,0.0,0.0,164.02361226834415,10.297965712431273,0.0,0.0,50.458098,14.346372,1458889146.0,36.0,0.0,3.048341595977019,0.0,0.0,1.0,4.0,10,0.0,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,84.3539484509613,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
34,34,0.0,18.0,0.0,0.0,109.0,87.54852814515444,0.0,0.0,163.21964717991378,10.261228582090016,0.0,0.0,50.458076,14.346343,1458889147.0,37.0,0.0,3.063356701469033,0.0,0.0,1.0,4.0,10,0.0,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,87.54852814515444,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
35,35,0.0,18.0,0.0,0.0,109.0,90.10921253421294,0.0,0.0,163.80898816128862,10.249104216376926,0.0,0.0,50.45806,14.346317,1458889148.0,38.0,0.0,3.052335562366657,0.0,0.0,1.0,4.0,11,0.0,109.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,90.10921253421294,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
36,36,0.0,18.0,0.0,0.0,110.0,93.12777410216138,0.0,0.0,164.00442371262577,10.344092984029713,0.0,0.0,50.458039,14.34629,1458889149.0,39.0,0.0,3.0486982526527293,0.0,0.0,1.0,4.0,11,0.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,93.12777410216138,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
37,37,0.0,18.0,0.0,0.0,110.0,96.36833121530182,0.0,0.0,162.48564651222233,10.340019131731674,0.0,0.0,50.458017,14.34626,1458889150.0,40.0,0.0,3.077194882948566,0.0,0.0,1.0,4.0,11,0.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,96.36833121530182,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
38,38,0.0,18.0,0.0,0.0,110.0,99.348309028986,0.0,0.0,162.09850072919122,10.20870566113586,0.0,0.0,50.457997,14.346232,1458889151.0,41.0,0.0,3.084544260130584,0.0,0.0,1.0,4.0,12,0.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,99.348309028986,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
39,39,0.0,18.0,0.0,0.0,110.0,102.5057160444486,0.0,0.0,163.82863009409422,10.311373876880973,0.0,0.0,50.457976,14.346202,1458889152.0,42.0,0.0,3.051969608198685,0.0,0.0,1.0,4.0,12,0.0,110.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,102.5057160444486,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
40,40,0.0,18.0,0.0,0.0,112.0,106.04853637127214,0.0,0.0,161.71943603595955,10.27231636555473,0.0,0.0,50.457951,14.346171,1458889153.0,43.0,0.0,3.091774323828468,0.0,0.0,1.0,4.0,12,0.0,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,106.04853637127214,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
41,41,0.0,18.0,0.0,0.0,112.0,108.98187501454076,0.0,0.0,162.33465438031624,10.150491607330762,0.0,0.0,50.457931,14.346144,1458889154.0,44.0,0.0,3.080057070430595,0.0,0.0,1.0,4.0,12,0.0,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,108.98187501454076,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
42,42,0.0,18.0,0.0,0.0,112.0,111.90106985341124,0.0,0.0,163.799030430987,10.186361540244867,0.0,0.0,50.457913,14.346114,1458889155.0,45.0,0.0,3.052521121061603,0.0,0.0,1.0,4.0,13,0.0,112.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,111.90106985341124,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
43,43,0.0,18.0,0.0,0.0,114.0,115.30679790789004,0.0,0.0,162.81964597359095,10.189615156324349,0.0,0.0,50.457892,14.346079,1458889156.0,46.0,0.0,3.070882490931709,0.0,0.0,1.0,4.0,13,0.0,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,115.30679790789004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
44,44,0.0,18.0,0.0,0.0,114.0,118.38283170077158,0.0,0.0,162.2702401107176,10.185082232000711,0.0,0.0,50.457872,14.346049,1458889157.0,47.0,0.0,3.08127971992183,0.0,0.0,1.0,4.0,13,0.0,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,118.38283170077158,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
45,45,0.0,18.0,0.0,0.0,114.0,121.02203846753513,0.0,0.0,162.34188730505883,10.256260375831497,0.0,0.0,50.457855,14.346023,1458889158.0,48.0,0.0,3.0799198426247396,0.0,0.0,1.0,4.0,14,0.0,114.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,121.02203846753513,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
46,46,0.0,19.0,0.0,0.0,117.0,124.47964412532303,0.0,0.0,161.22410182088058,10.332764706505808,0.0,0.0,50.457834,14.345987,1458889159.0,49.0,0.0,3.1012732857739738,0.0,0.0,1.0,4.0,14,0.0,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,124.47964412532303,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
47,47,0.0,19.0,0.0,0.0,117.0,127.73682661646644,0.0,0.0,160.03971110284257,10.321678587984833,0.0,0.0,50.457815,14.345952,1458889160.0,50.0,0.0,3.124224584976267,0.0,0.0,1.0,4.0,14,0.0,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,127.73682661646644,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
48,48,0.0,19.0,0.0,0.0,117.0,130.3281945302679,0.0,0.0,160.21025997492745,10.302912646397742,0.0,0.0,50.4578,14.345924,1458889161.0,51.0,0.0,3.120898749419974,0.0,0.0,1.0,4.0,15,0.0,117.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,130.3281945302679,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
49,49,0.0,18.0,0.0,0.0,119.0,133.74980987464255,0.0,0.0,160.49978518885703,10.33452224600924,0.0,0.0,50.457781,14.345886,1458889162.0,52.0,0.0,3.115268966943847,0.0,0.0,1.0,4.0,15,0.0,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,133.74980987464255,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
50,50,0.0,18.0,0.0,0.0,119.0,137.10386569105464,0.0,0.0,160.0127064514492,10.338090213704104,0.0,0.0,50.457763,14.345848,1458889163.0,53.0,0.0,3.124751846827297,0.0,0.0,1.0,4.0,15,0.0,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,137.10386569105464,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
51,51,0.0,18.0,0.0,0.0,119.0,139.617049257062,0.0,0.0,160.4661681632554,10.344823563260258,0.0,0.0,50.457752,14.345817,1458889164.0,54.0,0.0,3.1159216034329993,0.0,0.0,1.0,4.0,15,0.0,119.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,139.617049257062,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
52,52,0.0,18.0,0.0,0.0,120.0,142.56840925306136,0.0,0.0,160.78818507712606,10.375223002968236,0.0,0.0,50.457735,14.345785,1458889165.0,55.0,0.0,3.109681222909274,0.0,0.0,1.0,4.0,16,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,142.56840925306136,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
53,53,0.0,18.0,0.0,0.0,120.0,145.9795428493979,0.0,0.0,160.76211412855957,10.451470747389774,0.0,0.0,50.457717,14.345746,1458889166.0,56.0,0.0,3.1101855229407835,0.0,0.0,1.0,4.0,16,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,145.9795428493979,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
54,54,0.0,18.0,0.0,0.0,120.0,149.14692499764922,0.0,0.0,160.1368878393582,10.501059991840997,0.0,0.0,50.457701,14.345709,1458889167.0,57.0,0.0,3.12232869482,0.0,0.0,1.0,4.0,16,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,149.14692499764922,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
55,55,0.0,18.0,0.0,0.0,120.0,152.13467824969243,0.0,0.0,159.85500805818455,10.547778745424605,0.0,0.0,50.457686,14.345674,1458889168.0,58.0,0.0,3.127834442434286,0.0,0.0,1.0,4.0,17,0.0,120.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,152.13467824969243,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
56,56,0.0,18.0,0.0,0.0,124.0,155.61226580168673,0.0,0.0,159.55374514070775,10.61698185481701,0.0,0.0,50.457667,14.345635,1458889169.0,59.0,0.0,3.1337402927086324,0.0,0.0,1.0,4.0,17,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,155.61226580168673,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
57,57,0.0,18.0,0.0,0.0,124.0,158.78630620370132,0.0,0.0,159.04606054922746,10.6720222631653,0.0,0.0,50.45765,14.345599,1458889170.0,60.0,0.0,3.143743380209292,0.0,0.0,1.0,4.0,17,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,158.78630620370132,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
58,58,0.0,18.0,0.0,0.0,124.0,161.65368836786294,0.0,0.0,159.1244288122469,10.751923909004708,0.0,0.0,50.457636,14.345565,1458889171.0,61.0,0.0,3.1421950968317813,0.0,0.0,1.0,4.0,18,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,161.65368836786294,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
59,59,0.0,17.0,0.0,0.0,125.0,165.00075298099455,0.0,0.0,158.669958945137,10.77179515150353,0.0,0.0,50.457619,14.345526,1458889172.0,62.0,0.0,3.1511951179925872,0.0,0.0,1.0,4.0,18,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,165.00075298099455,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
60,60,0.0,17.0,0.0,0.0,125.0,168.3669684399321,0.0,0.0,159.29569376343792,10.81475297022484,0.0,0.0,50.4576,14.345489,1458889173.0,63.0,0.0,3.1388168015547553,0.0,0.0,1.0,4.0,18,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,168.3669684399321,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
61,61,0.0,17.0,0.0,0.0,125.0,171.17549947272622,0.0,0.0,159.15095578659566,10.902600553884298,0.0,0.0,50.457587,14.345455,1458889174.0,64.0,0.0,3.141671361813537,0.0,0.0,1.0,4.0,18,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,171.17549947272622,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,62,0.0,17.0,0.0,0.0,125.0,174.10478031222686,0.0,0.0,158.248858889602,10.927255433361236,0.0,0.0,50.457572,14.345421,1458889175.0,65.0,0.0,3.1595804450559193,0.0,0.0,1.0,4.0,19,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,174.10478031222686,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,63,0.0,17.0,0.0,0.0,127.0,177.75337180429,0.0,0.0,158.30961942682202,10.90832144682137,0.0,0.0,50.457553,14.345379,1458889176.0,66.0,0.0,3.158367772029943,0.0,0.0,1.0,4.0,19,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,177.75337180429,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
