index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
955,955,0.0,26.0,0.0,0.0,159.0,2684.5915080453315,0.0,0.0,124.76676649654377,9.05366063064756,0.0,16.495565,1458985809.0,1004.0,0.0,4.007477423996964,0.0,0.0,0,1.0,4.0,317,0.0,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2684.5915080453315,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
956,956,0.0,27.0,0.0,0.0,160.0,2688.7943038379194,0.0,0.0,125.6595712174254,8.831271229408783,0.0,16.495607,1458985810.0,1005.0,0.0,3.9790045052347294,0.0,0.0,0,1.0,4.0,318,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2688.7943038379194,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
957,957,0.0,27.0,0.0,0.0,160.0,2692.299831242368,0.0,0.0,127.9097506818444,8.862274578004651,0.0,16.495643,1458985811.0,1006.0,0.0,3.9090061338925772,0.0,0.0,0,1.0,4.0,318,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2692.299831242368,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
958,958,0.0,27.0,0.0,0.0,160.0,2696.320765151725,0.0,0.0,126.40005882189212,8.790531093903853,0.0,16.495683,1458985812.0,1007.0,0.0,3.9556943616975713,0.0,0.0,0,1.0,4.0,319,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2696.320765151725,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
959,959,0.0,27.0,0.0,0.0,160.0,2699.880764993004,0.0,0.0,128.4200821867123,9.126039000648731,0.0,16.49572,1458985813.0,1008.0,0.0,3.8934720449177167,0.0,0.0,0,1.0,4.0,319,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2699.880764993004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
960,960,0.0,25.0,0.0,0.0,160.0,2704.369979853819,0.0,0.0,125.58607041954087,9.368721141329594,0.0,16.495763,1458985814.0,1009.0,0.0,3.9813332667362547,0.0,0.0,0,1.0,4.0,319,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2704.369979853819,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
961,961,0.0,25.0,0.0,0.0,160.0,2708.261664062508,0.0,0.0,124.2890222320014,9.738181154727192,0.0,16.495802,1458985815.0,1010.0,0.0,4.022881434103535,0.0,0.0,0,1.0,4.0,320,0.0,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2708.261664062508,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
962,962,0.0,25.0,0.0,0.0,161.0,2712.206497576049,0.0,0.0,121.23909160595552,9.710327401589044,0.0,16.495842,1458985816.0,1011.0,0.0,4.12408236796323,0.0,0.0,0,1.0,4.0,320,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2712.206497576049,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
963,963,0.0,25.0,0.0,0.0,161.0,2716.435172322243,0.0,0.0,123.57976722840736,9.597933506450914,0.0,16.495883,1458985817.0,1012.0,0.0,4.045969750662103,0.0,0.0,0,1.0,4.0,321,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2716.435172322243,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
964,964,0.0,25.0,0.0,0.0,161.0,2720.5011768328195,0.0,0.0,125.02691326142885,9.960742661391553,0.0,16.495919,1458985818.0,1013.0,0.0,3.999138961021214,0.0,0.0,0,1.0,4.0,321,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2720.5011768328195,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
965,965,0.0,25.0,0.0,0.0,161.0,2724.599828607129,0.0,0.0,120.4729447183967,9.798990869529652,0.0,16.495959,1458985819.0,1014.0,0.0,4.1503094422464795,0.0,0.0,0,1.0,4.0,322,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2724.599828607129,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
966,966,0.0,25.0,0.0,0.0,161.0,2728.2573588676137,0.0,0.0,122.46158976751856,9.663624409557206,0.0,16.495995,1458985820.0,1015.0,0.0,4.0829128623040205,0.0,0.0,0,1.0,4.0,322,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2728.2573588676137,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
967,967,0.0,25.0,0.0,0.0,162.0,2732.9580447872813,0.0,0.0,124.1770115582322,9.45233009841471,0.0,16.496039,1458985821.0,1016.0,0.0,4.026510170648836,0.0,0.0,0,1.0,4.0,322,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2732.9580447872813,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
968,968,0.0,25.0,0.0,0.0,162.0,2736.8497366337638,0.0,0.0,126.95282406623284,9.539523621218246,0.0,16.496078,1458985822.0,1017.0,0.0,3.9384708743394627,0.0,0.0,0,1.0,4.0,323,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2736.8497366337638,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
969,969,0.0,25.0,0.0,0.0,161.0,2740.633727686064,0.0,0.0,125.79244495300637,9.462407501813804,0.0,16.496119,1458985823.0,1018.0,0.0,3.9748015088409354,0.0,0.0,0,1.0,4.0,323,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2740.633727686064,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
970,970,0.0,25.0,0.0,0.0,161.0,2744.2921829788274,0.0,0.0,126.81762012151536,9.35001306426608,0.0,16.496159,1458985824.0,1019.0,0.0,3.942669792422418,0.0,0.0,0,1.0,4.0,324,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2744.2921829788274,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
971,971,0.0,25.0,0.0,0.0,161.0,2748.131366411819,0.0,0.0,128.3420666636462,9.540580762784767,0.0,16.496197,1458985825.0,1020.0,0.0,3.8958387767775333,0.0,0.0,0,1.0,4.0,324,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2748.131366411819,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
972,972,0.0,25.0,0.0,0.0,162.0,2752.6713937493937,0.0,0.0,125.77850655390672,9.602445543941869,0.0,16.496241,1458985826.0,1021.0,0.0,3.9752419844936524,0.0,0.0,0,1.0,4.0,324,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2752.6713937493937,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
973,973,0.0,25.0,0.0,0.0,162.0,2756.328930517651,0.0,0.0,124.96816508968112,9.866584887108418,0.0,16.496277,1458985827.0,1022.0,0.0,4.001018976642444,0.0,0.0,0,1.0,4.0,325,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2756.328930517651,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
974,974,0.0,25.0,0.0,0.0,162.0,2760.5099376085323,0.0,0.0,121.62262968698602,9.508071711733129,0.0,16.49632,1458985828.0,1023.0,0.0,4.111077036295175,0.0,0.0,0,1.0,4.0,325,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2760.5099376085323,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
975,975,0.0,25.0,0.0,0.0,162.0,2764.29727786204,0.0,0.0,125.2491975046627,9.597256965651482,0.0,16.496357,1458985829.0,1024.0,0.0,3.9920415456664804,0.0,0.0,0,1.0,4.0,326,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2764.29727786204,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
976,976,0.0,26.0,0.0,0.0,161.0,2768.686751593295,0.0,0.0,123.15426294829248,9.722555142947272,0.0,16.496398,1458985830.0,1025.0,0.0,4.059948783177159,0.0,0.0,0,1.0,4.0,326,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2768.686751593295,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
977,977,0.0,26.0,0.0,0.0,161.0,2772.6316014777262,0.0,0.0,120.54894953595004,9.764403507445968,0.0,16.496438,1458985831.0,1026.0,0.0,4.1476927167323865,0.0,0.0,0,1.0,4.0,327,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2772.6316014777262,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
978,978,0.0,26.0,0.0,0.0,161.0,2776.628674433537,0.0,0.0,119.15753534745753,9.632897365712113,0.0,16.496476,1458985832.0,1027.0,0.0,4.196125730043212,0.0,0.0,0,1.0,4.0,327,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2776.628674433537,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
979,979,0.0,26.0,0.0,0.0,162.0,2781.2484011921943,0.0,0.0,119.78183821964306,9.556505109144066,0.0,16.49652,1458985833.0,1028.0,0.0,4.1742555251419144,0.0,0.0,0,1.0,4.0,327,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2781.2484011921943,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
980,980,0.0,26.0,0.0,0.0,162.0,2785.2779065122554,0.0,0.0,121.59295272393616,9.803970021608343,0.0,16.496557,1458985834.0,1029.0,0.0,4.112080419127552,0.0,0.0,0,1.0,4.0,328,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2785.2779065122554,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
981,981,0.0,25.0,0.0,0.0,162.0,2789.5580292190043,0.0,0.0,119.49018553714878,9.59038642240586,0.0,16.496599,1458985835.0,1030.0,0.0,4.184444084276302,0.0,0.0,0,1.0,4.0,328,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2789.5580292190043,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
982,982,0.0,25.0,0.0,0.0,162.0,2793.192003573364,0.0,0.0,123.15530113379916,9.586561594780504,0.0,16.496636,1458985836.0,1031.0,0.0,4.059914558259956,0.0,0.0,0,1.0,4.0,329,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2793.192003573364,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
983,983,0.0,25.0,0.0,0.0,162.0,2797.550894854918,0.0,0.0,124.15189712004508,9.608338096850494,0.0,16.496678,1458985837.0,1032.0,0.0,4.02732468531302,0.0,0.0,0,1.0,4.0,329,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2797.550894854918,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
984,984,0.0,25.0,0.0,0.0,162.0,2801.5479739834936,0.0,0.0,124.89152524653004,9.838309031646052,0.0,16.496716,1458985838.0,1033.0,0.0,4.00347420702104,0.0,0.0,0,1.0,4.0,330,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2801.5479739834936,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
985,985,0.0,25.0,0.0,0.0,162.0,2805.41452993882,0.0,0.0,121.972179989474,9.814077419801066,0.0,16.496753,1458985839.0,1034.0,0.0,4.099295429852522,0.0,0.0,0,1.0,4.0,330,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2805.41452993882,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
986,986,0.0,25.0,0.0,0.0,161.0,2809.575400254109,0.0,0.0,122.27333743861216,9.330728596072325,0.0,16.496791,1458985840.0,1035.0,0.0,4.0891989249171115,0.0,0.0,0,1.0,4.0,330,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2809.575400254109,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
987,987,0.0,25.0,0.0,0.0,161.0,2813.688480722626,0.0,0.0,127.82086587506382,9.34538570614335,0.0,16.496828,1458985841.0,1036.0,0.0,3.911724400996594,0.0,0.0,0,1.0,4.0,331,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2813.688480722626,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
988,988,0.0,26.0,0.0,0.0,161.0,2817.996889479504,0.0,0.0,126.61406781148077,8.963271708033469,0.0,16.496869,1458985842.0,1037.0,0.0,3.9490082630033183,0.0,0.0,0,1.0,4.0,331,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2817.996889479504,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
989,989,0.0,26.0,0.0,0.0,161.0,2821.1065959884763,0.0,0.0,130.08533193032224,8.845840232028875,0.0,16.496903,1458985843.0,1038.0,0.0,3.843630888898493,0.0,0.0,0,1.0,4.0,332,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2821.1065959884763,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
990,990,0.0,27.0,0.0,0.0,162.0,2825.1595712538365,0.0,0.0,129.6480104266148,8.573981592423063,0.0,16.496945,1458985844.0,1039.0,0.0,3.856596012192698,0.0,0.0,0,1.0,4.0,332,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2825.1595712538365,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
991,991,0.0,27.0,0.0,0.0,162.0,2828.793554698601,0.0,0.0,132.51148397335953,8.781826057392987,0.0,16.496982,1458985845.0,1040.0,0.0,3.7732578717518654,0.0,0.0,0,1.0,4.0,333,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2828.793554698601,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
992,992,0.0,26.0,0.0,0.0,162.0,2832.971460783589,0.0,0.0,129.42223459224817,8.98318537307415,0.0,16.497022,1458985846.0,1041.0,0.0,3.8633238065721653,0.0,0.0,0,1.0,4.0,333,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2832.971460783589,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
993,993,0.0,26.0,0.0,0.0,162.0,2836.8631788382622,0.0,0.0,126.56371014178028,9.12370987525182,0.0,16.497061,1458985847.0,1042.0,0.0,3.9505795100340038,0.0,0.0,0,1.0,4.0,333,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2836.8631788382622,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
994,994,0.0,26.0,0.0,0.0,162.0,2840.423215021337,0.0,0.0,126.412834264572,9.177551234757512,0.0,16.497098,1458985848.0,1043.0,0.0,3.955294594167075,0.0,0.0,0,1.0,4.0,334,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2840.423215021337,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
995,995,0.0,25.0,0.0,0.0,161.0,2844.9124688040065,0.0,0.0,127.68673352329569,9.090192930805438,0.0,16.497141,1458985849.0,1044.0,0.0,3.9158335889983276,0.0,0.0,0,1.0,4.0,334,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2844.9124688040065,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
996,996,0.0,25.0,0.0,0.0,161.0,2848.5700276694365,0.0,0.0,129.88706569427026,9.352145903477927,0.0,16.497177,1458985850.0,1045.0,0.0,3.849498002956707,0.0,0.0,0,1.0,4.0,335,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2848.5700276694365,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
997,997,0.0,25.0,0.0,0.0,161.0,2852.5506287285807,0.0,0.0,127.18568015229958,9.251974842683502,0.0,16.497219,1458985851.0,1046.0,0.0,3.9312601811876204,0.0,0.0,0,1.0,4.0,335,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2852.5506287285807,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
998,998,0.0,25.0,0.0,0.0,161.0,2856.110668853046,0.0,0.0,129.70203879758327,9.212575794858124,0.0,16.497256,1458985852.0,1047.0,0.0,3.8549895177847926,0.0,0.0,0,1.0,4.0,336,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2856.110668853046,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
999,999,0.0,25.0,0.0,0.0,161.0,2860.0795159272748,0.0,0.0,131.23464885589513,9.429801263869596,0.0,16.497295,1458985853.0,1048.0,0.0,3.8099694277312017,0.0,0.0,0,1.0,4.0,336,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2860.0795159272748,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1000,1000,0.0,24.0,0.0,0.0,161.0,2864.18741639293,0.0,0.0,129.3656104789588,9.538918258066095,0.0,16.497338,1458985854.0,1049.0,0.0,3.865014806862636,0.0,0.0,0,1.0,4.0,336,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2864.18741639293,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1001,1001,0.0,24.0,0.0,0.0,161.0,2867.6198748080924,0.0,0.0,127.86153406445902,9.890220303469553,0.0,16.497374,1458985855.0,1050.0,0.0,3.910480221111177,0.0,0.0,0,1.0,4.0,337,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2867.6198748080924,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1002,1002,0.0,25.0,0.0,0.0,161.0,2871.875702762894,0.0,0.0,123.24814855597369,9.71461124933606,0.0,16.497417,1458985856.0,1051.0,0.0,4.056856073362618,0.0,0.0,0,1.0,4.0,337,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2871.875702762894,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1003,1003,0.0,25.0,0.0,0.0,161.0,2875.6630699586017,0.0,0.0,124.57575662868248,9.962612576942796,0.0,16.497454,1458985857.0,1052.0,0.0,4.013622020296679,0.0,0.0,0,1.0,4.0,338,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2875.6630699586017,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1004,1004,0.0,26.0,0.0,0.0,161.0,2880.363796294088,0.0,0.0,119.66598153888084,9.714888139736589,0.0,16.497498,1458985858.0,1053.0,0.0,4.178296902512301,0.0,0.0,0,1.0,4.0,338,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2880.363796294088,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1005,1005,0.0,26.0,0.0,0.0,161.0,2884.255526494413,0.0,0.0,120.71812472669328,9.658318389223078,0.0,16.497537,1458985859.0,1054.0,0.0,4.141880112302967,0.0,0.0,0,1.0,4.0,338,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2884.255526494413,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1006,1006,0.0,26.0,0.0,0.0,162.0,2888.511359320654,0.0,0.0,120.54974082342042,9.356837829769184,0.0,16.49758,1458985860.0,1055.0,0.0,4.147665491312777,0.0,0.0,0,1.0,4.0,339,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2888.511359320654,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1007,1007,0.0,26.0,0.0,0.0,162.0,2892.5851033244085,0.0,0.0,123.31582259287876,9.25490779864189,0.0,16.497621,1458985861.0,1056.0,0.0,4.054629726233315,0.0,0.0,0,1.0,4.0,339,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2892.5851033244085,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1008,1008,0.0,26.0,0.0,0.0,162.0,2896.4013974151653,0.0,0.0,124.67397611626932,9.374066405903571,0.0,16.49766,1458985862.0,1057.0,0.0,4.010460046078153,0.0,0.0,0,1.0,4.0,340,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2896.4013974151653,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1009,1009,0.0,26.0,0.0,0.0,162.0,2900.6369449252543,0.0,0.0,123.08918071238408,9.378004619232492,0.0,16.497704,1458985863.0,1058.0,0.0,4.062095442558216,0.0,0.0,0,1.0,4.0,340,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2900.6369449252543,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1010,1010,0.0,26.0,0.0,0.0,162.0,2904.3078267248043,0.0,0.0,123.99563927602246,9.623543574217395,0.0,16.497743,1458985864.0,1059.0,0.0,4.0323998724420225,0.0,0.0,0,1.0,4.0,341,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2904.3078267248043,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1011,1011,0.0,25.0,0.0,0.0,162.0,2908.8218365334446,0.0,0.0,121.79224611444084,9.43176767522379,0.0,16.497788,1458985865.0,1060.0,0.0,4.105351661961961,0.0,0.0,0,1.0,4.0,341,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2908.8218365334446,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1012,1012,0.0,25.0,0.0,0.0,162.0,2912.7471026866183,0.0,0.0,123.40701163194971,9.676848383598358,0.0,16.497829,1458985866.0,1061.0,0.0,4.051633642107832,0.0,0.0,0,1.0,4.0,341,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2912.7471026866183,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1013,1013,0.0,27.0,0.0,0.0,162.0,2916.928155724975,0.0,0.0,119.32725641630256,9.557076104396096,0.0,16.497872,1458985867.0,1062.0,0.0,4.1901575131806155,0.0,0.0,0,1.0,4.0,342,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2916.928155724975,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1014,1014,0.0,27.0,0.0,0.0,162.0,2920.895113135793,0.0,0.0,119.87581422118592,9.39708958335523,0.0,16.497915,1458985868.0,1063.0,0.0,4.170983139913755,0.0,0.0,0,1.0,4.0,342,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2920.895113135793,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1015,1015,0.0,27.0,0.0,0.0,162.0,2925.258614290707,0.0,0.0,121.82279779688062,9.374883055993958,0.0,16.49796,1458985869.0,1064.0,0.0,4.1043220894800605,0.0,0.0,0,1.0,4.0,343,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2925.258614290707,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1016,1016,0.0,25.0,0.0,0.0,162.0,2929.6767522330133,0.0,0.0,122.09805374578764,9.423712036314267,0.0,16.498006,1458985870.0,1065.0,0.0,4.095069369746198,0.0,0.0,0,1.0,4.0,343,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2929.6767522330133,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1017,1017,0.0,25.0,0.0,0.0,162.0,2933.2687131340185,0.0,0.0,123.25456016450268,9.531656758598109,0.0,16.498046,1458985871.0,1066.0,0.0,4.056645038793461,0.0,0.0,0,1.0,4.0,344,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2933.2687131340185,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1018,1018,0.0,25.0,0.0,0.0,162.0,2937.4035025737057,0.0,0.0,123.85503621067464,9.140196172419277,0.0,16.498094,1458985872.0,1067.0,0.0,4.036977544857451,0.0,0.0,0,1.0,4.0,344,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2937.4035025737057,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1019,1019,0.0,25.0,0.0,0.0,162.0,2941.1783383297607,0.0,0.0,130.3910955894024,9.242693417942514,0.0,16.498136,1458985873.0,1068.0,0.0,3.834617676459172,0.0,0.0,0,1.0,4.0,344,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2941.1783383297607,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
