index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
2468,2468,0.0,27.0,0.0,0.0,176.0,8048.446138592158,0.0,0.0,146.27742405667615,7.511978146892058,0.0,16.492634,1458987329.0,2524.0,0.0,3.4181624623514817,0.0,0.0,0,1.0,4.0,946,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8048.446138592158,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2469,2469,0.0,27.0,0.0,0.0,176.0,8051.496935795172,0.0,0.0,145.7832416843653,7.796548182371828,0.0,16.492593,1458987330.0,2525.0,0.0,3.429749498111367,0.0,0.0,0,1.0,4.0,946,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8051.496935795172,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2470,2470,0.0,27.0,0.0,0.0,177.0,8055.164292525804,0.0,0.0,141.4885915581009,7.579603615808006,0.0,16.492544,1458987331.0,2526.0,0.0,3.5338538216678756,0.0,0.0,0,1.0,4.0,947,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8055.164292525804,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2471,2471,0.0,27.0,0.0,0.0,177.0,8058.684579601323,0.0,0.0,145.6616276035599,7.814947888828977,0.0,16.492498,1458987332.0,2527.0,0.0,3.432613023938092,0.0,0.0,0,1.0,4.0,947,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8058.684579601323,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2472,2472,0.0,28.0,0.0,0.0,177.0,8062.55840815642,0.0,0.0,140.2509260507765,7.533871486093911,0.0,16.492445,1458987333.0,2528.0,0.0,3.5650388491479887,0.0,0.0,0,1.0,4.0,948,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8062.55840815642,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2473,2473,0.0,28.0,0.0,0.0,177.0,8065.609203711849,0.0,0.0,144.46543666561172,7.512571638793876,0.0,16.492404,1458987334.0,2529.0,0.0,3.461035466617041,0.0,0.0,0,1.0,4.0,948,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8065.609203711849,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2474,2474,0.0,28.0,0.0,0.0,177.0,8069.322130040913,0.0,0.0,143.7950258461592,7.232101981282423,0.0,16.492354,1458987335.0,2530.0,0.0,3.4771717384364247,0.0,0.0,0,1.0,4.0,949,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8069.322130040913,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2475,2475,0.0,28.0,0.0,0.0,177.0,8072.46946985889,0.0,0.0,149.2109548983885,7.565152405384812,0.0,16.492312,1458987336.0,2531.0,0.0,3.350960392556271,0.0,0.0,0,1.0,4.0,949,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8072.46946985889,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2476,2476,0.0,27.0,0.0,0.0,177.0,8076.070438293506,0.0,0.0,143.7177375393345,7.4616046625259855,0.0,16.492263,1458987337.0,2532.0,0.0,3.4790416865778564,0.0,0.0,0,1.0,4.0,950,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8076.070438293506,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2477,2477,0.0,27.0,0.0,0.0,177.0,8079.313210119202,0.0,0.0,146.803027891334,7.80239254496409,0.0,16.492219,1458987338.0,2533.0,0.0,3.4059242999409256,0.0,0.0,0,1.0,4.0,950,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,8079.313210119202,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2478,2478,0.0,27.0,0.0,0.0,176.0,8083.004412144739,0.0,0.0,141.37081660884976,7.840347372527979,0.0,16.492169,1458987339.0,2534.0,0.0,3.5367978483382414,0.0,0.0,0,1.0,4.0,951,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8083.004412144739,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2479,2479,0.0,27.0,0.0,0.0,176.0,8086.351751540618,0.0,0.0,141.7170768484526,7.915802585560138,0.0,16.492123,1458987340.0,2535.0,0.0,3.528156317637591,0.0,0.0,0,1.0,4.0,951,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8086.351751540618,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2480,2480,0.0,27.0,0.0,0.0,176.0,8090.153459100581,0.0,0.0,140.3661977546003,7.859583420073656,0.0,16.492071,1458987341.0,2536.0,0.0,3.5621111635020632,0.0,0.0,0,1.0,4.0,951,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8090.153459100581,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2481,2481,0.0,27.0,0.0,0.0,176.0,8093.711219881694,0.0,0.0,141.3702294034177,7.698633596923876,0.0,16.492022,1458987342.0,2537.0,0.0,3.536812539033145,0.0,0.0,0,1.0,4.0,952,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8093.711219881694,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2482,2482,0.0,27.0,0.0,0.0,176.0,8097.123765936712,0.0,0.0,144.32575561916275,7.634554768815263,0.0,16.491975,1458987343.0,2538.0,0.0,3.464385118615744,0.0,0.0,0,1.0,4.0,952,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8097.123765936712,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2483,2483,0.0,27.0,0.0,0.0,176.0,8100.688474839904,0.0,0.0,145.53711968242706,7.344125421771831,0.0,16.491926,1458987344.0,2539.0,0.0,3.435549645966868,0.0,0.0,0,1.0,4.0,953,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8100.688474839904,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2484,2484,0.0,27.0,0.0,0.0,176.0,8103.673677133697,0.0,0.0,151.29250214289593,7.443961843417092,0.0,16.491885,1458987345.0,2540.0,0.0,3.304856439797324,0.0,0.0,0,1.0,4.0,953,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8103.673677133697,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2485,2485,0.0,27.0,0.0,0.0,175.0,8107.331207330416,0.0,0.0,149.26340764275923,7.126882767978552,0.0,16.491835,1458987346.0,2541.0,0.0,3.349782829537692,0.0,0.0,0,1.0,4.0,954,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8107.331207330416,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2486,2486,0.0,27.0,0.0,0.0,175.0,8110.235502080681,0.0,0.0,155.90422170312524,7.377227455107016,0.0,16.491795,1458987347.0,2542.0,0.0,3.2070972455903486,0.0,0.0,0,1.0,4.0,954,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8110.235502080681,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2487,2487,0.0,27.0,0.0,0.0,175.0,8113.8726800844015,0.0,0.0,150.6136442006983,7.15328518894667,0.0,16.491745,1458987348.0,2543.0,0.0,3.3197523547981573,0.0,0.0,0,1.0,4.0,955,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8113.8726800844015,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2488,2488,0.0,27.0,0.0,0.0,175.0,8116.723961067856,0.0,0.0,155.3287869506463,7.475985095916043,0.0,16.491706,1458987349.0,2544.0,0.0,3.218978335026002,0.0,0.0,0,1.0,4.0,955,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8116.723961067856,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2489,2489,0.0,27.0,0.0,0.0,174.0,8120.272438907687,0.0,0.0,148.62404042486455,7.373223601693288,0.0,16.491658,1458987350.0,2545.0,0.0,3.36419329316222,0.0,0.0,0,1.0,4.0,955,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8120.272438907687,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2490,2490,0.0,27.0,0.0,0.0,174.0,8123.426099005545,0.0,0.0,150.69543135189068,7.738308652047687,0.0,16.491615,1458987351.0,2546.0,0.0,3.3179506207619798,0.0,0.0,0,1.0,4.0,956,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8123.426099005545,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2491,2491,0.0,27.0,0.0,0.0,174.0,8127.0564685464915,0.0,0.0,143.58578354419765,7.623728016467611,0.0,16.491565,1458987352.0,2547.0,0.0,3.482238893421459,0.0,0.0,0,1.0,4.0,956,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8127.0564685464915,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2492,2492,0.0,27.0,0.0,0.0,174.0,8130.46243318821,0.0,0.0,144.7155823844286,7.69699978073411,0.0,16.491519,1458987353.0,2548.0,0.0,3.455052951186548,0.0,0.0,0,1.0,4.0,957,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8130.46243318821,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2493,2493,0.0,28.0,0.0,0.0,174.0,8134.135155534963,0.0,0.0,142.34442286822443,7.583971143865575,0.0,16.491469,1458987354.0,2549.0,0.0,3.512606886346898,0.0,0.0,0,1.0,4.0,957,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8134.135155534963,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2494,2494,0.0,28.0,0.0,0.0,174.0,8137.54770366362,0.0,0.0,143.39993967905212,7.504784062243951,0.0,16.491422,1458987355.0,2550.0,0.0,3.4867518153708126,0.0,0.0,0,1.0,4.0,958,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8137.54770366362,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2495,2495,0.0,28.0,0.0,0.0,174.0,8140.98913343728,0.0,0.0,143.88376537650262,7.341959290761173,0.0,16.491375,1458987356.0,2551.0,0.0,3.4750272116638254,0.0,0.0,0,1.0,4.0,958,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8140.98913343728,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2496,2496,0.0,28.0,0.0,0.0,175.0,8144.490227623345,0.0,0.0,145.93224083615038,7.248607243155698,0.0,16.491327,1458987357.0,2552.0,0.0,3.426247669021881,0.0,0.0,0,1.0,4.0,959,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8144.490227623345,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2497,2497,0.0,28.0,0.0,0.0,175.0,8147.83756924653,0.0,0.0,147.81164649805504,7.267347218506735,0.0,16.491281,1458987358.0,2553.0,0.0,3.382683380139326,0.0,0.0,0,1.0,4.0,959,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8147.83756924653,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2498,2498,0.0,28.0,0.0,0.0,174.0,8151.266393880072,0.0,0.0,147.4304913765665,7.105778263837255,0.0,16.491234,1458987359.0,2554.0,0.0,3.391428701969809,0.0,0.0,0,1.0,4.0,960,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8151.266393880072,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2499,2499,0.0,28.0,0.0,0.0,174.0,8154.461120564317,0.0,0.0,150.78271959051813,7.264624604899688,0.0,16.49119,1458987360.0,2555.0,0.0,3.3160298564573853,0.0,0.0,0,1.0,4.0,960,0.0,0.0,0.0,0.0,0.0,174.0,0.0,142,146,160,167,180,192,8154.461120564317,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2500,2500,0.0,28.0,0.0,0.0,175.0,8157.946276947129,0.0,0.0,147.48574492148393,7.195414266719308,0.0,16.491142,1458987361.0,2556.0,0.0,3.390158148953188,0.0,0.0,0,1.0,4.0,961,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8157.946276947129,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2501,2501,0.0,28.0,0.0,0.0,175.0,8161.070376905633,0.0,0.0,148.90436209965168,7.444353877249432,0.0,16.491099,1458987362.0,2557.0,0.0,3.357859991135677,0.0,0.0,0,1.0,4.0,961,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8161.070376905633,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2502,2502,0.0,28.0,0.0,0.0,175.0,8164.788359991296,0.0,0.0,143.92499189257333,7.319883895504541,0.0,16.491048,1458987363.0,2558.0,0.0,3.4740318093830687,0.0,0.0,0,1.0,4.0,961,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8164.788359991296,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2503,2503,0.0,28.0,0.0,0.0,175.0,8168.055693835751,0.0,0.0,146.3723450704706,7.664029537821701,0.0,16.491003,1458987364.0,2559.0,0.0,3.4159458179021196,0.0,0.0,0,1.0,4.0,962,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8168.055693835751,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2504,2504,0.0,28.0,0.0,0.0,175.0,8171.831279611232,0.0,0.0,139.7996401424487,7.4741359654256225,0.0,16.490951,1458987365.0,2560.0,0.0,3.5765471176501276,0.0,0.0,0,1.0,4.0,962,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8171.831279611232,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2505,2505,0.0,28.0,0.0,0.0,175.0,8175.02600603664,0.0,0.0,143.3514959300794,7.785310478439812,0.0,16.490907,1458987366.0,2561.0,0.0,3.4879301171986246,0.0,0.0,0,1.0,4.0,963,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8175.02600603664,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2506,2506,0.0,28.0,0.0,0.0,175.0,8178.953112493884,0.0,0.0,137.6218166758697,7.536370646148299,0.0,16.490853,1458987367.0,2562.0,0.0,3.63314488993858,0.0,0.0,0,1.0,4.0,963,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8178.953112493884,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2507,2507,0.0,28.0,0.0,0.0,175.0,8182.22801057729,0.0,0.0,142.1677119843036,7.85832933707068,0.0,16.490808,1458987368.0,2563.0,0.0,3.51697296820254,0.0,0.0,0,1.0,4.0,964,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8182.22801057729,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2508,2508,0.0,28.0,0.0,0.0,175.0,8186.221418285445,0.0,0.0,136.3430476722631,7.606686879039042,0.0,16.490753,1458987369.0,2564.0,0.0,3.6672203572996502,0.0,0.0,0,1.0,4.0,964,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8186.221418285445,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2509,2509,0.0,28.0,0.0,0.0,175.0,8189.416144452246,0.0,0.0,140.8535132924948,7.821267056301444,0.0,16.490709,1458987370.0,2565.0,0.0,3.5497872102182195,0.0,0.0,0,1.0,4.0,965,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8189.416144452246,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2510,2510,0.0,28.0,0.0,0.0,175.0,8193.362107823139,0.0,0.0,136.98913024141555,7.492188716226229,0.0,16.490655,1458987371.0,2566.0,0.0,3.6499246262740077,0.0,0.0,0,1.0,4.0,965,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8193.362107823139,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2511,2511,0.0,28.0,0.0,0.0,175.0,8196.702048544976,0.0,0.0,143.00608433796148,7.690533988739961,0.0,16.490609,1458987372.0,2567.0,0.0,3.4963547342389067,0.0,0.0,0,1.0,4.0,966,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8196.702048544976,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2512,2512,0.0,28.0,0.0,0.0,175.0,8200.47763370866,0.0,0.0,139.31783839682598,7.468902511608955,0.0,16.490557,1458987373.0,2568.0,0.0,3.588915861411982,0.0,0.0,0,1.0,4.0,966,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8200.47763370866,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2513,2513,0.0,28.0,0.0,0.0,175.0,8203.70319195664,0.0,0.0,143.4519422047944,7.531137099049373,0.0,16.490513,1458987374.0,2569.0,0.0,3.4854878387508457,0.0,0.0,0,1.0,4.0,967,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8203.70319195664,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2514,2514,0.0,28.0,0.0,0.0,175.0,8207.360723759306,0.0,0.0,142.26650734638912,7.406666925697739,0.0,16.490463,1458987375.0,2570.0,0.0,3.5145306462230415,0.0,0.0,0,1.0,4.0,967,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8207.360723759306,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2515,2515,0.0,28.0,0.0,0.0,175.0,8210.789547016893,0.0,0.0,144.65731781608883,7.455687666997805,0.0,16.490416,1458987376.0,2571.0,0.0,3.4564445653256115,0.0,0.0,0,1.0,4.0,968,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8210.789547016893,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2516,2516,0.0,28.0,0.0,0.0,175.0,8214.27470177609,0.0,0.0,143.70620381151315,7.444046697590078,0.0,16.490368,1458987377.0,2572.0,0.0,3.479320911265642,0.0,0.0,0,1.0,4.0,968,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8214.27470177609,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2517,2517,0.0,28.0,0.0,0.0,175.0,8217.759856535287,0.0,0.0,143.9309309780974,7.343718957078213,0.0,16.49032,1458987378.0,2573.0,0.0,3.47388845887537,0.0,0.0,0,1.0,4.0,968,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8217.759856535287,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2518,2518,0.0,28.0,0.0,0.0,175.0,8221.099796512966,0.0,0.0,145.89727326042066,7.405953863442964,0.0,16.490274,1458987379.0,2574.0,0.0,3.4270688466364994,0.0,0.0,0,1.0,4.0,969,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8221.099796512966,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2519,2519,0.0,28.0,0.0,0.0,175.0,8224.730166053681,0.0,0.0,144.67124575503004,7.294697913636069,0.0,16.490224,1458987380.0,2575.0,0.0,3.4561118029400504,0.0,0.0,0,1.0,4.0,969,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8224.730166053681,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2520,2520,0.0,28.0,0.0,0.0,175.0,8227.924891250073,0.0,0.0,146.87771640628688,7.585344171416964,0.0,16.49018,1458987381.0,2576.0,0.0,3.4041923596968333,0.0,0.0,0,1.0,4.0,970,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8227.924891250073,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2521,2521,0.0,28.0,0.0,0.0,176.0,8231.555260790788,0.0,0.0,141.24982956817175,7.437040418854726,0.0,16.49013,1458987382.0,2577.0,0.0,3.5398272799945842,0.0,0.0,0,1.0,4.0,970,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8231.555260790788,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2522,2522,0.0,28.0,0.0,0.0,176.0,8234.78081833377,0.0,0.0,144.06652526887393,7.78992134166893,0.0,16.490086,1458987383.0,2578.0,0.0,3.4706188621322065,0.0,0.0,0,1.0,4.0,971,0.0,0.0,0.0,0.0,0.0,176.0,0.0,142,146,160,167,180,192,8234.78081833377,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2523,2523,0.0,28.0,0.0,0.0,175.0,8238.798932912938,0.0,0.0,137.54035816734267,7.685159707920575,0.0,16.490031,1458987384.0,2579.0,0.0,3.635296626112168,0.0,0.0,0,1.0,4.0,971,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8238.798932912938,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2524,2524,0.0,28.0,0.0,0.0,175.0,8242.083260364341,0.0,0.0,139.41526424289168,8.097391817496169,0.0,16.489986,1458987385.0,2580.0,0.0,3.586407863696269,0.0,0.0,0,1.0,4.0,972,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8242.083260364341,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2525,2525,0.0,28.0,0.0,0.0,175.0,8246.101374380634,0.0,0.0,132.31773830105615,7.736778236645682,0.0,16.489931,1458987386.0,2581.0,0.0,3.7787828481648784,0.0,0.0,0,1.0,4.0,972,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8246.101374380634,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2526,2526,0.0,28.0,0.0,0.0,175.0,8249.48730010927,0.0,0.0,138.48510822679268,7.926743896552394,0.0,16.489885,1458987387.0,2582.0,0.0,3.6104965104346514,0.0,0.0,0,1.0,4.0,973,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8249.48730010927,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2527,2527,0.0,28.0,0.0,0.0,175.0,8253.674732574593,0.0,0.0,135.1662909021914,7.641823548846078,0.0,16.489829,1458987388.0,2583.0,0.0,3.6991471517244516,0.0,0.0,0,1.0,4.0,973,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8253.674732574593,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2528,2528,0.0,28.0,0.0,0.0,175.0,8256.85141546511,0.0,0.0,140.2058768538771,7.848410395677861,0.0,16.489787,1458987389.0,2584.0,0.0,3.566184322794837,0.0,0.0,0,1.0,4.0,974,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8256.85141546511,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2529,2529,0.0,28.0,0.0,0.0,175.0,8260.578996122962,0.0,0.0,136.51536010637386,7.490924418009368,0.0,16.489738,1458987390.0,2585.0,0.0,3.662591517983002,0.0,0.0,0,1.0,4.0,974,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8260.578996122962,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2530,2530,0.0,28.0,0.0,0.0,175.0,8263.932295994606,0.0,0.0,143.03022052294205,7.69989867206762,0.0,16.489695,1458987391.0,2586.0,0.0,3.4957647284043727,0.0,0.0,0,1.0,4.0,975,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8263.932295994606,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2531,2531,0.0,28.0,0.0,0.0,175.0,8267.800257699182,0.0,0.0,139.1483988374181,7.597608042426787,0.0,16.489645,1458987392.0,2587.0,0.0,3.5932860469648897,0.0,0.0,0,1.0,4.0,975,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8267.800257699182,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2532,2532,0.0,28.0,0.0,0.0,175.0,8271.153556216614,0.0,0.0,141.02182758645463,7.910809509912127,0.0,16.489602,1458987393.0,2588.0,0.0,3.545550419799167,0.0,0.0,0,1.0,4.0,975,0.0,0.0,0.0,0.0,0.0,175.0,0.0,142,146,160,167,180,192,8271.153556216614,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
