index,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts),Cals, Cadence (stokes/min), HRCur (bpm),DutyCycle,Rowfile_Id, lapIdx, ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
347,1452627573.815,4038.32,122.07465,192.3939,264.3709,21.0,158.0,0.3333333,,0.0,982.9370000362396,0.0,0.0,0.0,0.0,0.0,0.0,4.095854462822543,0.0,0.0,0.0,1.0,4.0,347,549.6968571428572,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4038.32,0.0,0.0,192.3939,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
348,1452627576.622,4049.81,122.08144999999999,192.3618,265.12,21.0,158.0,0.3333333,,0.0,985.7439999580383,0.0,0.0,0.0,0.0,0.0,0.0,4.095626321607419,0.0,0.0,0.0,1.0,4.0,348,549.6051428571428,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4049.81,0.0,0.0,192.3618,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
349,1452627579.507,4061.661,121.9114,193.1679,265.8958,21.0,159.0,0.3333333,,0.0,988.6289999485016,0.0,0.0,0.0,0.0,0.0,0.0,4.1013391692655485,0.0,0.0,0.0,1.0,4.0,349,551.9082857142857,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4061.661,0.0,0.0,193.1679,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
350,1452627582.319,4073.225,121.3779,195.7264,266.6536,21.0,160.0,0.3333333,,0.0,991.4409999847412,0.0,0.0,0.0,0.0,0.0,0.0,4.119366046042979,0.0,0.0,0.0,1.0,4.0,350,559.2182857142858,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4073.225,0.0,0.0,195.7264,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
351,1452627585.122,4084.721,121.90299999999999,193.2078,267.4049,21.0,160.0,0.3333333,,0.0,994.2439999580383,0.0,0.0,0.0,0.0,0.0,0.0,4.101621781252307,0.0,0.0,0.0,1.0,4.0,351,552.0222857142857,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4084.721,0.0,0.0,193.2078,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
352,1452627587.907,4096.139,121.77340000000001,193.8253,268.1506,21.0,160.0,0.3333333,,0.0,997.029000043869,0.0,0.0,0.0,0.0,0.0,0.0,4.1059870217962215,0.0,0.0,0.0,1.0,4.0,352,553.7865714285714,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4096.139,0.0,0.0,193.8253,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
353,1452627590.711,4107.561,122.75909999999999,189.1937,268.8914,21.0,160.0,0.3333333,,0.0,999.8329999446869,0.0,0.0,0.0,0.0,0.0,0.0,4.073017804790032,0.0,0.0,0.0,1.0,4.0,353,540.5534285714286,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4107.561,0.0,0.0,189.1937,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
354,1452627593.513,4118.982,122.5561,190.1356,269.6329,21.0,159.0,0.3333333,,0.0,1002.6349999904633,0.0,0.0,0.0,0.0,0.0,0.0,4.079764287538523,0.0,0.0,0.0,1.0,4.0,354,543.2445714285715,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4118.982,0.0,0.0,190.1356,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
355,1452627596.31,4130.401,122.48190000000001,190.4812,270.3753,21.0,159.0,0.3333333,,0.0,1005.4319999217987,0.0,0.0,0.0,0.0,0.0,0.0,4.082235824231988,0.0,0.0,0.0,1.0,4.0,355,544.232,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4130.401,0.0,0.0,190.4812,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
356,1452627599.108,4141.827,122.5347,190.2352,271.1184,22.0,158.0,0.3333333,,0.0,1008.2300000190735,0.0,0.0,0.0,0.0,0.0,0.0,4.080476795552607,0.0,0.0,0.0,1.0,4.0,356,518.8232727272726,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4141.827,0.0,0.0,190.2352,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
357,1452627601.916,4153.243,122.88715,188.6031,271.8574,21.0,158.0,0.3333333,,0.0,1011.037999868393,0.0,0.0,0.0,0.0,0.0,0.0,4.068773667547827,0.0,0.0,0.0,1.0,4.0,357,538.8660000000001,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4153.243,0.0,0.0,188.6031,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
358,1452627604.817,4165.236,121.11534999999999,197.0019,272.6479,21.0,158.0,0.3333333,,0.0,1013.9389998912811,0.0,0.0,0.0,0.0,0.0,0.0,4.128295876616796,0.0,0.0,0.0,1.0,4.0,358,562.8625714285714,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4165.236,0.0,0.0,197.0019,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
359,1452627607.616,4176.8,121.03055,197.4162,273.4093,21.0,158.0,0.3333333,,0.0,1016.7379999160767,0.0,0.0,0.0,0.0,0.0,0.0,4.131188365251583,0.0,0.0,0.0,1.0,4.0,359,564.0462857142857,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4176.8,0.0,0.0,197.4162,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
360,1452627610.417,4188.294,121.64129999999999,194.4575,274.1609,21.0,158.0,0.3333333,,0.0,1019.5390000343323,0.0,0.0,0.0,0.0,0.0,0.0,4.110446040941687,0.0,0.0,0.0,1.0,4.0,360,555.5928571428572,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4188.294,0.0,0.0,194.4575,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
361,1452627613.316,4200.222,122.04505,192.5341,274.943,21.0,158.0,0.3333333,,0.0,1022.4379999637604,0.0,0.0,0.0,0.0,0.0,0.0,4.096847844300117,0.0,0.0,0.0,1.0,4.0,361,550.0974285714286,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4200.222,0.0,0.0,192.5341,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
362,1452627615.911,4211.14,118.60455,209.78,275.6756,23.0,158.0,0.3333333,,0.0,1025.0329999923706,0.0,0.0,0.0,0.0,0.0,0.0,4.215689870245281,0.0,0.0,0.0,1.0,4.0,362,547.2521739130434,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4211.14,0.0,0.0,0.0,209.78,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
363,1452627618.717,4222.858,119.78805,203.6233,276.456,22.0,158.0,0.3333333,,0.0,1027.8389999866486,0.0,0.0,0.0,0.0,0.0,0.0,4.174039063161977,0.0,0.0,0.0,1.0,4.0,363,555.3362727272727,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,4222.858,0.0,0.0,0.0,203.6233,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
364,1452627621.508,4234.425,120.74210000000001,198.8346,277.2203,22.0,159.0,0.3333333,,0.0,1030.6299998760223,0.0,0.0,0.0,0.0,0.0,0.0,4.141057675823097,0.0,0.0,0.0,1.0,4.0,364,542.2761818181817,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4234.425,0.0,0.0,198.8346,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
365,1452627624.216,4245.697,119.96685,202.7142,277.9684,22.0,159.0,0.3333333,,0.0,1033.3380000591278,0.0,0.0,0.0,0.0,0.0,0.0,4.167818026396459,0.0,0.0,0.0,1.0,4.0,365,552.8569090909091,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4245.697,0.0,0.0,202.7142,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
366,1452627626.913,4257.04,118.68695,209.3434,278.7295,22.0,159.0,0.3333333,,0.0,1036.0350000858307,0.0,0.0,0.0,0.0,0.0,0.0,4.212763071255939,0.0,0.0,0.0,1.0,4.0,366,570.9365454545455,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4257.04,0.0,0.0,0.0,209.3434,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
367,1452627629.72,4268.889,118.76045,208.9548,279.5276,22.0,159.0,0.3333333,,0.0,1038.8420000076294,0.0,0.0,0.0,0.0,0.0,0.0,4.210155822077131,0.0,0.0,0.0,1.0,4.0,367,569.8767272727273,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4268.889,0.0,0.0,0.0,208.9548,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
368,1452627632.411,4280.16,119.2407,206.4402,280.2804,22.0,159.0,0.3333333,,0.0,1041.5329999923706,0.0,0.0,0.0,0.0,0.0,0.0,4.193199134188243,0.0,0.0,0.0,1.0,4.0,368,563.0187272727272,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,4280.16,0.0,0.0,0.0,206.4402,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
369,1452627635.218,4292.086,118.00415,212.9983,281.0887,22.0,160.0,0.3333333,,0.0,1044.3399999141693,0.0,0.0,0.0,0.0,0.0,0.0,4.237139117564933,0.0,0.0,0.0,1.0,4.0,369,580.9044545454545,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4292.086,0.0,0.0,0.0,212.9983,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
370,1452627637.921,4303.43,118.65035,209.5372,281.8483,22.0,160.0,0.3333333,,0.0,1047.0429999828339,0.0,0.0,0.0,0.0,0.0,0.0,4.21406257967212,0.0,0.0,0.0,1.0,4.0,370,571.4650909090909,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4303.43,0.0,0.0,0.0,209.5372,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
371,1452627640.613,4314.772,118.59855,209.8118,282.6105,22.0,160.0,0.3333333,,0.0,1049.7349998950958,0.0,0.0,0.0,0.0,0.0,0.0,4.215903145527496,0.0,0.0,0.0,1.0,4.0,371,572.214,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4314.772,0.0,0.0,0.0,209.8118,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
372,1452627643.306,4326.11,118.92750000000001,208.0755,283.372,23.0,161.0,0.3333333,,0.0,1052.4279999732971,0.0,0.0,0.0,0.0,0.0,0.0,4.204242080258981,0.0,0.0,0.0,1.0,4.0,372,542.805652173913,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4326.11,0.0,0.0,0.0,208.0755,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
373,1452627645.914,4337.1,118.68795,209.3381,284.1106,23.0,161.0,0.3333333,,0.0,1055.0360000133514,0.0,0.0,0.0,0.0,0.0,0.0,4.212727576809609,0.0,0.0,0.0,1.0,4.0,373,546.0993913043478,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4337.1,0.0,0.0,0.0,209.3381,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
374,1452627648.615,4348.444,119.01100000000001,207.638,284.8709,22.0,161.0,0.3333333,,0.0,1057.736999988556,0.0,0.0,0.0,0.0,0.0,0.0,4.2012923175168675,0.0,0.0,0.0,1.0,4.0,374,566.2854545454546,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4348.444,0.0,0.0,0.0,207.638,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
375,1452627651.315,4359.786,119.10945000000001,207.1236,285.6308,22.0,161.0,0.3333333,,0.0,1060.4370000362396,0.0,0.0,0.0,0.0,0.0,0.0,4.197819736385316,0.0,0.0,0.0,1.0,4.0,375,564.8825454545455,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4359.786,0.0,0.0,0.0,207.1236,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
376,1452627654.015,4371.128,119.2715,206.2805,286.391,23.0,161.0,0.3333333,,0.0,1063.1370000839233,0.0,0.0,0.0,0.0,0.0,0.0,4.192116306074795,0.0,0.0,0.0,1.0,4.0,376,538.1230434782609,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4371.128,0.0,0.0,0.0,206.2805,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
377,1452627656.716,4382.406,119.6658,204.2479,287.142,22.0,160.0,0.3333333,,0.0,1065.8380000591278,0.0,0.0,0.0,0.0,0.0,0.0,4.17830324119339,0.0,0.0,0.0,1.0,4.0,377,557.0397272727273,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,4382.406,0.0,0.0,0.0,204.2479,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
378,1452627659.407,4393.687,119.21795,206.5585,287.8962,22.0,161.0,0.3333333,,0.0,1068.529000043869,0.0,0.0,0.0,0.0,0.0,0.0,4.1939993096677135,0.0,0.0,0.0,1.0,4.0,378,563.3413636363637,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4393.687,0.0,0.0,0.0,206.5585,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
379,1452627662.021,4404.669,118.83615,208.5558,288.6322,23.0,161.0,0.3333333,,0.0,1071.1429998874664,0.0,0.0,0.0,0.0,0.0,0.0,4.207473904194978,0.0,0.0,0.0,1.0,4.0,379,544.0586086956522,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4404.669,0.0,0.0,0.0,208.5558,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
380,1452627664.709,4415.944,119.30315,206.1163,289.3866,22.0,161.0,0.3333333,,0.0,1073.8310000896454,0.0,0.0,0.0,0.0,0.0,0.0,4.1910041771738635,0.0,0.0,0.0,1.0,4.0,380,562.1353636363636,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,4415.944,0.0,0.0,0.0,206.1163,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
381,1452627667.416,4427.354,118.79315,208.7823,290.154,22.0,162.0,0.3333333,,0.0,1076.537999868393,0.0,0.0,0.0,0.0,0.0,0.0,4.208996899231985,0.0,0.0,0.0,1.0,4.0,381,569.4062727272727,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,4427.354,0.0,0.0,0.0,208.7823,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
382,1452627670.02,4438.331,118.23205,211.7689,290.8922,23.0,162.0,0.3333333,,0.0,1079.1419999599457,0.0,0.0,0.0,0.0,0.0,0.0,4.228971755120544,0.0,0.0,0.0,1.0,4.0,382,552.4406086956521,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,4438.331,0.0,0.0,0.0,211.7689,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
383,1452627672.62,4449.311,118.31775,211.3091,291.632,23.0,163.0,0.3333333,,0.0,1081.7419998645782,0.0,0.0,0.0,0.0,0.0,0.0,4.225908623177841,0.0,0.0,0.0,1.0,4.0,383,551.2411304347826,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,4449.311,0.0,0.0,0.0,211.3091,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
384,1452627675.419,4461.161,118.5516,210.0613,292.4325,22.0,163.0,0.3333333,,0.0,1084.5409998893738,0.0,0.0,0.0,0.0,0.0,0.0,4.217572770000574,0.0,0.0,0.0,1.0,4.0,384,572.8944545454546,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,4461.161,0.0,0.0,0.0,210.0613,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
385,1452627678.009,4471.995,119.01135000000001,207.636,293.1553,22.0,163.0,0.3333333,,0.0,1087.1310000419617,0.0,0.0,0.0,0.0,0.0,0.0,4.201279961953208,0.0,0.0,0.0,1.0,4.0,385,566.28,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,4471.995,0.0,0.0,0.0,207.636,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
386,1452627680.707,4483.408,118.56585,209.9853,293.9256,23.0,164.0,0.3333333,,0.0,1089.8289999961853,0.0,0.0,0.0,0.0,0.0,0.0,4.2170658752077435,0.0,0.0,0.0,1.0,4.0,386,547.7877391304348,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4483.408,0.0,0.0,0.0,209.9853,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
387,1452627683.304,4494.461,117.50475,215.7257,294.6761,23.0,164.0,0.3333333,,0.0,1092.425999879837,0.0,0.0,0.0,0.0,0.0,0.0,4.255147132349969,0.0,0.0,0.0,1.0,4.0,387,562.7626956521739,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4494.461,0.0,0.0,0.0,215.7257,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
388,1452627685.917,4505.514,117.8227,213.9838,295.4221,22.0,164.0,0.3333333,,0.0,1095.0390000343323,0.0,0.0,0.0,0.0,0.0,0.0,4.243664421202366,0.0,0.0,0.0,1.0,4.0,388,583.5921818181819,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4505.514,0.0,0.0,0.0,213.9838,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
389,1452627688.612,4516.929,118.06134999999999,212.689,296.1935,22.0,165.0,0.3333333,,0.0,1097.733999967575,0.0,0.0,0.0,0.0,0.0,0.0,4.235086249649018,0.0,0.0,0.0,1.0,4.0,389,580.0609090909091,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4516.929,0.0,0.0,0.0,212.689,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
390,1452627691.406,4528.705,118.87780000000001,208.3368,296.9855,22.0,165.0,0.3333333,,0.0,1100.5279998779297,0.0,0.0,0.0,0.0,0.0,0.0,4.2059997745584115,0.0,0.0,0.0,1.0,4.0,390,568.1912727272728,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4528.705,0.0,0.0,0.0,208.3368,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
391,1452627694.107,4540.126,118.42245,210.7492,297.7559,22.0,165.0,0.3333333,,0.0,1103.2290000915527,0.0,0.0,0.0,0.0,0.0,0.0,4.222172400587896,0.0,0.0,0.0,1.0,4.0,391,574.7705454545454,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4540.126,0.0,0.0,0.0,210.7492,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
392,1452627696.714,4551.048,118.96470000000001,207.8805,298.486,22.0,166.0,0.3333333,,0.0,1105.8359999656677,0.0,0.0,0.0,0.0,0.0,0.0,4.202927423008674,0.0,0.0,0.0,1.0,4.0,392,566.9468181818182,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4551.048,0.0,0.0,0.0,207.8805,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
393,1452627699.414,4562.54,117.59790000000001,215.2135,299.2662,22.0,166.0,0.3333333,,0.0,1108.5360000133514,0.0,0.0,0.0,0.0,0.0,0.0,4.251776604854338,0.0,0.0,0.0,1.0,4.0,393,586.9459090909091,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4562.54,0.0,0.0,0.0,215.2135,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
394,1452627702.112,4574.02,117.413,216.2317,300.0457,22.0,166.0,0.3333333,,0.0,1111.233999967575,0.0,0.0,0.0,0.0,0.0,0.0,4.258472230502585,0.0,0.0,0.0,1.0,4.0,394,589.7228181818182,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4574.02,0.0,0.0,0.0,216.2317,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
395,1452627704.807,4585.506,117.6729,214.8023,300.8269,23.0,166.0,0.3333333,,0.0,1113.9289999008179,0.0,0.0,0.0,0.0,0.0,0.0,4.249066692500993,0.0,0.0,0.0,1.0,4.0,395,560.3538260869566,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4585.506,0.0,0.0,0.0,214.8023,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
396,1452627707.402,4596.488,117.73275,214.4749,301.5687,23.0,166.0,0.3333333,,0.0,1116.523999929428,0.0,0.0,0.0,0.0,0.0,0.0,4.246906659361987,0.0,0.0,0.0,1.0,4.0,396,559.4997391304347,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4596.488,0.0,0.0,0.0,214.4749,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
397,1452627710.107,4607.915,118.3652,211.0552,302.3389,22.0,166.0,0.3333333,,0.0,1119.2290000915527,0.0,0.0,0.0,0.0,0.0,0.0,4.224214549546657,0.0,0.0,0.0,1.0,4.0,397,575.605090909091,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4607.915,0.0,0.0,0.0,211.0552,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
398,1452627712.808,4619.336,118.50245,210.3227,303.1096,23.0,166.0,0.3333333,,0.0,1121.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,4.219322047772009,0.0,0.0,0.0,1.0,4.0,398,548.6679130434783,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4619.336,0.0,0.0,0.0,210.3227,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
399,1452627715.507,4630.68,118.87655,208.3432,303.8701,22.0,166.0,0.3333333,,0.0,1124.6289999485016,0.0,0.0,0.0,0.0,0.0,0.0,4.2060440011087135,0.0,0.0,0.0,1.0,4.0,399,568.2087272727273,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4630.68,0.0,0.0,0.0,208.3432,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
400,1452627718.212,4642.023,119.25855,206.3476,304.6288,22.0,166.0,0.3333333,,0.0,1127.3339998722076,0.0,0.0,0.0,0.0,0.0,0.0,4.192571517933096,0.0,0.0,0.0,1.0,4.0,400,562.7661818181818,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4642.023,0.0,0.0,0.0,206.3476,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
401,1452627720.912,4653.437,118.27805,211.5221,305.3988,22.0,166.0,0.3333333,,0.0,1130.0339999198914,0.0,0.0,0.0,0.0,0.0,0.0,4.2273270484253,0.0,0.0,0.0,1.0,4.0,401,576.8784545454545,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,4653.437,0.0,0.0,0.0,211.5221,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
402,1452627723.617,4664.93,117.76984999999999,214.272,306.1781,22.0,165.0,0.3333333,,0.0,1132.739000082016,0.0,0.0,0.0,0.0,0.0,0.0,4.245568793710785,0.0,0.0,0.0,1.0,4.0,402,584.3781818181818,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4664.93,0.0,0.0,0.0,214.272,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
403,1452627726.206,4675.98,116.95205,218.7985,306.9308,23.0,165.0,0.3333333,,0.0,1135.3280000686646,0.0,0.0,0.0,0.0,0.0,0.0,4.275256397814318,0.0,0.0,0.0,1.0,4.0,403,570.778695652174,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4675.98,0.0,0.0,0.0,218.7985,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
404,1452627728.909,4687.475,117.67819999999999,214.7733,307.7106,22.0,165.0,0.3333333,,0.0,1138.0309998989105,0.0,0.0,0.0,0.0,0.0,0.0,4.248875322702081,0.0,0.0,0.0,1.0,4.0,404,585.7453636363637,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4687.475,0.0,0.0,0.0,214.7733,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
405,1452627731.513,4698.522,117.80839999999999,214.0618,308.4586,23.0,164.0,0.3333333,,0.0,1140.6349999904633,0.0,0.0,0.0,0.0,0.0,0.0,4.2441795321895555,0.0,0.0,0.0,1.0,4.0,405,558.4220869565218,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4698.522,0.0,0.0,0.0,214.0618,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
406,1452627734.014,4709.468,114.5073,233.1141,309.2227,24.0,164.0,0.3333333,,0.0,1143.135999917984,0.0,0.0,0.0,0.0,0.0,0.0,4.366533836707354,0.0,0.0,0.0,1.0,4.0,406,582.78525,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4709.468,0.0,0.0,0.0,233.1141,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
407,1452627736.613,4720.747,114.93780000000001,230.5046,310.0037,23.0,164.0,0.3333333,,0.0,1145.7349998950958,0.0,0.0,0.0,0.0,0.0,0.0,4.350178966362676,0.0,0.0,0.0,1.0,4.0,407,601.3163478260869,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,4720.747,0.0,0.0,0.0,230.5046,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
408,1452627739.205,4731.939,115.625,226.419,310.7748,23.0,165.0,0.3333333,,0.0,1148.3269999027252,0.0,0.0,0.0,0.0,0.0,0.0,4.324324324324325,0.0,0.0,0.0,1.0,4.0,408,590.6582608695653,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4731.939,0.0,0.0,0.0,226.419,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
409,1452627741.799,4743.202,115.2215,228.8059,311.5552,23.0,165.0,0.3333333,,0.0,1150.9210000038147,0.0,0.0,0.0,0.0,0.0,0.0,4.339467894446782,0.0,0.0,0.0,1.0,4.0,409,596.8849565217391,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4743.202,0.0,0.0,0.0,228.8059,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
410,1452627744.407,4754.613,114.48564999999999,233.2465,312.3514,23.0,165.0,0.3333333,,0.0,1153.529000043869,0.0,0.0,0.0,0.0,0.0,0.0,4.367359577379348,0.0,0.0,0.0,1.0,4.0,410,608.4691304347825,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4754.613,0.0,0.0,0.0,233.2465,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
411,1452627747.004,4765.952,114.49189999999999,233.2083,313.1413,23.0,165.0,0.3333333,,0.0,1156.1259999275208,0.0,0.0,0.0,0.0,0.0,0.0,4.367121167523642,0.0,0.0,0.0,1.0,4.0,411,608.3694782608695,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,4765.952,0.0,0.0,0.0,233.2083,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
